date,O2O
2020-06-21,6.38918
2020-06-22,12.08907
2020-06-23,11.63838
2020-06-24,11.90349
2020-06-25,10.07423
2020-06-26,8.69565
2020-06-27,8.5896
2020-06-28,6.30965
2020-06-29,10.63096
2020-06-30,11.61187
2020-07-01,10.2598
2020-07-02,9.544
2020-07-03,7.66171
2020-07-04,3.28738
2020-07-05,4.40084
2020-07-06,8.88123
2020-07-07,9.75609
2020-07-08,9.09331
2020-07-09,9.94167
2020-07-10,7.3966
2020-07-11,4.48038
2020-07-12,4.82502
2020-07-13,9.83563
2020-07-14,11.08165
2020-07-15,10.07423
2020-07-16,8.5896
2020-07-17,8.08589
2020-07-18,3.26086
2020-07-19,4.63944
2020-07-20,9.91516
2020-07-21,8.88123
2020-07-22,10.12725
2020-07-23,8.98727
2020-07-24,6.6808
2020-07-25,3.04878
2020-07-26,3.47295
2020-07-27,8.351
2020-07-28,8.48356
2020-07-29,8.53658
2020-07-30,8.53658
2020-07-31,7.23753
2020-08-01,2.96924
2020-08-02,4.16224
2020-08-03,8.74867
2020-08-04,9.7826
2020-08-05,9.83563
2020-08-06,8.56309
2020-08-07,7.44962
2020-08-08,3.79109
2020-08-09,4.40084
2020-08-10,8.64262
2020-08-11,9.01378
2020-08-12,8.64262
2020-08-13,8.32449
2020-08-14,6.89289
2020-08-15,3.07529
2020-08-16,3.12831
2020-08-17,4.5334
2020-08-18,8.03287
2020-08-19,7.55567
2020-08-20,8.80169
2020-08-21,6.49522
2020-08-22,2.75715
2020-08-23,3.44644
2020-08-24,8.24496
2020-08-25,7.34358
2020-08-26,7.79427
2020-08-27,8.43054
2020-08-28,6.38918
2020-08-29,3.76458
2020-08-30,4.61293
2020-08-31,8.27147
2020-09-01,9.99469
2020-09-02,9.83563
2020-09-03,9.59703
2020-09-04,9.11983
2020-09-05,4.32131
2020-09-06,4.79851
2020-09-07,11.34676
2020-09-08,12.56627
2020-09-09,11.34676
2020-09-10,10.44538
2020-09-11,8.64262
2020-09-12,4.63944
2020-09-13,6.57476
2020-09-14,11.93001
2020-09-15,11.32025
2020-09-16,12.96394
2020-09-17,11.32025
2020-09-18,9.80911
2020-09-19,4.98409
2020-09-20,5.965
2020-09-21,11.42629
2020-09-22,11.42629
2020-09-23,10.33934
2020-09-24,9.72958
2020-09-25,8.77518
2020-09-26,3.95015
2020-09-27,4.87804
2020-09-28,8.93425
2020-09-29,7.60869
2020-09-30,2.94273
2020-10-01,2.35949
2020-10-02,2.99575
2020-10-03,3.76458
2020-10-04,5.88547
2020-10-05,9.544
2020-10-06,10.44538
2020-10-07,10.41887
2020-10-08,8.32449
2020-10-09,4.95758
2020-10-10,3.97667
2020-10-11,5.38176
2020-10-12,10.63096
2020-10-13,9.46447
2020-10-14,9.91516
2020-10-15,9.75609
2020-10-16,8.98727
2020-10-17,6.12407
2020-10-18,5.67338
2020-10-19,10.52492
2020-10-20,12.75185
2020-10-21,10.737
2020-10-22,10.79003
2020-10-23,8.98727
2020-10-24,6.36267
2020-10-25,6.01802
2020-10-26,14.63414
2020-10-27,11.74443
2020-10-28,11.53234
2020-10-29,10.84305
2020-10-30,8.64262
2020-10-31,4.98409
2020-11-01,5.2492
2020-11-02,10.81654
2020-11-03,9.80911
2020-11-04,8.93425
2020-11-05,10.39236
2020-11-06,9.0668
2020-11-07,5.06362
2020-11-08,5.64687
2020-11-09,10.33934
2020-11-10,11.13467
2020-11-11,10.68398
2020-11-12,10.31283
2020-11-13,9.72958
2020-11-14,5.56733
2020-11-15,6.01802
2020-11-16,10.15376
2020-11-17,9.19936
2020-11-18,10.71049
2020-11-19,10.07423
2020-11-20,9.19936
2020-11-21,6.12407
2020-11-22,5.69989
2020-11-23,10.71049
2020-11-24,10.57794
2020-11-25,9.67656
2020-11-26,8.21845
2020-11-27,7.95334
2020-11-28,4.5334
2020-11-29,6.09756
2020-11-30,10.4984
2020-12-01,10.9756
2020-12-02,10.81654
2020-12-03,9.22587
2020-12-04,8.69565
2020-12-05,4.79851
2020-12-06,5.85896
2020-12-07,10.84305
2020-12-08,12.38069
2020-12-09,11.58536
2020-12-10,13.22905
2020-12-11,9.43796
2020-12-12,6.99893
2020-12-13,6.25662
2020-12-14,10.36585
2020-12-15,10.71049
2020-12-16,11.29374
2020-12-17,9.35843
2020-12-18,7.44962
2020-12-19,3.79109
2020-12-20,4.58642
2020-12-21,9.35843
2020-12-22,7.68822
2020-12-23,8.1124
2020-12-24,5.14316
2020-12-25,2.09437
2020-12-26,3.20784
2020-12-27,3.3404
2020-12-28,7.02545
2020-12-29,6.97242
2020-12-30,7.18451
2020-12-31,4.63944
2021-01-01,2.75715
2021-01-02,3.07529
2021-01-03,4.26829
2021-01-04,9.04029
2021-01-05,8.5896
2021-01-06,9.544
2021-01-07,9.14634
2021-01-08,6.78685
2021-01-09,3.60551
2021-01-10,4.74549
2021-01-11,7.37009
2021-01-12,6.97242
2021-01-13,7.42311
2021-01-14,8.00636
2021-01-15,7.21102
2021-01-16,4.02969
2021-01-17,4.69247
2021-01-18,8.56309
2021-01-19,9.62354
2021-01-20,7.8738
2021-01-21,10.10074
2021-01-22,7.8738
2021-01-23,3.73806
2021-01-24,3.60551
2021-01-25,7.8738
2021-01-26,7.50265
2021-01-27,7.23753
2021-01-28,7.6352
2021-01-29,6.94591
2021-01-30,2.6246
2021-01-31,3.87062
2021-02-01,11.10816
2021-02-02,8.69565
2021-02-03,7.42311
2021-02-04,7.34358
2021-02-05,6.73382
2021-02-06,3.79109
2021-02-07,4.34782
2021-02-08,7.18451
2021-02-09,7.44962
2021-02-10,5.43478
2021-02-11,2.96924
2021-02-12,2.12089
2021-02-13,2.54506
2021-02-14,2.88971
2021-02-15,7.79427
2021-02-16,9.51749
2021-02-17,8.21845
2021-02-18,8.77518
2021-02-19,6.33616
2021-02-20,3.12831
2021-02-21,3.31389
2021-02-22,7.74125
2021-02-23,7.79427
2021-02-24,7.31707
2021-02-25,7.21102
2021-02-26,5.40827
2021-02-27,3.23435
2021-02-28,2.99575
2021-03-01,4.45387
2021-03-02,8.93425
2021-03-03,8.8282
2021-03-04,7.68822
2021-03-05,8.29798
2021-03-06,3.76458
2021-03-07,4.40084
2021-03-08,9.38494
2021-03-09,10.94909
2021-03-10,10.28632
2021-03-11,9.46447
2021-03-12,8.351
2021-03-13,3.97667
2021-03-14,4.45387
2021-03-15,10.68398
2021-03-16,10.10074
2021-03-17,10.4984
2021-03-18,10.92258
2021-03-19,8.29798
2021-03-20,4.02969
2021-03-21,5.99151
2021-03-22,10.68398
2021-03-23,9.22587
2021-03-24,9.62354
2021-03-25,8.96076
2021-03-26,9.0668
2021-03-27,4.13573
2021-03-28,4.71898
2021-03-29,8.98727
2021-03-30,9.80911
2021-03-31,9.38494
2021-04-01,9.83563
2021-04-02,8.48356
2021-04-03,4.37433
2021-04-04,5.30222
2021-04-05,9.544
2021-04-06,10.47189
2021-04-07,11.24072
2021-04-08,11.39978
2021-04-09,10.18027
2021-04-10,5.69989
2021-04-11,5.4878
2021-04-12,9.91516
2021-04-13,9.96818
2021-04-14,12.59278
2021-04-15,10.63096
2021-04-16,8.37751
2021-04-17,5.35524
2021-04-18,5.93849
2021-04-19,10.79003
2021-04-20,12.19512
2021-04-21,14.07741
2021-04-22,11.37327
2021-04-23,9.59703
2021-04-24,4.87804
2021-04-25,7.158
2021-04-26,10.33934
2021-04-27,11.00212
2021-04-28,9.0668
2021-04-29,8.21845
2021-04-30,7.74125
2021-05-01,3.8176
2021-05-02,4.34782
2021-05-03,8.56309
2021-05-04,7.3966
2021-05-05,4.5334
2021-05-06,8.24496
2021-05-07,8.03287
2021-05-08,3.65853
2021-05-09,5.4878
2021-05-10,9.33191
2021-05-11,8.77518
2021-05-12,9.27889
2021-05-13,9.19936
2021-05-14,7.02545
2021-05-15,4.18875
2021-05-16,4.74549
2021-05-17,8.90774
2021-05-18,7.50265
2021-05-19,4.95758
2021-05-20,8.24496
2021-05-21,7.05196
2021-05-22,3.60551
2021-05-23,4.37433
2021-05-24,9.57051
2021-05-25,8.72216
2021-05-26,8.85471
2021-05-27,9.51749
2021-05-28,7.3966
2021-05-29,4.93107
2021-05-30,4.69247
2021-05-31,9.62354
2021-06-01,8.98727
2021-06-02,10.2598
2021-06-03,11.63838
2021-06-04,11.61187
2021-06-05,6.81336
2021-06-06,10.04772
2021-06-07,13.46765
2021-06-08,16.06574
2021-06-09,17.07317
2021-06-10,91.83457
2021-06-11,31.60127
2021-06-12,9.09331
2021-06-13,7.158
2021-06-14,9.67656
2021-06-15,9.91516
2021-06-16,10.39236
2021-06-17,8.64262
2021-06-18,7.52916
2021-06-19,4.85153
2021-06-20,4.24178
2021-06-21,8.00636
2021-06-22,6.97242
2021-06-23,7.84729
2021-06-24,7.21102
2021-06-25,5.30222
2021-06-26,3.28738
2021-06-27,2.78366
2021-06-28,6.54825
2021-06-29,6.70731
2021-06-30,6.17709
2021-07-01,5.30222
2021-07-02,5.83244
2021-07-03,2.67762
2021-07-04,3.26086
2021-07-05,6.94591
2021-07-06,7.26405
2021-07-07,6.83987
2021-07-08,6.86638
2021-07-09,6.01802
2021-07-10,2.17391
2021-07-11,3.44644
2021-07-12,7.82078
2021-07-13,7.74125
2021-07-14,6.83987
2021-07-15,6.73382
2021-07-16,5.85896
2021-07-17,2.1474
2021-07-18,2.88971
2021-07-19,7.84729
2021-07-20,7.18451
2021-07-21,6.54825
2021-07-22,7.90031
2021-07-23,6.15058
2021-07-24,3.26086
2021-07-25,3.84411
2021-07-26,6.12407
2021-07-27,8.24496
2021-07-28,7.02545
2021-07-29,6.62778
2021-07-30,5.0106
2021-07-31,2.54506
2021-08-01,3.02226
2021-08-02,6.60127
2021-08-03,6.15058
2021-08-04,5.965
2021-08-05,5.93849
2021-08-06,5.40827
2021-08-07,2.94273
2021-08-08,3.36691
2021-08-09,6.99893
2021-08-10,6.60127
2021-08-11,6.04453
2021-08-12,5.99151
2021-08-13,5.77942
2021-08-14,2.6246
2021-08-15,2.75715
2021-08-16,4.40084
2021-08-17,7.158
2021-08-18,7.74125
2021-08-19,6.62778
2021-08-20,6.94591
2021-08-21,2.6246
2021-08-22,2.83669
2021-08-23,8.88123
2021-08-24,8.19194
2021-08-25,7.71474
2021-08-26,8.03287
2021-08-27,5.7264
2021-08-28,2.78366
2021-08-29,3.76458
2021-08-30,8.16542
2021-08-31,8.05938
2021-09-01,8.77518
2021-09-02,8.29798
2021-09-03,8.1124
2021-09-04,2.73064
2021-09-05,4.24178
2021-09-06,11.16118
2021-09-07,11.05514
2021-09-08,8.80169
2021-09-09,9.75609
2021-09-10,8.16542
2021-09-11,4.2948
2021-09-12,4.00318
2021-09-13,9.96818
2021-09-14,9.09331
2021-09-15,8.80169
2021-09-16,7.8738
2021-09-17,5.11664
2021-09-18,2.83669
2021-09-19,2.70413
2021-09-20,3.04878
2021-09-21,2.99575
2021-09-22,4.5334
2021-09-23,8.8282
2021-09-24,9.7826
2021-09-25,5.22269
2021-09-26,5.83244
2021-09-27,10.55143
2021-09-28,9.51749
2021-09-29,9.11983
2021-09-30,8.69565
2021-10-01,6.76033
2021-10-02,3.84411
2021-10-03,3.3404
2021-10-04,5.35524
2021-10-05,8.43054
2021-10-06,9.75609
2021-10-07,8.24496
2021-10-08,7.07847
2021-10-09,3.68504
2021-10-10,3.68504
2021-10-11,6.12407
2021-10-12,9.46447
2021-10-13,9.72958
2021-10-14,9.59703
2021-10-15,9.0668
2021-10-16,5.46129
2021-10-17,6.2036
2021-10-18,9.88865
2021-10-19,9.83563
2021-10-20,11.13467
2021-10-21,10.12725
2021-10-22,9.33191
2021-10-23,5.59384
2021-10-24,5.46129
2021-10-25,12.93743
2021-10-26,10.20678
2021-10-27,9.544
2021-10-28,7.13149
2021-10-29,6.4422
2021-10-30,4.18875
2021-10-31,4.08271
2021-11-01,8.61611
2021-11-02,8.66914
2021-11-03,7.74125
2021-11-04,7.31707
2021-11-05,7.55567
2021-11-06,4.69247
2021-11-07,4.2948
2021-11-08,9.46447
2021-11-09,8.74867
2021-11-10,7.74125
2021-11-11,8.53658
2021-11-12,6.73382
2021-11-13,3.04878
2021-11-14,3.71155
2021-11-15,7.50265
2021-11-16,8.72216
2021-11-17,7.05196
2021-11-18,7.02545
2021-11-19,6.65429
2021-11-20,4.13573
2021-11-21,4.45387
2021-11-22,8.98727
2021-11-23,9.67656
2021-11-24,8.29798
2021-11-25,7.71474
2021-11-26,7.23753
2021-11-27,4.26829
2021-11-28,4.18875
2021-11-29,8.19194
2021-11-30,8.80169
2021-12-01,8.77518
2021-12-02,8.1124
2021-12-03,7.60869
2021-12-04,4.34782
2021-12-05,6.01802
2021-12-06,9.62354
2021-12-07,9.65005
2021-12-08,9.80911
2021-12-09,7.92682
2021-12-10,8.19194
2021-12-11,5.80593
2021-12-12,4.55991
2021-12-13,9.22587
2021-12-14,9.99469
2021-12-15,8.90774
2021-12-16,8.13891
2021-12-17,5.99151
2021-12-18,3.49946
2021-12-19,3.63202
2021-12-20,8.08589
2021-12-21,7.95334
2021-12-22,7.34358
2021-12-23,6.94591
2021-12-24,4.32131
2021-12-25,1.35206
2021-12-26,2.67762
2021-12-27,5.77942
2021-12-28,6.38918
2021-12-29,6.36267
2021-12-30,5.4878
2021-12-31,3.79109
2022-01-01,2.27995
2022-01-02,3.47295
2022-01-03,7.42311
2022-01-04,6.33616
2022-01-05,7.52916
2022-01-06,7.44962
2022-01-07,6.25662
2022-01-08,2.54506
2022-01-09,3.20784
2022-01-10,7.52916
2022-01-11,7.74125
2022-01-12,7.13149
2022-01-13,7.31707
2022-01-14,5.69989
2022-01-15,2.43902
2022-01-16,3.15482
2022-01-17,7.74125
2022-01-18,6.94591
2022-01-19,6.70731
2022-01-20,7.55567
2022-01-21,5.22269
2022-01-22,2.57158
2022-01-23,3.68504
2022-01-24,6.65429
2022-01-25,6.9194
2022-01-26,7.13149
2022-01-27,6.33616
2022-01-28,3.97667
2022-01-29,2.43902
2022-01-30,1.45811
2022-01-31,2.04135
2022-02-01,1.72322
2022-02-02,3.36691
2022-02-03,7.05196
2022-02-04,6.4422
2022-02-05,3.26086
2022-02-06,3.41993
2022-02-07,7.95334
2022-02-08,8.05938
2022-02-09,9.25238
2022-02-10,6.76033
2022-02-11,5.80593
2022-02-12,2.6246
2022-02-13,3.18133
2022-02-14,6.65429
2022-02-15,7.29056
2022-02-16,7.50265
2022-02-17,6.70731
2022-02-18,5.77942
2022-02-19,2.70413
2022-02-20,3.52598
2022-02-21,7.29056
2022-02-22,6.36267
2022-02-23,7.60869
2022-02-24,6.99893
2022-02-25,5.7264
2022-02-26,2.41251
2022-02-27,3.79109
2022-02-28,5.56733
2022-03-01,3.84411
2022-03-02,8.48356
2022-03-03,6.86638
2022-03-04,6.23011
2022-03-05,3.07529
2022-03-06,3.60551
2022-03-07,10.81654
2022-03-08,9.70307
2022-03-09,4.10922
2022-03-10,12.88441
2022-03-11,7.66171
2022-03-12,3.44644
2022-03-13,4.82502
2022-03-14,10.57794
2022-03-15,11.05514
2022-03-16,11.18769
2022-03-17,9.11983
2022-03-18,8.66914
2022-03-19,3.579
2022-03-20,5.11664
2022-03-21,12.11558
2022-03-22,13.06998
2022-03-23,12.96394
2022-03-24,9.88865
2022-03-25,7.84729
2022-03-26,3.49946
2022-03-27,4.24178
2022-03-28,9.3054
2022-03-29,10.2598
2022-03-30,8.27147
2022-03-31,9.91516
2022-04-01,6.60127
2022-04-02,3.579
2022-04-03,4.10922
2022-04-04,15.08483
2022-04-05,10.55143
2022-04-06,9.544
2022-04-07,9.544
2022-04-08,7.6352
2022-04-09,3.65853
2022-04-10,4.66595
2022-04-11,9.91516
2022-04-12,10.9756
2022-04-13,9.04029
2022-04-14,9.75609
2022-04-15,7.8738
2022-04-16,5.16967
2022-04-17,5.03711
2022-04-18,9.72958
2022-04-19,10.84305
2022-04-20,10.60445
2022-04-21,9.72958
2022-04-22,8.64262
2022-04-23,4.90455
2022-04-24,4.69247
2022-04-25,9.43796
2022-04-26,9.96818
2022-04-27,8.77518
2022-04-28,8.51007
2022-04-29,6.97242
2022-04-30,3.579
2022-05-01,3.92364
2022-05-02,7.79427
2022-05-03,7.60869
2022-05-04,6.83987
2022-05-05,2.78366
2022-05-06,5.80593
2022-05-07,3.23435
2022-05-08,6.54825
2022-05-09,8.40402
2022-05-10,10.57794
2022-05-11,8.69565
2022-05-12,8.351
2022-05-13,6.62778
2022-05-14,4.63944
2022-05-15,4.32131
2022-05-16,7.44962
2022-05-17,9.51749
2022-05-18,8.56309
2022-05-19,7.55567
2022-05-20,8.19194
2022-05-21,4.66595
2022-05-22,3.3404
2022-05-23,8.16542
2022-05-24,8.72216
2022-05-25,8.51007
2022-05-26,7.6352
2022-05-27,6.70731
2022-05-28,2.91622
2022-05-29,3.68504
2022-05-30,7.97985
2022-05-31,7.82078
2022-06-01,3.97667
2022-06-02,7.84729
2022-06-03,6.70731
2022-06-04,3.95015
2022-06-05,4.42735
2022-06-06,4.5334
2022-06-07,8.93425
2022-06-08,8.53658
2022-06-09,8.53658
2022-06-10,7.21102
2022-06-11,4.79851
2022-06-12,4.21527
2022-06-13,9.11983
2022-06-14,10.92258
2022-06-15,10.71049
2022-06-16,9.59703
2022-06-17,7.29056
2022-06-18,3.55249
2022-06-19,4.55991
2022-06-20,8.1124
2022-06-21,8.351
2022-06-22,7.74125
2022-06-23,9.04029
2022-06-24,5.54082
2022-06-25,2.41251
2022-06-26,2.386
2022-06-27,6.57476
2022-06-28,8.03287
2022-06-29,7.47613
2022-06-30,6.33616
2022-07-01,5.0106
2022-07-02,2.54506
2022-07-03,2.33297
2022-07-04,6.4422
2022-07-05,7.13149
2022-07-06,6.73382
2022-07-07,6.17709
2022-07-08,5.2492
2022-07-09,2.91622
2022-07-10,2.94273
2022-07-11,6.41569
2022-07-12,7.02545
2022-07-13,6.83987
2022-07-14,7.18451
2022-07-15,5.85896
2022-07-16,2.49204
2022-07-17,2.88971
2022-07-18,7.58218
2022-07-19,7.05196
2022-07-20,5.56733
2022-07-21,6.86638
2022-07-22,5.19618
2022-07-23,1.37857
2022-07-24,2.22693
2022-07-25,6.15058
2022-07-26,5.77942
2022-07-27,5.80593
2022-07-28,5.2492
2022-07-29,5.0106
2022-07-30,1.69671
2022-07-31,2.43902
2022-08-01,4.87804
2022-08-02,5.69989
2022-08-03,6.30965
2022-08-04,5.91198
2022-08-05,5.4878
2022-08-06,1.85577
2022-08-07,2.22693
2022-08-08,6.2036
2022-08-09,6.73382
2022-08-10,8.51007
2022-08-11,7.47613
2022-08-12,5.03711
2022-08-13,2.27995
2022-08-14,2.43902
2022-08-15,3.07529
2022-08-16,5.35524
2022-08-17,7.02545
2022-08-18,7.44962
2022-08-19,5.56733
2022-08-20,3.41993
2022-08-21,2.20042
2022-08-22,6.94591
2022-08-23,6.09756
2022-08-24,5.93849
2022-08-25,5.43478
2022-08-26,4.55991
2022-08-27,1.9088
2022-08-28,2.46553
2022-08-29,7.02545
2022-08-30,5.85896
2022-08-31,5.67338
2022-09-01,5.7264
2022-09-02,5.22269
2022-09-03,2.25344
2022-09-04,2.65111
2022-09-05,6.4422
2022-09-06,7.31707
2022-09-07,8.03287
2022-09-08,5.09013
2022-09-09,2.09437
2022-09-10,1.93531
2022-09-11,2.30646
2022-09-12,3.15482
2022-09-13,7.95334
2022-09-14,8.21845
2022-09-15,9.544
2022-09-16,6.52173
2022-09-17,3.41993
2022-09-18,3.579
2022-09-19,7.23753
2022-09-20,7.3966
2022-09-21,7.74125
2022-09-22,7.50265
2022-09-23,5.77942
2022-09-24,2.33297
2022-09-25,3.76458
2022-09-26,7.42311
2022-09-27,8.08589
2022-09-28,8.03287
2022-09-29,10.07423
2022-09-30,5.965
2022-10-01,3.65853
2022-10-02,2.25344
2022-10-03,3.44644
2022-10-04,7.50265
2022-10-05,6.6808
2022-10-06,6.62778
2022-10-07,5.88547
2022-10-08,2.8632
2022-10-09,2.46553
2022-10-10,3.68504
2022-10-11,7.76776
2022-10-12,8.351
2022-10-13,9.25238
2022-10-14,5.75291
2022-10-15,3.20784
2022-10-16,3.39342
2022-10-17,7.68822
2022-10-18,7.76776
2022-10-19,7.8738
2022-10-20,7.6352
2022-10-21,5.4878
2022-10-22,2.91622
2022-10-23,3.95015
2022-10-24,8.13891
2022-10-25,7.13149
2022-10-26,7.74125
2022-10-27,4.71898
2022-10-28,5.4878
2022-10-29,2.12089
2022-10-30,2.41251
2022-10-31,6.52173
2022-11-01,6.2036
2022-11-02,6.49522
2022-11-03,5.35524
2022-11-04,4.79851
2022-11-05,2.25344
2022-11-06,2.8632
2022-11-07,6.73382
2022-11-08,7.05196
2022-11-09,6.07104
2022-11-10,6.54825
2022-11-11,5.0106
2022-11-12,2.386
2022-11-13,3.15482
2022-11-14,5.965
2022-11-15,6.4422
2022-11-16,6.30965
2022-11-17,5.85896
2022-11-18,5.64687
2022-11-19,2.88971
2022-11-20,3.04878
2022-11-21,5.69989
2022-11-22,6.36267
2022-11-23,6.70731
2022-11-24,8.21845
2022-11-25,5.67338
2022-11-26,3.23435
2022-11-27,3.07529
2022-11-28,6.23011
2022-11-29,6.70731
2022-11-30,6.49522
2022-12-01,5.83244
2022-12-02,4.93107
2022-12-03,2.25344
2022-12-04,3.18133
2022-12-05,7.23753
2022-12-06,6.9194
2022-12-07,6.07104
2022-12-08,6.46871
2022-12-09,4.63944
2022-12-10,2.54506
2022-12-11,3.02226
2022-12-12,6.97242
2022-12-13,6.04453
2022-12-14,5.88547
2022-12-15,4.772
2022-12-16,4.93107
2022-12-17,2.27995
2022-12-18,2.65111
2022-12-19,5.43478
2022-12-20,5.03711
2022-12-21,4.66595
2022-12-22,4.32131
2022-12-23,3.31389
2022-12-24,1.00742
2022-12-25,1.27253
2022-12-26,3.76458
2022-12-27,4.16224
2022-12-28,3.23435
2022-12-29,2.94273
2022-12-30,2.46553
2022-12-31,1.40509
2023-01-01,1.08695
2023-01-02,4.42735
2023-01-03,5.67338
2023-01-04,4.42735
2023-01-05,5.30222
2023-01-06,4.48038
2023-01-07,1.6702
2023-01-08,1.48462
2023-01-09,4.74549
2023-01-10,4.95758
2023-01-11,5.62036
2023-01-12,4.42735
2023-01-13,4.0562
2023-01-14,1.24602
2023-01-15,1.77624
2023-01-16,4.08271
2023-01-17,4.79851
2023-01-18,4.32131
2023-01-19,4.90455
2023-01-20,2.88971
2023-01-21,0.98091
2023-01-22,1.06044
2023-01-23,1.64369
2023-01-24,2.1474
2023-01-25,4.45387
2023-01-26,5.03711
2023-01-27,3.84411
2023-01-28,1.77624
2023-01-29,2.06786
2023-01-30,5.27571
2023-01-31,4.48038
2023-02-01,4.42735
2023-02-02,4.21527
2023-02-03,3.68504
2023-02-04,1.9088
2023-02-05,1.85577
2023-02-06,5.30222
2023-02-07,7.26405
2023-02-08,7.02545
2023-02-09,5.4878
2023-02-10,4.42735
2023-02-11,1.69671
2023-02-12,1.74973
2023-02-13,5.965
2023-02-14,6.78685
2023-02-15,5.85896
2023-02-16,4.87804
2023-02-17,4.61293
2023-02-18,1.85577
2023-02-19,2.1474
2023-02-20,5.88547
2023-02-21,6.28313
2023-02-22,5.62036
2023-02-23,5.27571
2023-02-24,4.2948
2023-02-25,1.85577
2023-02-26,2.04135
2023-02-27,4.66595
2023-02-28,4.0562
2023-03-01,2.01484
2023-03-02,4.42735
2023-03-03,3.79109
2023-03-04,1.85577
2023-03-05,2.65111
2023-03-06,4.90455
2023-03-07,6.6808
2023-03-08,7.23753
2023-03-09,7.21102
2023-03-10,5.38176
2023-03-11,1.74973
2023-03-12,2.94273
2023-03-13,6.86638
2023-03-14,6.65429
2023-03-15,7.34358
2023-03-16,6.28313
2023-03-17,5.32873
2023-03-18,1.53764
2023-03-19,2.67762
2023-03-20,6.54825
2023-03-21,5.27571
2023-03-22,7.10498
2023-03-23,4.95758
2023-03-24,4.34782
2023-03-25,2.35949
2023-03-26,2.54506
2023-03-27,5.32873
2023-03-28,5.35524
2023-03-29,4.772
2023-03-30,5.14316
2023-03-31,6.09756
2023-04-01,2.09437
2023-04-02,2.65111
2023-04-03,9.0668
2023-04-04,8.66914
2023-04-05,9.11983
2023-04-06,8.05938
2023-04-07,6.28313
2023-04-08,3.12831
2023-04-09,2.83669
2023-04-10,7.42311
2023-04-11,7.31707
2023-04-12,7.13149
2023-04-13,6.49522
2023-04-14,5.99151
2023-04-15,2.54506
2023-04-16,3.39342
2023-04-17,7.13149
2023-04-18,8.72216
2023-04-19,7.84729
2023-04-20,7.82078
2023-04-21,6.2036
2023-04-22,2.96924
2023-04-23,3.73806
2023-04-24,11.39978
2023-04-25,7.8738
2023-04-26,6.83987
2023-04-27,4.98409
2023-04-28,4.00318
2023-04-29,1.93531
2023-04-30,2.30646
2023-05-01,3.07529
2023-05-02,5.80593
2023-05-03,5.46129
2023-05-04,4.50689
2023-05-05,2.54506
2023-05-06,2.30646
2023-05-07,2.17391
2023-05-08,5.30222
2023-05-09,4.93107
2023-05-10,4.90455
2023-05-11,5.93849
2023-05-12,5.35524
2023-05-13,2.65111
2023-05-14,2.06786
2023-05-15,4.93107
2023-05-16,5.67338
2023-05-17,5.03711
2023-05-18,4.21527
2023-05-19,3.92364
2023-05-20,2.25344
2023-05-21,4.95758
2023-05-22,5.67338
2023-05-23,5.75291
2023-05-24,5.22269
2023-05-25,6.36267
2023-05-26,4.10922
2023-05-27,1.53764
2023-05-28,2.25344
2023-05-29,2.27995
2023-05-30,4.66595
2023-05-31,5.27571
