date,파킹통장금리비교
2024-03-08,51.40245
2024-03-09,31.67349
2024-03-10,33.91112
2024-03-11,44.84714
2024-03-12,45.82414
2024-03-13,43.46044
2024-03-14,42.67254
2024-03-15,42.3889
2024-03-16,25.78001
2024-03-17,29.02615
2024-03-18,40.27734
2024-03-19,43.74409
2024-03-20,44.40592
