date,분양가상한제
2023-05-29,0.81156
2023-05-30,1.20872
2023-05-31,1.3339
2023-06-01,1.10511
2023-06-02,1.03604
2023-06-03,0.77703
2023-06-04,0.78135
2023-06-05,1.16986
2023-06-06,1.18281
2023-06-07,1.59723
2023-06-08,1.39434
2023-06-09,1.31232
2023-06-10,0.84178
2023-06-11,1.02309
2023-06-12,1.43319
2023-06-13,1.29505
2023-06-14,1.41592
2023-06-15,1.41161
2023-06-16,1.00151
2023-06-17,0.69069
2023-06-18,0.78998
2023-06-19,1.09216
2023-06-20,1.33822
2023-06-21,1.2562
2023-06-22,1.26052
2023-06-23,1.27347
2023-06-24,0.65616
2023-06-25,0.74249
2023-06-26,1.32527
2023-06-27,1.15691
2023-06-28,0.95402
2023-06-29,0.73386
2023-06-30,0.91085
2023-07-01,0.74249
2023-07-02,0.72954
2023-07-03,1.37707
2023-07-04,1.37276
2023-07-05,1.03172
2023-07-06,1.15691
2023-07-07,0.77703
2023-07-08,0.72091
2023-07-09,0.70364
2023-07-10,1.1785
2023-07-11,1.13533
2023-07-12,1.06626
2023-07-13,1.17418
2023-07-14,1.23893
2023-07-15,0.75113
2023-07-16,0.72523
2023-07-17,1.308
2023-07-18,1.26915
2023-07-19,1.05763
2023-07-20,1.26915
2023-07-21,1.26915
2023-07-22,1.07921
2023-07-23,0.91085
2023-07-24,1.48499
2023-07-25,1.33822
2023-07-26,1.48068
2023-07-27,1.10511
2023-07-28,1.03604
2023-07-29,0.71659
2023-07-30,0.79861
2023-07-31,1.34685
2023-08-01,1.54111
2023-08-02,1.42024
2023-08-03,0.96265
2023-08-04,1.00151
2023-08-05,0.67774
2023-08-06,0.69069
2023-08-07,0.97992
2023-08-08,1.39866
2023-08-09,1.31664
2023-08-10,1.32095
2023-08-11,1.14396
2023-08-12,0.872
2023-08-13,1.06626
2023-08-14,1.17418
2023-08-15,1.08784
2023-08-16,1.51953
2023-08-17,1.39866
2023-08-18,1.15691
2023-08-19,0.65616
2023-08-20,0.8461
2023-08-21,1.2303
2023-08-22,1.26915
2023-08-23,1.23893
2023-08-24,1.5109
2023-08-25,1.06626
2023-08-26,0.73386
2023-08-27,0.87632
2023-08-28,1.2303
2023-08-29,1.63177
2023-08-30,1.42024
2023-08-31,1.32527
2023-09-01,1.36412
2023-09-02,0.86337
2023-09-03,1.03604
2023-09-04,1.49363
2023-09-05,1.59723
2023-09-06,1.5627
2023-09-07,1.55838
2023-09-08,1.6145
2023-09-09,1.06626
2023-09-10,1.32527
2023-09-11,1.76991
2023-09-12,1.86488
2023-09-13,1.57133
2023-09-14,2.58148
2023-09-15,1.91668
2023-09-16,1.00582
2023-09-17,1.19145
2023-09-18,1.50658
2023-09-19,1.55838
2023-09-20,1.49794
2023-09-21,1.27778
2023-09-22,1.54111
2023-09-23,1.05331
2023-09-24,0.94539
2023-09-25,1.31664
2023-09-26,1.42456
2023-09-27,1.04467
2023-09-28,0.68206
2023-09-29,0.74249
2023-09-30,0.78998
2023-10-01,0.73386
2023-10-02,1.02309
2023-10-03,1.22598
2023-10-04,1.47204
2023-10-05,1.40729
2023-10-06,1.29074
2023-10-07,0.79861
2023-10-08,0.78135
2023-10-09,0.81156
2023-10-10,1.34685
2023-10-11,1.49363
2023-10-12,1.85193
2023-10-13,1.82603
2023-10-14,1.308
2023-10-15,1.30369
2023-10-16,1.96417
2023-10-17,1.93826
2023-10-18,2.0505
2023-10-19,2.06777
2023-10-20,1.91668
2023-10-21,1.33822
2023-10-22,1.29937
2023-10-23,2.18864
2023-10-24,2.52536
2023-10-25,2.31383
2023-10-26,2.16274
2023-10-27,1.89941
2023-10-28,1.12669
2023-10-29,1.13965
2023-10-30,1.75696
2023-10-31,1.76127
2023-11-01,1.86488
2023-11-02,1.40729
2023-11-03,1.71379
2023-11-04,0.96697
2023-11-05,1.17418
2023-11-06,1.68357
2023-11-07,1.80012
2023-11-08,1.67062
2023-11-09,1.5368
2023-11-10,1.45909
2023-11-11,1.02741
2023-11-12,1.11806
2023-11-13,1.88214
2023-11-14,1.91668
2023-11-15,1.78286
2023-11-16,1.54975
2023-11-17,1.59292
2023-11-18,0.93244
2023-11-19,1.12238
2023-11-20,1.41592
2023-11-21,1.7181
2023-11-22,4.86509
2023-11-23,2.56421
2023-11-24,1.76559
2023-11-25,1.08784
2023-11-26,1.02309
2023-11-27,1.67494
2023-11-28,1.60587
2023-11-29,1.52816
2023-11-30,1.86056
2023-12-01,1.45909
2023-12-02,1.19145
2023-12-03,1.1785
2023-12-04,1.9728
2023-12-05,1.98143
2023-12-06,1.71379
2023-12-07,2.78437
2023-12-08,3.34556
2023-12-09,1.9728
2023-12-10,1.38139
2023-12-11,1.87783
2023-12-12,1.79149
2023-12-13,1.83898
2023-12-14,1.45909
2023-12-15,1.60155
2023-12-16,1.08353
2023-12-17,1.27347
2023-12-18,1.80012
2023-12-19,2.17569
2023-12-20,1.70084
2023-12-21,1.88214
2023-12-22,1.921
2023-12-23,1.32095
2023-12-24,1.25188
2023-12-25,1.59292
2023-12-26,1.82603
2023-12-27,1.45046
2023-12-28,1.64472
2023-12-29,1.27778
2023-12-30,1.47636
2023-12-31,1.00582
2024-01-01,1.16555
2024-01-02,1.70515
2024-01-03,1.92963
2024-01-04,1.65335
2024-01-05,1.5109
2024-01-06,1.35549
2024-01-07,1.44183
2024-01-08,1.67062
2024-01-09,1.78717
2024-01-10,2.00302
2024-01-11,1.77422
2024-01-12,1.62745
2024-01-13,1.22167
2024-01-14,1.51953
2024-01-15,1.83466
2024-01-16,3.5873
2024-01-17,1.84329
2024-01-18,1.5368
2024-01-19,1.5368
2024-01-20,1.00582
2024-01-21,1.64472
2024-01-22,2.0505
2024-01-23,1.70947
2024-01-24,1.6922
2024-01-25,1.24757
2024-01-26,1.47636
2024-01-27,2.49946
2024-01-28,1.86488
2024-01-29,1.79581
2024-01-30,1.64472
2024-01-31,1.57133
2024-02-01,1.91668
2024-02-02,2.04187
2024-02-03,1.07058
2024-02-04,1.25188
2024-02-05,1.67062
2024-02-06,1.86919
2024-02-07,1.63608
2024-02-08,1.26483
2024-02-09,0.91085
2024-02-10,0.68206
2024-02-11,0.77703
2024-02-12,1.33822
2024-02-13,1.6922
2024-02-14,1.49794
2024-02-15,1.22167
2024-02-16,1.35549
2024-02-17,0.94539
2024-02-18,0.9756
2024-02-19,1.75696
2024-02-20,3.1772
2024-02-21,3.92402
2024-02-22,2.16706
2024-02-23,1.57133
2024-02-24,1.2044
2024-02-25,1.3339
2024-02-26,1.89078
2024-02-27,1.73969
2024-02-28,1.5627
2024-02-29,6.91992
2024-03-01,2.96568
2024-03-02,1.56701
2024-03-03,1.77422
2024-03-04,1.85624
2024-03-05,1.60155
2024-03-06,1.46773
2024-03-07,1.23893
2024-03-08,1.27778
2024-03-09,0.88927
2024-03-10,1.01014
2024-03-11,1.26483
2024-03-12,1.55838
2024-03-13,1.21735
2024-03-14,1.01014
2024-03-15,0.9497
2024-03-16,0.8202
2024-03-17,0.94107
2024-03-18,1.30369
2024-03-19,1.37707
2024-03-20,1.13965
