date,코인하는법
2024-01-30,3.76862
2024-01-31,2.71691
2024-02-01,3.41805
2024-02-02,3.76862
2024-02-03,2.19106
2024-02-04,3.33041
2024-02-05,3.33041
2024-02-06,3.85626
2024-02-07,3.85626
2024-02-08,4.46976
2024-02-09,2.54163
2024-02-10,4.11919
2024-02-11,4.03155
2024-02-12,4.46976
2024-02-13,7.62489
2024-02-14,7.53724
2024-02-15,10.86765
2024-02-16,8.23838
2024-02-17,5.69675
2024-02-18,6.13496
2024-02-19,6.92375
2024-02-20,6.8361
2024-02-21,7.71253
2024-02-22,7.88781
2024-02-23,7.97546
2024-02-24,5.1709
2024-02-25,7.97546
2024-02-26,6.92375
2024-02-27,11.48115
2024-02-28,14.02278
2024-02-29,21.82296
2024-03-01,16.47677
2024-03-02,14.54864
2024-03-03,14.98685
2024-03-04,20.07011
2024-03-05,32.69062
2024-03-06,23.83873
2024-03-07,17.61612
2024-03-08,17.96669
2024-03-09,14.28571
2024-03-10,19.89482
2024-03-11,27.51971
2024-03-12,35.40753
2024-03-13,32.34005
2024-03-14,32.51533
2024-03-15,24.10166
2024-03-16,13.8475
2024-03-17,14.72392
2024-03-18,15.16213
2024-03-19,13.14636
2024-03-20,14.28571
