date,월세세액공제
2020-08-03,2.80627
2020-08-04,1.85039
2020-08-05,1.39436
2020-08-06,1.61361
2020-08-07,1.25405
2020-08-08,2.73612
2020-08-09,4.57774
2020-08-10,2.63088
2020-08-11,1.59607
2020-08-12,1.35929
2020-08-13,1.59607
2020-08-14,1.44698
2020-08-15,1.14005
2020-08-16,0.92957
2020-08-17,1.08743
2020-08-18,1.06989
2020-08-19,1.84162
2020-08-20,1.42067
2020-08-21,1.18389
2020-08-22,0.84188
2020-08-23,1.13128
2020-08-24,1.5873
2020-08-25,1.57853
2020-08-26,1.21897
2020-08-27,1.03481
2020-08-28,1.18389
2020-08-29,1.21897
2020-08-30,0.8945
2020-08-31,1.35052
2020-09-01,1.43821
2020-09-02,1.10497
2020-09-03,1.0962
2020-09-04,1.28913
2020-09-05,1.16635
2020-09-06,0.75418
2020-09-07,1.30667
2020-09-08,1.34175
2020-09-09,1.21897
2020-09-10,1.22774
2020-09-11,1.39436
2020-09-12,0.79803
2020-09-13,0.8068
2020-09-14,1.28036
2020-09-15,1.06112
2020-09-16,1.26282
2020-09-17,1.15759
2020-09-18,0.85942
2020-09-19,0.59633
2020-09-20,0.78926
2020-09-21,1.28913
2020-09-22,1.16635
2020-09-23,1.06989
2020-09-24,1.11374
2020-09-25,0.8068
2020-09-26,0.54371
2020-09-27,0.8945
2020-09-28,1.13128
2020-09-29,1.14882
2020-09-30,0.64018
2020-10-01,0.50863
2020-10-02,0.6051
2020-10-03,0.78049
2020-10-04,0.6928
2020-10-05,1.50837
2020-10-06,1.04358
2020-10-07,1.24528
2020-10-08,1.06989
2020-10-09,0.94711
2020-10-10,0.68403
2020-10-11,1.07866
2020-10-12,1.60484
2020-10-13,1.63991
2020-10-14,1.56099
2020-10-15,1.61361
2020-10-16,1.16635
2020-10-17,0.72787
2020-10-18,1.18389
2020-10-19,1.19266
2020-10-20,2.00824
2020-10-21,1.65745
2020-10-22,1.75392
2020-10-23,8.75208
2020-10-24,9.94475
2020-10-25,8.58545
2020-10-26,11.80391
2020-10-27,8.24344
2020-10-28,8.40129
2020-10-29,8.36621
2020-10-30,7.58572
2020-10-31,4.79698
2020-11-01,5.367
2020-11-02,7.54187
2020-11-03,7.84881
2020-11-04,5.93703
2020-11-05,5.53363
2020-11-06,5.367
2020-11-07,4.34973
2020-11-08,4.85837
2020-11-09,6.12996
2020-11-10,7.48048
2020-11-11,6.79645
2020-11-12,6.53336
2020-11-13,5.09515
2020-11-14,4.64789
2020-11-15,5.13899
2020-11-16,7.76988
2020-11-17,6.49828
2020-11-18,8.5153
2020-11-19,6.93677
2020-11-20,6.05103
2020-11-21,5.40208
2020-11-22,4.93729
2020-11-23,5.58624
2020-11-24,6.01596
2020-11-25,4.89344
2020-11-26,4.24449
2020-11-27,4.13049
2020-11-28,3.578
2020-11-29,3.06059
2020-11-30,4.38481
2020-12-01,4.49004
2020-12-02,4.03402
2020-12-03,4.20941
2020-12-04,3.47277
2020-12-05,2.86766
2020-12-06,4.17434
2020-12-07,6.79645
2020-12-08,6.53336
2020-12-09,5.7441
2020-12-10,5.08638
2020-12-11,4.06033
2020-12-12,3.00798
2020-12-13,3.23599
2020-12-14,6.53336
2020-12-15,6.77891
2020-12-16,4.41111
2020-12-17,5.13899
2020-12-18,4.46373
2020-12-19,3.80601
2020-12-20,3.83232
2020-12-21,8.1382
2020-12-22,7.9365
2020-12-23,7.01569
2020-12-24,5.90195
2020-12-25,3.10444
2020-12-26,3.99017
2020-12-27,5.40208
2020-12-28,9.27826
2020-12-29,7.97158
2020-12-30,7.05077
2020-12-31,5.81425
2021-01-01,3.18337
2021-01-02,6.81399
2021-01-03,8.73454
2021-01-04,13.22459
2021-01-05,11.12865
2021-01-06,12.64579
2021-01-07,10.42708
2021-01-08,8.35744
2021-01-09,5.60378
2021-01-10,10.91817
2021-01-11,19.89827
2021-01-12,18.97746
2021-01-13,26.40533
2021-01-14,29.32561
2021-01-15,68.50828
2021-01-16,23.62536
2021-01-17,25.62483
2021-01-18,75.0855
2021-01-19,66.49127
2021-01-20,63.86038
2021-01-21,55.3977
2021-01-22,42.23449
2021-01-23,16.40796
2021-01-24,17.53047
2021-01-25,42.0591
2021-01-26,36.24484
2021-01-27,28.0014
2021-01-28,22.48531
2021-01-29,16.20626
2021-01-30,6.1475
2021-01-31,5.55117
2021-02-01,14.58388
2021-02-02,13.79461
2021-02-03,11.47943
2021-02-04,9.54134
2021-02-05,8.41883
2021-02-06,4.13926
2021-02-07,3.29737
2021-02-08,7.86635
2021-02-09,7.95404
2021-02-10,6.02473
2021-02-11,2.56072
2021-02-12,2.13978
2021-02-13,1.63114
2021-02-14,2.17486
2021-02-15,7.09462
2021-02-16,7.84881
2021-02-17,7.59449
2021-02-18,6.90169
2021-02-19,6.51582
2021-02-20,3.07813
2021-02-21,2.85012
2021-02-22,6.46321
2021-02-23,6.56844
2021-02-24,6.50705
2021-02-25,6.11242
2021-02-26,5.01622
2021-02-27,2.60457
2021-02-28,1.86792
2021-03-01,2.62211
2021-03-02,5.17407
2021-03-03,3.90248
2021-03-04,3.30614
2021-03-05,3.81478
2021-03-06,1.9907
2021-03-07,1.56976
2021-03-08,2.75366
2021-03-09,3.27106
2021-03-10,3.88494
2021-03-11,2.74489
2021-03-12,1.43821
2021-03-13,1.23651
2021-03-14,0.92081
2021-03-15,2.14855
2021-03-16,2.4818
2021-03-17,2.13101
2021-03-18,1.91177
2021-03-19,1.65745
2021-03-20,1.06112
2021-03-21,1.14005
2021-03-22,1.93808
2021-03-23,1.66622
2021-03-24,2.20994
2021-03-25,3.58677
2021-03-26,2.73612
2021-03-27,1.69253
2021-03-28,1.71007
2021-03-29,2.35902
2021-03-30,1.91177
2021-03-31,1.71007
2021-04-01,1.71007
2021-04-02,1.42944
2021-04-03,0.93834
2021-04-04,1.0085
2021-04-05,1.57853
2021-04-06,1.52591
2021-04-07,1.08743
2021-04-08,0.85065
2021-04-09,0.92957
2021-04-10,0.6928
2021-04-11,0.78049
2021-04-12,1.31544
2021-04-13,1.14005
2021-04-14,1.06112
2021-04-15,1.31544
2021-04-16,1.08743
2021-04-17,0.63141
2021-04-18,0.93834
2021-04-19,1.53468
2021-04-20,1.44698
2021-04-21,1.5873
2021-04-22,1.26282
2021-04-23,1.14005
2021-04-24,0.76295
2021-04-25,0.71033
2021-04-26,1.42067
2021-04-27,1.7013
2021-04-28,1.42944
2021-04-29,1.73638
2021-04-30,2.09593
2021-05-01,2.34148
2021-05-02,2.94659
2021-05-03,5.98088
2021-05-04,4.50758
2021-05-05,2.72735
2021-05-06,4.91098
2021-05-07,3.47277
2021-05-08,1.903
2021-05-09,2.11347
2021-05-10,4.16557
2021-05-11,3.90248
2021-05-12,3.578
2021-05-13,3.26229
2021-05-14,2.50811
2021-05-15,1.80654
2021-05-16,2.08717
2021-05-17,3.70955
2021-05-18,3.19214
2021-05-19,2.35025
2021-05-20,3.578
2021-05-21,2.65719
2021-05-22,1.65745
2021-05-23,2.0784
2021-05-24,4.14803
2021-05-25,4.1568
2021-05-26,3.578
2021-05-27,3.75339
2021-05-28,3.15706
2021-05-29,1.79777
2021-05-30,2.56949
2021-05-31,5.13899
2021-06-01,1.97316
2021-06-02,1.37683
2021-06-03,1.34175
2021-06-04,1.2102
2021-06-05,1.13128
2021-06-06,1.17512
2021-06-07,1.20143
2021-06-08,1.22774
2021-06-09,1.23651
2021-06-10,1.14882
2021-06-11,0.72787
2021-06-12,0.75418
2021-06-13,0.92081
2021-06-14,1.26282
2021-06-15,1.46452
2021-06-16,1.28036
2021-06-17,1.40313
2021-06-18,0.98219
2021-06-19,0.84188
2021-06-20,0.63141
2021-06-21,1.43821
2021-06-22,1.26282
2021-06-23,1.24528
2021-06-24,0.93834
2021-06-25,0.99973
2021-06-26,0.8945
2021-06-27,0.78049
2021-06-28,1.37683
2021-06-29,1.32421
2021-06-30,1.26282
2021-07-01,0.99096
2021-07-02,1.04358
2021-07-03,0.77172
2021-07-04,0.8068
2021-07-05,1.34175
2021-07-06,1.01727
2021-07-07,0.84188
2021-07-08,1.08743
2021-07-09,0.81557
2021-07-10,0.64018
2021-07-11,0.79803
2021-07-12,1.2979
2021-07-13,1.25405
2021-07-14,0.96465
2021-07-15,0.81557
2021-07-16,0.93834
2021-07-17,0.63141
2021-07-18,0.8068
2021-07-19,1.24528
2021-07-20,1.19266
2021-07-21,1.19266
2021-07-22,1.11374
2021-07-23,1.16635
2021-07-24,0.85065
2021-07-25,0.87696
2021-07-26,1.17512
2021-07-27,1.43821
2021-07-28,1.44698
2021-07-29,1.28036
2021-07-30,0.98219
2021-07-31,0.79803
2021-08-01,0.63141
2021-08-02,1.18389
2021-08-03,1.06989
2021-08-04,1.27159
2021-08-05,1.26282
2021-08-06,0.99973
2021-08-07,0.83311
2021-08-08,0.8945
2021-08-09,1.13128
2021-08-10,1.45575
2021-08-11,1.22774
2021-08-12,1.35929
2021-08-13,1.11374
2021-08-14,0.85942
2021-08-15,0.68403
2021-08-16,1.14882
2021-08-17,1.42944
2021-08-18,1.28913
2021-08-19,1.36806
2021-08-20,1.35052
2021-08-21,0.85065
2021-08-22,0.8945
2021-08-23,1.63991
2021-08-24,1.55222
2021-08-25,1.73638
2021-08-26,2.08717
2021-08-27,1.34175
2021-08-28,0.81557
2021-08-29,0.98219
2021-08-30,1.87669
2021-08-31,1.68376
2021-09-01,1.43821
2021-09-02,1.42944
2021-09-03,1.51714
2021-09-04,0.88573
2021-09-05,1.17512
2021-09-06,1.7013
2021-09-07,1.52591
2021-09-08,1.57853
2021-09-09,1.49083
2021-09-10,1.06989
2021-09-11,1.07866
2021-09-12,0.87696
2021-09-13,1.17512
2021-09-14,1.32421
2021-09-15,1.789
2021-09-16,1.32421
2021-09-17,1.15759
2021-09-18,0.77172
2021-09-19,0.7191
2021-09-20,0.90327
2021-09-21,0.6928
2021-09-22,0.88573
2021-09-23,1.42067
2021-09-24,2.05209
2021-09-25,2.84135
2021-09-26,2.91151
2021-09-27,2.70981
2021-09-28,2.89397
2021-09-29,2.1047
2021-09-30,2.2801
2021-10-01,2.27133
2021-10-02,1.28913
2021-10-03,1.52591
2021-10-04,1.50837
2021-10-05,1.59607
2021-10-06,1.83285
2021-10-07,1.81531
2021-10-08,1.61361
2021-10-09,1.03481
2021-10-10,1.10497
2021-10-11,1.94685
2021-10-12,2.02578
2021-10-13,1.50837
2021-10-14,1.39436
2021-10-15,1.43821
2021-10-16,1.02604
2021-10-17,0.99973
2021-10-18,1.4996
2021-10-19,1.46452
2021-10-20,1.56976
2021-10-21,1.47329
2021-10-22,1.46452
2021-10-23,1.03481
2021-10-24,1.0085
2021-10-25,1.39436
2021-10-26,1.85915
2021-10-27,1.84162
2021-10-28,1.36806
2021-10-29,1.42067
2021-10-30,1.06989
2021-10-31,1.20143
2021-11-01,1.63114
2021-11-02,1.93808
2021-11-03,1.95562
2021-11-04,1.85039
2021-11-05,1.55222
2021-11-06,0.92957
2021-11-07,0.94711
2021-11-08,1.66622
2021-11-09,1.63991
2021-11-10,1.84162
2021-11-11,1.32421
2021-11-12,1.37683
2021-11-13,1.95562
2021-11-14,1.39436
2021-11-15,2.31518
2021-11-16,1.59607
2021-11-17,1.49083
2021-11-18,1.67499
2021-11-19,1.35052
2021-11-20,1.20143
2021-11-21,1.17512
2021-11-22,1.89423
2021-11-23,1.71884
2021-11-24,2.0784
2021-11-25,2.91151
2021-11-26,1.903
2021-11-27,1.36806
2021-11-28,1.52591
2021-11-29,2.22748
2021-11-30,2.15732
2021-12-01,2.49934
2021-12-02,2.23625
2021-12-03,2.27133
2021-12-04,1.56976
2021-12-05,1.84162
2021-12-06,3.27983
2021-12-07,3.24476
2021-12-08,2.91151
2021-12-09,3.30614
2021-12-10,2.82381
2021-12-11,1.80654
2021-12-12,2.82381
2021-12-13,4.16557
2021-12-14,5.07761
2021-12-15,5.86687
2021-12-16,4.28834
2021-12-17,3.22722
2021-12-18,2.15732
2021-12-19,2.60457
2021-12-20,6.1475
2021-12-21,6.77014
2021-12-22,4.25326
2021-12-23,4.97237
2021-12-24,4.60405
2021-12-25,2.98167
2021-12-26,3.50784
2021-12-27,5.34946
2021-12-28,5.75287
2021-12-29,4.88467
2021-12-30,5.40208
2021-12-31,4.21818
2022-01-01,2.80627
2022-01-02,5.89318
2022-01-03,7.65588
2022-01-04,6.97184
2022-01-05,5.71779
2022-01-06,5.35823
2022-01-07,4.43742
2022-01-08,3.14829
2022-01-09,3.84986
2022-01-10,8.18205
2022-01-11,8.1382
2022-01-12,7.62957
2022-01-13,10.63755
2022-01-14,11.03218
2022-01-15,12.80364
2022-01-16,13.20705
2022-01-17,41.8574
2022-01-18,44.45321
2022-01-19,38.81434
2022-01-20,38.91081
2022-01-21,31.27247
2022-01-22,12.86503
2022-01-23,14.51372
2022-01-24,36.48162
2022-01-25,31.94773
2022-01-26,26.9315
2022-01-27,21.39787
2022-01-28,13.72445
2022-01-29,5.53363
2022-01-30,4.38481
2022-01-31,3.40261
2022-02-01,4.11295
2022-02-02,5.27931
2022-02-03,14.77681
2022-02-04,11.90037
2022-02-05,4.81452
2022-02-06,5.06007
2022-02-07,12.77733
2022-02-08,12.4704
2022-02-09,11.03218
2022-02-10,10.69893
2022-02-11,8.50653
2022-02-12,3.89371
2022-02-13,3.62185
2022-02-14,11.05849
2022-02-15,11.25142
2022-02-16,9.90967
2022-02-17,9.6115
2022-02-18,7.72603
2022-02-19,3.64816
2022-02-20,3.77093
2022-02-21,8.25221
2022-02-22,8.85731
2022-02-23,7.042
2022-02-24,6.12119
2022-02-25,6.02473
2022-02-26,2.98167
2022-02-27,2.71858
2022-02-28,5.29685
2022-03-01,3.3763
2022-03-02,4.73559
2022-03-03,3.7797
2022-03-04,4.22695
2022-03-05,2.42918
2022-03-06,2.42041
2022-03-07,4.05156
2022-03-08,2.95536
2022-03-09,2.08717
2022-03-10,4.77067
2022-03-11,3.14829
2022-03-12,1.97316
2022-03-13,2.12224
2022-03-14,2.53442
2022-03-15,2.56949
2022-03-16,2.41164
2022-03-17,1.97316
2022-03-18,2.30641
2022-03-19,1.84162
2022-03-20,1.66622
2022-03-21,2.55196
2022-03-22,2.28887
2022-03-23,2.3941
2022-03-24,1.86792
2022-03-25,2.30641
2022-03-26,1.56976
2022-03-27,1.903
2022-03-28,2.44672
2022-03-29,2.26256
2022-03-30,2.1924
2022-03-31,2.21871
2022-04-01,1.77146
2022-04-02,2.33271
2022-04-03,1.64868
2022-04-04,2.11347
2022-04-05,2.33271
2022-04-06,2.42918
2022-04-07,2.12224
2022-04-08,1.92931
2022-04-09,1.46452
2022-04-10,1.43821
2022-04-11,2.17486
2022-04-12,1.92931
2022-04-13,1.79777
2022-04-14,1.61361
2022-04-15,1.72761
2022-04-16,1.39436
2022-04-17,1.21897
2022-04-18,1.87669
2022-04-19,1.83285
2022-04-20,1.98193
2022-04-21,2.25379
2022-04-22,1.81531
2022-04-23,1.66622
2022-04-24,1.62238
2022-04-25,2.51688
2022-04-26,2.36779
2022-04-27,2.22748
2022-04-28,2.20994
2022-04-29,1.99947
2022-04-30,2.03455
2022-05-01,3.45523
2022-05-02,6.51582
2022-05-03,6.54213
2022-05-04,5.31439
2022-05-05,3.58677
2022-05-06,5.20038
2022-05-07,3.76216
2022-05-08,4.28834
2022-05-09,6.82276
2022-05-10,6.11242
2022-05-11,5.49855
2022-05-12,5.10392
2022-05-13,4.10418
2022-05-14,2.49057
2022-05-15,3.12198
2022-05-16,5.34069
2022-05-17,4.91098
2022-05-18,4.39358
2022-05-19,4.45496
2022-05-20,3.80601
2022-05-21,2.49057
2022-05-22,2.75366
2022-05-23,4.60405
2022-05-24,4.61282
2022-05-25,4.75313
2022-05-26,4.50758
2022-05-27,3.96386
2022-05-28,2.52565
2022-05-29,2.57826
2022-05-30,4.90221
2022-05-31,5.41962
2022-06-01,2.5958
2022-06-02,2.52565
2022-06-03,1.92931
2022-06-04,1.34175
2022-06-05,1.42944
2022-06-06,1.71007
2022-06-07,2.06963
2022-06-08,2.04332
2022-06-09,1.789
2022-06-10,2.40287
2022-06-11,1.3856
2022-06-12,1.67499
2022-06-13,1.91177
2022-06-14,2.38533
2022-06-15,2.35902
2022-06-16,2.49934
2022-06-17,2.05209
2022-06-18,1.2979
2022-06-19,1.55222
2022-06-20,10.18153
2022-06-21,17.28492
2022-06-22,6.68245
2022-06-23,3.56923
2022-06-24,3.43769
2022-06-25,2.35025
2022-06-26,2.28887
2022-06-27,3.45523
2022-06-28,3.60431
2022-06-29,3.1746
2022-06-30,3.06059
2022-07-01,2.56949
2022-07-02,1.78023
2022-07-03,1.95562
2022-07-04,2.72735
2022-07-05,2.85889
2022-07-06,2.93782
2022-07-07,2.25379
2022-07-08,2.06963
2022-07-09,1.7013
2022-07-10,1.7013
2022-07-11,2.36779
2022-07-12,2.6835
2022-07-13,2.34148
2022-07-14,2.93782
2022-07-15,6.30535
2022-07-16,3.70078
2022-07-17,2.63088
2022-07-18,3.41138
2022-07-19,4.55143
2022-07-20,3.78847
2022-07-21,4.69174
2022-07-22,4.55143
2022-07-23,2.29764
2022-07-24,2.78873
2022-07-25,4.03402
2022-07-26,3.16583
2022-07-27,2.82381
2022-07-28,3.04305
2022-07-29,2.42041
2022-07-30,2.05209
2022-07-31,1.66622
2022-08-01,2.13978
2022-08-02,2.43795
2022-08-03,2.51688
2022-08-04,2.42041
2022-08-05,2.11347
2022-08-06,1.77146
2022-08-07,1.72761
2022-08-08,2.66596
2022-08-09,2.05209
2022-08-10,2.32394
2022-08-11,2.14855
2022-08-12,2.09593
2022-08-13,1.85039
2022-08-14,1.35052
2022-08-15,1.71007
2022-08-16,2.37656
2022-08-17,2.47303
2022-08-18,2.42918
2022-08-19,2.32394
2022-08-20,1.5873
2022-08-21,1.60484
2022-08-22,2.42041
2022-08-23,2.42918
2022-08-24,2.41164
2022-08-25,2.28887
2022-08-26,2.20994
2022-08-27,1.74515
2022-08-28,1.48206
2022-08-29,2.08717
2022-08-30,2.13101
2022-08-31,2.06963
2022-09-01,1.98193
2022-09-02,1.64868
2022-09-03,1.40313
2022-09-04,1.80654
2022-09-05,1.84162
2022-09-06,2.70104
2022-09-07,1.67499
2022-09-08,1.39436
2022-09-09,1.02604
2022-09-10,0.77172
2022-09-11,1.04358
2022-09-12,1.43821
2022-09-13,2.32394
2022-09-14,2.12224
2022-09-15,1.85039
2022-09-16,1.9907
2022-09-17,1.26282
2022-09-18,1.24528
2022-09-19,2.47303
2022-09-20,1.97316
2022-09-21,2.14855
2022-09-22,1.68376
2022-09-23,1.79777
2022-09-24,1.27159
2022-09-25,1.47329
2022-09-26,2.85889
2022-09-27,2.32394
2022-09-28,1.903
2022-09-29,1.9907
2022-09-30,1.77146
2022-10-01,1.15759
2022-10-02,1.30667
2022-10-03,1.35929
2022-10-04,1.93808
2022-10-05,2.17486
2022-10-06,1.67499
2022-10-07,1.65745
2022-10-08,1.28913
2022-10-09,1.14005
2022-10-10,1.32421
2022-10-11,1.59607
2022-10-12,2.12224
2022-10-13,2.09593
2022-10-14,1.85915
2022-10-15,1.28913
2022-10-16,1.24528
2022-10-17,1.79777
2022-10-18,1.63114
2022-10-19,2.12224
2022-10-20,1.78023
2022-10-21,1.49083
2022-10-22,1.14005
2022-10-23,1.61361
2022-10-24,2.42041
2022-10-25,2.34148
2022-10-26,2.09593
2022-10-27,3.27983
2022-10-28,1.98193
2022-10-29,1.17512
2022-10-30,1.36806
2022-10-31,2.61334
2022-11-01,2.44672
2022-11-02,2.15732
2022-11-03,2.00824
2022-11-04,1.9907
2022-11-05,1.56099
2022-11-06,1.63114
2022-11-07,2.67473
2022-11-08,2.20117
2022-11-09,2.01701
2022-11-10,2.42041
2022-11-11,2.09593
2022-11-12,1.43821
2022-11-13,1.39436
2022-11-14,2.56072
2022-11-15,2.44672
2022-11-16,2.29764
2022-11-17,2.31518
2022-11-18,1.94685
2022-11-19,1.49083
2022-11-20,2.25379
2022-11-21,2.99921
2022-11-22,2.85889
2022-11-23,3.26229
2022-11-24,2.32394
2022-11-25,2.38533
2022-11-26,1.74515
2022-11-27,1.95562
2022-11-28,2.91151
2022-11-29,2.66596
2022-11-30,2.89397
2022-12-01,3.09567
2022-12-02,2.93782
2022-12-03,2.1924
2022-12-04,2.51688
2022-12-05,4.39358
2022-12-06,3.7797
2022-12-07,3.05182
2022-12-08,3.25352
2022-12-09,3.71831
2022-12-10,2.05209
2022-12-11,2.51688
2022-12-12,4.97237
2022-12-13,4.37604
2022-12-14,3.70955
2022-12-15,3.39384
2022-12-16,3.70078
2022-12-17,2.31518
2022-12-18,2.6835
2022-12-19,4.13926
2022-12-20,4.14803
2022-12-21,8.23467
2022-12-22,6.71753
2022-12-23,5.367
2022-12-24,4.16557
2022-12-25,3.63939
2022-12-26,5.35823
2022-12-27,5.03376
2022-12-28,5.24423
2022-12-29,7.43663
2022-12-30,4.90221
2022-12-31,3.52538
2023-01-01,3.25352
2023-01-02,6.12996
2023-01-03,6.18258
2023-01-04,10.76909
2023-01-05,9.25195
2023-01-06,9.28702
2023-01-07,7.78742
2023-01-08,5.77918
2023-01-09,9.62904
2023-01-10,9.83951
2023-01-11,10.09383
2023-01-12,9.30456
2023-01-13,11.26896
2023-01-14,6.76137
2023-01-15,17.24984
2023-01-16,53.74024
2023-01-17,56.26589
2023-01-18,68.70121
2023-01-19,55.58186
2023-01-20,40.78751
2023-01-21,14.22432
2023-01-22,13.09304
2023-01-23,15.21529
2023-01-24,22.35376
2023-01-25,72.95448
2023-01-26,61.51012
2023-01-27,42.80452
2023-01-28,15.42576
2023-01-29,16.25887
2023-01-30,42.51512
2023-01-31,34.45584
2023-02-01,24.50232
2023-02-02,23.01148
2023-02-03,17.18845
2023-02-04,7.47171
2023-02-05,7.64711
2023-02-06,19.49486
2023-02-07,18.09173
2023-02-08,16.69736
2023-02-09,16.01332
2023-02-10,12.97904
2023-02-11,5.77918
2023-02-12,5.24423
2023-02-13,14.8382
2023-02-14,15.07498
2023-02-15,12.69841
2023-02-16,11.4882
2023-02-17,10.38323
2023-02-18,4.94606
2023-02-19,4.30588
2023-02-20,11.25142
2023-02-21,10.74278
2023-02-22,9.53257
2023-02-23,8.37498
2023-02-24,7.95404
2023-02-25,4.62159
2023-02-26,4.11295
2023-02-27,7.78742
2023-02-28,7.23493
2023-03-01,4.36727
2023-03-02,5.95457
2023-03-03,5.42839
2023-03-04,3.42015
2023-03-05,3.26229
2023-03-06,4.78821
2023-03-07,4.9636
2023-03-08,3.61308
2023-03-09,4.20941
2023-03-10,4.86714
2023-03-11,2.26256
2023-03-12,2.51688
2023-03-13,3.85863
2023-03-14,3.3763
2023-03-15,3.25352
2023-03-16,2.84135
2023-03-17,2.66596
2023-03-18,1.87669
2023-03-19,1.71007
2023-03-20,2.65719
2023-03-21,2.91151
2023-03-22,2.49934
2023-03-23,2.36779
2023-03-24,2.26256
2023-03-25,1.87669
2023-03-26,2.14855
2023-03-27,2.53442
2023-03-28,2.49934
2023-03-29,2.04332
2023-03-30,2.38533
2023-03-31,2.1924
2023-04-01,1.55222
2023-04-02,1.63114
2023-04-03,2.56072
2023-04-04,2.20994
2023-04-05,2.00824
2023-04-06,1.94685
2023-04-07,1.83285
2023-04-08,1.54345
2023-04-09,1.49083
2023-04-10,2.17486
2023-04-11,2.0784
2023-04-12,1.88546
2023-04-13,1.56099
2023-04-14,1.5873
2023-04-15,1.52591
2023-04-16,1.40313
2023-04-17,2.6835
2023-04-18,2.37656
2023-04-19,2.61334
2023-04-20,2.05209
2023-04-21,2.11347
2023-04-22,1.42944
2023-04-23,1.60484
2023-04-24,2.38533
2023-04-25,2.60457
2023-04-26,2.38533
2023-04-27,2.16609
2023-04-28,1.86792
2023-04-29,1.63991
2023-04-30,1.86792
2023-05-01,5.47224
2023-05-02,7.32263
2023-05-03,6.37551
2023-05-04,5.50732
2023-05-05,3.33245
2023-05-06,2.87643
2023-05-07,3.13075
2023-05-08,5.49855
2023-05-09,5.41085
2023-05-10,5.7441
2023-05-11,5.02499
2023-05-12,4.00771
2023-05-13,2.40287
2023-05-14,2.72735
2023-05-15,5.10392
2023-05-16,4.44619
2023-05-17,4.36727
2023-05-18,3.95509
2023-05-19,3.56923
2023-05-20,2.18363
2023-05-21,2.56072
2023-05-22,4.14803
2023-05-23,4.59528
2023-05-24,4.13926
2023-05-25,4.04279
2023-05-26,3.68324
2023-05-27,2.01701
2023-05-28,2.14855
2023-05-29,3.64816
