date,표적항암치료비용
2020-10-29,0.31407
2020-10-30,0.37688
2020-10-31,0.37688
2020-11-03,0.37688
2020-11-04,0.69095
2020-11-05,0.62814
2020-11-06,0.31407
2020-11-07,0.43969
2020-11-08,0.31407
2020-11-09,0.43969
2020-11-10,0.37688
2020-11-11,0.69095
2020-11-12,0.62814
2020-11-13,0.37688
2020-11-14,0.31407
2020-11-15,0.31407
2020-11-16,0.31407
2020-11-17,0.69095
2020-11-18,0.75376
2020-11-19,0.62814
2020-11-20,0.69095
2020-11-22,0.56532
2020-11-23,0.56532
2020-11-24,1.13065
2020-11-25,0.37688
2020-11-26,0.87939
2020-11-27,0.69095
2020-11-28,0.37688
2020-11-29,1.06783
2020-11-30,1.31909
2020-12-01,0.62814
2020-12-02,0.62814
2020-12-03,0.87939
2020-12-04,0.81658
2020-12-07,0.50251
2020-12-08,1.50753
2020-12-09,1.06783
2020-12-10,3.07788
2020-12-11,2.95226
2020-12-12,1.50753
2020-12-13,1.8216
2020-12-14,2.38693
2020-12-15,2.63819
2020-12-16,4.0201
2020-12-17,3.95728
2020-12-18,3.64321
2020-12-19,2.07286
2020-12-20,1.00502
2020-12-21,3.51758
2020-12-22,3.1407
2020-12-23,4.14572
2020-12-24,4.0201
2020-12-25,2.07286
2020-12-26,0.81658
2020-12-27,0.81658
2020-12-28,2.44974
2020-12-29,2.51256
2020-12-30,3.20351
2020-12-31,1.50753
2021-01-01,1.31909
2021-01-02,2.38693
2021-01-03,1.31909
2021-01-04,4.14572
2021-01-05,5.33919
2021-01-06,6.46984
2021-01-07,7.72613
2021-01-08,5.15075
2021-01-09,3.83165
2021-01-10,3.1407
2021-01-11,5.71608
2021-01-12,7.1608
2021-01-13,8.73115
2021-01-14,7.85175
2021-01-15,7.6005
2021-01-16,3.95728
2021-01-17,3.5804
2021-01-18,7.47487
2021-01-19,8.73115
2021-01-20,8.85678
2021-01-21,7.47487
2021-01-22,7.03517
2021-01-23,5.15075
2021-01-24,3.76884
2021-01-25,5.96733
2021-01-26,9.29648
2021-01-27,10.42713
2021-01-28,10.86683
2021-01-29,9.23366
2021-01-30,4.89949
2021-01-31,3.64321
2021-02-01,8.60552
2021-02-02,8.16582
2021-02-03,6.2814
2021-02-04,7.28643
2021-02-05,6.2814
2021-02-06,2.76381
2021-02-07,2.19849
2021-02-08,4.33417
2021-02-09,5.77889
2021-02-10,4.0201
2021-02-11,2.01005
2021-02-12,1.31909
2021-02-13,0.94221
2021-02-14,1.44472
2021-02-15,4.08291
2021-02-16,3.83165
2021-02-17,5.02512
2021-02-18,6.59547
2021-02-19,5.96733
2021-02-20,4.20854
2021-02-21,3.45477
2021-02-22,4.08291
2021-02-23,5.33919
2021-02-24,3.64321
2021-02-25,4.33417
2021-02-26,3.64321
2021-02-27,1.63316
2021-02-28,1.8216
2021-03-01,1.00502
2021-03-02,3.83165
2021-03-03,2.88944
2021-03-04,3.32914
2021-03-05,4.52261
2021-03-06,3.70603
2021-03-07,2.2613
2021-03-08,3.45477
2021-03-09,4.71105
2021-03-10,5.15075
2021-03-11,4.71105
2021-03-12,5.21356
2021-03-13,2.19849
2021-03-14,1.8216
2021-03-15,3.89447
2021-03-16,5.15075
2021-03-17,6.2814
2021-03-18,4.0201
2021-03-19,4.27135
2021-03-20,2.88944
2021-03-21,1.63316
2021-03-22,3.95728
2021-03-23,5.40201
2021-03-24,6.09296
2021-03-25,4.27135
2021-03-26,4.52261
2021-03-27,2.51256
2021-03-28,2.13567
2021-03-29,4.96231
2021-03-30,4.39698
2021-03-31,4.27135
2021-04-01,3.64321
2021-04-02,3.26633
2021-04-03,2.07286
2021-04-04,2.701
2021-04-05,4.77386
2021-04-06,5.46482
2021-04-07,7.91457
2021-04-08,10.23869
2021-04-09,10.67839
2021-04-10,7.28643
2021-04-11,5.02512
2021-04-12,11.24371
2021-04-13,7.97738
2021-04-14,9.35929
2021-04-15,9.29648
2021-04-16,10.80402
2021-04-17,4.64824
2021-04-18,4.77386
2021-04-19,8.79396
2021-04-20,7.78894
2021-04-21,6.09296
2021-04-22,10.48994
2021-04-23,11.1809
2021-04-24,8.91959
2021-04-25,8.22864
2021-04-26,19.53517
2021-04-27,15.26381
2021-04-28,12.56281
2021-04-29,14.25879
2021-04-30,12.81407
2021-05-01,7.09798
2021-05-02,10.23869
2021-05-03,13.00251
2021-05-04,11.74623
2021-05-05,10.11306
2021-05-06,14.51005
2021-05-07,14.25879
2021-05-08,9.61055
2021-05-09,7.09798
2021-05-10,17.02261
2021-05-11,13.69346
2021-05-12,15.26381
2021-05-13,14.7613
2021-05-14,13.50502
2021-05-15,9.92462
2021-05-16,9.61055
2021-05-17,19.09547
2021-05-18,15.51507
2021-05-19,10.55276
2021-05-20,15.07537
2021-05-21,11.30653
2021-05-22,7.34924
2021-05-23,6.40703
2021-05-24,13.06532
2021-05-25,16.33165
2021-05-26,14.13316
2021-05-27,12.93969
2021-05-28,13.12814
2021-05-29,8.22864
2021-05-30,7.1608
2021-05-31,9.35929
2021-06-01,10.48994
2021-06-02,13.12814
2021-06-03,13.8819
2021-06-04,8.41708
2021-06-05,7.28643
2021-06-06,3.51758
2021-06-07,9.10804
2021-06-08,11.68341
2021-06-09,13.56783
2021-06-10,14.3216
2021-06-11,11.99748
2021-06-12,6.78391
2021-06-13,6.34422
2021-06-14,12.12311
2021-06-15,12.12311
2021-06-16,20.47738
2021-06-17,21.54522
2021-06-18,12.62562
2021-06-19,7.6005
2021-06-20,7.6005
2021-06-21,13.8819
2021-06-22,19.91206
2021-06-23,19.2211
2021-06-24,18.53015
2021-06-25,18.65577
2021-06-26,9.8618
2021-06-27,10.36432
2021-06-28,16.01758
2021-06-29,17.58793
2021-06-30,15.51507
2021-07-01,13.8819
2021-07-02,11.24371
2021-07-03,10.05025
2021-07-04,8.35427
2021-07-05,17.96482
2021-07-06,17.46231
2021-07-07,16.01758
2021-07-08,16.20603
2021-07-09,18.71859
2021-07-10,16.58291
2021-07-11,9.73618
2021-07-12,14.94974
2021-07-13,17.21105
2021-07-14,20.03768
2021-07-15,21.41959
2021-07-16,16.95979
2021-07-17,10.67839
2021-07-18,10.23869
2021-07-19,17.14824
2021-07-20,17.21105
2021-07-21,15.01256
2021-07-22,17.33668
2021-07-23,19.09547
2021-07-24,9.48492
2021-07-25,8.98241
2021-07-26,15.95477
2021-07-27,14.25879
2021-07-28,13.31658
2021-07-29,13.44221
2021-07-30,9.17085
2021-07-31,7.41206
2021-08-01,8.10301
2021-08-02,10.55276
2021-08-03,13.12814
2021-08-04,10.36432
2021-08-05,13.19095
2021-08-06,13.44221
2021-08-07,7.6005
2021-08-08,6.53266
2021-08-09,13.25376
2021-08-10,13.69346
2021-08-11,14.19597
2021-08-12,15.51507
2021-08-13,15.6407
2021-08-14,10.36432
2021-08-15,7.85175
2021-08-16,7.97738
2021-08-17,11.99748
2021-08-18,13.19095
2021-08-19,13.37939
2021-08-20,12.12311
2021-08-21,9.48492
2021-08-22,8.22864
2021-08-23,11.30653
2021-08-24,11.30653
2021-08-25,12.87688
2021-08-26,15.01256
2021-08-27,11.6206
2021-08-28,9.04522
2021-08-29,8.35427
2021-08-30,12.75125
2021-08-31,13.37939
2021-09-01,12.87688
2021-09-02,13.50502
2021-09-03,11.55778
2021-09-04,7.72613
2021-09-05,8.91959
2021-09-06,12.62562
2021-09-07,11.74623
2021-09-08,15.38944
2021-09-09,14.88693
2021-09-10,14.00753
2021-09-11,9.23366
2021-09-12,8.41708
2021-09-13,13.12814
2021-09-14,12.24874
2021-09-15,14.07035
2021-09-16,16.45728
2021-09-17,11.30653
2021-09-18,6.59547
2021-09-19,5.71608
2021-09-20,4.39698
2021-09-21,5.71608
2021-09-22,7.72613
2021-09-23,13.12814
2021-09-24,13.12814
2021-09-25,8.35427
2021-09-26,6.78391
2021-09-27,10.67839
2021-09-28,14.07035
2021-09-29,16.01758
2021-09-30,14.63567
2021-10-01,11.30653
2021-10-02,6.59547
2021-10-03,4.33417
2021-10-04,8.73115
2021-10-05,12.75125
2021-10-06,15.07537
2021-10-07,13.75628
2021-10-08,12.31155
2021-10-09,7.1608
2021-10-10,5.8417
2021-10-11,6.09296
2021-10-12,13.06532
2021-10-13,14.51005
2021-10-14,15.32663
2021-10-15,12.37437
2021-10-16,6.34422
2021-10-17,5.15075
2021-10-18,15.45226
2021-10-19,10.99246
2021-10-20,100.0
2021-10-21,32.03517
2021-10-22,21.98492
2021-10-23,15.07537
2021-10-24,8.10301
2021-10-25,13.63065
2021-10-26,16.77135
2021-10-27,17.65075
2021-10-28,18.27889
2021-10-29,15.70351
2021-10-30,9.17085
2021-10-31,8.16582
2021-11-01,13.19095
2021-11-02,14.57286
2021-11-03,13.75628
2021-11-04,17.52512
2021-11-05,15.82914
2021-11-06,6.59547
2021-11-07,6.59547
2021-11-08,15.51507
2021-11-09,18.40452
2021-11-10,16.5201
2021-11-11,33.0402
2021-11-12,15.201
2021-11-13,9.92462
2021-11-14,9.17085
2021-11-15,15.51507
2021-11-16,17.46231
2021-11-17,19.09547
2021-11-18,17.27386
2021-11-19,16.70854
2021-11-20,8.54271
2021-11-21,7.41206
2021-11-22,15.32663
2021-11-23,17.96482
2021-11-24,20.47738
2021-11-25,17.08542
2021-11-26,15.51507
2021-11-27,11.11809
2021-11-28,7.47487
2021-11-29,15.07537
2021-11-30,15.6407
2021-12-01,14.94974
2021-12-02,18.40452
2021-12-03,15.57788
2021-12-04,11.6206
2021-12-05,6.78391
2021-12-06,19.28391
2021-12-07,19.78643
2021-12-08,21.48241
2021-12-09,24.18341
2021-12-10,22.48743
2021-12-11,12.68844
2021-12-12,8.54271
2021-12-13,20.22613
2021-12-14,24.37185
2021-12-15,27.32412
2021-12-16,28.70603
2021-12-17,25.0
2021-12-18,11.93467
2021-12-19,11.87185
2021-12-20,28.51758
2021-12-21,26.31909
2021-12-22,26.57035
2021-12-23,26.75879
2021-12-24,19.47236
2021-12-25,11.80904
2021-12-26,11.11809
2021-12-27,24.93718
2021-12-28,30.59045
2021-12-29,30.65326
2021-12-30,30.65326
2021-12-31,19.09547
2022-01-01,14.3216
2022-01-02,13.06532
2022-01-03,22.04773
2022-01-04,25.87939
2022-01-05,29.52261
2022-01-06,29.64824
2022-01-07,27.88944
2022-01-08,16.77135
2022-01-09,14.63567
2022-01-10,25.06281
2022-01-11,26.63316
2022-01-12,32.53768
2022-01-13,33.10301
2022-01-14,27.95226
2022-01-15,13.81909
2022-01-16,11.49497
2022-01-17,19.2211
2022-01-18,25.94221
2022-01-19,26.00502
2022-01-20,28.07788
2022-01-21,26.8216
2022-01-22,16.20603
2022-01-23,17.52512
2022-01-24,29.20854
2022-01-25,26.75879
2022-01-26,35.42713
2022-01-27,34.61055
2022-01-28,23.99497
2022-01-29,12.5
2022-01-30,11.93467
2022-01-31,9.10804
2022-02-01,9.48492
2022-02-02,14.7613
2022-02-03,21.98492
2022-02-04,27.19849
2022-02-05,13.63065
2022-02-06,15.45226
2022-02-07,25.87939
2022-02-08,32.22361
2022-02-09,32.47487
2022-02-10,38.81909
2022-02-11,29.71105
2022-02-12,16.77135
2022-02-13,10.86683
2022-02-14,26.57035
2022-02-15,31.7211
2022-02-16,36.93467
2022-02-17,30.8417
2022-02-18,32.66331
2022-02-19,16.77135
2022-02-20,15.07537
2022-02-21,27.88944
2022-02-22,27.01005
2022-02-23,30.21356
2022-02-24,31.65829
2022-02-25,24.43467
2022-02-26,16.39447
2022-02-27,13.00251
2022-02-28,20.79145
2022-03-01,13.31658
2022-03-02,23.61809
2022-03-03,29.14572
2022-03-04,31.21859
2022-03-05,15.07537
2022-03-06,13.06532
2022-03-07,21.67085
2022-03-08,27.2613
2022-03-09,12.68844
2022-03-10,22.48743
2022-03-11,24.93718
2022-03-12,14.44723
2022-03-13,11.80904
2022-03-14,20.35175
2022-03-15,23.74371
2022-03-16,23.30402
2022-03-17,25.0
2022-03-18,24.5603
2022-03-19,10.86683
2022-03-20,11.1809
2022-03-21,21.35678
2022-03-22,26.00502
2022-03-23,25.25125
2022-03-24,27.13567
2022-03-25,28.1407
2022-03-26,18.21608
2022-03-27,10.42713
2022-03-28,26.94723
2022-03-29,30.52763
2022-03-30,34.04522
2022-03-31,28.51758
2022-04-01,19.78643
2022-04-02,9.61055
2022-04-03,10.23869
2022-04-04,15.89195
2022-04-05,21.04271
2022-04-06,20.16331
2022-04-07,21.35678
2022-04-08,18.7814
2022-04-09,9.98743
2022-04-10,8.29145
2022-04-11,23.99497
2022-04-12,18.21608
2022-04-13,21.29396
2022-04-14,22.48743
2022-04-15,20.91708
2022-04-16,12.24874
2022-04-17,7.28643
2022-04-18,17.46231
2022-04-19,22.8015
2022-04-20,23.49246
2022-04-21,24.1206
2022-04-22,20.72864
2022-04-23,10.99246
2022-04-24,11.36934
2022-04-25,20.22613
2022-04-26,22.67587
2022-04-27,21.79648
2022-04-28,22.98994
2022-04-29,20.35175
2022-04-30,12.12311
2022-05-01,10.17587
2022-05-02,14.44723
2022-05-03,18.15326
2022-05-04,18.59296
2022-05-05,11.68341
2022-05-06,16.70854
2022-05-07,9.29648
2022-05-08,8.22864
2022-05-09,16.0804
2022-05-10,21.48241
2022-05-11,21.79648
2022-05-12,20.47738
2022-05-13,18.71859
2022-05-14,12.12311
2022-05-15,8.79396
2022-05-16,20.41457
2022-05-17,16.89698
2022-05-18,21.23115
2022-05-19,20.79145
2022-05-20,21.48241
2022-05-21,10.67839
2022-05-22,7.78894
2022-05-23,18.53015
2022-05-24,19.40954
2022-05-25,20.91708
2022-05-26,21.04271
2022-05-27,17.21105
2022-05-28,11.43216
2022-05-29,9.23366
2022-05-30,19.40954
2022-05-31,17.14824
2022-06-01,8.60552
2022-06-02,15.82914
2022-06-03,16.5201
2022-06-04,9.67336
2022-06-05,8.54271
2022-06-06,8.85678
2022-06-07,15.70351
2022-06-08,17.39949
2022-06-09,18.90703
2022-06-10,17.14824
2022-06-11,11.99748
2022-06-12,8.79396
2022-06-13,16.89698
2022-06-14,23.11557
2022-06-15,22.17336
2022-06-16,24.43467
2022-06-17,19.47236
2022-06-18,12.12311
2022-06-19,9.61055
2022-06-20,21.23115
2022-06-21,21.35678
2022-06-22,20.79145
2022-06-23,21.35678
2022-06-24,19.78643
2022-06-25,11.49497
2022-06-26,8.98241
2022-06-27,22.61306
2022-06-28,21.92211
2022-06-29,22.48743
2022-06-30,24.1206
2022-07-01,18.65577
2022-07-02,11.49497
2022-07-03,8.29145
2022-07-04,16.83417
2022-07-05,17.27386
2022-07-06,21.10552
2022-07-07,19.40954
2022-07-08,20.03768
2022-07-09,9.92462
2022-07-10,7.34924
2022-07-11,18.46733
2022-07-12,21.79648
2022-07-13,20.47738
2022-07-14,21.35678
2022-07-15,16.83417
2022-07-16,10.61557
2022-07-17,9.73618
2022-07-18,17.33668
2022-07-19,18.71859
2022-07-20,22.42462
2022-07-21,21.54522
2022-07-22,19.6608
2022-07-23,11.49497
2022-07-24,9.17085
2022-07-25,16.5201
2022-07-26,24.1206
2022-07-27,25.06281
2022-07-28,23.61809
2022-07-29,19.59798
2022-07-30,8.98241
2022-07-31,8.73115
2022-08-01,15.07537
2022-08-02,17.02261
2022-08-03,18.3417
2022-08-04,17.58793
2022-08-05,21.29396
2022-08-06,9.10804
2022-08-07,9.35929
2022-08-08,17.46231
2022-08-09,18.96984
2022-08-10,18.96984
2022-08-11,18.02763
2022-08-12,15.89195
2022-08-13,8.85678
2022-08-14,6.46984
2022-08-15,7.1608
2022-08-16,14.07035
2022-08-17,18.27889
2022-08-18,17.33668
2022-08-19,15.51507
2022-08-20,8.22864
2022-08-21,9.79899
2022-08-22,15.82914
2022-08-23,16.14321
2022-08-24,18.09045
2022-08-25,15.57788
2022-08-26,11.87185
2022-08-27,7.72613
2022-08-28,5.52763
2022-08-29,12.93969
2022-08-30,14.07035
2022-08-31,16.39447
2022-09-01,11.68341
2022-09-02,10.92964
2022-09-03,7.53768
2022-09-04,5.71608
2022-09-05,12.43718
2022-09-06,12.81407
2022-09-07,12.31155
2022-09-08,9.10804
2022-09-09,4.58542
2022-09-10,5.21356
2022-09-11,5.59045
2022-09-12,6.7211
2022-09-13,12.5
2022-09-14,13.37939
2022-09-15,17.14824
2022-09-16,12.68844
2022-09-17,7.1608
2022-09-18,8.66834
2022-09-19,14.25879
2022-09-20,18.27889
2022-09-21,16.39447
2022-09-22,16.95979
2022-09-23,15.45226
2022-09-24,9.17085
2022-09-25,7.85175
2022-09-26,13.37939
2022-09-27,19.34673
2022-09-28,19.59798
2022-09-29,20.28894
2022-09-30,16.64572
2022-10-01,5.96733
2022-10-02,6.09296
2022-10-03,6.03015
2022-10-04,9.54773
2022-10-05,13.44221
2022-10-06,15.45226
2022-10-07,12.5
2022-10-08,6.7211
2022-10-09,5.96733
2022-10-10,6.7211
2022-10-11,10.55276
2022-10-12,13.31658
2022-10-13,14.94974
2022-10-14,13.69346
2022-10-15,6.53266
2022-10-16,7.09798
2022-10-17,11.93467
2022-10-18,11.93467
2022-10-19,13.37939
2022-10-20,14.3216
2022-10-21,11.87185
2022-10-22,6.15577
2022-10-23,4.89949
2022-10-24,11.74623
2022-10-25,10.48994
2022-10-26,14.51005
2022-10-27,16.39447
2022-10-28,11.68341
2022-10-29,8.22864
2022-10-30,6.03015
2022-10-31,13.00251
2022-11-01,10.67839
2022-11-02,11.68341
2022-11-03,14.51005
2022-11-04,13.50502
2022-11-05,6.34422
2022-11-06,6.90954
2022-11-07,13.69346
2022-11-08,15.201
2022-11-09,12.75125
2022-11-10,15.82914
2022-11-11,13.12814
2022-11-12,9.10804
2022-11-13,5.96733
2022-11-14,13.50502
2022-11-15,14.3216
2022-11-16,16.39447
2022-11-17,16.45728
2022-11-18,15.01256
2022-11-19,5.46482
2022-11-20,5.77889
2022-11-21,14.07035
2022-11-22,13.69346
2022-11-23,17.21105
2022-11-24,16.14321
2022-11-25,13.56783
2022-11-26,7.66331
2022-11-27,9.79899
2022-11-28,15.32663
2022-11-29,15.26381
2022-11-30,17.65075
2022-12-01,13.81909
2022-12-02,9.61055
2022-12-03,5.90452
2022-12-04,6.78391
2022-12-05,14.38442
2022-12-06,13.00251
2022-12-07,15.38944
2022-12-08,14.7613
2022-12-09,13.63065
2022-12-10,9.29648
2022-12-11,7.22361
2022-12-12,13.63065
2022-12-13,15.32663
2022-12-14,17.96482
2022-12-15,16.33165
2022-12-16,14.63567
2022-12-17,8.29145
2022-12-18,8.22864
2022-12-19,12.12311
2022-12-20,14.25879
2022-12-21,16.26884
2022-12-22,18.15326
2022-12-23,11.05527
2022-12-24,7.97738
2022-12-25,7.91457
2022-12-26,11.6206
2022-12-27,13.25376
2022-12-28,16.20603
2022-12-29,13.19095
2022-12-30,11.68341
2022-12-31,6.84673
2023-01-01,4.20854
2023-01-02,8.85678
2023-01-03,11.05527
2023-01-04,10.23869
2023-01-05,13.00251
2023-01-06,14.82412
2023-01-07,6.59547
2023-01-08,6.84673
2023-01-09,11.87185
2023-01-10,11.99748
2023-01-11,15.13819
2023-01-12,14.38442
2023-01-13,14.69849
2023-01-14,6.40703
2023-01-15,6.21859
2023-01-16,12.43718
2023-01-17,12.87688
2023-01-18,14.63567
2023-01-19,14.38442
2023-01-20,10.99246
2023-01-21,6.03015
2023-01-22,5.71608
2023-01-23,5.46482
2023-01-24,6.78391
2023-01-25,13.37939
2023-01-26,16.14321
2023-01-27,16.01758
2023-01-28,7.41206
2023-01-29,6.46984
2023-01-30,13.12814
2023-01-31,12.93969
2023-02-01,13.44221
2023-02-02,14.94974
2023-02-03,12.62562
2023-02-04,7.53768
2023-02-05,7.91457
2023-02-06,16.95979
2023-02-07,14.07035
2023-02-08,15.95477
2023-02-09,16.14321
2023-02-10,15.57788
2023-02-11,9.67336
2023-02-12,7.91457
2023-02-13,13.12814
2023-02-14,16.89698
2023-02-15,15.57788
2023-02-16,16.77135
2023-02-17,14.69849
2023-02-18,9.73618
2023-02-19,9.48492
2023-02-20,16.01758
2023-02-21,15.70351
2023-02-22,17.77638
2023-02-23,16.01758
2023-02-24,13.75628
2023-02-25,12.12311
2023-02-26,6.97236
2023-02-27,12.37437
2023-02-28,11.80904
2023-03-01,8.85678
2023-03-02,11.49497
2023-03-03,13.25376
2023-03-04,7.09798
2023-03-05,7.28643
2023-03-06,11.93467
2023-03-07,11.11809
2023-03-08,13.06532
2023-03-09,13.12814
2023-03-10,10.92964
2023-03-11,5.8417
2023-03-12,5.65326
2023-03-13,11.87185
2023-03-14,11.11809
2023-03-15,13.12814
2023-03-16,12.81407
2023-03-17,11.93467
2023-03-18,8.47989
2023-03-19,5.02512
2023-03-20,10.23869
2023-03-21,13.06532
2023-03-22,14.25879
2023-03-23,12.62562
2023-03-24,9.92462
2023-03-25,7.47487
2023-03-26,8.73115
2023-03-27,11.93467
2023-03-28,15.70351
2023-03-29,11.87185
2023-03-30,11.68341
2023-03-31,9.04522
2023-04-01,4.64824
2023-04-02,5.02512
2023-04-03,9.79899
2023-04-04,12.93969
2023-04-05,12.87688
2023-04-06,14.25879
2023-04-07,12.12311
2023-04-08,8.16582
2023-04-09,5.8417
2023-04-10,10.36432
2023-04-11,12.43718
2023-04-12,12.43718
2023-04-13,16.01758
2023-04-14,12.43718
2023-04-15,7.47487
2023-04-16,4.77386
2023-04-17,12.43718
2023-04-18,11.36934
2023-04-19,12.5
2023-04-20,12.5
2023-04-21,10.36432
2023-04-22,5.96733
2023-04-23,5.02512
2023-04-24,11.1809
2023-04-25,9.17085
2023-04-26,12.37437
2023-04-27,9.61055
2023-04-28,8.73115
2023-04-29,7.85175
2023-04-30,4.77386
2023-05-01,5.46482
2023-05-02,10.05025
2023-05-03,10.48994
2023-05-04,9.23366
2023-05-05,7.47487
2023-05-06,6.97236
2023-05-07,5.02512
2023-05-08,12.31155
2023-05-09,14.13316
2023-05-10,14.07035
2023-05-11,16.14321
2023-05-12,12.37437
2023-05-13,8.10301
2023-05-14,5.71608
2023-05-15,10.17587
2023-05-16,10.92964
2023-05-17,12.5
2023-05-18,12.18592
2023-05-19,13.31658
2023-05-20,5.59045
2023-05-21,5.40201
2023-05-22,10.3015
2023-05-23,11.74623
2023-05-24,11.80904
2023-05-25,10.55276
2023-05-26,10.7412
2023-05-27,5.65326
2023-05-28,5.21356
2023-05-29,5.15075
2023-05-30,10.7412
2023-05-31,10.86683
2023-06-01,8.98241
2023-06-02,9.23366
2023-06-03,4.83668
2023-06-04,5.33919
2023-06-05,8.0402
2023-06-06,6.21859
2023-06-07,8.73115
2023-06-08,10.55276
2023-06-09,8.85678
2023-06-10,5.21356
2023-06-11,5.46482
2023-06-12,10.11306
2023-06-13,14.51005
2023-06-14,13.81909
2023-06-15,12.18592
2023-06-16,12.62562
2023-06-17,5.15075
2023-06-18,4.64824
2023-06-19,11.11809
2023-06-20,12.12311
2023-06-21,12.24874
2023-06-22,14.38442
2023-06-23,12.43718
2023-06-24,7.53768
2023-06-25,6.53266
2023-06-26,13.25376
2023-06-27,11.80904
2023-06-28,13.31658
2023-06-29,13.37939
2023-06-30,8.35427
2023-07-01,6.97236
2023-07-02,5.77889
2023-07-03,11.6206
2023-07-04,11.1809
2023-07-05,11.74623
2023-07-06,13.25376
2023-07-07,12.18592
2023-07-08,7.03517
2023-07-09,5.02512
2023-07-10,9.61055
2023-07-11,11.6206
2023-07-12,12.81407
2023-07-13,11.49497
2023-07-14,10.67839
2023-07-15,7.09798
2023-07-16,4.52261
2023-07-17,9.29648
2023-07-18,10.3015
2023-07-19,63.50502
2023-07-20,20.35175
2023-07-21,13.19095
2023-07-22,6.90954
2023-07-23,8.47989
2023-07-24,13.31658
2023-07-25,12.24874
2023-07-26,11.68341
2023-07-27,12.81407
2023-07-28,12.87688
2023-07-29,6.09296
2023-07-30,6.21859
2023-07-31,9.98743
2023-08-01,12.81407
2023-08-02,10.86683
2023-08-03,11.93467
2023-08-04,9.8618
2023-08-05,5.71608
2023-08-06,5.90452
2023-08-07,8.60552
2023-08-08,12.12311
2023-08-09,11.24371
2023-08-10,10.55276
2023-08-11,13.06532
2023-08-12,6.78391
2023-08-13,6.15577
2023-08-14,10.7412
2023-08-15,6.90954
2023-08-16,19.97487
2023-08-17,26.57035
2023-08-18,12.87688
2023-08-19,7.41206
2023-08-20,5.90452
2023-08-21,11.05527
2023-08-22,11.43216
2023-08-23,11.93467
2023-08-24,11.11809
2023-08-25,11.99748
2023-08-26,8.41708
2023-08-27,6.03015
2023-08-28,11.6206
2023-08-29,13.06532
2023-08-30,10.86683
2023-08-31,13.94472
2023-09-01,8.79396
2023-09-02,5.8417
2023-09-03,5.08793
2023-09-04,9.35929
2023-09-05,11.80904
2023-09-06,13.81909
2023-09-07,11.87185
2023-09-08,12.87688
2023-09-09,5.52763
2023-09-10,5.90452
2023-09-11,10.17587
2023-09-12,11.68341
2023-09-13,10.7412
2023-09-14,12.43718
2023-09-15,11.74623
2023-09-16,7.22361
2023-09-17,7.85175
2023-09-18,9.61055
2023-09-19,11.43216
2023-09-20,13.06532
2023-09-21,12.56281
2023-09-22,9.61055
2023-09-23,9.10804
2023-09-24,7.41206
2023-09-25,11.05527
2023-09-26,10.48994
2023-09-27,8.60552
2023-09-28,4.89949
2023-09-29,4.52261
2023-09-30,4.71105
2023-10-01,4.39698
2023-10-02,6.21859
2023-10-03,4.39698
2023-10-04,8.91959
2023-10-05,11.80904
2023-10-06,9.54773
2023-10-07,3.70603
2023-10-08,3.1407
2023-10-09,2.82663
2023-10-10,8.85678
2023-10-11,9.98743
2023-10-12,9.48492
2023-10-13,10.17587
2023-10-14,5.15075
2023-10-15,4.52261
2023-10-16,9.17085
2023-10-17,13.06532
2023-10-18,14.57286
2023-10-19,11.55778
