date,노조법
2020-12-03,9.86214
2020-12-04,16.33085
2020-12-05,6.46871
2020-12-06,4.98409
2020-12-07,12.51325
2020-12-08,29.0562
2020-12-09,100.0
2020-12-10,73.5949
2020-12-11,23.86002
2020-12-12,6.6808
2020-12-13,7.95334
2020-12-14,12.72534
2020-12-15,11.77094
2020-12-16,11.66489
2020-12-17,9.96818
2020-12-18,5.62036
2020-12-19,2.96924
2020-12-20,2.96924
2020-12-21,6.15058
2020-12-22,5.30222
2020-12-23,7.42311
2020-12-24,2.8632
2020-12-25,2.01484
2020-12-26,2.22693
2020-12-27,1.06044
2020-12-28,5.7264
2020-12-29,5.19618
2020-12-30,5.62036
2020-12-31,2.65111
2021-01-01,1.80275
2021-01-02,0.63626
2021-01-03,1.59066
2021-01-04,4.772
2021-01-05,4.87804
2021-01-06,8.05938
2021-01-07,5.62036
2021-01-08,4.772
2021-01-09,2.8632
2021-01-10,2.43902
2021-01-11,6.78685
2021-01-12,5.93849
2021-01-13,6.57476
2021-01-14,6.89289
2021-01-15,4.87804
2021-01-16,2.96924
2021-01-17,2.22693
2021-01-18,6.89289
2021-01-19,5.93849
2021-01-20,6.6808
2021-01-21,6.36267
2021-01-22,9.544
2021-01-23,4.13573
2021-01-24,3.39342
2021-01-25,5.93849
2021-01-26,7.6352
2021-01-27,6.89289
2021-01-28,6.78685
2021-01-29,5.19618
2021-01-30,3.28738
2021-01-31,1.27253
2021-02-01,5.7264
2021-02-02,5.30222
2021-02-03,4.45387
2021-02-04,4.66595
2021-02-05,3.8176
2021-02-06,2.54506
2021-02-07,1.48462
2021-02-08,5.62036
2021-02-09,6.89289
2021-02-10,4.02969
2021-02-11,2.54506
2021-02-12,2.01484
2021-02-13,1.16648
2021-02-14,1.48462
2021-02-15,7.21102
2021-02-16,7.52916
2021-02-17,7.10498
2021-02-18,5.83244
2021-02-19,5.40827
2021-02-20,1.69671
2021-02-21,1.48462
2021-02-22,6.78685
2021-02-23,7.42311
2021-02-24,5.62036
2021-02-25,4.87804
2021-02-26,5.83244
2021-02-27,1.9088
2021-02-28,2.22693
2021-03-01,2.22693
2021-03-02,5.51431
2021-03-03,8.48356
2021-03-04,6.78685
2021-03-05,5.51431
2021-03-06,2.12089
2021-03-07,3.8176
2021-03-08,7.6352
2021-03-09,7.10498
2021-03-10,8.27147
2021-03-11,10.07423
2021-03-12,6.04453
2021-03-13,2.54506
2021-03-14,3.18133
2021-03-15,9.22587
2021-03-16,8.16542
2021-03-17,15.05832
2021-03-18,11.45281
2021-03-19,8.37751
2021-03-20,4.34782
2021-03-21,3.8176
2021-03-22,8.16542
2021-03-23,7.52916
2021-03-24,10.4984
2021-03-25,7.21102
2021-03-26,7.84729
2021-03-27,2.96924
2021-03-28,2.75715
2021-03-29,6.89289
2021-03-30,7.95334
2021-03-31,7.42311
2021-04-01,7.42311
2021-04-02,6.6808
2021-04-03,2.12089
2021-04-04,3.71155
2021-04-05,8.37751
2021-04-06,7.31707
2021-04-07,8.90774
2021-04-08,8.37751
2021-04-09,5.7264
2021-04-10,1.69671
2021-04-11,3.39342
2021-04-12,6.36267
2021-04-13,7.84729
2021-04-14,7.31707
2021-04-15,8.69565
2021-04-16,6.99893
2021-04-17,4.45387
2021-04-18,3.07529
2021-04-19,7.52916
2021-04-20,8.69565
2021-04-21,8.05938
2021-04-22,7.74125
2021-04-23,6.89289
2021-04-24,2.54506
2021-04-25,3.49946
2021-04-26,9.65005
2021-04-27,8.80169
2021-04-28,9.75609
2021-04-29,7.6352
2021-04-30,7.74125
2021-05-01,5.40827
2021-05-02,5.40827
2021-05-03,6.46871
2021-05-04,9.43796
2021-05-05,4.55991
2021-05-06,9.96818
2021-05-07,7.21102
2021-05-08,3.71155
2021-05-09,2.43902
2021-05-10,7.31707
2021-05-11,9.43796
2021-05-12,7.95334
2021-05-13,8.27147
2021-05-14,6.15058
2021-05-15,1.80275
2021-05-16,6.25662
2021-05-17,8.05938
2021-05-18,7.21102
2021-05-19,3.28738
2021-05-20,6.04453
2021-05-21,9.11983
2021-05-22,2.33297
2021-05-23,3.71155
2021-05-24,6.15058
2021-05-25,7.6352
2021-05-26,8.37751
2021-05-27,7.31707
2021-05-28,4.34782
2021-05-29,2.12089
2021-05-30,4.13573
2021-05-31,8.37751
2021-06-01,8.5896
2021-06-02,6.99893
2021-06-03,7.42311
2021-06-04,6.57476
2021-06-05,3.8176
2021-06-06,4.24178
2021-06-07,9.43796
2021-06-08,8.69565
2021-06-09,10.71049
2021-06-10,7.95334
2021-06-11,6.46871
2021-06-12,4.02969
2021-06-13,4.55991
2021-06-14,11.45281
2021-06-15,9.01378
2021-06-16,8.5896
2021-06-17,8.69565
2021-06-18,8.90774
2021-06-19,2.65111
2021-06-20,3.07529
2021-06-21,7.74125
2021-06-22,13.5737
2021-06-23,12.40721
2021-06-24,8.37751
2021-06-25,9.01378
2021-06-26,3.71155
2021-06-27,4.24178
2021-06-28,6.46871
2021-06-29,11.24072
2021-06-30,9.01378
2021-07-01,8.69565
2021-07-02,7.21102
2021-07-03,2.96924
2021-07-04,4.02969
2021-07-05,9.43796
2021-07-06,17.28525
2021-07-07,11.13467
2021-07-08,9.33191
2021-07-09,7.74125
2021-07-10,3.28738
2021-07-11,6.89289
2021-07-12,8.90774
2021-07-13,10.60445
2021-07-14,10.92258
2021-07-15,9.11983
2021-07-16,5.62036
2021-07-17,2.96924
2021-07-18,4.13573
2021-07-19,8.69565
2021-07-20,7.31707
2021-07-21,8.69565
2021-07-22,9.11983
2021-07-23,5.51431
2021-07-24,4.772
2021-07-25,2.65111
2021-07-26,6.36267
2021-07-27,6.89289
2021-07-28,5.51431
2021-07-29,6.99893
2021-07-30,6.6808
2021-07-31,3.60551
2021-08-01,4.13573
2021-08-02,5.7264
2021-08-03,6.6808
2021-08-04,6.15058
2021-08-05,7.95334
2021-08-06,5.40827
2021-08-07,3.18133
2021-08-08,2.96924
2021-08-09,7.10498
2021-08-10,6.46871
2021-08-11,8.37751
2021-08-12,6.89289
2021-08-13,7.31707
2021-08-14,2.12089
2021-08-15,2.33297
2021-08-16,4.13573
2021-08-17,9.33191
2021-08-18,8.80169
2021-08-19,7.52916
2021-08-20,8.48356
2021-08-21,2.33297
2021-08-22,2.12089
2021-08-23,5.19618
2021-08-24,6.04453
2021-08-25,6.89289
2021-08-26,6.36267
2021-08-27,4.98409
2021-08-28,1.27253
2021-08-29,2.22693
2021-08-30,6.25662
2021-08-31,7.52916
2021-09-01,7.42311
2021-09-02,8.48356
2021-09-03,8.27147
2021-09-04,3.18133
2021-09-05,2.65111
2021-09-06,6.6808
2021-09-07,7.10498
2021-09-08,7.42311
2021-09-09,6.78685
2021-09-10,4.66595
2021-09-11,3.28738
2021-09-12,3.49946
2021-09-13,7.21102
2021-09-14,6.15058
2021-09-15,6.15058
2021-09-16,5.93849
2021-09-17,4.55991
2021-09-18,2.01484
2021-09-19,1.59066
2021-09-20,1.48462
2021-09-21,1.59066
2021-09-22,2.22693
2021-09-23,5.09013
2021-09-24,5.62036
2021-09-25,2.01484
2021-09-26,3.18133
2021-09-27,6.15058
2021-09-28,6.89289
2021-09-29,9.544
2021-09-30,6.46871
2021-10-01,6.36267
2021-10-02,2.22693
2021-10-03,2.33297
2021-10-04,4.87804
2021-10-05,8.27147
2021-10-06,8.69565
2021-10-07,8.90774
2021-10-08,5.40827
2021-10-09,2.54506
2021-10-10,2.01484
2021-10-11,3.92364
2021-10-12,9.22587
2021-10-13,8.37751
2021-10-14,8.05938
2021-10-15,8.69565
2021-10-16,4.02969
2021-10-17,3.07529
2021-10-18,8.48356
2021-10-19,7.6352
2021-10-20,9.33191
2021-10-21,7.52916
2021-10-22,7.42311
2021-10-23,2.43902
2021-10-24,2.22693
2021-10-25,8.5896
2021-10-26,8.69565
2021-10-27,7.21102
2021-10-28,6.6808
2021-10-29,5.09013
2021-10-30,2.22693
2021-10-31,2.65111
2021-11-01,6.36267
2021-11-02,8.80169
2021-11-03,7.6352
2021-11-04,9.96818
2021-11-05,7.6352
2021-11-06,3.39342
2021-11-07,2.8632
2021-11-08,8.37751
2021-11-09,7.95334
2021-11-10,7.31707
2021-11-11,8.90774
2021-11-12,9.11983
2021-11-13,4.772
2021-11-14,4.45387
2021-11-15,6.15058
2021-11-16,9.01378
2021-11-17,7.42311
2021-11-18,7.42311
2021-11-19,6.89289
2021-11-20,3.71155
2021-11-21,3.18133
2021-11-22,7.84729
2021-11-23,7.21102
2021-11-24,7.31707
2021-11-25,6.15058
2021-11-26,9.11983
2021-11-27,2.01484
2021-11-28,2.8632
2021-11-29,8.80169
2021-11-30,6.99893
2021-12-01,8.16542
2021-12-02,8.27147
2021-12-03,5.83244
2021-12-04,2.65111
2021-12-05,2.65111
2021-12-06,8.37751
2021-12-07,7.84729
2021-12-08,10.07423
2021-12-09,8.27147
2021-12-10,7.31707
2021-12-11,4.02969
2021-12-12,2.22693
2021-12-13,7.95334
2021-12-14,7.6352
2021-12-15,6.6808
2021-12-16,6.99893
2021-12-17,6.04453
2021-12-18,3.28738
2021-12-19,2.8632
2021-12-20,6.99893
2021-12-21,8.37751
2021-12-22,6.6808
2021-12-23,7.74125
2021-12-24,5.7264
2021-12-25,2.01484
2021-12-26,3.39342
2021-12-27,6.99893
2021-12-28,8.80169
2021-12-29,6.6808
2021-12-30,5.83244
2021-12-31,4.66595
2022-01-01,1.27253
2022-01-02,2.12089
2022-01-03,6.25662
2022-01-04,9.544
2022-01-05,10.71049
2022-01-06,7.95334
2022-01-07,8.80169
2022-01-08,2.12089
2022-01-09,2.65111
2022-01-10,8.69565
2022-01-11,8.5896
2022-01-12,8.48356
2022-01-13,6.46871
2022-01-14,6.57476
2022-01-15,2.01484
2022-01-16,2.43902
2022-01-17,5.7264
2022-01-18,7.42311
2022-01-19,8.27147
2022-01-20,6.78685
2022-01-21,7.42311
2022-01-22,4.02969
2022-01-23,3.8176
2022-01-24,8.16542
2022-01-25,9.11983
2022-01-26,11.66489
2022-01-27,9.96818
2022-01-28,6.46871
2022-01-29,2.33297
2022-01-30,2.8632
2022-01-31,2.8632
2022-02-01,2.54506
2022-02-02,2.65111
2022-02-03,5.51431
2022-02-04,6.6808
2022-02-05,2.8632
2022-02-06,3.39342
2022-02-07,6.99893
2022-02-08,6.46871
2022-02-09,7.52916
2022-02-10,7.6352
2022-02-11,5.51431
2022-02-12,2.96924
2022-02-13,3.60551
2022-02-14,8.69565
2022-02-15,7.95334
2022-02-16,7.95334
2022-02-17,9.11983
2022-02-18,7.42311
2022-02-19,3.71155
2022-02-20,4.13573
2022-02-21,7.10498
2022-02-22,6.57476
2022-02-23,6.57476
2022-02-24,7.84729
2022-02-25,4.87804
2022-02-26,1.80275
2022-02-27,2.96924
2022-02-28,4.45387
2022-03-01,3.60551
2022-03-02,7.31707
2022-03-03,7.84729
2022-03-04,7.84729
2022-03-05,2.96924
2022-03-06,4.24178
2022-03-07,7.6352
2022-03-08,6.57476
2022-03-09,3.60551
2022-03-10,7.74125
2022-03-11,9.01378
2022-03-12,3.18133
2022-03-13,2.96924
2022-03-14,8.05938
2022-03-15,8.48356
2022-03-16,7.74125
2022-03-17,7.6352
2022-03-18,5.7264
2022-03-19,3.28738
2022-03-20,3.8176
2022-03-21,8.48356
2022-03-22,8.5896
2022-03-23,11.02863
2022-03-24,10.71049
2022-03-25,7.95334
2022-03-26,3.49946
2022-03-27,5.93849
2022-03-28,8.80169
2022-03-29,8.5896
2022-03-30,8.5896
2022-03-31,7.42311
2022-04-01,6.99893
2022-04-02,2.65111
2022-04-03,3.39342
2022-04-04,8.05938
2022-04-05,6.04453
2022-04-06,8.16542
2022-04-07,11.34676
2022-04-08,6.36267
2022-04-09,2.65111
2022-04-10,4.13573
2022-04-11,11.34676
2022-04-12,8.5896
2022-04-13,9.22587
2022-04-14,6.99893
2022-04-15,7.42311
2022-04-16,3.18133
2022-04-17,4.55991
2022-04-18,9.22587
2022-04-19,9.75609
2022-04-20,10.71049
2022-04-21,8.80169
2022-04-22,7.42311
2022-04-23,4.772
2022-04-24,4.772
2022-04-25,9.86214
2022-04-26,9.33191
2022-04-27,9.65005
2022-04-28,10.18027
2022-04-29,6.36267
2022-04-30,2.96924
2022-05-01,4.66595
2022-05-02,10.39236
2022-05-03,10.92258
2022-05-04,10.07423
2022-05-05,3.60551
2022-05-06,5.40827
2022-05-07,5.09013
2022-05-08,5.19618
2022-05-09,10.07423
2022-05-10,8.27147
2022-05-11,10.71049
2022-05-12,10.4984
2022-05-13,8.90774
2022-05-14,3.39342
2022-05-15,2.43902
2022-05-16,6.36267
2022-05-17,5.51431
2022-05-18,7.95334
2022-05-19,7.6352
2022-05-20,5.30222
2022-05-21,2.8632
2022-05-22,2.01484
2022-05-23,5.62036
2022-05-24,8.48356
2022-05-25,8.90774
2022-05-26,5.09013
2022-05-27,7.21102
2022-05-28,3.60551
2022-05-29,3.8176
2022-05-30,10.39236
2022-05-31,6.6808
2022-06-01,2.65111
2022-06-02,7.6352
2022-06-03,7.74125
2022-06-04,1.80275
2022-06-05,3.07529
2022-06-06,3.18133
2022-06-07,7.10498
2022-06-08,9.22587
2022-06-09,8.16542
2022-06-10,7.21102
2022-06-11,4.45387
2022-06-12,5.19618
2022-06-13,6.36267
2022-06-14,9.01378
2022-06-15,9.33191
2022-06-16,7.6352
2022-06-17,6.36267
2022-06-18,3.49946
2022-06-19,3.07529
2022-06-20,6.36267
2022-06-21,8.05938
2022-06-22,8.16542
2022-06-23,10.92258
2022-06-24,5.30222
2022-06-25,2.43902
2022-06-26,2.65111
2022-06-27,6.6808
2022-06-28,6.78685
2022-06-29,6.6808
2022-06-30,7.31707
2022-07-01,6.6808
2022-07-02,1.69671
2022-07-03,2.65111
2022-07-04,7.10498
2022-07-05,7.95334
2022-07-06,7.52916
2022-07-07,7.6352
2022-07-08,8.37751
2022-07-09,3.49946
2022-07-10,4.24178
2022-07-11,10.07423
2022-07-12,9.65005
2022-07-13,8.05938
2022-07-14,7.84729
2022-07-15,9.22587
2022-07-16,3.49946
2022-07-17,3.49946
2022-07-18,8.27147
2022-07-19,9.22587
2022-07-20,10.92258
2022-07-21,10.60445
2022-07-22,10.28632
2022-07-23,4.02969
2022-07-24,6.15058
2022-07-25,8.80169
2022-07-26,8.90774
2022-07-27,11.87698
2022-07-28,9.96818
2022-07-29,7.74125
2022-07-30,2.01484
2022-07-31,3.49946
2022-08-01,5.62036
2022-08-02,7.21102
2022-08-03,7.52916
2022-08-04,6.6808
2022-08-05,5.62036
2022-08-06,3.49946
2022-08-07,2.12089
2022-08-08,7.10498
2022-08-09,6.25662
2022-08-10,7.31707
2022-08-11,6.25662
2022-08-12,7.10498
2022-08-13,3.60551
2022-08-14,2.96924
2022-08-15,3.60551
2022-08-16,7.84729
2022-08-17,9.544
2022-08-18,9.01378
2022-08-19,9.22587
2022-08-20,3.07529
2022-08-21,3.49946
2022-08-22,9.544
2022-08-23,9.86214
2022-08-24,7.84729
2022-08-25,8.80169
2022-08-26,6.25662
2022-08-27,4.34782
2022-08-28,3.07529
2022-08-29,5.7264
2022-08-30,7.95334
2022-08-31,8.48356
2022-09-01,8.90774
2022-09-02,7.10498
2022-09-03,2.96924
2022-09-04,2.22693
2022-09-05,5.62036
2022-09-06,5.7264
2022-09-07,5.40827
2022-09-08,5.51431
2022-09-09,1.37857
2022-09-10,0.74231
2022-09-11,1.80275
2022-09-12,2.75715
2022-09-13,9.22587
2022-09-14,14.42205
2022-09-15,10.18027
2022-09-16,8.90774
2022-09-17,2.43902
2022-09-18,3.18133
2022-09-19,8.69565
2022-09-20,9.544
2022-09-21,10.39236
2022-09-22,8.05938
2022-09-23,5.19618
2022-09-24,2.43902
2022-09-25,3.28738
2022-09-26,7.74125
2022-09-27,9.33191
2022-09-28,9.01378
2022-09-29,8.16542
2022-09-30,9.22587
2022-10-01,1.69671
2022-10-02,2.65111
2022-10-03,4.02969
2022-10-04,11.98303
2022-10-05,15.27041
2022-10-06,14.84623
2022-10-07,11.45281
2022-10-08,4.24178
2022-10-09,4.34782
2022-10-10,4.34782
2022-10-11,11.02863
2022-10-12,14.5281
2022-10-13,11.77094
2022-10-14,11.87698
2022-10-15,5.19618
2022-10-16,2.8632
2022-10-17,12.72534
2022-10-18,15.05832
2022-10-19,12.72534
2022-10-20,10.60445
2022-10-21,7.95334
2022-10-22,4.02969
2022-10-23,4.13573
2022-10-24,9.43796
2022-10-25,10.81654
2022-10-26,8.48356
2022-10-27,10.60445
2022-10-28,8.80169
2022-10-29,2.33297
2022-10-30,2.22693
2022-10-31,9.11983
2022-11-01,12.19512
2022-11-02,12.93743
2022-11-03,9.65005
2022-11-04,7.52916
2022-11-05,3.28738
2022-11-06,4.02969
2022-11-07,9.86214
2022-11-08,12.72534
2022-11-09,10.07423
2022-11-10,11.24072
2022-11-11,8.37751
2022-11-12,7.52916
2022-11-13,2.8632
2022-11-14,11.13467
2022-11-15,13.46765
2022-11-16,12.72534
2022-11-17,9.75609
2022-11-18,11.98303
2022-11-19,3.39342
2022-11-20,3.60551
2022-11-21,12.93743
2022-11-22,14.42205
2022-11-23,14.95227
2022-11-24,12.51325
2022-11-25,9.544
2022-11-26,6.04453
2022-11-27,7.10498
2022-11-28,13.89183
2022-11-29,15.90668
2022-11-30,22.05726
2022-12-01,19.51219
2022-12-02,17.49734
2022-12-03,8.48356
2022-12-04,5.62036
2022-12-05,16.54294
2022-12-06,17.3913
2022-12-07,21.2089
2022-12-08,15.4825
2022-12-09,12.93743
2022-12-10,5.51431
2022-12-11,5.93849
2022-12-12,14.10392
2022-12-13,13.36161
2022-12-14,10.71049
2022-12-15,10.39236
2022-12-16,9.11983
2022-12-17,3.39342
2022-12-18,3.07529
2022-12-19,13.46765
2022-12-20,16.01272
2022-12-21,15.16436
2022-12-22,13.14952
2022-12-23,11.24072
2022-12-24,4.24178
2022-12-25,6.99893
2022-12-26,28.41993
2022-12-27,21.42099
2022-12-28,24.60233
2022-12-29,20.57264
2022-12-30,7.10498
2022-12-31,4.45387
2023-01-01,3.92364
2023-01-02,11.66489
2023-01-03,14.10392
2023-01-04,12.93743
2023-01-05,13.89183
2023-01-06,13.89183
2023-01-07,7.6352
2023-01-08,4.45387
2023-01-09,15.37645
2023-01-10,12.6193
2023-01-11,11.66489
2023-01-12,10.4984
2023-01-13,10.92258
2023-01-14,4.45387
2023-01-15,5.09013
2023-01-16,9.65005
2023-01-17,10.60445
2023-01-18,11.55885
2023-01-19,12.51325
2023-01-20,7.52916
2023-01-21,4.772
2023-01-22,2.01484
2023-01-23,1.59066
2023-01-24,4.98409
2023-01-25,10.07423
2023-01-26,13.67974
2023-01-27,12.08907
2023-01-28,3.92364
2023-01-29,4.98409
2023-01-30,11.02863
2023-01-31,12.83138
2023-02-01,12.40721
2023-02-02,12.72534
2023-02-03,9.96818
2023-02-04,4.34782
2023-02-05,4.34782
2023-02-06,10.07423
2023-02-07,12.83138
2023-02-08,11.87698
2023-02-09,11.02863
2023-02-10,9.11983
2023-02-11,3.60551
2023-02-12,5.7264
2023-02-13,13.25556
2023-02-14,16.33085
2023-02-15,33.51007
2023-02-16,22.79957
2023-02-17,17.07317
2023-02-18,6.36267
2023-02-19,6.78685
2023-02-20,22.05726
2023-02-21,33.29798
2023-02-22,18.87592
2023-02-23,13.46765
2023-02-24,16.54294
2023-02-25,5.62036
2023-02-26,6.15058
2023-02-27,11.87698
2023-02-28,11.02863
2023-03-01,6.99893
2023-03-02,15.05832
2023-03-03,12.30116
2023-03-04,4.45387
2023-03-05,5.83244
2023-03-06,7.42311
2023-03-07,12.93743
2023-03-08,9.33191
2023-03-09,10.71049
2023-03-10,10.07423
2023-03-11,4.55991
2023-03-12,3.8176
2023-03-13,14.42205
2023-03-14,10.4984
2023-03-15,13.04347
2023-03-16,10.4984
2023-03-17,8.80169
2023-03-18,3.39342
2023-03-19,4.34782
2023-03-20,15.4825
2023-03-21,11.34676
2023-03-22,10.28632
2023-03-23,12.6193
2023-03-24,9.96818
2023-03-25,5.7264
2023-03-26,2.96924
2023-03-27,11.13467
2023-03-28,13.78579
2023-03-29,13.04347
2023-03-30,11.55885
2023-03-31,9.43796
2023-04-01,4.772
2023-04-02,7.31707
2023-04-03,11.13467
2023-04-04,12.93743
2023-04-05,10.07423
2023-04-06,11.66489
2023-04-07,8.16542
2023-04-08,3.92364
2023-04-09,6.6808
2023-04-10,12.6193
2023-04-11,11.24072
2023-04-12,12.51325
2023-04-13,13.36161
2023-04-14,13.36161
2023-04-15,6.04453
2023-04-16,9.86214
2023-04-17,14.20996
2023-04-18,14.74019
2023-04-19,13.89183
2023-04-20,14.31601
2023-04-21,11.13467
2023-04-22,4.772
2023-04-23,6.36267
2023-04-24,11.77094
2023-04-25,16.01272
2023-04-26,15.05832
2023-04-27,11.13467
2023-04-28,10.92258
2023-04-29,5.83244
2023-04-30,6.89289
2023-05-01,9.01378
2023-05-02,13.5737
2023-05-03,13.36161
2023-05-04,10.39236
2023-05-05,5.40827
2023-05-06,4.13573
2023-05-07,6.15058
2023-05-08,10.81654
2023-05-09,12.93743
2023-05-10,13.46765
2023-05-11,12.72534
2023-05-12,11.45281
2023-05-13,6.25662
2023-05-14,4.02969
2023-05-15,12.6193
2023-05-16,12.40721
2023-05-17,13.99787
2023-05-18,13.04347
2023-05-19,11.13467
2023-05-20,6.25662
2023-05-21,5.51431
2023-05-22,17.92152
2023-05-23,18.45174
2023-05-24,25.98091
2023-05-25,20.57264
2023-05-26,14.20996
2023-05-27,3.39342
2023-05-28,2.12089
2023-05-29,6.15058
2023-05-30,13.04347
