date,노무사
2023-05-30,2.48559
2023-05-31,3.02583
2023-06-01,3.19495
2023-06-02,2.46395
2023-06-03,1.71771
2023-06-04,1.55179
2023-06-05,1.96859
2023-06-06,1.54297
2023-06-07,2.06718
2023-06-08,2.12409
2023-06-09,2.02871
2023-06-10,1.37625
2023-06-11,1.39388
2023-06-12,2.12249
2023-06-13,2.65151
2023-06-14,2.25635
2023-06-15,2.76132
2023-06-16,2.20264
2023-06-17,1.87321
2023-06-18,2.05275
2023-06-19,2.9569
2023-06-20,3.60615
2023-06-21,2.68517
2023-06-22,2.44952
2023-06-23,2.22348
2023-06-24,1.58946
2023-06-25,1.40831
2023-06-26,2.19944
2023-06-27,2.19944
2023-06-28,4.2546
2023-06-29,3.29354
2023-06-30,2.11207
2023-07-01,1.49007
2023-07-02,1.60629
2023-07-03,2.1802
2023-07-04,2.95529
2023-07-05,3.08594
2023-07-06,3.21179
2023-07-07,2.61063
2023-07-08,1.5061
2023-07-09,1.51492
2023-07-10,2.43349
2023-07-11,2.35894
2023-07-12,2.58097
2023-07-13,2.57215
2023-07-14,1.99264
2023-07-15,1.4548
2023-07-16,1.43957
2023-07-17,2.14974
2023-07-18,2.08642
2023-07-19,2.10165
2023-07-20,1.9237
2023-07-21,1.75698
2023-07-22,1.1414
2023-07-23,1.29128
2023-07-24,1.91008
2023-07-25,1.98061
2023-07-26,1.82111
2023-07-27,1.79626
2023-07-28,1.74015
2023-07-29,1.18468
2023-07-30,1.13258
2023-07-31,1.85237
2023-08-01,1.86439
2023-08-02,1.75778
2023-08-03,1.68725
2023-08-04,1.52053
2023-08-05,1.07246
2023-08-06,0.97868
2023-08-07,1.65679
2023-08-08,1.71129
2023-08-09,1.77702
2023-08-10,1.72893
2023-08-11,1.61431
2023-08-12,1.0941
2023-08-13,1.12376
2023-08-14,1.72492
2023-08-15,1.20472
2023-08-16,1.85237
2023-08-17,1.83393
2023-08-18,1.77542
2023-08-19,1.08449
2023-08-20,1.13258
2023-08-21,1.8684
2023-08-22,1.84916
2023-08-23,2.06478
2023-08-24,2.22749
2023-08-25,1.61751
2023-08-26,1.13258
2023-08-27,1.21113
2023-08-28,1.86519
2023-08-29,2.01909
2023-08-30,1.97981
2023-08-31,1.90607
2023-09-01,1.79706
2023-09-02,1.26483
2023-09-03,1.36262
2023-09-04,2.08802
2023-09-05,2.11447
2023-09-06,2.16096
2023-09-07,2.01268
2023-09-08,2.00947
2023-09-09,1.6608
2023-09-10,1.82351
2023-09-11,2.36055
2023-09-12,2.08562
2023-09-13,2.04073
2023-09-14,1.93653
2023-09-15,2.26677
2023-09-16,1.46121
2023-09-17,1.46602
2023-09-18,2.29642
2023-09-19,3.0651
2023-09-20,2.84468
2023-09-21,2.36215
2023-09-22,2.09604
2023-09-23,1.54297
2023-09-24,1.45801
2023-09-25,1.90767
2023-09-26,1.93813
2023-09-27,1.80347
2023-09-28,1.27125
2023-09-29,1.31613
2023-09-30,1.13498
2023-10-01,1.1935
2023-10-02,1.25922
2023-10-03,1.30331
2023-10-04,1.89645
2023-10-05,1.80988
2023-10-06,1.80187
2023-10-07,1.18548
2023-10-08,1.1462
2023-10-09,1.41873
2023-10-10,1.93412
2023-10-11,1.96298
2023-10-12,1.9229
2023-10-13,1.76179
2023-10-14,1.2488
2023-10-15,1.28327
2023-10-16,2.0255
2023-10-17,2.00867
2023-10-18,2.05436
2023-10-19,2.15295
2023-10-20,1.80427
2023-10-21,1.44037
2023-10-22,1.6111
2023-10-23,1.98542
2023-10-24,2.06638
2023-10-25,2.0263
2023-10-26,2.18982
2023-10-27,1.96859
2023-10-28,1.36984
2023-10-29,1.50369
2023-10-30,2.34452
2023-10-31,2.22108
2023-11-01,2.26837
2023-11-02,2.06959
2023-11-03,1.95977
2023-11-04,1.75538
2023-11-05,1.95977
2023-11-06,2.36295
2023-11-07,2.10405
2023-11-08,2.19062
2023-11-09,2.03672
2023-11-10,1.9197
2023-11-11,1.49327
2023-11-12,1.36903
2023-11-13,2.16737
2023-11-14,2.11688
2023-11-15,2.09043
2023-11-16,2.03191
2023-11-17,1.91409
2023-11-18,1.47484
2023-11-19,1.82271
2023-11-20,2.31085
2023-11-21,2.3886
2023-11-22,5.94345
2023-11-23,3.39374
2023-11-24,2.71964
2023-11-25,2.08962
2023-11-26,1.80988
2023-11-27,2.47517
2023-11-28,2.4399
2023-11-29,2.30444
2023-11-30,2.14814
2023-12-01,2.34772
2023-12-02,1.6079
2023-12-03,1.64877
2023-12-04,2.37097
2023-12-05,2.48479
2023-12-06,2.20986
2023-12-07,2.2307
2023-12-08,2.34291
2023-12-09,1.73775
2023-12-10,2.03111
2023-12-11,2.79659
2023-12-12,2.65551
2023-12-13,2.4415
2023-12-14,2.47837
2023-12-15,2.16818
2023-12-16,1.52213
2023-12-17,1.52453
2023-12-18,2.19142
2023-12-19,2.3902
2023-12-20,2.11046
2023-12-21,2.20986
2023-12-22,1.92851
2023-12-23,1.5077
2023-12-24,1.29048
2023-12-25,1.31293
2023-12-26,2.37738
2023-12-27,2.77655
2023-12-28,2.50322
2023-12-29,2.05756
2023-12-30,1.48045
2023-12-31,1.40991
2024-01-01,1.6087
2024-01-02,2.49761
2024-01-03,2.40383
2024-01-04,2.22989
2024-01-05,2.14172
2024-01-06,1.54457
2024-01-07,1.47885
2024-01-08,2.00787
2024-01-09,2.20665
2024-01-10,2.30123
2024-01-11,2.22669
2024-01-12,2.20665
2024-01-13,1.5069
2024-01-14,1.68564
2024-01-15,2.24112
2024-01-16,2.2339
2024-01-17,2.04073
2024-01-18,2.21707
2024-01-19,1.96779
2024-01-20,1.74576
2024-01-21,1.54778
2024-01-22,2.05436
2024-01-23,2.25073
2024-01-24,2.36295
2024-01-25,2.20264
2024-01-26,2.10966
2024-01-27,1.51411
2024-01-28,1.49808
2024-01-29,2.20024
2024-01-30,2.18821
2024-01-31,2.14333
2024-02-01,2.15455
2024-02-02,1.97019
2024-02-03,1.30732
2024-02-04,1.36342
2024-02-05,1.92771
2024-02-06,2.06638
2024-02-07,1.83153
2024-02-08,1.77542
2024-02-09,1.29128
2024-02-10,1.42995
2024-02-11,1.27044
2024-02-12,1.40591
2024-02-13,2.27157
2024-02-14,2.08001
2024-02-15,2.13291
2024-02-16,1.98703
2024-02-17,1.47163
2024-02-18,1.42194
2024-02-19,2.27879
2024-02-20,2.30684
2024-02-21,2.19302
2024-02-22,2.05676
2024-02-23,1.98703
2024-02-24,1.41953
2024-02-25,1.54537
2024-02-26,2.09764
2024-02-27,2.13772
2024-02-28,2.04874
2024-02-29,1.84515
2024-03-01,1.39228
2024-03-02,1.51251
2024-03-03,1.63916
2024-03-04,2.29001
2024-03-05,2.2844
2024-03-06,2.15455
2024-03-07,2.09203
2024-03-08,1.94695
2024-03-09,1.47324
2024-03-10,1.36903
2024-03-11,2.1297
2024-03-12,2.1818
2024-03-13,2.03352
2024-03-14,1.96057
2024-03-15,1.99905
2024-03-16,1.35942
2024-03-17,1.39388
2024-03-18,2.00947
2024-03-19,2.09283
2024-03-20,2.26917
