date,2월상장주
2022-01-27,59.22619
2022-01-28,44.94047
2022-01-29,17.2619
2022-01-30,16.81547
2022-01-31,11.45833
2022-02-01,17.2619
2022-02-02,22.47023
2022-02-03,55.20833
2022-02-04,100.0
2022-02-05,23.36309
2022-02-06,19.94047
2022-02-07,58.63095
2022-02-08,42.55952
2022-02-09,25.44642
2022-02-10,17.55952
2022-02-11,13.24404
2022-02-12,9.07738
2022-02-13,8.48214
2022-02-14,16.66666
2022-02-15,18.8988
2022-02-16,17.55952
2022-02-17,16.22023
2022-02-18,12.20238
2022-02-19,5.05952
2022-02-20,6.3988
2022-02-21,23.80952
2022-02-22,17.2619
2022-02-23,20.23809
2022-02-24,13.54166
2022-02-25,6.54761
2022-02-26,1.93452
2022-02-27,3.42261
2022-02-28,11.90476
2022-03-01,2.67857
2022-03-02,4.7619
2022-03-03,7.73809
2022-03-04,2.97619
2022-03-05,0.74404
2022-03-07,1.33928
2022-03-08,0.89285
2022-03-09,0.89285
2022-03-10,0.74404
2022-03-13,1.6369
2022-03-14,0.89285
2022-03-15,1.33928
2022-03-16,1.48809
2022-03-17,0.74404
2022-03-18,1.6369
2022-03-21,0.89285
2022-03-22,0.74404
2022-04-06,0.89285
2023-01-13,0.74404
2023-01-18,2.52976
2023-01-19,0.89285
2023-01-24,1.04166
2023-01-25,1.6369
2023-01-26,3.86904
2023-01-27,6.25
2023-01-28,2.97619
2023-01-29,2.38095
2023-01-30,14.1369
2023-01-31,9.82142
2023-02-01,31.54761
2023-02-02,31.3988
2023-02-03,41.96428
2023-02-04,19.04761
2023-02-05,20.08928
2023-02-06,40.47619
2023-02-07,61.75595
2023-02-08,52.08333
2023-02-09,34.07738
2023-02-10,24.40476
2023-02-11,12.6488
2023-02-12,13.54166
2023-02-13,25.44642
2023-02-14,23.66071
2023-02-15,22.91666
2023-02-16,25.74404
2023-02-17,12.35119
2023-02-18,7.29166
2023-02-19,5.20833
2023-02-20,18.30357
2023-02-21,13.69047
2023-02-22,7.8869
2023-02-23,9.375
2023-02-24,6.25
2023-02-25,1.6369
2023-02-26,3.86904
2023-02-27,6.54761
2023-02-28,4.91071
2023-03-02,4.16666
2023-03-03,4.7619
2023-03-04,1.6369
2023-03-06,1.33928
2023-03-08,0.74404
2023-03-09,0.74404
2023-03-15,0.89285
2023-03-19,0.89285
2023-03-21,0.74404
2023-03-22,0.89285
2023-03-27,0.89285
2023-03-29,0.89285
2023-03-30,1.19047
2023-04-03,0.74404
2023-04-04,0.74404
2023-04-05,0.74404
2023-12-28,0.89285
2024-01-01,0.89285
2024-01-02,0.74404
2024-01-03,2.52976
2024-01-04,1.04166
2024-01-05,1.19047
2024-01-06,0.74404
2024-01-08,1.6369
2024-01-09,2.38095
2024-01-10,3.42261
2024-01-11,3.125
2024-01-12,4.16666
2024-01-13,2.97619
2024-01-14,0.89285
2024-01-15,1.78571
2024-01-16,2.08333
2024-01-17,2.23214
2024-01-18,3.86904
2024-01-19,1.78571
2024-01-20,1.48809
2024-01-21,3.125
2024-01-22,7.29166
2024-01-23,9.67261
2024-01-24,17.2619
2024-01-25,13.54166
2024-01-26,47.91666
2024-01-27,22.61904
2024-01-28,22.76785
2024-01-29,37.5
2024-01-30,24.70238
2024-01-31,32.8869
2024-02-01,75.74404
2024-02-02,39.28571
2024-02-03,15.625
2024-02-04,19.64285
2024-02-05,50.1488
2024-02-06,53.72023
2024-02-07,32.73809
2024-02-08,20.23809
2024-02-09,11.0119
2024-02-10,8.63095
2024-02-11,8.77976
2024-02-12,16.66666
2024-02-13,48.5119
2024-02-14,34.5238
2024-02-15,33.03571
2024-02-16,30.95238
2024-02-17,12.35119
2024-02-18,14.73214
2024-02-19,31.3988
2024-02-20,28.125
2024-02-21,31.10119
2024-02-22,39.1369
2024-02-23,44.19642
2024-02-24,8.18452
2024-02-25,7.29166
2024-02-26,37.05357
2024-02-27,30.95238
2024-02-28,14.88095
2024-02-29,17.11309
2024-03-01,3.86904
2024-03-02,2.08333
2024-03-03,3.86904
2024-03-04,7.29166
2024-03-05,4.91071
2024-03-06,5.20833
2024-03-07,5.65476
2024-03-08,3.2738
2024-03-09,0.74404
2024-03-11,2.97619
2024-03-12,0.89285
2024-03-13,3.125
2024-03-14,18.00595
2024-03-15,4.46428
2024-03-16,20.83333
2024-03-17,1.6369
2024-03-18,8.92857
2024-03-19,9.07738
2024-03-20,1.78571
