date,프랜차이즈박람회
2021-08-27,4.42225
2021-08-28,2.90061
2021-08-29,2.90061
2021-08-30,5.32572
2021-08-31,4.3747
2021-09-01,3.85164
2021-09-02,3.94674
2021-09-03,4.4698
2021-09-04,4.08939
2021-09-05,2.94816
2021-09-06,4.18449
2021-09-07,3.85164
2021-09-08,4.75511
2021-09-09,4.32715
2021-09-10,3.13837
2021-09-11,2.18735
2021-09-12,2.5202
2021-09-13,4.75511
2021-09-14,4.42225
2021-09-15,3.61388
2021-09-16,4.66
2021-09-17,3.09082
2021-09-18,2.04469
2021-09-19,1.18877
2021-09-20,1.09367
2021-09-21,2.33
2021-09-22,3.28102
2021-09-23,4.89776
2021-09-24,3.89919
2021-09-25,2.47265
2021-09-26,2.94816
2021-09-27,5.75368
2021-09-28,6.27674
2021-09-29,5.99144
2021-09-30,4.2796
2021-10-01,6.13409
2021-10-02,3.89919
2021-10-03,3.61388
2021-10-04,4.99286
2021-10-05,7.51307
2021-10-06,6.6096
2021-10-07,7.75083
2021-10-08,5.80123
2021-10-09,3.85164
2021-10-10,5.18307
2021-10-11,6.75225
2021-10-12,16.40513
2021-10-13,17.97432
2021-10-14,27.86495
2021-10-15,23.01474
2021-10-16,11.84022
2021-10-17,7.56062
2021-10-18,8.41654
2021-10-19,6.46695
2021-10-20,6.03899
2021-10-21,4.89776
2021-10-22,5.23062
2021-10-23,2.80551
2021-10-24,3.04327
2021-10-25,7.08511
2021-10-26,6.7998
2021-10-27,6.13409
2021-10-28,7.22776
2021-10-29,5.94388
2021-10-30,4.13694
2021-10-31,4.4698
2021-11-01,8.22634
2021-11-02,10.50879
2021-11-03,13.40941
2021-11-04,16.69044
2021-11-05,14.17023
2021-11-06,7.56062
2021-11-07,4.13694
2021-11-08,7.03756
2021-11-09,6.7998
2021-11-10,6.94246
2021-11-11,6.03899
2021-11-12,5.46837
2021-11-13,3.70898
2021-11-14,2.71041
2021-11-15,4.85021
2021-11-16,4.4698
2021-11-17,4.2796
2021-11-18,4.66
2021-11-19,3.89919
2021-11-20,2.09224
2021-11-21,2.99572
2021-11-22,4.3747
2021-11-23,5.32572
2021-11-24,4.94531
2021-11-25,3.85164
2021-11-26,3.23347
2021-11-27,1.85449
2021-11-28,1.99714
2021-11-29,5.37327
2021-11-30,3.56633
2021-12-01,3.99429
2021-12-02,3.37612
2021-12-03,2.99572
2021-12-04,2.04469
2021-12-05,2.4251
2021-12-06,4.4698
2021-12-07,4.4698
2021-12-08,4.04184
2021-12-09,3.47123
2021-12-10,3.56633
2021-12-11,2.28245
2021-12-12,3.37612
2021-12-13,3.89919
2021-12-14,3.70898
2021-12-15,4.23204
2021-12-16,3.94674
2021-12-17,2.94816
2021-12-18,1.80694
2021-12-19,2.66286
2021-12-20,3.13837
2021-12-21,4.04184
2021-12-22,2.71041
2021-12-23,3.99429
2021-12-24,2.80551
2021-12-25,1.99714
2021-12-26,1.42653
2021-12-27,4.13694
2021-12-28,3.18592
2021-12-29,4.42225
2021-12-30,4.13694
2021-12-31,2.5202
2022-01-01,2.28245
2022-01-02,2.94816
2022-01-03,5.84878
2022-01-04,7.65572
2022-01-05,7.32287
2022-01-06,7.41797
2022-01-07,7.18021
2022-01-08,3.51878
2022-01-09,4.32715
2022-01-10,7.89348
2022-01-11,7.32287
2022-01-12,7.41797
2022-01-13,12.36329
2022-01-14,9.41512
2022-01-15,5.23062
2022-01-16,6.65715
2022-01-17,12.12553
2022-01-18,12.50594
2022-01-19,19.78126
2022-01-20,30.00475
2022-01-21,28.29291
2022-01-22,20.77983
2022-01-23,6.75225
2022-01-24,6.18164
2022-01-25,5.65858
2022-01-26,4.70756
2022-01-27,4.94531
2022-01-28,2.90061
2022-01-29,1.99714
2022-01-30,3.13837
2022-01-31,1.09367
2022-02-01,2.5202
2022-02-02,3.18592
2022-02-03,4.13694
2022-02-04,4.75511
2022-02-05,3.28102
2022-02-06,3.23347
2022-02-07,6.56205
2022-02-08,6.7998
2022-02-09,5.51592
2022-02-10,5.46837
2022-02-11,3.94674
2022-02-12,2.61531
2022-02-13,3.89919
2022-02-14,6.18164
2022-02-15,4.85021
2022-02-16,5.51592
2022-02-17,6.65715
2022-02-18,3.47123
2022-02-19,2.56776
2022-02-20,3.37612
2022-02-21,6.32429
2022-02-22,6.18164
2022-02-23,5.18307
2022-02-24,5.08796
2022-02-25,4.32715
2022-02-26,3.18592
2022-02-27,3.66143
2022-02-28,6.22919
2022-03-01,4.04184
2022-03-02,6.84736
2022-03-03,4.80266
2022-03-04,4.94531
2022-03-05,3.13837
2022-03-06,4.2796
2022-03-07,6.5145
2022-03-08,8.03613
2022-03-09,3.66143
2022-03-10,8.46409
2022-03-11,7.13266
2022-03-12,3.85164
2022-03-13,5.18307
2022-03-14,9.27246
2022-03-15,9.22491
2022-03-16,10.27104
2022-03-17,8.89205
2022-03-18,8.7494
2022-03-19,5.84878
2022-03-20,5.23062
2022-03-21,19.59106
2022-03-22,20.30432
2022-03-23,21.96861
2022-03-24,38.08844
2022-03-25,37.18497
2022-03-26,21.16024
2022-03-27,7.56062
2022-03-28,11.22206
2022-03-29,9.41512
2022-03-30,9.36757
2022-03-31,7.32287
2022-04-01,7.18021
2022-04-02,5.27817
2022-04-03,5.84878
2022-04-04,7.98858
2022-04-05,8.79695
2022-04-06,8.22634
2022-04-07,13.36186
2022-04-08,8.51165
2022-04-09,4.23204
2022-04-10,7.41797
2022-04-11,13.1241
2022-04-12,14.64574
2022-04-13,20.68473
2022-04-14,24.48882
2022-04-15,22.15882
2022-04-16,13.45696
2022-04-17,6.37184
2022-04-18,8.5592
2022-04-19,9.03471
2022-04-20,7.79838
2022-04-21,7.60817
2022-04-22,6.56205
2022-04-23,4.70756
2022-04-24,3.66143
2022-04-25,7.70328
2022-04-26,5.46837
2022-04-27,6.75225
2022-04-28,5.18307
2022-04-29,4.75511
2022-04-30,1.80694
2022-05-01,2.99572
2022-05-02,6.5145
2022-05-03,6.6096
2022-05-04,6.4194
2022-05-05,2.71041
2022-05-06,5.32572
2022-05-07,4.13694
2022-05-08,4.4698
2022-05-09,8.8445
2022-05-10,8.6543
2022-05-11,9.12981
2022-05-12,8.79695
2022-05-13,8.89205
2022-05-14,5.08796
2022-05-15,4.04184
2022-05-16,8.22634
2022-05-17,6.7998
2022-05-18,7.27532
2022-05-19,8.46409
2022-05-20,5.42082
2022-05-21,4.23204
2022-05-22,3.75653
2022-05-23,6.5145
2022-05-24,7.18021
2022-05-25,5.65858
2022-05-26,6.37184
2022-05-27,5.23062
2022-05-28,3.37612
2022-05-29,4.23204
2022-05-30,8.6543
2022-05-31,5.65858
2022-06-01,3.56633
2022-06-02,5.13552
2022-06-03,6.22919
2022-06-04,4.5649
2022-06-05,4.08939
2022-06-06,4.85021
2022-06-07,7.08511
2022-06-08,8.27389
2022-06-09,7.56062
2022-06-10,6.6096
2022-06-11,4.04184
2022-06-12,4.51735
2022-06-13,7.79838
2022-06-14,6.46695
2022-06-15,8.03613
2022-06-16,9.12981
2022-06-17,5.84878
2022-06-18,4.89776
2022-06-19,4.32715
2022-06-20,6.6096
2022-06-21,5.27817
2022-06-22,5.70613
2022-06-23,5.13552
2022-06-24,5.08796
2022-06-25,3.42368
2022-06-26,4.04184
2022-06-27,6.75225
2022-06-28,6.22919
2022-06-29,5.56348
2022-06-30,5.13552
2022-07-01,4.5649
2022-07-02,3.37612
2022-07-03,4.08939
2022-07-04,7.51307
2022-07-05,6.89491
2022-07-06,5.61103
2022-07-07,7.32287
2022-07-08,5.89633
2022-07-09,3.47123
2022-07-10,3.70898
2022-07-11,6.65715
2022-07-12,9.08226
2022-07-13,7.08511
2022-07-14,6.5145
2022-07-15,6.22919
2022-07-16,4.04184
2022-07-17,3.18592
2022-07-18,8.17879
2022-07-19,7.41797
2022-07-20,6.56205
2022-07-21,9.60532
2022-07-22,7.41797
2022-07-23,4.51735
2022-07-24,4.80266
2022-07-25,11.55492
2022-07-26,10.46124
2022-07-27,11.60247
2022-07-28,14.64574
2022-07-29,14.64574
2022-07-30,7.41797
2022-07-31,9.08226
2022-08-01,21.20779
2022-08-02,23.4427
2022-08-03,50.73704
2022-08-04,100.0
2022-08-05,65.04992
2022-08-06,41.27436
2022-08-07,10.17593
2022-08-08,10.699
2022-08-09,8.27389
2022-08-10,7.79838
2022-08-11,7.94103
2022-08-12,6.56205
2022-08-13,5.18307
2022-08-14,4.23204
2022-08-15,4.5649
2022-08-16,8.03613
2022-08-17,6.7047
2022-08-18,7.22776
2022-08-19,6.37184
2022-08-20,4.75511
2022-08-21,4.4698
2022-08-22,6.94246
2022-08-23,5.94388
2022-08-24,7.37042
2022-08-25,7.08511
2022-08-26,6.84736
2022-08-27,3.51878
2022-08-28,4.3747
2022-08-29,7.98858
2022-08-30,7.27532
2022-08-31,7.08511
2022-09-01,6.94246
2022-09-02,5.94388
2022-09-03,3.94674
2022-09-04,2.99572
2022-09-05,5.65858
2022-09-06,5.94388
2022-09-07,4.80266
2022-09-08,4.04184
2022-09-09,2.04469
2022-09-10,2.1398
2022-09-11,2.71041
2022-09-12,4.08939
2022-09-13,7.37042
2022-09-14,6.5145
2022-09-15,6.65715
2022-09-16,6.03899
2022-09-17,3.75653
2022-09-18,4.66
2022-09-19,8.70185
2022-09-20,7.65572
2022-09-21,9.22491
2022-09-22,9.79553
2022-09-23,7.79838
2022-09-24,6.22919
2022-09-25,5.13552
2022-09-26,11.07941
2022-09-27,8.98716
2022-09-28,10.22349
2022-09-29,7.94103
2022-09-30,7.51307
2022-10-01,3.99429
2022-10-02,4.99286
2022-10-03,5.46837
2022-10-04,9.74797
2022-10-05,12.31573
2022-10-06,9.70042
2022-10-07,8.41654
2022-10-08,4.51735
2022-10-09,4.3747
2022-10-10,6.6096
2022-10-11,10.74655
2022-10-12,10.74655
2022-10-13,12.12553
2022-10-14,12.88635
2022-10-15,7.46552
2022-10-16,7.79838
2022-10-17,21.01759
2022-10-18,21.92106
2022-10-19,28.72087
2022-10-20,43.36661
2022-10-21,32.81027
2022-10-22,21.35045
2022-10-23,7.70328
2022-10-24,11.45981
2022-10-25,8.03613
2022-10-26,7.89348
2022-10-27,10.55634
2022-10-28,7.70328
2022-10-29,6.13409
2022-10-30,4.89776
2022-10-31,12.36329
2022-11-01,12.8388
2022-11-02,19.40085
2022-11-03,19.11554
2022-11-04,17.07085
2022-11-05,11.07941
2022-11-06,5.32572
2022-11-07,10.46124
2022-11-08,7.94103
2022-11-09,8.51165
2022-11-10,10.9843
2022-11-11,9.60532
2022-11-12,5.04041
2022-11-13,4.61245
2022-11-14,7.75083
2022-11-15,7.22776
2022-11-16,6.46695
2022-11-17,6.99001
2022-11-18,4.4698
2022-11-19,3.61388
2022-11-20,3.51878
2022-11-21,6.6096
2022-11-22,5.56348
2022-11-23,5.70613
2022-11-24,6.84736
2022-11-25,6.46695
2022-11-26,3.99429
2022-11-27,4.99286
2022-11-28,8.46409
2022-11-29,8.7494
2022-11-30,7.18021
2022-12-01,6.75225
2022-12-02,6.4194
2022-12-03,4.04184
2022-12-04,5.27817
2022-12-05,8.32144
2022-12-06,7.03756
2022-12-07,10.08083
2022-12-08,7.41797
2022-12-09,7.22776
2022-12-10,4.18449
2022-12-11,4.66
2022-12-12,7.18021
2022-12-13,6.46695
2022-12-14,5.75368
2022-12-15,5.70613
2022-12-16,6.65715
2022-12-17,2.47265
2022-12-18,3.32857
2022-12-19,5.37327
2022-12-20,6.5145
2022-12-21,5.89633
2022-12-22,5.46837
2022-12-23,3.89919
2022-12-24,2.99572
2022-12-25,3.80408
2022-12-26,9.22491
2022-12-27,8.36899
2022-12-28,8.98716
2022-12-29,12.88635
2022-12-30,6.84736
2022-12-31,4.61245
2023-01-01,6.89491
2023-01-02,17.3086
2023-01-03,18.83024
2023-01-04,25.39229
2023-01-05,40.5611
2023-01-06,32.95292
2023-01-07,23.91821
2023-01-08,5.51592
2023-01-09,9.60532
2023-01-10,8.89205
2023-01-11,7.56062
2023-01-12,9.03471
2023-01-13,5.23062
2023-01-14,3.70898
2023-01-15,4.13694
2023-01-16,7.70328
2023-01-17,6.65715
2023-01-18,5.75368
2023-01-19,4.5649
2023-01-20,4.3747
2023-01-21,1.85449
2023-01-22,2.28245
2023-01-23,3.37612
2023-01-24,4.66
2023-01-25,6.13409
2023-01-26,5.04041
2023-01-27,6.7047
2023-01-28,4.42225
2023-01-29,4.51735
2023-01-30,8.5592
2023-01-31,6.84736
2023-02-01,8.27389
2023-02-02,7.03756
2023-02-03,5.99144
2023-02-04,4.2796
2023-02-05,6.75225
2023-02-06,7.94103
2023-02-07,8.27389
2023-02-08,7.89348
2023-02-09,7.32287
2023-02-10,7.56062
2023-02-11,4.32715
2023-02-12,4.75511
2023-02-13,8.70185
2023-02-14,6.84736
2023-02-15,6.4194
2023-02-16,7.65572
2023-02-17,7.60817
2023-02-18,4.2796
2023-02-19,5.51592
2023-02-20,6.94246
2023-02-21,8.08368
2023-02-22,8.27389
2023-02-23,7.41797
2023-02-24,7.79838
2023-02-25,4.75511
2023-02-26,4.2796
2023-02-27,9.17736
2023-02-28,8.03613
2023-03-01,6.75225
2023-03-02,9.89063
2023-03-03,7.37042
2023-03-04,5.61103
2023-03-05,5.89633
2023-03-06,10.41369
2023-03-07,11.45981
2023-03-08,8.8445
2023-03-09,9.60532
2023-03-10,8.5592
2023-03-11,5.61103
2023-03-12,6.46695
2023-03-13,10.60389
2023-03-14,12.50594
2023-03-15,10.93675
2023-03-16,12.41084
2023-03-17,14.26533
2023-03-18,6.89491
2023-03-19,8.03613
2023-03-20,17.45126
2023-03-21,15.12125
2023-03-22,16.31003
2023-03-23,16.97574
2023-03-24,18.21207
2023-03-25,11.07941
2023-03-26,13.69472
2023-03-27,28.24536
2023-03-28,29.81455
2023-03-29,40.08559
2023-03-30,60.77032
2023-03-31,50.97479
2023-04-01,30.52781
2023-04-02,13.21921
2023-04-03,16.26248
2023-04-04,17.4037
2023-04-05,15.12125
2023-04-06,18.59248
2023-04-07,14.45553
2023-04-08,8.22634
2023-04-09,9.79553
2023-04-10,18.83024
2023-04-11,17.49881
2023-04-12,27.7223
2023-04-13,33.47598
2023-04-14,29.19638
2023-04-15,19.78126
2023-04-16,8.46409
2023-04-17,12.74369
2023-04-18,10.08083
2023-04-19,7.94103
2023-04-20,8.32144
2023-04-21,7.41797
2023-04-22,6.75225
2023-04-23,5.56348
2023-04-24,9.41512
2023-04-25,9.08226
2023-04-26,8.93961
2023-04-27,8.79695
2023-04-28,6.84736
2023-04-29,5.61103
2023-04-30,3.89919
2023-05-01,6.7998
2023-05-02,9.55777
2023-05-03,8.22634
2023-05-04,6.27674
2023-05-05,4.2796
2023-05-06,4.75511
2023-05-07,5.61103
2023-05-08,9.03471
2023-05-09,11.36471
2023-05-10,9.65287
2023-05-11,10.9843
2023-05-12,10.7941
2023-05-13,6.13409
2023-05-14,5.42082
2023-05-15,8.93961
2023-05-16,7.70328
2023-05-17,7.84593
2023-05-18,7.46552
2023-05-19,6.7047
2023-05-20,3.89919
2023-05-21,4.61245
2023-05-22,6.6096
2023-05-23,8.60675
2023-05-24,7.51307
2023-05-25,8.08368
2023-05-26,6.13409
2023-05-27,4.51735
2023-05-28,4.3747
