date,상해보험추천
2023-08-08,44.89795
2023-08-09,18.36734
2023-08-10,44.89795
2023-08-11,53.06122
2023-08-12,34.69387
2023-08-13,12.24489
2023-08-14,14.28571
2023-08-15,40.81632
2023-08-16,20.40816
2023-08-17,55.10204
2023-08-18,44.89795
2023-08-19,30.61224
2023-08-20,16.32653
2023-08-21,44.89795
2023-08-22,28.57142
2023-08-23,30.61224
2023-08-24,73.46938
2023-08-25,48.97959
2023-08-26,28.57142
2023-08-27,22.44897
2023-08-28,32.65306
2023-08-29,55.10204
2023-08-30,48.97959
2023-08-31,46.93877
2023-09-01,38.77551
2023-09-02,14.28571
2023-09-03,22.44897
2023-09-04,34.69387
2023-09-05,40.81632
2023-09-06,30.61224
2023-09-07,46.93877
2023-09-08,16.32653
2023-09-09,24.48979
2023-09-10,32.65306
2023-09-11,40.81632
2023-09-12,34.69387
2023-09-13,16.32653
2023-09-14,46.93877
2023-09-15,63.2653
2023-09-16,38.77551
2023-09-17,16.32653
2023-09-18,34.69387
2023-09-19,40.81632
2023-09-20,24.48979
2023-09-21,59.18367
2023-09-22,40.81632
2023-09-23,30.61224
2023-09-24,32.65306
2023-09-25,30.61224
2023-09-26,38.77551
2023-09-27,28.57142
2023-09-28,14.28571
2023-09-29,12.24489
2023-10-02,16.32653
2023-10-03,10.20408
2023-10-04,48.97959
2023-10-05,44.89795
2023-10-06,55.10204
2023-10-07,16.32653
2023-10-08,34.69387
2023-10-09,22.44897
2023-10-10,18.36734
2023-10-11,38.77551
2023-10-12,18.36734
2023-10-13,26.53061
2023-10-14,18.36734
2023-10-15,26.53061
2023-10-16,22.44897
2023-10-17,16.32653
2023-10-18,48.97959
2023-10-19,57.14285
2023-10-20,32.65306
2023-10-21,26.53061
2023-10-22,24.48979
2023-10-23,34.69387
2023-10-24,57.14285
2023-10-25,48.97959
2023-10-26,32.65306
2023-10-27,30.61224
2023-10-29,30.61224
2023-10-30,44.89795
2023-10-31,69.38775
2023-11-01,38.77551
2023-11-02,36.73469
2023-11-03,48.97959
2023-11-05,14.28571
2023-11-06,20.40816
2023-11-07,30.61224
2023-11-08,34.69387
2023-11-09,18.36734
2023-11-10,28.57142
2023-11-11,14.28571
2023-11-12,20.40816
2023-11-13,38.77551
2023-11-14,30.61224
2023-11-15,75.5102
2023-11-16,42.85714
2023-11-17,34.69387
2023-11-18,14.28571
2023-11-19,16.32653
2023-11-20,30.61224
2023-11-21,28.57142
2023-11-22,55.10204
2023-11-23,61.22448
2023-11-24,63.2653
2023-11-25,24.48979
2023-11-26,20.40816
2023-11-27,32.65306
2023-11-28,48.97959
2023-11-29,51.0204
2023-11-30,63.2653
2023-12-01,38.77551
2023-12-02,30.61224
2023-12-03,55.10204
2023-12-04,79.59183
2023-12-05,40.81632
2023-12-06,75.5102
2023-12-07,42.85714
2023-12-08,24.48979
2023-12-09,44.89795
2023-12-10,14.28571
2023-12-11,61.22448
2023-12-12,55.10204
2023-12-13,53.06122
2023-12-14,30.61224
2023-12-15,57.14285
2023-12-16,20.40816
2023-12-17,48.97959
2023-12-18,83.67346
2023-12-19,46.93877
2023-12-20,28.57142
2023-12-21,32.65306
2023-12-22,26.53061
2023-12-23,14.28571
2023-12-24,30.61224
2023-12-25,10.20408
2023-12-26,30.61224
2023-12-27,53.06122
2023-12-28,67.34693
2023-12-29,42.85714
2023-12-30,22.44897
2023-12-31,20.40816
2024-01-01,26.53061
2024-01-02,51.0204
2024-01-03,65.30612
2024-01-04,57.14285
2024-01-05,59.18367
2024-01-06,30.61224
2024-01-07,24.48979
2024-01-08,79.59183
2024-01-09,65.30612
2024-01-10,44.89795
2024-01-11,65.30612
2024-01-12,61.22448
2024-01-13,57.14285
2024-01-14,53.06122
2024-01-15,73.46938
2024-01-16,57.14285
2024-01-17,75.5102
2024-01-18,100.0
2024-01-19,71.42857
2024-01-20,55.10204
2024-01-21,57.14285
2024-01-22,48.97959
2024-01-23,55.10204
2024-01-24,67.34693
2024-01-25,97.95918
2024-01-26,69.38775
2024-01-27,26.53061
2024-01-28,22.44897
2024-01-29,46.93877
2024-01-30,46.93877
2024-01-31,26.53061
2024-02-01,40.81632
2024-02-02,57.14285
2024-02-03,28.57142
2024-02-04,46.93877
2024-02-05,69.38775
2024-02-06,22.44897
2024-02-07,24.48979
2024-02-08,40.81632
2024-02-09,18.36734
2024-02-10,12.24489
2024-02-11,20.40816
2024-02-12,22.44897
2024-02-13,34.69387
2024-02-14,36.73469
2024-02-15,59.18367
2024-02-16,34.69387
2024-02-17,28.57142
2024-02-18,30.61224
2024-02-19,48.97959
2024-02-20,69.38775
2024-02-21,32.65306
2024-02-22,71.42857
2024-02-23,44.89795
2024-02-24,34.69387
2024-02-25,38.77551
2024-02-26,63.2653
2024-02-27,65.30612
2024-02-28,26.53061
2024-02-29,59.18367
2024-03-01,18.36734
2024-03-02,42.85714
2024-03-03,30.61224
2024-03-04,36.73469
2024-03-05,48.97959
2024-03-06,51.0204
2024-03-07,55.10204
2024-03-08,48.97959
2024-03-09,18.36734
2024-03-10,38.77551
2024-03-11,42.85714
2024-03-12,67.34693
2024-03-13,87.7551
2024-03-14,26.53061
2024-03-15,59.18367
2024-03-16,26.53061
2024-03-17,32.65306
2024-03-18,69.38775
2024-03-19,51.0204
2024-03-20,30.61224
