date,양도세
2020-11-13,7.66216
2020-11-14,6.15654
2020-11-15,5.96748
2020-11-16,8.72778
2020-11-17,10.02028
2020-11-18,9.43247
2020-11-19,10.8109
2020-11-20,9.38778
2020-11-21,7.48341
2020-11-22,7.21185
2020-11-23,10.66309
2020-11-24,12.69464
2020-11-25,11.8284
2020-11-26,11.07902
2020-11-27,9.03028
2020-11-28,7.62435
2020-11-29,7.26685
2020-11-30,9.92059
2020-12-01,9.51497
2020-12-02,9.31559
2020-12-03,8.73809
2020-12-04,7.8581
2020-12-05,7.2806
2020-12-06,6.82341
2020-12-07,8.91684
2020-12-08,9.11622
2020-12-09,8.94434
2020-12-10,9.20903
2020-12-11,8.89278
2020-12-12,7.24278
2020-12-13,6.60341
2020-12-14,8.38059
2020-12-15,8.52153
2020-12-16,8.05403
2020-12-17,12.13089
2020-12-18,12.63277
2020-12-19,7.95435
2020-12-20,8.26028
2020-12-21,11.0309
2020-12-22,10.0684
2020-12-23,9.21934
2020-12-24,7.81685
2020-12-25,6.34904
2020-12-26,7.43872
2020-12-27,7.94747
2020-12-28,14.59557
2020-12-29,11.34371
2020-12-30,9.09903
2020-12-31,8.31184
2021-01-01,9.37403
2021-01-02,9.5734
2021-01-03,7.58997
2021-01-04,10.0684
2021-01-05,9.14028
2021-01-06,11.02402
2021-01-07,9.15747
2021-01-08,8.04372
2021-01-09,6.85779
2021-01-10,16.18713
2021-01-11,26.83304
2021-01-12,19.31525
2021-01-13,16.04963
2021-01-14,13.0212
2021-01-15,15.11464
2021-01-16,10.88652
2021-01-17,9.42903
2021-01-18,20.21243
2021-01-19,16.78869
2021-01-20,11.84902
2021-01-21,11.56371
2021-01-22,10.24371
2021-01-23,9.16434
2021-01-24,8.21903
2021-01-25,10.49809
2021-01-26,9.93778
2021-01-27,10.23684
2021-01-28,9.15403
2021-01-29,8.38403
2021-01-30,7.5831
2021-01-31,7.28403
2021-02-01,8.30497
2021-02-02,9.22278
2021-02-03,8.91684
2021-02-04,8.48716
2021-02-05,7.79622
2021-02-06,6.14966
2021-02-07,6.0431
2021-02-08,8.93747
2021-02-09,7.90278
2021-02-10,6.91622
2021-02-11,5.42092
2021-02-12,5.69248
2021-02-13,6.18404
2021-02-14,6.14279
2021-02-15,9.2434
2021-02-16,9.22965
2021-02-17,8.45278
2021-02-18,8.20184
2021-02-19,7.44216
2021-02-20,6.61029
2021-02-21,6.19091
2021-02-22,8.11934
2021-02-23,7.8856
2021-02-24,7.1981
2021-02-25,7.05029
2021-02-26,6.33185
2021-02-27,6.5931
2021-02-28,6.00529
2021-03-01,5.88154
2021-03-02,7.07779
2021-03-03,7.40091
2021-03-04,6.48997
2021-03-05,6.26654
2021-03-06,5.3556
2021-03-07,5.02217
2021-03-08,7.3356
2021-03-09,6.90935
2021-03-10,6.67216
2021-03-11,6.7856
2021-03-12,6.10498
2021-03-13,5.67873
2021-03-14,5.23873
2021-03-15,8.23622
2021-03-16,9.52184
2021-03-17,8.64528
2021-03-18,8.01622
2021-03-19,7.21872
2021-03-20,5.76466
2021-03-21,5.79216
2021-03-22,7.98185
2021-03-23,7.34935
2021-03-24,7.56591
2021-03-25,6.94029
2021-03-26,6.42466
2021-03-27,5.26967
2021-03-28,5.18373
2021-03-29,10.40527
2021-03-30,10.36746
2021-03-31,8.49747
2021-04-01,6.66185
2021-04-02,6.35248
2021-04-03,5.31435
2021-04-04,5.96748
2021-04-05,7.84435
2021-04-06,6.85091
2021-04-07,7.08122
2021-04-08,7.31497
2021-04-09,7.53841
2021-04-10,5.27654
2021-04-11,5.36248
2021-04-12,7.3081
2021-04-13,7.08466
2021-04-14,6.68247
2021-04-15,7.12935
2021-04-16,6.73747
2021-04-17,5.61341
2021-04-18,6.42122
2021-04-19,9.15747
2021-04-20,9.47372
2021-04-21,8.41153
2021-04-22,7.5006
2021-04-23,10.11996
2021-04-24,6.17029
2021-04-25,6.34216
2021-04-26,8.61434
2021-04-27,7.96466
2021-04-28,8.11247
2021-04-29,7.01935
2021-04-30,5.9331
2021-05-01,5.12529
2021-05-02,4.71967
2021-05-03,6.85435
2021-05-04,6.27341
2021-05-05,5.10123
2021-05-06,7.74466
2021-05-07,6.99529
2021-05-08,5.99498
2021-05-09,6.20123
2021-05-10,9.18153
2021-05-11,9.38778
2021-05-12,10.71809
2021-05-13,11.75965
2021-05-14,12.16871
2021-05-15,9.54934
2021-05-16,8.38059
2021-05-17,12.92152
2021-05-18,11.38496
2021-05-19,11.31277
2021-05-20,14.02495
2021-05-21,14.82245
2021-05-22,9.53559
2021-05-23,8.30497
2021-05-24,12.99027
2021-05-25,13.33402
2021-05-26,11.3884
2021-05-27,25.34117
2021-05-28,15.10089
2021-05-29,8.18122
2021-05-30,25.55429
2021-05-31,42.0508
2021-06-01,49.3589
2021-06-02,20.23993
2021-06-03,13.27214
2021-06-04,11.26808
2021-06-05,9.05434
2021-06-06,9.67309
2021-06-07,16.38307
2021-06-08,23.69461
2021-06-09,16.69932
2021-06-10,12.01402
2021-06-11,12.43683
2021-06-12,7.71028
2021-06-13,7.54185
2021-06-14,10.57027
2021-06-15,9.91028
2021-06-16,10.61496
2021-06-17,10.09246
2021-06-18,25.49929
2021-06-19,19.11244
2021-06-20,9.80715
2021-06-21,13.59527
2021-06-22,11.10996
2021-06-23,10.25059
2021-06-24,8.58684
2021-06-25,7.34935
2021-06-26,5.80248
2021-06-27,6.12216
2021-06-28,8.67622
2021-06-29,8.47341
2021-06-30,9.17122
2021-07-01,7.0881
2021-07-02,6.8681
2021-07-03,5.38998
2021-07-04,6.4556
2021-07-05,8.41841
2021-07-06,7.12935
2021-07-07,7.52122
2021-07-08,15.3587
2021-07-09,8.01278
2021-07-10,6.12904
2021-07-11,6.58966
2021-07-12,10.01684
2021-07-13,9.34309
2021-07-14,7.94747
2021-07-15,7.42497
2021-07-16,7.34247
2021-07-17,5.4106
2021-07-18,5.9331
2021-07-19,8.38747
2021-07-20,9.28122
2021-07-21,7.85466
2021-07-22,6.91279
2021-07-23,6.61716
2021-07-24,5.39685
2021-07-25,6.01904
2021-07-26,6.58279
2021-07-27,7.47653
2021-07-28,7.90622
2021-07-29,7.0881
2021-07-30,6.99529
2021-07-31,5.17685
2021-08-01,9.70403
2021-08-02,25.00085
2021-08-03,17.019
2021-08-04,9.99278
2021-08-05,10.12684
2021-08-06,9.58372
2021-08-07,8.97528
2021-08-08,7.76872
2021-08-09,10.71809
2021-08-10,11.40215
2021-08-11,11.13402
2021-08-12,9.19184
2021-08-13,8.41497
2021-08-14,6.9506
2021-08-15,6.57247
2021-08-16,7.84778
2021-08-17,9.53903
2021-08-18,9.56653
2021-08-19,15.33463
2021-08-20,10.72496
2021-08-21,7.10185
2021-08-22,6.4831
2021-08-23,9.81746
2021-08-24,8.90997
2021-08-25,10.52902
2021-08-26,9.0509
2021-08-27,7.59341
2021-08-28,6.13935
2021-08-29,7.24622
2021-08-30,9.99278
2021-08-31,10.04778
2021-09-01,8.69341
2021-09-02,7.80653
2021-09-03,7.96466
2021-09-04,6.28373
2021-09-05,6.11873
2021-09-06,8.24653
2021-09-07,7.72403
2021-09-08,7.49028
2021-09-09,7.12935
2021-09-10,6.63091
2021-09-11,5.3831
2021-09-12,5.83341
2021-09-13,9.12997
2021-09-14,8.48716
2021-09-15,7.99216
2021-09-16,8.14341
2021-09-17,7.20841
2021-09-18,4.98092
2021-09-19,4.56498
2021-09-20,4.53748
2021-09-21,5.36935
2021-09-22,5.6031
2021-09-23,7.89591
2021-09-24,8.34622
2021-09-25,6.70654
2021-09-26,5.97779
2021-09-27,8.90653
2021-09-28,8.65559
2021-09-29,8.37372
2021-09-30,8.42872
2021-10-01,6.46247
2021-10-02,5.48967
2021-10-03,6.71341
2021-10-04,6.45904
2021-10-05,9.04059
2021-10-06,8.51122
2021-10-07,8.32903
2021-10-08,6.68591
2021-10-09,4.88467
2021-10-10,5.15967
2021-10-11,6.26998
2021-10-12,7.96466
2021-10-13,7.56935
2021-10-14,7.43872
2021-10-15,6.8956
2021-10-16,5.02904
2021-10-17,4.97404
2021-10-18,6.21841
2021-10-19,6.71685
2021-10-20,7.07779
2021-10-21,7.16029
2021-10-22,7.08122
2021-10-23,4.60967
2021-10-24,4.88123
2021-10-25,9.4634
2021-10-26,9.8209
2021-10-27,6.58622
2021-10-28,6.46935
2021-10-29,6.32841
2021-10-30,4.42404
2021-10-31,5.04967
2021-11-01,6.91622
2021-11-02,7.30122
2021-11-03,6.57591
2021-11-04,6.51404
2021-11-05,6.12216
2021-11-06,4.33467
2021-11-07,4.47217
2021-11-08,6.84404
2021-11-09,6.78904
2021-11-10,6.93685
2021-11-11,6.3731
2021-11-12,5.40029
2021-11-13,4.64748
2021-11-14,7.29091
2021-11-15,13.82558
2021-11-16,10.88996
2021-11-17,9.47372
2021-11-18,10.67684
2021-11-19,8.45622
2021-11-20,5.92279
2021-11-21,6.1256
2021-11-22,10.1234
2021-11-23,9.14715
2021-11-24,7.4456
2021-11-25,8.07122
2021-11-26,9.4359
2021-11-27,6.84747
2021-11-28,6.70997
2021-11-29,25.47179
2021-11-30,43.99298
2021-12-01,30.75521
2021-12-02,21.98618
2021-12-03,16.70963
2021-12-04,7.54185
2021-12-05,8.8584
2021-12-06,27.97772
2021-12-07,38.94675
2021-12-08,29.24272
2021-12-09,17.79931
2021-12-10,9.21934
2021-12-11,7.61403
2021-12-12,7.9406
2021-12-13,13.31339
2021-12-14,14.3962
2021-12-15,13.87026
2021-12-16,10.99996
2021-12-17,8.37028
2021-12-18,6.28716
2021-12-19,6.71685
2021-12-20,10.96559
2021-12-21,12.93527
2021-12-22,12.66371
2021-12-23,8.79309
2021-12-24,5.76466
2021-12-25,5.04279
2021-12-26,6.8131
2021-12-27,9.1884
2021-12-28,11.35402
2021-12-29,9.31903
2021-12-30,7.83403
2021-12-31,5.69248
2022-01-01,4.81935
2022-01-02,5.40373
2022-01-03,7.09154
2022-01-04,6.95747
2022-01-05,6.50029
2022-01-06,7.05372
2022-01-07,5.95373
2022-01-08,4.65092
2022-01-09,5.48623
2022-01-10,7.80997
2022-01-11,6.6756
2022-01-12,5.88841
2022-01-13,5.67873
2022-01-14,5.26623
2022-01-15,4.85717
2022-01-16,4.43436
2022-01-17,5.63748
2022-01-18,5.47935
2022-01-19,5.4931
2022-01-20,5.40029
2022-01-21,4.66811
2022-01-22,4.38279
2022-01-23,4.22467
2022-01-24,5.58248
2022-01-25,4.96029
2022-01-26,5.06342
2022-01-27,9.60434
2022-01-28,6.30091
2022-01-29,4.09061
2022-01-30,4.11467
2022-01-31,4.08373
2022-02-01,4.23842
2022-02-02,4.44811
2022-02-03,7.6656
2022-02-04,6.47622
2022-02-05,5.31779
2022-02-06,5.04967
2022-02-07,6.64466
2022-02-08,5.6581
2022-02-09,6.22873
2022-02-10,5.56185
2022-02-11,5.58592
2022-02-12,4.61311
2022-02-13,4.60279
2022-02-14,6.32154
2022-02-15,5.96404
2022-02-16,5.39342
2022-02-17,5.58592
2022-02-18,4.92248
2022-02-19,3.8878
2022-02-20,4.23842
2022-02-21,8.46309
2022-02-22,8.39434
2022-02-23,5.61685
2022-02-24,5.67529
2022-02-25,4.73342
2022-02-26,3.83623
2022-02-27,3.9978
2022-02-28,4.68186
2022-03-01,3.81217
2022-03-02,4.61311
2022-03-03,4.69217
2022-03-04,4.37248
2022-03-05,3.95655
2022-03-06,3.5853
2022-03-07,4.93967
2022-03-08,5.08404
2022-03-09,4.56154
2022-03-10,16.54463
2022-03-11,10.51184
2022-03-12,6.52091
2022-03-13,7.73778
2022-03-14,8.46653
2022-03-15,8.53872
2022-03-16,8.99934
2022-03-17,7.02279
2022-03-18,6.49341
2022-03-19,5.05998
2022-03-20,5.17342
2022-03-21,7.1431
2022-03-22,6.7856
2022-03-23,8.33247
2022-03-24,7.17404
2022-03-25,5.8781
2022-03-26,4.99467
2022-03-27,4.53404
2022-03-28,6.36623
2022-03-29,6.16685
2022-03-30,6.82341
2022-03-31,25.37898
2022-04-01,21.91399
2022-04-02,8.97528
2022-04-03,7.9681
2022-04-04,13.50245
2022-04-05,10.42934
2022-04-06,8.48716
2022-04-07,7.95091
2022-04-08,6.94029
2022-04-09,4.95342
2022-04-10,5.60998
2022-04-11,11.31965
2022-04-12,9.14372
2022-04-13,7.10872
2022-04-14,6.59654
2022-04-15,5.35904
2022-04-16,3.92561
2022-04-17,4.42061
2022-04-18,6.56904
2022-04-19,6.93341
2022-04-20,6.62747
2022-04-21,5.60654
2022-04-22,5.0256
2022-04-23,3.92561
2022-04-24,4.14561
2022-04-25,6.54154
2022-04-26,6.21154
2022-04-27,5.66498
2022-04-28,5.98123
2022-04-29,5.4931
2022-04-30,4.49967
2022-05-01,4.19373
2022-05-02,6.8131
2022-05-03,6.87841
2022-05-04,9.98934
2022-05-05,5.89873
2022-05-06,6.28373
2022-05-07,4.97748
2022-05-08,5.86091
2022-05-09,16.57557
2022-05-10,25.77085
2022-05-11,16.12869
2022-05-12,12.81839
2022-05-13,8.37716
2022-05-14,5.66154
2022-05-15,4.8331
2022-05-16,8.03341
2022-05-17,7.09841
2022-05-18,6.16341
2022-05-19,5.93654
2022-05-20,5.3006
2022-05-21,4.08373
2022-05-22,3.78123
2022-05-23,5.73716
2022-05-24,5.74748
2022-05-25,4.91904
2022-05-26,4.87779
2022-05-27,4.91217
2022-05-28,3.4753
2022-05-29,3.75717
2022-05-30,6.1531
2022-05-31,5.55154
2022-06-01,3.5578
2022-06-02,4.59592
2022-06-03,3.89123
2022-06-04,3.27592
2022-06-05,3.13842
2022-06-06,4.15936
2022-06-07,5.03935
2022-06-08,4.57529
2022-06-09,4.53404
2022-06-10,4.58904
2022-06-11,3.07655
2022-06-12,3.74342
2022-06-13,4.8606
2022-06-14,4.40342
2022-06-15,4.06998
2022-06-16,6.8131
2022-06-17,5.68216
2022-06-18,3.51998
2022-06-19,3.28623
2022-06-20,4.91904
2022-06-21,13.16902
2022-06-22,8.90653
2022-06-23,5.53092
2022-06-24,4.24186
2022-06-25,3.05936
2022-06-26,3.5028
2022-06-27,4.71967
2022-06-28,4.25904
2022-06-29,4.03904
2022-06-30,4.95685
2022-07-01,3.85686
2022-07-02,2.79124
2022-07-03,3.11436
2022-07-04,3.90498
2022-07-05,3.9153
2022-07-06,3.89123
2022-07-07,4.03217
2022-07-08,3.37561
2022-07-09,2.47499
2022-07-10,3.01124
2022-07-11,4.60623
2022-07-12,4.07686
2022-07-13,3.78811
2022-07-14,4.85373
2022-07-15,3.93936
2022-07-16,2.5953
2022-07-17,2.69842
2022-07-18,4.19717
2022-07-19,3.88092
2022-07-20,3.87405
2022-07-21,5.93654
2022-07-22,5.90904
2022-07-23,3.10405
2022-07-24,2.95967
2022-07-25,7.56935
2022-07-26,5.21123
2022-07-27,4.15936
2022-07-28,3.58873
2022-07-29,3.51311
2022-07-30,2.63655
2022-07-31,2.58499
2022-08-01,4.05279
2022-08-02,3.46155
2022-08-03,3.11436
2022-08-04,3.5028
2022-08-05,3.46498
2022-08-06,2.5403
2022-08-07,3.23467
2022-08-08,3.62655
2022-08-09,3.15905
2022-08-10,3.68498
2022-08-11,3.18311
2022-08-12,3.26905
2022-08-13,2.68124
2022-08-14,2.33405
2022-08-15,2.86342
2022-08-16,3.67467
2022-08-17,3.58186
2022-08-18,3.50967
2022-08-19,3.35155
2022-08-20,2.72592
2022-08-21,2.63311
2022-08-22,4.04936
2022-08-23,4.19717
2022-08-24,3.54061
2022-08-25,3.6678
2022-08-26,3.43748
2022-08-27,2.52999
2022-08-28,2.57811
2022-08-29,3.98405
2022-08-30,3.56123
2022-08-31,3.54061
2022-09-01,3.58186
2022-09-02,3.1178
2022-09-03,2.33405
2022-09-04,2.58155
2022-09-05,3.10749
2022-09-06,2.94592
2022-09-07,3.11436
2022-09-08,2.5403
2022-09-09,2.01093
2022-09-10,2.2103
2022-09-11,2.21374
2022-09-12,3.15217
2022-09-13,4.06311
2022-09-14,4.30029
2022-09-15,3.99092
2022-09-16,3.68155
2022-09-17,2.85655
2022-09-18,2.70874
2022-09-19,3.93936
2022-09-20,3.71936
2022-09-21,6.41435
2022-09-22,5.6306
2022-09-23,3.95998
2022-09-24,2.69842
2022-09-25,2.93561
2022-09-26,4.21092
2022-09-27,3.7503
2022-09-28,3.72623
2022-09-29,3.88092
2022-09-30,3.43748
2022-10-01,2.70874
2022-10-02,2.69155
2022-10-03,3.57498
2022-10-04,3.82248
2022-10-05,3.98748
2022-10-06,3.58186
2022-10-07,3.16249
2022-10-08,2.37186
2022-10-09,2.38905
2022-10-10,3.21405
2022-10-11,4.04936
2022-10-12,3.96342
2022-10-13,5.77154
2022-10-14,4.34498
2022-10-15,3.03186
2022-10-16,3.11092
2022-10-17,4.14217
2022-10-18,3.66436
2022-10-19,3.89123
2022-10-20,4.43779
2022-10-21,3.5578
2022-10-22,2.89436
2022-10-23,2.77749
2022-10-24,3.78123
2022-10-25,3.75717
2022-10-26,3.98405
2022-10-27,4.17654
2022-10-28,3.67811
2022-10-29,2.63311
2022-10-30,2.12436
2022-10-31,3.3928
2022-11-01,3.33092
2022-11-02,3.3378
2022-11-03,3.48905
2022-11-04,3.63342
2022-11-05,2.73624
2022-11-06,2.58499
2022-11-07,3.70905
2022-11-08,4.08029
2022-11-09,3.38936
2022-11-10,7.14654
2022-11-11,4.49623
2022-11-12,3.17624
2022-11-13,3.49936
2022-11-14,5.20435
2022-11-15,4.57186
2022-11-16,3.93592
2022-11-17,3.90155
2022-11-18,3.71592
2022-11-19,2.60905
2022-11-20,2.89436
2022-11-21,4.40342
2022-11-22,5.96404
2022-11-23,4.37248
2022-11-24,3.67123
2022-11-25,3.45467
2022-11-26,2.51624
2022-11-27,2.8703
2022-11-28,3.64717
2022-11-29,3.77092
2022-11-30,3.30342
2022-12-01,3.22436
2022-12-02,2.91155
2022-12-03,1.77718
2022-12-04,2.43374
2022-12-05,3.38592
2022-12-06,3.29998
2022-12-07,3.71592
2022-12-08,4.25904
2022-12-09,3.7228
2022-12-10,2.92874
2022-12-11,2.90467
2022-12-12,4.92935
2022-12-13,4.42061
2022-12-14,6.19091
2022-12-15,5.40029
2022-12-16,4.55123
2022-12-17,2.82905
2022-12-18,3.00092
2022-12-19,4.02186
2022-12-20,3.89123
2022-12-21,11.04465
2022-12-22,10.69746
2022-12-23,7.78247
2022-12-24,5.30748
2022-12-25,4.71279
2022-12-26,7.1706
2022-12-27,7.14654
2022-12-28,5.8781
2022-12-29,4.83998
2022-12-30,4.15592
2022-12-31,2.89436
2023-01-01,5.9056
2023-01-02,7.88216
2023-01-03,9.1334
2023-01-04,9.90684
2023-01-05,7.23935
2023-01-06,5.50342
2023-01-07,4.19029
2023-01-08,5.62716
2023-01-09,6.15654
2023-01-10,5.1631
2023-01-11,5.13904
2023-01-12,6.88185
2023-01-13,4.96373
2023-01-14,3.56467
2023-01-15,4.50998
2023-01-16,4.85373
2023-01-17,4.82623
2023-01-18,4.17654
2023-01-19,4.12154
2023-01-20,3.53717
2023-01-21,2.9803
2023-01-22,3.08686
2023-01-23,3.27248
2023-01-24,3.26217
2023-01-25,4.50654
2023-01-26,5.58592
2023-01-27,5.0806
2023-01-28,3.56467
2023-01-29,3.47873
2023-01-30,5.41748
2023-01-31,4.74373
2023-02-01,4.54092
2023-02-02,4.25217
2023-02-03,4.14217
2023-02-04,3.62311
2023-02-05,3.69873
2023-02-06,4.78154
2023-02-07,4.63373
2023-02-08,4.44467
2023-02-09,4.34154
2023-02-10,4.26936
2023-02-11,3.38592
2023-02-12,3.2278
2023-02-13,4.43779
2023-02-14,4.21779
2023-02-15,4.03217
2023-02-16,3.94967
2023-02-17,3.82936
2023-02-18,3.15217
2023-02-19,3.05936
2023-02-20,4.28311
2023-02-21,3.91186
2023-02-22,3.79155
2023-02-23,3.84311
2023-02-24,3.62998
2023-02-25,3.13499
2023-02-26,2.79124
2023-02-27,3.9153
2023-02-28,3.79842
2023-03-01,3.34811
2023-03-02,3.75373
2023-03-03,3.3928
2023-03-04,3.13155
2023-03-05,3.09717
2023-03-06,3.97373
2023-03-07,3.81905
2023-03-08,3.7228
2023-03-09,3.60248
2023-03-10,3.13842
2023-03-11,2.55749
2023-03-12,2.4853
2023-03-13,3.75373
2023-03-14,3.85342
2023-03-15,3.7503
2023-03-16,3.69186
2023-03-17,3.44436
2023-03-18,2.80155
2023-03-19,2.89436
2023-03-20,4.13529
2023-03-21,3.79155
2023-03-22,4.13186
2023-03-23,3.88092
2023-03-24,3.34811
2023-03-25,2.65717
2023-03-26,2.71217
2023-03-27,3.78467
2023-03-28,3.72623
2023-03-29,3.46842
2023-03-30,3.39967
2023-03-31,3.17967
2023-04-01,2.19311
2023-04-02,2.54717
2023-04-03,3.34123
2023-04-04,3.98061
2023-04-05,3.8328
2023-04-06,3.69873
2023-04-07,3.37217
2023-04-08,2.7328
2023-04-09,2.73624
2023-04-10,4.26592
2023-04-11,3.91186
2023-04-12,4.06311
2023-04-13,3.98405
2023-04-14,3.56467
2023-04-15,2.8978
2023-04-16,3.08686
2023-04-17,4.43779
2023-04-18,4.34842
2023-04-19,4.00123
2023-04-20,3.66436
2023-04-21,3.53373
2023-04-22,2.61592
2023-04-23,2.63655
2023-04-24,4.28311
2023-04-25,4.01498
2023-04-26,3.93248
2023-04-27,3.59217
2023-04-28,3.34467
2023-04-29,2.79467
2023-04-30,2.42686
2023-05-01,3.47873
2023-05-02,3.94623
2023-05-03,3.78811
2023-05-04,3.88092
2023-05-05,2.7878
2023-05-06,2.65717
2023-05-07,2.88061
2023-05-08,3.85686
2023-05-09,4.30717
2023-05-10,4.06311
2023-05-11,3.9153
2023-05-12,3.44092
2023-05-13,2.94249
2023-05-14,2.91155
2023-05-15,4.36904
2023-05-16,4.18686
2023-05-17,3.74342
2023-05-18,3.82592
2023-05-19,3.65405
2023-05-20,2.65374
2023-05-21,2.71561
2023-05-22,4.11811
2023-05-23,4.03904
2023-05-24,4.02873
2023-05-25,3.97717
2023-05-26,3.42373
2023-05-27,2.79124
2023-05-28,2.53686
