date,국민은행주택담보대출금리
2023-05-30,51.35135
2023-05-31,50.93555
2023-06-01,36.59043
2023-06-02,30.76923
2023-06-03,16.63201
2023-06-04,39.08523
2023-06-05,51.76715
2023-06-06,30.97713
2023-06-07,50.93555
2023-06-08,40.54054
2023-06-09,40.54054
2023-06-10,22.66112
2023-06-11,20.79002
2023-06-12,46.36174
2023-06-13,41.58004
2023-06-14,38.87733
2023-06-15,36.17463
2023-06-16,35.75883
2023-06-17,15.17671
2023-06-18,18.29521
2023-06-19,38.87733
2023-06-20,34.51143
2023-06-21,39.70893
2023-06-22,36.59043
2023-06-23,31.60083
2023-06-24,18.71101
2023-06-25,19.54261
2023-06-26,40.12474
2023-06-27,37.00623
2023-06-28,41.78794
2023-06-29,30.97713
2023-06-30,32.84823
2023-07-01,20.79002
2023-07-02,17.04781
2023-07-03,39.91683
2023-07-04,40.74844
2023-07-05,35.55093
2023-07-06,31.18503
2023-07-07,32.01663
2023-07-08,16.83991
2023-07-09,19.12681
2023-07-10,37.42203
2023-07-11,39.91683
2023-07-12,35.13513
2023-07-13,36.79833
2023-07-14,28.69022
2023-07-15,14.96881
2023-07-16,17.87941
2023-07-17,40.95634
2023-07-18,32.64033
2023-07-19,32.22453
2023-07-20,34.92723
2023-07-21,29.31392
2023-07-22,18.91891
2023-07-23,20.58212
2023-07-24,32.84823
2023-07-25,33.67983
2023-07-26,29.10602
2023-07-27,36.59043
2023-07-28,32.22453
2023-07-29,19.12681
2023-07-30,17.46361
2023-07-31,33.67983
2023-08-01,35.55093
2023-08-02,25.15592
2023-08-03,27.44282
2023-08-04,25.98752
2023-08-05,12.47401
2023-08-06,14.76091
2023-08-07,39.08523
2023-08-08,31.60083
2023-08-09,32.84823
2023-08-10,31.39293
2023-08-11,35.13513
2023-08-12,16.42411
2023-08-13,25.15592
2023-08-14,38.25363
2023-08-15,23.70062
2023-08-16,41.78794
2023-08-17,35.34303
2023-08-18,26.61122
2023-08-19,19.12681
2023-08-20,20.16632
2023-08-21,41.99584
2023-08-22,42.82744
2023-08-23,44.90644
2023-08-24,43.03534
2023-08-25,29.93762
2023-08-26,16.42411
2023-08-27,19.95841
2023-08-28,41.37214
2023-08-29,36.17463
2023-08-30,36.17463
2023-08-31,33.67983
2023-09-01,33.05613
2023-09-02,15.80041
2023-09-03,20.99792
2023-09-04,35.55093
2023-09-05,35.75883
2023-09-06,33.26403
2023-09-07,29.52182
2023-09-08,28.69022
2023-09-09,18.50311
2023-09-10,15.38461
2023-09-11,33.88773
2023-09-12,39.50103
2023-09-13,30.56133
2023-09-14,35.34303
2023-09-15,28.89812
2023-09-16,16.63201
2023-09-17,17.04781
2023-09-18,33.67983
2023-09-19,24.94802
2023-09-20,26.81912
2023-09-21,24.53222
2023-09-22,20.16632
2023-09-23,13.30561
2023-09-24,17.04781
2023-09-25,30.14553
2023-09-26,28.89812
2023-09-27,22.24532
2023-09-28,9.5634
2023-09-29,10.18711
2023-09-30,11.43451
2023-10-01,10.39501
2023-10-02,16.21621
2023-10-03,20.58212
2023-10-04,39.29313
2023-10-05,36.17463
2023-10-06,30.35343
2023-10-07,18.29521
2023-10-08,14.76091
2023-10-09,21.62162
2023-10-10,37.21413
2023-10-11,43.03534
2023-10-12,33.88773
2023-10-13,30.35343
2023-10-14,16.21621
2023-10-15,17.25571
2023-10-16,43.86694
2023-10-17,35.13513
2023-10-18,29.72972
2023-10-19,44.07484
2023-10-20,29.72972
2023-10-21,17.67151
2023-10-22,17.67151
2023-10-23,34.92723
2023-10-24,38.66943
2023-10-25,30.14553
2023-10-26,30.14553
2023-10-27,25.57172
2023-10-28,18.50311
2023-10-29,21.20582
2023-10-30,42.82744
2023-10-31,39.08523
2023-11-01,34.92723
2023-11-02,34.09563
2023-11-03,28.69022
2023-11-04,19.54261
2023-11-05,21.41372
2023-11-06,37.21413
2023-11-07,28.89812
2023-11-08,40.54054
2023-11-09,36.17463
2023-11-10,32.64033
2023-11-11,14.76091
2023-11-12,15.38461
2023-11-13,41.58004
2023-11-14,35.75883
2023-11-15,35.55093
2023-11-16,35.96673
2023-11-17,22.86902
2023-11-18,11.43451
2023-11-19,18.50311
2023-11-20,54.26195
2023-11-21,67.15176
2023-11-22,56.54885
2023-11-23,40.74844
2023-11-24,47.81704
2023-11-25,23.90852
2023-11-26,23.28482
2023-11-27,45.32224
2023-11-28,51.76715
2023-11-29,39.91683
2023-11-30,44.69854
2023-12-01,31.39293
2023-12-02,20.58212
2023-12-03,23.28482
2023-12-04,39.08523
2023-12-05,39.50103
2023-12-06,38.25363
2023-12-07,40.12474
2023-12-08,31.80873
2023-12-09,20.99792
2023-12-10,26.61122
2023-12-11,49.48024
2023-12-12,44.69854
2023-12-13,43.45114
2023-12-14,44.49064
2023-12-15,45.53014
2023-12-16,20.99792
2023-12-17,18.91891
2023-12-18,39.29313
2023-12-19,41.78794
2023-12-20,44.49064
2023-12-21,38.66943
2023-12-22,30.14553
2023-12-23,16.63201
2023-12-24,19.75051
2023-12-25,33.05613
2023-12-26,57.58835
2023-12-27,55.30145
2023-12-28,42.61954
2023-12-29,34.09563
2023-12-30,18.50311
2023-12-31,21.20582
2024-01-01,33.26403
2024-01-02,52.59875
2024-01-03,50.10395
2024-01-04,45.32224
2024-01-05,39.91683
2024-01-06,21.20582
2024-01-07,31.80873
2024-01-08,56.75675
2024-01-09,99.16839
2024-01-10,89.18918
2024-01-11,96.46569
2024-01-12,69.64656
2024-01-13,35.13513
2024-01-14,53.43035
2024-01-15,100.0
2024-01-16,74.63617
2024-01-17,68.39916
2024-01-18,61.33056
2024-01-19,56.13305
2024-01-20,30.35343
2024-01-21,28.06652
2024-01-22,78.58627
2024-01-23,67.15176
2024-01-24,74.63617
2024-01-25,72.97297
2024-01-26,64.86486
2024-01-27,39.50103
2024-01-28,39.91683
2024-01-29,76.29937
2024-01-30,88.98128
2024-01-31,91.26819
2024-02-01,77.75467
2024-02-02,61.74636
2024-02-03,35.96673
2024-02-04,33.88773
2024-02-05,66.73596
2024-02-06,56.34095
2024-02-07,48.44074
2024-02-08,46.56964
2024-02-09,17.46361
2024-02-10,18.91891
2024-02-11,25.57172
2024-02-12,35.96673
2024-02-13,74.63617
2024-02-14,70.27027
2024-02-15,73.59667
2024-02-16,51.35135
2024-02-17,33.88773
2024-02-18,31.39293
2024-02-19,69.43866
2024-02-20,61.53846
2024-02-21,71.72557
2024-02-22,54.05405
2024-02-23,53.01455
2024-02-24,28.69022
2024-02-25,32.43243
2024-02-26,63.61746
2024-02-27,50.72765
2024-02-28,40.95634
2024-02-29,48.23284
2024-03-01,31.39293
2024-03-02,22.45322
2024-03-03,24.74012
2024-03-04,59.25155
2024-03-05,47.81704
2024-03-06,46.77754
2024-03-07,38.25363
2024-03-08,32.22453
2024-03-09,23.07692
2024-03-10,21.62162
2024-03-11,48.02494
2024-03-12,45.32224
2024-03-13,41.58004
2024-03-14,41.37214
2024-03-15,31.39293
2024-03-16,20.16632
2024-03-17,24.94802
2024-03-18,45.94594
2024-03-19,44.90644
2024-03-20,41.37214
