date,예금이자높은은행
2021-03-23,5.62983
2021-03-24,5.7266
2021-03-25,7.37156
2021-03-26,6.2368
2021-03-27,3.8881
2021-03-28,4.23117
2021-03-29,6.2368
2021-03-30,6.18402
2021-03-31,6.7558
2021-04-01,6.52709
2021-04-02,5.40112
2021-04-03,3.8881
2021-04-04,3.44827
2021-04-05,5.87614
2021-04-06,5.58585
2021-04-07,5.09324
2021-04-08,4.58304
2021-04-09,4.34553
2021-04-10,2.63898
2021-04-11,2.93807
2021-04-12,5.02287
2021-04-13,5.15482
2021-04-14,5.09324
2021-04-15,5.11963
2021-04-16,4.75017
2021-04-17,2.8413
2021-04-18,2.73574
2021-04-19,4.82934
2021-04-20,5.63863
2021-04-21,4.78536
2021-04-22,4.70619
2021-04-23,5.02287
2021-04-24,3.04363
2021-04-25,2.93807
2021-04-26,4.77656
2021-04-27,4.9261
2021-04-28,4.63581
2021-04-29,4.46868
2021-04-30,4.4247
2021-05-01,3.17558
2021-05-02,2.86769
2021-05-03,4.78536
2021-05-04,4.81175
2021-05-05,3.43068
2021-05-06,4.75017
2021-05-07,5.47149
2021-05-08,2.51583
2021-05-09,2.73574
2021-05-10,5.63863
2021-05-11,4.56544
2021-05-12,4.79415
2021-05-13,4.4071
2021-05-14,4.32793
2021-05-15,2.61259
2021-05-16,3.08761
2021-05-17,5.54187
2021-05-18,5.28676
2021-05-19,3.25475
2021-05-20,5.33954
2021-05-21,4.59183
2021-05-22,2.6038
2021-05-23,2.90288
2021-05-24,5.26038
2021-05-25,5.77058
2021-05-26,5.4451
2021-05-27,5.09324
2021-05-28,4.75897
2021-05-29,2.44546
2021-05-30,2.73574
2021-05-31,5.75299
2021-06-01,5.9641
2021-06-02,4.98768
2021-06-03,4.28395
2021-06-04,3.85292
2021-06-05,2.36629
2021-06-06,2.49824
2021-06-07,4.72378
2021-06-08,4.23997
2021-06-09,3.97607
2021-06-10,3.97607
2021-06-11,3.30752
2021-06-12,2.0672
2021-06-13,2.8413
2021-06-14,4.59183
2021-06-15,4.89971
2021-06-16,4.18719
2021-06-17,4.63581
2021-06-18,4.53026
2021-06-19,2.46305
2021-06-20,2.44546
2021-06-21,5.19
2021-06-22,4.34553
2021-06-23,4.58304
2021-06-24,5.17241
2021-06-25,5.28676
2021-06-26,3.24595
2021-06-27,3.21956
2021-06-28,5.66502
2021-06-29,5.05805
2021-06-30,5.24278
2021-07-01,5.11963
2021-07-02,4.89092
2021-07-03,3.09641
2021-07-04,3.07881
2021-07-05,4.9261
2021-07-06,5.09324
2021-07-07,4.81175
2021-07-08,4.02885
2021-07-09,3.6418
2021-07-10,2.93807
2021-07-11,2.88529
2021-07-12,3.85292
2021-07-13,4.32793
2021-07-14,3.98486
2021-07-15,4.38071
2021-07-16,3.99366
2021-07-17,2.86769
2021-07-18,2.70935
2021-07-19,4.38951
2021-07-20,4.56544
2021-07-21,4.68859
2021-07-22,4.75017
2021-07-23,5.21639
2021-07-24,3.38669
2021-07-25,3.70337
2021-07-26,5.4539
2021-07-27,5.77058
2021-07-28,4.96129
2021-07-29,5.84975
2021-07-30,4.88212
2021-07-31,3.01724
2021-08-01,3.3603
2021-08-02,5.27797
2021-08-03,5.92012
2021-08-04,4.77656
2021-08-05,5.07565
2021-08-06,4.78536
2021-08-07,2.82371
2021-08-08,3.08761
2021-08-09,5.66502
2021-08-10,5.13722
2021-08-11,4.91731
2021-08-12,4.46868
2021-08-13,4.38071
2021-08-14,3.14039
2021-08-15,2.49824
2021-08-16,4.12561
2021-08-17,5.99049
2021-08-18,5.33954
2021-08-19,5.10204
2021-08-20,5.03166
2021-08-21,2.88529
2021-08-22,3.26354
2021-08-23,4.84693
2021-08-24,4.64461
2021-08-25,5.2076
2021-08-26,7.25721
2021-08-27,5.89373
2021-08-28,3.70337
2021-08-29,3.87051
2021-08-30,6.51829
2021-08-31,7.5387
2021-09-01,7.92575
2021-09-02,6.72061
2021-09-03,5.70021
2021-09-04,3.49225
2021-09-05,3.81773
2021-09-06,5.65622
2021-09-07,5.19
2021-09-08,4.98768
2021-09-09,5.21639
2021-09-10,5.22519
2021-09-11,3.39549
2021-09-12,3.77375
2021-09-13,5.38353
2021-09-14,4.81175
2021-09-15,5.15482
2021-09-16,4.78536
2021-09-17,4.78536
2021-09-18,2.63898
2021-09-19,3.14039
2021-09-20,2.48064
2021-09-21,3.09641
2021-09-22,4.23117
2021-09-23,7.22202
2021-09-24,6.32477
2021-09-25,4.1608
2021-09-26,3.87931
2021-09-27,5.9729
2021-09-28,6.29838
2021-09-29,5.70021
2021-09-30,5.37473
2021-10-01,5.40992
2021-10-02,2.82371
2021-10-03,2.79732
2021-10-04,4.12561
2021-10-05,6.19282
2021-10-06,5.99929
2021-10-07,6.04327
2021-10-08,4.58304
2021-10-09,2.87649
2021-10-10,2.57741
2021-10-11,3.48346
2021-10-12,5.90253
2021-10-13,5.08444
2021-10-14,5.09324
2021-10-15,4.25756
2021-10-16,2.82371
2021-10-17,2.8589
2021-10-18,4.68859
2021-10-19,4.34553
2021-10-20,4.52146
2021-10-21,4.72378
2021-10-22,4.00246
2021-10-23,2.41907
2021-10-24,2.68296
2021-10-25,5.77058
2021-10-26,5.15482
2021-10-27,5.12843
2021-10-28,4.79415
2021-10-29,4.95249
2021-10-30,3.28993
2021-10-31,3.48346
2021-11-01,6.2368
2021-11-02,5.87614
2021-11-03,5.30436
2021-11-04,5.08444
2021-11-05,4.32793
2021-11-06,2.31351
2021-11-07,2.63898
2021-11-08,5.33954
2021-11-09,5.47149
2021-11-10,5.49788
2021-11-11,4.82054
2021-11-12,4.4247
2021-11-13,3.19317
2021-11-14,3.3779
2021-11-15,5.35714
2021-11-16,5.77058
2021-11-17,5.40992
2021-11-18,4.53026
2021-11-19,4.65341
2021-11-20,2.91168
2021-11-21,3.97607
2021-11-22,5.57705
2021-11-23,5.33075
2021-11-24,5.68261
2021-11-25,9.03413
2021-11-26,7.67945
2021-11-27,5.15482
2021-11-28,5.18121
2021-11-29,7.23961
2021-11-30,8.80541
2021-12-01,8.72624
2021-12-02,7.72343
2021-12-03,6.91414
2021-12-04,5.79697
2021-12-05,5.61224
2021-12-06,7.86418
2021-12-07,8.94616
2021-12-08,7.55629
2021-12-09,6.32477
2021-12-10,5.95531
2021-12-11,5.33954
2021-12-12,5.11963
2021-12-13,7.18684
2021-12-14,6.2368
2021-12-15,6.87895
2021-12-16,6.72941
2021-12-17,5.27797
2021-12-18,4.20478
2021-12-19,4.69739
2021-12-20,7.16045
2021-12-21,7.21323
2021-12-22,5.77938
2021-12-23,6.09605
2021-12-24,5.24278
2021-12-25,4.13441
2021-12-26,5.18121
2021-12-27,7.11646
2021-12-28,7.43314
2021-12-29,7.67065
2021-12-30,7.46833
2021-12-31,6.82617
2022-01-01,4.87332
2022-01-02,6.04327
2022-01-03,9.77304
2022-01-04,9.13089
2022-01-05,8.49753
2022-01-06,8.46235
2022-01-07,7.45073
2022-01-08,4.77656
2022-01-09,5.9641
2022-01-10,9.00774
2022-01-11,9.03413
2022-01-12,8.11928
2022-01-13,7.88177
2022-01-14,9.55313
2022-01-15,7.5299
2022-01-16,6.36875
2022-01-17,12.79908
2022-01-18,12.09535
2022-01-19,11.93701
2022-01-20,12.17452
2022-01-21,11.07494
2022-01-22,7.03729
2022-01-23,6.84377
2022-01-24,10.19528
2022-01-25,12.35045
2022-01-26,10.81104
2022-01-27,11.14532
2022-01-28,11.29486
2022-01-29,7.89057
2022-01-30,5.56826
2022-01-31,5.42751
2022-02-01,8.20724
2022-02-02,9.50035
2022-02-03,16.50246
2022-02-04,13.48522
2022-02-05,8.26002
2022-02-06,8.8406
2022-02-07,12.42962
2022-02-08,11.66432
2022-02-09,11.05735
2022-02-10,11.81386
2022-02-11,9.38599
2022-02-12,6.228
2022-02-13,7.59148
2022-02-14,10.55594
2022-02-15,10.68789
2022-02-16,10.38001
2022-02-17,8.74384
2022-02-18,8.70865
2022-02-19,6.48311
2022-02-20,7.86418
2022-02-21,12.34166
2022-02-22,12.12174
2022-02-23,11.00457
2022-02-24,10.16889
2022-02-25,10.43279
2022-02-26,6.63265
2022-02-27,5.99929
2022-02-28,10.23926
2022-03-01,8.0665
2022-03-02,9.53553
2022-03-03,8.71745
2022-03-04,7.52111
2022-03-05,5.63863
2022-03-06,5.28676
2022-03-07,8.38318
2022-03-08,7.266
2022-03-09,4.34553
2022-03-10,7.94334
2022-03-11,6.87895
2022-03-12,5.11963
2022-03-13,5.47149
2022-03-14,8.07529
2022-03-15,8.03131
2022-03-16,8.28641
2022-03-17,8.82301
2022-03-18,7.5299
2022-03-19,5.35714
2022-03-20,5.57705
2022-03-21,8.15446
2022-03-22,8.22484
2022-03-23,7.98733
2022-03-24,7.39795
2022-03-25,7.70584
2022-03-26,5.61224
2022-03-27,4.87332
2022-03-28,7.32758
2022-03-29,8.18085
2022-03-30,9.1045
2022-03-31,9.16608
2022-04-01,8.38318
2022-04-02,5.39232
2022-04-03,6.07846
2022-04-04,8.8318
2022-04-05,8.90218
2022-04-06,7.36277
2022-04-07,7.89057
2022-04-08,7.5299
2022-04-09,4.87332
2022-04-10,4.85573
2022-04-11,7.34517
2022-04-12,7.74102
2022-04-13,7.74982
2022-04-14,9.70267
2022-04-15,9.14848
2022-04-16,7.05489
2022-04-17,7.16924
2022-04-18,10.6615
2022-04-19,12.33286
2022-04-20,10.31843
2022-04-21,9.26284
2022-04-22,8.77902
2022-04-23,5.53307
2022-04-24,5.51548
2022-04-25,10.25686
2022-04-26,9.52674
2022-04-27,9.17487
2022-04-28,8.98135
2022-04-29,7.67065
2022-04-30,5.36593
2022-05-01,5.48909
2022-05-02,8.46235
2022-05-03,7.8026
2022-05-04,7.52111
2022-05-05,5.93771
2022-05-06,7.64426
2022-05-07,4.86453
2022-05-08,5.52427
2022-05-09,8.68226
2022-05-10,9.46516
2022-05-11,8.65587
2022-05-12,9.3684
2022-05-13,7.15165
2022-05-14,4.33673
2022-05-15,4.97009
2022-05-16,8.0665
2022-05-17,8.12807
2022-05-18,8.09289
2022-05-19,7.09887
2022-05-20,7.05489
2022-05-21,4.56544
2022-05-22,5.54187
2022-05-23,9.23645
2022-05-24,8.99014
2022-05-25,8.55031
2022-05-26,11.54996
2022-05-27,12.44722
2022-05-28,6.7646
2022-05-29,7.00211
2022-05-30,11.78747
2022-05-31,11.9634
2022-06-01,9.06931
2022-06-02,11.09254
2022-06-03,11.69071
2022-06-04,7.31878
2022-06-05,6.5095
2022-06-06,8.09289
2022-06-07,13.29169
2022-06-08,12.7463
2022-06-09,10.59992
2022-06-10,9.50035
2022-06-11,5.82336
2022-06-12,5.70021
2022-06-13,10.29204
2022-06-14,10.6527
2022-06-15,11.56755
2022-06-16,12.59676
2022-06-17,11.9722
2022-06-18,7.8114
2022-06-19,8.20724
2022-06-20,14.80471
2022-06-21,14.45285
2022-06-22,13.58198
2022-06-23,12.76389
2022-06-24,11.84025
2022-06-25,6.86136
2022-06-26,7.69704
2022-06-27,12.71991
2022-06-28,14.07459
2022-06-29,13.22132
2022-06-30,13.03659
2022-07-01,11.76108
2022-07-02,6.44792
2022-07-03,9.75545
2022-07-04,15.50844
2022-07-05,14.3209
2022-07-06,14.13617
2022-07-07,12.13933
2022-07-08,10.9342
2022-07-09,7.62667
2022-07-10,6.65904
2022-07-11,12.36805
2022-07-12,12.55277
2022-07-13,21.66608
2022-07-14,26.15235
2022-07-15,17.63722
2022-07-16,11.78747
2022-07-17,11.7171
2022-07-18,22.59852
2022-07-19,18.09465
2022-07-20,16.81914
2022-07-21,16.49366
2022-07-22,14.02181
2022-07-23,9.02533
2022-07-24,9.96657
2022-07-25,19.91555
2022-07-26,17.73399
2022-07-27,15.94827
2022-07-28,16.82793
2022-07-29,16.04503
2022-07-30,8.70865
2022-07-31,9.75545
2022-08-01,16.95988
2022-08-02,15.65798
2022-08-03,13.95144
2022-08-04,12.54398
2022-08-05,12.76389
2022-08-06,8.26002
2022-08-07,8.8406
2022-08-08,13.95144
2022-08-09,11.9722
2022-08-10,13.2653
2022-08-11,13.09817
2022-08-12,11.98099
2022-08-13,7.35397
2022-08-14,8.01372
2022-08-15,8.88458
2022-08-16,14.67276
2022-08-17,15.06861
2022-08-18,14.11857
2022-08-19,11.94581
2022-08-20,7.99612
2022-08-21,9.46516
2022-08-22,19.79239
2022-08-23,16.89831
2022-08-24,14.5672
2022-08-25,20.50492
2022-08-26,18.80717
2022-08-27,10.59113
2022-08-28,11.38282
2022-08-29,18.71041
2022-08-30,17.01266
2022-08-31,16.97748
2022-09-01,16.18578
2022-09-02,13.29169
2022-09-03,10.09852
2022-09-04,10.86382
2022-09-05,15.52603
2022-09-06,14.17135
2022-09-07,14.46164
2022-09-08,12.37684
2022-09-09,7.76741
2022-09-10,7.17804
2022-09-11,9.07811
2022-09-12,12.06016
2022-09-13,21.74524
2022-09-14,19.80999
2022-09-15,17.82195
2022-09-16,15.43807
2022-09-17,10.31843
2022-09-18,10.38001
2022-09-19,16.19458
2022-09-20,14.5672
2022-09-21,15.69317
2022-09-22,20.65446
2022-09-23,18.56087
2022-09-24,12.07776
2022-09-25,11.98099
2022-09-26,20.11787
2022-09-27,19.41414
2022-09-28,20.89197
2022-09-29,22.21147
2022-09-30,25.68613
2022-10-01,16.89831
2022-10-02,19.15024
2022-10-03,24.44581
2022-10-04,34.53553
2022-10-05,37.96622
2022-10-06,41.30014
2022-10-07,38.72273
2022-10-08,22.61611
2022-10-09,21.96516
2022-10-10,28.72097
2022-10-11,46.6045
2022-10-12,69.60767
2022-10-13,99.78888
2022-10-14,86.6995
2022-10-15,45.24982
2022-10-16,49.35784
2022-10-17,89.98944
2022-10-18,95.02111
2022-10-19,100.0
2022-10-20,93.67522
2022-10-21,75.94123
2022-10-22,42.30295
2022-10-23,45.05629
2022-10-24,86.93701
2022-10-25,89.23293
2022-10-26,81.78219
2022-10-27,77.01442
2022-10-28,67.1622
2022-10-29,37.16572
2022-10-30,36.21569
2022-10-31,74.01477
2022-11-01,79.81175
2022-11-02,67.83075
2022-11-03,67.65482
2022-11-04,55.24278
2022-11-05,32.95214
2022-11-06,35.84623
2022-11-07,68.37614
2022-11-08,66.1242
2022-11-09,60.55594
2022-11-10,60.68789
2022-11-11,51.11717
2022-11-12,29.69739
2022-11-13,34.19247
2022-11-14,71.82441
2022-11-15,67.25897
2022-11-16,58.11048
2022-11-17,50.26389
2022-11-18,45.79521
2022-11-19,26.53061
2022-11-20,28.59781
2022-11-21,56.97572
2022-11-22,54.11681
2022-11-23,49.03237
2022-11-24,57.74102
2022-11-25,53.76495
2022-11-26,28.75615
2022-11-27,34.34201
2022-11-28,60.56474
2022-11-29,57.82019
2022-11-30,49.4722
2022-12-01,46.5957
2022-12-02,36.59394
2022-12-03,18.40253
2022-12-04,21.41977
2022-12-05,41.55524
2022-12-06,39.54961
2022-12-07,41.73117
2022-12-08,41.20337
2022-12-09,34.17487
2022-12-10,20.10907
2022-12-11,21.92118
2022-12-12,40.49085
2022-12-13,35.96059
2022-12-14,33.18085
2022-12-15,32.8026
2022-12-16,30.12843
2022-12-17,17.32054
2022-12-18,20.07389
2022-12-19,31.85256
2022-12-20,32.31878
2022-12-21,30.65622
2022-12-22,27.92927
2022-12-23,27.75334
2022-12-24,16.47607
2022-12-25,19.247
2022-12-26,33.5767
2022-12-27,32.75862
2022-12-28,32.42434
2022-12-29,31.61505
2022-12-30,32.2748
2022-12-31,16.9071
2023-01-01,21.32301
2023-01-02,39.79591
2023-01-03,35.97818
2023-01-04,31.93173
2023-01-05,33.10168
2023-01-06,28.03483
2023-01-07,18.96551
2023-01-08,20.95355
2023-01-09,33.65587
2023-01-10,35.50316
2023-01-11,30.58585
2023-01-12,27.97325
2023-01-13,33.70865
2023-01-14,18.43771
2023-01-15,19.27339
2023-01-16,31.228
2023-01-17,31.72941
2023-01-18,29.00246
2023-01-19,26.47783
2023-01-20,27.50703
2023-01-21,15.69317
2023-01-22,15.82512
2023-01-23,16.04503
2023-01-24,23.03835
2023-01-25,41.11541
2023-01-26,31.46551
2023-01-27,27.86769
2023-01-28,16.73997
2023-01-29,16.44968
2023-01-30,28.16678
2023-01-31,29.24876
2023-02-01,28.60661
2023-02-02,22.81843
2023-02-03,21.5957
2023-02-04,14.17135
2023-02-05,15.33251
2023-02-06,25.74771
2023-02-07,22.96798
2023-02-08,21.41097
2023-02-09,19.96833
2023-02-10,20.23223
2023-02-11,12.89584
2023-02-12,12.71991
2023-02-13,23.20548
2023-02-14,20.53131
2023-02-15,21.66608
2023-02-16,19.56368
2023-02-17,17.40851
2023-02-18,11.59394
2023-02-19,12.71111
2023-02-20,20.53131
2023-02-21,22.52814
2023-02-22,19.60767
2023-02-23,20.88318
2023-02-24,20.14426
2023-02-25,13.8019
2023-02-26,13.77551
2023-02-27,22.84482
2023-02-28,23.75087
2023-03-01,18.2178
2023-03-02,20.5665
2023-03-03,18.55207
2023-03-04,12.09535
2023-03-05,12.58796
2023-03-06,19.58128
2023-03-07,18.52568
2023-03-08,16.37931
2023-03-09,16.52005
2023-03-10,15.74595
2023-03-11,8.96375
2023-03-12,10.9166
2023-03-13,17.7076
2023-03-14,16.93349
2023-03-15,17.56685
2023-03-16,17.61963
2023-03-17,14.84869
2023-03-18,9.58831
2023-03-19,10.24806
2023-03-20,17.9451
2023-03-21,17.37332
2023-03-22,17.10063
2023-03-23,18.28817
2023-03-24,17.66361
2023-03-25,11.39162
2023-03-26,11.9722
2023-03-27,18.93033
2023-03-28,18.53448
2023-03-29,17.47888
2023-03-30,16.44088
2023-03-31,16.77515
2023-04-01,10.59113
2023-04-02,10.73187
2023-04-03,17.46129
2023-04-04,14.8223
2023-04-05,15.27093
2023-04-06,14.40007
2023-04-07,12.86066
2023-04-08,8.5679
2023-04-09,8.89338
2023-04-10,16.69598
2023-04-11,16.53764
2023-04-12,15.6228
2023-04-13,13.89866
2023-04-14,12.93983
2023-04-15,7.88177
2023-04-16,9.58831
2023-04-17,15.89549
2023-04-18,15.22695
2023-04-19,13.91625
2023-04-20,13.35327
2023-04-21,12.11294
2023-04-22,7.30119
2023-04-23,8.35679
2023-04-24,14.40886
2023-04-25,17.48768
2023-04-26,14.59359
2023-04-27,13.41484
2023-04-28,13.22132
2023-04-29,9.25404
2023-04-30,8.39197
2023-05-01,11.64672
2023-05-02,17.22378
2023-05-03,14.84869
2023-05-04,13.22132
2023-05-05,9.03413
2023-05-06,7.95214
2023-05-07,8.66467
2023-05-08,15.33251
2023-05-09,14.61998
2023-05-10,15.47325
2023-05-11,13.538
2023-05-12,12.31527
2023-05-13,7.66185
2023-05-14,8.29521
2023-05-15,15.78993
2023-05-16,14.22413
2023-05-17,14.8311
2023-05-18,14.48803
2023-05-19,12.56157
2023-05-20,8.19845
2023-05-21,8.53272
2023-05-22,14.84869
2023-05-23,14.92786
2023-05-24,13.75791
2023-05-25,15.45566
2023-05-26,12.42962
2023-05-27,8.11928
2023-05-28,8.17206
