date,TIGER미국S&P500
2020-12-22,22.56799
2020-12-23,23.49914
2020-12-24,21.04876
2020-12-25,9.53197
2020-12-26,9.82602
2020-12-27,10.16907
2020-12-28,23.54814
2020-12-29,22.22494
2020-12-30,22.69051
2020-12-31,12.9135
2021-01-01,10.12006
2021-01-02,10.51212
2021-01-03,12.76647
2021-01-04,27.81181
2021-01-05,28.69394
2021-01-06,23.67066
2021-01-07,21.66135
2021-01-08,23.59715
2021-01-09,11.6148
2021-01-10,9.85052
2021-01-11,23.2786
2021-01-12,18.0838
2021-01-13,18.18181
2021-01-14,17.37319
2021-01-15,15.24136
2021-01-16,6.61602
2021-01-17,8.38029
2021-01-18,17.22617
2021-01-19,18.23082
2021-01-20,20.0441
2021-01-21,18.84342
2021-01-22,20.28914
2021-01-23,8.67434
2021-01-24,10.75716
2021-01-25,21.04876
2021-01-26,18.94143
2021-01-27,17.4712
2021-01-28,17.66723
2021-01-29,14.11418
2021-01-30,6.61602
2021-01-31,7.17961
2021-02-01,15.29037
2021-02-02,19.23548
2021-02-03,16.85861
2021-02-04,16.04998
2021-02-05,17.91227
2021-02-06,7.84121
2021-02-07,7.20411
2021-02-08,17.91227
2021-02-09,16.68708
2021-02-10,16.04998
2021-02-11,10.38961
2021-02-12,8.89487
2021-02-13,6.73854
2021-02-14,10.14457
2021-02-15,20.87723
2021-02-16,19.13746
2021-02-17,17.49571
2021-02-18,17.12815
2021-02-19,13.64861
2021-02-20,5.29282
2021-02-21,5.92991
2021-02-22,15.02082
2021-02-23,14.2122
2021-02-24,15.43739
2021-02-25,14.8738
2021-02-26,14.48174
2021-02-27,4.58221
2021-02-28,4.77824
2021-03-01,6.29747
2021-03-02,12.938
2021-03-03,12.9135
2021-03-04,12.03136
2021-03-05,10.65915
2021-03-06,5.66037
2021-03-07,5.61136
2021-03-08,13.72212
2021-03-09,13.35456
2021-03-10,15.68243
2021-03-11,15.38838
2021-03-12,15.38838
2021-03-13,7.05709
2021-03-14,6.93457
2021-03-15,16.85861
2021-03-16,15.68243
2021-03-17,14.80029
2021-03-18,16.22151
2021-03-19,16.44204
2021-03-20,7.00808
2021-03-21,6.32197
2021-03-22,16.8341
2021-03-23,15.11884
2021-03-24,13.94266
2021-03-25,15.43739
2021-03-26,15.41288
2021-03-27,8.25777
2021-03-28,8.52732
2021-03-29,20.28914
2021-03-30,19.75006
2021-03-31,18.59838
2021-04-01,20.21563
2021-04-02,20.6812
2021-04-03,8.08625
2021-04-04,10.26709
2021-04-05,26.41509
2021-04-06,28.49791
2021-04-07,24.38127
2021-04-08,26.56211
2021-04-09,26.21906
2021-04-10,9.33594
2021-04-11,9.28693
2021-04-12,28.00784
2021-04-13,25.8515
2021-04-14,35.89806
2021-04-15,29.20852
2021-04-16,26.83165
2021-04-17,12.59495
2021-04-18,11.41876
2021-04-19,26.90517
2021-04-20,26.80715
2021-04-21,22.39647
2021-04-22,22.29845
2021-04-23,23.79318
2021-04-24,8.84587
2021-04-25,8.18426
2021-04-26,20.6812
2021-04-27,19.82357
2021-04-28,18.69639
2021-04-29,21.48983
2021-04-30,21.3428
2021-05-01,7.20411
2021-05-02,10.02205
2021-05-03,25.06738
2021-05-04,32.78608
2021-05-05,16.148
2021-05-06,29.33104
2021-05-07,26.53761
2021-05-08,12.74197
2021-05-09,11.24724
2021-05-10,31.80592
2021-05-11,37.73584
2021-05-12,29.13501
2021-05-13,28.69394
2021-05-14,23.49914
2021-05-15,9.11541
2021-05-16,9.28693
2021-05-17,24.99387
2021-05-18,24.38127
2021-05-19,9.65449
2021-05-20,26.43959
2021-05-21,21.90639
2021-05-22,7.44915
2021-05-23,8.94388
2021-05-24,23.57265
2021-05-25,25.36143
2021-05-26,24.30776
2021-05-27,22.34746
2021-05-28,23.30311
2021-05-29,8.94388
2021-05-30,9.26243
2021-05-31,26.92967
2021-06-01,29.96814
2021-06-02,26.36608
2021-06-03,23.94021
2021-06-04,23.42563
2021-06-05,7.57167
2021-06-06,8.74785
2021-06-07,28.32639
2021-06-08,27.37074
2021-06-09,26.43959
2021-06-10,28.32639
2021-06-11,28.30188
2021-06-12,9.94854
2021-06-13,7.64518
2021-06-14,29.086
2021-06-15,29.60058
2021-06-16,30.01715
2021-06-17,30.94829
2021-06-18,34.35432
2021-06-19,11.14922
2021-06-20,9.58098
2021-06-21,35.62852
2021-06-22,30.53173
2021-06-23,33.86424
2021-06-24,33.88875
2021-06-25,35.77554
2021-06-26,10.43861
2021-06-27,9.77701
2021-06-28,37.58882
2021-06-29,34.42783
2021-06-30,34.30531
2021-07-01,34.37882
2021-07-02,33.44768
2021-07-03,11.85983
2021-07-04,10.41411
2021-07-05,40.48027
2021-07-06,38.66699
2021-07-07,39.52462
2021-07-08,40.13722
2021-07-09,40.92134
2021-07-10,12.37441
2021-07-11,10.26709
2021-07-12,44.13134
2021-07-13,40.40676
2021-07-14,41.26439
2021-07-15,42.51408
2021-07-16,36.1676
2021-07-17,9.77701
2021-07-18,10.75716
2021-07-19,36.48615
2021-07-20,43.78828
2021-07-21,40.7008
2021-07-22,40.21073
2021-07-23,36.41264
2021-07-24,12.47243
2021-07-25,11.54128
2021-07-26,39.74516
2021-07-27,38.17691
2021-07-28,36.8292
2021-07-29,42.14653
2021-07-30,35.38348
2021-07-31,9.99754
2021-08-01,9.16442
2021-08-02,39.89218
2021-08-03,45.87111
2021-08-04,40.74981
2021-08-05,40.74981
2021-08-06,36.8292
2021-08-07,11.90884
2021-08-08,10.04655
2021-08-09,36.65768
2021-08-10,37.29478
2021-08-11,45.99362
2021-08-12,50.79637
2021-08-13,55.20705
2021-08-14,15.26586
2021-08-15,14.50624
2021-08-16,19.72555
2021-08-17,63.2688
2021-08-18,62.48468
2021-08-19,54.17789
2021-08-20,50.55133
2021-08-21,15.68243
2021-08-22,14.31021
2021-08-23,49.93874
2021-08-24,58.46606
2021-08-25,56.48125
2021-08-26,57.4614
2021-08-27,49.88973
2021-08-28,16.66258
2021-08-29,16.56456
2021-08-30,55.28056
2021-08-31,60.37735
2021-09-01,53.68782
2021-09-02,56.57926
2021-09-03,50.08576
2021-09-04,15.80494
2021-09-05,15.19235
2021-09-06,49.76721
2021-09-07,47.97843
2021-09-08,45.57706
2021-09-09,43.2737
2021-09-10,44.74393
2021-09-11,12.52144
2021-09-12,13.84464
2021-09-13,49.44866
2021-09-14,48.07645
2021-09-15,52.60965
2021-09-16,47.41484
2021-09-17,39.81867
2021-09-18,11.32075
2021-09-19,8.96839
2021-09-20,10.24258
2021-09-21,12.64395
2021-09-22,13.23205
2021-09-23,59.64224
2021-09-24,53.09973
2021-09-25,14.65327
2021-09-26,14.72678
2021-09-27,47.65988
2021-09-28,46.92477
2021-09-29,53.61431
2021-09-30,44.5724
2021-10-01,56.75079
2021-10-02,14.62876
2021-10-03,10.65915
2021-10-04,13.91815
2021-10-05,51.53148
2021-10-06,47.39034
2021-10-07,48.46851
2021-10-08,44.74393
2021-10-09,12.12938
2021-10-10,12.10487
2021-10-11,14.33472
2021-10-12,42.56309
2021-10-13,43.00416
2021-10-14,38.34844
2021-10-15,39.35309
2021-10-16,13.10953
2021-10-17,11.07571
2021-10-18,43.86179
2021-10-19,48.73805
2021-10-20,48.71355
2021-10-21,43.76378
2021-10-22,47.39034
2021-10-23,12.42342
2021-10-24,11.73731
2021-10-25,50.84538
2021-10-26,52.46263
2021-10-27,53.05072
2021-10-28,49.93874
2021-10-29,49.10561
2021-10-30,15.36388
2021-10-31,14.08968
2021-11-01,56.11369
2021-11-02,66.82185
2021-11-03,58.14751
2021-11-04,60.25483
2021-11-05,58.24552
2021-11-06,18.52487
2021-11-07,14.80029
2021-11-08,63.14628
2021-11-09,62.6072
2021-11-10,56.7998
2021-11-11,52.63415
2021-11-12,52.51163
2021-11-13,14.2122
2021-11-14,13.91815
2021-11-15,51.654
2021-11-16,50.3553
2021-11-17,57.87797
2021-11-18,51.11492
2021-11-19,54.74148
2021-11-20,16.12349
2021-11-21,16.09899
2021-11-22,62.97476
2021-11-23,57.11835
2021-11-24,51.75202
2021-11-25,55.94217
2021-11-26,60.23033
2021-11-27,19.03945
2021-11-28,15.68243
2021-11-29,66.77284
2021-11-30,70.20338
2021-12-01,74.51604
2021-12-02,75.17765
2021-12-03,64.02842
2021-12-04,16.09899
2021-12-05,15.21685
2021-12-06,59.76476
2021-12-07,61.38201
2021-12-08,61.25949
2021-12-09,57.21636
2021-12-10,48.93408
2021-12-11,16.07449
2021-12-12,15.95197
2021-12-13,56.60377
2021-12-14,49.88973
2021-12-15,48.34599
2021-12-16,53.07522
2021-12-17,55.06003
2021-12-18,14.26121
2021-12-19,13.06052
2021-12-20,52.2666
2021-12-21,56.04018
2021-12-22,50.3798
2021-12-23,52.07057
2021-12-24,51.85003
2021-12-25,15.65792
2021-12-26,17.17716
2021-12-27,58.44155
2021-12-28,67.18941
2021-12-29,63.21979
2021-12-30,66.96888
2021-12-31,30.53173
2022-01-01,16.07449
2022-01-02,17.74074
2022-01-03,72.01666
2022-01-04,73.46238
2022-01-05,70.30139
2022-01-06,80.34795
2022-01-07,67.72849
2022-01-08,17.74074
2022-01-09,18.59838
2022-01-10,67.04239
2022-01-11,70.05635
2022-01-12,61.38201
2022-01-13,62.6317
2022-01-14,67.04239
2022-01-15,16.29502
2022-01-16,19.72555
2022-01-17,62.77873
2022-01-18,63.17079
2022-01-19,70.91399
2022-01-20,74.09948
2022-01-21,81.79367
2022-01-22,24.72433
2022-01-23,18.18181
2022-01-24,73.24185
2022-01-25,83.53344
2022-01-26,78.0691
2022-01-27,80.12741
2022-01-28,75.37368
2022-01-29,21.73486
2022-01-30,16.76059
2022-01-31,15.58441
2022-02-01,24.65082
2022-02-02,27.07669
2022-02-03,95.83435
2022-02-04,99.31389
2022-02-05,30.01715
2022-02-06,27.07669
2022-02-07,89.48787
2022-02-08,77.4565
2022-02-09,72.97231
2022-02-10,77.62803
2022-02-11,79.56383
2022-02-12,29.33104
2022-02-13,23.2296
2022-02-14,72.18818
2022-02-15,72.97231
2022-02-16,67.97353
2022-02-17,66.87086
2022-02-18,68.80666
2022-02-19,19.48051
2022-02-20,19.57853
2022-02-21,75.59421
2022-02-22,81.08306
2022-02-23,73.5604
2022-02-24,100.0
2022-02-25,87.60107
2022-02-26,22.02891
2022-02-27,20.0196
2022-02-28,75.66772
2022-03-01,27.1012
2022-03-02,71.89414
2022-03-03,72.84979
2022-03-04,68.3901
2022-03-05,18.18181
2022-03-06,19.50502
2022-03-07,68.26758
2022-03-08,76.91742
2022-03-09,21.68586
2022-03-10,66.06223
2022-03-11,60.30384
2022-03-12,20.38716
2022-03-13,19.23548
2022-03-14,68.61063
2022-03-15,68.83116
2022-03-16,66.99338
2022-03-17,78.68169
2022-03-18,72.75177
2022-03-19,22.66601
2022-03-20,19.87258
2022-03-21,76.89291
2022-03-22,73.87895
2022-03-23,79.34329
2022-03-24,70.3749
2022-03-25,75.69223
2022-03-26,23.74418
2022-03-27,20.43616
2022-03-28,83.97451
2022-03-29,83.50894
2022-03-30,89.36535
2022-03-31,76.8194
2022-04-01,71.012
2022-04-02,20.31364
2022-04-03,19.28448
2022-04-04,74.54055
2022-04-05,72.09017
2022-04-06,68.97819
2022-04-07,64.95956
2022-04-08,58.51506
2022-04-09,18.99044
2022-04-10,15.68243
2022-04-11,62.06812
2022-04-12,64.34697
2022-04-13,62.68071
2022-04-14,59.07865
2022-04-15,55.30507
2022-04-16,14.2367
2022-04-17,12.10487
2022-04-18,58.22102
2022-04-19,53.36927
2022-04-20,55.69713
2022-04-21,54.03087
2022-04-22,55.28056
2022-04-23,16.27052
2022-04-24,12.52144
2022-04-25,69.78681
2022-04-26,62.65621
2022-04-27,72.65376
2022-04-28,59.91178
2022-04-29,62.46018
2022-04-30,15.78044
2022-05-01,13.89365
2022-05-02,70.3259
2022-05-03,69.61529
2022-05-04,60.32835
2022-05-05,17.66723
2022-05-06,59.02964
2022-05-07,13.13403
2022-05-08,11.41876
2022-05-09,57.53491
2022-05-10,79.44131
2022-05-11,64.95956
2022-05-12,68.58613
2022-05-13,59.44621
2022-05-14,15.97647
2022-05-15,13.33006
2022-05-16,57.02033
2022-05-17,58.98064
2022-05-18,56.48125
2022-05-19,75.71673
2022-05-20,63.61185
2022-05-21,15.87846
2022-05-22,13.10953
2022-05-23,54.69247
2022-05-24,56.87331
2022-05-25,51.80102
2022-05-26,49.10561
2022-05-27,47.07179
2022-05-28,11.41876
2022-05-29,10.80617
2022-05-30,52.38912
2022-05-31,51.0169
2022-06-01,15.78044
2022-06-02,44.18034
2022-06-03,43.51874
2022-06-04,11.07571
2022-06-05,8.99289
2022-06-06,11.39426
2022-06-07,42.71012
2022-06-08,43.29821
2022-06-09,38.56897
2022-06-10,43.8863
2022-06-11,11.22273
2022-06-12,11.0022
2022-06-13,64.15094
2022-06-14,64.42048
2022-06-15,55.99117
2022-06-16,49.84072
2022-06-17,56.99583
2022-06-18,10.53663
2022-06-19,9.99754
2022-06-20,53.44278
2022-06-21,45.96912
2022-06-22,43.05317
2022-06-23,43.81279
2022-06-24,43.56775
2022-06-25,10.85518
2022-06-26,9.99754
2022-06-27,50.74736
2022-06-28,44.79294
2022-06-29,42.07302
2022-06-30,41.3134
2022-07-01,37.88287
2022-07-02,7.42465
2022-07-03,8.28228
2022-07-04,37.71134
2022-07-05,40.60279
2022-07-06,41.14187
2022-07-07,41.04386
2022-07-08,38.00539
2022-07-09,7.05709
2022-07-10,8.35579
2022-07-11,39.01004
2022-07-12,34.79539
2022-07-13,36.51065
2022-07-14,38.34844
2022-07-15,37.93187
2022-07-16,7.86571
2022-07-17,7.84121
2022-07-18,41.63195
2022-07-19,39.69615
2022-07-20,47.85591
2022-07-21,49.37515
2022-07-22,46.09164
2022-07-23,9.679
2022-07-24,8.18426
2022-07-25,43.39622
2022-07-26,38.716
2022-07-27,40.94584
2022-07-28,51.50698
2022-07-29,53.12423
2022-07-30,11.46777
2022-07-31,9.55648
2022-08-01,50.72286
2022-08-02,53.5898
2022-08-03,50.62484
2022-08-04,54.44743
2022-08-05,49.52217
2022-08-06,9.28693
2022-08-07,9.0664
2022-08-08,47.83141
2022-08-09,43.81279
2022-08-10,38.34844
2022-08-11,57.48591
2022-08-12,46.58172
2022-08-13,12.20289
2022-08-14,9.13991
2022-08-15,12.34991
2022-08-16,62.97476
2022-08-17,59.91178
2022-08-18,50.23278
2022-08-19,54.10438
2022-08-20,11.95785
2022-08-21,10.04655
2022-08-22,48.93408
2022-08-23,52.19308
2022-08-24,47.61087
2022-08-25,48.90958
2022-08-26,45.01347
2022-08-27,12.10487
2022-08-28,8.96839
2022-08-29,54.864
2022-08-30,50.45332
2022-08-31,52.78118
2022-09-01,46.04263
2022-09-02,43.9108
2022-09-03,11.6148
2022-09-04,8.91938
2022-09-05,42.68561
2022-09-06,40.6763
2022-09-07,39.01004
2022-09-08,38.29943
2022-09-09,9.728
2022-09-10,7.42465
2022-09-11,7.47365
2022-09-12,9.58098
2022-09-13,54.74148
2022-09-14,59.29919
2022-09-15,40.79882
2022-09-16,42.85714
2022-09-17,9.62999
2022-09-18,8.74785
2022-09-19,42.83263
2022-09-20,42.07302
2022-09-21,39.3776
2022-09-22,47.61087
2022-09-23,42.66111
2022-09-24,9.80151
2022-09-25,8.47831
2022-09-26,46.09164
2022-09-27,46.90026
2022-09-28,46.23866
2022-09-29,40.7008
2022-09-30,43.56775
2022-10-01,8.28228
2022-10-02,7.17961
2022-10-03,9.62999
2022-10-04,42.90615
2022-10-05,43.29821
2022-10-06,42.46508
2022-10-07,32.71257
2022-10-08,7.22862
2022-10-09,6.95907
2022-10-10,7.7677
2022-10-11,41.11737
2022-10-12,35.45699
2022-10-13,33.91325
2022-10-14,35.87356
2022-10-15,7.98823
2022-10-16,8.72335
2022-10-17,40.92134
2022-10-18,40.52928
2022-10-19,36.1921
2022-10-20,27.68929
2022-10-21,28.32639
2022-10-22,6.15045
2022-10-23,6.39549
2022-10-24,38.1034
2022-10-25,39.96569
2022-10-26,42.12202
2022-10-27,38.00539
2022-10-28,34.32982
2022-10-29,8.13526
2022-10-30,7.32663
2022-10-31,41.48493
2022-11-01,42.22004
2022-11-02,40.79882
2022-11-03,41.58294
2022-11-04,37.51531
2022-11-05,9.18892
2022-11-06,8.20877
2022-11-07,41.3134
2022-11-08,42.85714
2022-11-09,47.16981
2022-11-10,43.64126
2022-11-11,60.96544
2022-11-12,10.07106
2022-11-13,9.87503
2022-11-14,47.73339
2022-11-15,43.37172
2022-11-16,41.11737
2022-11-17,34.8444
2022-11-18,33.61921
2022-11-19,7.08159
2022-11-20,6.19946
2022-11-21,34.50134
2022-11-22,33.93776
2022-11-23,34.8444
2022-11-24,34.8689
2022-11-25,32.56554
2022-11-26,7.7677
2022-11-27,7.1061
2022-11-28,32.07547
2022-11-29,34.06027
2022-11-30,35.11394
2022-12-01,38.56897
2022-12-02,30.53173
2022-12-03,6.15045
2022-12-04,7.22862
2022-12-05,30.94829
2022-12-06,32.07547
2022-12-07,34.8934
2022-12-08,32.296
2022-12-09,34.10928
2022-12-10,6.4935
2022-12-11,6.44449
2022-12-12,33.74172
2022-12-13,37.14775
2022-12-14,35.62852
2022-12-15,31.04631
2022-12-16,39.3776
2022-12-17,8.52732
2022-12-18,7.40014
2022-12-19,37.53981
2022-12-20,47.21881
2022-12-21,36.75569
2022-12-22,34.57485
2022-12-23,36.7802
2022-12-24,7.00808
2022-12-25,7.1551
2022-12-26,37.53981
2022-12-27,37.29478
2022-12-28,40.33325
2022-12-29,38.98554
2022-12-30,22.5925
2022-12-31,7.35113
2023-01-01,7.08159
2023-01-02,36.73119
2023-01-03,37.95638
2023-01-04,35.38348
2023-01-05,33.47218
2023-01-06,32.22249
2023-01-07,8.84587
2023-01-08,7.47365
2023-01-09,39.69615
2023-01-10,39.3776
2023-01-11,34.69737
2023-01-12,40.30874
2023-01-13,36.48615
2023-01-14,10.46312
2023-01-15,8.50281
2023-01-16,37.27027
2023-01-17,34.57485
2023-01-18,35.89806
2023-01-19,40.18622
2023-01-20,36.11859
2023-01-21,8.94388
2023-01-22,6.95907
2023-01-23,7.66968
2023-01-24,11.93334
2023-01-25,46.63072
2023-01-26,43.29821
2023-01-27,48.02744
2023-01-28,10.85518
2023-01-29,9.80151
2023-01-30,47.1453
2023-01-31,38.54447
2023-02-01,40.0147
2023-02-02,53.51629
2023-02-03,49.64469
2023-02-04,10.16907
2023-02-05,10.53663
2023-02-06,45.8221
2023-02-07,47.46385
2023-02-08,51.82553
2023-02-09,43.2737
2023-02-10,41.975
2023-02-11,9.82602
2023-02-12,8.52732
2023-02-13,40.0147
2023-02-14,43.37172
2023-02-15,42.6121
2023-02-16,46.58172
2023-02-17,40.25974
2023-02-18,8.47831
2023-02-19,8.03724
2023-02-20,38.49546
2023-02-21,34.8689
2023-02-22,35.87356
2023-02-23,38.765
2023-02-24,34.8444
2023-02-25,8.11075
2023-02-26,7.57167
2023-02-27,34.99142
2023-02-28,34.47684
2023-03-01,11.32075
2023-03-02,41.23989
2023-03-03,37.4663
2023-03-04,9.23793
2023-03-05,7.59617
2023-03-06,39.3776
2023-03-07,34.67287
2023-03-08,35.11394
2023-03-09,32.24699
2023-03-10,35.13844
2023-03-11,6.00343
2023-03-12,6.4935
2023-03-13,41.41141
2023-03-14,40.79882
2023-03-15,40.28424
2023-03-16,34.94241
2023-03-17,33.71722
2023-03-18,6.71404
2023-03-19,6.07694
2023-03-20,35.23646
2023-03-21,35.01592
2023-03-22,34.50134
2023-03-23,43.86179
2023-03-24,37.76035
2023-03-25,7.08159
2023-03-26,5.58686
2023-03-27,36.11859
2023-03-28,34.55035
2023-03-29,33.30066
2023-03-30,35.26096
2023-03-31,39.30409
2023-04-01,7.7432
2023-04-02,6.56701
2023-04-03,45.72408
2023-04-04,43.51874
2023-04-05,36.02058
2023-04-06,31.95295
2023-04-07,32.88409
2023-04-08,5.97892
2023-04-09,5.36633
2023-04-10,35.65302
2023-04-11,39.13256
2023-04-12,36.26562
2023-04-13,27.98333
2023-04-14,30.60524
2023-04-15,3.8961
2023-04-16,4.09213
2023-04-17,27.61578
2023-04-18,29.33104
2023-04-19,25.50845
2023-04-20,26.43959
2023-04-21,29.77211
2023-04-22,6.02793
2023-04-23,3.01396
2023-04-24,26.26807
2023-04-25,27.02768
2023-04-26,28.25287
2023-04-27,25.38593
2023-04-28,27.1012
2023-04-29,4.43518
2023-04-30,4.31266
2023-05-01,9.89953
2023-05-02,37.39279
2023-05-03,38.1034
2023-05-04,33.00661
2023-05-05,9.13991
2023-05-06,7.00808
2023-05-07,5.8564
2023-05-08,31.07081
2023-05-09,28.05684
2023-05-10,25.45944
2023-05-11,29.40455
2023-05-12,27.61578
2023-05-13,6.12594
2023-05-14,5.46434
2023-05-15,28.59593
2023-05-16,29.0615
2023-05-17,30.77677
2023-05-18,32.17348
2023-05-19,35.506
2023-05-20,6.469
2023-05-21,6.00343
2023-05-22,33.86424
2023-05-23,33.03111
2023-05-24,30.09066
2023-05-25,33.37417
2023-05-26,33.17814
2023-05-27,8.28228
2023-05-28,7.1306
2023-05-29,9.31144
2023-05-30,40.57828
2023-05-31,35.5305
2023-06-01,32.51654
2023-06-02,34.08478
2023-06-03,7.32663
2023-06-04,5.90541
2023-06-05,36.1431
2023-06-06,8.18426
2023-06-07,35.04043
2023-06-08,31.75692
2023-06-09,33.74172
2023-06-10,7.81671
2023-06-11,7.30213
2023-06-12,33.05562
2023-06-13,40.08821
2023-06-14,37.19676
2023-06-15,38.44645
2023-06-16,38.7405
2023-06-17,6.61602
2023-06-18,7.1306
2023-06-19,35.35898
2023-06-20,32.59005
2023-06-21,35.94707
2023-06-22,32.78608
2023-06-23,34.74638
2023-06-24,6.71404
2023-06-25,5.70938
2023-06-26,32.88409
2023-06-27,29.57608
2023-06-28,35.70203
2023-06-29,38.17691
2023-06-30,33.61921
2023-07-01,8.67434
2023-07-02,8.30678
2023-07-03,44.18034
2023-07-04,38.56897
2023-07-05,34.45234
2023-07-06,29.15951
2023-07-07,28.74295
2023-07-08,5.88091
2023-07-09,6.51801
2023-07-10,30.28669
2023-07-11,36.8047
2023-07-12,32.14898
2023-07-13,36.41264
2023-07-14,38.05439
2023-07-15,7.7677
2023-07-16,6.41999
2023-07-17,31.21783
2023-07-18,33.79073
2023-07-19,37.49081
2023-07-20,33.15363
2023-07-21,34.03577
2023-07-22,6.81205
2023-07-23,6.73854
2023-07-24,33.96226
2023-07-25,34.99142
2023-07-26,34.18279
2023-07-27,35.06493
2023-07-28,30.87478
2023-07-29,7.44915
