date,나인티데이즈
2021-06-03,16.23376
2021-06-04,5.84415
2021-06-05,7.14285
2021-06-07,11.03896
2021-06-08,3.24675
2021-06-09,9.74025
2021-06-10,11.03896
2021-06-11,7.14285
2021-06-12,5.84415
2021-06-14,9.0909
2021-06-15,6.4935
2021-06-16,19.48051
2021-06-17,4.54545
2021-06-21,7.7922
2021-06-22,3.8961
2021-06-23,7.7922
2021-06-24,3.24675
2021-06-25,11.03896
2021-06-28,7.7922
2021-06-29,9.0909
2021-06-30,11.68831
2021-07-01,9.74025
2021-07-02,7.7922
2021-07-05,3.8961
2021-07-06,3.24675
2021-07-07,9.0909
2021-07-08,12.98701
2021-07-09,4.54545
2021-07-11,4.54545
2021-07-12,14.93506
2021-07-13,11.03896
2021-07-14,3.8961
2021-07-15,11.68831
2021-07-16,4.54545
2021-07-17,4.54545
2021-07-18,4.54545
2021-07-19,14.28571
2021-07-20,16.23376
2021-07-21,27.27272
2021-07-22,26.62337
2021-07-23,8.44155
2021-07-26,14.93506
2021-07-27,10.38961
2021-07-28,17.53246
2021-07-29,11.03896
2021-07-30,15.58441
2021-07-31,3.8961
2021-08-01,4.54545
2021-08-02,10.38961
2021-08-03,10.38961
2021-08-04,5.84415
2021-08-05,14.28571
2021-08-06,7.7922
2021-08-07,4.54545
2021-08-09,12.33766
2021-08-10,8.44155
2021-08-11,15.58441
2021-08-12,13.63636
2021-08-13,9.74025
2021-08-16,7.14285
2021-08-17,25.32467
2021-08-18,23.37662
2021-08-19,25.32467
2021-08-20,14.93506
2021-08-21,3.24675
2021-08-23,22.07792
2021-08-24,20.12987
2021-08-25,22.72727
2021-08-26,21.42857
2021-08-27,18.18181
2021-08-28,3.8961
2021-08-29,9.0909
2021-08-30,21.42857
2021-08-31,14.93506
2021-09-01,14.93506
2021-09-02,12.98701
2021-09-03,12.98701
2021-09-04,7.14285
2021-09-05,3.8961
2021-09-06,18.18181
2021-09-07,10.38961
2021-09-08,11.68831
2021-09-09,12.33766
2021-09-10,8.44155
2021-09-11,3.8961
2021-09-13,14.93506
2021-09-14,15.58441
2021-09-15,10.38961
2021-09-16,14.28571
2021-09-17,6.4935
2021-09-18,7.14285
2021-09-19,3.24675
2021-09-23,9.74025
2021-09-24,11.68831
2021-09-27,15.58441
2021-09-28,7.14285
2021-09-29,20.77922
2021-09-30,11.03896
2021-10-01,9.74025
2021-10-02,3.8961
2021-10-05,9.74025
2021-10-06,12.33766
2021-10-07,14.28571
2021-10-08,9.74025
2021-10-12,11.03896
2021-10-13,12.33766
2021-10-14,10.38961
2021-10-15,13.63636
2021-10-16,3.24675
2021-10-18,18.18181
2021-10-19,8.44155
2021-10-20,14.28571
2021-10-21,9.74025
2021-10-22,11.03896
2021-10-25,3.8961
2021-10-26,11.03896
2021-10-27,7.7922
2021-10-28,14.93506
2021-10-29,11.68831
2021-10-30,3.8961
2021-11-01,9.74025
2021-11-02,20.77922
2021-11-03,16.23376
2021-11-04,13.63636
2021-11-05,16.88311
2021-11-08,17.53246
2021-11-09,18.83116
2021-11-10,15.58441
2021-11-11,16.23376
2021-11-12,14.93506
2021-11-15,18.18181
2021-11-16,23.37662
2021-11-17,10.38961
2021-11-18,20.12987
2021-11-19,13.63636
2021-11-22,19.48051
2021-11-23,18.18181
2021-11-24,12.33766
2021-11-25,15.58441
2021-11-26,10.38961
2021-11-27,3.24675
2021-11-28,4.54545
2021-11-29,11.68831
2021-11-30,12.98701
2021-12-01,13.63636
2021-12-02,9.74025
2021-12-03,11.68831
2021-12-04,3.24675
2021-12-06,14.28571
2021-12-07,4.54545
2021-12-08,7.14285
2021-12-09,3.8961
2021-12-10,12.33766
2021-12-11,4.54545
2021-12-13,11.68831
2021-12-14,6.4935
2021-12-15,17.53246
2021-12-16,9.74025
2021-12-17,12.33766
2021-12-19,3.8961
2021-12-20,17.53246
2021-12-21,18.18181
2021-12-22,11.03896
2021-12-23,8.44155
2021-12-24,10.38961
2021-12-26,3.8961
2021-12-27,12.33766
2021-12-28,10.38961
2021-12-29,18.83116
2021-12-30,11.03896
2021-12-31,16.88311
2022-01-01,3.24675
2022-01-02,3.24675
2022-01-03,11.03896
2022-01-04,18.18181
2022-01-05,11.68831
2022-01-06,14.93506
2022-01-07,15.58441
2022-01-08,5.1948
2022-01-09,6.4935
2022-01-10,10.38961
2022-01-11,25.32467
2022-01-12,13.63636
2022-01-13,11.03896
2022-01-14,20.12987
2022-01-15,7.7922
2022-01-17,16.23376
2022-01-18,18.18181
2022-01-19,16.23376
2022-01-20,3.8961
2022-01-21,14.93506
2022-01-24,16.88311
2022-01-25,31.16883
2022-01-26,25.32467
2022-01-27,37.66233
2022-01-28,35.06493
2022-01-29,3.24675
2022-01-31,4.54545
2022-02-03,47.40259
2022-02-04,34.41558
2022-02-05,5.1948
2022-02-06,4.54545
2022-02-07,38.31168
2022-02-08,35.06493
2022-02-09,33.11688
2022-02-10,44.80519
2022-02-11,25.97402
2022-02-14,33.76623
2022-02-15,35.06493
2022-02-16,31.16883
2022-02-17,38.96103
2022-02-18,31.81818
2022-02-19,3.8961
2022-02-20,7.14285
2022-02-21,20.77922
2022-02-22,13.63636
2022-02-23,31.16883
2022-02-24,33.11688
2022-02-25,37.66233
2022-02-26,3.24675
2022-02-28,18.18181
2022-03-01,10.38961
2022-03-02,17.53246
2022-03-03,23.37662
2022-03-04,20.77922
2022-03-05,6.4935
2022-03-06,4.54545
2022-03-07,22.72727
2022-03-08,18.83116
2022-03-09,3.24675
2022-03-10,18.18181
2022-03-11,27.92207
2022-03-12,5.1948
2022-03-13,5.84415
2022-03-14,25.97402
2022-03-15,16.23376
2022-03-16,24.67532
2022-03-17,27.27272
2022-03-18,31.81818
2022-03-19,4.54545
2022-03-21,44.80519
2022-03-22,46.10389
2022-03-23,26.62337
2022-03-24,27.27272
2022-03-25,22.72727
2022-03-28,18.18181
2022-03-29,17.53246
2022-03-30,33.76623
2022-03-31,34.41558
2022-04-01,40.25974
2022-04-02,3.24675
2022-04-03,3.8961
2022-04-04,20.12987
2022-04-05,27.92207
2022-04-06,24.02597
2022-04-07,24.67532
2022-04-08,31.16883
2022-04-09,8.44155
2022-04-11,31.16883
2022-04-12,29.87012
2022-04-13,24.67532
2022-04-14,27.27272
2022-04-15,32.46753
2022-04-16,7.7922
2022-04-18,24.02597
2022-04-19,26.62337
2022-04-20,30.51948
2022-04-21,33.76623
2022-04-22,38.31168
2022-04-24,3.8961
2022-04-25,35.71428
2022-04-26,34.41558
2022-04-27,31.16883
2022-04-28,24.67532
2022-04-29,32.46753
2022-04-30,3.8961
2022-05-02,25.32467
2022-05-03,25.97402
2022-05-04,40.90909
2022-05-05,7.14285
2022-05-06,35.06493
2022-05-07,5.1948
2022-05-09,36.36363
2022-05-10,37.01298
2022-05-11,33.11688
2022-05-12,26.62337
2022-05-13,24.02597
2022-05-14,3.8961
2022-05-15,3.24675
2022-05-16,22.07792
2022-05-17,32.46753
2022-05-18,27.92207
2022-05-19,29.22077
2022-05-20,20.77922
2022-05-22,5.1948
2022-05-23,14.93506
2022-05-24,25.32467
2022-05-25,20.12987
2022-05-26,29.87012
2022-05-27,20.77922
2022-05-30,23.37662
2022-05-31,35.71428
2022-06-02,29.87012
2022-06-03,18.18181
2022-06-07,23.37662
2022-06-08,18.18181
2022-06-09,21.42857
2022-06-10,23.37662
2022-06-11,3.24675
2022-06-13,22.07792
2022-06-14,25.32467
2022-06-15,23.37662
2022-06-16,18.83116
2022-06-17,27.92207
2022-06-19,3.8961
2022-06-20,62.98701
2022-06-21,20.12987
2022-06-22,23.37662
2022-06-23,24.02597
2022-06-24,38.31168
2022-06-25,3.24675
2022-06-27,24.67532
2022-06-28,28.57142
2022-06-29,33.11688
2022-06-30,35.71428
2022-07-01,37.01298
2022-07-04,13.63636
2022-07-05,22.72727
2022-07-06,12.33766
2022-07-07,23.37662
2022-07-08,25.97402
2022-07-09,9.0909
2022-07-10,3.24675
2022-07-11,34.41558
2022-07-12,18.18181
2022-07-13,14.28571
2022-07-14,20.12987
2022-07-15,31.81818
2022-07-16,12.98701
2022-07-17,3.24675
2022-07-18,28.57142
2022-07-19,20.77922
2022-07-20,24.67532
2022-07-21,14.93506
2022-07-22,25.97402
2022-07-23,7.14285
2022-07-25,35.71428
2022-07-26,44.80519
2022-07-27,40.90909
2022-07-28,38.31168
2022-07-29,33.76623
2022-07-31,3.8961
2022-08-01,55.84415
2022-08-02,59.74025
2022-08-03,72.07792
2022-08-04,56.4935
2022-08-05,66.88311
2022-08-06,3.8961
2022-08-07,3.24675
2022-08-08,59.74025
2022-08-09,61.03896
2022-08-10,54.54545
2022-08-11,38.96103
2022-08-12,65.58441
2022-08-13,3.24675
2022-08-15,3.8961
2022-08-16,42.85714
2022-08-17,42.85714
2022-08-18,57.7922
2022-08-19,61.03896
2022-08-20,3.8961
2022-08-22,41.55844
2022-08-23,50.64935
2022-08-24,40.90909
2022-08-25,51.2987
2022-08-26,51.2987
2022-08-29,42.20779
2022-08-30,44.80519
2022-08-31,40.90909
2022-09-01,31.81818
2022-09-02,40.25974
2022-09-04,3.24675
2022-09-05,33.11688
2022-09-06,42.20779
2022-09-07,51.94805
2022-09-08,41.55844
2022-09-09,4.54545
2022-09-12,4.54545
2022-09-13,36.36363
2022-09-14,28.57142
2022-09-15,33.11688
2022-09-16,29.22077
2022-09-17,3.24675
2022-09-19,38.31168
2022-09-20,38.96103
2022-09-21,39.61038
2022-09-22,42.85714
2022-09-23,46.10389
2022-09-24,5.1948
2022-09-26,27.27272
2022-09-27,39.61038
2022-09-28,32.46753
2022-09-29,31.81818
2022-09-30,51.94805
2022-10-03,6.4935
2022-10-04,29.22077
2022-10-05,44.80519
2022-10-06,33.11688
2022-10-07,30.51948
2022-10-08,3.24675
2022-10-10,3.8961
2022-10-11,24.67532
2022-10-12,34.41558
2022-10-13,21.42857
2022-10-14,35.71428
2022-10-15,11.68831
2022-10-16,11.03896
2022-10-17,38.96103
2022-10-18,53.24675
2022-10-19,55.1948
2022-10-20,40.25974
2022-10-21,33.11688
2022-10-24,25.32467
2022-10-25,35.71428
2022-10-26,34.41558
2022-10-27,33.11688
2022-10-28,48.70129
2022-10-29,3.24675
2022-10-30,3.8961
2022-10-31,33.11688
2022-11-01,27.27272
2022-11-02,31.16883
2022-11-03,33.76623
2022-11-04,38.31168
2022-11-05,5.1948
2022-11-07,22.72727
2022-11-08,25.97402
2022-11-09,26.62337
2022-11-10,27.27272
2022-11-11,41.55844
2022-11-12,3.8961
2022-11-14,24.02597
2022-11-15,25.32467
2022-11-16,27.27272
2022-11-17,32.46753
2022-11-18,23.37662
2022-11-19,3.24675
2022-11-21,25.32467
2022-11-22,29.87012
2022-11-23,37.01298
2022-11-24,34.41558
2022-11-25,33.76623
2022-11-26,4.54545
2022-11-28,29.22077
2022-11-29,31.81818
2022-11-30,33.11688
2022-12-01,43.50649
2022-12-02,27.27272
2022-12-05,32.46753
2022-12-06,29.87012
2022-12-07,38.31168
2022-12-08,27.27272
2022-12-09,35.71428
2022-12-12,29.87012
2022-12-13,27.92207
2022-12-14,42.85714
2022-12-15,31.16883
2022-12-16,36.36363
2022-12-19,27.92207
2022-12-20,29.87012
2022-12-21,37.66233
2022-12-22,45.45454
2022-12-23,44.80519
2022-12-26,38.31168
2022-12-27,43.50649
2022-12-28,55.84415
2022-12-29,48.05194
2022-12-30,48.05194
2022-12-31,4.54545
2023-01-01,4.54545
2023-01-02,42.85714
2023-01-03,50.64935
2023-01-04,38.96103
2023-01-05,39.61038
2023-01-06,31.16883
2023-01-07,11.03896
2023-01-09,38.96103
2023-01-10,39.61038
2023-01-11,46.75324
2023-01-12,42.85714
2023-01-13,51.94805
2023-01-16,39.61038
2023-01-17,40.25974
2023-01-18,46.10389
2023-01-19,44.80519
2023-01-20,35.71428
2023-01-21,6.4935
2023-01-22,4.54545
2023-01-24,3.8961
2023-01-25,34.41558
2023-01-26,44.80519
2023-01-27,49.35064
2023-01-28,6.4935
2023-01-29,7.14285
2023-01-30,54.54545
2023-01-31,49.35064
2023-02-01,100.0
2023-02-02,56.4935
2023-02-03,52.5974
2023-02-04,6.4935
2023-02-05,4.54545
2023-02-06,44.80519
2023-02-07,51.94805
2023-02-08,45.45454
2023-02-09,68.18181
2023-02-10,57.14285
2023-02-11,3.24675
2023-02-12,3.24675
2023-02-13,57.7922
2023-02-14,44.80519
2023-02-15,47.40259
2023-02-16,51.2987
2023-02-17,55.84415
2023-02-20,46.10389
2023-02-21,51.2987
2023-02-22,51.94805
2023-02-23,38.96103
2023-02-24,42.85714
2023-02-25,3.24675
2023-02-26,9.0909
2023-02-27,46.75324
2023-02-28,62.98701
2023-03-01,8.44155
2023-03-02,72.72727
2023-03-03,55.1948
2023-03-04,11.03896
2023-03-06,54.54545
2023-03-07,62.33766
2023-03-08,64.28571
2023-03-09,55.1948
2023-03-10,57.7922
2023-03-11,6.4935
2023-03-12,3.24675
2023-03-13,51.94805
2023-03-14,48.05194
2023-03-15,59.0909
2023-03-16,50.64935
2023-03-17,59.74025
2023-03-18,5.1948
2023-03-19,12.98701
2023-03-20,57.7922
2023-03-21,53.8961
2023-03-22,62.98701
2023-03-23,50.0
2023-03-24,57.14285
2023-03-25,7.7922
2023-03-26,12.33766
2023-03-27,49.35064
2023-03-28,51.94805
2023-03-29,77.27272
2023-03-30,53.8961
2023-03-31,59.0909
2023-04-01,6.4935
2023-04-02,10.38961
2023-04-03,44.80519
2023-04-04,57.14285
2023-04-05,54.54545
2023-04-06,60.38961
2023-04-07,50.64935
2023-04-08,5.84415
2023-04-09,5.1948
2023-04-10,51.94805
2023-04-11,50.64935
2023-04-12,52.5974
2023-04-13,63.63636
2023-04-14,57.14285
2023-04-15,4.54545
2023-04-16,3.8961
2023-04-17,46.75324
2023-04-18,55.84415
2023-04-19,62.98701
2023-04-20,70.77922
2023-04-21,66.23376
2023-04-22,4.54545
2023-04-23,12.98701
2023-04-24,61.03896
2023-04-25,60.38961
2023-04-26,61.68831
2023-04-27,63.63636
2023-04-28,75.32467
2023-04-29,5.84415
2023-04-30,5.84415
2023-05-01,19.48051
2023-05-02,68.83116
2023-05-03,61.03896
2023-05-04,62.98701
2023-05-05,5.1948
2023-05-06,3.24675
2023-05-07,5.84415
2023-05-08,54.54545
2023-05-09,64.28571
2023-05-10,72.07792
2023-05-11,57.14285
2023-05-12,69.48051
2023-05-13,4.54545
2023-05-15,48.05194
2023-05-16,50.64935
2023-05-17,57.14285
2023-05-18,56.4935
2023-05-19,55.1948
2023-05-20,7.7922
2023-05-21,3.24675
2023-05-22,52.5974
2023-05-23,59.74025
2023-05-24,76.62337
2023-05-25,85.71428
2023-05-26,62.33766
2023-05-27,3.8961
2023-05-29,10.38961
2023-05-30,60.38961
2023-05-31,66.23376
2023-06-01,66.88311
2023-06-02,72.72727
2023-06-03,11.68831
2023-06-04,3.8961
2023-06-05,84.41558
2023-06-06,6.4935
2023-06-07,59.74025
2023-06-08,71.42857
2023-06-09,79.87012
2023-06-10,7.14285
2023-06-11,5.1948
2023-06-12,82.46753
2023-06-13,70.12987
2023-06-14,61.03896
2023-06-15,48.70129
2023-06-16,74.67532
2023-06-17,4.54545
2023-06-18,5.84415
2023-06-19,68.18181
2023-06-20,69.48051
2023-06-21,80.51948
2023-06-22,71.42857
2023-06-23,71.42857
2023-06-24,7.14285
2023-06-26,72.72727
2023-06-27,53.8961
2023-06-28,76.62337
2023-06-29,64.28571
2023-06-30,79.22077
2023-07-01,9.74025
2023-07-02,5.1948
2023-07-03,76.62337
2023-07-04,55.84415
2023-07-05,74.67532
2023-07-06,55.84415
2023-07-07,74.67532
2023-07-08,11.03896
2023-07-09,9.0909
2023-07-10,72.07792
2023-07-11,61.68831
2023-07-12,68.18181
2023-07-13,61.03896
2023-07-14,60.38961
2023-07-15,8.44155
2023-07-16,3.8961
2023-07-17,70.12987
2023-07-18,72.07792
2023-07-19,83.76623
2023-07-20,82.46753
2023-07-21,75.32467
2023-07-22,11.68831
2023-07-23,11.03896
2023-07-24,70.77922
2023-07-25,62.33766
2023-07-26,66.23376
2023-07-27,54.54545
2023-07-28,74.02597
2023-07-29,3.8961
2023-07-31,69.48051
2023-08-01,74.02597
2023-08-02,83.11688
2023-08-03,83.76623
2023-08-04,98.05194
2023-08-05,13.63636
2023-08-07,74.67532
2023-08-08,67.53246
2023-08-09,68.18181
2023-08-10,72.72727
2023-08-11,73.37662
2023-08-12,3.24675
2023-08-13,5.84415
2023-08-14,55.1948
2023-08-15,7.14285
2023-08-16,62.98701
2023-08-17,79.22077
2023-08-18,71.42857
2023-08-19,11.68831
2023-08-20,8.44155
2023-08-21,72.72727
2023-08-22,45.45454
2023-08-23,76.62337
2023-08-24,59.74025
2023-08-25,78.57142
2023-08-26,7.7922
2023-08-27,10.38961
2023-08-28,68.18181
2023-08-29,49.35064
2023-08-30,70.12987
2023-08-31,75.32467
2023-09-01,73.37662
2023-09-02,7.14285
2023-09-03,8.44155
2023-09-04,64.28571
2023-09-05,54.54545
2023-09-06,70.77922
2023-09-07,65.58441
2023-09-08,85.06493
2023-09-09,8.44155
2023-09-10,6.4935
2023-09-11,61.03896
2023-09-12,64.28571
2023-09-13,90.25974
2023-09-14,69.48051
2023-09-15,74.02597
2023-09-16,7.14285
2023-09-17,3.8961
2023-09-18,69.48051
2023-09-19,61.68831
2023-09-20,74.02597
2023-09-21,86.36363
2023-09-22,90.90909
2023-09-23,5.84415
2023-09-24,3.8961
2023-09-25,59.74025
2023-09-26,68.83116
2023-09-27,85.06493
2023-09-28,7.14285
2023-09-29,4.54545
2023-10-01,3.8961
2023-10-02,6.4935
2023-10-03,7.7922
2023-10-04,72.07792
2023-10-05,75.32467
2023-10-06,63.63636
2023-10-07,4.54545
2023-10-08,6.4935
2023-10-09,3.8961
2023-10-10,64.93506
2023-10-11,68.83116
2023-10-12,60.38961
2023-10-13,86.36363
2023-10-14,10.38961
2023-10-15,12.98701
2023-10-16,68.83116
2023-10-17,64.28571
2023-10-18,83.11688
2023-10-19,69.48051
2023-10-20,73.37662
2023-10-21,16.23376
2023-10-22,8.44155
2023-10-23,77.27272
2023-10-24,70.77922
2023-10-25,83.11688
2023-10-26,77.27272
2023-10-27,64.93506
2023-10-28,9.74025
2023-10-29,5.1948
2023-10-30,64.28571
2023-10-31,66.88311
2023-11-01,72.07792
2023-11-02,74.02597
2023-11-03,77.27272
2023-11-04,12.33766
2023-11-05,9.74025
2023-11-06,75.32467
2023-11-07,78.57142
2023-11-08,96.75324
2023-11-09,68.18181
2023-11-10,83.11688
2023-11-11,6.4935
2023-11-12,6.4935
2023-11-13,65.58441
2023-11-14,73.37662
2023-11-15,89.61038
2023-11-16,75.97402
