date,패시브인컴
2023-05-31,8.63885
2023-06-01,4.9726
2023-06-02,4.42477
2023-06-03,9.60809
2023-06-04,7.66961
2023-06-05,8.76527
2023-06-06,7.07964
2023-06-07,7.12178
2023-06-08,8.00674
2023-06-09,9.65023
2023-06-10,11.84155
2023-06-11,17.067
2023-06-12,18.12052
2023-06-13,15.12852
2023-06-14,13.44289
2023-06-15,10.61946
2023-06-16,8.30172
2023-06-17,5.60471
2023-06-18,6.44753
2023-06-19,6.8268
2023-06-20,5.73114
2023-06-21,7.75389
2023-06-22,6.61609
2023-06-23,7.12178
2023-06-24,5.81542
2023-06-25,5.35187
2023-06-26,5.8997
2023-06-27,5.8997
2023-06-28,7.12178
2023-06-29,4.80404
2023-06-30,6.36325
2023-07-01,3.8348
2023-07-02,5.43615
2023-07-03,6.70037
2023-07-04,6.36325
2023-07-05,7.2482
2023-07-06,6.15254
2023-07-07,5.26759
2023-07-08,3.96123
2023-07-09,5.30973
2023-07-10,6.86894
2023-07-11,6.19469
2023-07-12,5.98398
2023-07-13,5.77328
2023-07-14,5.05689
2023-07-15,3.28697
2023-07-16,5.18331
2023-07-17,5.56257
2023-07-18,6.06826
2023-07-19,5.30973
2023-07-20,5.52043
2023-07-21,5.09903
2023-07-22,3.11841
2023-07-23,3.66624
2023-07-24,5.14117
2023-07-25,5.05689
2023-07-26,5.22545
2023-07-27,4.12979
2023-07-28,3.96123
2023-07-29,3.16055
2023-07-30,3.49768
2023-07-31,4.34049
2023-08-01,3.6241
2023-08-02,3.66624
2023-08-03,3.70838
2023-08-04,3.16055
2023-08-05,3.37126
2023-08-06,2.35988
2023-08-07,3.79266
2023-08-08,3.49768
2023-08-09,3.8348
2023-08-10,4.5512
2023-08-11,3.66624
2023-08-12,1.76991
2023-08-13,2.94985
2023-08-14,3.07627
2023-08-15,4.21407
2023-08-16,2.90771
2023-08-17,3.28697
2023-08-18,3.4134
2023-08-19,2.52844
2023-08-20,2.94985
2023-08-21,4.00337
2023-08-22,3.91908
2023-08-23,3.87694
2023-08-24,3.45554
2023-08-25,2.99199
2023-08-26,1.85419
2023-08-27,2.10703
2023-08-28,3.66624
2023-08-29,3.32911
2023-08-30,4.21407
2023-08-31,3.66624
2023-09-01,3.49768
2023-09-02,2.23345
2023-09-03,3.03413
2023-09-04,3.20269
2023-09-05,3.45554
2023-09-06,3.16055
2023-09-07,3.8348
2023-09-08,2.06489
2023-09-09,1.5592
2023-09-10,3.11841
2023-09-11,4.08765
2023-09-12,4.08765
2023-09-13,4.04551
2023-09-14,4.12979
2023-09-15,4.21407
2023-09-16,2.82343
2023-09-17,3.16055
2023-09-18,3.16055
2023-09-19,3.53982
2023-09-20,3.96123
2023-09-21,2.82343
2023-09-22,4.7619
2023-09-23,4.17193
2023-09-24,4.04551
2023-09-25,3.16055
2023-09-26,3.58196
2023-09-27,3.66624
2023-09-28,2.52844
2023-09-29,2.06489
2023-09-30,2.2756
2023-10-01,2.40202
2023-10-02,2.65486
2023-10-03,3.4134
2023-10-04,3.24483
2023-10-05,4.17193
2023-10-06,3.58196
2023-10-07,2.40202
2023-10-08,2.31774
2023-10-09,3.20269
2023-10-10,4.21407
2023-10-11,3.70838
2023-10-12,4.21407
2023-10-13,3.37126
2023-10-14,2.57058
2023-10-15,2.65486
2023-10-16,2.82343
2023-10-17,3.16055
2023-10-18,4.46691
2023-10-19,2.52844
2023-10-20,2.86557
2023-10-21,2.94985
2023-10-22,2.61272
2023-10-23,3.20269
2023-10-24,3.96123
2023-10-25,3.20269
2023-10-26,3.4134
2023-10-27,2.73914
2023-10-28,1.5592
2023-10-29,2.86557
2023-10-30,4.00337
2023-10-31,3.53982
2023-11-01,3.91908
2023-11-02,3.45554
2023-11-03,3.11841
2023-11-04,1.98061
2023-11-05,1.93847
2023-11-06,2.78128
2023-11-07,2.94985
2023-11-08,2.61272
2023-11-09,2.40202
2023-11-10,2.65486
2023-11-11,2.4863
2023-11-12,2.35988
2023-11-13,4.88832
2023-11-14,4.04551
2023-11-15,3.70838
2023-11-16,2.78128
2023-11-17,3.16055
2023-11-18,1.43278
2023-11-19,2.99199
2023-11-20,5.81542
2023-11-21,4.9726
2023-11-22,3.87694
2023-11-23,4.04551
2023-11-24,3.07627
2023-11-25,2.52844
2023-11-26,2.697
2023-11-27,2.52844
2023-11-28,3.32911
2023-11-29,3.11841
2023-11-30,2.19131
2023-12-01,2.44416
2023-12-02,2.31774
2023-12-03,2.90771
2023-12-04,3.03413
2023-12-05,2.78128
2023-12-06,2.78128
2023-12-07,2.697
2023-12-08,2.82343
2023-12-09,2.65486
2023-12-10,2.99199
2023-12-11,6.44753
2023-12-12,2.90771
2023-12-13,2.94985
2023-12-14,2.697
2023-12-15,2.78128
2023-12-16,2.19131
2023-12-17,2.697
2023-12-18,3.03413
2023-12-19,2.2756
2023-12-20,2.99199
2023-12-21,3.11841
2023-12-22,1.72777
2023-12-23,2.06489
2023-12-24,1.47492
2023-12-25,2.90771
2023-12-26,4.04551
2023-12-27,3.32911
2023-12-28,4.29835
2023-12-29,2.23345
2023-12-30,2.65486
2023-12-31,2.19131
2024-01-01,3.49768
2024-01-02,3.87694
2024-01-03,4.04551
2024-01-04,3.53982
2024-01-05,3.66624
2024-01-06,2.697
2024-01-07,2.99199
2024-01-08,4.08765
2024-01-09,2.86557
2024-01-10,4.50906
2024-01-11,3.03413
2024-01-12,2.94985
2024-01-13,1.93847
2024-01-14,2.82343
2024-01-15,4.63548
2024-01-16,5.09903
2024-01-17,2.86557
2024-01-18,2.82343
2024-01-19,3.24483
2024-01-20,1.98061
2024-01-21,2.86557
2024-01-22,2.65486
2024-01-23,3.6241
2024-01-24,2.73914
2024-01-25,2.65486
2024-01-26,2.40202
2024-01-27,4.21407
2024-01-28,2.44416
2024-01-29,2.94985
2024-01-30,3.4134
2024-01-31,2.86557
2024-02-01,3.07627
2024-02-02,2.19131
2024-02-03,1.5592
2024-02-04,2.44416
2024-02-05,3.11841
2024-02-06,2.90771
2024-02-07,2.19131
2024-02-08,2.2756
2024-02-09,1.85419
2024-02-10,1.76991
2024-02-11,2.14917
2024-02-12,3.32911
2024-02-13,3.96123
2024-02-14,2.73914
2024-02-15,2.44416
2024-02-16,3.24483
2024-02-17,2.02275
2024-02-18,2.82343
2024-02-19,3.11841
2024-02-20,2.19131
2024-02-21,2.31774
2024-02-22,2.86557
2024-02-23,1.98061
2024-02-24,1.72777
2024-02-25,1.89633
2024-02-26,2.31774
2024-02-27,2.02275
2024-02-28,2.57058
2024-02-29,1.43278
2024-03-01,1.64348
2024-03-02,1.51706
2024-03-03,2.2756
2024-03-04,2.57058
2024-03-05,2.73914
2024-03-06,3.11841
2024-03-07,2.44416
2024-03-08,2.86557
2024-03-09,1.26422
2024-03-10,1.43278
2024-03-11,3.4134
2024-03-12,2.65486
2024-03-13,2.35988
2024-03-14,3.45554
2024-03-15,1.89633
2024-03-16,1.72777
2024-03-17,2.78128
2024-03-18,2.82343
2024-03-19,2.90771
2024-03-20,6.32111
