date,새마을금고예금
2023-05-29,10.50321
2023-05-30,19.77764
2023-05-31,20.07021
2023-06-01,20.33352
2023-06-02,16.32533
2023-06-03,8.92334
2023-06-04,14.95026
2023-06-05,19.66062
2023-06-06,13.37039
2023-06-07,19.77764
2023-06-08,18.11
2023-06-09,18.16851
2023-06-10,9.1574
2023-06-11,8.92334
2023-06-12,19.36805
2023-06-13,18.66588
2023-06-14,17.14452
2023-06-15,19.92393
2023-06-16,16.29607
2023-06-17,9.01111
2023-06-18,9.65476
2023-06-19,18.05149
2023-06-20,19.10473
2023-06-21,17.23229
2023-06-22,16.85196
2023-06-23,17.87595
2023-06-24,9.71328
2023-06-25,10.18139
2023-06-26,19.13399
2023-06-27,17.55412
2023-06-28,16.47162
2023-06-29,17.96372
2023-06-30,19.98244
2023-07-01,10.47396
2023-07-02,16.76418
2023-07-03,36.86366
2023-07-04,52.19426
2023-07-05,72.35225
2023-07-06,81.50965
2023-07-07,53.30602
2023-07-08,22.32299
2023-07-09,22.17671
2023-07-10,34.34757
2023-07-11,27.64774
2023-07-12,22.96664
2023-07-13,18.87068
2023-07-14,17.26155
2023-07-15,8.63077
2023-07-16,10.12287
2023-07-17,17.72966
2023-07-18,18.13926
2023-07-19,17.49561
2023-07-20,16.03276
2023-07-21,16.6179
2023-07-22,7.51901
2023-07-23,9.83031
2023-07-24,17.58338
2023-07-25,18.60737
2023-07-26,18.66588
2023-07-27,17.49561
2023-07-28,16.93973
2023-07-29,10.2399
2023-07-30,9.94733
2023-07-31,29.25687
2023-08-01,27.23815
2023-08-02,36.10298
2023-08-03,27.17963
2023-08-04,25.80456
2023-08-05,13.60444
2023-08-06,16.73493
2023-08-07,26.62375
2023-08-08,28.70099
2023-08-09,26.1849
2023-08-10,22.03042
2023-08-11,21.65008
2023-08-12,11.99531
2023-08-13,13.34113
2023-08-14,25.33645
2023-08-15,18.63662
2023-08-16,26.74078
2023-08-17,23.87361
2023-08-18,22.87887
2023-08-19,11.49795
2023-08-20,11.81977
2023-08-21,24.8976
2023-08-22,22.61556
2023-08-23,22.96664
2023-08-24,24.6928
2023-08-25,23.69806
2023-08-26,12.81451
2023-08-27,14.54066
2023-08-28,26.68227
2023-08-29,25.24868
2023-08-30,24.98537
2023-08-31,24.04915
2023-09-01,22.26448
2023-09-02,12.17086
2023-09-03,13.4289
2023-09-04,24.42949
2023-09-05,28.26214
2023-09-06,31.62668
2023-09-07,35.10825
2023-09-08,34.55236
2023-09-09,17.37858
2023-09-10,17.43709
2023-09-11,24.66354
2023-09-12,23.55178
2023-09-13,22.87887
2023-09-14,22.76184
2023-09-15,25.13165
2023-09-16,14.83323
2023-09-17,15.85722
2023-09-18,29.28613
2023-09-19,27.0626
2023-09-20,26.71152
2023-09-21,25.33645
2023-09-22,21.18197
2023-09-23,12.37565
2023-09-24,16.35459
2023-09-25,30.16383
2023-09-26,30.95377
2023-09-27,28.64248
2023-09-28,14.95026
2023-09-29,13.95552
2023-09-30,15.24283
2023-10-01,18.5196
2023-10-02,20.30427
2023-10-03,24.2832
2023-10-04,43.73902
2023-10-05,36.60035
2023-10-06,28.84727
2023-10-07,14.54066
2023-10-08,14.83323
2023-10-09,19.6021
2023-10-10,38.99941
2023-10-11,30.98303
2023-10-12,30.31012
2023-10-13,27.61849
2023-10-14,16.35459
2023-10-15,18.5196
2023-10-16,38.76535
2023-10-17,34.49385
2023-10-18,52.34055
2023-10-19,46.16734
2023-10-20,50.0
2023-10-21,21.65008
2023-10-22,20.71386
2023-10-23,42.27618
2023-10-24,44.32416
2023-10-25,44.58747
2023-10-26,39.35049
2023-10-27,39.96489
2023-10-28,19.54359
2023-10-29,25.13165
2023-10-30,49.15155
2023-10-31,42.86132
2023-11-01,43.35868
2023-11-02,39.93563
2023-11-03,32.97249
2023-11-04,21.18197
2023-11-05,21.94265
2023-11-06,38.67758
2023-11-07,35.37156
2023-11-08,34.64014
2023-11-09,32.7677
2023-11-10,31.56816
2023-11-11,14.68695
2023-11-12,17.37858
2023-11-13,31.42188
2023-11-14,32.32884
2023-11-15,33.96723
2023-11-16,26.47747
2023-11-17,27.76477
2023-11-18,13.0193
2023-11-19,15.82796
2023-11-20,35.10825
2023-11-21,31.86073
2023-11-22,28.99356
2023-11-23,27.44294
2023-11-24,26.09713
2023-11-25,15.65242
2023-11-26,16.47162
2023-11-27,31.15857
2023-11-28,30.39789
2023-11-29,28.90579
2023-11-30,30.16383
2023-12-01,28.23288
2023-12-02,15.44763
2023-12-03,17.55412
2023-12-04,31.7437
2023-12-05,31.91925
2023-12-06,33.20655
2023-12-07,30.69046
2023-12-08,26.85781
2023-12-09,14.33586
2023-12-10,16.55939
2023-12-11,32.06553
2023-12-12,30.80748
2023-12-13,29.46167
2023-12-14,25.36571
2023-12-15,24.25394
2023-12-16,14.07255
2023-12-17,14.59918
2023-12-18,28.49619
2023-12-19,27.12112
2023-12-20,25.21942
2023-12-21,23.61029
2023-12-22,24.13692
2023-12-23,16.00351
2023-12-24,13.72147
2023-12-25,17.93446
2023-12-26,35.31304
2023-12-27,35.19602
2023-12-28,33.93797
2023-12-29,33.82094
2023-12-30,17.49561
2023-12-31,18.63662
2024-01-01,26.44821
2024-01-02,45.96255
2024-01-03,39.78935
2024-01-04,36.98069
2024-01-05,32.32884
2024-01-06,18.46108
2024-01-07,18.34406
2024-01-08,32.29959
2024-01-09,34.20128
2024-01-10,33.26506
2024-01-11,34.40608
2024-01-12,28.34991
2024-01-13,15.38911
2024-01-14,20.45055
2024-01-15,32.5629
2024-01-16,30.4564
2024-01-17,29.05207
2024-01-18,31.15857
2024-01-19,30.98303
2024-01-20,18.7244
2024-01-21,21.18197
2024-01-22,35.25453
2024-01-23,29.69572
2024-01-24,31.27559
2024-01-25,41.19368
2024-01-26,35.81041
2024-01-27,20.59684
2024-01-28,23.08367
2024-01-29,44.14862
2024-01-30,41.19368
2024-01-31,45.17261
2024-02-01,41.66179
2024-02-02,38.18022
2024-02-03,19.25102
2024-02-04,22.17671
2024-02-05,37.09771
2024-02-06,38.00468
2024-02-07,33.26506
2024-02-08,30.69046
2024-02-09,17.75892
2024-02-10,19.36805
2024-02-11,19.10473
2024-02-12,26.56524
2024-02-13,55.11995
2024-02-14,44.64599
2024-02-15,38.76535
2024-02-16,37.06846
2024-02-17,18.63662
2024-02-18,23.02516
2024-02-19,45.37741
2024-02-20,48.65418
2024-02-21,71.56231
2024-02-22,75.01462
2024-02-23,79.92978
2024-02-24,44.20713
2024-02-25,47.74722
2024-02-26,100.0
2024-02-27,69.16325
2024-02-28,73.66881
2024-02-29,56.29022
2024-03-01,30.16383
2024-03-02,26.03861
2024-03-03,33.32358
2024-03-04,68.75365
2024-03-05,51.60912
2024-03-06,45.66998
2024-03-07,37.4488
2024-03-08,36.01521
2024-03-09,20.33352
2024-03-10,21.53306
2024-03-11,36.13224
2024-03-12,34.64014
2024-03-13,33.17729
2024-03-14,27.85254
2024-03-15,28.37916
2024-03-16,14.921
2024-03-17,18.43183
2024-03-18,32.41661
2024-03-19,26.88706
2024-03-20,28.61322
