date,삼성디스플레이주가
2023-05-29,2.36406
2023-05-30,6.20567
2023-05-31,18.40031
2023-06-01,6.02836
2023-06-02,3.46729
2023-06-03,2.81717
2023-06-04,2.52167
2023-06-05,3.01418
2023-06-06,14.6178
2023-06-07,5.73286
2023-06-08,3.6446
2023-06-09,4.43262
2023-06-10,7.09219
2023-06-11,3.03388
2023-06-12,5.24034
2023-06-13,5.73286
2023-06-14,14.24349
2023-06-15,4.62962
2023-06-16,3.21118
2023-06-17,1.51694
2023-06-18,1.79275
2023-06-19,2.79747
2023-06-20,3.42789
2023-06-21,4.70843
2023-06-22,9.33806
2023-06-23,2.65957
2023-06-24,2.12765
2023-06-25,1.37903
2023-06-26,2.32466
2023-06-27,2.30496
2023-06-28,2.89598
2023-06-29,4.59022
2023-06-30,4.53112
2023-07-01,3.03388
2023-07-02,2.63987
2023-07-03,3.7234
2023-07-04,4.62962
2023-07-05,5.83136
2023-07-06,4.33412
2023-07-07,3.684
2023-07-08,1.97005
2023-07-09,2.22616
2023-07-10,2.60047
2023-07-11,2.95508
2023-07-12,2.69897
2023-07-13,3.17178
2023-07-14,1.83215
2023-07-15,1.41843
2023-07-16,1.57604
2023-07-17,3.48699
2023-07-18,3.46729
2023-07-19,2.67927
2023-07-20,3.28999
2023-07-21,3.40819
2023-07-22,2.95508
2023-07-23,2.04885
2023-07-24,3.38849
2023-07-25,3.19148
2023-07-26,3.52639
2023-07-27,4.57052
2023-07-28,3.8022
2023-07-29,1.45784
2023-07-30,2.52167
2023-07-31,4.05831
2023-08-01,3.05358
2023-08-02,3.6249
2023-08-03,5.49645
2023-08-04,5.85106
2023-08-05,3.07328
2023-08-06,4.49172
2023-08-07,4.70843
2023-08-08,4.78723
2023-08-09,5.92986
2023-08-10,4.29472
2023-08-11,3.8416
2023-08-12,1.81245
2023-08-13,2.32466
2023-08-14,3.21118
2023-08-15,2.52167
2023-08-16,6.36327
2023-08-17,3.95981
2023-08-18,2.56107
2023-08-19,3.11268
2023-08-20,2.73837
2023-08-21,3.7628
2023-08-22,2.12765
2023-08-23,2.83687
2023-08-24,2.91568
2023-08-25,2.02915
2023-08-26,1.51694
2023-08-27,1.75334
2023-08-28,2.34436
2023-08-29,2.48226
2023-08-30,2.28526
2023-08-31,3.13238
2023-09-01,5.00394
2023-09-02,4.15681
2023-09-03,2.58077
2023-09-04,5.02364
2023-09-05,4.47202
2023-09-06,2.36406
2023-09-07,2.08825
2023-09-08,1.97005
2023-09-09,1.20173
2023-09-10,2.12765
2023-09-11,3.07328
2023-09-12,10.9338
2023-09-13,11.24901
2023-09-14,7.2301
2023-09-15,4.80693
2023-09-16,3.7431
2023-09-17,2.24586
2023-09-18,3.30969
2023-09-19,2.38376
2023-09-20,2.42316
2023-09-21,2.36406
2023-09-22,2.06855
2023-09-23,1.47754
2023-09-24,1.61544
2023-09-25,1.59574
2023-09-26,1.77304
2023-09-27,1.75334
2023-09-28,0.51221
2023-09-29,1.79275
2023-09-30,1.59574
2023-10-01,1.37903
2023-10-02,0.84712
2023-10-03,0.74862
2023-10-04,1.41843
2023-10-05,1.47754
2023-10-06,1.45784
2023-10-07,0.55161
2023-10-08,0.78802
2023-10-09,0.78802
2023-10-10,1.57604
2023-10-11,3.11268
2023-10-12,3.17178
2023-10-13,4.70843
2023-10-14,1.39873
2023-10-15,0.94562
2023-10-16,1.57604
2023-10-17,1.10323
2023-10-18,1.02442
2023-10-19,1.04412
2023-10-20,0.86682
2023-10-21,0.78802
2023-10-22,1.39873
2023-10-23,1.79275
2023-10-24,2.22616
2023-10-25,3.21118
2023-10-26,1.95035
2023-10-27,1.71394
2023-10-28,0.76832
2023-10-29,0.94562
2023-10-30,1.51694
2023-10-31,2.91568
2023-11-01,1.95035
2023-11-02,1.45784
2023-11-03,1.69424
2023-11-04,0.98502
2023-11-05,1.00472
2023-11-06,2.71867
2023-11-07,2.71867
2023-11-08,2.18676
2023-11-09,1.79275
2023-11-10,2.02915
2023-11-11,1.06382
2023-11-12,0.86682
2023-11-13,1.55634
2023-11-14,1.59574
2023-11-15,1.83215
2023-11-16,2.67927
2023-11-17,2.62017
2023-11-18,1.08353
2023-11-19,1.30023
2023-11-20,2.48226
2023-11-21,3.6446
2023-11-22,3.56579
2023-11-23,1.81245
2023-11-24,1.85185
2023-11-25,1.14263
2023-11-26,1.33963
2023-11-27,2.16706
2023-11-28,1.51694
2023-11-29,2.30496
2023-11-30,1.49724
2023-12-01,1.77304
2023-12-02,0.88652
2023-12-03,0.66981
2023-12-04,1.43814
2023-12-05,1.08353
2023-12-06,1.20173
2023-12-07,1.00472
2023-12-08,4.80693
2023-12-09,1.30023
2023-12-10,1.08353
2023-12-11,1.93065
2023-12-12,2.26556
2023-12-13,4.43262
2023-12-14,3.01418
2023-12-15,1.49724
2023-12-16,1.77304
2023-12-17,1.31993
2023-12-18,2.04885
2023-12-19,3.17178
2023-12-20,2.97478
2023-12-21,2.46256
2023-12-22,1.33963
2023-12-23,1.24113
2023-12-24,1.37903
2023-12-25,0.82742
2023-12-26,2.18676
2023-12-27,1.31993
2023-12-28,1.45784
2023-12-29,1.39873
2023-12-30,1.02442
2023-12-31,1.00472
2024-01-01,1.20173
2024-01-02,1.69424
2024-01-03,1.97005
2024-01-04,1.37903
2024-01-05,1.31993
2024-01-06,1.08353
2024-01-07,2.77777
2024-01-08,3.13238
2024-01-09,3.40819
2024-01-10,2.12765
2024-01-11,1.98975
2024-01-12,1.81245
2024-01-13,1.14263
2024-01-14,1.20173
2024-01-15,1.97005
2024-01-16,1.55634
2024-01-17,1.79275
2024-01-18,1.63514
2024-01-19,1.65484
2024-01-20,1.59574
2024-01-21,1.06382
2024-01-22,2.30496
2024-01-23,3.11268
2024-01-24,2.69897
2024-01-25,2.34436
2024-01-26,1.67454
2024-01-27,1.06382
2024-01-28,1.08353
2024-01-29,1.89125
2024-01-30,2.40346
2024-01-31,3.15208
2024-02-01,1.85185
2024-02-02,1.26083
2024-02-03,1.08353
2024-02-04,1.47754
2024-02-05,2.42316
2024-02-06,1.91095
2024-02-07,2.36406
2024-02-08,3.27029
2024-02-09,1.35933
2024-02-10,1.81245
2024-02-11,1.37903
2024-02-12,1.59574
2024-02-13,2.52167
2024-02-14,3.03388
2024-02-15,4.49172
2024-02-16,2.83687
2024-02-17,1.14263
2024-02-18,1.75334
2024-02-19,3.9204
2024-02-20,2.50197
2024-02-21,1.69424
2024-02-22,1.85185
2024-02-23,1.61544
2024-02-24,1.33963
2024-02-25,1.14263
2024-02-26,2.44286
2024-02-27,2.40346
2024-02-28,3.48699
2024-02-29,2.36406
2024-03-01,2.30496
2024-03-02,1.59574
2024-03-03,1.12293
2024-03-04,1.91095
2024-03-05,4.23561
2024-03-06,10.22458
2024-03-07,6.95429
2024-03-08,3.7628
2024-03-09,1.81245
2024-03-10,5.83136
2024-03-11,6.16627
2024-03-12,4.35382
2024-03-13,3.9007
2024-03-14,3.7628
2024-03-15,2.56107
2024-03-16,1.63514
2024-03-17,4.39322
2024-03-18,3.6249
2024-03-19,59.33806
2024-03-20,6.95429
