date,SOXL주가
2024-02-17,24.68156
2024-02-18,5.55439
2024-02-19,12.68532
2024-02-20,23.67926
2024-02-21,42.59761
2024-02-22,68.68866
2024-02-23,66.23512
2024-02-24,28.42973
2024-02-25,6.05554
2024-02-26,24.73376
2024-02-27,45.82376
2024-02-28,39.27751
2024-02-29,39.60116
2024-03-01,52.5997
2024-03-02,57.0474
2024-03-03,11.59949
2024-03-04,45.91772
2024-03-05,64.01127
2024-03-06,59.313
2024-03-07,69.50302
2024-03-08,91.21946
2024-03-09,53.75861
2024-03-10,9.96032
2024-03-11,43.37022
2024-03-12,63.75026
2024-03-13,62.27813
2024-03-14,58.62392
2024-03-15,58.83274
2024-03-16,28.07475
2024-03-17,6.99519
2024-03-18,39.97703
2024-03-19,58.97891
2024-03-20,57.59031
