date,파운드환율
2023-05-30,24.49297
2023-05-31,23.90934
2023-06-01,23.30625
2023-06-02,22.46486
2023-06-03,14.21623
2023-06-04,13.74933
2023-06-05,25.61159
2023-06-06,18.69072
2023-06-07,25.85963
2023-06-08,24.35192
2023-06-09,24.42001
2023-06-10,14.97495
2023-06-11,14.55668
2023-06-12,24.45406
2023-06-13,32.07528
2023-06-14,27.87802
2023-06-15,25.51918
2023-06-16,27.04148
2023-06-17,20.46106
2023-06-18,16.04007
2023-06-19,26.97825
2023-06-20,25.9034
2023-06-21,25.24196
2023-06-22,25.39273
2023-06-23,25.72345
2023-06-24,15.43699
2023-06-25,13.89523
2023-06-26,25.58241
2023-06-27,26.69617
2023-06-28,27.68347
2023-06-29,24.77019
2023-06-30,25.0231
2023-07-01,15.5148
2023-07-02,14.39132
2023-07-03,28.52001
2023-07-04,28.43246
2023-07-05,26.92962
2023-07-06,24.60483
2023-07-07,21.46296
2023-07-08,15.61208
2023-07-09,15.03331
2023-07-10,25.67968
2023-07-11,28.19415
2023-07-12,27.31871
2023-07-13,28.57351
2023-07-14,24.5416
2023-07-15,15.46131
2023-07-16,14.65395
2023-07-17,26.38003
2023-07-18,27.0123
2023-07-19,28.54919
2023-07-20,26.42867
2023-07-21,21.69155
2023-07-22,13.74933
2023-07-23,14.06546
2023-07-24,24.95987
2023-07-25,26.38976
2023-07-26,22.78585
2023-07-27,22.139
2023-07-28,25.42191
2023-07-29,13.21433
2023-07-30,13.3262
2023-07-31,24.73128
2023-08-01,23.33544
2023-08-02,22.36272
2023-08-03,22.84908
2023-08-04,22.90744
2023-08-05,14.44482
2023-08-06,14.42536
2023-08-07,23.38894
2023-08-08,24.39083
2023-08-09,26.12227
2023-08-10,24.60969
2023-08-11,29.55595
2023-08-12,18.30163
2023-08-13,16.34161
2023-08-14,28.99178
2023-08-15,23.94825
2023-08-16,36.89995
2023-08-17,35.43115
2023-08-18,30.12985
2023-08-19,17.28028
2023-08-20,15.99144
2023-08-21,28.79723
2023-08-22,28.14551
2023-08-23,29.82831
2023-08-24,42.26934
2023-08-25,35.56733
2023-08-26,17.82014
2023-08-27,16.40484
2023-08-28,28.95773
2023-08-29,28.45192
2023-08-30,26.7983
2023-08-31,26.57458
2023-09-01,29.59
2023-09-02,18.253
2023-09-03,16.20543
2023-09-04,29.56081
2023-09-05,25.06201
2023-09-06,25.35868
2023-09-07,25.42191
2023-09-08,23.27707
2023-09-09,15.54399
2023-09-10,15.53912
2023-09-11,26.28763
2023-09-12,28.50055
2023-09-13,25.5435
2023-09-14,25.79154
2023-09-15,26.23413
2023-09-16,15.72394
2023-09-17,15.50994
2023-09-18,27.92665
2023-09-19,26.13199
2023-09-20,23.9142
2023-09-21,23.3938
2023-09-22,24.56106
2023-09-23,14.79013
2023-09-24,13.20461
2023-09-25,24.24006
2023-09-26,24.42974
2023-09-27,22.23627
2023-09-28,14.37186
2023-09-29,13.93901
2023-09-30,14.80472
2023-10-01,14.32323
2023-10-02,16.38052
2023-10-03,18.0925
2023-10-04,26.2244
2023-10-05,23.92393
2023-10-06,21.95904
2023-10-07,14.03628
2023-10-08,13.09274
2023-10-09,16.80365
2023-10-10,23.18467
2023-10-11,23.33057
2023-10-12,21.24896
2023-10-13,19.53212
2023-10-14,12.75716
2023-10-15,13.62774
2023-10-16,19.13331
2023-10-17,20.12061
2023-10-18,18.85122
2023-10-19,20.1352
2023-10-20,20.85015
2023-10-21,12.02762
2023-10-22,11.96439
2023-10-23,18.38918
2023-10-24,19.2014
2023-10-25,19.78502
2023-10-26,17.65478
2023-10-27,17.96605
2023-10-28,11.1084
2023-10-29,11.3224
2023-10-30,20.45133
2023-10-31,19.69748
2023-11-01,18.146
2023-11-02,23.0193
2023-11-03,31.52084
2023-11-04,16.75015
2023-11-05,14.08005
2023-11-06,30.5238
2023-11-07,26.10281
2023-11-08,26.41408
2023-11-09,22.65454
2023-11-10,19.69748
2023-11-11,13.1122
2023-11-12,12.22216
2023-11-13,20.26652
2023-11-14,21.63805
2023-11-15,22.58645
2023-11-16,25.05228
2023-11-17,22.73722
2023-11-18,12.62584
2023-11-19,12.84956
2023-11-20,22.1925
2023-11-21,21.69641
2023-11-22,21.20519
2023-11-23,24.15738
2023-11-24,25.14469
2023-11-25,17.6791
2023-11-26,14.90686
2023-11-27,24.92583
2023-11-28,25.94718
2023-11-29,20.9766
2023-11-30,19.48348
2023-12-01,19.05549
2023-12-02,13.07329
2023-12-03,12.19298
2023-12-04,20.7626
2023-12-05,22.93176
2023-12-06,21.96391
2023-12-07,22.19736
2023-12-08,23.06794
2023-12-09,14.07519
2023-12-10,12.7912
2023-12-11,20.5632
2023-12-12,20.87447
2023-12-13,19.12844
2023-12-14,28.82155
2023-12-15,23.78288
2023-12-16,13.00034
2023-12-17,13.22406
2023-12-18,21.04469
2023-12-19,19.68775
2023-12-20,21.55537
2023-12-21,20.90851
2023-12-22,18.74422
2023-12-23,13.95846
2023-12-24,12.25134
2023-12-25,13.30188
2023-12-26,22.31895
2023-12-27,20.20816
2023-12-28,20.20329
2023-12-29,20.63615
2023-12-30,13.18029
2023-12-31,12.3243
2024-01-01,12.56748
2024-01-02,21.56996
2024-01-03,22.73235
2024-01-04,21.50187
2024-01-05,21.50187
2024-01-06,14.86795
2024-01-07,14.82418
2024-01-08,22.76153
2024-01-09,24.06497
2024-01-10,22.95608
2024-01-11,24.2352
2024-01-12,23.10198
2024-01-13,15.89903
2024-01-14,15.26676
2024-01-15,22.86367
2024-01-16,24.24492
2024-01-17,31.61811
2024-01-18,31.22902
2024-01-19,26.25845
2024-01-20,15.6218
2024-01-21,15.35917
2024-01-22,25.45596
2024-01-23,26.62321
2024-01-24,24.25465
2024-01-25,22.72749
2024-01-26,21.68668
2024-01-27,14.93118
2024-01-28,13.73474
2024-01-29,23.5008
2024-01-30,26.08336
2024-01-31,22.68858
2024-02-01,23.40839
2024-02-02,22.05632
2024-02-03,14.48373
2024-02-04,13.72501
2024-02-05,26.20008
2024-02-06,29.47813
2024-02-07,23.70993
2024-02-08,19.14303
2024-02-09,14.2065
2024-02-10,13.02952
2024-02-11,12.40698
2024-02-12,16.58479
2024-02-13,24.78478
2024-02-14,23.13603
2024-02-15,23.17007
2024-02-16,20.0817
2024-02-17,13.37483
2024-02-18,13.26783
2024-02-19,18.87554
2024-02-20,19.65371
2024-02-21,19.19653
2024-02-22,19.26462
2024-02-23,18.75395
2024-02-24,12.62098
2024-02-25,12.23189
2024-02-26,18.79772
2024-02-27,18.29191
2024-02-28,18.12168
2024-02-29,17.94173
2024-03-01,13.22892
2024-03-02,12.1638
2024-03-03,11.39536
2024-03-04,18.81717
2024-03-05,17.42133
2024-03-06,17.72287
2024-03-07,18.52536
2024-03-08,19.43485
2024-03-09,15.24244
2024-03-10,14.367
2024-03-11,24.92583
2024-03-12,25.02796
2024-03-13,21.62346
2024-03-14,20.05739
2024-03-15,18.9339
2024-03-16,13.75905
2024-03-17,12.49452
2024-03-18,18.30163
2024-03-19,19.61966
2024-03-20,18.71504
