date,유니클로할인
2020-06-15,20.83333
2020-06-16,19.16666
2020-06-17,15.83333
2020-06-18,11.66666
2020-06-19,16.25
2020-06-20,15.0
2020-06-21,20.83333
2020-06-22,20.83333
2020-06-23,20.41666
2020-06-24,13.75
2020-06-25,16.25
2020-06-26,17.5
2020-06-27,19.16666
2020-06-28,13.75
2020-06-29,20.83333
2020-06-30,19.16666
2020-07-01,22.08333
2020-07-02,15.83333
2020-07-03,12.91666
2020-07-04,14.58333
2020-07-05,22.08333
2020-07-06,17.5
2020-07-07,17.08333
2020-07-08,14.58333
2020-07-09,17.08333
2020-07-10,15.41666
2020-07-11,13.75
2020-07-12,16.66666
2020-07-13,9.16666
2020-07-14,15.0
2020-07-15,15.0
2020-07-16,15.41666
2020-07-17,18.75
2020-07-18,13.75
2020-07-19,10.41666
2020-07-20,9.58333
2020-07-21,12.5
2020-07-22,12.08333
2020-07-23,7.91666
2020-07-24,12.91666
2020-07-25,15.83333
2020-07-26,11.66666
2020-07-27,12.5
2020-07-28,13.75
2020-07-29,10.41666
2020-07-30,11.66666
2020-07-31,12.5
2020-08-01,15.0
2020-08-02,12.91666
2020-08-03,14.16666
2020-08-04,12.91666
2020-08-05,17.5
2020-08-06,14.58333
2020-08-07,16.66666
2020-08-08,13.33333
2020-08-09,24.58333
2020-08-10,24.16666
2020-08-11,15.0
2020-08-12,18.33333
2020-08-13,14.16666
2020-08-14,15.83333
2020-08-15,16.66666
2020-08-16,20.41666
2020-08-17,15.83333
2020-08-18,11.66666
2020-08-19,19.58333
2020-08-20,17.91666
2020-08-21,12.5
2020-08-22,15.0
2020-08-23,12.5
2020-08-24,16.25
2020-08-25,11.66666
2020-08-26,15.0
2020-08-27,16.66666
2020-08-28,14.58333
2020-08-29,16.25
2020-08-30,17.5
2020-08-31,10.0
2020-09-01,13.75
2020-09-02,17.08333
2020-09-03,12.5
2020-09-04,13.75
2020-09-05,16.25
2020-09-06,18.75
2020-09-07,20.83333
2020-09-08,14.58333
2020-09-09,13.33333
2020-09-10,15.83333
2020-09-11,9.58333
2020-09-12,12.08333
2020-09-13,10.83333
2020-09-14,17.08333
2020-09-15,9.16666
2020-09-16,10.83333
2020-09-17,10.83333
2020-09-18,17.91666
2020-09-19,18.75
2020-09-20,20.41666
2020-09-21,16.66666
2020-09-22,17.5
2020-09-23,23.75
2020-09-24,17.91666
2020-09-25,22.08333
2020-09-26,25.41666
2020-09-27,16.66666
2020-09-28,12.5
2020-09-29,8.33333
2020-09-30,17.91666
2020-10-01,11.66666
2020-10-02,18.75
2020-10-03,16.25
2020-10-04,23.33333
2020-10-05,27.5
2020-10-06,27.08333
2020-10-07,29.58333
2020-10-08,21.25
2020-10-09,25.41666
2020-10-10,31.25
2020-10-11,26.25
2020-10-12,30.0
2020-10-13,30.0
2020-10-14,35.83333
2020-10-15,39.16666
2020-10-16,47.91666
2020-10-17,40.0
2020-10-18,49.58333
2020-10-19,46.25
2020-10-20,35.0
2020-10-21,27.5
2020-10-22,37.91666
2020-10-23,54.16666
2020-10-24,55.0
2020-10-25,57.08333
2020-10-26,45.83333
2020-10-27,33.75
2020-10-28,40.41666
2020-10-29,43.75
2020-10-30,37.5
2020-10-31,44.16666
2020-11-01,43.75
2020-11-02,47.5
2020-11-03,52.91666
2020-11-04,56.25
2020-11-05,39.16666
2020-11-06,35.0
2020-11-07,27.08333
2020-11-08,38.75
2020-11-09,34.58333
2020-11-10,38.75
2020-11-11,32.5
2020-11-12,26.25
2020-11-13,36.66666
2020-11-14,31.25
2020-11-15,32.5
2020-11-16,25.41666
2020-11-17,17.5
2020-11-18,12.08333
2020-11-19,16.66666
2020-11-20,14.16666
2020-11-21,21.66666
2020-11-22,25.0
2020-11-23,22.08333
2020-11-24,19.16666
2020-11-25,18.75
2020-11-26,17.91666
2020-11-27,30.83333
2020-11-28,25.41666
2020-11-29,23.33333
2020-11-30,24.58333
2020-12-01,20.0
2020-12-02,20.41666
2020-12-03,20.41666
2020-12-04,27.08333
2020-12-05,23.75
2020-12-06,23.75
2020-12-07,18.33333
2020-12-08,21.66666
2020-12-09,17.5
2020-12-10,25.41666
2020-12-11,16.66666
2020-12-12,17.5
2020-12-13,16.66666
2020-12-14,15.83333
2020-12-15,16.25
2020-12-16,23.33333
2020-12-17,21.25
2020-12-18,22.91666
2020-12-19,20.83333
2020-12-20,17.5
2020-12-21,21.66666
2020-12-22,15.83333
2020-12-23,5.0
2020-12-24,12.91666
2020-12-25,14.58333
2020-12-26,12.91666
2020-12-27,10.83333
2020-12-28,8.33333
2020-12-29,9.16666
2020-12-30,13.75
2020-12-31,11.25
2021-01-01,7.08333
2021-01-02,14.16666
2021-01-03,7.5
2021-01-04,7.91666
2021-01-05,11.66666
2021-01-06,11.25
2021-01-07,10.0
2021-01-08,15.41666
2021-01-09,12.08333
2021-01-10,14.16666
2021-01-11,15.0
2021-01-12,12.91666
2021-01-13,17.5
2021-01-14,16.25
2021-01-15,9.58333
2021-01-16,15.41666
2021-01-17,17.5
2021-01-18,6.66666
2021-01-19,10.83333
2021-01-20,13.75
2021-01-21,11.66666
2021-01-22,10.41666
2021-01-23,16.25
2021-01-24,20.0
2021-01-25,10.0
2021-01-26,11.66666
2021-01-27,6.66666
2021-01-28,7.91666
2021-01-29,11.25
2021-01-30,13.33333
2021-01-31,8.75
2021-02-01,9.16666
2021-02-02,10.83333
2021-02-03,3.33333
2021-02-04,10.0
2021-02-05,10.83333
2021-02-06,11.25
2021-02-07,11.66666
2021-02-08,6.66666
2021-02-09,3.33333
2021-02-10,4.58333
2021-02-11,13.33333
2021-02-12,8.75
2021-02-13,15.83333
2021-02-14,11.66666
2021-02-15,12.08333
2021-02-16,12.5
2021-02-17,8.33333
2021-02-18,11.66666
2021-02-19,7.5
2021-02-20,14.16666
2021-02-21,12.5
2021-02-22,10.41666
2021-02-23,7.08333
2021-02-24,9.58333
2021-02-25,8.33333
2021-02-26,10.83333
2021-02-27,10.0
2021-02-28,12.08333
2021-03-01,16.25
2021-03-02,11.25
2021-03-03,12.5
2021-03-04,7.91666
2021-03-05,10.41666
2021-03-06,17.5
2021-03-07,15.41666
2021-03-08,12.08333
2021-03-09,11.66666
2021-03-10,10.0
2021-03-11,18.33333
2021-03-12,7.91666
2021-03-13,12.91666
2021-03-14,17.08333
2021-03-15,11.25
2021-03-16,9.16666
2021-03-17,10.41666
2021-03-18,10.83333
2021-03-19,12.91666
2021-03-20,17.08333
2021-03-21,15.83333
2021-03-22,13.75
2021-03-23,17.08333
2021-03-24,12.08333
2021-03-25,15.0
2021-03-26,10.0
2021-03-27,8.33333
2021-03-28,16.25
2021-03-29,15.0
2021-03-30,17.91666
2021-03-31,13.33333
2021-04-01,14.16666
2021-04-02,11.25
2021-04-03,17.08333
2021-04-04,17.08333
2021-04-05,9.16666
2021-04-06,15.41666
2021-04-07,22.5
2021-04-08,9.58333
2021-04-09,13.33333
2021-04-10,12.91666
2021-04-11,13.33333
2021-04-12,11.66666
2021-04-13,10.41666
2021-04-14,12.5
2021-04-15,9.16666
2021-04-16,13.33333
2021-04-17,10.0
2021-04-18,12.91666
2021-04-19,11.25
2021-04-20,9.16666
2021-04-21,12.91666
2021-04-22,19.16666
2021-04-23,13.33333
2021-04-24,15.83333
2021-04-25,23.75
2021-04-26,19.16666
2021-04-27,17.08333
2021-04-28,12.91666
2021-04-29,17.5
2021-04-30,21.66666
2021-05-01,15.41666
2021-05-02,17.91666
2021-05-03,9.58333
2021-05-04,9.16666
2021-05-05,17.08333
2021-05-06,20.0
2021-05-07,15.83333
2021-05-08,19.16666
2021-05-09,21.66666
2021-05-10,13.33333
2021-05-11,16.25
2021-05-12,17.5
2021-05-13,16.25
2021-05-14,18.75
2021-05-15,22.5
2021-05-16,26.66666
2021-05-17,18.75
2021-05-18,20.83333
2021-05-19,20.0
2021-05-20,14.58333
2021-05-21,14.58333
2021-05-22,16.66666
2021-05-23,21.25
2021-05-24,13.75
2021-05-25,16.25
2021-05-26,12.5
2021-05-27,15.41666
2021-05-28,20.41666
2021-05-29,11.25
2021-05-30,12.91666
2021-05-31,11.66666
2021-06-01,10.41666
2021-06-02,11.66666
2021-06-03,20.0
2021-06-04,15.0
2021-06-05,16.25
2021-06-06,21.66666
2021-06-07,15.0
2021-06-08,16.25
2021-06-09,15.83333
2021-06-10,17.91666
2021-06-11,14.16666
2021-06-12,21.66666
2021-06-13,17.5
2021-06-14,14.16666
2021-06-15,20.41666
2021-06-16,16.66666
2021-06-17,16.25
2021-06-18,14.16666
2021-06-19,14.58333
2021-06-20,20.83333
2021-06-21,15.83333
2021-06-22,11.66666
2021-06-23,15.41666
2021-06-24,8.33333
2021-06-25,11.66666
2021-06-26,11.25
2021-06-27,19.58333
2021-06-28,15.0
2021-06-29,12.91666
2021-06-30,12.5
2021-07-01,11.66666
2021-07-02,10.41666
2021-07-03,10.83333
2021-07-04,10.0
2021-07-05,10.0
2021-07-06,11.66666
2021-07-07,10.41666
2021-07-08,8.33333
2021-07-09,9.58333
2021-07-10,10.83333
2021-07-11,11.25
2021-07-12,12.08333
2021-07-13,9.16666
2021-07-14,13.75
2021-07-15,10.0
2021-07-16,10.0
2021-07-17,10.83333
2021-07-18,13.33333
2021-07-19,7.91666
2021-07-20,11.25
2021-07-21,10.41666
2021-07-22,8.75
2021-07-23,14.58333
2021-07-24,12.08333
2021-07-25,17.08333
2021-07-26,12.08333
2021-07-27,8.75
2021-07-28,11.66666
2021-07-29,12.08333
2021-07-30,12.91666
2021-07-31,8.75
2021-08-01,10.83333
2021-08-02,14.16666
2021-08-03,9.58333
2021-08-04,10.0
2021-08-05,8.75
2021-08-06,6.66666
2021-08-07,10.83333
2021-08-08,8.33333
2021-08-09,8.33333
2021-08-10,9.16666
2021-08-11,10.41666
2021-08-12,7.08333
2021-08-13,5.0
2021-08-14,8.75
2021-08-15,10.41666
2021-08-16,12.5
2021-08-17,10.0
2021-08-18,13.33333
2021-08-19,10.83333
2021-08-20,6.66666
2021-08-21,10.83333
2021-08-22,14.16666
2021-08-23,7.08333
2021-08-24,10.83333
2021-08-25,5.83333
2021-08-26,12.5
2021-08-27,11.66666
2021-08-28,13.33333
2021-08-29,17.91666
2021-08-30,12.08333
2021-08-31,12.91666
2021-09-01,12.08333
2021-09-02,11.66666
2021-09-03,10.83333
2021-09-04,10.83333
2021-09-05,16.25
2021-09-06,12.08333
2021-09-07,19.58333
2021-09-08,15.0
2021-09-09,14.58333
2021-09-10,18.33333
2021-09-11,21.66666
2021-09-12,31.66666
2021-09-13,20.83333
2021-09-14,17.08333
2021-09-15,22.08333
2021-09-16,15.41666
2021-09-17,13.75
2021-09-18,18.33333
2021-09-19,17.08333
2021-09-20,21.66666
2021-09-21,8.33333
2021-09-22,19.58333
2021-09-23,14.58333
2021-09-24,17.5
2021-09-25,20.41666
2021-09-26,15.0
2021-09-27,14.16666
2021-09-28,18.33333
2021-09-29,12.91666
2021-09-30,10.83333
2021-10-01,17.91666
2021-10-02,20.41666
2021-10-03,18.33333
2021-10-04,22.08333
2021-10-05,18.33333
2021-10-06,16.25
2021-10-07,22.5
2021-10-08,16.66666
2021-10-09,18.75
2021-10-10,19.58333
2021-10-11,25.41666
2021-10-12,23.75
2021-10-13,24.58333
2021-10-14,33.75
2021-10-15,40.0
2021-10-16,66.66666
2021-10-17,82.5
2021-10-18,68.75
2021-10-19,58.75
2021-10-20,52.91666
2021-10-21,46.25
2021-10-22,57.91666
2021-10-23,57.91666
2021-10-24,62.91666
2021-10-25,61.66666
2021-10-26,49.58333
2021-10-27,41.25
2021-10-28,48.33333
2021-10-29,39.58333
2021-10-30,39.58333
2021-10-31,42.5
2021-11-01,54.16666
2021-11-02,45.83333
2021-11-03,53.33333
2021-11-04,42.91666
2021-11-05,34.16666
2021-11-06,38.33333
2021-11-07,47.5
2021-11-08,46.25
2021-11-09,61.25
2021-11-10,59.58333
2021-11-11,57.08333
2021-11-12,69.58333
2021-11-13,71.25
2021-11-14,66.25
2021-11-15,46.25
2021-11-16,42.91666
2021-11-17,37.91666
2021-11-18,33.33333
2021-11-19,29.16666
2021-11-20,23.33333
2021-11-21,32.5
2021-11-22,31.25
2021-11-23,21.25
2021-11-24,29.16666
2021-11-25,30.41666
2021-11-26,32.5
2021-11-27,29.16666
2021-11-28,30.41666
2021-11-29,30.41666
2021-11-30,24.58333
2021-12-01,30.83333
2021-12-02,32.5
2021-12-03,25.83333
2021-12-04,29.16666
2021-12-05,35.0
2021-12-06,27.5
2021-12-07,25.41666
2021-12-08,23.33333
2021-12-09,17.08333
2021-12-10,18.33333
2021-12-11,19.58333
2021-12-12,27.08333
2021-12-13,24.16666
2021-12-14,17.08333
2021-12-15,25.0
2021-12-16,15.83333
2021-12-17,17.91666
2021-12-18,14.16666
2021-12-19,23.75
2021-12-20,17.91666
2021-12-21,19.16666
2021-12-22,13.33333
2021-12-23,15.41666
2021-12-24,19.16666
2021-12-25,17.08333
2021-12-26,21.66666
2021-12-27,17.91666
2021-12-28,12.5
2021-12-29,11.25
2021-12-30,15.41666
2021-12-31,26.25
2022-01-01,10.0
2022-01-02,20.41666
2022-01-03,17.5
2022-01-04,19.16666
2022-01-05,12.5
2022-01-06,18.33333
2022-01-07,11.66666
2022-01-08,14.58333
2022-01-09,20.0
2022-01-10,13.75
2022-01-11,8.75
2022-01-12,13.33333
2022-01-13,12.91666
2022-01-14,14.16666
2022-01-15,10.83333
2022-01-16,17.08333
2022-01-17,17.08333
2022-01-18,10.83333
2022-01-19,11.66666
2022-01-20,12.08333
2022-01-21,11.66666
2022-01-22,14.58333
2022-01-23,20.83333
2022-01-24,17.5
2022-01-25,14.16666
2022-01-26,15.0
2022-01-27,12.91666
2022-01-28,15.83333
2022-01-29,12.91666
2022-01-30,15.0
2022-01-31,12.5
2022-02-01,10.83333
2022-02-02,15.0
2022-02-03,21.66666
2022-02-04,22.08333
2022-02-05,32.91666
2022-02-06,23.33333
2022-02-07,21.66666
2022-02-08,15.41666
2022-02-09,15.83333
2022-02-10,12.91666
2022-02-11,12.91666
2022-02-12,22.91666
2022-02-13,27.08333
2022-02-14,17.91666
2022-02-15,19.16666
2022-02-16,12.5
2022-02-17,17.5
2022-02-18,16.25
2022-02-19,15.83333
2022-02-20,24.16666
2022-02-21,18.33333
2022-02-22,23.75
2022-02-23,18.75
2022-02-24,22.91666
2022-02-25,22.5
2022-02-26,30.41666
2022-02-27,22.91666
2022-02-28,20.83333
2022-03-01,37.08333
2022-03-02,26.66666
2022-03-03,20.83333
2022-03-04,24.16666
2022-03-05,21.66666
2022-03-06,35.0
2022-03-07,17.08333
2022-03-08,23.33333
2022-03-09,32.5
2022-03-10,21.66666
2022-03-11,22.08333
2022-03-12,21.25
2022-03-13,34.58333
2022-03-14,20.83333
2022-03-15,23.75
2022-03-16,20.41666
2022-03-17,20.0
2022-03-18,18.75
2022-03-19,34.16666
2022-03-20,40.0
2022-03-21,24.58333
2022-03-22,22.5
2022-03-23,24.58333
2022-03-24,19.16666
2022-03-25,23.75
2022-03-26,25.41666
2022-03-27,43.75
2022-03-28,25.41666
2022-03-29,23.33333
2022-03-30,25.41666
2022-03-31,23.33333
2022-04-01,23.75
2022-04-02,30.83333
2022-04-03,32.08333
2022-04-04,25.41666
2022-04-05,24.16666
2022-04-06,23.33333
2022-04-07,17.91666
2022-04-08,24.16666
2022-04-09,26.66666
2022-04-10,36.25
2022-04-11,43.75
2022-04-12,34.58333
2022-04-13,27.5
2022-04-14,28.75
2022-04-15,25.0
2022-04-16,35.41666
2022-04-17,37.5
2022-04-18,34.16666
2022-04-19,32.08333
2022-04-20,33.33333
2022-04-21,27.91666
2022-04-22,29.58333
2022-04-23,23.33333
2022-04-24,51.66666
2022-04-25,40.83333
2022-04-26,37.08333
2022-04-27,37.08333
2022-04-28,31.66666
2022-04-29,33.75
2022-04-30,27.08333
2022-05-01,32.5
2022-05-02,22.91666
2022-05-03,25.41666
2022-05-04,24.16666
2022-05-05,26.66666
2022-05-06,25.0
2022-05-07,30.0
2022-05-08,22.08333
2022-05-09,36.25
2022-05-10,27.91666
2022-05-11,28.33333
2022-05-12,25.41666
2022-05-13,21.66666
2022-05-14,32.91666
2022-05-15,40.41666
2022-05-16,31.66666
2022-05-17,29.16666
2022-05-18,23.75
2022-05-19,21.66666
2022-05-20,27.08333
2022-05-21,31.66666
2022-05-22,37.08333
2022-05-23,38.75
2022-05-24,42.08333
2022-05-25,34.58333
2022-05-26,37.91666
2022-05-27,41.25
2022-05-28,44.58333
2022-05-29,46.66666
2022-05-30,32.91666
2022-05-31,33.75
2022-06-01,46.66666
2022-06-02,35.41666
2022-06-03,28.75
2022-06-04,42.91666
2022-06-05,36.25
2022-06-06,37.5
2022-06-07,27.5
2022-06-08,33.75
2022-06-09,33.75
2022-06-10,43.75
2022-06-11,29.58333
2022-06-12,37.91666
2022-06-13,25.0
2022-06-14,27.08333
2022-06-15,20.83333
2022-06-16,20.0
2022-06-17,25.0
2022-06-18,25.83333
2022-06-19,30.0
2022-06-20,29.16666
2022-06-21,27.5
2022-06-22,23.75
2022-06-23,23.33333
2022-06-24,22.91666
2022-06-25,23.75
2022-06-26,27.91666
2022-06-27,22.5
2022-06-28,22.91666
2022-06-29,23.33333
2022-06-30,25.41666
2022-07-01,22.5
2022-07-02,28.75
2022-07-03,32.08333
2022-07-04,24.16666
2022-07-05,30.0
2022-07-06,21.25
2022-07-07,24.58333
2022-07-08,23.75
2022-07-09,24.58333
2022-07-10,40.0
2022-07-11,24.58333
2022-07-12,20.41666
2022-07-13,17.08333
2022-07-14,23.33333
2022-07-15,27.08333
2022-07-16,12.91666
2022-07-17,22.91666
2022-07-18,17.08333
2022-07-19,17.91666
2022-07-20,22.08333
2022-07-21,17.91666
2022-07-22,21.25
2022-07-23,16.66666
2022-07-24,22.91666
2022-07-25,20.0
2022-07-26,15.83333
2022-07-27,13.33333
2022-07-28,22.91666
2022-07-29,18.33333
2022-07-30,22.91666
2022-07-31,24.58333
2022-08-01,19.58333
2022-08-02,24.58333
2022-08-03,17.5
2022-08-04,17.91666
2022-08-05,22.08333
2022-08-06,22.91666
2022-08-07,27.91666
2022-08-08,25.83333
2022-08-09,22.5
2022-08-10,20.0
2022-08-11,26.25
2022-08-12,24.16666
2022-08-13,30.83333
2022-08-14,32.91666
2022-08-15,33.75
2022-08-16,21.66666
2022-08-17,25.83333
2022-08-18,17.91666
2022-08-19,20.83333
2022-08-20,21.66666
2022-08-21,28.75
2022-08-22,22.08333
2022-08-23,17.91666
2022-08-24,23.75
2022-08-25,22.91666
2022-08-26,27.91666
2022-08-27,20.0
2022-08-28,26.25
2022-08-29,32.91666
2022-08-30,32.5
2022-08-31,28.75
2022-09-01,29.58333
2022-09-02,36.66666
2022-09-03,39.58333
2022-09-04,29.16666
2022-09-05,23.75
2022-09-06,22.08333
2022-09-07,26.66666
2022-09-08,22.91666
2022-09-09,17.08333
2022-09-10,12.5
2022-09-11,25.83333
2022-09-12,37.08333
2022-09-13,26.66666
2022-09-14,24.16666
2022-09-15,25.0
2022-09-16,31.66666
2022-09-17,30.41666
2022-09-18,35.83333
2022-09-19,30.83333
2022-09-20,34.16666
2022-09-21,30.83333
2022-09-22,31.25
2022-09-23,35.0
2022-09-24,44.58333
2022-09-25,51.66666
2022-09-26,43.33333
2022-09-27,43.33333
2022-09-28,37.91666
2022-09-29,41.66666
2022-09-30,25.83333
2022-10-01,35.83333
2022-10-02,32.08333
2022-10-03,44.58333
2022-10-04,38.75
2022-10-05,32.08333
2022-10-06,33.75
2022-10-07,45.41666
2022-10-08,48.33333
2022-10-09,60.41666
2022-10-10,92.08333
2022-10-11,83.75
2022-10-12,72.91666
2022-10-13,60.83333
2022-10-14,47.91666
2022-10-15,51.25
2022-10-16,62.5
2022-10-17,65.0
2022-10-18,62.91666
2022-10-19,59.58333
2022-10-20,54.58333
2022-10-21,47.91666
2022-10-22,41.66666
2022-10-23,55.41666
2022-10-24,65.41666
2022-10-25,64.16666
2022-10-26,56.66666
2022-10-27,52.91666
2022-10-28,40.41666
2022-10-29,45.41666
2022-10-30,40.83333
2022-10-31,40.0
2022-11-01,50.0
2022-11-02,39.16666
2022-11-03,46.66666
2022-11-04,68.33333
2022-11-05,67.08333
2022-11-06,65.83333
2022-11-07,58.33333
2022-11-08,51.25
2022-11-09,48.75
2022-11-10,41.66666
2022-11-11,37.91666
2022-11-12,59.16666
2022-11-13,62.5
2022-11-14,47.08333
2022-11-15,43.75
2022-11-16,48.33333
2022-11-17,47.5
2022-11-18,59.58333
2022-11-19,40.0
2022-11-20,37.08333
2022-11-21,42.08333
2022-11-22,43.75
2022-11-23,30.83333
2022-11-24,23.75
2022-11-25,25.0
2022-11-26,29.58333
2022-11-27,41.25
2022-11-28,30.0
2022-11-29,30.41666
2022-11-30,44.58333
2022-12-01,51.25
2022-12-02,56.25
2022-12-03,50.83333
2022-12-04,59.58333
2022-12-05,41.25
2022-12-06,51.66666
2022-12-07,39.58333
2022-12-08,35.0
2022-12-09,32.91666
2022-12-10,39.16666
2022-12-11,34.58333
2022-12-12,32.5
2022-12-13,26.66666
2022-12-14,42.5
2022-12-15,32.08333
2022-12-16,36.25
2022-12-17,37.08333
2022-12-18,41.25
2022-12-19,37.91666
2022-12-20,37.91666
2022-12-21,39.58333
2022-12-22,36.66666
2022-12-23,38.75
2022-12-24,42.5
2022-12-25,40.41666
2022-12-26,30.0
2022-12-27,29.58333
2022-12-28,23.33333
2022-12-29,27.5
2022-12-30,32.08333
2022-12-31,36.25
2023-01-01,37.08333
2023-01-02,27.91666
2023-01-03,31.25
2023-01-04,34.58333
2023-01-05,22.08333
2023-01-06,21.66666
2023-01-07,24.16666
2023-01-08,27.91666
2023-01-09,24.58333
2023-01-10,27.91666
2023-01-11,22.08333
2023-01-12,18.33333
2023-01-13,16.66666
2023-01-14,20.83333
2023-01-15,25.41666
2023-01-16,26.66666
2023-01-17,15.83333
2023-01-18,18.75
2023-01-19,22.91666
2023-01-20,17.91666
2023-01-21,17.5
2023-01-22,9.58333
2023-01-23,19.16666
2023-01-24,23.75
2023-01-25,16.66666
2023-01-26,21.66666
2023-01-27,30.41666
2023-01-28,22.91666
2023-01-29,34.58333
2023-01-30,31.25
2023-01-31,30.0
2023-02-01,25.83333
2023-02-02,22.5
2023-02-03,29.58333
2023-02-04,31.25
2023-02-05,26.66666
2023-02-06,27.5
2023-02-07,30.0
2023-02-08,26.66666
2023-02-09,24.58333
2023-02-10,30.0
2023-02-11,44.58333
2023-02-12,47.91666
2023-02-13,27.08333
2023-02-14,33.33333
2023-02-15,24.58333
2023-02-16,34.16666
2023-02-17,25.83333
2023-02-18,36.66666
2023-02-19,37.08333
2023-02-20,34.16666
2023-02-21,26.25
2023-02-22,20.0
2023-02-23,24.58333
2023-02-24,26.66666
2023-02-25,30.83333
2023-02-26,35.41666
2023-02-27,30.83333
2023-02-28,27.08333
2023-03-01,43.75
2023-03-02,31.66666
2023-03-03,25.41666
2023-03-04,32.08333
2023-03-05,40.0
2023-03-06,25.0
2023-03-07,25.83333
2023-03-08,30.0
2023-03-09,25.41666
2023-03-10,35.83333
2023-03-11,38.75
2023-03-12,41.66666
2023-03-13,39.16666
2023-03-14,25.41666
2023-03-15,32.5
2023-03-16,28.33333
2023-03-17,24.16666
2023-03-18,35.41666
2023-03-19,35.83333
2023-03-20,34.16666
2023-03-21,28.75
2023-03-22,28.33333
2023-03-23,35.0
2023-03-24,27.91666
2023-03-25,34.16666
2023-03-26,55.0
2023-03-27,24.58333
2023-03-28,32.08333
2023-03-29,27.5
2023-03-30,28.75
2023-03-31,35.0
2023-04-01,25.83333
2023-04-02,44.16666
2023-04-03,39.16666
2023-04-04,30.41666
2023-04-05,31.25
2023-04-06,31.25
2023-04-07,30.41666
2023-04-08,28.75
2023-04-09,34.16666
2023-04-10,36.66666
2023-04-11,26.66666
2023-04-12,30.83333
2023-04-13,27.91666
2023-04-14,26.25
2023-04-15,25.41666
2023-04-16,30.41666
2023-04-17,29.16666
2023-04-18,20.41666
2023-04-19,32.5
2023-04-20,28.33333
2023-04-21,27.5
2023-04-22,37.08333
2023-04-23,43.75
2023-04-24,25.0
2023-04-25,27.91666
2023-04-26,22.91666
2023-04-27,32.5
2023-04-28,31.66666
2023-04-29,28.33333
2023-04-30,38.33333
2023-05-01,39.16666
2023-05-02,37.08333
2023-05-03,36.66666
2023-05-04,39.16666
2023-05-05,36.25
2023-05-06,34.58333
2023-05-07,37.91666
2023-05-08,29.58333
2023-05-09,35.83333
2023-05-10,34.16666
2023-05-11,34.58333
2023-05-12,38.33333
2023-05-13,37.08333
2023-05-14,42.91666
2023-05-15,43.33333
2023-05-16,41.25
2023-05-17,40.0
2023-05-18,45.83333
2023-05-19,39.16666
2023-05-20,48.33333
2023-05-21,50.0
2023-05-22,40.83333
2023-05-23,47.08333
2023-05-24,39.58333
2023-05-25,33.75
2023-05-26,35.83333
2023-05-27,30.41666
2023-05-28,37.91666
2023-05-29,65.0
2023-05-30,45.41666
2023-05-31,39.16666
2023-06-01,45.0
2023-06-02,60.0
2023-06-03,48.33333
2023-06-04,42.08333
2023-06-05,27.5
2023-06-06,41.66666
2023-06-07,26.66666
2023-06-08,32.08333
2023-06-09,32.91666
2023-06-10,30.41666
2023-06-11,43.33333
2023-06-12,27.5
2023-06-13,24.16666
2023-06-14,27.08333
2023-06-15,22.91666
2023-06-16,29.16666
2023-06-17,23.33333
2023-06-18,29.16666
2023-06-19,25.83333
2023-06-20,20.41666
2023-06-21,11.66666
2023-06-22,24.16666
2023-06-23,25.83333
2023-06-24,27.5
2023-06-25,23.33333
2023-06-26,16.25
2023-06-27,20.0
2023-06-28,22.5
