date,코스피200선물
2023-05-30,15.53449
2023-05-31,18.06213
2023-06-01,16.42969
2023-06-02,19.37862
2023-06-03,1.84307
2023-06-04,1.73775
2023-06-05,14.37598
2023-06-06,2.317
2023-06-07,17.00895
2023-06-08,15.74512
2023-06-09,19.43127
2023-06-10,1.73775
2023-06-11,1.4218
2023-06-12,17.43022
2023-06-13,17.06161
2023-06-14,16.53501
2023-06-15,15.69246
2023-06-16,15.11321
2023-06-17,1.26382
2023-06-18,1.47446
2023-06-19,14.16535
2023-06-20,13.79673
2023-06-21,14.84992
2023-06-22,13.3228
2023-06-23,15.95576
2023-06-24,1.31648
2023-06-25,0.36861
2023-06-26,12.42759
2023-06-27,13.53343
2023-06-28,14.7446
2023-06-29,19.74723
2023-06-30,16.00842
2023-07-01,1.05318
2023-07-02,1.31648
2023-07-03,14.69194
2023-07-04,14.58662
2023-07-05,15.69246
2023-07-06,17.16692
2023-07-07,17.90416
2023-07-08,1.73775
2023-07-09,1.05318
2023-07-10,17.21958
2023-07-11,16.06108
2023-07-12,14.84992
2023-07-13,13.74407
2023-07-14,14.90258
2023-07-15,2.15903
2023-07-16,1.47446
2023-07-17,13.0595
2023-07-18,11.84834
2023-07-19,13.3228
2023-07-20,14.06003
2023-07-21,17.48288
2023-07-22,1.57977
2023-07-23,1.10584
2023-07-24,19.01
2023-07-25,14.63928
2023-07-26,16.58767
2023-07-27,19.69457
2023-07-28,17.06161
2023-07-29,1.47446
2023-07-30,2.10637
2023-07-31,16.85097
2023-08-01,18.27277
2023-08-02,20.74776
2023-08-03,18.06213
2023-08-04,16.00842
2023-08-05,1.31648
2023-08-06,1.10584
2023-08-07,15.58715
2023-08-08,16.00842
2023-08-09,14.42864
2023-08-10,12.7962
2023-08-11,12.95418
2023-08-12,1.21116
2023-08-13,0.42127
2023-08-14,12.48025
2023-08-15,1.79041
2023-08-16,21.53765
2023-08-17,19.95787
2023-08-18,15.9031
2023-08-19,1.73775
2023-08-20,1.05318
2023-08-21,16.1664
2023-08-22,14.16535
2023-08-23,17.5882
2023-08-24,14.32332
2023-08-25,18.27277
2023-08-26,2.42232
2023-08-27,1.26382
2023-08-28,11.53238
2023-08-29,16.85097
2023-08-30,13.00684
2023-08-31,11.42706
2023-09-01,13.63875
2023-09-02,1.84307
2023-09-03,1.26382
2023-09-04,16.00842
2023-09-05,16.06108
2023-09-06,14.11269
2023-09-07,13.21748
2023-09-08,14.58662
2023-09-09,1.1585
2023-09-10,1.1585
2023-09-11,12.48025
2023-09-12,13.95471
2023-09-13,13.00684
2023-09-14,15.21853
2023-09-15,14.95523
2023-09-16,2.26434
2023-09-17,2.26434
2023-09-18,16.42969
2023-09-19,16.85097
2023-09-20,16.27172
2023-09-21,19.48393
2023-09-22,19.53659
2023-09-23,1.57977
2023-09-24,1.79041
2023-09-25,15.16587
2023-09-26,15.9031
2023-09-27,18.00947
2023-09-28,1.00052
2023-09-29,0.78988
2023-09-30,1.36914
2023-10-01,0.68457
2023-10-02,2.36966
2023-10-03,1.68509
2023-10-04,18.32543
2023-10-05,15.9031
2023-10-06,14.42864
2023-10-07,0.73723
2023-10-08,0.78988
2023-10-09,2.42232
2023-10-10,17.74618
2023-10-11,18.69404
2023-10-12,16.74565
2023-10-13,16.32438
2023-10-14,1.4218
2023-10-15,1.26382
2023-10-16,13.00684
2023-10-17,14.90258
2023-10-18,16.00842
2023-10-19,16.64033
2023-10-20,17.64086
2023-10-21,1.94839
2023-10-22,1.94839
2023-10-23,18.53607
2023-10-24,18.00947
2023-10-25,14.95523
2023-10-26,19.69457
2023-10-27,21.64296
2023-10-28,3.52817
2023-10-29,2.73828
2023-10-30,18.22011
2023-10-31,19.90521
2023-11-01,20.53712
2023-11-02,20.4318
2023-11-03,20.6951
2023-11-04,3.10689
2023-11-05,2.36966
2023-11-06,26.96155
2023-11-07,25.06582
2023-11-08,20.01053
2023-11-09,23.59136
2023-11-10,17.64086
2023-11-11,2.79094
2023-11-12,1.05318
2023-11-13,17.00895
2023-11-14,19.69457
2023-11-15,19.37862
2023-11-16,18.48341
2023-11-17,18.79936
2023-11-18,1.05318
2023-11-19,1.52711
2023-11-20,14.37598
2023-11-21,16.69299
2023-11-22,18.11479
2023-11-23,13.53343
2023-11-24,13.95471
2023-11-25,1.47446
2023-11-26,1.36914
2023-11-27,13.69141
2023-11-28,12.84886
2023-11-29,12.05897
2023-11-30,11.901
2023-12-01,14.58662
2023-12-02,1.57977
2023-12-03,1.63243
2023-12-04,14.4813
2023-12-05,15.32385
2023-12-06,15.42917
2023-12-07,18.64139
2023-12-08,15.11321
2023-12-09,2.47498
2023-12-10,0.63191
2023-12-11,11.84834
2023-12-12,12.21695
2023-12-13,13.84939
2023-12-14,17.43022
2023-12-15,13.11216
2023-12-16,1.52711
2023-12-17,1.21116
2023-12-18,13.63875
2023-12-19,13.53343
2023-12-20,14.00737
2023-12-21,12.58557
2023-12-22,16.06108
2023-12-23,1.05318
2023-12-24,1.63243
2023-12-25,1.00052
2023-12-26,14.95523
2023-12-27,17.95681
2023-12-28,19.95787
2023-12-29,3.79146
2023-12-30,1.10584
2023-12-31,0.42127
2024-01-01,1.1585
2024-01-02,14.218
2024-01-03,19.64191
2024-01-04,20.27382
2024-01-05,18.48341
2024-01-06,1.94839
2024-01-07,1.89573
2024-01-08,17.00895
2024-01-09,17.90416
2024-01-10,18.27277
2024-01-11,17.3249
2024-01-12,17.79884
2024-01-13,2.63296
2024-01-14,2.15903
2024-01-15,18.32543
2024-01-16,20.53712
2024-01-17,23.74934
2024-01-18,24.43391
2024-01-19,19.37862
2024-01-20,1.94839
2024-01-21,1.57977
2024-01-22,20.80042
2024-01-23,18.16745
2024-01-24,20.90573
2024-01-25,20.95839
2024-01-26,19.01
2024-01-27,2.42232
2024-01-28,1.1585
2024-01-29,20.22116
2024-01-30,19.90521
2024-01-31,16.85097
2024-02-01,20.64244
2024-02-02,21.48499
2024-02-03,3.10689
2024-02-04,1.84307
2024-02-05,16.58767
2024-02-06,19.43127
2024-02-07,19.48393
2024-02-08,19.01
2024-02-09,1.47446
2024-02-10,1.05318
2024-02-11,0.78988
2024-02-12,1.47446
2024-02-13,18.00947
2024-02-14,13.69141
2024-02-15,14.84992
2024-02-16,15.37651
2024-02-17,0.94786
2024-02-18,1.73775
2024-02-19,16.74565
2024-02-20,17.27224
2024-02-21,16.53501
2024-02-22,14.27066
2024-02-23,17.69352
2024-02-24,1.26382
2024-02-25,1.21116
2024-02-26,14.79726
2024-02-27,14.7446
2024-02-28,15.37651
2024-02-29,12.26961
2024-03-01,2.10637
2024-03-02,0.8952
2024-03-03,0.94786
2024-03-04,16.74565
2024-03-05,16.00842
2024-03-06,15.11321
2024-03-07,15.27119
2024-03-08,17.16692
2024-03-09,2.36966
2024-03-10,1.63243
2024-03-11,13.69141
2024-03-12,13.16482
2024-03-13,17.27224
2024-03-14,14.4813
2024-03-15,16.74565
2024-03-16,1.57977
2024-03-17,0.78988
2024-03-18,14.63928
2024-03-19,15.95576
2024-03-20,16.53501
