date,S&P500지수
2023-05-30,4.66957
2023-05-31,5.37616
2023-06-01,5.02457
2023-06-02,5.08601
2023-06-03,3.57728
2023-06-04,1.09229
2023-06-05,2.65906
2023-06-06,4.80611
2023-06-07,5.33178
2023-06-08,5.32837
2023-06-09,5.36933
2023-06-10,3.89472
2023-06-11,1.12643
2023-06-12,3.01064
2023-06-13,5.8711
2023-06-14,5.59803
2023-06-15,5.52635
2023-06-16,5.64923
2023-06-17,3.32809
2023-06-18,1.07523
2023-06-19,2.50887
2023-06-20,4.08929
2023-06-21,4.94606
2023-06-22,5.27717
2023-06-23,4.70371
2023-06-24,2.78536
2023-06-25,0.82946
2023-06-26,2.50204
2023-06-27,4.74467
2023-06-28,4.85731
2023-06-29,4.86755
2023-06-30,4.60813
2023-07-01,2.95603
2023-07-02,0.88749
2023-07-03,2.66589
2023-07-04,4.36237
2023-07-05,3.43732
2023-07-06,4.44087
2023-07-07,4.45453
2023-07-08,2.67954
2023-07-09,0.91821
2023-07-10,2.22897
2023-07-11,4.4477
2023-07-12,4.61496
2023-07-13,4.69347
2023-07-14,4.53986
2023-07-15,3.01747
2023-07-16,1.04109
2023-07-17,2.59079
2023-07-18,4.3965
2023-07-19,4.60813
2023-07-20,4.27703
2023-07-21,4.42039
2023-07-22,2.80243
2023-07-23,0.86359
2023-07-24,2.6181
2023-07-25,4.22583
2023-07-26,4.39991
2023-07-27,4.46477
2023-07-28,4.52962
2023-07-29,2.74781
2023-07-30,0.81239
2023-07-31,2.49863
2023-08-01,4.51938
2023-08-02,4.58765
2023-08-03,4.75491
2023-08-04,4.25314
2023-08-05,2.55666
2023-08-06,0.88407
2023-08-07,2.53618
2023-08-08,4.3965
2023-08-09,4.20876
2023-08-10,4.30092
2023-08-11,4.1678
2023-08-12,2.37916
2023-08-13,0.8909
2023-08-14,2.06171
2023-08-15,3.29737
2023-08-16,4.06881
2023-08-17,4.50573
2023-08-18,4.49549
2023-08-19,2.59421
2023-08-20,0.99672
2023-08-21,2.44401
2023-08-22,4.39991
2023-08-23,4.2941
2023-08-24,4.1678
2023-08-25,4.27703
2023-08-26,2.91507
2023-08-27,0.79874
2023-08-28,2.28358
2023-08-29,4.10636
2023-08-30,4.57741
2023-08-31,4.40333
2023-09-01,3.88107
2023-09-02,2.30748
2023-09-03,0.74754
2023-09-04,2.18459
2023-09-05,3.4817
2023-09-06,3.73429
2023-09-07,3.91521
2023-09-08,3.57045
2023-09-09,2.09926
2023-09-10,0.66903
2023-09-11,2.03782
2023-09-12,3.79574
2023-09-13,3.46122
2023-09-14,3.63189
2023-09-15,3.60458
2023-09-16,2.18801
2023-09-17,0.69975
2023-09-18,2.05488
2023-09-19,3.51583
2023-09-20,3.49877
2023-09-21,3.92545
2023-09-22,3.8879
2023-09-23,2.35868
2023-09-24,0.83629
2023-09-25,2.10267
2023-09-26,3.52949
2023-09-27,3.57728
2023-09-28,2.93214
2023-09-29,2.41329
2023-09-30,2.33478
2023-10-01,0.80557
2023-10-02,1.51897
2023-10-03,3.11987
2023-10-04,4.42381
2023-10-05,4.07222
2023-10-06,3.69675
2023-10-07,2.51228
2023-10-08,0.81239
2023-10-09,1.8057
2023-10-10,3.95275
2023-10-11,4.02444
2023-10-12,4.21559
2023-10-13,3.96982
2023-10-14,2.29382
2023-10-15,0.67927
2023-10-16,2.28017
2023-10-17,3.59434
2023-10-18,3.80598
2023-10-19,4.26338
2023-10-20,4.89827
2023-10-21,3.13353
2023-10-22,0.87042
2023-10-23,2.62151
2023-10-24,4.85731
2023-10-25,4.12001
2023-10-26,5.48197
2023-10-27,4.88803
2023-10-28,3.24959
2023-10-29,1.02403
2023-10-30,3.04478
2023-10-31,4.8027
2023-11-01,4.55352
2023-11-02,4.66616
2023-11-03,4.73102
2023-11-04,2.96968
2023-11-05,0.8397
2023-11-06,2.898
2023-11-07,4.9051
2023-11-08,4.34871
2023-11-09,4.30092
2023-11-10,4.11318
2023-11-11,2.43719
2023-11-12,0.87383
2023-11-13,2.18459
2023-11-14,4.08588
2023-11-15,4.91534
2023-11-16,4.55693
2023-11-17,4.17463
2023-11-18,2.57714
2023-11-19,0.91138
2023-11-20,2.27334
2023-11-21,4.29751
2023-11-22,4.08246
2023-11-23,3.85035
2023-11-24,3.20862
2023-11-25,2.43719
2023-11-26,0.966
2023-11-27,2.21873
2023-11-28,4.13367
2023-11-29,4.02102
2023-11-30,3.91862
2023-12-01,4.01078
2023-12-02,2.85021
2023-12-03,1.00696
2023-12-04,2.17094
2023-12-05,3.99713
2023-12-06,4.10977
2023-12-07,3.84694
2023-12-08,3.61824
2023-12-09,2.70344
2023-12-10,0.82263
2023-12-11,2.20507
2023-12-12,4.30434
2023-12-13,4.2429
2023-12-14,4.86755
2023-12-15,4.36919
2023-12-16,3.13353
2023-12-17,1.13326
2023-12-18,2.16411
2023-12-19,4.47842
2023-12-20,4.2702
2023-12-21,4.66275
2023-12-22,4.26679
2023-12-23,2.80243
2023-12-24,0.80215
2023-12-25,0.96258
2023-12-26,2.2358
2023-12-27,3.99371
2023-12-28,4.24972
2023-12-29,3.70699
2023-12-30,2.32796
2023-12-31,0.92504
2024-01-01,1.07864
2024-01-02,2.4406
2024-01-03,4.36578
2024-01-04,4.20535
2024-01-05,4.19511
2024-01-06,2.68637
2024-01-07,0.9148
2024-01-08,2.01392
2024-01-09,4.36578
2024-01-10,3.82646
2024-01-11,4.21559
2024-01-12,4.01761
2024-01-13,2.40647
2024-01-14,0.92162
2024-01-15,1.8808
2024-01-16,3.34858
2024-01-17,4.0927
2024-01-18,4.14732
2024-01-19,3.96641
2024-01-20,3.62165
2024-01-21,1.41657
2024-01-22,2.6693
2024-01-23,4.74808
2024-01-24,4.51597
2024-01-25,4.43405
2024-01-26,4.219
2024-01-27,2.79219
2024-01-28,1.09229
2024-01-29,2.36551
2024-01-30,4.08246
2024-01-31,4.09953
2024-02-01,4.13708
2024-02-02,4.20876
2024-02-03,3.19497
2024-02-04,0.98306
2024-02-05,2.36209
2024-02-06,4.21559
2024-02-07,4.2941
2024-02-08,4.41015
2024-02-09,3.78208
2024-02-10,3.8879
2024-02-11,1.1947
2024-02-12,1.89787
2024-02-13,4.66275
2024-02-14,4.76515
2024-02-15,4.35212
2024-02-16,4.2941
2024-02-17,3.0004
2024-02-18,1.04109
2024-02-19,2.20507
2024-02-20,3.50559
2024-02-21,4.41015
2024-02-22,4.52621
2024-02-23,4.88121
2024-02-24,3.15401
2024-02-25,1.01037
2024-02-26,2.17777
2024-02-27,4.23948
2024-02-28,4.02444
2024-02-29,3.6353
2024-03-01,3.35882
2024-03-02,2.93214
2024-03-03,1.11277
2024-03-04,2.31089
2024-03-05,4.34871
2024-03-06,4.50914
2024-03-07,4.21559
2024-03-08,4.13367
2024-03-09,3.10281
2024-03-10,1.00013
2024-03-11,2.34161
2024-03-12,4.31799
2024-03-13,4.45794
2024-03-14,4.08929
2024-03-15,4.02444
2024-03-16,2.55324
2024-03-17,0.75436
2024-03-18,2.06512
2024-03-19,3.60458
2024-03-20,3.87424
