date,자동차보험다이렉트비교
2021-02-28,11.45161
2021-03-01,15.0
2021-03-02,36.29032
2021-03-03,31.6129
2021-03-04,26.93548
2021-03-05,27.09677
2021-03-06,12.74193
2021-03-07,12.58064
2021-03-08,27.25806
2021-03-09,28.87096
2021-03-10,27.74193
2021-03-11,29.35483
2021-03-12,23.87096
2021-03-13,13.54838
2021-03-14,11.6129
2021-03-15,29.51612
2021-03-16,22.58064
2021-03-17,21.6129
2021-03-18,24.67741
2021-03-19,19.67741
2021-03-20,11.77419
2021-03-21,16.29032
2021-03-22,29.8387
2021-03-23,27.09677
2021-03-24,22.90322
2021-03-25,20.16129
2021-03-26,17.41935
2021-03-27,11.77419
2021-03-28,14.35483
2021-03-29,28.54838
2021-03-30,25.16129
2021-03-31,21.77419
2021-04-01,20.16129
2021-04-02,20.16129
2021-04-03,13.54838
2021-04-04,14.19354
2021-04-05,26.77419
2021-04-06,30.16129
2021-04-07,25.16129
2021-04-08,22.90322
2021-04-09,20.32258
2021-04-10,9.8387
2021-04-11,11.93548
2021-04-12,27.74193
2021-04-13,26.29032
2021-04-14,26.29032
2021-04-15,23.87096
2021-04-16,20.32258
2021-04-17,11.29032
2021-04-18,9.8387
2021-04-19,30.64516
2021-04-20,25.80645
2021-04-21,22.58064
2021-04-22,19.19354
2021-04-23,24.35483
2021-04-24,11.29032
2021-04-25,9.35483
2021-04-26,21.93548
2021-04-27,27.90322
2021-04-28,20.96774
2021-04-29,23.2258
2021-04-30,21.77419
2021-05-01,10.0
2021-05-02,11.6129
2021-05-03,25.32258
2021-05-04,24.8387
2021-05-05,12.25806
2021-05-06,26.6129
2021-05-07,20.64516
2021-05-08,7.41935
2021-05-09,9.67741
2021-05-10,33.2258
2021-05-11,33.06451
2021-05-12,28.87096
2021-05-13,22.74193
2021-05-14,16.93548
2021-05-15,9.51612
2021-05-16,9.51612
2021-05-17,25.80645
2021-05-18,28.2258
2021-05-19,13.87096
2021-05-20,30.0
2021-05-21,18.87096
2021-05-22,10.80645
2021-05-23,14.51612
2021-05-24,27.41935
2021-05-25,28.06451
2021-05-26,18.87096
2021-05-27,27.74193
2021-05-28,22.58064
2021-05-29,9.8387
2021-05-30,10.48387
2021-05-31,26.93548
2021-06-01,31.12903
2021-06-02,24.35483
2021-06-03,26.12903
2021-06-04,23.87096
2021-06-05,8.38709
2021-06-06,9.35483
2021-06-07,36.45161
2021-06-08,28.2258
2021-06-09,25.0
2021-06-10,24.51612
2021-06-11,18.2258
2021-06-12,5.96774
2021-06-13,11.6129
2021-06-14,27.09677
2021-06-15,25.64516
2021-06-16,25.16129
2021-06-17,29.35483
2021-06-18,23.70967
2021-06-19,10.48387
2021-06-20,9.19354
2021-06-21,29.03225
2021-06-22,25.64516
2021-06-23,20.48387
2021-06-24,20.96774
2021-06-25,20.0
2021-06-26,10.0
2021-06-27,10.80645
2021-06-28,27.25806
2021-06-29,25.32258
2021-06-30,20.16129
2021-07-01,25.16129
2021-07-02,20.80645
2021-07-03,10.48387
2021-07-04,9.8387
2021-07-05,25.64516
2021-07-06,20.0
2021-07-07,20.64516
2021-07-08,27.25806
2021-07-09,23.87096
2021-07-10,10.96774
2021-07-11,8.2258
2021-07-12,25.16129
2021-07-13,26.77419
2021-07-14,26.12903
2021-07-15,20.80645
2021-07-16,16.93548
2021-07-17,8.54838
2021-07-18,7.41935
2021-07-19,25.96774
2021-07-20,24.19354
2021-07-21,25.32258
2021-07-22,22.41935
2021-07-23,16.6129
2021-07-24,11.12903
2021-07-25,7.41935
2021-07-26,25.96774
2021-07-27,20.48387
2021-07-28,20.48387
2021-07-29,17.58064
2021-07-30,13.06451
2021-07-31,9.03225
2021-08-01,6.77419
2021-08-02,20.0
2021-08-03,24.51612
2021-08-04,18.54838
2021-08-05,20.96774
2021-08-06,15.64516
2021-08-07,7.90322
2021-08-08,9.03225
2021-08-09,19.51612
2021-08-10,19.67741
2021-08-11,19.03225
2021-08-12,21.12903
2021-08-13,18.38709
2021-08-14,9.67741
2021-08-15,7.25806
2021-08-16,13.2258
2021-08-17,25.16129
2021-08-18,21.45161
2021-08-19,20.0
2021-08-20,22.74193
2021-08-21,8.38709
2021-08-22,10.0
2021-08-23,24.03225
2021-08-24,21.6129
2021-08-25,23.38709
2021-08-26,20.32258
2021-08-27,19.03225
2021-08-28,11.29032
2021-08-29,10.48387
2021-08-30,19.8387
2021-08-31,21.12903
2021-09-01,28.38709
2021-09-02,25.32258
2021-09-03,17.90322
2021-09-04,7.41935
2021-09-05,7.09677
2021-09-06,29.51612
2021-09-07,21.93548
2021-09-08,19.03225
2021-09-09,24.51612
2021-09-10,17.25806
2021-09-11,9.51612
2021-09-12,7.90322
2021-09-13,26.45161
2021-09-14,22.74193
2021-09-15,22.90322
2021-09-16,21.93548
2021-09-17,19.8387
2021-09-18,8.70967
2021-09-19,4.67741
2021-09-20,4.8387
2021-09-21,7.58064
2021-09-22,7.90322
2021-09-23,23.06451
2021-09-24,20.16129
2021-09-25,8.87096
2021-09-26,10.64516
2021-09-27,21.29032
2021-09-28,25.80645
2021-09-29,19.8387
2021-09-30,16.12903
2021-10-01,18.87096
2021-10-02,8.54838
2021-10-03,7.41935
2021-10-04,13.87096
2021-10-05,23.87096
2021-10-06,21.29032
2021-10-07,20.96774
2021-10-08,20.16129
2021-10-09,7.58064
2021-10-10,9.19354
2021-10-11,10.80645
2021-10-12,24.35483
2021-10-13,18.87096
2021-10-14,21.93548
2021-10-15,19.51612
2021-10-16,10.16129
2021-10-17,9.35483
2021-10-18,19.19354
2021-10-19,15.48387
2021-10-20,20.48387
2021-10-21,17.58064
2021-10-22,20.0
2021-10-23,8.54838
2021-10-24,8.87096
2021-10-25,24.35483
2021-10-26,18.70967
2021-10-27,20.0
2021-10-28,17.74193
2021-10-29,14.19354
2021-10-30,6.45161
2021-10-31,7.74193
2021-11-01,26.45161
2021-11-02,18.87096
2021-11-03,18.2258
2021-11-04,22.09677
2021-11-05,19.19354
2021-11-06,5.96774
2021-11-07,5.96774
2021-11-08,25.0
2021-11-09,22.90322
2021-11-10,16.6129
2021-11-11,19.67741
2021-11-12,17.41935
2021-11-13,5.80645
2021-11-14,7.74193
2021-11-15,19.51612
2021-11-16,19.35483
2021-11-17,20.48387
2021-11-18,19.8387
2021-11-19,19.35483
2021-11-20,8.2258
2021-11-21,6.45161
2021-11-22,26.93548
2021-11-23,20.48387
2021-11-24,18.38709
2021-11-25,16.77419
2021-11-26,15.96774
2021-11-27,9.35483
2021-11-28,7.74193
2021-11-29,16.6129
2021-11-30,21.77419
2021-12-01,20.0
2021-12-02,21.29032
2021-12-03,19.8387
2021-12-04,7.41935
2021-12-05,10.80645
2021-12-06,20.48387
2021-12-07,20.16129
2021-12-08,21.12903
2021-12-09,17.90322
2021-12-10,16.93548
2021-12-11,8.38709
2021-12-12,12.41935
2021-12-13,24.03225
2021-12-14,19.8387
2021-12-15,22.09677
2021-12-16,15.96774
2021-12-17,19.8387
2021-12-18,6.93548
2021-12-19,9.03225
2021-12-20,20.80645
2021-12-21,22.41935
2021-12-22,18.38709
2021-12-23,15.96774
2021-12-24,14.03225
2021-12-25,6.45161
2021-12-26,7.25806
2021-12-27,22.74193
2021-12-28,25.0
2021-12-29,24.51612
2021-12-30,19.03225
2021-12-31,21.77419
2022-01-01,7.58064
2022-01-02,12.74193
2022-01-03,25.48387
2022-01-04,24.03225
2022-01-05,22.74193
2022-01-06,20.64516
2022-01-07,16.77419
2022-01-08,8.87096
2022-01-09,11.29032
2022-01-10,25.48387
2022-01-11,24.51612
2022-01-12,25.48387
2022-01-13,23.87096
2022-01-14,19.19354
2022-01-15,7.90322
2022-01-16,7.90322
2022-01-17,23.06451
2022-01-18,21.12903
2022-01-19,20.32258
2022-01-20,19.19354
2022-01-21,16.12903
2022-01-22,9.35483
2022-01-23,8.38709
2022-01-24,22.41935
2022-01-25,21.12903
2022-01-26,21.77419
2022-01-27,14.19354
2022-01-28,17.09677
2022-01-29,10.64516
2022-01-30,6.12903
2022-01-31,8.54838
2022-02-01,4.8387
2022-02-02,10.64516
2022-02-03,28.87096
2022-02-04,25.64516
2022-02-05,9.67741
2022-02-06,13.2258
2022-02-07,27.09677
2022-02-08,21.12903
2022-02-09,22.09677
2022-02-10,22.25806
2022-02-11,21.12903
2022-02-12,9.51612
2022-02-13,9.8387
2022-02-14,22.58064
2022-02-15,21.77419
2022-02-16,21.45161
2022-02-17,20.48387
2022-02-18,17.25806
2022-02-19,14.35483
2022-02-20,13.70967
2022-02-21,25.48387
2022-02-22,20.32258
2022-02-23,25.64516
2022-02-24,21.77419
2022-02-25,20.80645
2022-02-26,10.96774
2022-02-27,8.54838
2022-02-28,20.96774
2022-03-01,11.6129
2022-03-02,24.8387
2022-03-03,20.64516
2022-03-04,22.58064
2022-03-05,8.87096
2022-03-06,12.41935
2022-03-07,27.25806
2022-03-08,20.48387
2022-03-09,10.48387
2022-03-10,19.19354
2022-03-11,23.38709
2022-03-12,11.12903
2022-03-13,10.16129
2022-03-14,22.74193
2022-03-15,20.32258
2022-03-16,21.29032
2022-03-17,18.06451
2022-03-18,22.09677
2022-03-19,10.32258
2022-03-20,8.70967
2022-03-21,21.12903
2022-03-22,20.32258
2022-03-23,21.77419
2022-03-24,19.35483
2022-03-25,18.2258
2022-03-26,8.06451
2022-03-27,11.45161
2022-03-28,20.80645
2022-03-29,23.38709
2022-03-30,21.12903
2022-03-31,20.48387
2022-04-01,18.2258
2022-04-02,8.54838
2022-04-03,11.77419
2022-04-04,28.06451
2022-04-05,25.32258
2022-04-06,20.64516
2022-04-07,17.09677
2022-04-08,21.6129
2022-04-09,8.70967
2022-04-10,9.35483
2022-04-11,22.41935
2022-04-12,20.80645
2022-04-13,15.0
2022-04-14,18.38709
2022-04-15,15.48387
2022-04-16,9.67741
2022-04-17,10.0
2022-04-18,24.67741
2022-04-19,27.58064
2022-04-20,21.12903
2022-04-21,21.93548
2022-04-22,17.09677
2022-04-23,10.32258
2022-04-24,9.03225
2022-04-25,22.58064
2022-04-26,20.48387
2022-04-27,20.16129
2022-04-28,17.90322
2022-04-29,16.12903
2022-04-30,7.90322
2022-05-01,6.93548
2022-05-02,27.09677
2022-05-03,16.93548
2022-05-04,19.67741
2022-05-05,9.03225
2022-05-06,19.8387
2022-05-07,9.35483
2022-05-08,10.80645
2022-05-09,29.35483
2022-05-10,25.0
2022-05-11,25.64516
2022-05-12,21.29032
2022-05-13,20.16129
2022-05-14,9.03225
2022-05-15,6.12903
2022-05-16,28.87096
2022-05-17,29.03225
2022-05-18,18.87096
2022-05-19,19.67741
2022-05-20,19.67741
2022-05-21,7.58064
2022-05-22,9.19354
2022-05-23,25.48387
2022-05-24,25.48387
2022-05-25,20.64516
2022-05-26,20.80645
2022-05-27,19.03225
2022-05-28,9.35483
2022-05-29,10.48387
2022-05-30,24.67741
2022-05-31,16.77419
2022-06-01,13.54838
2022-06-02,21.93548
2022-06-03,18.87096
2022-06-04,10.96774
2022-06-05,11.6129
2022-06-06,10.96774
2022-06-07,23.70967
2022-06-08,24.51612
2022-06-09,25.80645
2022-06-10,21.77419
2022-06-11,14.03225
2022-06-12,15.32258
2022-06-13,24.35483
2022-06-14,24.35483
2022-06-15,28.54838
2022-06-16,24.03225
2022-06-17,20.48387
2022-06-18,7.25806
2022-06-19,11.29032
2022-06-20,24.67741
2022-06-21,19.67741
2022-06-22,21.6129
2022-06-23,18.70967
2022-06-24,19.51612
2022-06-25,9.67741
2022-06-26,6.77419
2022-06-27,22.09677
2022-06-28,24.19354
2022-06-29,21.45161
2022-06-30,19.8387
2022-07-01,19.03225
2022-07-02,8.87096
2022-07-03,9.8387
2022-07-04,28.2258
2022-07-05,27.58064
2022-07-06,22.25806
2022-07-07,19.8387
2022-07-08,16.93548
2022-07-09,10.32258
2022-07-10,8.2258
2022-07-11,21.93548
2022-07-12,19.03225
2022-07-13,20.0
2022-07-14,19.03225
2022-07-15,19.8387
2022-07-16,7.74193
2022-07-17,7.58064
2022-07-18,22.90322
2022-07-19,26.12903
2022-07-20,20.80645
2022-07-21,17.74193
2022-07-22,16.77419
2022-07-23,8.06451
2022-07-24,10.0
2022-07-25,21.29032
2022-07-26,20.64516
2022-07-27,19.03225
2022-07-28,17.41935
2022-07-29,19.19354
2022-07-30,9.03225
2022-07-31,6.45161
2022-08-01,19.8387
2022-08-02,19.51612
2022-08-03,17.90322
2022-08-04,18.70967
2022-08-05,17.25806
2022-08-06,8.38709
2022-08-07,10.16129
2022-08-08,21.12903
2022-08-09,22.41935
2022-08-10,25.16129
2022-08-11,19.51612
2022-08-12,22.25806
2022-08-13,11.93548
2022-08-14,7.74193
2022-08-15,11.77419
2022-08-16,24.35483
2022-08-17,22.25806
2022-08-18,19.8387
2022-08-19,21.12903
2022-08-20,8.2258
2022-08-21,11.6129
2022-08-22,25.0
2022-08-23,24.03225
2022-08-24,25.32258
2022-08-25,25.16129
2022-08-26,19.19354
2022-08-27,7.25806
2022-08-28,10.80645
2022-08-29,28.2258
2022-08-30,16.12903
2022-08-31,19.8387
2022-09-01,18.87096
2022-09-02,15.96774
2022-09-03,10.16129
2022-09-04,10.80645
2022-09-05,21.45161
2022-09-06,22.09677
2022-09-07,18.70967
2022-09-08,16.6129
2022-09-09,7.25806
2022-09-10,6.29032
2022-09-11,4.51612
2022-09-12,9.67741
2022-09-13,30.80645
2022-09-14,24.67741
2022-09-15,24.51612
2022-09-16,22.25806
2022-09-17,9.67741
2022-09-18,10.64516
2022-09-19,24.35483
2022-09-20,24.8387
2022-09-21,20.0
2022-09-22,21.77419
2022-09-23,17.58064
2022-09-24,6.45161
2022-09-25,9.19354
2022-09-26,20.48387
2022-09-27,25.80645
2022-09-28,19.19354
2022-09-29,21.29032
2022-09-30,15.32258
2022-10-01,8.38709
2022-10-02,7.25806
2022-10-03,11.77419
2022-10-04,24.8387
2022-10-05,21.12903
2022-10-06,20.48387
2022-10-07,21.29032
2022-10-08,7.74193
2022-10-09,9.67741
2022-10-10,11.12903
2022-10-11,21.29032
2022-10-12,27.41935
2022-10-13,18.06451
2022-10-14,14.03225
2022-10-15,9.67741
2022-10-16,9.51612
2022-10-17,18.87096
2022-10-18,20.0
2022-10-19,19.8387
2022-10-20,22.58064
2022-10-21,22.41935
2022-10-22,8.54838
2022-10-23,8.54838
2022-10-24,20.80645
2022-10-25,20.16129
2022-10-26,19.35483
2022-10-27,20.0
2022-10-28,16.29032
2022-10-29,11.12903
2022-10-30,7.90322
2022-10-31,26.45161
2022-11-01,23.06451
2022-11-02,21.12903
2022-11-03,18.87096
2022-11-04,19.67741
2022-11-05,9.8387
2022-11-06,9.35483
2022-11-07,25.96774
2022-11-08,21.6129
2022-11-09,20.64516
2022-11-10,19.51612
2022-11-11,16.12903
2022-11-12,6.6129
2022-11-13,10.48387
2022-11-14,19.8387
2022-11-15,21.29032
2022-11-16,25.0
2022-11-17,17.09677
2022-11-18,18.70967
2022-11-19,7.90322
2022-11-20,8.70967
2022-11-21,24.19354
2022-11-22,24.8387
2022-11-23,22.41935
2022-11-24,21.12903
2022-11-25,18.38709
2022-11-26,8.87096
2022-11-27,9.35483
2022-11-28,19.35483
2022-11-29,21.12903
2022-11-30,20.0
2022-12-01,22.74193
2022-12-02,13.38709
2022-12-03,8.87096
2022-12-04,12.25806
2022-12-05,24.51612
2022-12-06,20.96774
2022-12-07,18.87096
2022-12-08,21.77419
2022-12-09,19.8387
2022-12-10,10.32258
2022-12-11,10.96774
2022-12-12,28.54838
2022-12-13,22.90322
2022-12-14,24.35483
2022-12-15,24.67741
2022-12-16,23.06451
2022-12-17,12.41935
2022-12-18,10.48387
2022-12-19,25.96774
2022-12-20,21.29032
2022-12-21,22.74193
2022-12-22,22.90322
2022-12-23,19.35483
2022-12-24,10.16129
2022-12-25,11.93548
2022-12-26,33.06451
2022-12-27,22.58064
2022-12-28,22.90322
2022-12-29,23.2258
2022-12-30,21.45161
2022-12-31,8.70967
2023-01-01,11.77419
2023-01-02,31.29032
2023-01-03,30.64516
2023-01-04,24.67741
2023-01-05,27.74193
2023-01-06,20.64516
2023-01-07,10.0
2023-01-08,11.93548
2023-01-09,27.74193
2023-01-10,30.0
2023-01-11,52.74193
2023-01-12,45.96774
2023-01-13,22.74193
2023-01-14,11.77419
2023-01-15,13.2258
2023-01-16,28.2258
2023-01-17,24.51612
2023-01-18,22.58064
2023-01-19,19.19354
2023-01-20,9.19354
2023-01-21,5.80645
2023-01-22,7.58064
2023-01-23,4.8387
2023-01-24,8.54838
2023-01-25,25.64516
2023-01-26,27.41935
2023-01-27,19.67741
2023-01-28,12.58064
2023-01-29,10.32258
2023-01-30,27.74193
2023-01-31,24.19354
2023-02-01,25.64516
2023-02-02,22.25806
2023-02-03,15.0
2023-02-04,7.74193
2023-02-05,10.96774
2023-02-06,25.80645
2023-02-07,25.64516
2023-02-08,23.70967
2023-02-09,20.48387
2023-02-10,18.87096
2023-02-11,10.48387
2023-02-12,12.90322
2023-02-13,25.64516
2023-02-14,26.45161
2023-02-15,24.19354
2023-02-16,23.54838
2023-02-17,26.45161
2023-02-18,10.0
2023-02-19,12.41935
2023-02-20,22.25806
2023-02-21,20.32258
2023-02-22,23.54838
2023-02-23,21.93548
2023-02-24,20.48387
2023-02-25,10.32258
2023-02-26,10.64516
2023-02-27,31.93548
2023-02-28,27.74193
2023-03-01,15.80645
2023-03-02,25.96774
2023-03-03,21.29032
2023-03-04,13.38709
2023-03-05,10.48387
2023-03-06,28.06451
2023-03-07,25.64516
2023-03-08,27.09677
2023-03-09,28.70967
2023-03-10,23.06451
2023-03-11,10.32258
2023-03-12,12.25806
2023-03-13,33.54838
2023-03-14,26.29032
2023-03-15,25.16129
2023-03-16,28.38709
2023-03-17,20.96774
2023-03-18,11.29032
2023-03-19,10.64516
2023-03-20,29.03225
2023-03-21,31.45161
2023-03-22,28.06451
2023-03-23,22.58064
2023-03-24,24.35483
2023-03-25,11.45161
2023-03-26,12.41935
2023-03-27,28.87096
2023-03-28,28.54838
2023-03-29,19.67741
2023-03-30,19.51612
2023-03-31,23.38709
2023-04-01,8.2258
2023-04-02,10.16129
2023-04-03,20.80645
2023-04-04,24.8387
2023-04-05,24.35483
2023-04-06,21.12903
2023-04-07,23.54838
2023-04-08,12.41935
2023-04-09,10.48387
2023-04-10,29.03225
2023-04-11,21.45161
2023-04-12,24.51612
2023-04-13,27.25806
2023-04-14,22.09677
2023-04-15,11.29032
2023-04-16,9.19354
2023-04-17,21.77419
2023-04-18,28.38709
2023-04-19,24.35483
2023-04-20,25.64516
2023-04-21,21.45161
2023-04-22,9.67741
2023-04-23,12.41935
2023-04-24,23.70967
2023-04-25,22.41935
2023-04-26,22.58064
2023-04-27,23.70967
2023-04-28,17.90322
2023-04-29,13.06451
2023-04-30,9.03225
2023-05-01,15.0
2023-05-02,21.93548
2023-05-03,19.51612
2023-05-04,21.45161
2023-05-05,9.35483
2023-05-06,11.45161
2023-05-07,11.93548
2023-05-08,27.90322
2023-05-09,24.51612
2023-05-10,22.90322
2023-05-11,28.38709
2023-05-12,22.58064
2023-05-13,15.32258
2023-05-14,22.25806
2023-05-15,31.6129
2023-05-16,25.64516
2023-05-17,24.03225
2023-05-18,19.19354
2023-05-19,22.25806
2023-05-20,10.64516
2023-05-21,11.12903
2023-05-22,30.0
2023-05-23,24.8387
2023-05-24,19.35483
2023-05-25,25.0
2023-05-26,20.16129
2023-05-27,10.80645
2023-05-28,9.19354
2023-05-29,13.87096
2023-05-30,23.87096
