date,재건축
2020-08-10,12.32631
2020-08-11,11.98239
2020-08-12,10.81304
2020-08-13,10.90934
2020-08-14,9.03838
2020-08-15,6.60338
2020-08-16,5.97055
2020-08-17,7.29123
2020-08-18,7.64892
2020-08-19,7.6214
2020-08-20,6.82349
2020-08-21,7.08488
2020-08-22,6.39702
2020-08-23,5.80547
2020-08-24,7.34626
2020-08-25,7.92406
2020-08-26,6.85101
2020-08-27,6.65841
2020-08-28,6.43829
2020-08-29,5.55784
2020-08-30,5.9568
2020-08-31,6.25945
2020-09-01,6.03934
2020-09-02,6.52084
2020-09-03,5.6679
2020-09-04,5.88801
2020-09-05,5.25519
2020-09-06,6.65841
2020-09-07,6.67216
2020-09-08,7.02985
2020-09-09,5.55784
2020-09-10,6.89228
2020-09-11,6.10813
2020-09-12,5.10386
2020-09-13,5.51657
2020-09-14,6.68592
2020-09-15,6.58962
2020-09-16,6.342
2020-09-17,6.97482
2020-09-18,6.52084
2020-09-19,7.44256
2020-09-20,5.22767
2020-09-21,6.50708
2020-09-22,6.49332
2020-09-23,6.98858
2020-09-24,8.84578
2020-09-25,6.80973
2020-09-26,5.22767
2020-09-27,4.9938
2020-09-28,6.65841
2020-09-29,5.24143
2020-09-30,3.79694
2020-10-01,4.30595
2020-10-02,4.77369
2020-10-03,4.74618
2020-10-04,5.21392
2020-10-05,6.93355
2020-10-06,6.10813
2020-10-07,5.46154
2020-10-08,5.15889
2020-10-09,4.0996
2020-10-10,4.73242
2020-10-11,5.39276
2020-10-12,6.75471
2020-10-13,6.09437
2020-10-14,6.21818
2020-10-15,6.16315
2020-10-16,5.79171
2020-10-17,4.75993
2020-10-18,5.69541
2020-10-19,6.71344
2020-10-20,6.56211
2020-10-21,6.67216
2020-10-22,6.64465
2020-10-23,5.48906
2020-10-24,4.70491
2020-10-25,4.34722
2020-10-26,6.46581
2020-10-27,6.61714
2020-10-28,6.02558
2020-10-29,6.17691
2020-10-30,6.2457
2020-10-31,4.41601
2020-11-01,4.80121
2020-11-02,5.80547
2020-11-03,6.19067
2020-11-04,5.7642
2020-11-05,6.96106
2020-11-06,5.98431
2020-11-07,4.75993
2020-11-08,5.25519
2020-11-09,6.08061
2020-11-10,6.27321
2020-11-11,6.20442
2020-11-12,6.23194
2020-11-13,6.36951
2020-11-14,6.01183
2020-11-15,5.69541
2020-11-16,8.17168
2020-11-17,7.77273
2020-11-18,8.14417
2020-11-19,9.8638
2020-11-20,7.93781
2020-11-21,5.94304
2020-11-22,6.17691
2020-11-23,6.97482
2020-11-24,6.67216
2020-11-25,8.06163
2020-11-26,9.07965
2020-11-27,7.4288
2020-11-28,8.24047
2020-11-29,7.24996
2020-11-30,8.70821
2020-12-01,8.80451
2020-12-02,8.46058
2020-12-03,8.84578
2020-12-04,7.64892
2020-12-05,6.94731
2020-12-06,8.1992
2020-12-07,9.12092
2020-12-08,7.80024
2020-12-09,8.07538
2020-12-10,7.78649
2020-12-11,7.85527
2020-12-12,6.27321
2020-12-13,6.06685
2020-12-14,7.75897
2020-12-15,6.58962
2020-12-16,6.91979
2020-12-17,7.59389
2020-12-18,8.41931
2020-12-19,7.22245
2020-12-20,5.8605
2020-12-21,6.98858
2020-12-22,7.22245
2020-12-23,6.87852
2020-12-24,5.9568
2020-12-25,4.78745
2020-12-26,5.14513
2020-12-27,5.46154
2020-12-28,7.69019
2020-12-29,6.46581
2020-12-30,6.35575
2020-12-31,5.35149
2021-01-01,5.06259
2021-01-02,5.70917
2021-01-03,5.46154
2021-01-04,6.52084
2021-01-05,6.82349
2021-01-06,8.95583
2021-01-07,8.1029
2021-01-08,7.60764
2021-01-09,7.51134
2021-01-10,9.61617
2021-01-11,10.49662
2021-01-12,10.5379
2021-01-13,11.8173
2021-01-14,14.37611
2021-01-15,13.42688
2021-01-16,8.59815
2021-01-17,8.32301
2021-01-18,9.75374
2021-01-19,9.39606
2021-01-20,9.62993
2021-01-21,9.85004
2021-01-22,10.0564
2021-01-23,8.3918
2021-01-24,8.79075
2021-01-25,9.46485
2021-01-26,12.05117
2021-01-27,14.38987
2021-01-28,10.4416
2021-01-29,10.12518
2021-01-30,8.52937
2021-01-31,8.74948
2021-02-01,21.92873
2021-02-02,17.41642
2021-02-03,20.45673
2021-02-04,48.85128
2021-02-05,27.76172
2021-02-06,15.33911
2021-02-07,13.30306
2021-02-08,13.68826
2021-02-09,11.66597
2021-02-10,10.5379
2021-02-11,6.80973
2021-02-12,6.75471
2021-02-13,6.96106
2021-02-14,8.11665
2021-02-15,11.48713
2021-02-16,10.12518
2021-02-17,9.16219
2021-02-18,8.87329
2021-02-19,7.73146
2021-02-20,6.63089
2021-02-21,6.10813
2021-02-22,8.17168
2021-02-23,8.26798
2021-02-24,7.55262
2021-02-25,7.56637
2021-02-26,6.06685
2021-02-27,5.8605
2021-02-28,5.29646
2021-03-01,6.27321
2021-03-02,7.16742
2021-03-03,6.61714
2021-03-04,5.97055
2021-03-05,5.02132
2021-03-06,5.02132
2021-03-07,5.2827
2021-03-08,7.73146
2021-03-09,8.03411
2021-03-10,7.4288
2021-03-11,6.79598
2021-03-12,5.62663
2021-03-13,5.11762
2021-03-14,5.22767
2021-03-15,7.41505
2021-03-16,6.31448
2021-03-17,6.47957
2021-03-18,5.83298
2021-03-19,5.68166
2021-03-20,5.53033
2021-03-21,6.13564
2021-03-22,6.1494
2021-03-23,8.96959
2021-03-24,10.45535
2021-03-25,10.95061
2021-03-26,9.93259
2021-03-27,8.0066
2021-03-28,9.02462
2021-03-29,10.12518
2021-03-30,13.39936
2021-03-31,11.04691
2021-04-01,8.03411
2021-04-02,6.87852
2021-04-03,5.43403
2021-04-04,7.12615
2021-04-05,7.63516
2021-04-06,7.95157
2021-04-07,11.26702
2021-04-08,24.61136
2021-04-09,17.93919
2021-04-10,12.40885
2021-04-11,14.38987
2021-04-12,16.41216
2021-04-13,13.45439
2021-04-14,11.78979
2021-04-15,12.62897
2021-04-16,11.59719
2021-04-17,7.99284
2021-04-18,8.68069
2021-04-19,12.17498
2021-04-20,10.82679
2021-04-21,15.32535
2021-04-22,14.21103
2021-04-23,9.6712
2021-04-24,8.90081
2021-04-25,8.1029
2021-04-26,10.49662
2021-04-27,11.40459
2021-04-28,9.71247
2021-04-29,9.80877
2021-04-30,9.23098
2021-05-01,6.39702
2021-05-02,6.63089
2021-05-03,8.65318
2021-05-04,8.04787
2021-05-05,5.81923
2021-05-06,8.59815
2021-05-07,7.36002
2021-05-08,5.90177
2021-05-09,7.56637
2021-05-10,9.46485
2021-05-11,7.51134
2021-05-12,8.21295
2021-05-13,7.11239
2021-05-14,7.34626
2021-05-15,5.58536
2021-05-16,5.2827
2021-05-17,8.61191
2021-05-18,9.54739
2021-05-19,6.36951
2021-05-20,9.54739
2021-05-21,7.77273
2021-05-22,6.09437
2021-05-23,5.98431
2021-05-24,8.11665
2021-05-25,9.9601
2021-05-26,15.03645
2021-05-27,12.82157
2021-05-28,8.91456
2021-05-29,5.69541
2021-05-30,5.8605
2021-05-31,9.20346
2021-06-01,7.56637
2021-06-02,9.01086
2021-06-03,8.54312
2021-06-04,8.14417
2021-06-05,5.72293
2021-06-06,5.59911
2021-06-07,8.18544
2021-06-08,7.63516
2021-06-09,30.07291
2021-06-10,34.28256
2021-06-11,17.70532
2021-06-12,10.31778
2021-06-13,9.49236
2021-06-14,11.66597
2021-06-15,10.27651
2021-06-16,11.65222
2021-06-17,11.07442
2021-06-18,9.40982
2021-06-19,8.04787
2021-06-20,8.52937
2021-06-21,9.69872
2021-06-22,11.06066
2021-06-23,9.58866
2021-06-24,8.80451
2021-06-25,9.35479
2021-06-26,7.75897
2021-06-27,6.69968
2021-06-28,8.37804
2021-06-29,8.21295
2021-06-30,7.80024
2021-07-01,6.91979
2021-07-02,6.49332
2021-07-03,5.379
2021-07-04,5.70917
2021-07-05,6.61714
2021-07-06,8.02036
2021-07-07,6.74095
2021-07-08,7.09863
2021-07-09,6.64465
2021-07-10,6.64465
2021-07-11,4.95253
2021-07-12,22.78167
2021-07-13,18.70958
2021-07-14,13.09671
2021-07-15,9.93259
2021-07-16,7.66267
2021-07-17,5.91553
2021-07-18,7.08488
2021-07-19,8.65318
2021-07-20,7.97908
2021-07-21,8.50185
2021-07-22,7.18118
2021-07-23,7.27747
2021-07-24,5.20016
2021-07-25,4.8975
2021-07-26,6.61714
2021-07-27,7.16742
2021-07-28,6.86476
2021-07-29,6.13564
2021-07-30,5.2827
2021-07-31,4.45728
2021-08-01,4.40225
2021-08-02,6.17691
2021-08-03,5.92928
2021-08-04,5.53033
2021-08-05,5.99807
2021-08-06,5.97055
2021-08-07,5.00756
2021-08-08,5.68166
2021-08-09,6.342
2021-08-10,6.23194
2021-08-11,7.70394
2021-08-12,6.60338
2021-08-13,6.93355
2021-08-14,4.80121
2021-08-15,4.86999
2021-08-16,6.20442
2021-08-17,7.18118
2021-08-18,6.93355
2021-08-19,7.26372
2021-08-20,7.74521
2021-08-21,5.39276
2021-08-22,6.39702
2021-08-23,7.6214
2021-08-24,7.78649
2021-08-25,7.36002
2021-08-26,7.00233
2021-08-27,6.46581
2021-08-28,5.21392
2021-08-29,6.97482
2021-08-30,8.69445
2021-08-31,7.74521
2021-09-01,6.57587
2021-09-02,6.56211
2021-09-03,5.73669
2021-09-04,5.0901
2021-09-05,5.29646
2021-09-06,8.1992
2021-09-07,10.0564
2021-09-08,6.68592
2021-09-09,6.45205
2021-09-10,6.74095
2021-09-11,4.85623
2021-09-12,5.53033
2021-09-13,7.16742
2021-09-14,6.30072
2021-09-15,8.2955
2021-09-16,7.67643
2021-09-17,6.49332
2021-09-18,5.25519
2021-09-19,4.52606
2021-09-20,4.75993
2021-09-21,4.98005
2021-09-22,5.1864
2021-09-23,6.52084
2021-09-24,6.28697
2021-09-25,4.48479
2021-09-26,6.27321
2021-09-27,8.47434
2021-09-28,7.60764
2021-09-29,6.72719
2021-09-30,6.35575
2021-10-01,6.39702
2021-10-02,5.03508
2021-10-03,4.95253
2021-10-04,6.23194
2021-10-05,6.42454
2021-10-06,5.62663
2021-10-07,6.17691
2021-10-08,5.03508
2021-10-09,4.44352
2021-10-10,4.55358
2021-10-11,5.7642
2021-10-12,6.03934
2021-10-13,6.03934
2021-10-14,6.75471
2021-10-15,5.92928
2021-10-16,3.70064
2021-10-17,4.20965
2021-10-18,5.5716
2021-10-19,5.65414
2021-10-20,5.7642
2021-10-21,7.12615
2021-10-22,6.27321
2021-10-23,3.98954
2021-10-24,4.42977
2021-10-25,5.99807
2021-10-26,6.64465
2021-10-27,6.0531
2021-10-28,6.342
2021-10-29,5.31022
2021-10-30,4.08584
2021-10-31,4.1959
2021-11-01,5.379
2021-11-02,5.14513
2021-11-03,5.62663
2021-11-04,6.75471
2021-11-05,5.8605
2021-11-06,4.12711
2021-11-07,4.84248
2021-11-08,5.80547
2021-11-09,5.54409
2021-11-10,5.24143
2021-11-11,5.39276
2021-11-12,5.87426
2021-11-13,4.18214
2021-11-14,4.20965
2021-11-15,5.90177
2021-11-16,5.43403
2021-11-17,5.44779
2021-11-18,6.30072
2021-11-19,5.87426
2021-11-20,4.11335
2021-11-21,4.1959
2021-11-22,4.88375
2021-11-23,5.24143
2021-11-24,5.22767
2021-11-25,5.22767
2021-11-26,4.51231
2021-11-27,3.64561
2021-11-28,4.23717
2021-11-29,4.95253
2021-11-30,5.2827
2021-12-01,4.31971
2021-12-02,4.38849
2021-12-03,4.51231
2021-12-04,3.82446
2021-12-05,4.05832
2021-12-06,5.58536
2021-12-07,6.98858
2021-12-08,6.46581
2021-12-09,6.61714
2021-12-10,5.58536
2021-12-11,4.84248
2021-12-12,5.21392
2021-12-13,7.34626
2021-12-14,6.1494
2021-12-15,5.40652
2021-12-16,4.56734
2021-12-17,5.40652
2021-12-18,3.0403
2021-12-19,3.87948
2021-12-20,4.9938
2021-12-21,5.6679
2021-12-22,4.86999
2021-12-23,5.06259
2021-12-24,4.62236
2021-12-25,3.68688
2021-12-26,3.86573
2021-12-27,5.42027
2021-12-28,6.75471
2021-12-29,5.55784
2021-12-30,6.61714
2021-12-31,4.74618
2022-01-01,4.12711
2022-01-02,5.2827
2022-01-03,5.379
2022-01-04,6.16315
2022-01-05,6.39702
2022-01-06,7.05736
2022-01-07,7.40129
2022-01-08,5.55784
2022-01-09,6.342
2022-01-10,6.80973
2022-01-11,7.85527
2022-01-12,6.20442
2022-01-13,11.69349
2022-01-14,7.36002
2022-01-15,5.00756
2022-01-16,6.19067
2022-01-17,6.94731
2022-01-18,6.28697
2022-01-19,5.61287
2022-01-20,5.98431
2022-01-21,6.13564
2022-01-22,4.84248
2022-01-23,6.50708
2022-01-24,8.41931
2022-01-25,5.84674
2022-01-26,5.53033
2022-01-27,5.94304
2022-01-28,4.53982
2022-01-29,4.37474
2022-01-30,4.05832
2022-01-31,3.7144
2022-02-01,5.22767
2022-02-02,5.24143
2022-02-03,5.90177
2022-02-04,5.55784
2022-02-05,4.77369
2022-02-06,5.33773
2022-02-07,5.9568
2022-02-08,6.09437
2022-02-09,5.0901
2022-02-10,5.33773
2022-02-11,4.92502
2022-02-12,5.33773
2022-02-13,5.32397
2022-02-14,6.10813
2022-02-15,5.77796
2022-02-16,11.8173
2022-02-17,9.97386
2022-02-18,9.02462
2022-02-19,6.41078
2022-02-20,6.03934
2022-02-21,6.42454
2022-02-22,5.90177
2022-02-23,5.83298
2022-02-24,5.68166
2022-02-25,4.92502
2022-02-26,3.97578
2022-02-27,4.98005
2022-02-28,4.80121
2022-03-01,5.70917
2022-03-02,6.20442
2022-03-03,7.814
2022-03-04,6.56211
2022-03-05,11.12945
2022-03-06,8.02036
2022-03-07,8.30925
2022-03-08,6.16315
2022-03-09,4.71866
2022-03-10,30.32053
2022-03-11,22.60283
2022-03-12,13.09671
2022-03-13,19.30114
2022-03-14,26.27596
2022-03-15,20.04402
2022-03-16,16.46718
2022-03-17,14.156
2022-03-18,12.61521
2022-03-19,9.69872
2022-03-20,9.01086
2022-03-21,10.88182
2022-03-22,11.19823
2022-03-23,12.69775
2022-03-24,13.06919
2022-03-25,15.90315
2022-03-26,11.04691
2022-03-27,11.721
2022-03-28,15.95817
2022-03-29,12.84908
2022-03-30,12.17498
2022-03-31,11.83106
2022-04-01,10.74425
2022-04-02,7.69019
2022-04-03,9.286
2022-04-04,13.55069
2022-04-05,12.97289
2022-04-06,13.88086
2022-04-07,12.38134
2022-04-08,10.18021
2022-04-09,6.93355
2022-04-10,9.21722
2022-04-11,10.60668
2022-04-12,10.97812
2022-04-13,9.64369
2022-04-14,8.94208
2022-04-15,10.249
2022-04-16,7.0436
2022-04-17,9.12092
2022-04-18,9.75374
2022-04-19,10.73049
2022-04-20,10.04264
2022-04-21,9.51987
2022-04-22,8.15793
2022-04-23,6.68592
2022-04-24,6.67216
2022-04-25,21.00701
2022-04-26,19.43871
2022-04-27,13.26179
2022-04-28,13.27555
2022-04-29,11.6247
2022-04-30,10.48287
2022-05-01,8.70821
2022-05-02,10.95061
2022-05-03,11.07442
2022-05-04,8.74948
2022-05-05,7.55262
2022-05-06,7.34626
2022-05-07,8.57064
2022-05-08,8.74948
2022-05-09,9.24473
2022-05-10,8.41931
2022-05-11,10.95061
2022-05-12,12.16123
2022-05-13,8.40555
2022-05-14,5.61287
2022-05-15,6.16315
2022-05-16,9.09341
2022-05-17,7.85527
2022-05-18,9.56115
2022-05-19,9.17595
2022-05-20,8.3918
2022-05-21,7.48383
2022-05-22,6.38327
2022-05-23,8.99711
2022-05-24,8.1029
2022-05-25,7.37377
2022-05-26,7.26372
2022-05-27,6.61714
2022-05-28,5.14513
2022-05-29,5.4753
2022-05-30,7.55262
2022-05-31,7.02985
2022-06-01,4.63612
2022-06-02,8.30925
2022-06-03,6.75471
2022-06-04,5.6679
2022-06-05,5.10386
2022-06-06,5.46154
2022-06-07,7.08488
2022-06-08,7.16742
2022-06-09,6.79598
2022-06-10,6.65841
2022-06-11,4.88375
2022-06-12,5.00756
2022-06-13,6.85101
2022-06-14,8.81826
2022-06-15,9.31352
2022-06-16,8.37804
2022-06-17,7.30499
2022-06-18,4.53982
2022-06-19,5.69541
2022-06-20,7.41505
2022-06-21,8.58439
2022-06-22,6.87852
2022-06-23,5.97055
2022-06-24,5.58536
2022-06-25,4.53982
2022-06-26,3.83821
2022-06-27,5.61287
2022-06-28,6.30072
2022-06-29,6.50708
2022-06-30,5.24143
2022-07-01,5.06259
2022-07-02,3.5218
2022-07-03,4.74618
2022-07-04,5.55784
2022-07-05,5.39276
2022-07-06,5.2827
2022-07-07,5.69541
2022-07-08,4.69115
2022-07-09,7.1399
2022-07-10,4.78745
2022-07-11,6.20442
2022-07-12,5.80547
2022-07-13,4.63612
2022-07-14,4.80121
2022-07-15,4.71866
2022-07-16,3.46677
2022-07-17,4.05832
2022-07-18,5.46154
2022-07-19,6.1494
2022-07-20,4.9938
2022-07-21,5.13137
2022-07-22,5.29646
2022-07-23,3.28793
2022-07-24,4.05832
2022-07-25,5.88801
2022-07-26,5.81923
2022-07-27,4.98005
2022-07-28,5.46154
2022-07-29,5.00756
2022-07-30,3.12285
2022-07-31,3.5218
2022-08-01,5.69541
2022-08-02,5.7642
2022-08-03,5.84674
2022-08-04,6.2457
2022-08-05,6.57587
2022-08-06,5.02132
2022-08-07,6.25945
2022-08-08,12.97289
2022-08-09,15.98569
2022-08-10,11.65222
2022-08-11,8.84578
2022-08-12,7.16742
2022-08-13,4.60861
2022-08-14,4.84248
2022-08-15,9.46485
2022-08-16,51.30004
2022-08-17,22.09382
2022-08-18,12.23001
2022-08-19,10.48287
2022-08-20,7.05736
2022-08-21,6.0531
2022-08-22,9.60242
2022-08-23,8.37804
2022-08-24,7.15366
2022-08-25,7.49759
2022-08-26,6.94731
2022-08-27,5.22767
2022-08-28,4.59485
2022-08-29,6.47957
2022-08-30,6.38327
2022-08-31,6.10813
2022-09-01,5.54409
2022-09-02,4.96629
2022-09-03,3.75567
2022-09-04,3.83821
2022-09-05,5.79171
2022-09-06,4.80121
2022-09-07,4.86999
2022-09-08,4.73242
2022-09-09,3.76943
2022-09-10,3.3292
2022-09-11,3.86573
2022-09-12,4.29219
2022-09-13,6.65841
2022-09-14,6.60338
2022-09-15,6.02558
2022-09-16,5.07635
2022-09-17,4.36098
2022-09-18,4.27844
2022-09-19,6.58962
2022-09-20,6.57587
2022-09-21,6.72719
2022-09-22,6.43829
2022-09-23,5.50282
2022-09-24,3.75567
2022-09-25,5.84674
2022-09-26,10.22148
2022-09-27,8.95583
2022-09-28,8.40555
2022-09-29,32.72802
2022-09-30,14.99518
2022-10-01,6.10813
2022-10-02,4.8975
2022-10-03,5.70917
2022-10-04,7.00233
2022-10-05,6.53459
2022-10-06,5.81923
2022-10-07,4.93878
2022-10-08,3.20539
2022-10-09,4.25092
2022-10-10,4.48479
2022-10-11,5.80547
2022-10-12,4.82872
2022-10-13,5.379
2022-10-14,4.63612
2022-10-15,4.18214
2022-10-16,4.05832
2022-10-17,5.22767
2022-10-18,4.71866
2022-10-19,10.74425
2022-10-20,12.45013
2022-10-21,6.86476
2022-10-22,5.25519
2022-10-23,4.1959
2022-10-24,6.43829
2022-10-25,5.83298
2022-10-26,5.35149
2022-10-27,5.64039
2022-10-28,5.24143
2022-10-29,3.64561
2022-10-30,2.69638
2022-10-31,4.04457
2022-11-01,4.80121
2022-11-02,4.81496
2022-11-03,4.67739
2022-11-04,4.69115
2022-11-05,3.53556
2022-11-06,3.87948
2022-11-07,5.58536
2022-11-08,5.42027
2022-11-09,6.19067
2022-11-10,8.17168
2022-11-11,5.9568
2022-11-12,3.59059
2022-11-13,3.907
2022-11-14,5.10386
2022-11-15,5.36524
2022-11-16,5.15889
2022-11-17,5.58536
2022-11-18,3.93451
2022-11-19,3.4255
2022-11-20,3.72816
2022-11-21,6.23194
2022-11-22,5.77796
2022-11-23,4.85623
2022-11-24,4.62236
2022-11-25,4.33347
2022-11-26,3.05406
2022-11-27,3.64561
2022-11-28,5.72293
2022-11-29,4.98005
2022-11-30,7.31875
2022-12-01,9.02462
2022-12-02,5.70917
2022-12-03,3.78318
2022-12-04,5.03508
2022-12-05,8.08914
2022-12-06,8.36428
2022-12-07,7.70394
2022-12-08,36.11225
2022-12-09,21.74989
2022-12-10,8.96959
2022-12-11,7.53886
2022-12-12,8.65318
2022-12-13,7.18118
2022-12-14,5.75044
2022-12-15,5.62663
2022-12-16,5.83298
2022-12-17,4.23717
2022-12-18,4.27844
2022-12-19,5.42027
2022-12-20,4.84248
2022-12-21,5.36524
2022-12-22,4.47104
2022-12-23,4.26468
2022-12-24,3.06782
2022-12-25,3.02655
2022-12-26,5.15889
2022-12-27,4.63612
2022-12-28,5.14513
2022-12-29,4.47104
2022-12-30,4.62236
2022-12-31,3.24666
2023-01-01,3.41174
2023-01-02,5.35149
2023-01-03,5.22767
2023-01-04,8.33677
2023-01-05,8.02036
2023-01-06,6.28697
2023-01-07,4.92502
2023-01-08,4.8975
2023-01-09,7.53886
2023-01-10,7.56637
2023-01-11,6.13564
2023-01-12,5.22767
2023-01-13,5.31022
2023-01-14,3.34296
2023-01-15,3.75567
2023-01-16,5.44779
2023-01-17,4.95253
2023-01-18,5.11762
2023-01-19,4.60861
2023-01-20,4.71866
2023-01-21,3.75567
2023-01-22,3.02655
2023-01-23,3.907
2023-01-24,4.03081
2023-01-25,5.29646
2023-01-26,4.74618
2023-01-27,4.59485
2023-01-28,3.74191
2023-01-29,3.65937
2023-01-30,4.71866
2023-01-31,4.85623
2023-02-01,4.80121
2023-02-02,4.92502
2023-02-03,5.02132
2023-02-04,4.34722
2023-02-05,4.64988
2023-02-06,5.54409
2023-02-07,26.3585
2023-02-08,24.19865
2023-02-09,11.26702
2023-02-10,8.18544
2023-02-11,5.8605
2023-02-12,4.85623
2023-02-13,6.93355
2023-02-14,5.99807
2023-02-15,5.59911
2023-02-16,6.83725
2023-02-17,6.20442
2023-02-18,4.41601
2023-02-19,4.82872
2023-02-20,5.69541
2023-02-21,5.6679
2023-02-22,5.31022
2023-02-23,5.17265
2023-02-24,5.88801
2023-02-25,3.8107
2023-02-26,3.75567
2023-02-27,5.13137
2023-02-28,5.42027
2023-03-01,4.31971
2023-03-02,5.36524
2023-03-03,4.82872
2023-03-04,4.12711
2023-03-05,4.71866
2023-03-06,5.5716
2023-03-07,5.25519
2023-03-08,5.40652
2023-03-09,5.00756
2023-03-10,4.81496
2023-03-11,3.75567
2023-03-12,3.64561
2023-03-13,6.01183
2023-03-14,5.03508
2023-03-15,5.02132
2023-03-16,4.45728
2023-03-17,4.07208
2023-03-18,3.83821
2023-03-19,3.94827
2023-03-20,4.95253
2023-03-21,5.20016
2023-03-22,5.11762
2023-03-23,4.64988
2023-03-24,3.98954
2023-03-25,3.02655
2023-03-26,3.41174
2023-03-27,5.0901
2023-03-28,5.10386
2023-03-29,4.66364
2023-03-30,4.62236
2023-03-31,3.93451
2023-04-01,3.46677
2023-04-02,3.3292
2023-04-03,4.04457
2023-04-04,4.12711
2023-04-05,4.67739
2023-04-06,4.34722
2023-04-07,3.59059
2023-04-08,3.30169
2023-04-09,2.75141
2023-04-10,4.96629
2023-04-11,4.60861
2023-04-12,4.22341
2023-04-13,3.96203
2023-04-14,4.33347
2023-04-15,3.35672
2023-04-16,3.28793
2023-04-17,4.52606
2023-04-18,4.95253
2023-04-19,4.44352
2023-04-20,4.36098
2023-04-21,4.04457
2023-04-22,3.4255
2023-04-23,3.20539
2023-04-24,4.30595
2023-04-25,4.47104
2023-04-26,4.86999
2023-04-27,4.73242
2023-04-28,4.16838
2023-04-29,3.4255
2023-04-30,3.10909
2023-05-01,3.97578
2023-05-02,4.07208
2023-05-03,4.69115
2023-05-04,4.70491
2023-05-05,3.54931
2023-05-06,3.46677
2023-05-07,3.3292
2023-05-08,4.41601
2023-05-09,4.29219
2023-05-10,4.42977
2023-05-11,3.74191
2023-05-12,3.57683
2023-05-13,2.64135
2023-05-14,3.2329
2023-05-15,4.38849
2023-05-16,7.88278
2023-05-17,5.24143
2023-05-18,4.44352
2023-05-19,4.27844
2023-05-20,3.3292
2023-05-21,2.944
2023-05-22,4.92502
2023-05-23,4.08584
2023-05-24,4.42977
2023-05-25,4.1959
2023-05-26,4.37474
2023-05-27,2.87522
2023-05-28,3.43926
2023-05-29,3.35672
2023-05-30,4.31971
