date,테슬라ETF
2020-07-07,46.41693
2020-07-08,25.24429
2020-07-09,24.42996
2020-07-10,21.8241
2020-07-11,31.27035
2020-07-12,16.12377
2020-07-13,37.78501
2020-07-14,28.33876
2020-07-15,14.82084
2020-07-16,11.07491
2020-07-17,8.46905
2020-07-18,3.58306
2020-07-19,5.70032
2020-07-20,11.23778
2020-07-21,23.2899
2020-07-22,15.79804
2020-07-23,29.96742
2020-07-24,10.74918
2020-07-25,4.72312
2020-07-26,5.70032
2020-07-27,8.14332
2020-07-28,7.00325
2020-07-29,7.16612
2020-07-30,7.49185
2020-07-31,6.84039
2020-08-01,4.07166
2020-08-02,3.74592
2020-08-03,5.53745
2020-08-04,7.16612
2020-08-05,7.65472
2020-08-06,8.63192
2020-08-07,8.30618
2020-08-08,5.70032
2020-08-09,6.18892
2020-08-10,6.18892
2020-08-11,6.02605
2020-08-12,12.54071
2020-08-13,22.63843
2020-08-14,11.40065
2020-08-15,5.04885
2020-08-16,6.84039
2020-08-17,5.70032
2020-08-18,17.58957
2020-08-19,16.12377
2020-08-20,8.95765
2020-08-21,23.45276
2020-08-22,12.70358
2020-08-23,9.28338
2020-08-24,18.56677
2020-08-25,20.19543
2020-08-26,14.16938
2020-08-27,25.89576
2020-08-28,25.40716
2020-08-29,12.05211
2020-08-30,8.14332
2020-08-31,18.8925
2020-09-01,42.50814
2020-09-02,20.52117
2020-09-03,13.68078
2020-09-04,8.14332
2020-09-05,5.86319
2020-09-06,2.11726
2020-09-07,4.72312
2020-09-08,7.32899
2020-09-09,12.86644
2020-09-10,4.88599
2020-09-11,2.76872
2020-09-12,1.14006
2020-09-13,2.28013
2020-09-14,2.44299
2020-09-15,8.63192
2020-09-16,5.04885
2020-09-17,3.74592
2020-09-18,2.44299
2020-09-19,4.56026
2020-09-20,2.28013
2020-09-21,2.60586
2020-09-22,2.93159
2020-09-23,3.25732
2020-09-24,4.07166
2020-09-25,3.25732
2020-09-26,2.44299
2020-09-28,1.62866
2020-09-29,3.09446
2020-09-30,0.81433
2020-10-01,0.81433
2020-10-02,1.95439
2020-10-03,1.46579
2020-10-04,0.97719
2020-10-05,1.14006
2020-10-06,3.42019
2020-10-07,1.14006
2020-10-08,3.09446
2020-10-09,2.60586
2020-10-10,1.46579
2020-10-11,1.79153
2020-10-12,2.11726
2020-10-13,3.42019
2020-10-14,3.74592
2020-10-15,3.90879
2020-10-16,2.44299
2020-10-17,0.97719
2020-10-18,0.97719
2020-10-19,2.44299
2020-10-20,1.95439
2020-10-21,1.79153
2020-10-22,3.90879
2020-10-23,1.95439
2020-10-25,0.81433
2020-10-26,0.81433
2020-10-27,2.44299
2020-10-28,2.60586
2020-10-29,0.81433
2020-10-30,1.14006
2020-10-31,0.97719
2020-11-02,1.79153
2020-11-03,1.30293
2020-11-04,0.97719
2020-11-05,3.09446
2020-11-06,1.14006
2020-11-07,1.14006
2020-11-08,1.62866
2020-11-09,0.81433
2020-11-10,1.79153
2020-11-11,1.62866
2020-11-12,1.30293
2020-11-13,0.81433
2020-11-14,1.30293
2020-11-16,2.44299
2020-11-17,13.35504
2020-11-18,5.70032
2020-11-19,7.16612
2020-11-20,9.12052
2020-11-21,2.60586
2020-11-22,3.25732
2020-11-23,5.53745
2020-11-24,7.16612
2020-11-25,12.05211
2020-11-26,12.21498
2020-11-27,10.74918
2020-11-28,9.12052
2020-11-29,6.18892
2020-11-30,13.68078
2020-12-01,10.09771
2020-12-02,7.65472
2020-12-03,9.44625
2020-12-04,8.79478
2020-12-05,4.88599
2020-12-06,3.42019
2020-12-07,11.23778
2020-12-08,17.42671
2020-12-09,18.72964
2020-12-10,12.54071
2020-12-11,9.60912
2020-12-12,4.72312
2020-12-13,18.56677
2020-12-14,25.89576
2020-12-15,18.72964
2020-12-16,11.40065
2020-12-17,8.14332
2020-12-18,15.96091
2020-12-19,14.98371
2020-12-20,9.12052
2020-12-21,14.65798
2020-12-22,11.07491
2020-12-23,6.02605
2020-12-24,7.00325
2020-12-25,4.88599
2020-12-26,6.84039
2020-12-27,4.88599
2020-12-28,7.16612
2020-12-29,7.32899
2020-12-30,10.58631
2020-12-31,10.74918
2021-01-01,8.95765
2021-01-02,7.65472
2021-01-03,8.63192
2021-01-04,13.19218
2021-01-05,18.24104
2021-01-06,20.68403
2021-01-07,23.61563
2021-01-08,66.12377
2021-01-09,48.37133
2021-01-10,29.80456
2021-01-11,37.13355
2021-01-12,23.7785
2021-01-13,30.61889
2021-01-14,23.2899
2021-01-15,16.77524
2021-01-16,12.37785
2021-01-17,14.16938
2021-01-18,13.35504
2021-01-19,13.35504
2021-01-20,21.3355
2021-01-21,17.26384
2021-01-22,19.21824
2021-01-23,14.98371
2021-01-24,12.70358
2021-01-25,25.57003
2021-01-26,30.94462
2021-01-27,20.8469
2021-01-28,13.19218
2021-01-29,10.58631
2021-01-30,8.46905
2021-01-31,7.00325
2021-02-01,8.79478
2021-02-02,20.19543
2021-02-03,21.8241
2021-02-04,13.51791
2021-02-05,15.63517
2021-02-06,9.77198
2021-02-07,13.02931
2021-02-08,13.02931
2021-02-09,18.24104
2021-02-10,11.88925
2021-02-11,11.72638
2021-02-12,10.09771
2021-02-13,12.86644
2021-02-14,10.74918
2021-02-15,16.12377
2021-02-16,15.30944
2021-02-17,10.58631
2021-02-18,12.05211
2021-02-19,7.32899
2021-02-20,6.02605
2021-02-21,7.98045
2021-02-22,9.44625
2021-02-23,9.60912
2021-02-24,9.28338
2021-02-25,7.16612
2021-02-26,4.56026
2021-02-27,2.93159
2021-02-28,3.09446
2021-03-01,2.60586
2021-03-02,3.58306
2021-03-03,4.23452
2021-03-04,4.72312
2021-03-05,6.35179
2021-03-06,7.16612
2021-03-07,7.49185
2021-03-08,7.16612
2021-03-09,7.65472
2021-03-10,8.30618
2021-03-11,5.37459
2021-03-12,3.42019
2021-03-13,2.11726
2021-03-14,0.81433
2021-03-15,3.42019
2021-03-16,4.07166
2021-03-17,3.42019
2021-03-18,4.88599
2021-03-19,1.62866
2021-03-20,2.60586
2021-03-21,1.79153
2021-03-22,2.60586
2021-03-23,4.88599
2021-03-24,4.39739
2021-03-25,2.93159
2021-03-26,0.81433
2021-03-27,3.42019
2021-03-28,3.42019
2021-03-29,2.76872
2021-03-30,2.93159
2021-03-31,4.07166
2021-04-01,3.90879
2021-04-02,4.56026
2021-04-03,2.93159
2021-04-04,2.76872
2021-04-05,4.72312
2021-04-06,4.56026
2021-04-07,3.42019
2021-04-08,2.28013
2021-04-09,1.62866
2021-04-10,2.44299
2021-04-11,1.14006
2021-04-12,4.39739
2021-04-13,3.58306
2021-04-14,9.44625
2021-04-15,4.72312
2021-04-16,2.93159
2021-04-17,1.95439
2021-04-18,2.28013
2021-04-19,2.44299
2021-04-20,3.58306
2021-04-21,4.07166
2021-04-22,3.90879
2021-04-23,3.74592
2021-04-24,1.79153
2021-04-25,1.30293
2021-04-26,2.44299
2021-04-27,3.90879
2021-04-28,2.11726
2021-04-29,1.30293
2021-04-30,1.46579
2021-05-01,1.30293
2021-05-02,1.14006
2021-05-03,1.14006
2021-05-04,1.46579
2021-05-05,3.09446
2021-05-06,1.95439
2021-05-07,1.95439
2021-05-08,1.46579
2021-05-10,1.14006
2021-05-11,1.30293
2021-05-12,1.14006
2021-05-13,2.11726
2021-05-14,0.81433
2021-05-15,1.14006
2021-05-16,1.14006
2021-05-17,1.79153
2021-05-18,4.72312
2021-05-19,1.62866
2021-05-20,2.28013
2021-05-21,1.30293
2021-05-24,1.46579
2021-05-25,2.11726
2021-05-26,1.62866
2021-05-28,1.14006
2021-05-31,0.97719
2021-06-04,1.14006
2021-06-05,1.95439
2021-06-06,0.81433
2021-06-07,1.46579
2021-06-08,1.46579
2021-06-10,1.62866
2021-06-11,1.95439
2021-06-12,0.81433
2021-06-14,1.79153
2021-06-15,0.97719
2021-06-17,1.79153
2021-06-19,1.62866
2021-06-20,1.14006
2021-06-21,0.81433
2021-06-23,1.30293
2021-06-24,2.44299
2021-06-25,3.09446
2021-06-30,1.62866
2021-07-01,1.46579
2021-07-02,1.14006
2021-07-03,0.81433
2021-07-04,1.14006
2021-07-05,1.14006
2021-07-06,0.97719
2021-07-07,2.11726
2021-07-10,1.30293
2021-07-11,1.46579
2021-07-12,3.25732
2021-07-13,3.74592
2021-07-14,1.62866
2021-07-18,1.62866
2021-07-20,1.30293
2021-07-22,0.81433
2021-07-23,1.30293
2021-07-25,1.14006
2021-07-27,2.76872
2021-07-28,0.81433
2021-07-29,1.62866
2021-07-30,2.28013
2021-07-31,1.14006
2021-08-01,1.79153
2021-08-02,2.11726
2021-08-03,3.58306
2021-08-04,1.79153
2021-08-05,2.44299
2021-08-06,1.79153
2021-08-07,0.81433
2021-08-08,1.30293
2021-08-09,1.30293
2021-08-10,2.76872
2021-08-11,1.62866
2021-08-12,2.11726
2021-08-13,1.95439
2021-08-14,1.46579
2021-08-15,1.95439
2021-08-16,0.97719
2021-08-17,2.76872
2021-08-18,0.97719
2021-08-19,1.14006
2021-08-20,3.90879
2021-08-21,2.28013
2021-08-22,1.46579
2021-08-23,4.39739
2021-08-24,3.74592
2021-08-25,3.42019
2021-08-26,2.11726
2021-08-27,2.11726
2021-08-28,1.30293
2021-08-29,1.95439
2021-08-30,1.30293
2021-08-31,2.60586
2021-09-01,2.44299
2021-09-02,1.30293
2021-09-03,1.14006
2021-09-04,0.97719
2021-09-05,2.11726
2021-09-06,2.28013
2021-09-07,2.44299
2021-09-08,3.42019
2021-09-09,1.46579
2021-09-10,1.30293
2021-09-11,0.81433
2021-09-13,1.14006
2021-09-14,1.14006
2021-09-15,3.42019
2021-09-16,1.30293
2021-09-17,2.28013
2021-09-18,2.11726
2021-09-19,0.97719
2021-09-20,1.62866
2021-09-21,0.81433
2021-09-22,3.09446
2021-09-23,2.44299
2021-09-24,3.74592
2021-09-25,2.28013
2021-09-26,1.62866
2021-09-27,1.14006
2021-09-28,2.76872
2021-09-29,4.56026
2021-09-30,2.44299
2021-10-01,1.46579
2021-10-02,0.97719
2021-10-03,2.28013
2021-10-04,1.95439
2021-10-05,2.76872
2021-10-06,1.95439
2021-10-07,2.76872
2021-10-08,5.70032
2021-10-09,1.79153
2021-10-11,0.81433
2021-10-12,1.14006
2021-10-13,2.28013
2021-10-14,3.90879
2021-10-15,4.23452
2021-10-16,3.58306
2021-10-17,2.28013
2021-10-18,4.39739
2021-10-19,7.00325
2021-10-20,5.37459
2021-10-21,6.84039
2021-10-22,8.63192
2021-10-23,10.42345
2021-10-24,4.07166
2021-10-25,10.58631
2021-10-26,40.55374
2021-10-27,16.12377
2021-10-28,14.65798
2021-10-29,14.33224
2021-10-30,8.14332
2021-10-31,10.58631
2021-11-01,12.37785
2021-11-02,28.50162
2021-11-03,11.40065
2021-11-04,21.98697
2021-11-05,15.14657
2021-11-06,6.51465
2021-11-07,4.72312
2021-11-08,11.72638
2021-11-09,9.28338
2021-11-10,9.60912
2021-11-11,10.91205
2021-11-12,5.53745
2021-11-13,4.39739
2021-11-14,4.07166
2021-11-15,7.49185
2021-11-16,9.28338
2021-11-17,9.28338
2021-11-18,21.00977
2021-11-19,13.02931
2021-11-20,10.26058
2021-11-21,8.30618
2021-11-22,18.72964
2021-11-23,20.03257
2021-11-24,16.61237
2021-11-25,10.26058
2021-11-26,8.30618
2021-11-27,3.42019
2021-11-28,5.70032
2021-11-29,8.46905
2021-11-30,13.84364
2021-12-01,9.28338
2021-12-02,7.98045
2021-12-03,3.90879
2021-12-04,4.39739
2021-12-05,3.90879
2021-12-06,4.56026
2021-12-07,5.53745
2021-12-08,5.21172
2021-12-09,5.70032
2021-12-10,6.18892
2021-12-11,2.76872
2021-12-12,3.42019
2021-12-13,3.58306
2021-12-14,4.39739
2021-12-15,5.21172
2021-12-16,5.86319
2021-12-17,2.11726
2021-12-18,0.97719
2021-12-20,3.74592
2021-12-21,6.35179
2021-12-22,5.70032
2021-12-23,6.02605
2021-12-24,6.35179
2021-12-25,3.42019
2021-12-26,5.70032
2021-12-27,4.39739
2021-12-28,6.02605
2021-12-29,6.18892
2021-12-30,3.09446
2021-12-31,3.74592
2022-01-01,3.25732
2022-01-02,1.46579
2022-01-03,11.72638
2022-01-04,20.03257
2022-01-05,9.77198
2022-01-06,5.53745
2022-01-07,4.88599
2022-01-09,1.30293
2022-01-10,4.72312
2022-01-11,4.72312
2022-01-12,6.02605
2022-01-13,6.35179
2022-01-14,3.25732
2022-01-15,3.90879
2022-01-16,1.95439
2022-01-17,2.28013
2022-01-18,3.90879
2022-01-19,3.74592
2022-01-20,4.88599
2022-01-21,4.72312
2022-01-22,2.44299
2022-01-23,1.46579
2022-01-24,4.39739
2022-01-25,3.90879
2022-01-26,6.18892
2022-01-27,5.37459
2022-01-28,9.12052
2022-01-29,3.90879
2022-01-30,2.93159
2022-01-31,3.25732
2022-02-01,4.56026
2022-02-02,4.39739
2022-02-03,4.39739
2022-02-04,3.74592
2022-02-05,7.81758
2022-02-06,4.72312
2022-02-07,5.86319
2022-02-08,3.90879
2022-02-09,4.88599
2022-02-10,4.88599
2022-02-11,5.37459
2022-02-12,1.46579
2022-02-13,1.95439
2022-02-14,5.37459
2022-02-15,5.04885
2022-02-16,3.42019
2022-02-17,4.07166
2022-02-18,1.46579
2022-02-19,2.44299
2022-02-20,1.95439
2022-02-21,2.28013
2022-02-22,1.95439
2022-02-23,3.25732
2022-02-24,7.00325
2022-02-25,4.39739
2022-02-26,3.25732
2022-02-27,1.95439
2022-02-28,2.93159
2022-03-01,3.09446
2022-03-02,1.46579
2022-03-03,3.90879
2022-03-04,2.60586
2022-03-05,1.30293
2022-03-06,1.14006
2022-03-07,1.14006
2022-03-08,1.95439
2022-03-09,1.30293
2022-03-10,0.97719
2022-03-11,2.60586
2022-03-12,0.97719
2022-03-13,1.46579
2022-03-14,1.46579
2022-03-15,5.21172
2022-03-16,3.42019
2022-03-17,2.76872
2022-03-18,1.95439
2022-03-19,1.95439
2022-03-20,1.79153
2022-03-21,2.93159
2022-03-22,4.72312
2022-03-23,9.12052
2022-03-24,5.21172
2022-03-25,5.86319
2022-03-26,3.74592
2022-03-27,2.44299
2022-03-28,7.49185
2022-03-29,15.14657
2022-03-30,8.95765
2022-03-31,2.76872
2022-04-01,4.88599
2022-04-02,1.30293
2022-04-03,3.90879
2022-04-04,6.18892
2022-04-05,8.30618
2022-04-06,5.70032
2022-04-07,5.21172
2022-04-08,5.37459
2022-04-09,2.28013
2022-04-10,2.93159
2022-04-11,3.58306
2022-04-12,4.88599
2022-04-13,1.95439
2022-04-14,3.09446
2022-04-15,13.02931
2022-04-16,3.09446
2022-04-17,1.62866
2022-04-18,4.72312
2022-04-19,3.25732
2022-04-20,4.23452
2022-04-21,11.40065
2022-04-22,7.32899
2022-04-23,4.88599
2022-04-24,4.56026
2022-04-25,4.88599
2022-04-26,5.37459
2022-04-27,8.14332
2022-04-28,4.56026
2022-04-29,4.07166
2022-04-30,1.62866
2022-05-01,2.76872
2022-05-02,2.28013
2022-05-03,2.93159
2022-05-04,2.93159
2022-05-05,2.28013
2022-05-06,4.39739
2022-05-07,1.46579
2022-05-08,0.81433
2022-05-09,1.79153
2022-05-10,3.58306
2022-05-11,3.58306
2022-05-12,5.21172
2022-05-13,2.28013
2022-05-14,1.14006
2022-05-15,1.14006
2022-05-16,2.11726
2022-05-17,4.88599
2022-05-18,2.76872
2022-05-19,3.74592
2022-05-20,2.44299
2022-05-21,5.86319
2022-05-22,1.62866
2022-05-23,6.02605
2022-05-24,4.56026
2022-05-25,5.04885
2022-05-26,3.42019
2022-05-27,5.37459
2022-05-28,1.30293
2022-05-29,2.76872
2022-05-30,2.93159
2022-05-31,3.74592
2022-06-01,1.46579
2022-06-02,2.11726
2022-06-03,2.28013
2022-06-04,1.79153
2022-06-05,2.11726
2022-06-06,1.79153
2022-06-07,0.97719
2022-06-08,2.11726
2022-06-09,1.14006
2022-06-10,2.11726
2022-06-11,1.79153
2022-06-13,2.28013
2022-06-14,3.58306
2022-06-15,4.07166
2022-06-16,2.76872
2022-06-17,4.56026
2022-06-18,1.79153
2022-06-19,1.79153
2022-06-20,2.93159
2022-06-21,0.97719
2022-06-22,3.09446
2022-06-23,3.25732
2022-06-24,1.79153
2022-06-27,0.81433
2022-06-28,1.95439
2022-06-29,2.11726
2022-06-30,1.46579
2022-07-02,1.30293
2022-07-04,2.44299
2022-07-05,3.42019
2022-07-06,0.97719
2022-07-07,1.95439
2022-07-08,1.46579
2022-07-09,1.46579
2022-07-10,0.81433
2022-07-11,0.97719
2022-07-12,1.95439
2022-07-14,1.62866
2022-07-15,1.79153
2022-07-16,4.23452
2022-07-17,2.11726
2022-07-18,5.37459
2022-07-19,2.28013
2022-07-20,2.28013
2022-07-21,4.56026
2022-07-22,7.16612
2022-07-23,1.14006
2022-07-24,3.25732
2022-07-25,2.60586
2022-07-26,3.25732
2022-07-27,2.11726
2022-07-28,3.58306
2022-07-29,2.60586
2022-07-30,2.76872
2022-07-31,1.79153
2022-08-01,2.93159
2022-08-02,5.21172
2022-08-03,3.74592
2022-08-04,4.72312
2022-08-05,4.56026
2022-08-06,2.44299
2022-08-07,0.97719
2022-08-08,2.44299
2022-08-09,6.35179
2022-08-10,5.70032
2022-08-11,2.93159
2022-08-12,2.93159
2022-08-13,2.76872
2022-08-14,1.46579
2022-08-15,6.02605
2022-08-16,9.60912
2022-08-17,4.88599
2022-08-18,3.58306
2022-08-19,4.88599
2022-08-20,3.09446
2022-08-21,2.28013
2022-08-22,4.56026
2022-08-23,4.88599
2022-08-24,5.37459
2022-08-25,4.88599
2022-08-26,2.60586
2022-08-27,3.09446
2022-08-28,0.97719
2022-08-29,1.30293
2022-08-30,1.46579
2022-08-31,1.79153
2022-09-01,4.39739
2022-09-02,9.93485
2022-09-03,2.76872
2022-09-04,4.39739
2022-09-05,4.39739
2022-09-06,3.25732
2022-09-07,2.93159
2022-09-08,2.76872
2022-09-09,3.90879
2022-09-10,2.28013
2022-09-11,1.62866
2022-09-12,2.93159
2022-09-13,4.72312
2022-09-14,6.35179
2022-09-15,7.32899
2022-09-16,5.21172
2022-09-17,2.11726
2022-09-18,2.93159
2022-09-19,4.72312
2022-09-20,7.65472
2022-09-21,7.32899
2022-09-22,4.72312
2022-09-23,2.76872
2022-09-24,1.62866
2022-09-25,2.60586
2022-09-26,2.11726
2022-09-27,2.60586
2022-09-28,4.88599
2022-09-29,2.93159
2022-09-30,3.74592
2022-10-01,2.11726
2022-10-02,2.44299
2022-10-03,4.39739
2022-10-04,6.67752
2022-10-05,5.70032
2022-10-06,4.88599
2022-10-07,5.86319
2022-10-08,2.76872
2022-10-09,6.18892
2022-10-10,4.07166
2022-10-11,5.04885
2022-10-12,3.90879
2022-10-13,3.25732
2022-10-14,3.58306
2022-10-15,3.42019
2022-10-16,2.11726
2022-10-17,5.04885
2022-10-18,5.21172
2022-10-19,5.53745
2022-10-20,5.70032
2022-10-21,3.58306
2022-10-22,4.07166
2022-10-23,2.28013
2022-10-24,2.93159
2022-10-25,5.86319
2022-10-26,5.04885
2022-10-27,2.76872
2022-10-28,2.60586
2022-10-29,1.30293
2022-10-30,1.14006
2022-10-31,2.44299
2022-11-01,5.21172
2022-11-02,6.67752
2022-11-03,5.70032
2022-11-04,6.35179
2022-11-05,4.07166
2022-11-06,3.09446
2022-11-07,8.30618
2022-11-08,20.19543
2022-11-09,11.56351
2022-11-10,14.98371
2022-11-11,9.60912
2022-11-12,5.53745
2022-11-13,5.04885
2022-11-14,7.81758
2022-11-15,4.72312
2022-11-16,4.88599
2022-11-17,7.16612
2022-11-18,5.53745
2022-11-19,52.93159
2022-11-20,18.56677
2022-11-21,27.36156
2022-11-22,37.29641
2022-11-23,18.4039
2022-11-24,21.00977
2022-11-25,14.16938
2022-11-26,7.16612
2022-11-27,6.84039
2022-11-28,22.96416
2022-11-29,35.01628
2022-11-30,23.12703
2022-12-01,17.10097
2022-12-02,11.07491
2022-12-03,8.79478
2022-12-04,6.35179
2022-12-05,8.14332
2022-12-06,11.72638
2022-12-07,6.51465
2022-12-08,8.95765
2022-12-09,5.21172
2022-12-10,5.21172
2022-12-11,2.60586
2022-12-12,5.70032
2022-12-13,14.00651
2022-12-14,15.30944
2022-12-15,16.12377
2022-12-16,4.39739
2022-12-17,9.28338
2022-12-18,4.39739
2022-12-19,9.60912
2022-12-20,7.32899
2022-12-21,26.87296
2022-12-22,12.86644
2022-12-23,24.7557
2022-12-24,10.26058
2022-12-25,7.16612
2022-12-26,11.23778
2022-12-27,16.61237
2022-12-28,42.50814
2022-12-29,20.19543
2022-12-30,11.88925
2022-12-31,8.46905
2023-01-01,6.02605
2023-01-02,12.05211
2023-01-03,10.09771
2023-01-04,25.57003
2023-01-05,14.16938
2023-01-06,14.16938
2023-01-07,10.26058
2023-01-08,6.18892
2023-01-09,8.30618
2023-01-10,10.91205
2023-01-11,7.65472
2023-01-12,10.09771
2023-01-13,9.12052
2023-01-14,6.02605
2023-01-15,3.74592
2023-01-16,6.02605
2023-01-17,6.51465
2023-01-18,12.21498
2023-01-19,8.95765
2023-01-20,8.79478
2023-01-21,3.25732
2023-01-22,4.23452
2023-01-23,6.84039
2023-01-24,13.02931
2023-01-25,8.95765
2023-01-26,15.30944
2023-01-27,16.77524
2023-01-28,19.8697
2023-01-29,10.58631
2023-01-30,14.65798
2023-01-31,10.26058
2023-02-01,10.74918
2023-02-02,12.86644
2023-02-03,11.07491
2023-02-04,8.46905
2023-02-05,8.46905
2023-02-06,7.65472
2023-02-07,6.51465
2023-02-08,11.56351
2023-02-09,15.47231
2023-02-10,16.44951
2023-02-11,4.39739
2023-02-12,6.02605
2023-02-13,5.53745
2023-02-14,6.84039
2023-02-15,15.63517
2023-02-16,9.77198
2023-02-17,9.28338
2023-02-18,5.86319
2023-02-19,5.86319
2023-02-20,2.76872
2023-02-21,3.42019
2023-02-22,3.74592
2023-02-23,2.93159
2023-02-24,3.25732
2023-02-25,3.74592
2023-02-26,2.28013
2023-02-27,4.88599
2023-02-28,7.32899
2023-03-01,6.51465
2023-03-02,7.98045
2023-03-03,5.37459
2023-03-04,3.58306
2023-03-05,3.74592
2023-03-06,6.51465
2023-03-07,5.70032
2023-03-08,3.74592
2023-03-09,6.18892
2023-03-10,6.51465
2023-03-11,2.76872
2023-03-12,1.95439
2023-03-13,1.62866
2023-03-14,3.58306
2023-03-15,3.42019
2023-03-16,4.07166
2023-03-17,2.44299
2023-03-18,2.28013
2023-03-19,1.79153
2023-03-20,3.42019
2023-03-21,4.23452
2023-03-22,5.86319
2023-03-23,3.09446
2023-03-24,5.04885
2023-03-25,0.97719
2023-03-26,2.93159
2023-03-27,3.90879
2023-03-28,2.28013
2023-03-29,4.72312
2023-03-30,4.88599
2023-03-31,2.93159
2023-04-01,4.72312
2023-04-02,2.44299
2023-04-03,3.74592
2023-04-04,5.53745
2023-04-05,5.70032
2023-04-06,6.02605
2023-04-07,2.93159
2023-04-08,1.14006
2023-04-09,1.79153
2023-04-10,3.74592
2023-04-11,3.90879
2023-04-12,3.09446
2023-04-13,3.42019
2023-04-14,3.09446
2023-04-15,1.79153
2023-04-17,2.44299
2023-04-18,3.42019
2023-04-19,2.60586
2023-04-20,8.63192
2023-04-21,16.93811
2023-04-22,3.58306
2023-04-23,3.25732
2023-04-24,5.21172
2023-04-25,5.21172
2023-04-26,6.18892
2023-04-27,7.49185
2023-04-28,3.42019
2023-04-29,2.44299
2023-04-30,2.93159
2023-05-01,2.28013
2023-05-02,3.09446
2023-05-03,4.07166
2023-05-04,3.09446
2023-05-05,2.28013
2023-05-06,3.90879
2023-05-07,0.97719
2023-05-08,4.23452
2023-05-09,8.30618
2023-05-10,7.32899
2023-05-11,5.53745
2023-05-12,6.02605
2023-05-13,3.09446
2023-05-14,2.11726
2023-05-15,6.18892
2023-05-16,19.70684
2023-05-17,13.19218
2023-05-18,13.84364
2023-05-19,10.42345
2023-05-20,6.67752
2023-05-21,4.07166
2023-05-22,8.95765
2023-05-23,14.33224
2023-05-24,10.09771
2023-05-25,8.46905
2023-05-26,10.09771
2023-05-27,9.60912
2023-05-28,5.86319
2023-05-29,7.81758
2023-05-30,11.07491
2023-05-31,17.26384
2023-06-01,13.02931
2023-06-02,14.00651
2023-06-03,10.09771
2023-06-04,5.70032
2023-06-05,10.09771
2023-06-06,9.60912
2023-06-07,19.05537
2023-06-08,19.05537
2023-06-09,38.76221
2023-06-10,20.68403
2023-06-11,16.12377
2023-06-12,21.17263
2023-06-13,18.4039
2023-06-14,27.36156
2023-06-15,20.68403
2023-06-16,18.8925
2023-06-17,7.98045
2023-06-18,10.26058
2023-06-19,13.68078
2023-06-20,12.54071
2023-06-21,30.13029
2023-06-22,17.75244
2023-06-23,16.12377
2023-06-24,9.44625
2023-06-25,7.00325
2023-06-26,15.14657
2023-06-27,15.30944
2023-06-28,13.02931
2023-06-29,17.10097
2023-06-30,11.40065
2023-07-01,5.37459
2023-07-02,8.30618
2023-07-03,21.3355
2023-07-04,23.12703
2023-07-05,13.84364
2023-07-06,11.23778
2023-07-07,10.74918
2023-07-08,6.67752
2023-07-09,4.39739
2023-07-10,7.32899
2023-07-11,11.88925
2023-07-12,8.63192
2023-07-13,9.60912
