date,세무사
2020-06-14,14.59373
2020-06-15,24.16749
2020-06-16,23.01032
2020-06-17,21.73659
2020-06-18,21.55344
2020-06-19,20.62937
2020-06-20,13.82783
2020-06-21,15.20979
2020-06-22,25.3663
2020-06-23,22.97702
2020-06-24,22.30269
2020-06-25,22.53579
2020-06-26,20.95404
2020-06-27,14.69363
2020-06-28,14.55211
2020-06-29,26.4985
2020-06-30,24.71694
2020-07-01,23.26839
2020-07-02,23.01864
2020-07-03,21.51182
2020-07-04,14.46053
2020-07-05,13.92773
2020-07-06,26.998
2020-07-07,25.61605
2020-07-08,25.94072
2020-07-09,25.87412
2020-07-10,21.33699
2020-07-11,14.79353
2020-07-12,16.32534
2020-07-13,29.88677
2020-07-14,28.77955
2020-07-15,30.8941
2020-07-16,26.41525
2020-07-17,22.96037
2020-07-18,15.13486
2020-07-19,16.39194
2020-07-20,30.05328
2020-07-21,27.14785
2020-07-22,25.52447
2020-07-23,25.38295
2020-07-24,23.82617
2020-07-25,15.32634
2020-07-26,15.78421
2020-07-27,28.67132
2020-07-28,25.41625
2020-07-29,22.91042
2020-07-30,22.29437
2020-07-31,21.79487
2020-08-01,14.21078
2020-08-02,13.55311
2020-08-03,25.75757
2020-08-04,23.98434
2020-08-05,24.21744
2020-08-06,24.05094
2020-08-07,28.18847
2020-08-08,69.70529
2020-08-09,21.08724
2020-08-10,28.42157
2020-08-11,23.85114
2020-08-12,22.96869
2020-08-13,21.23709
2020-08-14,19.87179
2020-08-15,12.45421
2020-08-16,14.74358
2020-08-17,17.00799
2020-08-18,22.33599
2020-08-19,22.72727
2020-08-20,19.73859
2020-08-21,19.25574
2020-08-22,12.61238
2020-08-23,13.79453
2020-08-24,22.74392
2020-08-25,20.50449
2020-08-26,19.76356
2020-08-27,20.82084
2020-08-28,22.26939
2020-08-29,13.92773
2020-08-30,14.21078
2020-08-31,24.99167
2020-09-01,23.18514
2020-09-02,21.22877
2020-09-03,21.25374
2020-09-04,19.37229
2020-09-05,12.82051
2020-09-06,13.55311
2020-09-07,22.60239
2020-09-08,25.70762
2020-09-09,41.02564
2020-09-10,22.91042
2020-09-11,21.18714
2020-09-12,12.85381
2020-09-13,13.82783
2020-09-14,24.00932
2020-09-15,22.37762
2020-09-16,21.24542
2020-09-17,19.28071
2020-09-18,18.53146
2020-09-19,12.06293
2020-09-20,13.49483
2020-09-21,22.14452
2020-09-22,20.47952
2020-09-23,20.35464
2020-09-24,19.48051
2020-09-25,17.48251
2020-09-26,12.54578
2020-09-27,13.02031
2020-09-28,19.74691
2020-09-29,15.86746
2020-09-30,10.33133
2020-10-01,11.08058
2020-10-02,11.06393
2020-10-03,12.49583
2020-10-04,14.58541
2020-10-05,24.17582
2020-10-06,22.41924
2020-10-07,20.47119
2020-10-08,19.58874
2020-10-09,11.19713
2020-10-10,11.32201
2020-10-11,14.67698
2020-10-12,23.36829
2020-10-13,20.92074
2020-10-14,20.97902
2020-10-15,19.08091
2020-10-16,17.90709
2020-10-17,11.58841
2020-10-18,12.89543
2020-10-19,22.34432
2020-10-20,23.17682
2020-10-21,27.11455
2020-10-22,26.70662
2020-10-23,20.75424
2020-10-24,14.99333
2020-10-25,15.50116
2020-10-26,26.09057
2020-10-27,22.96037
2020-10-28,25.0999
2020-10-29,23.66799
2020-10-30,19.97169
2020-10-31,14.31068
2020-11-01,16.72494
2020-11-02,26.61505
2020-11-03,23.84282
2020-11-04,22.26939
2020-11-05,22.25274
2020-11-06,20.32967
2020-11-07,13.64468
2020-11-08,14.29403
2020-11-09,26.25707
2020-11-10,24.17582
2020-11-11,22.75224
2020-11-12,24.57542
2020-11-13,21.66999
2020-11-14,14.00266
2020-11-15,16.00066
2020-11-16,27.17282
2020-11-17,24.86679
2020-11-18,24.79187
2020-11-19,23.64302
2020-11-20,24.97502
2020-11-21,15.60939
2020-11-22,16.71661
2020-11-23,28.37995
2020-11-24,26.7982
2020-11-25,25.50782
2020-11-26,26.10722
2020-11-27,26.74825
2020-11-28,21.79487
2020-11-29,21.69497
2020-11-30,40.38461
2020-12-01,36.34698
2020-12-02,30.41125
2020-12-03,29.00432
2020-12-04,31.8931
2020-12-05,40.35964
2020-12-06,24.62537
2020-12-07,30.6943
2020-12-08,27.45587
2020-12-09,26.6983
2020-12-10,26.32367
2020-12-11,24.17582
2020-12-12,16.49184
2020-12-13,16.03396
2020-12-14,26.65667
2020-12-15,25.04162
2020-12-16,24.20912
2020-12-17,25.72427
2020-12-18,22.11954
2020-12-19,14.52713
2020-12-20,16.05894
2020-12-21,25.999
2020-12-22,24.20079
2020-12-23,24.25907
2020-12-24,20.83749
2020-12-25,13.07858
2020-12-26,15.67599
2020-12-27,18.93106
2020-12-28,31.66833
2020-12-29,28.4299
2020-12-30,25.7992
2020-12-31,22.20279
2021-01-01,17.77389
2021-01-02,19.08091
2021-01-03,19.94671
2021-01-04,33.50815
2021-01-05,30.53613
2021-01-06,28.07192
2021-01-07,25.64102
2021-01-08,24.60039
2021-01-09,17.73226
2021-01-10,18.47319
2021-01-11,30.8608
2021-01-12,26.14885
2021-01-13,27.63902
2021-01-14,27.8305
2021-01-15,27.80552
2021-01-16,17.65734
2021-01-17,18.80619
2021-01-18,31.87645
2021-01-19,33.01698
2021-01-20,32.0263
2021-01-21,30.93573
2021-01-22,27.34765
2021-01-23,17.77389
2021-01-24,17.62404
2021-01-25,33.57475
2021-01-26,29.12087
2021-01-27,28.18847
2021-01-28,25.24142
2021-01-29,24.45054
2021-01-30,16.81651
2021-01-31,17.15784
2021-02-01,28.8628
2021-02-02,26.91475
2021-02-03,29.1958
2021-02-04,28.01365
2021-02-05,23.00199
2021-02-06,16.43356
2021-02-07,16.26706
2021-02-08,28.31335
2021-02-09,24.00099
2021-02-10,20.42124
2021-02-11,13.47818
2021-02-12,13.80286
2021-02-13,14.80186
2021-02-14,17.92374
2021-02-15,31.2937
2021-02-16,26.8648
2021-02-17,27.45587
2021-02-18,24.97502
2021-02-19,23.43489
2021-02-20,16.06726
2021-02-21,18.27339
2021-02-22,33.99933
2021-02-23,28.67965
2021-02-24,28.27172
2021-02-25,26.998
2021-02-26,22.47752
2021-02-27,15.72594
2021-02-28,17.52414
2021-03-01,24.05927
2021-03-02,37.80386
2021-03-03,91.64169
2021-03-04,39.06093
2021-03-05,30.2281
2021-03-06,18.92274
2021-03-07,20.79587
2021-03-08,32.28438
2021-03-09,29.1625
2021-03-10,28.30502
2021-03-11,27.1978
2021-03-12,23.95104
2021-03-13,15.06826
2021-03-14,16.87479
2021-03-15,27.7639
2021-03-16,25.64102
2021-03-17,24.23409
2021-03-18,23.35997
2021-03-19,23.41824
2021-03-20,16.37529
2021-03-21,18.12354
2021-03-22,26.94805
2021-03-23,25.42457
2021-03-24,23.95937
2021-03-25,23.34332
2021-03-26,24.10922
2021-03-27,14.71861
2021-03-28,16.28371
2021-03-29,25.8658
2021-03-30,24.03429
2021-03-31,23.50149
2021-04-01,23.48484
2021-04-02,21.37029
2021-04-03,14.35231
2021-04-04,14.41891
2021-04-05,25.12487
2021-04-06,23.63469
2021-04-07,22.96869
2021-04-08,22.55244
2021-04-09,21.30369
2021-04-10,14.34398
2021-04-11,16.76656
2021-04-12,57.13453
2021-04-13,36.87146
2021-04-14,31.33533
2021-04-15,28.27172
2021-04-16,28.07192
2021-04-17,17.69064
2021-04-18,15.74259
2021-04-19,33.26673
2021-04-20,27.331
2021-04-21,26.35697
2021-04-22,24.79187
2021-04-23,21.62837
2021-04-24,15.00166
2021-04-25,17.20779
2021-04-26,26.98135
2021-04-27,26.17382
2021-04-28,24.23409
2021-04-29,24.37562
2021-04-30,22.41924
2021-05-01,18.22344
2021-05-02,18.38161
2021-05-03,43.58141
2021-05-04,39.67698
2021-05-05,20.68764
2021-05-06,37.12121
2021-05-07,34.2241
2021-05-08,20.48784
2021-05-09,19.90509
2021-05-10,43.00699
2021-05-11,38.69463
2021-05-12,35.85581
2021-05-13,33.63303
2021-05-14,30.44455
2021-05-15,16.72494
2021-05-16,19.37229
2021-05-17,41.29204
2021-05-18,39.33566
2021-05-19,22.99367
2021-05-20,41.44189
2021-05-21,35.78921
2021-05-22,20.33799
2021-05-23,20.34632
2021-05-24,49.00932
2021-05-25,44.30569
2021-05-26,42.73226
2021-05-27,42.57409
2021-05-28,45.34632
2021-05-29,57.90875
2021-05-30,26.998
2021-05-31,46.12887
2021-06-01,28.92107
2021-06-02,25.21645
2021-06-03,24.36729
2021-06-04,21.88644
2021-06-05,15.42624
2021-06-06,15.79254
2021-06-07,26.68165
2021-06-08,25.22477
2021-06-09,23.87612
2021-06-10,23.28504
2021-06-11,19.93839
2021-06-12,12.57076
2021-06-13,14.21911
2021-06-14,24.82517
2021-06-15,23.26839
2021-06-16,21.89477
2021-06-17,19.63869
2021-06-18,18.83949
2021-06-19,11.35531
2021-06-20,12.93706
2021-06-21,23.96769
2021-06-22,21.85314
2021-06-23,21.04562
2021-06-24,21.50349
2021-06-25,20.97902
2021-06-26,13.92773
2021-06-27,14.31068
2021-06-28,24.63369
2021-06-29,23.45154
2021-06-30,38.39493
2021-07-01,23.36829
2021-07-02,20.02997
2021-07-03,12.73726
2021-07-04,14.55211
2021-07-05,24.80019
2021-07-06,22.67732
2021-07-07,22.11954
2021-07-08,21.48684
2021-07-09,19.98834
2021-07-10,13.29503
2021-07-11,13.39493
2021-07-12,26.04895
2021-07-13,23.95104
2021-07-14,22.15284
2021-07-15,27.34765
2021-07-16,23.96769
2021-07-17,12.51248
2021-07-18,12.36263
2021-07-19,24.44222
2021-07-20,23.46819
2021-07-21,21.72827
2021-07-22,21.66999
2021-07-23,20.84582
2021-07-24,12.23776
2021-07-25,12.09623
2021-07-26,22.34432
2021-07-27,19.18081
2021-07-28,18.26506
2021-07-29,17.96536
2021-07-30,17.29936
2021-07-31,11.23043
2021-08-01,11.40526
2021-08-02,20.17982
2021-08-03,19.32234
2021-08-04,20.18814
2021-08-05,18.93106
2021-08-06,17.59074
2021-08-07,12.25441
2021-08-08,12.64568
2021-08-09,21.05394
2021-08-10,20.90409
2021-08-11,19.81351
2021-08-12,19.65534
2021-08-13,17.58241
2021-08-14,11.63003
2021-08-15,11.08058
2021-08-16,17.05794
2021-08-17,23.14352
2021-08-18,20.92907
2021-08-19,21.34532
2021-08-20,20.92907
2021-08-21,12.70396
2021-08-22,13.68631
2021-08-23,24.52547
2021-08-24,22.24442
2021-08-25,21.60339
2021-08-26,24.00099
2021-08-27,20.79587
2021-08-28,14.33566
2021-08-29,14.46053
2021-08-30,25.57442
2021-08-31,22.14452
2021-09-01,21.99467
2021-09-02,22.45254
2021-09-03,22.01964
2021-09-04,25.18315
2021-09-05,18.44821
2021-09-06,26.12387
2021-09-07,22.21944
2021-09-08,20.91242
2021-09-09,20.32967
2021-09-10,18.13186
2021-09-11,12.40426
2021-09-12,12.94538
2021-09-13,21.30369
2021-09-14,20.82917
2021-09-15,18.94771
2021-09-16,17.42424
2021-09-17,14.81851
2021-09-18,10.78088
2021-09-19,8.79953
2021-09-20,12.33766
2021-09-21,12.58741
2021-09-22,15.33466
2021-09-23,23.66799
2021-09-24,21.27872
2021-09-25,13.44488
2021-09-26,13.81951
2021-09-27,23.26007
2021-09-28,22.22777
2021-09-29,20.96237
2021-09-30,20.26307
2021-10-01,17.84881
2021-10-02,11.86313
2021-10-03,12.35431
2021-10-04,15.36796
2021-10-05,21.79487
2021-10-06,19.83016
2021-10-07,18.89776
2021-10-08,19.73026
2021-10-09,11.39693
2021-10-10,12.87046
2021-10-11,14.30236
2021-10-12,22.50249
2021-10-13,20.42124
2021-10-14,20.82917
2021-10-15,18.32334
2021-10-16,11.16383
2021-10-17,13.06193
2021-10-18,21.18714
2021-10-19,20.27972
2021-10-20,18.49816
2021-10-21,18.69796
2021-10-22,15.99234
2021-10-23,10.68931
2021-10-24,12.37096
2021-10-25,21.36197
2021-10-26,18.63136
2021-10-27,19.33899
2021-10-28,20.67099
2021-10-29,18.33166
2021-10-30,12.48751
2021-10-31,15.95904
2021-11-01,22.11954
2021-11-02,21.04562
2021-11-03,20.03829
2021-11-04,19.46386
2021-11-05,17.53246
2021-11-06,10.68098
2021-11-07,12.50416
2021-11-08,20.84582
2021-11-09,21.13719
2021-11-10,21.28704
2021-11-11,22.53579
2021-11-12,17.59074
2021-11-13,12.12121
2021-11-14,13.13686
2021-11-15,22.50249
2021-11-16,19.69696
2021-11-17,18.81451
2021-11-18,19.10589
2021-11-19,18.09024
2021-11-20,12.53746
2021-11-21,13.69463
2021-11-22,21.14552
2021-11-23,20.22977
2021-11-24,22.71894
2021-11-25,22.80219
2021-11-26,20.36297
2021-11-27,13.56143
2021-11-28,13.84448
2021-11-29,24.50049
2021-11-30,42.08291
2021-12-01,100.0
2021-12-02,79.8285
2021-12-03,65.93406
2021-12-04,30.03663
2021-12-05,26.88977
2021-12-06,32.80053
2021-12-07,30.0283
2021-12-08,33.86613
2021-12-09,36.02231
2021-12-10,30.36963
2021-12-11,25.18315
2021-12-12,21.36197
2021-12-13,29.91175
2021-12-14,32.97535
2021-12-15,31.37695
2021-12-16,28.64635
2021-12-17,31.7266
2021-12-18,20.87079
2021-12-19,19.25574
2021-12-20,34.0243
2021-12-21,36.38861
2021-12-22,31.73493
2021-12-23,33.38328
2021-12-24,34.37395
2021-12-25,21.33699
2021-12-26,19.21411
2021-12-27,34.0909
2021-12-28,29.11255
2021-12-29,27.68897
2021-12-30,26.91475
2021-12-31,20.41292
2022-01-01,16.49184
2022-01-02,25.00832
2022-01-03,36.43856
2022-01-04,31.47685
2022-01-05,30.84415
2022-01-06,30.1615
2022-01-07,29.12087
2022-01-08,20.12154
2022-01-09,23.27672
2022-01-10,37.12953
2022-01-11,31.0273
2022-01-12,30.61938
2022-01-13,28.7962
2022-01-14,30.1948
2022-01-15,18.32334
2022-01-16,17.30769
2022-01-17,36.08058
2022-01-18,33.93273
2022-01-19,36.30536
2022-01-20,47.75224
2022-01-21,33.7579
2022-01-22,26.8648
2022-01-23,23.11022
2022-01-24,41.11721
2022-01-25,34.96503
2022-01-26,32.2261
2022-01-27,32.20945
2022-01-28,26.49017
2022-01-29,15.90909
2022-01-30,15.55111
2022-01-31,16.05061
2022-02-01,16.72494
2022-02-02,20.48784
2022-02-03,31.18548
2022-02-04,28.87112
2022-02-05,16.89976
2022-02-06,19.43889
2022-02-07,31.7932
2022-02-08,27.02297
2022-02-09,26.52347
2022-02-10,25.89077
2022-02-11,23.86779
2022-02-12,15.42624
2022-02-13,17.35764
2022-02-14,26.22377
2022-02-15,25.6993
2022-02-16,25.04162
2022-02-17,24.47552
2022-02-18,23.07692
2022-02-19,15.55111
2022-02-20,15.90909
2022-02-21,31.46853
2022-02-22,26.50682
2022-02-23,27.81385
2022-02-24,26.1655
2022-02-25,23.57642
2022-02-26,17.17449
2022-02-27,18.41491
2022-02-28,27.7972
2022-03-01,18.96436
2022-03-02,28.45487
2022-03-03,26.20712
2022-03-04,23.31002
2022-03-05,15.80919
2022-03-06,16.69164
2022-03-07,25.74925
2022-03-08,23.82617
2022-03-09,14.60206
2022-03-10,22.71894
2022-03-11,22.31934
2022-03-12,16.27539
2022-03-13,18.60639
2022-03-14,25.9657
2022-03-15,25.07492
2022-03-16,24.14252
2022-03-17,24.00932
2022-03-18,24.40892
2022-03-19,17.11621
2022-03-20,16.35031
2022-03-21,24.82517
2022-03-22,24.72527
2022-03-23,24.62537
2022-03-24,21.81984
2022-03-25,24.16749
2022-03-26,15.07659
2022-03-27,16.29204
2022-03-28,27.14785
2022-03-29,24.60039
2022-03-30,23.90109
2022-03-31,24.47552
2022-04-01,21.42024
2022-04-02,14.64368
2022-04-03,15.40959
2022-04-04,49.59207
2022-04-05,38.12021
2022-04-06,30.6277
2022-04-07,27.34765
2022-04-08,24.93339
2022-04-09,16.19214
2022-04-10,19.46386
2022-04-11,50.22477
2022-04-12,32.8921
2022-04-13,31.35198
2022-04-14,29.22077
2022-04-15,28.7296
2022-04-16,16.03396
2022-04-17,16.05061
2022-04-18,28.45487
2022-04-19,25.333
2022-04-20,24.16749
2022-04-21,24.59207
2022-04-22,22.81052
2022-04-23,15.72594
2022-04-24,15.81751
2022-04-25,25.7326
2022-04-26,26.07392
2022-04-27,24.40892
2022-04-28,24.03429
2022-04-29,22.79387
2022-04-30,15.16816
2022-05-01,18.98934
2022-05-02,38.02863
2022-05-03,35.51448
2022-05-04,33.70795
2022-05-05,18.30669
2022-05-06,33.44988
2022-05-07,19.73026
2022-05-08,21.78654
2022-05-09,43.35664
2022-05-10,38.74458
2022-05-11,36.63003
2022-05-12,38.65301
2022-05-13,31.04395
2022-05-14,18.25674
2022-05-15,16.39194
2022-05-16,41.50849
2022-05-17,37.67066
2022-05-18,37.21278
2022-05-19,36.19713
2022-05-20,46.24542
2022-05-21,22.70229
2022-05-22,21.12054
2022-05-23,40.98401
2022-05-24,40.74259
2022-05-25,36.99633
2022-05-26,35.84748
2022-05-27,40.05161
2022-05-28,57.34265
2022-05-29,26.04062
2022-05-30,44.61371
2022-05-31,37.89543
2022-06-01,17.34931
2022-06-02,24.21744
2022-06-03,21.87812
2022-06-04,14.26073
2022-06-05,13.57808
2022-06-06,16.10056
2022-06-07,24.63369
2022-06-08,23.71794
2022-06-09,22.98534
2022-06-10,21.63669
2022-06-11,13.71128
2022-06-12,16.22544
2022-06-13,25.01665
2022-06-14,22.06959
2022-06-15,22.61904
2022-06-16,22.67732
2022-06-17,20.55444
2022-06-18,13.06193
2022-06-19,14.66866
2022-06-20,22.34432
2022-06-21,22.14452
2022-06-22,21.29537
2022-06-23,22.05294
2022-06-24,21.41192
2022-06-25,12.81218
2022-06-26,14.58541
2022-06-27,25.04162
2022-06-28,25.40792
2022-06-29,41.83316
2022-06-30,22.30269
2022-07-01,20.42124
2022-07-02,12.30436
2022-07-03,13.56143
2022-07-04,23.45987
2022-07-05,24.94172
2022-07-06,22.27772
2022-07-07,23.54312
2022-07-08,21.62004
2022-07-09,12.58741
2022-07-10,13.41158
2022-07-11,25.44122
2022-07-12,24.60872
2022-07-13,23.59307
2022-07-14,23.77622
2022-07-15,22.77722
2022-07-16,13.46986
2022-07-17,13.54478
2022-07-18,27.08125
2022-07-19,24.79187
2022-07-20,24.20912
2022-07-21,22.35264
2022-07-22,23.17682
2022-07-23,14.23576
2022-07-24,13.92773
2022-07-25,25.59107
2022-07-26,24.26739
2022-07-27,26.04895
2022-07-28,23.16849
2022-07-29,20.59607
2022-07-30,13.30336
2022-07-31,14.37728
2022-08-01,22.63569
2022-08-02,21.60339
2022-08-03,21.01232
2022-08-04,23.10189
2022-08-05,33.08358
2022-08-06,17.27439
2022-08-07,16.42524
2022-08-08,24.09257
2022-08-09,21.31202
2022-08-10,31.33533
2022-08-11,21.17049
2022-08-12,19.98001
2022-08-13,13.81118
2022-08-14,13.96936
2022-08-15,15.07659
2022-08-16,22.23609
2022-08-17,21.33699
2022-08-18,21.64502
2022-08-19,20.95404
2022-08-20,14.20246
2022-08-21,14.91008
2022-08-22,23.10189
2022-08-23,22.11122
2022-08-24,22.21112
2022-08-25,23.80952
2022-08-26,24.39227
2022-08-27,28.12187
2022-08-28,19.89676
2022-08-29,26.44855
2022-08-30,22.93539
2022-08-31,21.47852
2022-09-01,20.12987
2022-09-02,25.30802
2022-09-03,60.19813
2022-09-04,49.23409
2022-09-05,45.82084
2022-09-06,40.49284
2022-09-07,35.03996
2022-09-08,27.20612
2022-09-09,18.53146
2022-09-10,19.93839
2022-09-11,18.69796
2022-09-12,19.70529
2022-09-13,28.3633
2022-09-14,27.17282
2022-09-15,24.50882
2022-09-16,21.62004
2022-09-17,12.97036
2022-09-18,14.08591
2022-09-19,22.05294
2022-09-20,20.34632
2022-09-21,20.26307
2022-09-22,18.48151
2022-09-23,15.23476
2022-09-24,11.58841
2022-09-25,13.01198
2022-09-26,20.83749
2022-09-27,18.89776
2022-09-28,24.15084
2022-09-29,24.15917
2022-09-30,20.44622
2022-10-01,12.90376
2022-10-02,12.84548
2022-10-03,15.31801
2022-10-04,22.36929
2022-10-05,21.09557
2022-10-06,20.07159
2022-10-07,20.42957
2022-10-08,12.75391
2022-10-09,12.91208
2022-10-10,15.19314
2022-10-11,22.88544
2022-10-12,23.06027
2022-10-13,22.19447
2022-10-14,19.36396
2022-10-15,13.10356
2022-10-16,13.14518
2022-10-17,22.44422
2022-10-18,20.90409
2022-10-19,23.17682
2022-10-20,22.81884
2022-10-21,18.91441
2022-10-22,13.32001
2022-10-23,14.21078
2022-10-24,22.63569
2022-10-25,21.29537
2022-10-26,20.44622
2022-10-27,19.11421
2022-10-28,18.94771
2022-10-29,14.09423
2022-10-30,12.95371
2022-10-31,23.08524
2022-11-01,19.97169
2022-11-02,21.73659
2022-11-03,21.91974
2022-11-04,19.29736
2022-11-05,14.03596
2022-11-06,14.71861
2022-11-07,21.57842
2022-11-08,22.39427
2022-11-09,20.77089
2022-11-10,21.53679
2022-11-11,19.17249
2022-11-12,13.53646
2022-11-13,13.96936
2022-11-14,22.77722
2022-11-15,22.34432
2022-11-16,22.45254
2022-11-17,22.99367
2022-11-18,21.03729
2022-11-19,13.46986
2022-11-20,14.18581
2022-11-21,23.91774
2022-11-22,26.34032
2022-11-23,91.04229
2022-11-24,32.1262
2022-11-25,24.88344
2022-11-26,17.24941
2022-11-27,17.01631
2022-11-28,24.54212
2022-11-29,23.99267
2022-11-30,26.14052
2022-12-01,22.45254
2022-12-02,20.84582
2022-12-03,10.98901
2022-12-04,14.75191
2022-12-05,22.22777
2022-12-06,20.01332
2022-12-07,27.88045
2022-12-08,27.01465
2022-12-09,26.77322
2022-12-10,16.17549
2022-12-11,16.93306
2022-12-12,25.55777
2022-12-13,24.85847
2022-12-14,25.60772
2022-12-15,25.9657
2022-12-16,23.26839
2022-12-17,15.94239
2022-12-18,15.83416
2022-12-19,24.35897
2022-12-20,23.71794
2022-12-21,27.27272
2022-12-22,23.10189
2022-12-23,19.33066
2022-12-24,12.68731
2022-12-25,14.46053
2022-12-26,24.20912
2022-12-27,24.63369
2022-12-28,23.43489
2022-12-29,24.13419
2022-12-30,21.57009
2022-12-31,15.27639
2023-01-01,18.16516
2023-01-02,30.25308
2023-01-03,29.21245
2023-01-04,28.07192
2023-01-05,27.85547
2023-01-06,26.08225
2023-01-07,17.84881
2023-01-08,20.21312
2023-01-09,30.81918
2023-01-10,30.21145
2023-01-11,27.58907
2023-01-12,27.37262
2023-01-13,26.24042
2023-01-14,17.79886
2023-01-15,19.18914
2023-01-16,33.30835
2023-01-17,31.61005
2023-01-18,32.13453
2023-01-19,30.91908
2023-01-20,26.665
2023-01-21,17.29104
2023-01-22,17.39926
2023-01-23,20.12987
2023-01-24,25.57442
2023-01-25,38.10356
2023-01-26,34.47385
2023-01-27,30.67765
2023-01-28,18.58974
2023-01-29,19.48051
2023-01-30,31.993
2023-01-31,29.21245
2023-02-01,28.03862
2023-02-02,26.67332
2023-02-03,24.44222
2023-02-04,16.85814
2023-02-05,18.20679
2023-02-06,30.21145
2023-02-07,30.73593
2023-02-08,28.64635
2023-02-09,25.54945
2023-02-10,23.24342
2023-02-11,17.05794
2023-02-12,18.66466
2023-02-13,27.0979
2023-02-14,24.64202
2023-02-15,24.79187
2023-02-16,23.83449
2023-02-17,23.30169
2023-02-18,16.27539
2023-02-19,16.73326
2023-02-20,25.44955
2023-02-21,25.3663
2023-02-22,24.46719
2023-02-23,22.98534
2023-02-24,20.18814
2023-02-25,14.99333
2023-02-26,20.02997
2023-02-27,28.44655
2023-02-28,23.77622
2023-03-01,21.21212
2023-03-02,30.30303
2023-03-03,24.63369
2023-03-04,16.05894
2023-03-05,18.19014
2023-03-06,26.71495
2023-03-07,23.58474
2023-03-08,23.83449
2023-03-09,23.88444
2023-03-10,21.95304
2023-03-11,15.27639
2023-03-12,17.39094
2023-03-13,26.44855
2023-03-14,27.9637
2023-03-15,29.21245
2023-03-16,26.12387
2023-03-17,23.53479
2023-03-18,18.28171
2023-03-19,18.41491
2023-03-20,24.72527
2023-03-21,23.25174
2023-03-22,22.76057
2023-03-23,21.66167
2023-03-24,22.24442
2023-03-25,15.05161
2023-03-26,16.14219
2023-03-27,26.2654
2023-03-28,24.79187
2023-03-29,24.55044
2023-03-30,21.30369
2023-03-31,21.37862
2023-04-01,14.11921
2023-04-02,17.42424
2023-04-03,45.70429
2023-04-04,31.327
2023-04-05,30.15318
2023-04-06,26.83982
2023-04-07,29.28737
2023-04-08,17.90709
2023-04-09,17.42424
2023-04-10,26.8315
2023-04-11,23.89277
2023-04-12,23.35164
2023-04-13,22.88544
2023-04-14,21.28704
2023-04-15,13.67798
2023-04-16,15.74259
2023-04-17,25.8325
2023-04-18,21.87812
2023-04-19,23.49317
2023-04-20,21.85314
2023-04-21,20.17149
2023-04-22,13.30336
2023-04-23,14.29403
2023-04-24,23.37662
2023-04-25,22.26107
2023-04-26,21.84482
2023-04-27,20.83749
2023-04-28,19.59706
2023-04-29,13.81951
2023-04-30,14.69363
2023-05-01,32.26773
2023-05-02,40.70929
2023-05-03,35.17316
2023-05-04,34.6237
2023-05-05,19.38061
2023-05-06,21.04562
2023-05-07,23.89277
2023-05-08,43.29004
2023-05-09,39.26073
2023-05-10,35.86413
2023-05-11,37.52913
2023-05-12,39.15251
2023-05-13,53.00532
2023-05-14,25.25807
2023-05-15,38.48651
2023-05-16,35.71428
2023-05-17,32.86713
2023-05-18,30.9274
2023-05-19,28.03862
2023-05-20,15.57609
2023-05-21,16.62504
2023-05-22,34.39893
2023-05-23,34.63203
2023-05-24,32.4259
2023-05-25,29.34565
2023-05-26,27.58907
2023-05-27,15.14319
2023-05-28,14.61038
2023-05-29,21.32867
