date,바이오ETF
2020-09-15,4.39663
2020-09-16,4.77081
2020-09-17,2.43217
2020-09-18,3.64826
2020-09-19,3.46117
2020-09-20,3.55472
2020-09-21,3.9289
2020-09-22,2.80636
2020-09-23,1.77736
2020-09-24,2.33863
2020-09-25,1.40318
2020-09-26,0.74836
2020-09-27,0.65481
2020-09-28,1.68381
2020-09-29,1.8709
2020-09-30,2.43217
2020-10-01,1.02899
2020-10-02,1.21608
2020-10-03,2.05799
2020-10-04,0.93545
2020-10-05,2.24508
2020-10-06,2.61927
2020-10-07,2.80636
2020-10-08,1.77736
2020-10-09,1.02899
2020-10-10,0.93545
2020-10-11,2.43217
2020-10-12,2.33863
2020-10-13,2.15154
2020-10-14,3.27408
2020-10-15,2.43217
2020-10-16,2.15154
2020-10-17,0.56127
2020-10-18,2.52572
2020-10-19,3.74181
2020-10-20,2.33863
2020-10-21,3.08699
2020-10-22,1.40318
2020-10-23,1.30963
2020-10-24,2.15154
2020-10-25,1.40318
2020-10-26,1.30963
2020-10-27,2.05799
2020-10-28,2.15154
2020-10-29,1.30963
2020-10-30,1.77736
2020-10-31,1.02899
2020-11-01,1.12254
2020-11-02,1.30963
2020-11-03,0.8419
2020-11-04,1.40318
2020-11-05,4.20954
2020-11-06,4.02245
2020-11-07,2.33863
2020-11-08,2.05799
2020-11-09,7.0159
2020-11-10,5.51917
2020-11-11,3.9289
2020-11-12,8.13844
2020-11-13,4.58372
2020-11-14,1.8709
2020-11-15,2.15154
2020-11-16,2.61927
2020-11-17,6.17399
2020-11-18,11.9738
2020-11-19,9.72871
2020-11-20,6.36108
2020-11-21,3.08699
2020-11-22,3.64826
2020-11-23,5.70626
2020-11-24,5.23854
2020-11-25,6.73526
2020-11-26,5.05144
2020-11-27,3.74181
2020-11-28,2.52572
2020-11-29,3.08699
2020-11-30,4.49017
2020-12-01,4.58372
2020-12-02,4.20954
2020-12-03,4.9579
2020-12-04,6.73526
2020-12-05,3.08699
2020-12-06,5.05144
2020-12-07,8.69971
2020-12-08,7.57717
2020-12-09,11.9738
2020-12-10,5.05144
2020-12-11,4.58372
2020-12-12,3.36763
2020-12-13,4.39663
2020-12-14,5.23854
2020-12-15,4.58372
2020-12-16,15.43498
2020-12-17,11.50608
2020-12-18,8.32553
2020-12-19,8.23199
2020-12-20,6.92235
2020-12-21,16.46398
2020-12-22,14.59307
2020-12-23,9.16744
2020-12-24,8.98035
2020-12-25,7.85781
2020-12-26,9.0739
2020-12-27,10.47708
2020-12-28,11.13189
2020-12-29,20.39289
2020-12-30,17.02525
2020-12-31,13.93826
2021-01-01,12.44153
2021-01-02,10.75771
2021-01-03,11.22544
2021-01-04,14.12535
2021-01-05,13.93826
2021-01-06,13.93826
2021-01-07,15.52853
2021-01-08,14.12535
2021-01-09,10.00935
2021-01-10,13.84471
2021-01-11,9.82226
2021-01-12,8.88681
2021-01-13,6.92235
2021-01-14,9.63517
2021-01-15,25.53788
2021-01-16,100.0
2021-01-17,35.73433
2021-01-18,23.01216
2021-01-19,22.45088
2021-01-20,15.24789
2021-01-21,18.89616
2021-01-22,16.55753
2021-01-23,17.96071
2021-01-24,13.75116
2021-01-25,14.68662
2021-01-26,12.16089
2021-01-27,13.56407
2021-01-28,9.82226
2021-01-29,6.54817
2021-01-30,6.17399
2021-01-31,7.0159
2021-02-01,7.0159
2021-02-02,8.23199
2021-02-03,7.67072
2021-02-04,7.29653
2021-02-05,7.57717
2021-02-06,5.51917
2021-02-07,5.70626
2021-02-08,6.08044
2021-02-09,7.48362
2021-02-10,6.82881
2021-02-11,4.9579
2021-02-12,5.05144
2021-02-13,5.89335
2021-02-14,6.45463
2021-02-15,6.64172
2021-02-16,7.67072
2021-02-17,5.42563
2021-02-18,5.42563
2021-02-19,5.05144
2021-02-20,3.18054
2021-02-21,4.20954
2021-02-22,4.58372
2021-02-23,6.45463
2021-02-24,7.0159
2021-02-25,8.0449
2021-02-26,6.36108
2021-02-27,2.71281
2021-02-28,4.30308
2021-03-01,5.51917
2021-03-02,4.30308
2021-03-03,4.11599
2021-03-04,5.14499
2021-03-05,4.77081
2021-03-06,3.55472
2021-03-07,5.33208
2021-03-08,4.58372
2021-03-09,7.57717
2021-03-10,5.14499
2021-03-11,4.39663
2021-03-12,4.39663
2021-03-13,3.74181
2021-03-14,5.14499
2021-03-15,4.39663
2021-03-16,5.33208
2021-03-17,5.05144
2021-03-18,7.29653
2021-03-19,4.11599
2021-03-20,3.46117
2021-03-21,2.99345
2021-03-22,5.9869
2021-03-23,4.49017
2021-03-24,4.86435
2021-03-25,3.36763
2021-03-26,3.27408
2021-03-27,3.74181
2021-03-28,2.71281
2021-03-29,3.46117
2021-03-30,4.77081
2021-03-31,3.55472
2021-04-01,3.27408
2021-04-02,3.18054
2021-04-03,1.77736
2021-04-04,4.30308
2021-04-05,4.49017
2021-04-06,5.33208
2021-04-07,2.33863
2021-04-08,2.71281
2021-04-09,3.64826
2021-04-10,3.55472
2021-04-11,2.15154
2021-04-12,5.70626
2021-04-13,8.98035
2021-04-14,18.05425
2021-04-15,23.29279
2021-04-16,12.34798
2021-04-17,3.36763
2021-04-18,4.58372
2021-04-19,5.61272
2021-04-20,10.19644
2021-04-21,8.32553
2021-04-22,15.62207
2021-04-23,6.54817
2021-04-24,3.18054
2021-04-25,6.82881
2021-04-26,8.23199
2021-04-27,6.64172
2021-04-28,4.20954
2021-04-29,5.05144
2021-04-30,1.77736
2021-05-01,2.61927
2021-05-02,1.12254
2021-05-03,5.61272
2021-05-04,33.76987
2021-05-05,6.82881
2021-05-06,5.42563
2021-05-07,8.51262
2021-05-08,2.80636
2021-05-09,2.05799
2021-05-10,6.73526
2021-05-11,3.08699
2021-05-12,3.9289
2021-05-13,2.71281
2021-05-14,4.02245
2021-05-15,4.77081
2021-05-16,5.9869
2021-05-17,4.11599
2021-05-18,3.83536
2021-05-19,4.39663
2021-05-20,4.9579
2021-05-21,3.83536
2021-05-22,4.86435
2021-05-23,8.51262
2021-05-24,4.9579
2021-05-25,4.77081
2021-05-26,3.27408
2021-05-27,3.55472
2021-05-28,2.43217
2021-05-29,2.05799
2021-05-30,2.80636
2021-05-31,4.20954
2021-06-01,2.8999
2021-06-02,2.52572
2021-06-03,2.99345
2021-06-04,3.36763
2021-06-05,1.49672
2021-06-06,1.77736
2021-06-07,2.80636
2021-06-08,25.25724
2021-06-09,10.10289
2021-06-10,6.92235
2021-06-11,5.61272
2021-06-12,2.71281
2021-06-13,2.43217
2021-06-14,5.33208
2021-06-15,5.9869
2021-06-16,6.45463
2021-06-17,5.51917
2021-06-18,5.33208
2021-06-19,1.77736
2021-06-20,2.33863
2021-06-21,3.9289
2021-06-22,6.17399
2021-06-23,7.76426
2021-06-24,16.18334
2021-06-25,15.90271
2021-06-26,9.82226
2021-06-27,47.70813
2021-06-28,51.44995
2021-06-29,34.79887
2021-06-30,30.30869
2021-07-01,47.70813
2021-07-02,62.02057
2021-07-03,41.81478
2021-07-04,44.80823
2021-07-05,51.63704
2021-07-06,33.58278
2021-07-07,19.08325
2021-07-08,13.0028
2021-07-09,9.54162
2021-07-10,4.30308
2021-07-11,5.33208
2021-07-12,8.0449
2021-07-13,7.76426
2021-07-14,7.10944
2021-07-15,5.79981
2021-07-16,5.9869
2021-07-17,8.79326
2021-07-18,32.46024
2021-07-19,24.32179
2021-07-20,11.31898
2021-07-21,12.25444
2021-07-22,8.0449
2021-07-23,6.45463
2021-07-24,4.20954
2021-07-25,3.46117
2021-07-26,5.61272
2021-07-27,6.45463
2021-07-28,5.14499
2021-07-29,6.45463
2021-07-30,4.39663
2021-07-31,3.36763
2021-08-01,3.08699
2021-08-02,8.79326
2021-08-03,9.9158
2021-08-04,12.44153
2021-08-05,25.63143
2021-08-06,20.29934
2021-08-07,6.54817
2021-08-08,6.36108
2021-08-09,6.73526
2021-08-10,18.42843
2021-08-11,22.91861
2021-08-12,18.52198
2021-08-13,9.26099
2021-08-14,9.35453
2021-08-15,7.10944
2021-08-16,10.47708
2021-08-17,13.09635
2021-08-18,10.28999
2021-08-19,6.82881
2021-08-20,8.0449
2021-08-21,5.14499
2021-08-22,4.39663
2021-08-23,6.73526
2021-08-24,9.63517
2021-08-25,12.34798
2021-08-26,6.92235
2021-08-27,4.86435
2021-08-28,5.14499
2021-08-29,4.86435
2021-08-30,7.57717
2021-08-31,8.98035
2021-09-01,7.76426
2021-09-02,7.0159
2021-09-03,7.10944
2021-09-04,6.08044
2021-09-05,5.42563
2021-09-06,4.77081
2021-09-07,6.82881
2021-09-08,4.11599
2021-09-09,3.64826
2021-09-10,5.51917
2021-09-11,2.99345
2021-09-12,2.33863
2021-09-13,4.77081
2021-09-14,4.9579
2021-09-15,4.86435
2021-09-16,2.99345
2021-09-17,3.74181
2021-09-18,3.18054
2021-09-19,3.36763
2021-09-20,1.68381
2021-09-21,2.80636
2021-09-22,4.49017
2021-09-23,6.08044
2021-09-24,7.10944
2021-09-25,4.39663
2021-09-26,6.17399
2021-09-27,6.26753
2021-09-28,4.49017
2021-09-29,5.42563
2021-09-30,3.08699
2021-10-01,3.74181
2021-10-02,3.55472
2021-10-03,5.23854
2021-10-04,5.51917
2021-10-05,6.92235
2021-10-06,6.82881
2021-10-07,5.70626
2021-10-08,4.20954
2021-10-09,2.24508
2021-10-10,2.24508
2021-10-11,4.39663
2021-10-12,5.23854
2021-10-13,5.05144
2021-10-14,4.86435
2021-10-15,3.9289
2021-10-16,3.55472
2021-10-17,2.05799
2021-10-18,4.11599
2021-10-19,5.14499
2021-10-20,7.20299
2021-10-21,4.49017
2021-10-22,3.83536
2021-10-23,3.18054
2021-10-24,8.32553
2021-10-25,7.95135
2021-10-26,8.23199
2021-10-27,7.48362
2021-10-28,4.86435
2021-10-29,8.32553
2021-10-30,3.55472
2021-10-31,4.02245
2021-11-01,6.17399
2021-11-02,11.88026
2021-11-03,10.9448
2021-11-04,10.19644
2021-11-05,5.79981
2021-11-06,3.9289
2021-11-07,4.20954
2021-11-08,10.28999
2021-11-09,11.13189
2021-11-10,7.20299
2021-11-11,5.14499
2021-11-12,6.36108
2021-11-13,4.02245
2021-11-14,11.50608
2021-11-15,10.75771
2021-11-16,13.09635
2021-11-17,10.9448
2021-11-18,5.70626
2021-11-19,7.48362
2021-11-20,5.14499
2021-11-21,6.17399
2021-11-22,9.0739
2021-11-23,9.63517
2021-11-24,8.79326
2021-11-25,8.51262
2021-11-26,11.78671
2021-11-27,9.35453
2021-11-28,8.0449
2021-11-29,9.72871
2021-11-30,5.51917
2021-12-01,4.9579
2021-12-02,5.23854
2021-12-03,7.0159
2021-12-04,2.8999
2021-12-05,2.61927
2021-12-06,4.9579
2021-12-07,8.32553
2021-12-08,6.08044
2021-12-09,13.47053
2021-12-10,9.35453
2021-12-11,4.20954
2021-12-12,27.40879
2021-12-13,25.35079
2021-12-14,15.15434
2021-12-15,13.56407
2021-12-16,6.54817
2021-12-17,5.70626
2021-12-18,3.36763
2021-12-19,7.29653
2021-12-20,4.86435
2021-12-21,6.54817
2021-12-22,5.14499
2021-12-23,5.33208
2021-12-24,3.08699
2021-12-25,4.39663
2021-12-26,6.08044
2021-12-27,5.33208
2021-12-28,9.16744
2021-12-29,6.45463
2021-12-30,5.79981
2021-12-31,3.64826
2022-01-01,2.80636
2022-01-02,3.55472
2022-01-03,7.48362
2022-01-04,3.55472
2022-01-05,5.23854
2022-01-06,3.36763
2022-01-07,2.71281
2022-01-08,3.36763
2022-01-09,2.33863
2022-01-10,2.24508
2022-01-11,2.71281
2022-01-12,2.99345
2022-01-13,3.55472
2022-01-14,3.64826
2022-01-15,2.61927
2022-01-16,3.36763
2022-01-17,4.49017
2022-01-18,4.30308
2022-01-19,4.9579
2022-01-20,3.46117
2022-01-21,4.49017
2022-01-22,2.33863
2022-01-23,1.96445
2022-01-24,2.80636
2022-01-25,3.27408
2022-01-26,1.59027
2022-01-27,2.61927
2022-01-28,4.02245
2022-01-29,2.52572
2022-01-30,2.80636
2022-01-31,3.27408
2022-02-01,1.77736
2022-02-02,3.18054
2022-02-03,3.46117
2022-02-04,2.8999
2022-02-05,1.30963
2022-02-06,1.8709
2022-02-07,1.40318
2022-02-08,3.46117
2022-02-09,3.27408
2022-02-10,1.96445
2022-02-11,1.8709
2022-02-12,0.46772
2022-02-13,2.52572
2022-02-14,2.61927
2022-02-15,1.8709
2022-02-16,2.71281
2022-02-17,2.99345
2022-02-18,1.21608
2022-02-19,2.80636
2022-02-20,8.0449
2022-02-21,3.9289
2022-02-22,2.24508
2022-02-23,2.24508
2022-02-24,2.71281
2022-02-25,2.8999
2022-02-26,1.96445
2022-02-27,1.77736
2022-02-28,2.33863
2022-03-01,2.05799
2022-03-02,2.15154
2022-03-03,2.05799
2022-03-04,0.93545
2022-03-05,3.9289
2022-03-06,4.49017
2022-03-07,2.71281
2022-03-08,3.64826
2022-03-09,2.80636
2022-03-10,1.68381
2022-03-11,2.61927
2022-03-12,2.15154
2022-03-13,4.02245
2022-03-14,3.55472
2022-03-15,2.43217
2022-03-16,3.9289
2022-03-17,3.83536
2022-03-18,3.46117
2022-03-19,3.08699
2022-03-20,3.27408
2022-03-21,3.27408
2022-03-22,3.36763
2022-03-23,2.8999
2022-03-24,1.77736
2022-03-25,2.52572
2022-03-26,2.8999
2022-03-27,1.40318
2022-03-28,1.68381
2022-03-29,1.59027
2022-03-30,4.30308
2022-03-31,4.49017
2022-04-01,1.8709
2022-04-02,2.05799
2022-04-03,1.30963
2022-04-04,2.8999
2022-04-05,3.64826
2022-04-06,2.52572
2022-04-07,2.15154
2022-04-08,4.86435
2022-04-09,1.02899
2022-04-10,1.30963
2022-04-11,2.24508
2022-04-12,2.24508
2022-04-13,2.52572
2022-04-14,2.43217
2022-04-15,2.05799
2022-04-16,0.74836
2022-04-17,0.93545
2022-04-18,1.59027
2022-04-19,1.30963
2022-04-20,1.77736
2022-04-21,1.12254
2022-04-22,1.30963
2022-04-23,1.21608
2022-04-24,1.77736
2022-04-25,2.05799
2022-04-26,1.12254
2022-04-27,2.99345
2022-04-28,1.30963
2022-04-29,1.96445
2022-04-30,2.71281
2022-05-01,1.8709
2022-05-02,6.26753
2022-05-03,5.42563
2022-05-04,4.20954
2022-05-05,2.33863
2022-05-06,1.40318
2022-05-07,0.8419
2022-05-08,1.8709
2022-05-09,4.02245
2022-05-10,4.11599
2022-05-11,4.77081
2022-05-12,3.83536
2022-05-13,2.8999
2022-05-14,4.49017
2022-05-15,2.24508
2022-05-16,4.30308
2022-05-17,3.18054
2022-05-18,3.08699
2022-05-19,1.96445
2022-05-20,2.99345
2022-05-21,3.27408
2022-05-22,2.52572
2022-05-23,5.33208
2022-05-24,8.79326
2022-05-25,13.37698
2022-05-26,7.29653
2022-05-27,4.39663
2022-05-28,5.61272
2022-05-29,4.58372
2022-05-30,4.9579
2022-05-31,3.36763
2022-06-01,1.59027
2022-06-02,1.30963
2022-06-03,2.8999
2022-06-04,1.12254
2022-06-05,2.61927
2022-06-06,2.43217
2022-06-07,2.71281
2022-06-08,1.77736
2022-06-09,3.74181
2022-06-10,2.05799
2022-06-11,1.49672
2022-06-12,1.59027
2022-06-13,1.8709
2022-06-14,2.24508
2022-06-15,2.15154
2022-06-16,1.68381
2022-06-17,2.05799
2022-06-18,0.8419
2022-06-19,5.05144
2022-06-20,2.99345
2022-06-21,2.15154
2022-06-22,3.36763
2022-06-23,2.43217
2022-06-24,4.9579
2022-06-25,3.74181
2022-06-26,2.52572
2022-06-27,3.74181
2022-06-28,8.41908
2022-06-29,6.73526
2022-06-30,4.02245
2022-07-01,2.43217
2022-07-02,1.12254
2022-07-03,0.65481
2022-07-04,2.43217
2022-07-05,4.67726
2022-07-06,3.55472
2022-07-07,5.70626
2022-07-08,4.77081
2022-07-09,2.24508
2022-07-10,24.60243
2022-07-11,18.52198
2022-07-12,17.77362
2022-07-13,13.93826
2022-07-14,10.19644
2022-07-15,8.88681
2022-07-16,8.60617
2022-07-17,6.54817
2022-07-18,10.19644
2022-07-19,8.13844
2022-07-20,6.64172
2022-07-21,6.92235
2022-07-22,5.79981
2022-07-23,4.02245
2022-07-24,4.77081
2022-07-25,5.51917
2022-07-26,4.77081
2022-07-27,6.92235
2022-07-28,4.86435
2022-07-29,4.39663
2022-07-30,5.33208
2022-07-31,3.74181
2022-08-01,3.83536
2022-08-02,4.02245
2022-08-03,2.99345
2022-08-04,5.89335
2022-08-05,8.79326
2022-08-06,5.05144
2022-08-07,3.46117
2022-08-08,7.48362
2022-08-09,6.26753
2022-08-10,6.45463
2022-08-11,5.14499
2022-08-12,2.52572
2022-08-13,1.21608
2022-08-14,2.43217
2022-08-15,3.46117
2022-08-16,4.49017
2022-08-17,5.23854
2022-08-18,4.02245
2022-08-19,2.8999
2022-08-20,0.8419
2022-08-21,2.80636
2022-08-22,2.15154
2022-08-23,4.02245
2022-08-24,4.86435
2022-08-25,3.74181
2022-08-26,2.33863
2022-08-27,2.33863
2022-08-28,3.83536
2022-08-29,3.64826
2022-08-30,6.08044
2022-08-31,3.9289
2022-09-01,2.8999
2022-09-02,2.8999
2022-09-03,1.8709
2022-09-04,2.8999
2022-09-05,2.71281
2022-09-06,2.61927
2022-09-07,2.05799
2022-09-08,3.46117
2022-09-09,3.9289
2022-09-10,4.9579
2022-09-11,4.02245
2022-09-12,6.73526
2022-09-13,8.88681
2022-09-14,8.69971
2022-09-15,5.89335
2022-09-16,3.83536
2022-09-17,2.15154
2022-09-18,3.83536
2022-09-19,3.83536
2022-09-20,2.15154
2022-09-21,2.61927
2022-09-22,1.21608
2022-09-23,1.96445
2022-09-24,0.74836
2022-09-25,2.43217
2022-09-26,1.8709
2022-09-27,2.15154
2022-09-28,2.8999
2022-09-29,3.55472
2022-09-30,1.77736
2022-10-01,0.74836
2022-10-02,1.68381
2022-10-03,2.05799
2022-10-04,2.05799
2022-10-05,0.65481
2022-10-06,1.59027
2022-10-07,1.68381
2022-10-08,0.8419
2022-10-09,0.8419
2022-10-10,1.49672
2022-10-11,1.8709
2022-10-12,1.40318
2022-10-13,1.49672
2022-10-14,1.49672
2022-10-15,1.21608
2022-10-16,1.02899
2022-10-17,1.49672
2022-10-18,0.8419
2022-10-19,1.96445
2022-10-20,1.30963
2022-10-21,1.12254
2022-10-22,1.77736
2022-10-23,1.68381
2022-10-24,2.61927
2022-10-25,3.55472
2022-10-26,1.49672
2022-10-27,2.8999
2022-10-28,2.61927
2022-10-29,1.21608
2022-10-30,1.49672
2022-10-31,1.96445
2022-11-01,12.25444
2022-11-02,17.30589
2022-11-03,25.1637
2022-11-04,14.21889
2022-11-05,11.69317
2022-11-06,15.34144
2022-11-07,10.28999
2022-11-08,18.1478
2022-11-09,15.52853
2022-11-10,10.28999
2022-11-11,10.10289
2022-11-12,4.86435
2022-11-13,5.42563
2022-11-14,4.86435
2022-11-15,4.77081
2022-11-16,4.30308
2022-11-17,4.39663
2022-11-18,3.08699
2022-11-19,2.80636
2022-11-20,3.55472
2022-11-21,3.64826
2022-11-22,3.27408
2022-11-23,2.61927
2022-11-24,1.59027
2022-11-25,2.61927
2022-11-26,1.30963
2022-11-27,1.49672
2022-11-28,2.52572
2022-11-29,1.49672
2022-11-30,2.80636
2022-12-01,1.59027
2022-12-02,1.02899
2022-12-03,1.12254
2022-12-04,1.77736
2022-12-05,5.23854
2022-12-06,3.08699
2022-12-07,2.8999
2022-12-08,1.02899
2022-12-09,0.93545
2022-12-10,0.65481
2022-12-11,3.46117
2022-12-12,2.99345
2022-12-13,2.71281
2022-12-14,2.33863
2022-12-15,1.68381
2022-12-16,1.49672
2022-12-17,1.02899
2022-12-18,2.24508
2022-12-19,1.02899
2022-12-20,0.74836
2022-12-21,1.77736
2022-12-22,1.12254
2022-12-23,2.52572
2022-12-24,2.05799
2022-12-25,2.33863
2022-12-26,2.80636
2022-12-27,1.8709
2022-12-28,1.40318
2022-12-29,1.40318
2022-12-30,1.68381
2022-12-31,3.55472
2023-01-01,4.67726
2023-01-02,5.05144
2023-01-03,2.80636
2023-01-04,2.52572
2023-01-05,1.8709
2023-01-06,1.21608
2023-01-07,1.12254
2023-01-08,1.02899
2023-01-09,0.93545
2023-01-10,1.59027
2023-01-11,2.15154
2023-01-12,2.52572
2023-01-13,2.33863
2023-01-14,1.02899
2023-01-15,1.12254
2023-01-16,2.80636
2023-01-17,1.59027
2023-01-18,1.59027
2023-01-19,0.65481
2023-01-20,1.21608
2023-01-21,1.21608
2023-01-22,0.46772
2023-01-23,0.74836
2023-01-24,2.71281
2023-01-25,1.30963
2023-01-26,3.08699
2023-01-27,1.40318
2023-01-28,2.05799
2023-01-29,1.77736
2023-01-30,2.24508
2023-01-31,1.49672
2023-02-01,3.18054
2023-02-02,2.05799
2023-02-03,1.96445
2023-02-04,1.8709
2023-02-05,1.68381
2023-02-06,2.24508
2023-02-07,2.71281
2023-02-08,2.15154
2023-02-09,5.14499
2023-02-10,2.33863
2023-02-11,1.96445
2023-02-12,4.20954
2023-02-13,2.15154
2023-02-14,4.02245
2023-02-15,4.39663
2023-02-16,4.02245
2023-02-17,3.64826
2023-02-18,6.08044
2023-02-19,5.23854
2023-02-20,9.54162
2023-02-21,4.58372
2023-02-22,4.86435
2023-02-23,3.27408
2023-02-24,5.05144
2023-02-25,1.96445
2023-02-26,3.27408
2023-02-27,3.36763
2023-02-28,4.9579
2023-03-01,3.64826
2023-03-02,4.11599
2023-03-03,3.74181
2023-03-04,3.27408
2023-03-05,3.27408
2023-03-06,4.20954
2023-03-07,7.20299
2023-03-08,4.58372
2023-03-09,4.58372
2023-03-10,2.8999
2023-03-11,2.15154
2023-03-12,1.8709
2023-03-13,2.71281
2023-03-14,3.27408
2023-03-15,3.18054
2023-03-16,2.43217
2023-03-17,6.82881
2023-03-18,2.8999
2023-03-19,4.02245
2023-03-20,8.13844
2023-03-21,4.39663
2023-03-22,3.27408
2023-03-23,4.30308
2023-03-24,4.11599
2023-03-25,2.99345
2023-03-26,3.08699
2023-03-27,4.9579
2023-03-28,5.79981
2023-03-29,4.02245
2023-03-30,4.77081
2023-03-31,5.33208
2023-04-01,3.64826
2023-04-02,3.9289
2023-04-03,5.51917
2023-04-04,11.31898
2023-04-05,22.26379
2023-04-06,17.49298
2023-04-07,13.18989
2023-04-08,6.08044
2023-04-09,13.09635
2023-04-10,15.90271
2023-04-11,14.68662
2023-04-12,24.1347
2023-04-13,26.56688
2023-04-14,34.05051
2023-04-15,10.75771
2023-04-16,8.32553
2023-04-17,15.15434
2023-04-18,7.95135
2023-04-19,8.88681
2023-04-20,5.89335
2023-04-21,6.08044
2023-04-22,2.24508
2023-04-23,5.42563
2023-04-24,7.48362
2023-04-25,5.33208
2023-04-26,4.39663
2023-04-27,3.9289
2023-04-28,3.27408
2023-04-29,3.27408
2023-04-30,1.96445
2023-05-01,1.8709
2023-05-02,3.08699
2023-05-03,2.71281
2023-05-04,7.67072
2023-05-05,3.9289
2023-05-06,3.18054
2023-05-07,6.45463
2023-05-08,8.79326
2023-05-09,5.33208
2023-05-10,4.30308
2023-05-11,3.9289
2023-05-12,3.08699
2023-05-13,1.40318
2023-05-14,2.52572
2023-05-15,2.33863
2023-05-16,2.05799
2023-05-17,4.20954
2023-05-18,3.08699
2023-05-19,3.18054
2023-05-20,2.43217
2023-05-21,4.86435
2023-05-22,4.49017
2023-05-23,4.86435
2023-05-24,5.9869
2023-05-25,5.61272
2023-05-26,7.0159
2023-05-27,4.30308
2023-05-28,3.36763
