date,신용카드캐시백이벤트
2022-07-02,2.29885
2022-07-03,2.01149
2022-07-04,4.5977
2022-07-05,2.01149
2022-07-06,2.87356
2022-07-08,1.43678
2022-07-10,2.29885
2022-07-11,4.5977
2022-07-12,2.01149
2022-07-13,4.88505
2022-07-14,2.5862
2022-07-15,1.72413
2022-07-17,1.43678
2022-07-20,2.87356
2022-07-22,2.01149
2022-07-23,1.43678
2022-07-24,2.87356
2022-07-25,6.03448
2022-07-26,2.29885
2022-07-27,1.43678
2022-07-28,2.5862
2022-07-29,3.16091
2022-07-30,1.43678
2022-07-31,2.87356
2022-08-01,6.03448
2022-08-02,5.45977
2022-08-03,3.16091
2022-08-04,2.29885
2022-08-05,1.43678
2022-08-06,1.43678
2022-08-07,2.01149
2022-08-08,3.16091
2022-08-10,2.5862
2022-08-11,1.43678
2022-08-12,2.01149
2022-08-13,1.43678
2022-08-14,2.87356
2022-08-16,3.73563
2022-08-17,3.44827
2022-08-18,2.5862
2022-08-19,1.72413
2022-08-20,1.72413
2022-08-21,4.88505
2022-08-22,5.74712
2022-08-23,3.73563
2022-08-24,2.5862
2022-08-25,1.43678
2022-08-26,1.43678
2022-08-27,1.43678
2022-08-28,3.73563
2022-08-29,1.43678
2022-08-30,4.02298
2022-08-31,4.31034
2022-09-01,7.75862
2022-09-02,5.45977
2022-09-03,2.5862
2022-09-05,2.29885
2022-09-07,1.72413
2022-09-08,2.01149
2022-09-09,1.72413
2022-09-12,3.16091
2022-09-13,1.72413
2022-09-14,5.45977
2022-09-15,3.16091
2022-09-17,1.72413
2022-09-19,4.88505
2022-09-20,3.73563
2022-09-21,14.36781
2022-09-22,16.66666
2022-09-23,4.5977
2022-09-25,1.43678
2022-09-26,3.16091
2022-09-27,7.47126
2022-09-28,1.72413
2022-09-29,4.31034
2022-09-30,7.75862
2022-10-01,12.93103
2022-10-02,14.36781
2022-10-03,16.37931
2022-10-04,23.85057
2022-10-05,18.67816
2022-10-06,17.81609
2022-10-07,11.49425
2022-10-08,5.45977
2022-10-09,11.49425
2022-10-10,14.36781
2022-10-11,17.52873
2022-10-12,18.67816
2022-10-13,15.51724
2022-10-14,10.63218
2022-10-15,9.77011
2022-10-16,10.34482
2022-10-17,13.50574
2022-10-18,19.25287
2022-10-19,18.96551
2022-10-20,19.25287
2022-10-21,21.55172
2022-10-22,13.7931
2022-10-23,14.36781
2022-10-24,21.83908
2022-10-25,18.3908
2022-10-26,17.81609
2022-10-27,16.09195
2022-10-28,19.25287
2022-10-29,7.75862
2022-10-30,9.1954
2022-10-31,18.67816
2022-11-01,36.7816
2022-11-02,31.03448
2022-11-03,24.71264
2022-11-04,21.26436
2022-11-05,12.06896
2022-11-06,13.21839
2022-11-07,22.70114
2022-11-08,18.10344
2022-11-09,15.22988
2022-11-10,17.52873
2022-11-11,13.21839
2022-11-12,10.91954
2022-11-13,12.06896
2022-11-14,16.66666
2022-11-15,22.9885
2022-11-16,20.40229
2022-11-17,18.67816
2022-11-18,20.40229
2022-11-19,10.91954
2022-11-20,14.94252
2022-11-21,20.68965
2022-11-22,20.40229
2022-11-23,22.70114
2022-11-24,14.65517
2022-11-25,15.22988
2022-11-26,14.65517
2022-11-27,14.36781
2022-11-28,18.67816
2022-11-29,19.82758
2022-11-30,20.11494
2022-12-01,55.45977
2022-12-02,23.56321
2022-12-03,16.37931
2022-12-04,12.93103
2022-12-05,24.42528
2022-12-06,20.40229
2022-12-07,28.44827
2022-12-08,21.26436
2022-12-09,20.97701
2022-12-10,15.51724
2022-12-11,14.94252
2022-12-12,22.9885
2022-12-13,21.83908
2022-12-14,24.42528
2022-12-15,21.55172
2022-12-16,14.36781
2022-12-17,12.35632
2022-12-18,17.81609
2022-12-19,18.67816
2022-12-20,20.97701
2022-12-21,21.26436
2022-12-22,19.82758
2022-12-23,13.21839
2022-12-24,8.04597
2022-12-25,15.22988
2022-12-26,21.55172
2022-12-27,21.55172
2022-12-28,20.68965
2022-12-29,18.67816
2022-12-30,21.26436
2022-12-31,12.64367
2023-01-01,33.04597
2023-01-02,43.67816
2023-01-03,33.33333
2023-01-04,34.77011
2023-01-05,31.60919
2023-01-06,25.0
2023-01-07,13.7931
2023-01-08,25.0
2023-01-09,28.73563
2023-01-10,31.03448
2023-01-11,39.36781
2023-01-12,31.60919
2023-01-13,18.3908
2023-01-14,17.81609
2023-01-15,18.67816
2023-01-16,21.83908
2023-01-17,17.24137
2023-01-18,22.12643
2023-01-19,16.37931
2023-01-20,18.3908
2023-01-21,10.63218
2023-01-22,7.47126
2023-01-23,12.64367
2023-01-24,15.51724
2023-01-25,23.85057
2023-01-26,22.12643
2023-01-27,21.83908
2023-01-28,12.93103
2023-01-29,16.09195
2023-01-30,23.85057
2023-01-31,27.5862
2023-02-01,52.87356
2023-02-02,41.37931
2023-02-03,27.29885
2023-02-04,20.68965
2023-02-05,25.0
2023-02-06,28.44827
2023-02-07,28.44827
2023-02-08,28.44827
2023-02-09,17.24137
2023-02-10,24.13793
2023-02-11,13.7931
2023-02-12,18.3908
2023-02-13,23.27586
2023-02-14,18.3908
2023-02-15,20.68965
2023-02-16,16.95402
2023-02-17,14.36781
2023-02-18,12.06896
2023-02-19,16.37931
2023-02-20,16.66666
2023-02-21,19.25287
2023-02-22,17.24137
2023-02-23,16.09195
2023-02-24,18.3908
2023-02-25,13.50574
2023-02-26,18.10344
2023-02-27,15.80459
2023-02-28,24.42528
2023-03-01,33.62068
2023-03-02,30.17241
2023-03-03,30.74712
2023-03-04,14.08045
2023-03-05,16.66666
2023-03-06,17.24137
2023-03-07,17.52873
2023-03-08,17.52873
2023-03-09,22.70114
2023-03-10,8.90804
2023-03-11,8.62068
2023-03-12,10.91954
2023-03-13,15.51724
2023-03-14,13.21839
2023-03-15,13.50574
2023-03-16,12.93103
2023-03-17,7.75862
2023-03-18,3.16091
2023-03-19,9.1954
2023-03-20,20.11494
2023-03-21,24.13793
2023-03-22,14.65517
2023-03-23,12.93103
2023-03-24,10.34482
2023-03-25,8.62068
2023-03-26,9.48275
2023-03-27,11.7816
2023-03-28,9.77011
2023-03-29,13.7931
2023-03-30,10.05747
2023-03-31,14.65517
2023-04-01,15.51724
2023-04-02,10.91954
2023-04-03,22.12643
2023-04-04,21.83908
2023-04-05,13.7931
2023-04-06,14.08045
2023-04-07,10.63218
2023-04-08,7.75862
2023-04-09,7.1839
2023-04-10,12.06896
2023-04-11,13.21839
2023-04-12,14.08045
2023-04-13,10.91954
2023-04-14,7.47126
2023-04-15,7.75862
2023-04-16,7.47126
2023-04-17,11.49425
2023-04-18,10.63218
2023-04-19,10.91954
2023-04-20,10.63218
2023-04-21,11.49425
2023-04-22,4.02298
2023-04-23,8.62068
2023-04-24,11.49425
2023-04-25,7.47126
2023-04-26,10.63218
2023-04-27,12.64367
2023-04-28,19.54022
2023-04-29,8.62068
2023-04-30,10.91954
2023-05-01,19.25287
2023-05-02,26.43678
2023-05-03,17.81609
2023-05-04,12.35632
2023-05-05,7.75862
2023-05-06,10.34482
2023-05-07,12.64367
2023-05-08,16.66666
2023-05-09,14.65517
2023-05-10,12.93103
2023-05-11,13.7931
2023-05-12,10.63218
2023-05-13,11.20689
2023-05-14,10.05747
2023-05-15,15.80459
2023-05-16,10.63218
2023-05-17,9.1954
2023-05-18,10.63218
2023-05-19,8.90804
2023-05-20,7.47126
2023-05-21,9.77011
2023-05-22,14.08045
2023-05-23,14.94252
2023-05-24,13.7931
2023-05-25,11.49425
2023-05-26,11.49425
2023-05-27,8.90804
2023-05-28,6.60919
2023-05-29,5.45977
2023-05-30,11.49425
2023-05-31,18.96551
2023-06-01,30.17241
2023-06-02,19.25287
2023-06-03,13.7931
2023-06-04,12.64367
2023-06-05,15.80459
2023-06-06,9.48275
2023-06-07,18.96551
2023-06-08,12.93103
2023-06-09,9.48275
2023-06-10,10.91954
2023-06-11,8.04597
2023-06-12,18.3908
2023-06-13,15.22988
2023-06-14,18.67816
2023-06-15,16.37931
2023-06-16,13.7931
2023-06-17,10.34482
2023-06-18,8.33333
2023-06-19,11.20689
2023-06-20,13.21839
2023-06-21,10.91954
2023-06-22,12.93103
2023-06-23,7.75862
2023-06-24,6.60919
2023-06-25,9.1954
2023-06-26,14.65517
2023-06-27,19.54022
2023-06-28,10.34482
2023-06-29,15.51724
2023-06-30,16.66666
2023-07-01,22.41379
2023-07-02,18.3908
2023-07-03,23.85057
2023-07-04,16.95402
2023-07-05,20.40229
2023-07-06,15.51724
2023-07-07,11.49425
2023-07-08,5.17241
2023-07-09,9.77011
2023-07-10,19.82758
2023-07-11,13.21839
2023-07-12,20.68965
2023-07-13,11.7816
2023-07-14,10.63218
2023-07-15,11.49425
2023-07-16,10.05747
2023-07-17,12.64367
2023-07-18,14.65517
2023-07-19,13.50574
2023-07-20,13.21839
2023-07-21,12.35632
2023-07-22,6.89655
2023-07-23,9.1954
2023-07-24,14.65517
2023-07-25,10.34482
2023-07-26,10.34482
2023-07-27,13.50574
2023-07-28,12.64367
2023-07-29,7.47126
2023-07-30,7.75862
2023-07-31,14.94252
2023-08-01,41.09195
2023-08-02,18.67816
2023-08-03,14.08045
2023-08-04,8.62068
2023-08-05,4.88505
2023-08-06,6.60919
2023-08-07,9.48275
2023-08-08,11.20689
2023-08-09,12.93103
2023-08-10,12.93103
2023-08-11,11.7816
2023-08-12,5.45977
2023-08-13,5.74712
2023-08-14,12.64367
2023-08-15,9.48275
2023-08-16,12.06896
2023-08-17,14.36781
2023-08-18,12.06896
2023-08-19,6.89655
2023-08-20,8.33333
2023-08-21,10.63218
2023-08-22,18.3908
2023-08-23,17.81609
2023-08-24,12.64367
2023-08-25,19.25287
2023-08-26,10.05747
2023-08-27,5.17241
2023-08-28,15.51724
2023-08-29,12.06896
2023-08-30,9.77011
2023-08-31,18.10344
2023-09-01,31.89655
2023-09-02,17.52873
2023-09-03,17.81609
2023-09-04,20.40229
2023-09-05,20.11494
2023-09-06,17.24137
2023-09-07,16.95402
2023-09-08,13.21839
2023-09-09,8.62068
2023-09-10,11.20689
2023-09-11,9.1954
2023-09-12,11.7816
2023-09-13,17.81609
2023-09-14,15.80459
2023-09-15,15.22988
2023-09-16,10.63218
2023-09-17,13.50574
2023-09-18,17.52873
2023-09-19,22.12643
2023-09-20,12.93103
2023-09-21,14.08045
2023-09-22,10.91954
2023-09-23,8.33333
2023-09-24,10.63218
2023-09-25,13.21839
2023-09-26,9.48275
2023-09-27,15.22988
2023-09-28,6.32183
2023-09-29,4.31034
2023-09-30,8.62068
2023-10-01,19.82758
2023-10-02,12.06896
2023-10-03,10.05747
2023-10-04,19.82758
2023-10-05,19.25287
2023-10-06,11.49425
2023-10-07,5.74712
2023-10-08,5.17241
2023-10-09,7.47126
2023-10-10,10.34482
2023-10-11,10.34482
2023-10-12,7.47126
2023-10-13,9.48275
2023-10-14,5.45977
2023-10-15,9.48275
2023-10-16,12.93103
2023-10-17,10.34482
2023-10-18,7.75862
2023-10-19,8.90804
2023-10-20,7.75862
2023-10-21,4.31034
2023-10-22,6.60919
2023-10-23,8.04597
2023-10-24,8.33333
2023-10-25,11.49425
2023-10-26,11.49425
2023-10-27,7.1839
2023-10-28,6.03448
2023-10-29,7.75862
2023-10-30,15.22988
2023-10-31,11.7816
2023-11-01,34.1954
2023-11-02,16.09195
2023-11-03,11.49425
2023-11-04,9.1954
2023-11-05,9.48275
2023-11-06,11.20689
2023-11-07,8.90804
2023-11-08,10.91954
2023-11-09,7.47126
2023-11-10,10.34482
2023-11-11,5.45977
2023-11-12,7.75862
2023-11-13,10.05747
2023-11-14,9.1954
2023-11-15,8.62068
2023-11-16,7.47126
2023-11-17,7.47126
2023-11-18,2.87356
2023-11-19,7.1839
2023-11-20,10.34482
2023-11-21,10.91954
2023-11-22,8.62068
2023-11-23,6.89655
2023-11-24,5.45977
2023-11-25,4.02298
2023-11-26,5.17241
2023-11-27,12.35632
2023-11-28,9.48275
2023-11-29,9.48275
2023-11-30,8.04597
2023-12-01,25.57471
2023-12-02,12.93103
2023-12-03,10.05747
2023-12-04,13.50574
2023-12-05,16.09195
2023-12-06,10.63218
2023-12-07,4.5977
2023-12-08,7.47126
2023-12-09,4.02298
2023-12-10,5.74712
2023-12-11,8.33333
2023-12-12,9.77011
2023-12-13,5.74712
2023-12-14,6.03448
2023-12-15,8.62068
2023-12-16,7.47126
2023-12-17,2.87356
2023-12-18,9.77011
2023-12-19,8.04597
2023-12-20,7.47126
2023-12-21,5.45977
2023-12-22,8.33333
2023-12-23,3.73563
2023-12-24,7.75862
2023-12-25,2.29885
2023-12-26,10.63218
2023-12-27,10.05747
2023-12-28,9.48275
2023-12-29,6.32183
2023-12-30,7.1839
2023-12-31,6.60919
2024-01-01,27.01149
2024-01-02,27.87356
2024-01-03,19.25287
2024-01-04,17.24137
2024-01-05,15.51724
2024-01-06,8.62068
2024-01-07,10.05747
2024-01-08,12.06896
2024-01-09,12.06896
2024-01-10,15.22988
2024-01-11,13.21839
2024-01-12,10.34482
2024-01-13,6.60919
2024-01-14,7.75862
2024-01-15,11.7816
2024-01-16,9.77011
2024-01-17,15.51724
2024-01-18,10.91954
2024-01-19,12.35632
2024-01-20,7.1839
2024-01-21,8.62068
2024-01-22,13.50574
2024-01-23,18.96551
2024-01-24,14.08045
2024-01-25,10.91954
2024-01-26,13.7931
2024-01-27,9.77011
2024-01-28,7.75862
2024-01-29,15.22988
2024-01-30,10.63218
2024-01-31,18.67816
2024-02-01,28.44827
2024-02-02,15.22988
2024-02-03,12.64367
2024-02-04,13.7931
2024-02-05,16.09195
2024-02-06,7.75862
2024-02-07,10.63218
2024-02-08,8.04597
2024-02-09,3.44827
2024-02-10,4.5977
2024-02-11,5.17241
2024-02-12,8.62068
2024-02-13,16.95402
2024-02-14,14.08045
2024-02-15,10.05747
2024-02-16,10.63218
2024-02-17,6.32183
2024-02-18,6.89655
2024-02-19,14.08045
2024-02-20,10.05747
2024-02-21,10.34482
2024-02-22,9.77011
2024-02-23,7.1839
2024-02-24,6.60919
2024-02-25,8.33333
2024-02-26,13.21839
2024-02-27,11.7816
2024-02-28,9.48275
2024-02-29,15.22988
2024-03-01,22.9885
2024-03-02,12.06896
2024-03-03,9.77011
2024-03-04,10.34482
2024-03-05,13.50574
2024-03-06,9.77011
2024-03-07,10.05747
2024-03-08,7.1839
2024-03-09,6.03448
2024-03-10,6.32183
2024-03-11,6.89655
2024-03-12,8.62068
2024-03-13,8.62068
2024-03-14,4.31034
2024-03-15,9.77011
2024-03-16,4.31034
2024-03-17,5.45977
2024-03-18,8.04597
2024-03-19,4.5977
2024-03-20,8.04597
