date,해외선물수수료
2020-12-07,42.4
2020-12-08,47.2
2020-12-09,50.4
2020-12-10,55.2
2020-12-11,45.6
2020-12-12,12.8
2020-12-13,11.2
2020-12-14,44.8
2020-12-15,42.0
2020-12-16,40.4
2020-12-17,36.0
2020-12-18,52.4
2020-12-19,14.8
2020-12-20,16.4
2020-12-21,58.8
2020-12-22,54.8
2020-12-23,50.4
2020-12-24,37.6
2020-12-25,24.0
2020-12-26,15.6
2020-12-27,25.2
2020-12-28,43.2
2020-12-29,49.6
2020-12-30,49.2
2020-12-31,43.2
2021-01-01,22.8
2021-01-02,15.6
2021-01-03,16.8
2021-01-04,62.8
2021-01-05,46.0
2021-01-06,54.0
2021-01-07,48.4
2021-01-08,42.0
2021-01-09,27.6
2021-01-10,19.6
2021-01-11,48.4
2021-01-12,40.79999
2021-01-13,47.6
2021-01-14,53.6
2021-01-15,41.2
2021-01-16,20.0
2021-01-17,16.4
2021-01-18,48.0
2021-01-19,42.8
2021-01-20,46.8
2021-01-21,55.6
2021-01-22,41.2
2021-01-23,18.0
2021-01-24,18.4
2021-01-25,43.6
2021-01-26,30.0
2021-01-27,44.8
2021-01-28,40.0
2021-01-29,37.2
2021-01-30,23.6
2021-01-31,24.0
2021-02-01,46.8
2021-02-02,36.8
2021-02-03,49.2
2021-02-04,45.2
2021-02-05,49.2
2021-02-06,32.0
2021-02-07,30.4
2021-02-08,35.6
2021-02-09,40.79999
2021-02-10,54.0
2021-02-11,33.6
2021-02-12,36.0
2021-02-13,27.2
2021-02-14,30.4
2021-02-15,41.6
2021-02-16,48.8
2021-02-17,55.2
2021-02-18,37.2
2021-02-19,50.0
2021-02-20,30.4
2021-02-21,25.6
2021-02-22,37.6
2021-02-23,30.4
2021-02-24,40.79999
2021-02-25,52.0
2021-02-26,38.8
2021-02-27,25.2
2021-02-28,19.6
2021-03-01,24.0
2021-03-02,38.4
2021-03-03,44.0
2021-03-04,50.8
2021-03-05,44.4
2021-03-06,22.4
2021-03-07,23.6
2021-03-08,29.2
2021-03-09,33.2
2021-03-10,44.0
2021-03-11,28.0
2021-03-12,30.8
2021-03-13,29.6
2021-03-14,24.0
2021-03-15,29.2
2021-03-16,31.6
2021-03-17,19.6
2021-03-18,30.4
2021-03-19,18.4
2021-03-20,22.8
2021-03-21,10.8
2021-03-22,22.8
2021-03-23,44.4
2021-03-24,31.6
2021-03-25,30.8
2021-03-26,30.0
2021-03-27,18.4
2021-03-28,20.39999
2021-03-29,27.6
2021-03-30,30.4
2021-03-31,30.8
2021-04-01,29.2
2021-04-02,29.6
2021-04-03,13.6
2021-04-04,8.8
2021-04-05,20.8
2021-04-06,24.0
2021-04-07,26.4
2021-04-08,21.6
2021-04-09,26.8
2021-04-10,16.0
2021-04-11,14.4
2021-04-12,27.2
2021-04-13,32.0
2021-04-14,26.0
2021-04-15,25.6
2021-04-16,23.6
2021-04-17,13.6
2021-04-18,12.0
2021-04-19,27.2
2021-04-20,18.0
2021-04-21,25.2
2021-04-22,26.4
2021-04-23,27.6
2021-04-24,14.4
2021-04-25,8.8
2021-04-26,24.4
2021-04-27,23.6
2021-04-28,19.6
2021-04-29,19.2
2021-04-30,17.19999
2021-05-01,16.8
2021-05-02,12.4
2021-05-03,20.39999
2021-05-04,26.4
2021-05-05,12.0
2021-05-06,21.6
2021-05-07,25.2
2021-05-08,15.6
2021-05-09,16.0
2021-05-10,32.4
2021-05-11,37.2
2021-05-12,44.0
2021-05-13,30.0
2021-05-14,34.39999
2021-05-15,14.0
2021-05-16,12.0
2021-05-17,22.0
2021-05-18,24.0
2021-05-19,15.2
2021-05-20,32.0
2021-05-21,29.2
2021-05-22,14.8
2021-05-23,9.6
2021-05-24,31.2
2021-05-25,22.8
2021-05-26,25.6
2021-05-27,28.0
2021-05-28,28.0
2021-05-29,16.0
2021-05-30,10.0
2021-05-31,18.4
2021-06-01,34.0
2021-06-02,38.8
2021-06-03,30.0
2021-06-04,28.39999
2021-06-05,14.0
2021-06-06,8.8
2021-06-07,30.8
2021-06-08,30.0
2021-06-09,25.2
2021-06-10,19.6
2021-06-11,18.4
2021-06-12,10.0
2021-06-13,5.6
2021-06-14,17.6
2021-06-15,19.2
2021-06-16,18.0
2021-06-17,18.8
2021-06-18,24.0
2021-06-19,8.0
2021-06-20,11.6
2021-06-21,27.6
2021-06-22,38.4
2021-06-23,33.2
2021-06-24,34.79999
2021-06-25,30.8
2021-06-26,8.8
2021-06-27,12.0
2021-06-28,28.0
2021-06-29,20.0
2021-06-30,27.6
2021-07-01,30.8
2021-07-02,22.4
2021-07-03,8.0
2021-07-04,18.4
2021-07-05,18.8
2021-07-06,32.0
2021-07-07,28.0
2021-07-08,27.6
2021-07-09,31.2
2021-07-10,18.4
2021-07-11,5.2
2021-07-12,34.39999
2021-07-13,30.8
2021-07-14,30.0
2021-07-15,20.8
2021-07-16,30.4
2021-07-17,10.0
2021-07-18,18.8
2021-07-19,34.39999
2021-07-20,30.0
2021-07-21,28.39999
2021-07-22,45.2
2021-07-23,36.4
2021-07-24,20.8
2021-07-25,7.6
2021-07-26,49.6
2021-07-27,28.39999
2021-07-28,37.6
2021-07-29,29.6
2021-07-30,24.8
2021-07-31,12.4
2021-08-01,11.6
2021-08-02,31.6
2021-08-03,21.6
2021-08-04,28.0
2021-08-05,24.0
2021-08-06,26.4
2021-08-07,20.0
2021-08-08,12.4
2021-08-09,32.8
2021-08-10,31.2
2021-08-11,31.2
2021-08-12,34.39999
2021-08-13,34.0
2021-08-14,7.6
2021-08-15,9.6
2021-08-16,12.8
2021-08-17,26.8
2021-08-18,25.6
2021-08-19,25.2
2021-08-20,30.8
2021-08-21,17.6
2021-08-22,15.6
2021-08-23,26.4
2021-08-24,52.0
2021-08-25,38.8
2021-08-26,36.0
2021-08-27,26.8
2021-08-28,22.0
2021-08-29,8.4
2021-08-30,41.2
2021-08-31,40.4
2021-09-01,34.79999
2021-09-02,29.6
2021-09-03,30.4
2021-09-04,14.0
2021-09-05,12.0
2021-09-06,20.8
2021-09-07,22.8
2021-09-08,25.6
2021-09-09,23.2
2021-09-10,23.6
2021-09-11,13.6
2021-09-12,7.2
2021-09-13,16.8
2021-09-14,14.8
2021-09-15,20.8
2021-09-16,21.2
2021-09-17,18.8
2021-09-18,11.2
2021-09-19,5.2
2021-09-20,11.6
2021-09-21,16.0
2021-09-22,16.8
2021-09-23,27.6
2021-09-24,24.4
2021-09-25,14.0
2021-09-26,15.2
2021-09-27,25.6
2021-09-28,26.4
2021-09-29,30.0
2021-09-30,27.6
2021-10-01,21.6
2021-10-02,13.2
2021-10-03,14.4
2021-10-04,23.2
2021-10-05,18.8
2021-10-06,22.8
2021-10-07,23.2
2021-10-08,16.8
2021-10-09,16.8
2021-10-10,8.4
2021-10-11,15.6
2021-10-12,20.8
2021-10-13,23.6
2021-10-14,20.0
2021-10-15,26.8
2021-10-16,14.8
2021-10-17,11.6
2021-10-18,19.2
2021-10-19,18.0
2021-10-20,26.4
2021-10-21,28.39999
2021-10-22,22.4
2021-10-23,14.4
2021-10-24,8.0
2021-10-25,17.19999
2021-10-26,27.2
2021-10-27,32.8
2021-10-28,24.8
2021-10-29,21.6
2021-10-30,8.8
2021-10-31,8.8
2021-11-01,18.8
2021-11-02,18.4
2021-11-03,22.4
2021-11-04,22.4
2021-11-05,20.39999
2021-11-06,10.0
2021-11-07,10.4
2021-11-08,13.2
2021-11-09,16.4
2021-11-10,29.6
2021-11-11,23.6
2021-11-12,18.4
2021-11-13,14.8
2021-11-14,13.2
2021-11-15,20.39999
2021-11-16,23.2
2021-11-17,30.8
2021-11-18,26.8
2021-11-19,26.4
2021-11-20,11.6
2021-11-21,7.6
2021-11-22,22.8
2021-11-23,21.6
2021-11-24,24.4
2021-11-25,18.4
2021-11-26,18.8
2021-11-27,10.8
2021-11-28,5.2
2021-11-29,22.4
2021-11-30,31.6
2021-12-01,28.39999
2021-12-02,36.8
2021-12-03,32.0
2021-12-04,14.4
2021-12-05,13.2
2021-12-06,28.39999
2021-12-07,24.0
2021-12-08,29.2
2021-12-09,25.6
2021-12-10,28.8
2021-12-11,12.0
2021-12-12,12.8
2021-12-13,22.8
2021-12-14,14.8
2021-12-15,17.6
2021-12-16,12.8
2021-12-17,15.2
2021-12-18,12.8
2021-12-19,10.8
2021-12-20,20.0
2021-12-21,32.8
2021-12-22,20.8
2021-12-23,23.2
2021-12-24,16.8
2021-12-25,8.4
2021-12-26,2.0
2021-12-27,17.6
2021-12-28,14.8
2021-12-29,16.8
2021-12-30,14.8
2021-12-31,16.0
2022-01-01,16.8
2022-01-02,12.8
2022-01-03,29.2
2022-01-04,21.6
2022-01-05,30.4
2022-01-06,23.6
2022-01-07,22.4
2022-01-08,10.4
2022-01-09,8.0
2022-01-10,17.19999
2022-01-11,26.4
2022-01-12,34.79999
2022-01-13,26.8
2022-01-14,19.2
2022-01-15,14.8
2022-01-16,11.2
2022-01-17,17.6
2022-01-18,20.0
2022-01-19,15.2
2022-01-20,23.2
2022-01-21,19.6
2022-01-22,14.0
2022-01-23,10.4
2022-01-24,20.39999
2022-01-25,22.0
2022-01-26,28.0
2022-01-27,27.2
2022-01-28,21.6
2022-01-29,20.0
2022-01-30,17.19999
2022-01-31,18.8
2022-02-01,17.19999
2022-02-02,17.19999
2022-02-03,22.8
2022-02-04,22.4
2022-02-05,15.2
2022-02-06,11.2
2022-02-07,24.8
2022-02-08,22.4
2022-02-09,24.0
2022-02-10,24.4
2022-02-11,25.6
2022-02-12,20.0
2022-02-13,12.4
2022-02-14,22.0
2022-02-15,20.39999
2022-02-16,23.6
2022-02-17,19.6
2022-02-18,29.2
2022-02-19,18.4
2022-02-20,11.2
2022-02-21,16.0
2022-02-22,23.2
2022-02-23,36.8
2022-02-24,21.2
2022-02-25,17.19999
2022-02-26,18.4
2022-02-27,12.0
2022-02-28,22.8
2022-03-01,19.6
2022-03-02,29.2
2022-03-03,26.8
2022-03-04,21.2
2022-03-05,20.8
2022-03-06,11.6
2022-03-07,17.6
2022-03-08,27.6
2022-03-09,22.0
2022-03-10,20.8
2022-03-11,29.2
2022-03-12,22.4
2022-03-13,12.4
2022-03-14,22.0
2022-03-15,28.39999
2022-03-16,28.39999
2022-03-17,34.39999
2022-03-18,29.2
2022-03-19,25.6
2022-03-20,15.6
2022-03-21,30.4
2022-03-22,26.8
2022-03-23,30.0
2022-03-24,28.39999
2022-03-25,25.2
2022-03-26,18.0
2022-03-27,11.6
2022-03-28,25.2
2022-03-29,20.0
2022-03-30,23.2
2022-03-31,23.6
2022-04-01,18.4
2022-04-02,11.2
2022-04-03,12.4
2022-04-04,19.6
2022-04-05,14.8
2022-04-06,25.6
2022-04-07,24.0
2022-04-08,17.6
2022-04-09,19.2
2022-04-10,5.6
2022-04-11,18.4
2022-04-12,22.4
2022-04-13,26.8
2022-04-14,22.0
2022-04-15,17.6
2022-04-16,9.2
2022-04-17,2.8
2022-04-18,12.8
2022-04-19,19.6
2022-04-20,26.0
2022-04-21,24.4
2022-04-22,14.4
2022-04-23,6.0
2022-04-24,7.6
2022-04-25,22.4
2022-04-26,22.4
2022-04-27,22.8
2022-04-28,26.4
2022-04-29,22.8
2022-04-30,10.8
2022-05-01,11.6
2022-05-02,32.0
2022-05-03,16.4
2022-05-04,22.8
2022-05-05,17.6
2022-05-06,15.2
2022-05-07,8.8
2022-05-08,8.0
2022-05-09,19.2
2022-05-10,26.4
2022-05-11,26.4
2022-05-12,17.19999
2022-05-13,26.0
2022-05-14,16.8
2022-05-15,11.6
2022-05-16,15.6
2022-05-17,24.8
2022-05-18,28.8
2022-05-19,34.0
2022-05-20,26.4
2022-05-21,14.4
2022-05-22,8.8
2022-05-23,20.0
2022-05-24,30.8
2022-05-25,35.2
2022-05-26,34.0
2022-05-27,36.4
2022-05-28,12.8
2022-05-29,8.8
2022-05-30,32.8
2022-05-31,30.0
2022-06-01,18.4
2022-06-02,34.0
2022-06-03,27.2
2022-06-04,17.6
2022-06-05,10.4
2022-06-06,16.0
2022-06-07,22.4
2022-06-08,42.8
2022-06-09,28.8
2022-06-10,23.2
2022-06-11,12.8
2022-06-12,10.8
2022-06-13,26.0
2022-06-14,32.0
2022-06-15,27.2
2022-06-16,20.8
2022-06-17,26.4
2022-06-18,18.0
2022-06-19,13.6
2022-06-20,23.6
2022-06-21,18.4
2022-06-22,30.0
2022-06-23,27.2
2022-06-24,19.2
2022-06-25,16.4
2022-06-26,9.2
2022-06-27,22.8
2022-06-28,22.0
2022-06-29,23.2
2022-06-30,23.6
2022-07-01,20.0
2022-07-02,17.6
2022-07-03,9.6
2022-07-04,23.2
2022-07-05,22.8
2022-07-06,20.39999
2022-07-07,18.0
2022-07-08,18.4
2022-07-09,9.2
2022-07-10,12.0
2022-07-11,15.2
2022-07-12,18.4
2022-07-13,25.2
2022-07-14,24.4
2022-07-15,23.2
2022-07-16,21.2
2022-07-17,18.0
2022-07-18,19.6
2022-07-19,16.8
2022-07-20,30.8
2022-07-21,18.4
2022-07-22,22.0
2022-07-23,13.2
2022-07-24,11.6
2022-07-25,16.0
2022-07-26,22.8
2022-07-27,19.2
2022-07-28,14.4
2022-07-29,27.2
2022-07-30,8.4
2022-07-31,9.2
2022-08-01,12.8
2022-08-02,16.8
2022-08-03,28.39999
2022-08-04,21.6
2022-08-05,19.2
2022-08-06,14.8
2022-08-07,11.2
2022-08-08,24.4
2022-08-09,24.4
2022-08-10,28.8
2022-08-11,29.6
2022-08-12,22.0
2022-08-13,17.19999
2022-08-14,7.6
2022-08-15,12.8
2022-08-16,25.2
2022-08-17,25.6
2022-08-18,20.8
2022-08-19,18.4
2022-08-20,18.8
2022-08-21,8.0
2022-08-22,19.6
2022-08-23,20.39999
2022-08-24,27.6
2022-08-25,24.4
2022-08-26,26.4
2022-08-27,16.4
2022-08-28,10.8
2022-08-29,19.2
2022-08-30,25.6
2022-08-31,23.6
2022-09-01,21.2
2022-09-02,25.2
2022-09-03,13.6
2022-09-04,9.2
2022-09-05,16.8
2022-09-06,22.4
2022-09-07,22.0
2022-09-08,15.6
2022-09-09,10.8
2022-09-10,12.4
2022-09-11,7.2
2022-09-12,18.4
2022-09-13,28.8
2022-09-14,18.8
2022-09-15,25.6
2022-09-16,25.2
2022-09-17,22.0
2022-09-18,9.6
2022-09-19,20.0
2022-09-20,28.0
2022-09-21,32.0
2022-09-22,25.6
2022-09-23,26.4
2022-09-24,16.4
2022-09-25,9.2
2022-09-26,20.8
2022-09-27,20.0
2022-09-28,27.6
2022-09-29,32.0
2022-09-30,20.8
2022-10-01,22.8
2022-10-02,9.6
2022-10-03,18.0
2022-10-04,18.0
2022-10-05,22.0
2022-10-06,22.8
2022-10-07,19.2
2022-10-08,16.0
2022-10-09,10.4
2022-10-10,20.8
2022-10-11,23.6
2022-10-12,27.6
2022-10-13,34.0
2022-10-14,31.2
2022-10-15,23.2
2022-10-16,9.6
2022-10-17,23.6
2022-10-18,23.2
2022-10-19,30.4
2022-10-20,38.4
2022-10-21,27.2
2022-10-22,17.6
2022-10-23,17.6
2022-10-24,20.0
2022-10-25,29.6
2022-10-26,26.4
2022-10-27,25.6
2022-10-28,16.0
2022-10-29,14.4
2022-10-30,6.8
2022-10-31,22.0
2022-11-01,24.0
2022-11-02,24.0
2022-11-03,17.6
2022-11-04,24.0
2022-11-05,16.4
2022-11-06,9.6
2022-11-07,20.8
2022-11-08,25.2
2022-11-09,26.4
2022-11-10,23.2
2022-11-11,18.0
2022-11-12,16.4
2022-11-13,16.0
2022-11-14,24.0
2022-11-15,26.8
2022-11-16,25.2
2022-11-17,23.6
2022-11-18,21.6
2022-11-19,17.6
2022-11-20,10.8
2022-11-21,14.4
2022-11-22,24.4
2022-11-23,19.6
2022-11-24,23.2
2022-11-25,20.8
2022-11-26,17.6
2022-11-27,6.4
2022-11-28,22.0
2022-11-29,25.2
2022-11-30,25.2
2022-12-01,29.6
2022-12-02,26.4
2022-12-03,13.2
2022-12-04,18.4
2022-12-05,18.4
2022-12-06,20.39999
2022-12-07,30.8
2022-12-08,28.0
2022-12-09,22.4
2022-12-10,14.0
2022-12-11,13.2
2022-12-12,24.4
2022-12-13,25.6
2022-12-14,21.6
2022-12-15,25.2
2022-12-16,23.6
2022-12-17,15.2
2022-12-18,13.6
2022-12-19,21.2
2022-12-20,25.6
2022-12-21,31.2
2022-12-22,21.2
2022-12-23,20.39999
2022-12-24,14.8
2022-12-25,14.0
2022-12-26,24.0
2022-12-27,20.8
2022-12-28,25.6
2022-12-29,20.39999
2022-12-30,19.6
2022-12-31,17.19999
2023-01-01,15.2
2023-01-02,28.39999
2023-01-03,26.0
2023-01-04,27.6
2023-01-05,33.2
2023-01-06,28.0
2023-01-07,11.6
2023-01-08,9.2
2023-01-09,29.6
2023-01-10,36.8
2023-01-11,38.8
2023-01-12,49.6
2023-01-13,30.4
2023-01-14,19.6
2023-01-15,12.8
2023-01-16,28.39999
2023-01-17,29.2
2023-01-18,21.6
2023-01-19,29.6
2023-01-20,24.8
2023-01-21,12.8
2023-01-22,9.2
2023-01-23,10.4
2023-01-24,12.4
2023-01-25,23.2
2023-01-26,21.2
2023-01-27,32.4
2023-01-28,17.6
2023-01-29,15.6
2023-01-30,23.2
2023-01-31,32.4
2023-02-01,28.0
2023-02-02,35.2
2023-02-03,26.8
2023-02-04,17.19999
2023-02-05,9.6
2023-02-06,26.0
2023-02-07,33.6
2023-02-08,39.2
2023-02-09,33.2
2023-02-10,32.4
2023-02-11,17.6
2023-02-12,12.8
2023-02-13,24.8
2023-02-14,41.6
2023-02-15,31.6
2023-02-16,30.4
2023-02-17,34.0
2023-02-18,16.4
2023-02-19,9.2
2023-02-20,27.6
2023-02-21,24.0
2023-02-22,28.39999
2023-02-23,27.2
2023-02-24,24.4
2023-02-25,14.8
2023-02-26,16.8
2023-02-27,20.39999
2023-02-28,28.8
2023-03-01,21.2
2023-03-02,22.0
2023-03-03,22.0
2023-03-04,14.0
2023-03-05,12.8
2023-03-06,21.6
2023-03-07,34.0
2023-03-08,30.8
2023-03-09,28.0
2023-03-10,25.6
2023-03-11,12.0
2023-03-12,10.0
2023-03-13,22.0
2023-03-14,30.0
2023-03-15,26.4
2023-03-16,24.4
2023-03-17,31.2
2023-03-18,13.6
2023-03-19,18.4
2023-03-20,28.0
2023-03-21,25.6
2023-03-22,28.0
2023-03-23,24.0
2023-03-24,16.8
2023-03-25,20.8
2023-03-26,12.4
2023-03-27,26.0
2023-03-28,24.0
2023-03-29,26.0
2023-03-30,22.4
2023-03-31,24.4
2023-04-01,9.6
2023-04-02,15.6
2023-04-03,20.0
2023-04-04,21.2
2023-04-05,30.4
2023-04-06,20.0
2023-04-07,14.4
2023-04-08,14.4
2023-04-09,12.8
2023-04-10,20.8
2023-04-11,20.8
2023-04-12,17.6
2023-04-13,24.0
2023-04-14,20.39999
2023-04-15,21.2
2023-04-16,11.2
2023-04-17,29.2
2023-04-18,35.6
2023-04-19,31.6
2023-04-20,24.0
2023-04-21,20.8
2023-04-22,16.4
2023-04-23,12.4
2023-04-24,22.0
2023-04-25,25.6
2023-04-26,20.8
2023-04-27,26.4
2023-04-28,22.8
2023-04-29,19.2
2023-04-30,10.4
2023-05-01,19.2
2023-05-02,21.6
2023-05-03,22.0
2023-05-04,24.4
2023-05-05,16.8
2023-05-06,15.6
2023-05-07,10.8
2023-05-08,19.2
2023-05-09,16.8
2023-05-10,17.6
2023-05-11,18.4
2023-05-12,18.8
2023-05-13,19.6
2023-05-14,14.4
2023-05-15,26.0
2023-05-16,28.8
2023-05-17,15.6
2023-05-18,25.6
2023-05-19,21.6
2023-05-20,12.0
2023-05-21,8.8
2023-05-22,19.6
2023-05-23,20.8
2023-05-24,22.8
2023-05-25,24.0
2023-05-26,24.0
2023-05-27,4.4
2023-05-28,9.2
2023-05-29,13.6
2023-05-30,15.6
2023-05-31,24.4
2023-06-01,25.2
2023-06-02,19.2
2023-06-03,10.4
2023-06-04,10.4
2023-06-05,15.2
2023-06-06,13.2
2023-06-07,16.8
2023-06-08,18.8
2023-06-09,28.8
2023-06-10,4.0
2023-06-11,12.0
2023-06-12,26.8
2023-06-13,18.4
2023-06-14,22.0
2023-06-15,17.6
2023-06-16,17.6
2023-06-17,12.0
2023-06-18,10.4
2023-06-19,18.0
2023-06-20,18.4
2023-06-21,29.2
2023-06-22,30.0
2023-06-23,16.8
2023-06-24,10.4
2023-06-25,5.6
2023-06-26,20.0
2023-06-27,25.2
2023-06-28,19.6
2023-06-29,22.4
2023-06-30,20.39999
2023-07-01,15.2
2023-07-02,6.8
2023-07-03,13.2
2023-07-04,15.6
2023-07-05,20.0
2023-07-06,13.6
2023-07-07,14.0
2023-07-08,14.4
2023-07-09,6.8
2023-07-10,23.2
2023-07-11,18.0
2023-07-12,18.8
2023-07-13,20.39999
2023-07-14,12.0
2023-07-15,9.2
2023-07-16,2.0
2023-07-17,19.6
2023-07-18,16.4
2023-07-19,16.4
2023-07-20,17.19999
2023-07-21,19.6
2023-07-22,10.8
2023-07-23,10.4
2023-07-24,21.6
2023-07-25,28.0
2023-07-26,22.8
2023-07-27,20.8
2023-07-28,15.2
2023-07-29,6.0
2023-07-30,8.0
2023-07-31,22.4
2023-08-01,22.0
2023-08-02,27.6
2023-08-03,37.6
2023-08-04,28.8
2023-08-05,21.6
2023-08-06,12.4
2023-08-07,20.0
2023-08-08,27.6
2023-08-09,27.6
2023-08-10,30.4
2023-08-11,24.8
2023-08-12,20.0
2023-08-13,15.6
2023-08-14,19.6
2023-08-15,19.6
2023-08-16,29.2
2023-08-17,27.2
2023-08-18,22.0
2023-08-19,14.8
2023-08-20,12.0
2023-08-21,20.8
2023-08-22,21.2
2023-08-23,20.39999
2023-08-24,19.6
2023-08-25,22.0
2023-08-26,15.6
2023-08-27,11.6
2023-08-28,22.4
2023-08-29,27.2
2023-08-30,20.39999
2023-08-31,18.0
2023-09-01,15.6
2023-09-02,14.8
2023-09-03,13.2
2023-09-04,17.6
