date,자동차다이렉트보험비교
2023-06-03,19.61805
2023-06-04,22.56944
2023-06-05,43.75
2023-06-06,19.96527
2023-06-07,33.68055
2023-06-08,26.5625
2023-06-09,26.90972
2023-06-10,14.58333
2023-06-11,13.71527
2023-06-12,26.38888
2023-06-13,31.94444
2023-06-14,30.55555
2023-06-15,33.50694
2023-06-16,25.17361
2023-06-17,14.0625
2023-06-18,15.45138
2023-06-19,30.20833
2023-06-20,24.82638
2023-06-21,31.07638
2023-06-22,32.8125
2023-06-23,25.0
2023-06-24,16.31944
2023-06-25,13.88888
2023-06-26,30.20833
2023-06-27,30.03472
2023-06-28,26.38888
2023-06-29,27.25694
2023-06-30,26.90972
2023-07-01,12.84722
2023-07-02,15.79861
2023-07-03,36.28472
2023-07-04,31.42361
2023-07-05,29.6875
2023-07-06,30.20833
2023-07-07,22.56944
2023-07-08,11.28472
2023-07-09,12.15277
2023-07-10,34.72222
2023-07-11,26.73611
2023-07-12,25.86805
2023-07-13,24.47916
2023-07-14,19.79166
2023-07-15,9.02777
2023-07-16,9.54861
2023-07-17,27.25694
2023-07-18,36.45833
2023-07-19,27.08333
2023-07-20,30.90277
2023-07-21,22.04861
2023-07-22,13.19444
2023-07-23,10.9375
2023-07-24,26.90972
2023-07-25,30.38194
2023-07-26,28.29861
2023-07-27,20.3125
2023-07-28,19.61805
2023-07-29,11.28472
2023-07-30,13.19444
2023-07-31,31.42361
2023-08-01,28.99305
2023-08-02,30.38194
2023-08-03,23.09027
2023-08-04,20.48611
2023-08-05,12.5
2023-08-06,16.84027
2023-08-07,34.89583
2023-08-08,26.5625
2023-08-09,21.35416
2023-08-10,25.52083
2023-08-11,19.09722
2023-08-12,9.89583
2023-08-13,10.24305
2023-08-14,21.52777
2023-08-15,11.80555
2023-08-16,28.81944
2023-08-17,29.34027
2023-08-18,33.50694
2023-08-19,18.22916
2023-08-20,15.10416
2023-08-21,35.24305
2023-08-22,30.20833
2023-08-23,24.65277
2023-08-24,20.83333
2023-08-25,22.56944
2023-08-26,8.33333
2023-08-27,7.46527
2023-08-28,28.99305
2023-08-29,24.82638
2023-08-30,26.5625
2023-08-31,23.95833
2023-09-01,18.57638
2023-09-02,13.54166
2023-09-03,10.41666
2023-09-04,27.08333
2023-09-05,28.64583
2023-09-06,18.40277
2023-09-07,21.52777
2023-09-08,21.35416
2023-09-09,9.54861
2023-09-10,15.27777
2023-09-11,33.68055
2023-09-12,32.29166
2023-09-13,26.73611
2023-09-14,25.86805
2023-09-15,24.82638
2023-09-16,9.89583
2023-09-17,6.77083
2023-09-18,26.21527
2023-09-19,26.04166
2023-09-20,22.04861
2023-09-21,20.3125
2023-09-22,18.57638
2023-09-23,10.9375
2023-09-24,11.45833
2023-09-25,21.70138
2023-09-26,25.34722
2023-09-27,25.69444
2023-09-28,6.42361
2023-09-29,7.11805
2023-09-30,8.50694
2023-10-01,9.02777
2023-10-02,10.06944
2023-10-03,14.0625
2023-10-04,31.07638
2023-10-05,30.20833
2023-10-06,24.47916
2023-10-07,10.59027
2023-10-08,11.80555
2023-10-09,14.93055
2023-10-10,33.33333
2023-10-11,29.16666
2023-10-12,25.69444
2023-10-13,15.79861
2023-10-14,12.67361
2023-10-15,11.80555
2023-10-16,29.86111
2023-10-17,31.07638
2023-10-18,27.08333
2023-10-19,28.29861
2023-10-20,25.69444
2023-10-21,7.63888
2023-10-22,9.72222
2023-10-23,30.20833
2023-10-24,31.77083
2023-10-25,22.22222
2023-10-26,22.04861
2023-10-27,20.83333
2023-10-28,13.02083
2023-10-29,10.9375
2023-10-30,29.34027
2023-10-31,28.81944
2023-11-01,26.04166
2023-11-02,23.4375
2023-11-03,24.30555
2023-11-04,14.0625
2023-11-05,15.79861
2023-11-06,33.68055
2023-11-07,30.03472
2023-11-08,24.30555
2023-11-09,24.47916
2023-11-10,25.0
2023-11-11,11.97916
2023-11-12,12.15277
2023-11-13,26.90972
2023-11-14,23.09027
2023-11-15,25.34722
2023-11-16,25.69444
2023-11-17,21.00694
2023-11-18,11.11111
2023-11-19,12.5
2023-11-20,25.69444
2023-11-21,23.09027
2023-11-22,26.5625
2023-11-23,24.13194
2023-11-24,20.48611
2023-11-25,10.9375
2023-11-26,12.84722
2023-11-27,28.47222
2023-11-28,31.42361
2023-11-29,25.34722
2023-11-30,20.83333
2023-12-01,13.19444
2023-12-02,11.63194
2023-12-03,13.02083
2023-12-04,25.86805
2023-12-05,24.47916
2023-12-06,21.35416
2023-12-07,19.61805
2023-12-08,24.47916
2023-12-09,13.36805
2023-12-10,11.11111
2023-12-11,30.20833
2023-12-12,28.29861
2023-12-13,23.78472
2023-12-14,26.21527
2023-12-15,19.61805
2023-12-16,8.85416
2023-12-17,11.11111
2023-12-18,27.43055
2023-12-19,26.90972
2023-12-20,23.09027
2023-12-21,23.61111
2023-12-22,27.08333
2023-12-23,12.32638
2023-12-24,11.11111
2023-12-25,11.63194
2023-12-26,27.25694
2023-12-27,27.60416
2023-12-28,24.65277
2023-12-29,20.3125
2023-12-30,8.33333
2023-12-31,9.89583
2024-01-01,8.33333
2024-01-02,21.00694
2024-01-03,22.74305
2024-01-04,23.95833
2024-01-05,26.04166
2024-01-06,16.14583
2024-01-07,13.19444
2024-01-08,26.73611
2024-01-09,27.60416
2024-01-10,28.47222
2024-01-11,25.86805
2024-01-12,22.22222
2024-01-13,12.32638
2024-01-14,11.63194
2024-01-15,29.34027
2024-01-16,27.43055
2024-01-17,26.73611
2024-01-18,27.25694
2024-01-19,94.44444
2024-01-20,83.68055
2024-01-21,86.45833
2024-01-22,98.61111
2024-01-23,88.02083
2024-01-24,97.22222
2024-01-25,94.61805
2024-01-26,83.15972
2024-01-27,86.63194
2024-01-28,90.45138
2024-01-29,92.88194
2024-01-30,91.84027
2024-01-31,90.79861
2024-02-01,85.76388
2024-02-02,85.24305
2024-02-03,74.13194
2024-02-04,93.40277
2024-02-05,87.84722
2024-02-06,81.25
2024-02-07,78.64583
2024-02-08,81.42361
2024-02-09,70.3125
2024-02-10,66.31944
2024-02-11,72.04861
2024-02-12,81.59722
2024-02-13,91.84027
2024-02-14,88.36805
2024-02-15,88.02083
2024-02-16,86.11111
2024-02-17,72.74305
2024-02-18,74.30555
2024-02-19,95.65972
2024-02-20,85.24305
2024-02-21,96.52777
2024-02-22,88.02083
2024-02-23,80.55555
2024-02-24,72.04861
2024-02-25,65.27777
2024-02-26,81.59722
2024-02-27,82.11805
2024-02-28,84.02777
2024-02-29,75.86805
2024-03-01,77.77777
2024-03-02,68.40277
2024-03-03,40.79861
2024-03-04,73.09027
2024-03-05,83.85416
2024-03-06,83.85416
2024-03-07,85.9375
2024-03-08,80.55555
2024-03-09,75.69444
2024-03-10,82.8125
2024-03-11,83.50694
2024-03-12,85.9375
2024-03-13,77.08333
2024-03-14,85.06944
2024-03-15,94.09722
2024-03-16,82.63888
2024-03-17,87.5
2024-03-18,100.0
2024-03-19,93.75
2024-03-20,82.63888
