date,뉴홈
2023-08-28,6.19695
2023-08-29,9.27664
2023-08-30,10.05783
2023-08-31,7.99969
2023-09-01,10.35078
2023-09-02,5.98662
2023-09-03,6.51243
2023-09-04,15.87921
2023-09-05,14.18913
2023-09-06,11.33478
2023-09-07,11.60519
2023-09-08,9.86254
2023-09-09,4.49936
2023-09-10,6.10681
2023-09-11,14.76752
2023-09-12,14.81258
2023-09-13,13.10748
2023-09-14,12.13099
2023-09-15,12.17606
2023-09-16,6.30962
2023-09-17,6.36971
2023-09-18,14.24923
2023-09-19,14.21167
2023-09-20,34.15458
2023-09-21,42.91294
2023-09-22,53.96229
2023-09-23,17.34394
2023-09-24,15.23323
2023-09-25,39.49523
2023-09-26,29.96319
2023-09-27,21.15976
2023-09-28,7.99218
2023-09-29,6.15188
2023-09-30,6.81288
2023-10-01,8.2626
2023-10-02,9.23157
2023-10-03,9.7724
2023-10-04,17.75707
2023-10-05,18.74859
2023-10-06,12.81454
2023-10-07,5.52843
2023-10-08,5.46833
2023-10-09,7.25606
2023-10-10,16.09704
2023-10-11,18.18523
2023-10-12,16.17967
2023-10-13,22.3015
2023-10-14,9.78742
2023-10-15,16.5252
2023-10-16,97.36347
2023-10-17,47.13437
2023-10-18,43.40869
2023-10-19,24.65259
2023-10-20,30.2336
2023-10-21,6.34717
2023-10-22,5.52843
2023-10-23,11.66528
2023-10-24,9.11139
2023-10-25,7.09081
2023-10-26,5.60354
2023-10-27,4.44678
2023-10-28,2.37361
2023-10-29,3.04965
2023-10-30,7.09081
2023-10-31,6.06925
2023-11-01,6.61759
2023-11-02,10.79396
2023-11-03,23.66859
2023-11-04,5.98662
2023-11-05,5.55847
2023-11-06,15.91677
2023-11-07,12.60422
2023-11-08,49.43288
2023-11-09,16.58529
2023-11-10,14.50461
2023-11-11,5.52091
2023-11-12,4.78479
2023-11-13,12.55915
2023-11-14,9.11139
2023-11-15,8.34522
2023-11-16,6.89551
2023-11-17,6.74528
2023-11-18,3.89093
2023-11-19,4.59701
2023-11-20,7.09832
2023-11-21,6.75279
2023-11-22,5.43078
2023-11-23,5.17539
2023-11-24,7.79689
2023-11-25,4.18388
2023-11-26,3.42522
2023-11-27,7.00067
2023-11-28,5.93404
2023-11-29,5.70119
2023-11-30,10.17802
2023-12-01,9.37429
2023-12-02,4.09374
2023-12-03,5.42327
2023-12-04,11.42492
2023-12-05,11.06437
2023-12-06,11.37234
2023-12-07,9.14895
2023-12-08,8.57057
2023-12-09,5.71621
2023-12-10,5.56598
2023-12-11,11.20709
2023-12-12,12.40892
2023-12-13,21.21234
2023-12-14,14.21918
2023-12-15,10.74889
2023-12-16,5.02516
2023-12-17,6.33215
2023-12-18,16.87823
2023-12-19,15.11304
2023-12-20,16.38248
2023-12-21,16.14211
2023-12-22,12.87463
2023-12-23,6.52745
2023-12-24,6.39224
2023-12-25,8.04476
2023-12-26,25.34364
2023-12-27,61.35356
2023-12-28,63.38916
2023-12-29,78.80267
2023-12-30,19.70254
2023-12-31,15.01539
2024-01-01,15.38345
2024-01-02,32.88514
2024-01-03,36.62585
2024-01-04,38.66145
2024-01-05,24.17186
2024-01-06,12.89716
2024-01-07,13.6408
2024-01-08,21.40764
2024-01-09,21.38511
2024-01-10,24.09674
2024-01-11,24.37467
2024-01-12,14.18162
2024-01-13,8.71328
2024-01-14,11.38736
2024-01-15,33.40344
2024-01-16,21.94095
2024-01-17,20.13069
2024-01-18,16.61533
2024-01-19,15.06046
2024-01-20,9.93014
2024-01-21,17.10358
2024-01-22,100.0
2024-01-23,46.38323
2024-01-24,55.02891
2024-01-25,22.97002
2024-01-26,22.41418
2024-01-27,7.72928
2024-01-28,6.27957
2024-01-29,15.19567
2024-01-30,11.82303
2024-01-31,15.19567
2024-02-01,8.74333
2024-02-02,6.47487
2024-02-03,3.26748
2024-02-04,3.69563
2024-02-05,6.53496
2024-02-06,5.58852
2024-02-07,4.68714
2024-02-08,3.22992
2024-02-09,2.09569
2024-02-10,2.37361
2024-02-11,2.71163
2024-02-12,3.56042
2024-02-13,6.58003
2024-02-14,5.70119
2024-02-15,4.70968
2024-02-16,3.48531
2024-02-17,2.17081
2024-02-18,2.70412
2024-02-19,4.64207
2024-02-20,4.97258
2024-02-21,5.04769
2024-02-22,4.31157
2024-02-23,4.02613
2024-02-24,2.31352
2024-02-25,3.15481
2024-02-26,7.75182
2024-02-27,5.23548
2024-02-28,4.69465
2024-02-29,4.25148
2024-03-01,1.99053
2024-03-02,2.06565
2024-03-03,2.79426
2024-03-04,5.13032
2024-03-05,5.46082
2024-03-06,5.67114
2024-03-07,4.3942
2024-03-08,3.53789
2024-03-09,2.06565
2024-03-10,2.35859
2024-03-11,4.98009
2024-03-12,6.70772
2024-03-13,24.41974
2024-03-14,14.13655
2024-03-15,7.29362
2024-03-16,3.57545
2024-03-17,3.41771
2024-03-18,6.26455
2024-03-19,6.7603
2024-03-20,31.26267
