date,나스닥ETF
2020-07-19,9.009
2020-07-20,18.01801
2020-07-21,34.53453
2020-07-22,23.42342
2020-07-23,24.02402
2020-07-24,21.92192
2020-07-25,8.4084
2020-07-26,7.8078
2020-07-27,18.91891
2020-07-28,19.51951
2020-07-29,21.02102
2020-07-30,18.91891
2020-07-31,15.61561
2020-08-01,14.41441
2020-08-02,18.31831
2020-08-03,19.21921
2020-08-04,23.42342
2020-08-05,22.82282
2020-08-06,23.72372
2020-08-07,45.64564
2020-08-08,22.22222
2020-08-09,20.12012
2020-08-10,31.23123
2020-08-11,33.33333
2020-08-12,25.82582
2020-08-13,26.12612
2020-08-14,19.51951
2020-08-15,17.11711
2020-08-16,10.81081
2020-08-17,13.81381
2020-08-18,23.42342
2020-08-19,23.72372
2020-08-20,18.31831
2020-08-21,32.73273
2020-08-22,15.61561
2020-08-23,20.42042
2020-08-24,29.42942
2020-08-25,37.83783
2020-08-26,28.22822
2020-08-27,41.44144
2020-08-28,35.13513
2020-08-29,24.92492
2020-08-30,21.32132
2020-08-31,27.62762
2020-09-01,42.94294
2020-09-02,57.05705
2020-09-03,42.04204
2020-09-04,61.86186
2020-09-05,31.23123
2020-09-06,27.02702
2020-09-07,23.42342
2020-09-08,27.32732
2020-09-09,51.65165
2020-09-10,28.22822
2020-09-11,25.82582
2020-09-12,20.72072
2020-09-13,14.71471
2020-09-14,26.72672
2020-09-15,30.63063
2020-09-16,22.52252
2020-09-17,25.52552
2020-09-18,24.92492
2020-09-19,16.81681
2020-09-20,14.41441
2020-09-21,20.42042
2020-09-22,18.01801
2020-09-23,22.22222
2020-09-24,22.22222
2020-09-25,15.91591
2020-09-26,15.91591
2020-09-27,11.11111
2020-09-28,19.51951
2020-09-29,15.31531
2020-09-30,11.11111
2020-10-01,16.21621
2020-10-02,24.62462
2020-10-03,14.71471
2020-10-04,12.01201
2020-10-05,14.41441
2020-10-06,21.92192
2020-10-07,19.51951
2020-10-08,19.21921
2020-10-09,16.21621
2020-10-10,16.51651
2020-10-11,13.21321
2020-10-12,16.51651
2020-10-13,29.42942
2020-10-14,23.42342
2020-10-15,21.32132
2020-10-16,19.51951
2020-10-17,14.11411
2020-10-18,15.31531
2020-10-19,21.32132
2020-10-20,21.32132
2020-10-21,13.51351
2020-10-22,14.11411
2020-10-23,11.71171
2020-10-24,4.2042
2020-10-25,7.8078
2020-10-26,15.01501
2020-10-27,13.21321
2020-10-28,18.61861
2020-10-29,20.42042
2020-10-30,17.71771
2020-10-31,13.81381
2020-11-01,9.9099
2020-11-02,13.81381
2020-11-03,18.61861
2020-11-04,26.12612
2020-11-05,33.63363
2020-11-06,43.54354
2020-11-07,25.82582
2020-11-08,20.72072
2020-11-09,34.53453
2020-11-10,35.13513
2020-11-11,32.13213
2020-11-12,31.53153
2020-11-13,20.12012
2020-11-14,15.61561
2020-11-15,25.52552
2020-11-16,37.53753
2020-11-17,39.03903
2020-11-18,34.23423
2020-11-19,25.52552
2020-11-20,21.92192
2020-11-21,17.41741
2020-11-22,20.12012
2020-11-23,29.72972
2020-11-24,31.83183
2020-11-25,32.73273
2020-11-26,32.73273
2020-11-27,33.33333
2020-11-28,16.81681
2020-11-29,22.52252
2020-11-30,23.42342
2020-12-01,39.93993
2020-12-02,36.63663
2020-12-03,45.34534
2020-12-04,47.14714
2020-12-05,30.93093
2020-12-06,20.12012
2020-12-07,30.03003
2020-12-08,38.13813
2020-12-09,47.74774
2020-12-10,40.24024
2020-12-11,34.23423
2020-12-12,13.81381
2020-12-13,23.42342
2020-12-14,25.22522
2020-12-15,25.82582
2020-12-16,35.43543
2020-12-17,30.93093
2020-12-18,28.82882
2020-12-19,17.71771
2020-12-20,19.21921
2020-12-21,33.03303
2020-12-22,31.53153
2020-12-23,47.74774
2020-12-24,32.73273
2020-12-25,25.22522
2020-12-26,28.22822
2020-12-27,22.52252
2020-12-28,39.33933
2020-12-29,53.15315
2020-12-30,49.84984
2020-12-31,36.03603
2021-01-01,32.73273
2021-01-02,34.83483
2021-01-03,36.63663
2021-01-04,70.57057
2021-01-05,55.55555
2021-01-06,67.26726
2021-01-07,49.54954
2021-01-08,72.37237
2021-01-09,45.34534
2021-01-10,41.74174
2021-01-11,62.46246
2021-01-12,49.84984
2021-01-13,60.66066
2021-01-14,51.65165
2021-01-15,50.45045
2021-01-16,34.23423
2021-01-17,36.03603
2021-01-18,42.94294
2021-01-19,48.64864
2021-01-20,57.35735
2021-01-21,75.07507
2021-01-22,66.66666
2021-01-23,44.14414
2021-01-24,59.45945
2021-01-25,75.07507
2021-01-26,78.97897
2021-01-27,59.15915
2021-01-28,55.55555
2021-01-29,36.93693
2021-01-30,23.12312
2021-01-31,27.62762
2021-02-01,41.14114
2021-02-02,64.26426
2021-02-03,60.96096
2021-02-04,51.95195
2021-02-05,57.95795
2021-02-06,45.94594
2021-02-07,47.44744
2021-02-08,65.46546
2021-02-09,73.57357
2021-02-10,81.38138
2021-02-11,60.06006
2021-02-12,50.45045
2021-02-13,46.84684
2021-02-14,42.64264
2021-02-15,72.07207
2021-02-16,66.66666
2021-02-17,56.45645
2021-02-18,45.64564
2021-02-19,51.05105
2021-02-20,41.44144
2021-02-21,30.93093
2021-02-22,47.14714
2021-02-23,57.65765
2021-02-24,48.94894
2021-02-25,41.14114
2021-02-26,52.25225
2021-02-27,26.42642
2021-02-28,25.82582
2021-03-01,30.33033
2021-03-02,40.84084
2021-03-03,42.64264
2021-03-04,37.53753
2021-03-05,38.73873
2021-03-06,29.42942
2021-03-07,22.22222
2021-03-08,32.43243
2021-03-09,39.63963
2021-03-10,46.84684
2021-03-11,39.03903
2021-03-12,38.73873
2021-03-13,25.52552
2021-03-14,25.22522
2021-03-15,30.33033
2021-03-16,40.84084
2021-03-17,30.03003
2021-03-18,31.23123
2021-03-19,35.43543
2021-03-20,15.61561
2021-03-21,20.42042
2021-03-22,32.13213
2021-03-23,33.03303
2021-03-24,23.72372
2021-03-25,38.43843
2021-03-26,23.72372
2021-03-27,16.81681
2021-03-28,17.71771
2021-03-29,25.82582
2021-03-30,23.72372
2021-03-31,29.12912
2021-04-01,31.23123
2021-04-02,30.03003
2021-04-03,19.51951
2021-04-04,20.42042
2021-04-05,40.24024
2021-04-06,46.84684
2021-04-07,35.73573
2021-04-08,33.63363
2021-04-09,40.54054
2021-04-10,22.82282
2021-04-11,18.01801
2021-04-12,37.83783
2021-04-13,39.33933
2021-04-14,59.15915
2021-04-15,51.65165
2021-04-16,39.63963
2021-04-17,29.42942
2021-04-18,18.31831
2021-04-19,32.73273
2021-04-20,30.93093
2021-04-21,35.13513
2021-04-22,25.22522
2021-04-23,39.03903
2021-04-24,18.31831
2021-04-25,13.21321
2021-04-26,21.62162
2021-04-27,29.12912
2021-04-28,57.35735
2021-04-29,52.85285
2021-04-30,37.83783
2021-05-01,23.42342
2021-05-02,32.73273
2021-05-03,25.52552
2021-05-04,42.64264
2021-05-05,40.54054
2021-05-06,41.14114
2021-05-07,34.53453
2021-05-08,30.33033
2021-05-09,20.42042
2021-05-10,36.33633
2021-05-11,48.64864
2021-05-12,23.42342
2021-05-13,25.22522
2021-05-14,24.92492
2021-05-15,10.51051
2021-05-16,10.81081
2021-05-17,19.51951
2021-05-18,16.21621
2021-05-19,19.51951
2021-05-20,25.52552
2021-05-21,20.42042
2021-05-22,12.31231
2021-05-23,13.81381
2021-05-24,18.91891
2021-05-25,24.62462
2021-05-26,16.81681
2021-05-27,19.21921
2021-05-28,18.31831
2021-05-29,13.21321
2021-05-30,13.51351
2021-05-31,17.71771
2021-06-01,23.72372
2021-06-02,21.32132
2021-06-03,26.72672
2021-06-04,18.61861
2021-06-05,9.9099
2021-06-06,11.11111
2021-06-07,14.71471
2021-06-08,18.61861
2021-06-09,19.81981
2021-06-10,23.72372
2021-06-11,15.91591
2021-06-12,12.91291
2021-06-13,10.21021
2021-06-14,15.31531
2021-06-15,18.31831
2021-06-16,19.51951
2021-06-17,19.81981
2021-06-18,38.13813
2021-06-19,15.01501
2021-06-20,17.11711
2021-06-21,20.12012
2021-06-22,24.92492
2021-06-23,32.43243
2021-06-24,33.03303
2021-06-25,30.03003
2021-06-26,17.11711
2021-06-27,14.71471
2021-06-28,29.12912
2021-06-29,30.03003
2021-06-30,31.83183
2021-07-01,24.02402
2021-07-02,23.42342
2021-07-03,19.21921
2021-07-04,18.31831
2021-07-05,36.03603
2021-07-06,34.83483
2021-07-07,37.83783
2021-07-08,34.83483
2021-07-09,28.52852
2021-07-10,15.91591
2021-07-11,18.31831
2021-07-12,32.43243
2021-07-13,34.83483
2021-07-14,31.83183
2021-07-15,32.73273
2021-07-16,27.62762
2021-07-17,18.61861
2021-07-18,19.81981
2021-07-19,30.03003
2021-07-20,36.93693
2021-07-21,25.52552
2021-07-22,26.12612
2021-07-23,37.23723
2021-07-24,24.62462
2021-07-25,19.21921
2021-07-26,34.53453
2021-07-27,25.82582
2021-07-28,33.33333
2021-07-29,29.72972
2021-07-30,36.03603
2021-07-31,16.51651
2021-08-01,18.31831
2021-08-02,30.93093
2021-08-03,33.63363
2021-08-04,39.03903
2021-08-05,32.43243
2021-08-06,36.03603
2021-08-07,26.72672
2021-08-08,27.02702
2021-08-09,27.62762
2021-08-10,40.54054
2021-08-11,37.83783
2021-08-12,29.12912
2021-08-13,42.64264
2021-08-14,16.81681
2021-08-15,17.71771
2021-08-16,25.52552
2021-08-17,39.33933
2021-08-18,37.23723
2021-08-19,30.33033
2021-08-20,41.14114
2021-08-21,24.02402
2021-08-22,22.52252
2021-08-23,43.54354
2021-08-24,57.05705
2021-08-25,57.35735
2021-08-26,55.55555
2021-08-27,53.15315
2021-08-28,41.74174
2021-08-29,36.93693
2021-08-30,45.04504
2021-08-31,62.16216
2021-09-01,57.95795
2021-09-02,53.15315
2021-09-03,45.04504
2021-09-04,34.53453
2021-09-05,21.62162
2021-09-06,38.73873
2021-09-07,44.44444
2021-09-08,40.54054
2021-09-09,41.74174
2021-09-10,36.33633
2021-09-11,16.51651
2021-09-12,24.92492
2021-09-13,31.53153
2021-09-14,34.23423
2021-09-15,38.73873
2021-09-16,38.13813
2021-09-17,34.23423
2021-09-18,18.61861
2021-09-19,18.31831
2021-09-20,30.33033
2021-09-21,36.63663
2021-09-22,36.63663
2021-09-23,42.94294
2021-09-24,40.84084
2021-09-25,25.22522
2021-09-26,28.82882
2021-09-27,54.35435
2021-09-28,61.86186
2021-09-29,67.86786
2021-09-30,42.64264
2021-10-01,46.84684
2021-10-02,25.82582
2021-10-03,25.82582
2021-10-04,39.33933
2021-10-05,60.96096
2021-10-06,42.64264
2021-10-07,38.13813
2021-10-08,35.43543
2021-10-09,15.31531
2021-10-10,19.21921
2021-10-11,20.12012
2021-10-12,33.03303
2021-10-13,32.13213
2021-10-14,34.23423
2021-10-15,29.72972
2021-10-16,29.12912
2021-10-17,17.11711
2021-10-18,35.43543
2021-10-19,41.44144
2021-10-20,41.44144
2021-10-21,34.83483
2021-10-22,36.63663
2021-10-23,21.02102
2021-10-24,20.42042
2021-10-25,36.63663
2021-10-26,45.64564
2021-10-27,46.24624
2021-10-28,45.04504
2021-10-29,48.34834
2021-10-30,36.33633
2021-10-31,31.53153
2021-11-01,44.44444
2021-11-02,49.24924
2021-11-03,55.25525
2021-11-04,63.06306
2021-11-05,75.37537
2021-11-06,35.73573
2021-11-07,37.53753
2021-11-08,62.76276
2021-11-09,64.86486
2021-11-10,52.55255
2021-11-11,49.54954
2021-11-12,40.84084
2021-11-13,30.93093
2021-11-14,21.92192
2021-11-15,44.14414
2021-11-16,45.64564
2021-11-17,49.54954
2021-11-18,49.24924
2021-11-19,60.66066
2021-11-20,36.03603
2021-11-21,27.32732
2021-11-22,52.85285
2021-11-23,64.56456
2021-11-24,40.84084
2021-11-25,37.23723
2021-11-26,44.14414
2021-11-27,25.82582
2021-11-28,18.61861
2021-11-29,43.84384
2021-11-30,50.45045
2021-12-01,42.64264
2021-12-02,57.65765
2021-12-03,61.56156
2021-12-04,39.93993
2021-12-05,26.72672
2021-12-06,50.45045
2021-12-07,54.05405
2021-12-08,77.47747
2021-12-09,78.07807
2021-12-10,43.24324
2021-12-11,27.62762
2021-12-12,24.02402
2021-12-13,39.93993
2021-12-14,36.63663
2021-12-15,40.84084
2021-12-16,33.93393
2021-12-17,40.84084
2021-12-18,17.41741
2021-12-19,16.51651
2021-12-20,28.22822
2021-12-21,37.53753
2021-12-22,28.52852
2021-12-23,39.33933
2021-12-24,40.54054
2021-12-25,14.71471
2021-12-26,15.01501
2021-12-27,30.03003
2021-12-28,53.75375
2021-12-29,40.84084
2021-12-30,32.43243
2021-12-31,31.23123
2022-01-01,22.82282
2022-01-02,27.92792
2022-01-03,39.33933
2022-01-04,54.65465
2022-01-05,48.64864
2022-01-06,57.35735
2022-01-07,42.04204
2022-01-08,28.52852
2022-01-09,25.82582
2022-01-10,41.44144
2022-01-11,42.34234
2022-01-12,40.24024
2022-01-13,36.33633
2022-01-14,40.84084
2022-01-15,19.21921
2022-01-16,24.02402
2022-01-17,30.63063
2022-01-18,28.52852
2022-01-19,43.54354
2022-01-20,51.65165
2022-01-21,66.36636
2022-01-22,51.35135
2022-01-23,39.03903
2022-01-24,71.77177
2022-01-25,77.17717
2022-01-26,96.09609
2022-01-27,67.26726
2022-01-28,62.16216
2022-01-29,29.12912
2022-01-30,27.02702
2022-01-31,29.72972
2022-02-01,50.75075
2022-02-02,49.54954
2022-02-03,69.06906
2022-02-04,65.46546
2022-02-05,34.53453
2022-02-06,26.42642
2022-02-07,37.83783
2022-02-08,58.85885
2022-02-09,38.13813
2022-02-10,50.45045
2022-02-11,35.73573
2022-02-12,24.92492
2022-02-13,23.12312
2022-02-14,39.93993
2022-02-15,40.84084
2022-02-16,33.33333
2022-02-17,32.43243
2022-02-18,32.13213
2022-02-19,22.82282
2022-02-20,21.02102
2022-02-21,32.43243
2022-02-22,37.53753
2022-02-23,45.64564
2022-02-24,90.39039
2022-02-25,58.25825
2022-02-26,24.02402
2022-02-27,19.51951
2022-02-28,31.83183
2022-03-01,30.33033
2022-03-02,36.33633
2022-03-03,34.53453
2022-03-04,34.23423
2022-03-05,26.72672
2022-03-06,24.92492
2022-03-07,35.43543
2022-03-08,39.93993
2022-03-09,30.63063
2022-03-10,27.02702
2022-03-11,24.32432
2022-03-12,16.21621
2022-03-13,20.72072
2022-03-14,37.53753
2022-03-15,42.64264
2022-03-16,41.14114
2022-03-17,37.83783
2022-03-18,27.92792
2022-03-19,18.01801
2022-03-20,19.51951
2022-03-21,31.83183
2022-03-22,24.92492
2022-03-23,36.33633
2022-03-24,28.22822
2022-03-25,28.52852
2022-03-26,15.61561
2022-03-27,14.11411
2022-03-28,22.52252
2022-03-29,39.03903
2022-03-30,34.53453
2022-03-31,28.22822
2022-04-01,27.02702
2022-04-02,15.61561
2022-04-03,19.21921
2022-04-04,32.13213
2022-04-05,35.43543
2022-04-06,30.93093
2022-04-07,33.03303
2022-04-08,22.82282
2022-04-09,21.62162
2022-04-10,10.21021
2022-04-11,21.62162
2022-04-12,24.92492
2022-04-13,25.82582
2022-04-14,18.01801
2022-04-15,18.61861
2022-04-16,6.6066
2022-04-17,8.4084
2022-04-18,19.81981
2022-04-19,24.32432
2022-04-20,19.51951
2022-04-21,21.32132
2022-04-22,21.62162
2022-04-23,14.71471
2022-04-24,12.61261
2022-04-25,24.62462
2022-04-26,27.92792
2022-04-27,50.45045
2022-04-28,29.72972
2022-04-29,23.72372
2022-04-30,23.72372
2022-05-01,22.52252
2022-05-02,33.63363
2022-05-03,24.32432
2022-05-04,22.52252
2022-05-05,20.12012
2022-05-06,46.24624
2022-05-07,18.01801
2022-05-08,30.03003
2022-05-09,41.14114
2022-05-10,60.06006
2022-05-11,30.93093
2022-05-12,47.14714
2022-05-13,39.33933
2022-05-14,13.81381
2022-05-15,14.71471
2022-05-16,30.03003
2022-05-17,24.32432
2022-05-18,22.82282
2022-05-19,44.44444
2022-05-20,33.93393
2022-05-21,21.92192
2022-05-22,14.41441
2022-05-23,26.12612
2022-05-24,23.12312
2022-05-25,40.54054
2022-05-26,25.22522
2022-05-27,22.52252
2022-05-28,17.41741
2022-05-29,11.41141
2022-05-30,26.72672
2022-05-31,26.72672
2022-06-01,16.81681
2022-06-02,14.71471
2022-06-03,19.51951
2022-06-04,9.9099
2022-06-05,8.7087
2022-06-06,9.3093
2022-06-07,12.91291
2022-06-08,18.91891
2022-06-09,13.21321
2022-06-10,14.71471
2022-06-11,13.81381
2022-06-12,13.21321
2022-06-13,32.13213
2022-06-14,42.34234
2022-06-15,27.02702
2022-06-16,30.93093
2022-06-17,34.53453
2022-06-18,12.01201
2022-06-19,11.71171
2022-06-20,18.91891
2022-06-21,21.92192
2022-06-22,21.02102
2022-06-23,24.62462
2022-06-24,21.02102
2022-06-25,13.21321
2022-06-26,7.5075
2022-06-27,14.71471
2022-06-28,16.21621
2022-06-29,14.71471
2022-06-30,15.91591
2022-07-01,15.31531
2022-07-02,12.01201
2022-07-03,5.7057
2022-07-04,13.21321
2022-07-05,18.01801
2022-07-06,18.91891
2022-07-07,15.61561
2022-07-08,12.01201
2022-07-09,7.2072
2022-07-10,5.1051
2022-07-11,14.71471
2022-07-12,17.11711
2022-07-13,10.51051
2022-07-14,13.51351
2022-07-15,11.11111
2022-07-16,11.11111
2022-07-17,8.4084
2022-07-18,12.91291
2022-07-19,15.31531
2022-07-20,21.02102
2022-07-21,26.12612
2022-07-22,21.32132
2022-07-23,9.009
2022-07-24,6.6066
2022-07-25,16.21621
2022-07-26,22.52252
2022-07-27,15.91591
2022-07-28,19.21921
2022-07-29,12.01201
2022-07-30,11.11111
2022-07-31,12.91291
2022-08-01,14.71471
2022-08-02,19.51951
2022-08-03,20.12012
2022-08-04,28.52852
2022-08-05,15.61561
2022-08-06,14.41441
2022-08-07,10.81081
2022-08-08,21.32132
2022-08-09,13.51351
2022-08-10,17.71771
2022-08-11,22.52252
2022-08-12,16.21621
2022-08-13,14.71471
2022-08-14,10.51051
2022-08-15,15.31531
2022-08-16,22.52252
2022-08-17,26.12612
2022-08-18,23.12312
2022-08-19,21.62162
2022-08-20,5.7057
2022-08-21,9.3093
2022-08-22,14.41441
2022-08-23,21.32132
2022-08-24,15.01501
2022-08-25,14.71471
2022-08-26,16.81681
2022-08-27,13.81381
2022-08-28,8.4084
2022-08-29,19.51951
2022-08-30,14.41441
2022-08-31,19.81981
2022-09-01,19.81981
2022-09-02,21.02102
2022-09-03,13.51351
2022-09-04,11.11111
2022-09-05,13.21321
2022-09-06,15.31531
2022-09-07,21.92192
2022-09-08,15.91591
2022-09-09,9.9099
2022-09-10,7.8078
2022-09-11,11.11111
2022-09-12,11.71171
2022-09-13,21.32132
2022-09-14,31.23123
2022-09-15,18.61861
2022-09-16,17.71771
2022-09-17,9.9099
2022-09-18,9.009
2022-09-19,15.61561
2022-09-20,17.41741
2022-09-21,15.91591
2022-09-22,16.21621
2022-09-23,20.42042
2022-09-24,12.01201
2022-09-25,12.61261
2022-09-26,23.12312
2022-09-27,19.81981
2022-09-28,26.42642
2022-09-29,20.12012
2022-09-30,18.91891
2022-10-01,14.71471
2022-10-02,12.31231
2022-10-03,17.41741
2022-10-04,18.31831
2022-10-05,18.01801
2022-10-06,13.51351
2022-10-07,11.41141
2022-10-08,12.61261
2022-10-09,8.1081
2022-10-10,10.21021
2022-10-11,22.22222
2022-10-12,15.01501
2022-10-13,18.31831
2022-10-14,20.12012
2022-10-15,9.009
2022-10-16,10.51051
2022-10-17,16.51651
2022-10-18,20.12012
2022-10-19,11.11111
2022-10-20,9.9099
2022-10-21,9.9099
2022-10-22,12.31231
2022-10-23,8.1081
2022-10-24,9.009
2022-10-25,18.31831
2022-10-26,21.92192
2022-10-27,16.21621
2022-10-28,15.01501
2022-10-29,8.1081
2022-10-30,11.71171
2022-10-31,14.41441
2022-11-01,15.91591
2022-11-02,17.71771
2022-11-03,14.41441
2022-11-04,18.61861
2022-11-05,9.3093
2022-11-06,7.8078
2022-11-07,11.71171
2022-11-08,18.31831
2022-11-09,18.01801
2022-11-10,20.42042
2022-11-11,40.24024
2022-11-12,17.71771
2022-11-13,11.11111
2022-11-14,15.91591
2022-11-15,18.91891
2022-11-16,17.11711
2022-11-17,12.31231
2022-11-18,10.21021
2022-11-19,8.1081
2022-11-20,6.6066
2022-11-21,11.41141
2022-11-22,12.91291
2022-11-23,10.51051
2022-11-24,12.91291
2022-11-25,10.51051
2022-11-26,6.9069
2022-11-27,9.009
2022-11-28,13.81381
2022-11-29,11.11111
2022-11-30,14.11411
2022-12-01,18.91891
2022-12-02,14.11411
2022-12-03,5.7057
2022-12-04,8.1081
2022-12-05,10.81081
2022-12-06,12.61261
2022-12-07,11.11111
2022-12-08,12.91291
2022-12-09,12.91291
2022-12-10,9.6096
2022-12-11,6.9069
2022-12-12,13.51351
2022-12-13,11.71171
2022-12-14,12.01201
2022-12-15,12.01201
2022-12-16,14.41441
2022-12-17,12.91291
2022-12-18,8.7087
2022-12-19,15.91591
2022-12-20,20.72072
2022-12-21,18.31831
2022-12-22,13.51351
2022-12-23,20.42042
2022-12-24,5.7057
2022-12-25,11.11111
2022-12-26,13.81381
2022-12-27,21.32132
2022-12-28,21.02102
2022-12-29,23.42342
2022-12-30,12.91291
2022-12-31,9.009
2023-01-01,9.009
2023-01-02,17.11711
2023-01-03,18.91891
2023-01-04,21.92192
2023-01-05,15.91591
2023-01-06,19.51951
2023-01-07,12.01201
2023-01-08,11.71171
2023-01-09,17.41741
2023-01-10,25.22522
2023-01-11,23.72372
2023-01-12,20.12012
2023-01-13,16.51651
2023-01-14,10.21021
2023-01-15,13.21321
2023-01-16,22.82282
2023-01-17,19.81981
2023-01-18,19.21921
2023-01-19,12.31231
2023-01-20,14.41441
2023-01-21,11.71171
2023-01-22,7.2072
2023-01-23,10.81081
2023-01-24,22.82282
2023-01-25,29.42942
2023-01-26,24.92492
2023-01-27,28.52852
2023-01-28,23.42342
2023-01-29,13.51351
2023-01-30,25.82582
2023-01-31,23.12312
2023-02-01,19.21921
2023-02-02,28.52852
2023-02-03,39.93993
2023-02-04,13.81381
2023-02-05,18.01801
2023-02-06,18.91891
2023-02-07,26.42642
2023-02-08,31.53153
2023-02-09,21.92192
2023-02-10,25.22522
2023-02-11,15.61561
2023-02-12,14.11411
2023-02-13,13.51351
2023-02-14,20.42042
2023-02-15,21.92192
2023-02-16,15.61561
2023-02-17,15.31531
2023-02-18,12.01201
2023-02-19,11.11111
2023-02-20,18.01801
2023-02-21,18.01801
2023-02-22,21.32132
2023-02-23,14.71471
2023-02-24,15.31531
2023-02-25,13.81381
2023-02-26,10.21021
2023-02-27,17.41741
2023-02-28,18.01801
2023-03-01,10.51051
2023-03-02,16.51651
2023-03-03,11.41141
2023-03-04,9.9099
2023-03-05,9.9099
2023-03-06,13.21321
2023-03-07,13.51351
2023-03-08,16.81681
2023-03-09,16.21621
2023-03-10,15.91591
2023-03-11,5.7057
2023-03-12,8.4084
2023-03-13,13.51351
2023-03-14,12.61261
2023-03-15,16.81681
2023-03-16,12.31231
2023-03-17,16.51651
2023-03-18,8.4084
2023-03-19,11.41141
2023-03-20,17.11711
2023-03-21,17.41741
2023-03-22,20.72072
2023-03-23,26.72672
2023-03-24,17.11711
2023-03-25,12.91291
2023-03-26,8.1081
2023-03-27,15.31531
2023-03-28,12.91291
2023-03-29,19.51951
2023-03-30,17.71771
2023-03-31,13.81381
2023-04-01,12.91291
2023-04-02,8.1081
2023-04-03,15.01501
2023-04-04,18.31831
2023-04-05,13.51351
2023-04-06,13.81381
2023-04-07,14.41441
2023-04-08,4.2042
2023-04-09,9.3093
2023-04-10,15.31531
2023-04-11,20.12012
2023-04-12,19.51951
2023-04-13,18.01801
2023-04-14,18.91891
2023-04-15,7.8078
2023-04-16,9.9099
2023-04-17,11.11111
2023-04-18,15.01501
2023-04-19,13.21321
2023-04-20,11.41141
2023-04-21,12.91291
2023-04-22,5.4054
2023-04-23,8.1081
2023-04-24,11.41141
2023-04-25,12.01201
2023-04-26,14.41441
2023-04-27,12.61261
2023-04-28,12.61261
2023-04-29,8.4084
2023-04-30,6.006
2023-05-01,12.61261
2023-05-02,25.22522
2023-05-03,23.72372
2023-05-04,16.81681
2023-05-05,12.61261
2023-05-06,13.81381
2023-05-07,8.7087
2023-05-08,19.81981
2023-05-09,14.41441
2023-05-10,16.51651
2023-05-11,19.81981
2023-05-12,19.51951
2023-05-13,9.6096
2023-05-14,6.6066
2023-05-15,16.21621
2023-05-16,12.91291
2023-05-17,16.21621
2023-05-18,25.82582
2023-05-19,31.53153
2023-05-20,11.41141
2023-05-21,10.81081
2023-05-22,17.11711
2023-05-23,26.12612
2023-05-24,16.21621
2023-05-25,20.42042
2023-05-26,28.22822
2023-05-27,18.31831
2023-05-28,12.31231
