date,쓰리잡
2020-07-15,45.58404
2020-07-16,44.72934
2020-07-17,45.29914
2020-07-18,9.1168
2020-07-19,21.93732
2020-07-20,51.28205
2020-07-21,56.12535
2020-07-22,52.42165
2020-07-23,47.86324
2020-07-24,48.71794
2020-07-25,13.39031
2020-07-26,15.66951
2020-07-27,55.27065
2020-07-28,57.26495
2020-07-29,53.56125
2020-07-30,53.27635
2020-07-31,44.15954
2020-08-01,15.09971
2020-08-02,19.08831
2020-08-03,50.42735
2020-08-04,56.98005
2020-08-05,45.86894
2020-08-06,41.31054
2020-08-07,54.70085
2020-08-08,8.8319
2020-08-09,6.2678
2020-08-10,52.70655
2020-08-11,52.70655
2020-08-12,49.28774
2020-08-13,45.29914
2020-08-14,47.29344
2020-08-15,18.23361
2020-08-16,18.23361
2020-08-17,32.47863
2020-08-18,59.82905
2020-08-19,49.85754
2020-08-20,57.26495
2020-08-21,40.74074
2020-08-22,18.80341
2020-08-23,14.52991
2020-08-24,52.99145
2020-08-25,43.58974
2020-08-26,54.13105
2020-08-27,47.00854
2020-08-28,41.31054
2020-08-29,5.9829
2020-08-30,19.08831
2020-08-31,49.85754
2020-09-01,54.98575
2020-09-02,46.72364
2020-09-03,49.28774
2020-09-04,48.43304
2020-09-05,11.39601
2020-09-06,15.09971
2020-09-07,54.41595
2020-09-08,51.56695
2020-09-09,60.39886
2020-09-10,44.15954
2020-09-11,55.27065
2020-09-12,17.94871
2020-09-13,24.78632
2020-09-14,57.54985
2020-09-15,52.42165
2020-09-16,48.14814
2020-09-17,54.98575
2020-09-18,56.98005
2020-09-19,17.94871
2020-09-20,14.24501
2020-09-21,42.16524
2020-09-22,47.57834
2020-09-23,54.41595
2020-09-24,46.43874
2020-09-25,45.01424
2020-09-26,15.66951
2020-09-27,14.24501
2020-09-28,46.15384
2020-09-29,39.88603
2020-09-30,6.8376
2020-10-01,5.1282
2020-10-02,13.10541
2020-10-03,2.2792
2020-10-04,15.38461
2020-10-05,39.88603
2020-10-06,50.42735
2020-10-07,45.58404
2020-10-08,50.42735
2020-10-09,25.07122
2020-10-10,19.94301
2020-10-11,14.52991
2020-10-12,50.71225
2020-10-13,42.73504
2020-10-14,47.00854
2020-10-15,42.16524
2020-10-16,40.74074
2020-10-17,16.52421
2020-10-18,15.09971
2020-10-19,41.31054
2020-10-20,49.00284
2020-10-21,51.85185
2020-10-22,54.13105
2020-10-23,39.60113
2020-10-24,7.6923
2020-10-25,23.64672
2020-10-26,49.57264
2020-10-27,48.14814
2020-10-28,50.99715
2020-10-29,49.00284
2020-10-30,41.88034
2020-10-31,23.93162
2020-11-01,29.05982
2020-11-02,55.27065
2020-11-03,50.71225
2020-11-04,51.85185
2020-11-05,42.45014
2020-11-06,44.44444
2020-11-07,12.82051
2020-11-08,20.22792
2020-11-09,48.71794
2020-11-10,49.85754
2020-11-11,43.01994
2020-11-12,49.00284
2020-11-13,44.15954
2020-11-14,4.5584
2020-11-15,14.52991
2020-11-16,57.26495
2020-11-17,42.73504
2020-11-18,41.31054
2020-11-19,49.57264
2020-11-20,37.89173
2020-11-21,21.36752
2020-11-22,19.37321
2020-11-23,49.85754
2020-11-24,45.29914
2020-11-25,42.45014
2020-11-26,36.46723
2020-11-27,48.71794
2020-11-28,16.80911
2020-11-29,20.22792
2020-11-30,43.87464
2020-12-01,48.43304
2020-12-02,46.72364
2020-12-03,54.41595
2020-12-04,41.59544
2020-12-05,11.11111
2020-12-06,10.82621
2020-12-07,38.46153
2020-12-08,38.46153
2020-12-09,45.29914
2020-12-10,47.00854
2020-12-11,39.88603
2020-12-12,9.6866
2020-12-13,22.50712
2020-12-14,55.84045
2020-12-15,43.58974
2020-12-16,41.88034
2020-12-17,41.02564
2020-12-18,42.16524
2020-12-19,17.09401
2020-12-20,16.80911
2020-12-21,43.30484
2020-12-22,47.86324
2020-12-23,50.99715
2020-12-24,45.29914
2020-12-25,16.52421
2020-12-26,19.08831
2020-12-27,29.05982
2020-12-28,43.30484
2020-12-29,53.27635
2020-12-30,43.30484
2020-12-31,34.47293
2021-01-01,11.39601
2021-01-02,15.09971
2021-01-03,16.80911
2021-01-04,48.71794
2021-01-05,42.16524
2021-01-06,48.43304
2021-01-07,43.58974
2021-01-08,40.74074
2021-01-09,10.82621
2021-01-10,10.25641
2021-01-11,41.02564
2021-01-12,41.88034
2021-01-13,48.71794
2021-01-14,45.29914
2021-01-15,43.87464
2021-01-16,13.10541
2021-01-17,13.10541
2021-01-18,58.11965
2021-01-19,52.42165
2021-01-20,48.71794
2021-01-21,48.71794
2021-01-22,39.60113
2021-01-23,10.25641
2021-01-24,9.9715
2021-01-25,55.27065
2021-01-26,48.14814
2021-01-27,37.03703
2021-01-28,39.03133
2021-01-29,38.74643
2021-01-30,2.849
2021-01-31,8.8319
2021-02-01,37.03703
2021-02-02,48.43304
2021-02-03,44.15954
2021-02-04,38.17663
2021-02-05,42.45014
2021-02-06,3.7037
2021-02-07,5.9829
2021-02-08,45.58404
2021-02-09,39.31623
2021-02-10,25.07122
2021-02-11,2.5641
2021-02-12,2.849
2021-02-14,10.82621
2021-02-15,55.27065
2021-02-16,42.45014
2021-02-17,38.17663
2021-02-18,43.58974
2021-02-19,35.32763
2021-02-20,3.1339
2021-02-21,7.4074
2021-02-22,40.45584
2021-02-23,42.73504
2021-02-24,45.01424
2021-02-25,38.46153
2021-02-26,29.91452
2021-02-27,5.4131
2021-02-28,4.2735
2021-03-01,8.2621
2021-03-02,34.75783
2021-03-03,32.47863
2021-03-04,41.88034
2021-03-05,39.31623
2021-03-06,7.4074
2021-03-07,11.11111
2021-03-08,41.02564
2021-03-09,42.16524
2021-03-10,42.45014
2021-03-11,47.29344
2021-03-12,36.75213
2021-03-13,7.4074
2021-03-14,6.2678
2021-03-15,41.02564
2021-03-16,45.29914
2021-03-17,48.71794
2021-03-18,43.30484
2021-03-19,34.75783
2021-03-20,4.8433
2021-03-21,5.4131
2021-03-22,39.88603
2021-03-23,38.74643
2021-03-24,34.47293
2021-03-25,36.46723
2021-03-26,26.21082
2021-03-27,8.547
2021-03-28,7.6923
2021-03-29,39.60113
2021-03-30,43.58974
2021-03-31,36.75213
2021-04-01,39.03133
2021-04-02,31.05413
2021-04-03,4.2735
2021-04-04,5.698
2021-04-05,39.88603
2021-04-06,39.31623
2021-04-07,35.89743
2021-04-08,30.19943
2021-04-09,35.32763
2021-04-10,6.5527
2021-04-11,13.96011
2021-04-12,48.43304
2021-04-13,45.29914
2021-04-14,32.76353
2021-04-15,37.32193
2021-04-16,36.46723
2021-04-17,5.9829
2021-04-18,7.1225
2021-04-19,47.00854
2021-04-20,28.20512
2021-04-21,45.01424
2021-04-22,37.60683
2021-04-23,33.04843
2021-04-24,9.1168
2021-04-25,11.39601
2021-04-26,40.74074
2021-04-27,44.44444
2021-04-28,37.89173
2021-04-29,33.04843
2021-04-30,20.22792
2021-05-01,4.5584
2021-05-02,9.9715
2021-05-03,37.32193
2021-05-04,20.79772
2021-05-05,6.5527
2021-05-06,31.62393
2021-05-07,27.92022
2021-05-08,7.4074
2021-05-09,7.4074
2021-05-10,36.46723
2021-05-11,36.18233
2021-05-12,38.46153
2021-05-13,29.34472
2021-05-14,32.47863
2021-05-15,9.9715
2021-05-16,10.54131
2021-05-17,39.60113
2021-05-18,30.48433
2021-05-19,7.1225
2021-05-20,40.17094
2021-05-21,34.47293
2021-05-22,6.2678
2021-05-23,4.2735
2021-05-24,39.03133
2021-05-25,35.32763
2021-05-26,42.45014
2021-05-27,39.31623
2021-05-28,33.90313
2021-05-29,7.1225
2021-05-30,7.9772
2021-05-31,41.02564
2021-06-01,37.60683
2021-06-02,29.34472
2021-06-03,36.46723
2021-06-04,37.32193
2021-06-05,6.8376
2021-06-06,19.94301
2021-06-07,41.02564
2021-06-08,40.17094
2021-06-09,40.17094
2021-06-10,37.89173
2021-06-11,35.04273
2021-06-12,6.8376
2021-06-13,9.1168
2021-06-14,45.29914
2021-06-15,41.88034
2021-06-16,39.31623
2021-06-17,29.62962
2021-06-18,29.05982
2021-06-19,3.7037
2021-06-20,4.5584
2021-06-21,38.46153
2021-06-22,40.45584
2021-06-23,37.60683
2021-06-24,30.48433
2021-06-25,31.90883
2021-06-26,4.8433
2021-06-27,6.2678
2021-06-28,44.44444
2021-06-29,33.04843
2021-06-30,35.32763
2021-07-01,30.76923
2021-07-02,37.89173
2021-07-03,4.8433
2021-07-04,8.8319
2021-07-05,41.31054
2021-07-06,42.73504
2021-07-07,36.46723
2021-07-08,49.00284
2021-07-09,35.04273
2021-07-10,4.2735
2021-07-11,6.5527
2021-07-12,41.88034
2021-07-13,34.47293
2021-07-14,41.59544
2021-07-15,37.32193
2021-07-16,43.30484
2021-07-17,6.5527
2021-07-18,8.2621
2021-07-19,40.45584
2021-07-20,47.86324
2021-07-21,36.46723
2021-07-22,38.46153
2021-07-23,32.76353
2021-07-24,6.5527
2021-07-25,8.547
2021-07-26,45.58404
2021-07-27,51.28205
2021-07-28,46.72364
2021-07-29,36.18233
2021-07-30,30.76923
2021-07-31,7.1225
2021-08-01,8.8319
2021-08-02,33.61823
2021-08-03,32.76353
2021-08-04,34.47293
2021-08-05,32.47863
2021-08-06,38.74643
2021-08-07,5.1282
2021-08-08,9.9715
2021-08-09,48.71794
2021-08-10,33.90313
2021-08-11,36.18233
2021-08-12,31.33903
2021-08-13,28.20512
2021-08-14,5.9829
2021-08-15,3.1339
2021-08-16,9.9715
2021-08-17,43.01994
2021-08-18,44.15954
2021-08-19,42.45014
2021-08-20,36.75213
2021-08-21,5.1282
2021-08-22,7.4074
2021-08-23,39.60113
2021-08-24,37.60683
2021-08-25,31.05413
2021-08-26,38.46153
2021-08-27,33.33333
2021-08-28,5.1282
2021-08-29,3.1339
2021-08-30,34.75783
2021-08-31,38.17663
2021-09-01,40.17094
2021-09-02,36.75213
2021-09-03,36.46723
2021-09-04,3.9886
2021-09-05,3.7037
2021-09-06,45.01424
2021-09-07,39.60113
2021-09-08,40.17094
2021-09-09,38.74643
2021-09-10,33.04843
2021-09-11,3.9886
2021-09-12,5.9829
2021-09-13,37.03703
2021-09-14,35.61253
2021-09-15,38.17663
2021-09-16,41.59544
2021-09-17,26.49572
2021-09-18,1.4245
2021-09-19,3.7037
2021-09-20,4.5584
2021-09-21,5.1282
2021-09-22,6.5527
2021-09-23,31.62393
2021-09-24,30.48433
2021-09-25,5.1282
2021-09-26,4.5584
2021-09-27,47.86324
2021-09-28,42.16524
2021-09-29,39.60113
2021-09-30,33.61823
2021-10-01,36.18233
2021-10-02,5.4131
2021-10-03,3.1339
2021-10-04,11.11111
2021-10-05,40.17094
2021-10-06,37.32193
2021-10-07,34.18803
2021-10-08,29.91452
2021-10-09,3.9886
2021-10-10,6.8376
2021-10-11,2.5641
2021-10-12,36.75213
2021-10-13,39.03133
2021-10-14,33.61823
2021-10-15,33.90313
2021-10-16,9.1168
2021-10-17,7.6923
2021-10-18,34.47293
2021-10-19,34.75783
2021-10-20,36.46723
2021-10-21,39.60113
2021-10-22,33.04843
2021-10-23,3.1339
2021-10-24,3.1339
2021-10-25,29.62962
2021-10-26,33.90313
2021-10-27,31.33903
2021-10-28,35.61253
2021-10-29,35.32763
2021-10-30,3.9886
2021-10-31,6.8376
2021-11-01,33.04843
2021-11-02,37.89173
2021-11-03,37.89173
2021-11-04,44.15954
2021-11-05,34.18803
2021-11-06,3.9886
2021-11-07,9.4017
2021-11-08,37.60683
2021-11-09,42.45014
2021-11-10,41.02564
2021-11-11,37.89173
2021-11-12,31.33903
2021-11-13,4.2735
2021-11-14,5.4131
2021-11-15,45.01424
2021-11-16,43.58974
2021-11-17,38.74643
2021-11-18,37.60683
2021-11-19,41.02564
2021-11-20,4.2735
2021-11-21,5.698
2021-11-22,31.90883
2021-11-23,40.17094
2021-11-24,35.61253
2021-11-25,36.75213
2021-11-26,33.90313
2021-11-27,4.5584
2021-11-28,6.2678
2021-11-29,35.04273
2021-11-30,35.61253
2021-12-01,37.60683
2021-12-02,30.19943
2021-12-03,31.90883
2021-12-04,6.8376
2021-12-05,6.5527
2021-12-06,40.17094
2021-12-07,33.61823
2021-12-08,37.03703
2021-12-09,31.62393
2021-12-10,35.32763
2021-12-11,16.23931
2021-12-12,19.37321
2021-12-13,59.25925
2021-12-14,52.13675
2021-12-15,46.72364
2021-12-16,43.30484
2021-12-17,44.44444
2021-12-18,14.24501
2021-12-19,19.65811
2021-12-20,55.27065
2021-12-21,54.98575
2021-12-22,58.11965
2021-12-23,50.14245
2021-12-24,27.63532
2021-12-25,13.10541
2021-12-26,16.80911
2021-12-27,47.00854
2021-12-28,53.56125
2021-12-29,49.57264
2021-12-30,47.00854
2021-12-31,32.47863
2022-01-01,20.51282
2022-01-02,15.09971
2022-01-03,58.68945
2022-01-04,43.30484
2022-01-05,46.15384
2022-01-06,48.14814
2022-01-07,51.85185
2022-01-08,22.50712
2022-01-09,22.22222
2022-01-10,47.86324
2022-01-11,54.13105
2022-01-12,52.99145
2022-01-13,51.56695
2022-01-14,48.71794
2022-01-15,20.22792
2022-01-16,25.35612
2022-01-17,60.39886
2022-01-18,54.41595
2022-01-19,50.42735
2022-01-20,63.53276
2022-01-21,47.86324
2022-01-22,21.65242
2022-01-23,26.49572
2022-01-24,64.10256
2022-01-25,69.80056
2022-01-26,55.84045
2022-01-27,58.97435
2022-01-28,57.26495
2022-01-29,36.75213
2022-01-30,29.05982
2022-01-31,27.63532
2022-02-01,31.33903
2022-02-02,34.47293
2022-02-03,70.08547
2022-02-04,70.65527
2022-02-05,38.46153
2022-02-06,40.17094
2022-02-07,74.07407
2022-02-08,66.38176
2022-02-09,63.81766
2022-02-10,70.37037
2022-02-11,60.96866
2022-02-12,32.47863
2022-02-13,36.18233
2022-02-14,70.08547
2022-02-15,68.09116
2022-02-16,75.49857
2022-02-17,79.77207
2022-02-18,65.52706
2022-02-19,45.29914
2022-02-20,48.14814
2022-02-21,76.06837
2022-02-22,74.35897
2022-02-23,77.49287
2022-02-24,79.20227
2022-02-25,65.52706
2022-02-26,35.32763
2022-02-27,44.15954
2022-02-28,70.94017
2022-03-01,45.58404
2022-03-02,72.93447
2022-03-03,70.65527
2022-03-04,70.65527
2022-03-05,40.17094
2022-03-06,49.57264
2022-03-07,72.36467
2022-03-08,66.95156
2022-03-09,61.53846
2022-03-10,92.30769
2022-03-11,70.65527
2022-03-12,46.43874
2022-03-13,53.27635
2022-03-14,85.75498
2022-03-15,82.33618
2022-03-16,87.74928
2022-03-17,86.32478
2022-03-18,77.77777
2022-03-19,39.88603
2022-03-20,60.39886
2022-03-21,92.59259
2022-03-22,75.21367
2022-03-23,83.19088
2022-03-24,76.63817
2022-03-25,83.47578
2022-03-26,47.57834
2022-03-27,50.14245
2022-03-28,76.63817
2022-03-29,85.75498
2022-03-30,94.87179
2022-03-31,75.21367
2022-04-01,80.91168
2022-04-02,38.17663
2022-04-03,44.15954
2022-04-04,77.49287
2022-04-05,66.66666
2022-04-06,71.50997
2022-04-07,65.24216
2022-04-08,70.08547
2022-04-09,41.31054
2022-04-10,39.31623
2022-04-11,76.92307
2022-04-12,72.93447
2022-04-13,70.08547
2022-04-14,69.23076
2022-04-15,62.96296
2022-04-16,24.78632
2022-04-17,25.35612
2022-04-18,54.98575
2022-04-19,37.60683
2022-04-20,27.06552
2022-04-21,16.80911
2022-04-22,25.35612
2022-04-23,4.8433
2022-04-24,8.2621
2022-04-25,31.05413
2022-04-26,23.36182
2022-04-27,35.61253
2022-04-28,37.32193
2022-04-29,35.04273
2022-04-30,5.9829
2022-05-01,3.1339
2022-05-02,24.50142
2022-05-03,25.92592
2022-05-04,33.61823
2022-05-05,21.65242
2022-05-06,21.36752
2022-05-07,16.80911
2022-05-08,19.94301
2022-05-09,43.58974
2022-05-10,39.03133
2022-05-11,47.57834
2022-05-12,21.36752
2022-05-13,27.35042
2022-05-14,20.51282
2022-05-15,35.89743
2022-05-16,65.24216
2022-05-17,69.80056
2022-05-18,52.13675
2022-05-19,57.54985
2022-05-20,63.81766
2022-05-21,35.89743
2022-05-22,41.02564
2022-05-23,62.96296
2022-05-24,72.93447
2022-05-25,68.09116
2022-05-26,54.41595
2022-05-27,52.42165
2022-05-28,23.36182
2022-05-29,27.92022
2022-05-30,61.25356
2022-05-31,49.28774
2022-06-01,35.32763
2022-06-02,61.25356
2022-06-03,33.61823
2022-06-04,14.24501
2022-06-05,15.38461
2022-06-06,14.52991
2022-06-07,35.61253
2022-06-08,35.89743
2022-06-09,38.17663
2022-06-10,28.77492
2022-06-11,5.9829
2022-06-12,10.25641
2022-06-13,48.14814
2022-06-14,45.58404
2022-06-15,34.18803
2022-06-16,37.89173
2022-06-17,19.94301
2022-06-18,8.2621
2022-06-19,7.9772
2022-06-20,37.32193
2022-06-21,28.20512
2022-06-22,22.22222
2022-06-23,39.03133
2022-06-24,34.47293
2022-06-25,12.25071
2022-06-26,10.54131
2022-06-27,37.60683
2022-06-28,36.46723
2022-06-29,40.74074
2022-06-30,29.05982
2022-07-01,29.91452
2022-07-02,31.05413
2022-07-03,23.07692
2022-07-04,46.43874
2022-07-05,55.84045
2022-07-06,54.41595
2022-07-07,54.13105
2022-07-08,52.70655
2022-07-09,28.49002
2022-07-10,27.06552
2022-07-11,56.69515
2022-07-12,45.58404
2022-07-13,39.60113
2022-07-14,40.17094
2022-07-15,39.60113
2022-07-16,10.54131
2022-07-17,8.8319
2022-07-18,30.76923
2022-07-19,35.32763
2022-07-20,43.58974
2022-07-21,36.46723
2022-07-22,37.03703
2022-07-23,9.1168
2022-07-24,8.8319
2022-07-25,46.43874
2022-07-26,39.31623
2022-07-27,32.19373
2022-07-28,37.60683
2022-07-29,24.50142
2022-07-30,6.2678
2022-07-31,5.4131
2022-08-01,36.75213
2022-08-02,37.89173
2022-08-03,37.32193
2022-08-04,37.03703
2022-08-05,39.88603
2022-08-06,9.9715
2022-08-07,7.9772
2022-08-08,43.30484
2022-08-09,49.57264
2022-08-10,37.03703
2022-08-11,47.00854
2022-08-12,33.33333
2022-08-13,18.51851
2022-08-14,12.53561
2022-08-15,11.96581
2022-08-16,45.01424
2022-08-17,41.02564
2022-08-18,46.15384
2022-08-19,48.14814
2022-08-20,13.39031
2022-08-21,9.1168
2022-08-22,47.86324
2022-08-23,39.03133
2022-08-24,48.14814
2022-08-25,46.15384
2022-08-26,38.17663
2022-08-27,15.38461
2022-08-28,11.11111
2022-08-29,49.85754
2022-08-30,52.99145
2022-08-31,39.03133
2022-09-01,44.72934
2022-09-02,38.17663
2022-09-03,21.93732
2022-09-04,23.64672
2022-09-05,54.41595
2022-09-06,50.99715
2022-09-07,47.57834
2022-09-08,43.58974
2022-09-09,14.24501
2022-09-10,20.22792
2022-09-11,13.67521
2022-09-12,14.81481
2022-09-13,51.28205
2022-09-14,41.88034
2022-09-15,52.70655
2022-09-16,44.15954
2022-09-17,16.23931
2022-09-18,13.96011
2022-09-19,48.14814
2022-09-20,46.15384
2022-09-21,46.43874
2022-09-22,48.43304
2022-09-23,46.72364
2022-09-24,16.52421
2022-09-25,15.09971
2022-09-26,43.30484
2022-09-27,42.73504
2022-09-28,48.71794
2022-09-29,55.55555
2022-09-30,40.74074
2022-10-01,17.09401
2022-10-02,28.77492
2022-10-03,30.48433
2022-10-04,45.58404
2022-10-05,65.81196
2022-10-06,51.28205
2022-10-07,45.01424
2022-10-08,26.78062
2022-10-09,28.77492
2022-10-10,36.75213
2022-10-11,57.83475
2022-10-12,54.70085
2022-10-13,44.15954
2022-10-14,50.14245
2022-10-15,40.17094
2022-10-16,33.33333
2022-10-17,58.68945
2022-10-18,54.70085
2022-10-19,64.10256
2022-10-20,66.66666
2022-10-21,55.55555
2022-10-22,25.35612
2022-10-23,27.92022
2022-10-24,57.83475
2022-10-25,49.00284
2022-10-26,50.99715
2022-10-27,66.66666
2022-10-28,54.41595
2022-10-29,23.93162
2022-10-30,28.20512
2022-10-31,57.26495
2022-11-01,53.27635
2022-11-02,48.14814
2022-11-03,60.39886
2022-11-04,54.98575
2022-11-05,27.63532
2022-11-06,23.07692
2022-11-07,59.82905
2022-11-08,59.25925
2022-11-09,58.40455
2022-11-10,61.82336
2022-11-11,52.70655
2022-11-12,29.62962
2022-11-13,34.18803
2022-11-14,56.98005
2022-11-15,66.66666
2022-11-16,67.23646
2022-11-17,60.96866
2022-11-18,64.38746
2022-11-19,42.73504
2022-11-20,44.15954
2022-11-21,68.09116
2022-11-22,63.81766
2022-11-23,67.23646
2022-11-24,75.21367
2022-11-25,69.80056
2022-11-26,46.15384
2022-11-27,33.61823
2022-11-28,74.07407
2022-11-29,66.09686
2022-11-30,64.95726
2022-12-01,62.96296
2022-12-02,60.39886
2022-12-03,21.08262
2022-12-04,25.92592
2022-12-05,55.84045
2022-12-06,52.70655
2022-12-07,66.66666
2022-12-08,72.64957
2022-12-09,62.96296
2022-12-10,39.03133
2022-12-11,35.32763
2022-12-12,67.80626
2022-12-13,72.07977
2022-12-14,70.65527
2022-12-15,68.94586
2022-12-16,56.12535
2022-12-17,22.79202
2022-12-18,41.31054
2022-12-19,64.95726
2022-12-20,66.95156
2022-12-21,71.79487
2022-12-22,74.07407
2022-12-23,58.97435
2022-12-24,30.19943
2022-12-25,32.19373
2022-12-26,59.25925
2022-12-27,53.56125
2022-12-28,67.23646
2022-12-29,66.38176
2022-12-30,49.57264
2022-12-31,28.77492
2023-01-01,39.88603
2023-01-02,56.69515
2023-01-03,56.12535
2023-01-04,58.11965
2023-01-05,59.25925
2023-01-06,52.42165
2023-01-07,41.59544
2023-01-08,37.03703
2023-01-09,69.51566
2023-01-10,65.81196
2023-01-11,55.27065
2023-01-12,68.66096
2023-01-13,52.42165
2023-01-14,22.22222
2023-01-15,25.07122
2023-01-16,59.82905
2023-01-17,64.67236
2023-01-18,67.80626
2023-01-19,57.26495
2023-01-20,50.99715
2023-01-21,23.07692
2023-01-22,16.52421
2023-01-23,22.22222
2023-01-24,21.93732
2023-01-25,62.10826
2023-01-26,57.54985
2023-01-27,64.67236
2023-01-28,20.51282
2023-01-29,30.48433
2023-01-30,56.69515
2023-01-31,61.82336
2023-02-01,58.11965
2023-02-02,68.37606
2023-02-03,48.71794
2023-02-04,28.77492
2023-02-05,32.47863
2023-02-06,60.11396
2023-02-07,61.53846
2023-02-08,71.22507
2023-02-09,70.94017
2023-02-10,62.96296
2023-02-11,56.98005
2023-02-12,46.15384
2023-02-13,72.93447
2023-02-14,64.67236
2023-02-15,64.38746
2023-02-16,64.67236
2023-02-17,58.97435
2023-02-18,42.16524
2023-02-19,43.58974
2023-02-20,57.54985
2023-02-21,51.28205
2023-02-22,60.39886
2023-02-23,58.11965
2023-02-24,55.84045
2023-02-25,21.65242
2023-02-26,38.74643
2023-02-27,58.97435
2023-02-28,59.25925
2023-03-01,39.31623
2023-03-02,69.51566
2023-03-03,54.70085
2023-03-04,32.19373
2023-03-05,33.61823
2023-03-06,59.54415
2023-03-07,60.39886
2023-03-08,55.55555
2023-03-09,60.96866
2023-03-10,53.27635
2023-03-11,24.21652
2023-03-12,28.77492
2023-03-13,57.54985
2023-03-14,58.11965
2023-03-15,55.55555
2023-03-16,60.11396
2023-03-17,47.57834
2023-03-18,27.06552
2023-03-19,24.78632
2023-03-20,86.60968
2023-03-21,100.0
2023-03-22,68.66096
2023-03-23,69.80056
2023-03-24,60.96866
2023-03-25,27.63532
2023-03-26,29.05982
2023-03-27,62.67806
2023-03-28,58.40455
2023-03-29,48.71794
2023-03-30,68.09116
2023-03-31,50.14245
2023-04-01,31.62393
2023-04-02,32.47863
2023-04-03,55.84045
2023-04-04,53.56125
2023-04-05,64.95726
2023-04-06,49.85754
2023-04-07,61.82336
2023-04-08,27.06552
2023-04-09,39.31623
2023-04-10,50.14245
2023-04-11,54.13105
2023-04-12,59.54415
2023-04-13,54.98575
2023-04-14,52.42165
2023-04-15,25.07122
2023-04-16,31.33903
2023-04-17,55.27065
2023-04-18,56.98005
2023-04-19,55.55555
2023-04-20,54.13105
2023-04-21,49.00284
2023-04-22,30.76923
2023-04-23,16.80911
2023-04-24,40.45584
2023-04-25,46.15384
2023-04-26,47.29344
2023-04-27,32.47863
2023-04-28,36.46723
2023-04-29,19.65811
2023-04-30,18.23361
2023-05-01,27.35042
2023-05-02,40.17094
2023-05-03,35.89743
2023-05-04,32.47863
2023-05-05,16.23931
2023-05-06,16.52421
2023-05-07,24.50142
2023-05-08,33.33333
2023-05-09,45.29914
2023-05-10,46.43874
2023-05-11,47.00854
2023-05-12,43.87464
2023-05-13,25.64102
2023-05-14,33.04843
2023-05-15,44.44444
2023-05-16,45.58404
2023-05-17,49.00284
2023-05-18,49.00284
2023-05-19,45.29914
2023-05-20,17.66381
2023-05-21,29.62962
2023-05-22,44.44444
2023-05-23,46.43874
2023-05-24,50.99715
2023-05-25,48.14814
2023-05-26,40.17094
2023-05-27,9.1168
2023-05-28,13.39031
2023-05-29,21.65242
