date,증권투자권유대행인
2023-05-29,3.42496
2023-05-30,3.96575
2023-05-31,3.2447
2023-06-01,4.55159
2023-06-02,2.34339
2023-06-03,1.53222
2023-06-04,2.61378
2023-06-05,3.92068
2023-06-06,3.28977
2023-06-07,3.83055
2023-06-08,5.22757
2023-06-09,3.83055
2023-06-10,3.01937
2023-06-11,3.51509
2023-06-12,5.49797
2023-06-13,4.95718
2023-06-14,4.2812
2023-06-15,4.50653
2023-06-16,4.32627
2023-06-17,2.56872
2023-06-18,3.60522
2023-06-19,5.13744
2023-06-20,5.5881
2023-06-21,4.55159
2023-06-22,7.30058
2023-06-23,4.64173
2023-06-24,3.1095
2023-06-25,2.65885
2023-06-26,5.72329
2023-06-27,5.90356
2023-06-28,5.18251
2023-06-29,5.5881
2023-06-30,4.91212
2023-07-01,3.65029
2023-07-02,4.19107
2023-07-03,6.17395
2023-07-04,6.66967
2023-07-05,5.54303
2023-07-06,6.57954
2023-07-07,4.82199
2023-07-08,2.74898
2023-07-09,3.01937
2023-07-10,6.21901
2023-07-11,4.82199
2023-07-12,4.77692
2023-07-13,5.00225
2023-07-14,5.36277
2023-07-15,3.1095
2023-07-16,3.78548
2023-07-17,6.89499
2023-07-18,6.84993
2023-07-19,5.76836
2023-07-20,4.86705
2023-07-21,4.37133
2023-07-22,5.36277
2023-07-23,5.40784
2023-07-24,8.24695
2023-07-25,7.21045
2023-07-26,7.34565
2023-07-27,4.95718
2023-07-28,5.72329
2023-07-29,3.56016
2023-07-30,5.22757
2023-07-31,8.20189
2023-08-01,8.24695
2023-08-02,8.29202
2023-08-03,8.74267
2023-08-04,7.21045
2023-08-05,5.90356
2023-08-06,9.59891
2023-08-07,43.08246
2023-08-08,20.82018
2023-08-09,18.92744
2023-08-10,14.6913
2023-08-11,18.47679
2023-08-12,5.49797
2023-08-13,7.03019
2023-08-14,12.52816
2023-08-15,5.85849
2023-08-16,7.03019
2023-08-17,7.70617
2023-08-18,6.12888
2023-08-19,5.27264
2023-08-20,6.35421
2023-08-21,9.46372
2023-08-22,8.8328
2023-08-23,6.94006
2023-08-24,7.52591
2023-08-25,6.44434
2023-08-26,4.86705
2023-08-27,8.51735
2023-08-28,13.24921
2023-08-29,10.90581
2023-08-30,10.1397
2023-08-31,10.81568
2023-09-01,11.44659
2023-09-02,19.1077
2023-09-03,27.67012
2023-09-04,10.18476
2023-09-05,5.85849
2023-09-06,5.09238
2023-09-07,5.18251
2023-09-08,4.10094
2023-09-09,2.83911
2023-09-10,3.19963
2023-09-11,6.35421
2023-09-12,6.6246
2023-09-13,11.89725
2023-09-14,51.96034
2023-09-15,9.37359
2023-09-16,4.19107
2023-09-17,4.2812
2023-09-18,8.06669
2023-09-19,4.95718
2023-09-20,4.46146
2023-09-21,3.47003
2023-09-22,3.2447
2023-09-23,1.80261
2023-09-24,4.01081
2023-09-25,4.14601
2023-09-26,2.70392
2023-09-27,2.34339
2023-09-28,1.35196
2023-09-29,1.21676
2023-09-30,1.12663
2023-10-01,1.08156
2023-10-02,1.48715
2023-10-03,2.11807
2023-10-04,3.60522
2023-10-05,5.4529
2023-10-06,2.70392
2023-10-07,1.57728
2023-10-08,1.66741
2023-10-09,2.02794
2023-10-10,2.83911
2023-10-11,2.97431
2023-10-12,3.28977
2023-10-13,2.38846
2023-10-14,2.47859
2023-10-15,2.34339
2023-10-16,3.92068
2023-10-17,2.52365
2023-10-18,3.1095
2023-10-19,1.9378
2023-10-20,2.16313
2023-10-21,1.0365
2023-10-22,1.39702
2023-10-23,3.3799
2023-10-24,2.56872
2023-10-25,3.74042
2023-10-26,3.47003
2023-10-27,2.2082
2023-10-28,1.48715
2023-10-29,1.98287
2023-10-30,3.47003
2023-10-31,3.56016
2023-11-01,2.61378
2023-11-02,2.38846
2023-11-03,1.66741
2023-11-04,1.57728
2023-11-05,2.29833
2023-11-06,3.83055
2023-11-07,2.88418
2023-11-08,3.01937
2023-11-09,3.06444
2023-11-10,2.47859
2023-11-11,1.62235
2023-11-12,2.02794
2023-11-13,3.28977
2023-11-14,2.70392
2023-11-15,2.74898
2023-11-16,2.52365
2023-11-17,3.06444
2023-11-18,1.89274
2023-11-19,2.43352
2023-11-20,3.83055
2023-11-21,3.47003
2023-11-22,2.61378
2023-11-23,3.65029
2023-11-24,3.1095
2023-11-25,1.98287
2023-11-26,2.29833
2023-11-27,3.60522
2023-11-28,3.51509
2023-11-29,2.92924
2023-11-30,3.60522
2023-12-01,2.2082
2023-12-02,2.56872
2023-12-03,2.65885
2023-12-04,4.14601
2023-12-05,3.83055
2023-12-06,3.51509
2023-12-07,4.91212
2023-12-08,3.47003
2023-12-09,2.97431
2023-12-10,3.42496
2023-12-11,4.86705
2023-12-12,3.28977
2023-12-13,3.87561
2023-12-14,3.33483
2023-12-15,3.51509
2023-12-16,2.61378
2023-12-17,3.01937
2023-12-18,4.73186
2023-12-19,2.79405
2023-12-20,3.28977
2023-12-21,3.60522
2023-12-22,2.52365
2023-12-23,2.43352
2023-12-24,1.35196
2023-12-25,2.97431
2023-12-26,4.46146
2023-12-27,3.47003
2023-12-28,3.83055
2023-12-29,2.52365
2023-12-30,2.79405
2023-12-31,3.01937
2024-01-01,3.3799
2024-01-02,7.9315
2024-01-03,6.03875
2024-01-04,4.86705
2024-01-05,5.13744
2024-01-06,3.42496
2024-01-07,3.60522
2024-01-08,5.76836
2024-01-09,5.72329
2024-01-10,5.81342
2024-01-11,5.49797
2024-01-12,4.2812
2024-01-13,4.2812
2024-01-14,4.32627
2024-01-15,5.27264
2024-01-16,5.4529
2024-01-17,3.96575
2024-01-18,3.60522
2024-01-19,3.78548
2024-01-20,2.92924
2024-01-21,3.33483
2024-01-22,4.19107
2024-01-23,4.95718
2024-01-24,4.64173
2024-01-25,4.23614
2024-01-26,3.01937
2024-01-27,3.19963
2024-01-28,3.19963
2024-01-29,4.86705
2024-01-30,5.00225
2024-01-31,4.46146
2024-02-01,6.08382
2024-02-02,4.59666
2024-02-03,3.60522
2024-02-04,3.83055
2024-02-05,8.69761
2024-02-06,7.21045
2024-02-07,5.76836
2024-02-08,3.96575
2024-02-09,3.01937
2024-02-10,1.9378
2024-02-11,2.56872
2024-02-12,3.47003
2024-02-13,7.25552
2024-02-14,6.08382
2024-02-15,6.89499
2024-02-16,6.35421
2024-02-17,4.73186
2024-02-18,5.5881
2024-02-19,9.46372
2024-02-20,6.57954
2024-02-21,7.70617
2024-02-22,7.39071
2024-02-23,5.04731
2024-02-24,4.14601
2024-02-25,5.27264
2024-02-26,8.8328
2024-02-27,8.33708
2024-02-28,6.80486
2024-02-29,7.88643
2024-03-01,5.36277
2024-03-02,5.04731
2024-03-03,8.74267
2024-03-04,39.20684
2024-03-05,17.75574
2024-03-06,15.36728
2024-03-07,14.51104
2024-03-08,16.7643
2024-03-09,6.39927
2024-03-10,9.01306
2024-03-11,14.5561
2024-03-12,9.82424
2024-03-13,6.98512
2024-03-14,5.94862
2024-03-15,5.4529
2024-03-16,4.4164
2024-03-17,4.59666
2024-03-18,8.56241
2024-03-19,6.98512
2024-03-20,6.66967
