date,뇌MRI비용
2020-09-18,60.91603
2020-09-19,38.47328
2020-09-20,37.86259
2020-09-21,67.17557
2020-09-22,54.0458
2020-09-23,59.23664
2020-09-24,58.77862
2020-09-25,47.32824
2020-09-26,37.40458
2020-09-27,38.77862
2020-09-28,63.05343
2020-09-29,49.31297
2020-09-30,28.85496
2020-10-01,27.48091
2020-10-02,29.77099
2020-10-03,34.65648
2020-10-04,38.77862
2020-10-05,77.86259
2020-10-06,73.58778
2020-10-07,66.56488
2020-10-08,60.0
2020-10-09,42.74809
2020-10-10,43.05343
2020-10-11,43.2061
2020-10-12,81.98473
2020-10-13,67.17557
2020-10-14,65.80152
2020-10-15,62.59541
2020-10-16,60.0
2020-10-17,44.2748
2020-10-18,39.84732
2020-10-19,74.0458
2020-10-20,65.19083
2020-10-21,67.63358
2020-10-22,65.95419
2020-10-23,56.03053
2020-10-24,39.23664
2020-10-25,38.01526
2020-10-26,75.26717
2020-10-27,69.77099
2020-10-28,65.80152
2020-10-29,55.87786
2020-10-30,60.15267
2020-10-31,40.0
2020-11-01,41.37404
2020-11-02,67.93893
2020-11-03,61.98473
2020-11-04,63.96946
2020-11-05,60.30534
2020-11-06,50.53435
2020-11-07,47.32824
2020-11-08,43.66412
2020-11-09,70.07633
2020-11-10,63.35877
2020-11-11,62.44274
2020-11-12,61.0687
2020-11-13,54.96183
2020-11-14,48.39694
2020-11-15,41.83206
2020-11-16,76.64122
2020-11-17,67.17557
2020-11-18,65.19083
2020-11-19,59.38931
2020-11-20,53.43511
2020-11-21,43.51145
2020-11-22,42.1374
2020-11-23,65.19083
2020-11-24,65.95419
2020-11-25,61.22137
2020-11-26,60.91603
2020-11-27,54.0458
2020-11-28,44.42748
2020-11-29,41.98473
2020-11-30,58.16793
2020-12-01,60.76335
2020-12-02,63.35877
2020-12-03,64.73282
2020-12-04,60.45801
2020-12-05,38.77862
2020-12-06,38.01526
2020-12-07,72.21374
2020-12-08,66.56488
2020-12-09,59.08396
2020-12-10,61.52671
2020-12-11,53.74045
2020-12-12,44.2748
2020-12-13,35.26717
2020-12-14,59.54198
2020-12-15,59.84732
2020-12-16,63.51145
2020-12-17,53.58778
2020-12-18,55.26717
2020-12-19,40.45801
2020-12-20,40.30534
2020-12-21,57.40458
2020-12-22,56.48854
2020-12-23,53.43511
2020-12-24,54.0458
2020-12-25,40.61068
2020-12-26,43.81679
2020-12-27,43.05343
2020-12-28,63.66412
2020-12-29,64.12213
2020-12-30,50.38167
2020-12-31,54.35114
2021-01-01,40.0
2021-01-02,49.00763
2021-01-03,39.08396
2021-01-04,89.61832
2021-01-05,86.41221
2021-01-06,63.96946
2021-01-07,46.41221
2021-01-08,44.2748
2021-01-09,32.36641
2021-01-10,37.70992
2021-01-11,52.21374
2021-01-12,55.41984
2021-01-13,55.72519
2021-01-14,50.53435
2021-01-15,55.72519
2021-01-16,45.03816
2021-01-17,36.94656
2021-01-18,57.09923
2021-01-19,56.48854
2021-01-20,53.28244
2021-01-21,52.51908
2021-01-22,56.48854
2021-01-23,44.42748
2021-01-24,40.91603
2021-01-25,65.19083
2021-01-26,67.48091
2021-01-27,61.52671
2021-01-28,60.30534
2021-01-29,66.87022
2021-01-30,59.54198
2021-01-31,44.42748
2021-02-01,63.66412
2021-02-02,58.32061
2021-02-03,60.91603
2021-02-04,63.2061
2021-02-05,49.77099
2021-02-06,40.45801
2021-02-07,35.72519
2021-02-08,51.14503
2021-02-09,48.24427
2021-02-10,42.29007
2021-02-11,30.229
2021-02-12,33.58778
2021-02-13,31.45038
2021-02-14,39.38931
2021-02-15,69.31297
2021-02-16,58.93129
2021-02-17,51.2977
2021-02-18,51.45038
2021-02-19,47.93893
2021-02-20,47.93893
2021-02-21,43.66412
2021-02-22,67.17557
2021-02-23,51.75572
2021-02-24,47.32824
2021-02-25,56.79389
2021-02-26,56.03053
2021-02-27,34.19847
2021-02-28,27.78625
2021-03-01,38.32061
2021-03-02,54.35114
2021-03-03,60.0
2021-03-04,62.29007
2021-03-05,51.2977
2021-03-06,40.91603
2021-03-07,34.65648
2021-03-08,65.03816
2021-03-09,54.96183
2021-03-10,59.54198
2021-03-11,60.61068
2021-03-12,48.39694
2021-03-13,34.65648
2021-03-14,39.08396
2021-03-15,69.61832
2021-03-16,60.61068
2021-03-17,60.30534
2021-03-18,61.0687
2021-03-19,42.1374
2021-03-20,39.84732
2021-03-21,35.87786
2021-03-22,60.30534
2021-03-23,54.96183
2021-03-24,48.24427
2021-03-25,55.26717
2021-03-26,43.66412
2021-03-27,34.65648
2021-03-28,35.41984
2021-03-29,54.96183
2021-03-30,47.32824
2021-03-31,50.68702
2021-04-01,45.19083
2021-04-02,49.31297
2021-04-03,38.32061
2021-04-04,34.35114
2021-04-05,51.14503
2021-04-06,58.47328
2021-04-07,58.77862
2021-04-08,44.2748
2021-04-09,41.37404
2021-04-10,37.2519
2021-04-11,28.39694
2021-04-12,46.56488
2021-04-13,54.65648
2021-04-14,50.229
2021-04-15,53.89312
2021-04-16,44.42748
2021-04-17,37.40458
2021-04-18,31.60305
2021-04-19,65.03816
2021-04-20,62.44274
2021-04-21,54.0458
2021-04-22,63.66412
2021-04-23,54.80916
2021-04-24,38.01526
2021-04-25,38.01526
2021-04-26,59.54198
2021-04-27,64.88549
2021-04-28,61.67938
2021-04-29,59.84732
2021-04-30,49.46564
2021-05-01,30.68702
2021-05-02,34.0458
2021-05-03,64.12213
2021-05-04,51.75572
2021-05-05,36.64122
2021-05-06,50.83969
2021-05-07,47.48091
2021-05-08,33.43511
2021-05-09,30.83969
2021-05-10,63.35877
2021-05-11,63.35877
2021-05-12,58.93129
2021-05-13,53.89312
2021-05-14,60.76335
2021-05-15,40.76335
2021-05-16,38.47328
2021-05-17,57.2519
2021-05-18,56.79389
2021-05-19,47.17557
2021-05-20,63.81679
2021-05-21,56.33587
2021-05-22,41.22137
2021-05-23,39.38931
2021-05-24,57.09923
2021-05-25,55.87786
2021-05-26,61.98473
2021-05-27,59.08396
2021-05-28,51.90839
2021-05-29,40.15267
2021-05-30,36.1832
2021-05-31,61.37404
2021-06-01,66.87022
2021-06-02,64.2748
2021-06-03,62.1374
2021-06-04,50.07633
2021-06-05,35.87786
2021-06-06,31.45038
2021-06-07,72.67175
2021-06-08,65.49618
2021-06-09,69.1603
2021-06-10,65.80152
2021-06-11,55.57251
2021-06-12,40.91603
2021-06-13,40.0
2021-06-14,69.92366
2021-06-15,62.59541
2021-06-16,64.58015
2021-06-17,60.61068
2021-06-18,61.98473
2021-06-19,37.86259
2021-06-20,30.99236
2021-06-21,64.58015
2021-06-22,61.83206
2021-06-23,58.77862
2021-06-24,63.96946
2021-06-25,51.45038
2021-06-26,35.72519
2021-06-27,34.19847
2021-06-28,66.41221
2021-06-29,63.2061
2021-06-30,60.45801
2021-07-01,52.36641
2021-07-02,51.2977
2021-07-03,38.16793
2021-07-04,32.21374
2021-07-05,66.56488
2021-07-06,62.44274
2021-07-07,60.76335
2021-07-08,56.64122
2021-07-09,42.44274
2021-07-10,28.85496
2021-07-11,29.31297
2021-07-12,52.51908
2021-07-13,56.33587
2021-07-14,47.93893
2021-07-15,47.78625
2021-07-16,33.58778
2021-07-17,33.28244
2021-07-18,32.51908
2021-07-19,49.92366
2021-07-20,42.1374
2021-07-21,40.61068
2021-07-22,43.2061
2021-07-23,37.2519
2021-07-24,28.54961
2021-07-25,19.23664
2021-07-26,49.00763
2021-07-27,38.32061
2021-07-28,44.73282
2021-07-29,40.61068
2021-07-30,32.97709
2021-07-31,23.66412
2021-08-01,20.15267
2021-08-02,35.57251
2021-08-03,40.76335
2021-08-04,36.79389
2021-08-05,40.91603
2021-08-06,35.72519
2021-08-07,27.0229
2021-08-08,27.63358
2021-08-09,36.1832
2021-08-10,34.35114
2021-08-11,39.08396
2021-08-12,46.56488
2021-08-13,37.55725
2021-08-14,27.78625
2021-08-15,29.00763
2021-08-16,40.91603
2021-08-17,50.99236
2021-08-18,48.70229
2021-08-19,46.25954
2021-08-20,45.03816
2021-08-21,28.39694
2021-08-22,31.90839
2021-08-23,45.34351
2021-08-24,42.90076
2021-08-25,46.10687
2021-08-26,44.42748
2021-08-27,48.39694
2021-08-28,38.62595
2021-08-29,33.12977
2021-08-30,51.45038
2021-08-31,43.81679
2021-09-01,49.46564
2021-09-02,47.78625
2021-09-03,38.01526
2021-09-04,33.28244
2021-09-05,28.0916
2021-09-06,45.80152
2021-09-07,42.29007
2021-09-08,47.17557
2021-09-09,49.77099
2021-09-10,37.55725
2021-09-11,28.39694
2021-09-12,32.97709
2021-09-13,52.67175
2021-09-14,54.0458
2021-09-15,45.95419
2021-09-16,45.03816
2021-09-17,40.61068
2021-09-18,27.63358
2021-09-19,26.87022
2021-09-20,22.44274
2021-09-21,26.87022
2021-09-22,39.84732
2021-09-23,58.47328
2021-09-24,66.56488
2021-09-25,45.95419
2021-09-26,34.35114
2021-09-27,58.32061
2021-09-28,56.64122
2021-09-29,52.36641
2021-09-30,47.93893
2021-10-01,49.00763
2021-10-02,30.83969
2021-10-03,28.0916
2021-10-04,39.08396
2021-10-05,42.44274
2021-10-06,52.82442
2021-10-07,55.87786
2021-10-08,49.46564
2021-10-09,30.99236
2021-10-10,27.63358
2021-10-11,42.1374
2021-10-12,44.2748
2021-10-13,51.75572
2021-10-14,44.58015
2021-10-15,40.45801
2021-10-16,27.63358
2021-10-17,22.90076
2021-10-18,41.22137
2021-10-19,68.54961
2021-10-20,50.99236
2021-10-21,43.66412
2021-10-22,38.93129
2021-10-23,37.40458
2021-10-24,40.0
2021-10-25,44.42748
2021-10-26,48.0916
2021-10-27,40.76335
2021-10-28,38.62595
2021-10-29,37.70992
2021-10-30,25.03816
2021-10-31,25.34351
2021-11-01,44.12213
2021-11-02,39.69465
2021-11-03,43.05343
2021-11-04,51.75572
2021-11-05,40.30534
2021-11-06,30.53435
2021-11-07,24.58015
2021-11-08,39.38931
2021-11-09,35.72519
2021-11-10,34.0458
2021-11-11,37.86259
2021-11-12,29.46564
2021-11-13,24.58015
2021-11-14,27.78625
2021-11-15,41.37404
2021-11-16,38.93129
2021-11-17,33.43511
2021-11-18,35.57251
2021-11-19,23.2061
2021-11-20,20.61068
2021-11-21,21.0687
2021-11-22,39.23664
2021-11-23,35.87786
2021-11-24,31.14503
2021-11-25,32.67175
2021-11-26,27.32824
2021-11-27,18.77862
2021-11-28,24.42748
2021-11-29,31.90839
2021-11-30,30.68702
2021-12-01,29.00763
2021-12-02,33.12977
2021-12-03,22.44274
2021-12-04,18.32061
2021-12-05,22.29007
2021-12-06,43.51145
2021-12-07,32.67175
2021-12-08,28.70229
2021-12-09,33.12977
2021-12-10,31.14503
2021-12-11,20.91603
2021-12-12,16.64122
2021-12-13,31.2977
2021-12-14,27.48091
2021-12-15,32.06106
2021-12-16,33.28244
2021-12-17,29.77099
2021-12-18,17.86259
2021-12-19,20.76335
2021-12-20,33.58778
2021-12-21,31.45038
2021-12-22,31.45038
2021-12-23,33.12977
2021-12-24,29.92366
2021-12-25,15.57251
2021-12-26,15.1145
2021-12-27,29.46564
2021-12-28,26.56488
2021-12-29,34.35114
2021-12-30,30.99236
2021-12-31,23.81679
2022-01-01,16.64122
2022-01-02,20.0
2022-01-03,33.12977
2022-01-04,37.86259
2022-01-05,27.63358
2022-01-06,31.45038
2022-01-07,32.21374
2022-01-08,18.16793
2022-01-09,20.91603
2022-01-10,33.43511
2022-01-11,31.90839
2022-01-12,28.54961
2022-01-13,30.99236
2022-01-14,25.95419
2022-01-15,16.1832
2022-01-16,16.1832
2022-01-17,29.77099
2022-01-18,25.80152
2022-01-19,25.80152
2022-01-20,29.31297
2022-01-21,25.95419
2022-01-22,17.09923
2022-01-23,16.48854
2022-01-24,24.58015
2022-01-25,19.84732
2022-01-26,28.39694
2022-01-27,24.88549
2022-01-28,24.12213
2022-01-29,13.28244
2022-01-30,10.99236
2022-01-31,15.87786
2022-02-01,14.80916
2022-02-02,23.51145
2022-02-03,31.75572
2022-02-04,25.19083
2022-02-05,21.98473
2022-02-06,22.44274
2022-02-07,30.229
2022-02-08,31.60305
2022-02-09,26.41221
2022-02-10,32.97709
2022-02-11,23.51145
2022-02-12,19.54198
2022-02-13,17.09923
2022-02-14,28.85496
2022-02-15,29.61832
2022-02-16,29.1603
2022-02-17,23.2061
2022-02-18,26.25954
2022-02-19,19.54198
2022-02-20,16.48854
2022-02-21,27.93893
2022-02-22,28.39694
2022-02-23,32.51908
2022-02-24,29.1603
2022-02-25,20.91603
2022-02-26,21.52671
2022-02-27,17.55725
2022-02-28,27.63358
2022-03-01,16.94656
2022-03-02,25.19083
2022-03-03,23.2061
2022-03-04,23.96946
2022-03-05,17.70992
2022-03-06,20.15267
2022-03-07,26.41221
2022-03-08,20.91603
2022-03-09,11.60305
2022-03-10,25.34351
2022-03-11,27.32824
2022-03-12,15.26717
2022-03-13,17.55725
2022-03-14,31.90839
2022-03-15,27.78625
2022-03-16,26.87022
2022-03-17,23.35877
2022-03-18,27.78625
2022-03-19,19.84732
2022-03-20,15.1145
2022-03-21,35.1145
2022-03-22,30.07633
2022-03-23,25.03816
2022-03-24,25.64885
2022-03-25,29.77099
2022-03-26,19.08396
2022-03-27,64.42748
2022-03-28,38.62595
2022-03-29,35.41984
2022-03-30,34.0458
2022-03-31,29.46564
2022-04-01,24.73282
2022-04-02,16.94656
2022-04-03,27.63358
2022-04-04,32.51908
2022-04-05,31.90839
2022-04-06,31.14503
2022-04-07,33.58778
2022-04-08,22.90076
2022-04-09,20.30534
2022-04-10,17.55725
2022-04-11,31.14503
2022-04-12,30.38167
2022-04-13,27.32824
2022-04-14,26.56488
2022-04-15,26.41221
2022-04-16,15.72519
2022-04-17,13.28244
2022-04-18,28.70229
2022-04-19,36.03053
2022-04-20,31.14503
2022-04-21,35.57251
2022-04-22,30.68702
2022-04-23,19.23664
2022-04-24,17.40458
2022-04-25,29.00763
2022-04-26,31.2977
2022-04-27,28.70229
2022-04-28,30.53435
2022-04-29,26.71755
2022-04-30,19.08396
2022-05-01,14.80916
2022-05-02,31.90839
2022-05-03,32.36641
2022-05-04,25.03816
2022-05-05,18.32061
2022-05-06,41.22137
2022-05-07,36.33587
2022-05-08,68.24427
2022-05-09,77.55725
2022-05-10,67.32824
2022-05-11,47.48091
2022-05-12,49.92366
2022-05-13,47.48091
2022-05-14,33.12977
2022-05-15,26.56488
2022-05-16,49.46564
2022-05-17,41.98473
2022-05-18,42.44274
2022-05-19,43.2061
2022-05-20,33.43511
2022-05-21,25.80152
2022-05-22,24.42748
2022-05-23,38.62595
2022-05-24,43.66412
2022-05-25,40.15267
2022-05-26,35.1145
2022-05-27,32.82442
2022-05-28,25.95419
2022-05-29,24.42748
2022-05-30,46.25954
2022-05-31,34.35114
2022-06-01,25.34351
2022-06-02,38.77862
2022-06-03,38.77862
2022-06-04,27.0229
2022-06-05,19.69465
2022-06-06,29.31297
2022-06-07,34.65648
2022-06-08,38.47328
2022-06-09,40.45801
2022-06-10,33.28244
2022-06-11,26.87022
2022-06-12,18.47328
2022-06-13,44.42748
2022-06-14,36.48854
2022-06-15,36.03053
2022-06-16,37.55725
2022-06-17,29.1603
2022-06-18,21.22137
2022-06-19,21.0687
2022-06-20,33.12977
2022-06-21,28.24427
2022-06-22,31.60305
2022-06-23,30.68702
2022-06-24,29.46564
2022-06-25,20.91603
2022-06-26,21.0687
2022-06-27,36.79389
2022-06-28,33.58778
2022-06-29,34.80916
2022-06-30,27.78625
2022-07-01,29.92366
2022-07-02,22.90076
2022-07-03,16.33587
2022-07-04,39.38931
2022-07-05,34.65648
2022-07-06,28.24427
2022-07-07,29.77099
2022-07-08,32.06106
2022-07-09,17.86259
2022-07-10,17.40458
2022-07-11,37.86259
2022-07-12,32.51908
2022-07-13,31.75572
2022-07-14,32.51908
2022-07-15,34.35114
2022-07-16,19.54198
2022-07-17,16.64122
2022-07-18,36.1832
2022-07-19,30.83969
2022-07-20,33.58778
2022-07-21,33.28244
2022-07-22,20.91603
2022-07-23,19.38931
2022-07-24,19.84732
2022-07-25,35.26717
2022-07-26,33.12977
2022-07-27,30.07633
2022-07-28,33.89312
2022-07-29,29.1603
2022-07-30,18.62595
2022-07-31,15.72519
2022-08-01,37.09923
2022-08-02,36.33587
2022-08-03,29.00763
2022-08-04,34.50381
2022-08-05,31.60305
2022-08-06,18.77862
2022-08-07,21.67938
2022-08-08,32.51908
2022-08-09,24.2748
2022-08-10,32.21374
2022-08-11,27.48091
2022-08-12,29.77099
2022-08-13,21.98473
2022-08-14,16.1832
2022-08-15,19.38931
2022-08-16,37.55725
2022-08-17,31.90839
2022-08-18,52.97709
2022-08-19,40.0
2022-08-20,25.34351
2022-08-21,35.1145
2022-08-22,43.2061
2022-08-23,40.15267
2022-08-24,44.88549
2022-08-25,38.47328
2022-08-26,34.35114
2022-08-27,22.1374
2022-08-28,22.1374
2022-08-29,34.0458
2022-08-30,39.23664
2022-08-31,36.79389
2022-09-01,32.97709
2022-09-02,33.28244
2022-09-03,21.22137
2022-09-04,18.01526
2022-09-05,31.14503
2022-09-06,31.14503
2022-09-07,33.58778
2022-09-08,28.54961
2022-09-09,17.2519
2022-09-10,18.01526
2022-09-11,21.0687
2022-09-12,27.63358
2022-09-13,48.54961
2022-09-14,50.83969
2022-09-15,43.2061
2022-09-16,36.03053
2022-09-17,24.73282
2022-09-18,24.42748
2022-09-19,43.2061
2022-09-20,42.74809
2022-09-21,41.0687
2022-09-22,33.43511
2022-09-23,34.96183
2022-09-24,21.98473
2022-09-25,23.51145
2022-09-26,41.98473
2022-09-27,36.48854
2022-09-28,31.14503
2022-09-29,35.26717
2022-09-30,27.17557
2022-10-01,20.0
2022-10-02,13.89312
2022-10-03,18.93129
2022-10-04,36.64122
2022-10-05,31.2977
2022-10-06,31.90839
2022-10-07,27.32824
2022-10-08,14.96183
2022-10-09,16.33587
2022-10-10,18.93129
2022-10-11,41.98473
2022-10-12,32.67175
2022-10-13,36.94656
2022-10-14,24.73282
2022-10-15,22.44274
2022-10-16,15.26717
2022-10-17,32.82442
2022-10-18,36.64122
2022-10-19,27.0229
2022-10-20,25.03816
2022-10-21,32.06106
2022-10-22,22.74809
2022-10-23,24.2748
2022-10-24,34.65648
2022-10-25,30.53435
2022-10-26,30.07633
2022-10-27,31.2977
2022-10-28,27.48091
2022-10-29,16.94656
2022-10-30,16.33587
2022-10-31,28.70229
2022-11-01,30.99236
2022-11-02,32.06106
2022-11-03,31.60305
2022-11-04,32.82442
2022-11-05,17.55725
2022-11-06,18.62595
2022-11-07,37.86259
2022-11-08,35.57251
2022-11-09,36.1832
2022-11-10,31.14503
2022-11-11,27.17557
2022-11-12,20.45801
2022-11-13,19.08396
2022-11-14,38.32061
2022-11-15,35.72519
2022-11-16,33.43511
2022-11-17,31.45038
2022-11-18,32.97709
2022-11-19,21.67938
2022-11-20,24.2748
2022-11-21,34.0458
2022-11-22,39.54198
2022-11-23,29.31297
2022-11-24,31.60305
2022-11-25,23.51145
2022-11-26,19.38931
2022-11-27,14.96183
2022-11-28,29.00763
2022-11-29,31.90839
2022-11-30,34.0458
2022-12-01,27.93893
2022-12-02,22.90076
2022-12-03,16.94656
2022-12-04,14.96183
2022-12-05,35.26717
2022-12-06,28.39694
2022-12-07,32.36641
2022-12-08,48.24427
2022-12-09,35.87786
2022-12-10,19.08396
2022-12-11,20.45801
2022-12-12,37.70992
2022-12-13,41.83206
2022-12-14,36.03053
2022-12-15,25.80152
2022-12-16,27.93893
2022-12-17,20.0
2022-12-18,18.62595
2022-12-19,29.92366
2022-12-20,31.75572
2022-12-21,26.10687
2022-12-22,29.1603
2022-12-23,24.58015
2022-12-24,17.40458
2022-12-25,20.0
2022-12-26,36.64122
2022-12-27,26.10687
2022-12-28,30.99236
2022-12-29,28.0916
2022-12-30,25.19083
2022-12-31,19.84732
2023-01-01,16.64122
2023-01-02,32.06106
2023-01-03,30.38167
2023-01-04,34.50381
2023-01-05,32.51908
2023-01-06,35.41984
2023-01-07,24.12213
2023-01-08,23.2061
2023-01-09,39.08396
2023-01-10,34.96183
2023-01-11,31.45038
2023-01-12,31.75572
2023-01-13,34.19847
2023-01-14,19.38931
2023-01-15,16.1832
2023-01-16,34.65648
2023-01-17,30.83969
2023-01-18,27.93893
2023-01-19,28.70229
2023-01-20,23.51145
2023-01-21,16.33587
2023-01-22,18.32061
2023-01-23,16.94656
2023-01-24,19.54198
2023-01-25,37.40458
2023-01-26,32.51908
2023-01-27,29.92366
2023-01-28,20.76335
2023-01-29,23.35877
2023-01-30,34.0458
2023-01-31,31.90839
2023-02-01,26.41221
2023-02-02,33.74045
2023-02-03,30.99236
2023-02-04,16.94656
2023-02-05,22.59541
2023-02-06,41.52671
2023-02-07,36.64122
2023-02-08,38.32061
2023-02-09,34.50381
2023-02-10,28.70229
2023-02-11,20.61068
2023-02-12,23.51145
2023-02-13,40.0
2023-02-14,34.35114
2023-02-15,32.97709
2023-02-16,27.78625
2023-02-17,31.2977
2023-02-18,22.74809
2023-02-19,20.0
2023-02-20,35.72519
2023-02-21,34.19847
2023-02-22,31.75572
2023-02-23,31.45038
2023-02-24,27.63358
2023-02-25,23.2061
2023-02-26,17.55725
2023-02-27,33.89312
2023-02-28,27.17557
2023-03-01,26.41221
2023-03-02,29.61832
2023-03-03,29.77099
2023-03-04,22.29007
2023-03-05,15.87786
2023-03-06,38.77862
2023-03-07,30.53435
2023-03-08,31.45038
2023-03-09,40.45801
2023-03-10,28.85496
2023-03-11,20.45801
2023-03-12,15.87786
2023-03-13,42.44274
2023-03-14,30.38167
2023-03-15,38.32061
2023-03-16,33.43511
2023-03-17,29.92366
2023-03-18,22.90076
2023-03-19,20.45801
2023-03-20,34.0458
2023-03-21,33.43511
2023-03-22,37.70992
2023-03-23,28.85496
2023-03-24,31.75572
2023-03-25,20.76335
2023-03-26,22.59541
2023-03-27,33.58778
2023-03-28,34.19847
2023-03-29,28.70229
2023-03-30,32.51908
2023-03-31,25.95419
2023-04-01,16.33587
2023-04-02,15.26717
2023-04-03,26.25954
2023-04-04,29.77099
2023-04-05,27.32824
2023-04-06,25.19083
2023-04-07,27.93893
2023-04-08,15.26717
2023-04-09,15.41984
2023-04-10,32.21374
2023-04-11,32.97709
2023-04-12,36.79389
2023-04-13,32.97709
2023-04-14,40.76335
2023-04-15,21.98473
2023-04-16,19.54198
2023-04-17,37.86259
2023-04-18,36.48854
2023-04-19,41.52671
2023-04-20,34.19847
2023-04-21,27.93893
2023-04-22,18.32061
2023-04-23,18.16793
2023-04-24,31.45038
2023-04-25,31.90839
2023-04-26,32.67175
2023-04-27,32.67175
2023-04-28,27.78625
2023-04-29,20.0
2023-04-30,18.77862
2023-05-01,24.58015
2023-05-02,39.23664
2023-05-03,34.50381
2023-05-04,26.71755
2023-05-05,18.77862
2023-05-06,19.08396
2023-05-07,21.83206
2023-05-08,32.21374
2023-05-09,38.16793
2023-05-10,33.58778
2023-05-11,38.93129
2023-05-12,33.28244
2023-05-13,22.90076
2023-05-14,19.23664
2023-05-15,40.61068
2023-05-16,32.51908
2023-05-17,35.72519
2023-05-18,29.31297
2023-05-19,27.93893
2023-05-20,21.37404
2023-05-21,19.84732
2023-05-22,35.41984
2023-05-23,34.35114
2023-05-24,34.80916
2023-05-25,30.83969
2023-05-26,24.12213
2023-05-27,14.80916
2023-05-28,16.64122
2023-05-29,23.66412
