date,엔비디아관련주
2023-12-16,1.69783
2023-12-17,1.04576
2023-12-18,0.73818
2023-12-19,3.00196
2023-12-20,1.21801
2023-12-21,0.73818
2023-12-22,1.50713
2023-12-23,1.08267
2023-12-24,0.43061
2023-12-25,0.64591
2023-12-26,1.04576
2023-12-27,1.90083
2023-12-28,1.09498
2023-12-29,0.75049
2023-12-30,0.52903
2023-12-31,0.59055
2024-01-01,0.67667
2024-01-02,1.26722
2024-01-03,1.80241
2024-01-04,1.06422
2024-01-05,1.1811
2024-01-06,1.56865
2024-01-07,0.94119
2024-01-08,2.07308
2024-01-09,30.77632
2024-01-10,10.73449
2024-01-11,7.40649
2024-01-12,3.03272
2024-01-13,1.40871
2024-01-14,1.06422
2024-01-15,2.09768
2024-01-16,1.73474
2024-01-17,6.4653
2024-01-18,2.91584
2024-01-19,3.87549
2024-01-20,6.76058
2024-01-21,3.30954
2024-01-22,5.62253
2024-01-23,4.26919
2024-01-24,3.76476
2024-01-25,7.88016
2024-01-26,4.92125
2024-01-27,2.49753
2024-01-28,2.62057
2024-01-29,1.5871
2024-01-30,3.47563
2024-01-31,2.50369
2024-02-01,1.13804
2024-02-02,2.28223
2024-02-03,3.98006
2024-02-04,1.90698
2024-02-05,4.08464
2024-02-06,13.46579
2024-02-07,2.71899
2024-02-08,4.74286
2024-02-09,1.9685
2024-02-10,4.92741
2024-02-11,2.79281
2024-02-12,4.66904
2024-02-13,15.69266
2024-02-14,9.54724
2024-02-15,12.67224
2024-02-16,16.33858
2024-02-17,6.90821
2024-02-18,8.40305
2024-02-19,12.02632
2024-02-20,14.6715
2024-02-21,16.66461
2024-02-22,72.24409
2024-02-23,82.94783
2024-02-24,17.96875
2024-02-25,8.25541
2024-02-26,7.01894
2024-02-27,6.23154
2024-02-28,4.51525
2024-02-29,3.40182
2024-03-01,2.82972
2024-03-02,7.35728
2024-03-03,4.8905
2024-03-04,7.12967
2024-03-05,9.92249
2024-03-06,6.22539
2024-03-07,8.48917
2024-03-08,13.39812
2024-03-09,5.7025
2024-03-10,4.3307
2024-03-11,4.94586
2024-03-12,4.60137
2024-03-13,15.90797
2024-03-14,4.73056
2024-03-15,3.77706
2024-03-16,2.23302
2024-03-17,2.34375
2024-03-18,5.34571
2024-03-19,8.06471
2024-03-20,7.54183
