date,ISC주가
2023-05-30,11.14102
2023-05-31,9.9798
2023-06-01,11.83103
2023-06-02,11.02322
2023-06-03,2.00269
2023-06-04,1.63244
2023-06-05,8.4315
2023-06-06,1.9522
2023-06-07,8.26321
2023-06-08,8.49882
2023-06-09,10.61932
2023-06-10,3.7866
2023-06-11,3.04611
2023-06-12,10.65297
2023-06-13,22.6523
2023-06-14,21.22181
2023-06-15,16.22349
2023-06-16,13.0764
2023-06-17,2.20464
2023-06-18,3.18074
2023-06-19,12.65567
2023-06-20,12.45371
2023-06-21,10.50151
2023-06-22,11.30932
2023-06-23,9.5759
2023-06-24,3.97172
2023-06-25,3.51733
2023-06-26,12.90811
2023-06-27,11.46078
2023-06-28,9.84516
2023-06-29,14.40592
2023-06-30,13.44665
2023-07-01,4.14002
2023-07-02,2.96196
2023-07-03,30.91551
2023-07-04,27.95355
2023-07-05,26.20329
2023-07-06,16.87983
2023-07-07,24.06597
2023-07-08,10.09761
2023-07-09,6.81588
2023-07-10,48.13194
2023-07-11,30.34331
2023-07-12,55.03197
2023-07-13,54.45977
2023-07-14,100.0
2023-07-15,16.12251
2023-07-16,10.93907
2023-07-17,46.23022
2023-07-18,34.28138
2023-07-19,41.36654
2023-07-20,34.41602
2023-07-21,30.276
2023-07-22,4.77953
2023-07-23,4.22416
2023-07-24,36.45237
2023-07-25,55.23392
2023-07-26,48.67048
2023-07-27,64.64153
2023-07-28,44.54729
2023-07-29,8.38101
2023-07-30,6.51295
2023-07-31,38.69067
2023-08-01,37.32749
2023-08-02,37.47896
2023-08-03,37.29384
2023-08-04,27.12891
2023-08-05,4.71221
2023-08-06,3.33221
2023-08-07,25.93402
2023-08-08,26.28744
2023-08-09,28.39111
2023-08-10,24.99158
2023-08-11,28.64355
2023-08-12,4.96465
2023-08-13,3.98855
2023-08-14,27.12891
2023-08-15,6.8832
2023-08-16,41.26556
2023-08-17,43.16728
2023-08-18,39.14506
2023-08-19,5.53685
2023-08-20,6.311
2023-08-21,32.95186
2023-08-22,31.01649
2023-08-23,26.22012
2023-08-24,53.88757
2023-08-25,40.44092
2023-08-26,5.70514
2023-08-27,4.57758
2023-08-28,29.58599
2023-08-29,35.05553
2023-08-30,40.42409
2023-08-31,30.88185
2023-09-01,32.07674
2023-09-02,3.93806
2023-09-03,3.97172
2023-09-04,31.67283
2023-09-05,30.57892
2023-09-06,22.66913
2023-09-07,20.73375
2023-09-08,23.93133
2023-09-09,3.0966
2023-09-10,2.94513
2023-09-11,22.48401
2023-09-12,21.92864
2023-09-13,29.73746
2023-09-14,24.52036
2023-09-15,20.68327
2023-09-16,2.40659
2023-09-17,2.28879
2023-09-18,20.98619
2023-09-19,17.62032
2023-09-20,16.84617
2023-09-21,17.11544
2023-09-22,15.98788
2023-09-23,3.2144
2023-09-24,2.47391
2023-09-25,15.71861
2023-09-26,16.62739
2023-09-27,17.90642
2023-09-28,2.49074
2023-09-29,1.43049
2023-09-30,1.71659
2023-10-01,1.43049
2023-10-02,1.88488
2023-10-03,1.71659
2023-10-04,14.92763
2023-10-05,16.62739
2023-10-06,13.17738
2023-10-07,1.98586
2023-10-08,1.31268
2023-10-09,1.68293
2023-10-10,11.34298
2023-10-11,16.72837
2023-10-12,21.05351
2023-10-13,20.64961
2023-10-14,2.01952
2023-10-15,1.80074
2023-10-16,16.02154
2023-10-17,18.63009
2023-10-18,16.20666
2023-10-19,17.65398
2023-10-20,16.66105
2023-10-21,2.42342
2023-10-22,2.05318
2023-10-23,14.37226
2023-10-24,20.39717
2023-10-25,18.81521
2023-10-26,16.18983
2023-10-27,15.21373
2023-10-28,2.28879
2023-10-29,1.83439
2023-10-30,12.73981
2023-10-31,15.11275
2023-11-01,15.06226
2023-11-02,30.41063
2023-11-03,22.6523
2023-11-04,3.39952
2023-11-05,3.13025
2023-11-06,28.59306
2023-11-07,25.42914
2023-11-08,21.05351
2023-11-09,17.50252
2023-11-10,23.93133
2023-11-11,4.69538
2023-11-12,3.46684
2023-11-13,35.98115
2023-11-14,36.65432
2023-11-15,31.23527
2023-11-16,31.11746
2023-11-17,26.15281
2023-11-18,3.5005
2023-11-19,2.91147
2023-11-20,24.43621
2023-11-21,24.58768
2023-11-22,24.50353
2023-11-23,33.64187
2023-11-24,23.44328
2023-11-25,3.33221
2023-11-26,3.46684
2023-11-27,22.34937
2023-11-28,24.33524
2023-11-29,22.39986
2023-11-30,32.54796
2023-12-01,24.2006
2023-12-02,5.52002
2023-12-03,3.45001
2023-12-04,22.5345
2023-12-05,23.49377
2023-12-06,30.1077
2023-12-07,20.58229
2023-12-08,24.13328
2023-12-09,4.30831
2023-12-10,3.63513
2023-12-11,21.12083
2023-12-12,22.73645
2023-12-13,22.45035
2023-12-14,23.46011
2023-12-15,19.67351
2023-12-16,2.9283
2023-12-17,2.72635
2023-12-18,21.86132
2023-12-19,21.99596
2023-12-20,20.93571
2023-12-21,16.39178
2023-12-22,18.93301
2023-12-23,3.41635
2023-12-24,2.40659
2023-12-25,1.91854
2023-12-26,17.92325
2023-12-27,19.16863
2023-12-28,23.03938
2023-12-29,6.1932
2023-12-30,3.41635
2023-12-31,2.79367
2024-01-01,2.86098
2024-01-02,22.61864
2024-01-03,20.8179
2024-01-04,17.63715
2024-01-05,16.64422
2024-01-06,2.84416
2024-01-07,1.80074
2024-01-08,13.22786
2024-01-09,24.95792
2024-01-10,13.41299
2024-01-11,16.99764
2024-01-12,13.49713
2024-01-13,1.85122
2024-01-14,1.49781
2024-01-15,12.43688
2024-01-16,15.7691
2024-01-17,15.23056
2024-01-18,18.52911
2024-01-19,18.5796
2024-01-20,3.24806
2024-01-21,2.62537
2024-01-22,23.07303
2024-01-23,23.88084
2024-01-24,21.37327
2024-01-25,23.57791
2024-01-26,16.71154
2024-01-27,2.70952
2024-01-28,2.60854
2024-01-29,17.18276
2024-01-30,15.34836
2024-01-31,14.30494
2024-02-01,19.89229
2024-02-02,19.10131
2024-02-03,3.07977
2024-02-04,2.40659
2024-02-05,14.94446
2024-02-06,18.46179
2024-02-07,31.92527
2024-02-08,25.39548
2024-02-09,5.58734
2024-02-10,3.68562
2024-02-11,3.04611
2024-02-12,4.72904
2024-02-13,29.40087
2024-02-14,22.92157
2024-02-15,24.15011
2024-02-16,17.62032
2024-02-17,2.84416
2024-02-18,3.39952
2024-02-19,18.61326
2024-02-20,16.7452
2024-02-21,17.04813
2024-02-22,21.60888
2024-02-23,20.46449
2024-02-24,3.38269
2024-02-25,2.67586
2024-02-26,14.79299
2024-02-27,16.50959
2024-02-28,18.14203
2024-02-29,27.88623
2024-03-01,3.68562
2024-03-02,2.96196
2024-03-03,2.44025
2024-03-04,27.90306
2024-03-05,31.92527
2024-03-06,29.06428
2024-03-07,32.63211
2024-03-08,76.13598
2024-03-09,16.29081
2024-03-10,14.18714
2024-03-11,42.91484
2024-03-12,45.15314
2024-03-13,37.27701
2024-03-14,28.99697
2024-03-15,24.80646
2024-03-16,4.27465
2024-03-17,4.10636
2024-03-18,22.98889
2024-03-19,20.59912
2024-03-20,20.71693
