date,크라우드펀딩
2023-05-29,2.93506
2023-05-30,4.06926
2023-05-31,3.93073
2023-06-01,3.83549
2023-06-02,3.69696
2023-06-03,2.17316
2023-06-04,2.25108
2023-06-05,3.27272
2023-06-06,2.46753
2023-06-07,4.1645
2023-06-08,3.76623
2023-06-09,3.45454
2023-06-10,2.24242
2023-06-11,2.12987
2023-06-12,4.05194
2023-06-13,4.08658
2023-06-14,3.74891
2023-06-15,4.07792
2023-06-16,3.61904
2023-06-17,1.91341
2023-06-18,2.20779
2023-06-19,3.72294
2023-06-20,3.8961
2023-06-21,5.12554
2023-06-22,3.78354
2023-06-23,3.04761
2023-06-24,1.77489
2023-06-25,2.14718
2023-06-26,3.74891
2023-06-27,3.64502
2023-06-28,3.61038
2023-06-29,3.33333
2023-06-30,3.04761
2023-07-01,1.92207
2023-07-02,2.0
2023-07-03,3.44588
2023-07-04,3.55844
2023-07-05,3.2987
2023-07-06,3.85281
2023-07-07,3.10822
2023-07-08,1.93073
2023-07-09,2.06926
2023-07-10,3.61904
2023-07-11,3.76623
2023-07-12,3.74025
2023-07-13,3.22943
2023-07-14,3.22077
2023-07-15,1.80952
2023-07-16,2.13852
2023-07-17,3.41991
2023-07-18,3.17748
2023-07-19,3.23809
2023-07-20,3.66233
2023-07-21,3.22943
2023-07-22,1.58441
2023-07-23,1.98268
2023-07-24,3.44588
2023-07-25,3.22077
2023-07-26,3.16883
2023-07-27,2.78787
2023-07-28,2.9264
2023-07-29,1.67099
2023-07-30,2.04329
2023-07-31,2.81385
2023-08-01,2.87445
2023-08-02,2.47619
2023-08-03,2.84848
2023-08-04,2.41558
2023-08-05,1.7316
2023-08-06,1.67965
2023-08-07,3.04761
2023-08-08,3.2987
2023-08-09,3.05627
2023-08-10,3.14285
2023-08-11,2.89177
2023-08-12,1.61904
2023-08-13,1.7922
2023-08-14,2.56277
2023-08-15,2.10389
2023-08-16,3.01298
2023-08-17,3.22943
2023-08-18,2.84848
2023-08-19,1.66233
2023-08-20,1.86147
2023-08-21,3.48917
2023-08-22,3.50649
2023-08-23,3.16883
2023-08-24,3.63636
2023-08-25,2.88311
2023-08-26,1.90476
2023-08-27,1.74891
2023-08-28,3.01298
2023-08-29,3.44588
2023-08-30,3.01298
2023-08-31,3.0909
2023-09-01,3.30735
2023-09-02,1.72294
2023-09-03,1.77489
2023-09-04,3.30735
2023-09-05,3.39393
2023-09-06,3.14285
2023-09-07,3.54978
2023-09-08,2.97835
2023-09-09,1.64502
2023-09-10,1.61038
2023-09-11,3.53246
2023-09-12,3.70562
2023-09-13,3.44588
2023-09-14,3.67099
2023-09-15,3.51515
2023-09-16,1.87878
2023-09-17,2.54545
2023-09-18,3.14285
2023-09-19,3.5238
2023-09-20,3.54112
2023-09-21,3.45454
2023-09-22,3.11688
2023-09-23,1.65367
2023-09-24,2.14718
2023-09-25,3.33333
2023-09-26,3.35064
2023-09-27,2.37229
2023-09-28,1.45454
2023-09-29,1.42857
2023-09-30,1.42857
2023-10-01,1.6277
2023-10-02,1.98268
2023-10-03,1.83549
2023-10-04,3.39393
2023-10-05,3.13419
2023-10-06,2.96969
2023-10-07,1.35064
2023-10-08,1.70562
2023-10-09,2.35497
2023-10-10,3.24675
2023-10-11,3.4632
2023-10-12,3.41125
2023-10-13,2.9264
2023-10-14,1.81818
2023-10-15,2.31168
2023-10-16,3.24675
2023-10-17,3.32467
2023-10-18,3.51515
2023-10-19,3.17748
2023-10-20,2.84848
2023-10-21,1.83549
2023-10-22,1.96536
2023-10-23,3.47186
2023-10-24,3.42857
2023-10-25,3.6277
2023-10-26,3.38528
2023-10-27,2.98701
2023-10-28,1.82683
2023-10-29,2.15584
2023-10-30,3.87878
2023-10-31,3.85281
2023-11-01,3.99134
2023-11-02,3.36796
2023-11-03,3.13419
2023-11-04,1.64502
2023-11-05,1.84415
2023-11-06,3.61904
2023-11-07,3.77489
2023-11-08,3.86147
2023-11-09,3.4632
2023-11-10,3.23809
2023-11-11,1.83549
2023-11-12,2.03463
2023-11-13,4.0606
2023-11-14,3.54978
2023-11-15,3.49783
2023-11-16,3.08225
2023-11-17,2.81385
2023-11-18,1.98268
2023-11-19,2.13852
2023-11-20,3.31601
2023-11-21,3.48917
2023-11-22,3.30735
2023-11-23,3.37662
2023-11-24,3.32467
2023-11-25,2.13852
2023-11-26,2.38095
2023-11-27,3.48051
2023-11-28,3.57575
2023-11-29,3.41125
2023-11-30,3.0303
2023-12-01,4.56277
2023-12-02,1.92207
2023-12-03,2.11255
2023-12-04,3.38528
2023-12-05,3.4632
2023-12-06,3.80952
2023-12-07,3.06493
2023-12-08,3.09956
2023-12-09,1.87878
2023-12-10,2.05194
2023-12-11,3.1948
2023-12-12,3.3593
2023-12-13,2.98701
2023-12-14,3.16017
2023-12-15,2.52813
2023-12-16,1.69696
2023-12-17,1.93073
2023-12-18,2.96969
2023-12-19,3.0303
2023-12-20,3.78354
2023-12-21,2.73593
2023-12-22,2.10389
2023-12-23,1.35064
2023-12-24,1.34199
2023-12-25,1.47186
2023-12-26,3.01298
2023-12-27,2.66666
2023-12-28,3.0303
2023-12-29,2.29437
2023-12-30,1.93939
2023-12-31,1.49783
2024-01-01,1.2987
2024-01-02,2.75324
2024-01-03,4.60606
2024-01-04,2.83982
2024-01-05,2.62337
2024-01-06,1.57575
2024-01-07,1.64502
2024-01-08,2.32034
2024-01-09,2.73593
2024-01-10,2.75324
2024-01-11,2.7619
2024-01-12,2.09523
2024-01-13,1.87878
2024-01-14,1.8961
2024-01-15,3.04761
2024-01-16,2.94372
2024-01-17,3.13419
2024-01-18,2.82251
2024-01-19,2.32034
2024-01-20,1.66233
2024-01-21,1.94805
2024-01-22,3.38528
2024-01-23,3.01298
2024-01-24,2.84848
2024-01-25,3.30735
2024-01-26,2.72727
2024-01-27,7.09956
2024-01-28,6.25974
2024-01-29,4.88311
2024-01-30,4.28571
2024-01-31,3.09956
2024-02-01,3.26406
2024-02-02,2.48484
2024-02-03,1.25541
2024-02-04,1.74025
2024-02-05,2.8658
2024-02-06,2.90909
2024-02-07,3.1948
2024-02-08,1.98268
2024-02-09,1.42857
2024-02-10,1.08225
2024-02-11,1.33333
2024-02-12,1.71428
2024-02-13,2.67532
2024-02-14,2.69264
2024-02-15,2.52813
2024-02-16,2.23376
2024-02-17,1.41125
2024-02-18,1.65367
2024-02-19,2.41558
2024-02-20,2.46753
2024-02-21,3.07359
2024-02-22,2.40692
2024-02-23,2.07792
2024-02-24,1.3593
2024-02-25,1.91341
2024-02-26,3.01298
2024-02-27,3.24675
2024-02-28,3.0909
2024-02-29,2.51082
2024-03-01,1.70562
2024-03-02,1.74891
2024-03-03,1.92207
2024-03-04,2.87445
2024-03-05,2.75324
2024-03-06,2.93506
2024-03-07,3.03896
2024-03-08,2.85714
2024-03-09,1.97402
2024-03-10,2.00865
2024-03-11,3.24675
2024-03-12,3.48917
2024-03-13,2.90909
2024-03-14,3.25541
2024-03-15,2.72727
2024-03-16,1.8961
2024-03-17,2.04329
2024-03-18,3.16017
2024-03-19,3.40259
2024-03-20,2.90043
