date,연금저축계좌개설
2020-10-10,1.99203
2020-10-13,1.99203
2020-10-15,2.39043
2020-10-16,1.99203
2020-10-24,1.99203
2020-10-28,4.78087
2020-10-29,2.78884
2020-10-31,2.39043
2020-11-02,3.58565
2020-11-03,2.39043
2020-11-05,2.39043
2020-11-06,3.58565
2020-11-09,2.39043
2020-11-10,1.99203
2020-11-15,1.99203
2020-11-16,3.98406
2020-11-18,1.99203
2020-11-19,5.17928
2020-11-21,2.39043
2020-11-22,7.56972
2020-11-23,1.99203
2020-11-24,3.18725
2020-11-26,3.18725
2020-11-28,3.58565
2020-11-29,2.78884
2020-11-30,5.97609
2020-12-01,1.99203
2020-12-02,2.78884
2020-12-04,6.7729
2020-12-05,5.97609
2020-12-06,2.78884
2020-12-07,2.39043
2020-12-08,2.39043
2020-12-10,5.57768
2020-12-11,3.58565
2020-12-12,2.39043
2020-12-13,2.39043
2020-12-14,5.57768
2020-12-15,4.78087
2020-12-16,3.58565
2020-12-17,4.38247
2020-12-18,6.3745
2020-12-19,3.98406
2020-12-20,10.35856
2020-12-21,2.39043
2020-12-22,5.17928
2020-12-23,5.57768
2020-12-24,13.14741
2020-12-25,8.76494
2020-12-26,11.15537
2020-12-27,16.33466
2020-12-28,9.56175
2020-12-29,13.94422
2020-12-30,22.31075
2020-12-31,17.52988
2021-01-01,2.39043
2021-01-02,3.58565
2021-01-03,3.18725
2021-01-04,4.38247
2021-01-05,5.17928
2021-01-06,5.17928
2021-01-07,5.57768
2021-01-08,7.17131
2021-01-09,1.99203
2021-01-10,7.56972
2021-01-11,7.96812
2021-01-12,2.39043
2021-01-13,3.18725
2021-01-14,1.99203
2021-01-15,5.57768
2021-01-16,2.39043
2021-01-17,5.57768
2021-01-18,9.16334
2021-01-19,10.35856
2021-01-20,6.3745
2021-01-21,9.16334
2021-01-22,20.71713
2021-01-23,28.68525
2021-01-24,37.45019
2021-01-25,42.62948
2021-01-26,47.41035
2021-01-27,38.64541
2021-01-28,21.91235
2021-01-29,20.71713
2021-01-30,19.1235
2021-01-31,17.52988
2021-02-01,28.68525
2021-02-02,25.89641
2021-02-03,27.09163
2021-02-04,21.51394
2021-02-05,19.1235
2021-02-06,17.92828
2021-02-07,19.92031
2021-02-08,20.71713
2021-02-09,20.31872
2021-02-10,19.52191
2021-02-11,16.33466
2021-02-12,11.15537
2021-02-13,22.70916
2021-02-14,28.68525
2021-02-15,35.05976
2021-02-16,27.49003
2021-02-17,27.88844
2021-02-18,35.45816
2021-02-19,28.28685
2021-02-20,21.91235
2021-02-21,21.51394
2021-02-22,32.27091
2021-02-23,29.48207
2021-02-24,26.29482
2021-02-25,23.50597
2021-02-26,23.90438
2021-02-27,18.32669
2021-02-28,21.11553
2021-03-01,24.70119
2021-03-02,22.70916
2021-03-03,21.51394
2021-03-04,18.32669
2021-03-05,19.52191
2021-03-06,7.56972
2021-03-07,21.51394
2021-03-08,20.31872
2021-03-09,26.69322
2021-03-10,27.49003
2021-03-11,21.51394
2021-03-12,15.13944
2021-03-13,12.749
2021-03-14,18.32669
2021-03-15,14.74103
2021-03-16,15.93625
2021-03-17,19.92031
2021-03-18,17.52988
2021-03-19,14.74103
2021-03-20,7.56972
2021-03-21,17.13147
2021-03-22,14.34262
2021-03-23,15.53784
2021-03-24,14.34262
2021-03-25,13.54581
2021-03-26,17.13147
2021-03-27,15.53784
2021-03-28,19.1235
2021-03-29,19.52191
2021-03-30,19.92031
2021-03-31,17.13147
2021-04-01,13.94422
2021-04-02,15.13944
2021-04-03,16.73306
2021-04-04,9.16334
2021-04-05,19.52191
2021-04-06,19.1235
2021-04-07,18.32669
2021-04-08,19.52191
2021-04-09,21.91235
2021-04-10,12.35059
2021-04-11,18.72509
2021-04-12,23.50597
2021-04-13,20.71713
2021-04-14,21.51394
2021-04-15,15.13944
2021-04-16,17.52988
2021-04-17,15.13944
2021-04-18,11.95219
2021-04-19,19.1235
2021-04-20,17.92828
2021-04-21,21.11553
2021-04-22,12.749
2021-04-23,12.35059
2021-04-24,9.56175
2021-04-25,19.1235
2021-04-26,13.14741
2021-04-27,14.74103
2021-04-28,13.94422
2021-04-29,11.15537
2021-04-30,13.54581
2021-05-01,8.76494
2021-05-02,11.55378
2021-05-03,12.749
2021-05-04,9.16334
2021-05-05,10.35856
2021-05-06,13.94422
2021-05-07,10.35856
2021-05-08,6.7729
2021-05-09,8.76494
2021-05-10,14.34262
2021-05-11,14.34262
2021-05-12,10.75697
2021-05-13,7.56972
2021-05-14,8.36653
2021-05-15,8.36653
2021-05-16,11.95219
2021-05-17,11.55378
2021-05-18,12.35059
2021-05-19,8.76494
2021-05-20,11.15537
2021-05-21,7.17131
2021-05-22,4.38247
2021-05-23,7.96812
2021-05-24,8.36653
2021-05-25,14.34262
2021-05-26,14.74103
2021-05-27,19.52191
2021-05-28,12.35059
2021-05-29,5.97609
2021-05-30,7.56972
2021-05-31,9.16334
2021-06-01,12.35059
2021-06-02,13.54581
2021-06-03,7.17131
2021-06-04,9.56175
2021-06-05,11.15537
2021-06-06,11.55378
2021-06-07,8.36653
2021-06-08,11.95219
2021-06-09,10.35856
2021-06-10,5.97609
2021-06-11,7.56972
2021-06-12,5.57768
2021-06-13,6.3745
2021-06-14,11.55378
2021-06-15,14.34262
2021-06-16,11.15537
2021-06-17,10.75697
2021-06-18,9.16334
2021-06-19,4.38247
2021-06-20,7.17131
2021-06-21,10.75697
2021-06-22,8.36653
2021-06-23,16.73306
2021-06-24,14.74103
2021-06-25,11.15537
2021-06-26,4.38247
2021-06-27,10.35856
2021-06-28,9.56175
2021-06-29,12.749
2021-06-30,12.749
2021-07-01,9.96015
2021-07-02,10.75697
2021-07-03,8.76494
2021-07-04,7.56972
2021-07-05,14.34262
2021-07-06,17.13147
2021-07-07,11.55378
2021-07-08,11.55378
2021-07-09,11.95219
2021-07-10,6.3745
2021-07-11,18.32669
2021-07-12,11.55378
2021-07-13,10.75697
2021-07-14,11.15537
2021-07-15,14.34262
2021-07-16,11.55378
2021-07-17,11.55378
2021-07-18,6.3745
2021-07-19,21.91235
2021-07-20,13.14741
2021-07-21,11.55378
2021-07-22,12.35059
2021-07-23,10.75697
2021-07-24,11.55378
2021-07-25,13.14741
2021-07-26,17.13147
2021-07-27,5.57768
2021-07-28,5.97609
2021-07-29,4.78087
2021-07-30,2.78884
2021-07-31,1.99203
2021-08-01,2.39043
2021-08-02,6.7729
2021-08-03,2.78884
2021-08-05,2.39043
2021-08-06,3.18725
2021-08-08,3.18725
2021-08-09,1.99203
2021-08-10,3.98406
2021-08-11,2.39043
2021-08-12,3.58565
2021-08-13,1.99203
2021-08-14,2.78884
2021-08-15,3.18725
2021-08-17,4.38247
2021-08-18,6.7729
2021-08-19,4.38247
2021-08-20,1.99203
2021-08-21,3.58565
2021-08-23,1.99203
2021-08-24,3.98406
2021-08-25,5.97609
2021-08-26,2.78884
2021-08-27,5.57768
2021-08-28,3.58565
2021-08-29,1.99203
2021-08-30,1.99203
2021-08-31,3.98406
2021-09-01,5.97609
2021-09-02,3.18725
2021-09-05,2.78884
2021-09-06,4.38247
2021-09-07,3.58565
2021-09-08,2.78884
2021-09-10,2.39043
2021-09-13,1.99203
2021-09-14,1.99203
2021-09-15,3.18725
2021-09-16,4.38247
2021-09-17,4.78087
2021-09-19,2.39043
2021-09-20,13.54581
2021-09-21,5.97609
2021-09-22,5.17928
2021-09-23,6.7729
2021-09-24,2.78884
2021-09-25,5.57768
2021-09-26,8.36653
2021-09-27,7.17131
2021-09-28,5.57768
2021-09-30,2.78884
2021-10-01,1.99203
2021-10-04,3.18725
2021-10-07,3.98406
2021-10-08,4.78087
2021-10-12,2.39043
2021-10-13,6.3745
2021-10-14,2.39043
2021-10-15,5.17928
2021-10-17,1.99203
2021-10-18,2.78884
2021-10-19,2.78884
2021-10-20,3.58565
2021-10-21,5.97609
2021-10-22,3.18725
2021-10-23,4.38247
2021-10-24,2.78884
2021-10-25,6.3745
2021-10-26,3.58565
2021-10-27,1.99203
2021-10-28,2.78884
2021-10-29,4.78087
2021-10-30,2.39043
2021-10-31,1.99203
2021-11-01,6.7729
2021-11-02,2.39043
2021-11-03,2.39043
2021-11-04,5.17928
2021-11-05,5.97609
2021-11-08,3.58565
2021-11-09,6.7729
2021-11-10,2.78884
2021-11-11,2.39043
2021-11-15,3.58565
2021-11-16,5.57768
2021-11-17,1.99203
2021-11-18,6.3745
2021-11-19,7.17131
2021-11-20,2.39043
2021-11-21,4.78087
2021-11-22,7.96812
2021-11-23,4.38247
2021-11-24,8.36653
2021-11-25,2.78884
2021-11-26,9.16334
2021-11-27,3.58565
2021-11-28,3.18725
2021-11-29,7.17131
2021-11-30,5.17928
2021-12-01,2.78884
2021-12-02,7.96812
2021-12-03,6.7729
2021-12-04,1.99203
2021-12-06,9.96015
2021-12-07,9.96015
2021-12-08,6.7729
2021-12-09,2.39043
2021-12-10,7.96812
2021-12-11,2.78884
2021-12-12,3.98406
2021-12-13,5.17928
2021-12-14,1.99203
2021-12-15,6.7729
2021-12-16,2.78884
2021-12-17,2.39043
2021-12-18,3.18725
2021-12-19,6.3745
2021-12-20,8.36653
2021-12-21,5.57768
2021-12-22,5.57768
2021-12-23,5.97609
2021-12-24,6.3745
2021-12-26,6.3745
2021-12-27,11.95219
2021-12-28,12.35059
2021-12-29,11.15537
2021-12-30,11.95219
2021-12-31,17.52988
2022-01-03,3.98406
2022-01-05,4.78087
2022-01-06,3.18725
2022-01-07,1.99203
2022-01-09,6.3745
2022-01-12,3.18725
2022-01-16,2.39043
2022-01-17,6.7729
2022-01-18,6.7729
2022-01-19,4.78087
2022-01-20,6.7729
2022-01-21,11.55378
2022-01-23,5.17928
2022-01-24,7.56972
2022-01-26,5.57768
2022-01-27,5.57768
2022-01-28,3.98406
2022-01-29,3.18725
2022-01-31,3.18725
2022-02-01,3.58565
2022-02-02,5.57768
2022-02-03,11.15537
2022-02-04,1.99203
2022-02-05,3.98406
2022-02-06,9.96015
2022-02-07,8.36653
2022-02-08,4.78087
2022-02-09,11.95219
2022-02-10,6.3745
2022-02-11,7.96812
2022-02-12,3.18725
2022-02-13,4.78087
2022-02-14,5.57768
2022-02-15,6.7729
2022-02-16,5.57768
2022-02-17,3.58565
2022-02-18,5.57768
2022-02-20,5.17928
2022-02-21,3.18725
2022-02-22,5.57768
2022-02-23,3.18725
2022-02-24,3.18725
2022-02-25,4.38247
2022-02-26,5.97609
2022-02-27,4.38247
2022-02-28,6.7729
2022-03-01,3.58565
2022-03-02,2.78884
2022-03-03,5.17928
2022-03-04,5.97609
2022-03-06,5.17928
2022-03-07,4.38247
2022-03-08,6.7729
2022-03-09,2.39043
2022-03-10,4.38247
2022-03-11,1.99203
2022-03-12,3.58565
2022-03-13,2.39043
2022-03-15,2.39043
2022-03-16,3.58565
2022-03-19,2.39043
2022-03-20,2.78884
2022-03-21,6.3745
2022-03-22,3.58565
2022-03-23,6.7729
2022-03-25,2.39043
2022-03-26,2.78884
2022-03-27,1.99203
2022-03-28,3.18725
2022-03-29,5.97609
2022-03-30,1.99203
2022-03-31,2.39043
2022-04-01,3.98406
2022-04-02,1.99203
2022-04-03,4.38247
2022-04-04,1.99203
2022-04-06,3.18725
2022-04-07,3.98406
2022-04-13,2.78884
2022-04-14,4.38247
2022-04-15,1.99203
2022-04-16,1.99203
2022-04-18,1.99203
2022-04-20,4.78087
2022-04-22,2.78884
2022-04-23,2.78884
2022-04-25,2.39043
2022-04-26,2.78884
2022-04-27,3.18725
2022-04-29,1.99203
2022-05-03,1.99203
2022-05-08,2.78884
2022-05-09,1.99203
2022-05-11,2.78884
2022-05-12,1.99203
2022-05-16,2.39043
2022-05-17,2.39043
2022-05-20,1.99203
2022-05-22,1.99203
2022-05-29,1.99203
2022-05-30,2.39043
2022-06-01,1.99203
2022-06-02,2.39043
2022-06-05,1.99203
2022-06-10,1.99203
2022-06-17,1.99203
2022-06-22,1.99203
2022-06-29,1.99203
2022-07-08,1.99203
2022-07-13,1.99203
2022-07-18,2.78884
2022-08-03,1.99203
2022-08-20,3.58565
2022-08-21,2.78884
2022-08-23,2.39043
2022-08-26,2.39043
2022-08-29,2.39043
2022-08-31,2.39043
2022-09-03,1.99203
2022-09-05,2.39043
2022-09-06,3.98406
2022-09-10,2.39043
2022-09-21,3.18725
2022-09-22,2.39043
2022-09-23,2.39043
2022-09-26,2.39043
2022-09-27,2.39043
2022-10-04,1.99203
2022-10-05,1.99203
2022-10-06,1.99203
2022-10-12,2.39043
2022-10-17,2.78884
2022-10-23,1.99203
2022-10-25,1.99203
2022-11-05,1.99203
2022-11-07,1.99203
2022-11-21,2.39043
2022-11-23,3.18725
2022-11-28,3.98406
2022-11-29,4.38247
2022-12-01,2.78884
2022-12-02,2.78884
2022-12-04,1.99203
2022-12-05,6.7729
2022-12-09,1.99203
2022-12-10,1.99203
2022-12-11,3.58565
2022-12-12,7.56972
2022-12-13,5.97609
2022-12-15,1.99203
2022-12-16,1.99203
2022-12-17,2.39043
2022-12-19,7.96812
2022-12-20,2.78884
2022-12-21,2.78884
2022-12-22,1.99203
2022-12-23,4.38247
2022-12-26,9.96015
2022-12-27,6.7729
2022-12-28,7.56972
2022-12-29,10.35856
2022-12-30,11.95219
2022-12-31,6.7729
2023-01-01,1.99203
2023-01-02,2.39043
2023-01-04,1.99203
2023-01-09,1.99203
2023-01-10,1.99203
2023-01-11,2.39043
2023-01-15,3.58565
2023-01-17,4.78087
2023-01-18,2.39043
2023-01-19,2.39043
2023-01-20,3.58565
2023-01-24,1.99203
2023-01-25,6.7729
2023-01-26,5.17928
2023-01-27,7.56972
2023-01-28,2.78884
2023-01-29,5.97609
2023-01-30,7.17131
2023-01-31,5.97609
2023-02-01,1.99203
2023-02-02,4.78087
2023-02-04,1.99203
2023-02-05,2.39043
2023-02-06,2.78884
2023-02-07,4.78087
2023-02-08,5.57768
2023-02-09,5.17928
2023-02-10,11.55378
2023-02-11,3.18725
2023-02-12,9.16334
2023-02-13,3.98406
2023-02-14,2.78884
2023-02-15,9.96015
2023-02-16,5.97609
2023-02-17,10.75697
2023-02-18,5.17928
2023-02-19,5.17928
2023-02-20,9.16334
2023-02-21,12.749
2023-02-22,7.96812
2023-02-23,13.94422
2023-02-24,8.76494
2023-02-25,3.58565
2023-02-26,7.96812
2023-02-27,3.58565
2023-02-28,8.76494
2023-03-01,4.78087
2023-03-02,6.7729
2023-03-03,9.56175
2023-03-04,6.3745
2023-03-05,6.3745
2023-03-06,9.16334
2023-03-07,9.96015
2023-03-08,7.96812
2023-03-09,8.76494
2023-03-10,7.56972
2023-03-11,2.78884
2023-03-12,2.78884
2023-03-13,4.38247
2023-03-14,4.78087
2023-03-15,7.96812
2023-03-16,8.76494
2023-03-17,1.99203
2023-03-18,2.78884
2023-03-19,5.97609
2023-03-20,3.98406
2023-03-21,5.17928
2023-03-22,6.3745
2023-03-23,7.96812
2023-03-24,8.76494
2023-03-25,3.58565
2023-03-26,3.18725
2023-03-27,3.98406
2023-03-28,6.3745
2023-03-29,4.38247
2023-03-30,3.98406
2023-03-31,5.17928
2023-04-01,5.57768
2023-04-02,1.99203
2023-04-03,7.56972
2023-04-04,8.36653
2023-04-05,8.76494
2023-04-06,7.17131
2023-04-07,7.56972
2023-04-08,4.38247
2023-04-09,3.98406
2023-04-10,7.56972
2023-04-11,5.97609
2023-04-12,5.97609
2023-04-13,4.38247
2023-04-14,3.98406
2023-04-15,2.39043
2023-04-16,5.17928
2023-04-17,7.96812
2023-04-18,1.99203
2023-04-19,5.17928
2023-04-20,3.18725
2023-04-21,2.78884
2023-04-22,2.78884
2023-04-23,10.75697
2023-04-24,4.78087
2023-04-25,7.96812
2023-04-26,9.56175
2023-04-28,2.39043
2023-04-30,3.98406
2023-05-01,1.99203
2023-05-02,4.38247
2023-05-03,6.3745
2023-05-04,7.17131
2023-05-05,3.58565
2023-05-06,3.98406
2023-05-07,1.99203
2023-05-08,2.39043
2023-05-09,4.78087
2023-05-10,7.96812
2023-05-11,5.57768
2023-05-12,3.98406
2023-05-13,3.58565
2023-05-14,5.17928
2023-05-16,9.56175
2023-05-17,4.78087
2023-05-18,3.58565
2023-05-19,6.3745
2023-05-20,4.78087
2023-05-21,7.96812
2023-05-22,9.56175
2023-05-23,7.17131
2023-05-24,9.56175
2023-05-25,3.18725
2023-05-26,5.57768
2023-05-27,5.57768
2023-05-28,5.97609
2023-05-29,5.57768
2023-05-30,8.36653
2023-05-31,9.56175
2023-06-01,3.98406
2023-06-02,6.3745
2023-06-03,3.58565
2023-06-04,4.78087
2023-06-05,5.57768
2023-06-06,1.99203
2023-06-07,5.97609
2023-06-08,4.78087
2023-06-09,3.58565
2023-06-10,4.78087
2023-06-11,5.17928
2023-06-12,6.7729
2023-06-13,7.56972
2023-06-14,4.38247
2023-06-15,6.7729
2023-06-16,9.56175
2023-06-17,3.98406
2023-06-18,3.58565
2023-06-19,4.38247
2023-06-20,5.17928
2023-06-21,12.35059
2023-06-22,11.15537
2023-06-23,8.76494
2023-06-24,6.7729
2023-06-25,10.75697
2023-06-26,10.35856
2023-06-27,9.56175
2023-06-28,11.55378
2023-06-29,8.36653
2023-06-30,7.56972
2023-07-01,9.16334
2023-07-02,4.38247
2023-07-03,7.56972
2023-07-04,7.96812
2023-07-05,7.96812
2023-07-06,9.56175
2023-07-07,7.96812
2023-07-08,2.39043
2023-07-09,3.98406
2023-07-10,7.17131
2023-07-11,9.56175
2023-07-12,10.75697
2023-07-13,11.55378
2023-07-14,8.36653
2023-07-15,7.96812
2023-07-16,8.76494
2023-07-17,10.75697
2023-07-18,13.54581
2023-07-19,10.75697
2023-07-20,11.15537
2023-07-21,3.98406
2023-07-22,4.38247
2023-07-23,2.39043
2023-07-24,7.56972
2023-07-25,7.17131
2023-07-26,7.56972
2023-07-27,7.17131
2023-07-28,5.17928
2023-07-29,7.96812
2023-07-30,8.76494
2023-07-31,10.75697
2023-08-01,2.39043
2023-08-02,8.36653
2023-08-03,7.96812
2023-08-04,4.78087
2023-08-05,5.57768
2023-08-06,3.98406
2023-08-07,8.76494
2023-08-08,11.15537
2023-08-09,9.96015
2023-08-10,9.16334
2023-08-11,3.58565
2023-08-12,2.78884
2023-08-13,5.57768
2023-08-14,9.96015
2023-08-15,13.54581
2023-08-16,9.16334
2023-08-17,16.33466
2023-08-18,15.53784
2023-08-19,22.31075
2023-08-20,22.31075
2023-08-21,27.49003
2023-08-22,34.66135
2023-08-23,20.31872
2023-08-24,23.90438
2023-08-25,16.33466
2023-08-26,13.54581
2023-08-27,11.95219
2023-08-28,17.52988
2023-08-29,22.70916
2023-08-30,20.31872
2023-08-31,19.92031
2023-09-01,17.52988
2023-09-02,7.96812
2023-09-03,17.13147
2023-09-04,15.93625
2023-09-05,22.31075
2023-09-06,17.13147
2023-09-07,12.35059
2023-09-08,13.14741
2023-09-09,8.76494
2023-09-10,14.74103
2023-09-11,18.32669
2023-09-12,13.14741
2023-09-13,18.32669
2023-09-14,17.13147
2023-09-15,14.34262
2023-09-16,10.35856
2023-09-17,13.54581
2023-09-18,17.92828
2023-09-19,14.74103
2023-09-20,12.749
2023-09-21,16.33466
2023-09-22,14.34262
2023-09-23,11.95219
2023-09-24,12.35059
2023-09-25,11.95219
2023-09-26,15.13944
2023-09-27,10.75697
2023-09-28,6.7729
2023-09-29,3.18725
2023-09-30,4.78087
2023-10-01,4.78087
2023-10-02,7.17131
2023-10-03,9.16334
2023-10-04,10.35856
2023-10-05,8.36653
2023-10-06,9.16334
2023-10-07,3.58565
2023-10-08,4.78087
2023-10-09,3.98406
2023-10-10,6.7729
2023-10-11,6.7729
2023-10-12,6.7729
2023-10-13,9.56175
2023-10-14,2.78884
2023-10-15,5.97609
2023-10-16,12.35059
2023-10-17,5.17928
2023-10-18,9.16334
2023-10-19,5.57768
2023-10-20,6.7729
2023-10-21,3.98406
2023-10-22,3.98406
2023-10-23,8.76494
2023-10-24,11.15537
2023-10-25,11.15537
2023-10-26,6.7729
2023-10-27,8.36653
2023-10-28,5.97609
2023-10-29,4.78087
2023-10-30,12.35059
2023-10-31,7.56972
2023-11-01,1.99203
2023-11-02,2.78884
2023-11-03,6.7729
2023-11-04,5.97609
2023-11-05,2.78884
2023-11-06,11.95219
2023-11-07,11.55378
2023-11-08,6.7729
2023-11-09,10.35856
2023-11-11,3.18725
2023-11-12,4.38247
2023-11-13,11.15537
2023-11-14,3.98406
2023-11-15,9.56175
2023-11-16,15.53784
2023-11-17,12.35059
2023-11-18,7.56972
2023-11-19,8.76494
2023-11-20,12.749
2023-11-21,18.72509
2023-11-22,12.35059
2023-11-23,12.749
2023-11-24,9.56175
2023-11-25,8.76494
2023-11-26,16.73306
2023-11-27,12.749
2023-11-28,16.73306
2023-11-29,14.34262
2023-11-30,19.52191
2023-12-01,15.53784
2023-12-02,9.56175
2023-12-03,13.14741
2023-12-04,10.75697
2023-12-05,17.13147
2023-12-06,17.92828
2023-12-07,23.10756
2023-12-08,26.69322
2023-12-09,13.94422
2023-12-10,24.30278
2023-12-11,41.83266
2023-12-12,27.49003
2023-12-13,31.4741
2023-12-14,41.03585
2023-12-15,33.06772
2023-12-16,18.72509
2023-12-17,24.70119
2023-12-18,41.03585
2023-12-19,38.64541
2023-12-20,37.05179
2023-12-21,43.42629
2023-12-22,43.8247
2023-12-23,26.29482
2023-12-24,30.67729
2023-12-25,49.00398
2023-12-26,82.86852
2023-12-27,92.82868
2023-12-28,100.0
2023-12-29,93.62549
2023-12-30,34.66135
2023-12-31,53.38645
2024-01-01,28.28685
2024-01-02,49.00398
2024-01-03,52.19123
2024-01-04,50.99601
2024-01-05,39.04382
2024-01-06,28.68525
2024-01-07,30.67729
2024-01-08,32.27091
2024-01-09,32.27091
2024-01-10,32.27091
2024-01-11,37.05179
2024-01-12,27.49003
2024-01-13,19.92031
2024-01-14,24.30278
2024-01-15,35.85657
2024-01-16,33.06772
2024-01-17,41.83266
2024-01-18,40.63745
2024-01-19,37.05179
2024-01-20,22.31075
2024-01-21,29.08366
2024-01-22,50.5976
2024-01-23,46.61354
2024-01-24,62.15139
2024-01-25,62.5498
2024-01-26,44.62151
2024-01-27,26.29482
2024-01-28,55.77689
2024-01-29,37.8486
2024-01-30,43.42629
2024-01-31,38.24701
2024-02-01,44.62151
2024-02-02,40.63745
2024-02-03,22.70916
2024-02-04,46.61354
2024-02-05,50.5976
2024-02-06,43.8247
2024-02-07,39.84063
2024-02-08,43.42629
2024-02-09,26.69322
2024-02-10,23.90438
2024-02-11,30.27888
2024-02-12,40.23904
2024-02-13,68.52589
2024-02-14,52.19123
2024-02-15,41.83266
2024-02-16,54.98007
2024-02-17,32.66932
2024-02-18,41.03585
2024-02-19,39.84063
2024-02-20,55.37848
2024-02-21,45.41832
2024-02-22,49.00398
2024-02-23,50.5976
2024-02-24,33.06772
2024-02-25,51.39442
2024-02-26,49.80079
2024-02-27,48.20717
2024-02-28,44.2231
2024-02-29,50.5976
2024-03-01,29.88047
2024-03-02,26.69322
2024-03-03,31.8725
2024-03-04,42.62948
2024-03-05,46.21513
2024-03-06,43.42629
2024-03-07,29.08366
2024-03-08,37.8486
2024-03-09,17.92828
2024-03-10,26.69322
2024-03-11,30.67729
2024-03-12,26.29482
2024-03-13,34.26294
2024-03-14,23.90438
2024-03-15,27.09163
2024-03-16,18.72509
2024-03-17,24.70119
2024-03-18,30.67729
2024-03-19,28.28685
2024-03-20,41.83266
