date,DC형퇴직연금
2024-01-25,37.4269
2024-01-26,34.89278
2024-01-27,15.78947
2024-01-28,19.10331
2024-01-29,34.89278
2024-01-30,44.44444
2024-01-31,41.91033
2024-02-01,39.57115
2024-02-02,35.08771
2024-02-03,14.61988
2024-02-04,16.37426
2024-02-05,36.8421
2024-02-06,39.96101
2024-02-07,36.8421
2024-02-08,25.53606
2024-02-09,12.08576
2024-02-10,12.08576
2024-02-11,11.6959
2024-02-12,11.89083
2024-02-13,43.07992
2024-02-14,49.90253
2024-02-15,50.87719
2024-02-16,42.30019
2024-02-17,16.5692
2024-02-18,15.00974
2024-02-19,39.76608
2024-02-20,38.40155
2024-02-21,43.66471
2024-02-22,38.59649
2024-02-23,35.47758
2024-02-24,13.64522
2024-02-25,15.20467
2024-02-26,35.86744
2024-02-27,40.15594
2024-02-28,39.96101
2024-02-29,38.79142
2024-03-01,18.51851
2024-03-02,13.84015
2024-03-03,14.81481
2024-03-04,46.58869
2024-03-05,52.04678
2024-03-06,42.88499
2024-03-07,44.24951
2024-03-08,37.23196
2024-03-09,17.93372
2024-03-10,10.52631
2024-03-11,48.53801
2024-03-12,41.71539
2024-03-13,45.02923
2024-03-14,40.5458
2024-03-15,33.72319
2024-03-16,10.52631
2024-03-17,13.45029
2024-03-18,41.71539
2024-03-19,40.15594
2024-03-20,45.61403
