date,회계사
2023-05-30,18.43728
2023-05-31,15.38235
2023-06-01,12.67012
2023-06-02,14.39342
2023-06-03,11.57348
2023-06-04,11.11328
2023-06-05,12.87574
2023-06-06,11.86722
2023-06-07,15.53901
2023-06-08,14.2955
2023-06-09,13.06178
2023-06-10,10.4083
2023-06-11,12.59179
2023-06-12,14.96132
2023-06-13,13.73739
2023-06-14,19.71017
2023-06-15,23.13717
2023-06-16,17.12523
2023-06-17,12.45471
2023-06-18,14.6382
2023-06-19,20.51307
2023-06-20,16.77274
2023-06-21,16.66503
2023-06-22,16.48878
2023-06-23,26.85792
2023-06-24,38.86223
2023-06-25,33.84901
2023-06-26,22.47136
2023-06-27,18.94644
2023-06-28,16.72378
2023-06-29,17.64417
2023-06-30,20.33682
2023-07-01,18.12395
2023-07-02,19.75913
2023-07-03,15.93067
2023-07-04,16.30275
2023-07-05,16.009
2023-07-06,16.72378
2023-07-07,16.02859
2023-07-08,14.22696
2023-07-09,16.84128
2023-07-10,18.35895
2023-07-11,16.28316
2023-07-12,16.85107
2023-07-13,16.9294
2023-07-14,15.96984
2023-07-15,12.33721
2023-07-16,13.27719
2023-07-17,15.68589
2023-07-18,13.97238
2023-07-19,13.68843
2023-07-20,14.05071
2023-07-21,12.76804
2023-07-22,11.14266
2023-07-23,12.582
2023-07-24,12.57221
2023-07-25,12.33721
2023-07-26,11.48536
2023-07-27,11.34828
2023-07-28,10.68246
2023-07-29,9.89914
2023-07-30,9.67394
2023-07-31,11.72035
2023-08-01,12.1218
2023-08-02,11.52452
2023-08-03,10.81954
2023-08-04,10.2908
2023-08-05,9.31166
2023-08-06,9.70331
2023-08-07,11.51473
2023-08-08,11.22099
2023-08-09,11.65181
2023-08-10,10.36913
2023-08-11,11.60285
2023-08-12,9.33124
2023-08-13,9.63477
2023-08-14,11.34828
2023-08-15,10.09497
2023-08-16,13.94301
2023-08-17,12.55262
2023-08-18,12.03368
2023-08-19,9.69352
2023-08-20,9.6054
2023-08-21,13.0324
2023-08-22,13.34573
2023-08-23,13.89405
2023-08-24,13.91363
2023-08-25,13.80593
2023-08-26,10.45726
2023-08-27,11.88681
2023-08-28,15.86213
2023-08-29,17.84
2023-08-30,60.18799
2023-08-31,38.48036
2023-09-01,20.12141
2023-09-02,13.73739
2023-09-03,13.35552
2023-09-04,17.32106
2023-09-05,15.60755
2023-09-06,14.38362
2023-09-07,15.53901
2023-09-08,14.04092
2023-09-09,12.18055
2023-09-10,13.46323
2023-09-11,16.5867
2023-09-12,16.43983
2023-09-13,15.61735
2023-09-14,15.3236
2023-09-15,13.62968
2023-09-16,9.87956
2023-09-17,11.2112
2023-09-18,13.60031
2023-09-19,12.62116
2023-09-20,12.29805
2023-09-21,11.70077
2023-09-22,10.64329
2023-09-23,8.4598
2023-09-24,10.01664
2023-09-25,11.36786
2023-09-26,10.94683
2023-09-27,9.9481
2023-09-28,9.06687
2023-09-29,10.00685
2023-09-30,8.89062
2023-10-01,10.35934
2023-10-02,8.84167
2023-10-03,9.47811
2023-10-04,11.37765
2023-10-05,10.67267
2023-10-06,10.33976
2023-10-07,8.21502
2023-10-08,8.38147
2023-10-09,9.71311
2023-10-10,11.88681
2023-10-11,14.16821
2023-10-12,13.28698
2023-10-13,12.42534
2023-10-14,9.9481
2023-10-15,9.92852
2023-10-16,12.20992
2023-10-17,12.07284
2023-10-18,12.44492
2023-10-19,12.52325
2023-10-20,10.79016
2023-10-21,8.47938
2023-10-22,9.86977
2023-10-23,13.05199
2023-10-24,12.37638
2023-10-25,29.49182
2023-10-26,34.85753
2023-10-27,19.28914
2023-10-28,13.84509
2023-10-29,14.90257
2023-10-30,16.63566
2023-10-31,15.2159
2023-11-01,17.06648
2023-11-02,15.03965
2023-11-03,12.84637
2023-11-04,10.37892
2023-11-05,11.07412
2023-11-06,13.82551
2023-11-07,13.21844
2023-11-08,13.94301
2023-11-09,16.38108
2023-11-10,13.20865
2023-11-11,10.15372
2023-11-12,11.18182
2023-11-13,13.02261
2023-11-14,13.7276
2023-11-15,14.44237
2023-11-16,14.35425
2023-11-17,14.40321
2023-11-18,11.29932
2023-11-19,11.80847
2023-11-20,15.18652
2023-11-21,13.88426
2023-11-22,15.2159
2023-11-23,26.50543
2023-11-24,18.93664
2023-11-25,13.42406
2023-11-26,13.14011
2023-11-27,14.22696
2023-11-28,14.14863
2023-11-29,17.39939
2023-11-30,19.45559
2023-12-01,16.244
2023-12-02,14.16821
2023-12-03,14.48154
2023-12-04,14.7557
2023-12-05,14.26613
2023-12-06,17.52668
2023-12-07,24.0184
2023-12-08,18.37853
2023-12-09,15.57818
2023-12-10,17.07627
2023-12-11,18.13375
2023-12-12,18.9856
2023-12-13,16.34191
2023-12-14,15.74463
2023-12-15,14.94174
2023-12-16,11.59306
2023-12-17,12.10222
2023-12-18,14.78507
2023-12-19,12.6897
2023-12-20,12.6995
2023-12-21,13.08136
2023-12-22,12.10222
2023-12-23,10.18309
2023-12-24,9.22353
2023-12-25,9.77185
2023-12-26,13.54156
2023-12-27,13.29677
2023-12-28,13.66885
2023-12-29,12.39596
2023-12-30,11.24057
2023-12-31,10.6335
2024-01-01,11.01537
2024-01-02,14.82424
2024-01-03,14.10946
2024-01-04,14.81445
2024-01-05,12.93449
2024-01-06,11.39723
2024-01-07,10.43767
2024-01-08,11.24057
2024-01-09,12.582
2024-01-10,12.59179
2024-01-11,13.09115
2024-01-12,11.84764
2024-01-13,10.80975
2024-01-14,10.93704
2024-01-15,11.96514
2024-01-16,11.56369
2024-01-17,13.76676
2024-01-18,12.82678
2024-01-19,11.94555
2024-01-20,10.76079
2024-01-21,11.11328
2024-01-22,12.03368
2024-01-23,12.43513
2024-01-24,12.59179
2024-01-25,12.07284
2024-01-26,10.92724
2024-01-27,10.49642
2024-01-28,10.8587
2024-01-29,11.96514
2024-01-30,12.67012
2024-01-31,11.7791
2024-02-01,11.84764
2024-02-02,10.91745
2024-02-03,9.24312
2024-02-04,9.81102
2024-02-05,11.90639
2024-02-06,12.77783
2024-02-07,11.94555
2024-02-08,10.48663
2024-02-09,9.99706
2024-02-10,12.32742
2024-02-11,10.79016
2024-02-12,11.46577
2024-02-13,14.62841
2024-02-14,13.32615
2024-02-15,11.74973
2024-02-16,11.82806
2024-02-17,10.49642
2024-02-18,10.38872
2024-02-19,12.88553
2024-02-20,12.71908
2024-02-21,13.57093
2024-02-22,14.16821
2024-02-23,13.29677
2024-02-24,14.14863
2024-02-25,29.96181
2024-02-26,19.80808
2024-02-27,14.84382
2024-02-28,13.52198
2024-02-29,12.26867
2024-03-01,10.31038
2024-03-02,11.07412
2024-03-03,12.54283
2024-03-04,17.39939
2024-03-05,15.76422
2024-03-06,15.82297
2024-03-07,14.08988
2024-03-08,13.30657
2024-03-09,11.67139
2024-03-10,12.70929
2024-03-11,14.55008
2024-03-12,15.00048
2024-03-13,14.82424
2024-03-14,14.99069
2024-03-15,19.38705
2024-03-16,25.12484
2024-03-17,20.31724
2024-03-18,18.3002
2024-03-19,17.70292
2024-03-20,16.43983
