date,금시세18K
2023-05-30,50.05421
2023-05-31,50.27105
2023-06-01,46.58474
2023-06-02,46.15106
2023-06-03,40.33249
2023-06-04,37.51355
2023-06-05,47.95807
2023-06-06,43.80195
2023-06-07,47.09071
2023-06-08,43.94651
2023-06-09,41.92265
2023-06-10,42.5009
2023-06-11,38.59775
2023-06-12,45.8258
2023-06-13,45.68124
2023-06-14,45.35598
2023-06-15,50.63245
2023-06-16,45.78966
2023-06-17,41.56125
2023-06-18,36.32092
2023-06-19,46.3679
2023-06-20,43.83809
2023-06-21,41.9588
2023-06-22,43.94651
2023-06-23,43.4044
2023-06-24,42.5009
2023-06-25,33.97181
2023-06-26,43.47668
2023-06-27,46.76544
2023-06-28,44.99457
2023-06-29,38.16407
2023-06-30,42.10336
2023-07-01,41.38055
2023-07-02,35.34513
2023-07-03,45.68124
2023-07-04,40.94687
2023-07-05,41.85037
2023-07-06,39.75424
2023-07-07,43.07914
2023-07-08,39.82652
2023-07-09,33.75496
2023-07-10,46.44018
2023-07-11,40.98301
2023-07-12,41.19985
2023-07-13,42.79002
2023-07-14,37.73039
2023-07-15,39.75424
2023-07-16,32.77918
2023-07-17,42.42862
2023-07-18,39.5374
2023-07-19,42.35634
2023-07-20,40.98301
2023-07-21,43.76581
2023-07-22,40.98301
2023-07-23,33.10444
2023-07-24,41.23599
2023-07-25,47.88579
2023-07-26,45.10299
2023-07-27,39.68196
2023-07-28,38.23635
2023-07-29,39.06758
2023-07-30,31.98409
2023-07-31,39.50126
2023-08-01,38.01951
2023-08-02,34.87531
2023-08-03,38.67003
2023-08-04,33.64654
2023-08-05,36.2125
2023-08-06,29.41814
2023-08-07,39.57354
2023-08-08,40.00722
2023-08-09,34.47777
2023-08-10,32.5262
2023-08-11,40.73003
2023-08-12,39.7181
2023-08-13,38.27249
2023-08-14,44.88615
2023-08-15,37.54969
2023-08-16,45.93422
2023-08-17,41.30827
2023-08-18,42.75388
2023-08-19,37.94723
2023-08-20,33.0683
2023-08-21,45.10299
2023-08-22,43.51282
2023-08-23,44.01879
2023-08-24,38.52547
2023-08-25,45.10299
2023-08-26,43.11528
2023-08-27,34.44163
2023-08-28,42.53704
2023-08-29,41.16371
2023-08-30,44.34405
2023-08-31,41.85037
2023-09-01,39.13986
2023-09-02,39.42898
2023-09-03,33.14058
2023-09-04,40.83845
2023-09-05,43.87423
2023-09-06,41.45283
2023-09-07,41.56125
2023-09-08,41.01915
2023-09-09,40.29634
2023-09-10,34.04409
2023-09-11,40.83845
2023-09-12,37.51355
2023-09-13,39.28442
2023-09-14,36.82688
2023-09-15,39.13986
2023-09-16,34.11637
2023-09-17,32.63462
2023-09-18,39.06758
2023-09-19,37.51355
2023-09-20,33.89953
2023-09-21,40.0795
2023-09-22,36.97144
2023-09-23,33.4297
2023-09-24,31.08059
2023-09-25,42.89844
2023-09-26,36.28478
2023-09-27,33.97181
2023-09-28,23.38272
2023-09-29,22.65992
2023-09-30,27.35814
2023-10-01,29.23744
2023-10-02,36.35706
2023-10-03,35.88724
2023-10-04,43.4044
2023-10-05,41.63353
2023-10-06,41.27213
2023-10-07,35.74268
2023-10-08,29.30972
2023-10-09,38.9953
2023-10-10,48.64474
2023-10-11,41.85037
2023-10-12,41.81423
2023-10-13,40.62161
2023-10-14,39.32056
2023-10-15,29.99638
2023-10-16,43.91037
2023-10-17,40.62161
2023-10-18,41.63353
2023-10-19,43.51282
2023-10-20,46.3679
2023-10-21,40.0795
2023-10-22,32.77918
2023-10-23,44.81387
2023-10-24,41.56125
2023-10-25,44.19949
2023-10-26,42.89844
2023-10-27,43.54897
2023-10-28,38.9953
2023-10-29,32.20093
2023-10-30,54.53559
2023-10-31,66.02818
2023-11-01,59.81207
2023-11-02,50.66859
2023-11-03,43.91037
2023-11-04,40.11564
2023-11-05,34.47777
2023-11-06,43.65739
2023-11-07,43.94651
2023-11-08,41.9588
2023-11-09,41.70581
2023-11-10,41.30827
2023-11-11,35.88724
2023-11-12,31.08059
2023-11-13,41.99494
2023-11-14,40.18792
2023-11-15,40.2602
2023-11-16,35.09215
2023-11-17,37.36899
2023-11-18,43.98265
2023-11-19,38.8146
2023-11-20,42.3202
2023-11-21,44.30791
2023-11-22,39.21214
2023-11-23,40.0795
2023-11-24,38.56161
2023-11-25,32.20093
2023-11-26,29.45428
2023-11-27,44.16335
2023-11-28,50.37947
2023-11-29,46.5486
2023-11-30,47.66895
2023-12-01,39.39284
2023-12-02,39.46512
2023-12-03,42.28406
2023-12-04,63.28153
2023-12-05,57.86049
2023-12-06,48.31947
2023-12-07,45.4644
2023-12-08,43.87423
2023-12-09,43.91037
2023-12-10,35.95952
2023-12-11,44.38019
2023-12-12,43.69353
2023-12-13,41.05529
2023-12-14,41.30827
2023-12-15,39.10372
2023-12-16,37.73039
2023-12-17,33.53812
2023-12-18,41.48897
2023-12-19,40.18792
2023-12-20,38.59775
2023-12-21,35.23671
2023-12-22,34.94759
2023-12-23,37.07986
2023-12-24,30.61076
2023-12-25,36.89916
2023-12-26,45.06685
2023-12-27,42.1395
2023-12-28,44.19949
2023-12-29,41.34441
2023-12-30,38.23635
2023-12-31,31.83953
2024-01-01,32.38164
2024-01-02,43.47668
2024-01-03,42.28406
2024-01-04,42.3202
2024-01-05,47.19913
2024-01-06,41.48897
2024-01-07,36.28478
2024-01-08,39.24828
2024-01-09,40.15178
2024-01-10,41.77809
2024-01-11,42.3202
2024-01-12,43.25984
2024-01-13,38.8146
2024-01-14,36.42934
2024-01-15,46.44018
2024-01-16,45.71738
2024-01-17,46.47632
2024-01-18,46.11492
2024-01-19,47.41597
2024-01-20,41.41669
2024-01-21,35.30899
2024-01-22,43.043
2024-01-23,40.54933
2024-01-24,40.54933
2024-01-25,43.51282
2024-01-26,40.18792
2024-01-27,42.10336
2024-01-28,34.87531
2024-01-29,40.2602
2024-01-30,40.94687
2024-01-31,43.15142
2024-02-01,40.94687
2024-02-02,39.97108
2024-02-03,37.69425
2024-02-04,33.82724
2024-02-05,41.48897
2024-02-06,38.20021
2024-02-07,38.16407
2024-02-08,37.47741
2024-02-09,29.2013
2024-02-10,29.382
2024-02-11,29.45428
2024-02-12,37.36899
2024-02-13,47.34369
2024-02-14,41.81423
2024-02-15,44.70545
2024-02-16,45.21142
2024-02-17,43.36826
2024-02-18,35.74268
2024-02-19,43.47668
2024-02-20,41.48897
2024-02-21,41.05529
2024-02-22,38.88688
2024-02-23,39.82652
2024-02-24,40.58547
2024-02-25,36.61004
2024-02-26,40.83845
2024-02-27,42.42862
2024-02-28,40.29634
2024-02-29,38.74232
2024-03-01,39.86266
2024-03-02,37.26057
2024-03-03,34.62233
2024-03-04,45.24756
2024-03-05,77.6292
2024-03-06,70.54571
2024-03-07,61.18539
2024-03-08,65.84748
2024-03-09,65.70292
2024-03-10,56.77629
2024-03-11,66.85941
2024-03-12,59.73979
2024-03-13,61.61908
2024-03-14,57.13769
2024-03-15,57.86049
2024-03-16,49.65666
2024-03-17,44.81387
2024-03-18,56.27032
2024-03-19,54.10191
2024-03-20,50.30719
