date,근저당
2023-05-31,25.52238
2023-06-01,23.95522
2023-06-02,21.6791
2023-06-03,15.78358
2023-06-04,13.3582
2023-06-05,22.64925
2023-06-06,17.12686
2023-06-07,25.33582
2023-06-08,24.51492
2023-06-09,22.46268
2023-06-10,14.77611
2023-06-11,12.5
2023-06-12,26.64179
2023-06-13,25.03731
2023-06-14,26.04477
2023-06-15,22.08955
2023-06-16,21.52985
2023-06-17,12.27611
2023-06-18,12.91044
2023-06-19,24.1791
2023-06-20,25.48507
2023-06-21,21.15671
2023-06-22,22.7985
2023-06-23,19.88805
2023-06-24,36.00746
2023-06-25,31.08208
2023-06-26,29.21641
2023-06-27,27.31343
2023-06-28,26.56716
2023-06-29,21.75373
2023-06-30,19.47761
2023-07-01,12.68656
2023-07-02,11.56716
2023-07-03,22.76119
2023-07-04,23.39552
2023-07-05,23.99253
2023-07-06,20.37313
2023-07-07,18.95522
2023-07-08,12.76119
2023-07-09,10.89552
2023-07-10,22.20149
2023-07-11,24.47761
2023-07-12,23.91791
2023-07-13,22.27611
2023-07-14,19.14179
2023-07-15,12.16417
2023-07-16,12.35074
2023-07-17,23.0597
2023-07-18,23.99253
2023-07-19,22.64925
2023-07-20,21.34328
2023-07-21,19.7388
2023-07-22,14.47761
2023-07-23,11.64179
2023-07-24,22.72388
2023-07-25,22.27611
2023-07-26,22.64925
2023-07-27,22.61194
2023-07-28,20.26119
2023-07-29,13.58208
2023-07-30,10.59701
2023-07-31,23.0597
2023-08-01,19.44029
2023-08-02,18.95522
2023-08-03,18.28358
2023-08-04,19.25373
2023-08-05,12.05223
2023-08-06,10.74626
2023-08-07,22.12686
2023-08-08,24.14179
2023-08-09,20.89552
2023-08-10,19.70149
2023-08-11,19.06716
2023-08-12,12.57462
2023-08-13,11.08208
2023-08-14,20.74626
2023-08-15,20.44776
2023-08-16,24.36567
2023-08-17,25.48507
2023-08-18,22.76119
2023-08-19,15.5597
2023-08-20,12.5
2023-08-21,22.31343
2023-08-22,24.36567
2023-08-23,23.17164
2023-08-24,23.65671
2023-08-25,21.49253
2023-08-26,13.58208
2023-08-27,11.52985
2023-08-28,24.88805
2023-08-29,24.77611
2023-08-30,23.39552
2023-08-31,20.07462
2023-09-01,18.54477
2023-09-02,14.32835
2023-09-03,15.33582
2023-09-04,28.24626
2023-09-05,27.5
2023-09-06,27.01492
2023-09-07,31.97761
2023-09-08,21.94029
2023-09-09,14.81343
2023-09-10,12.08955
2023-09-11,23.99253
2023-09-12,23.76865
2023-09-13,22.64925
2023-09-14,22.46268
2023-09-15,19.92537
2023-09-16,12.08955
2023-09-17,10.93283
2023-09-18,24.40298
2023-09-19,24.44029
2023-09-20,21.6791
2023-09-21,19.1791
2023-09-22,19.32835
2023-09-23,12.31343
2023-09-24,11.38059
2023-09-25,20.63432
2023-09-26,18.88059
2023-09-27,16.97761
2023-09-28,9.51492
2023-09-29,7.5
2023-09-30,8.09701
2023-10-01,9.25373
2023-10-02,11.34328
2023-10-03,14.88805
2023-10-04,23.24626
2023-10-05,27.31343
2023-10-06,23.3582
2023-10-07,13.39552
2023-10-08,14.77611
2023-10-09,18.28358
2023-10-10,34.81343
2023-10-11,43.3582
2023-10-12,37.5
2023-10-13,29.32835
2023-10-14,25.07462
2023-10-15,20.44776
2023-10-16,29.92537
2023-10-17,31.45522
2023-10-18,43.95522
2023-10-19,38.39552
2023-10-20,30.82089
2023-10-21,19.21641
2023-10-22,15.63432
2023-10-23,27.68656
2023-10-24,28.13432
2023-10-25,31.6791
2023-10-26,25.93283
2023-10-27,26.64179
2023-10-28,15.18656
2023-10-29,16.56716
2023-10-30,28.95522
2023-10-31,29.81343
2023-11-01,33.73134
2023-11-02,29.70149
2023-11-03,29.14179
2023-11-04,17.01492
2023-11-05,13.58208
2023-11-06,28.69402
2023-11-07,28.17164
2023-11-08,29.32835
2023-11-09,28.39552
2023-11-10,21.45522
2023-11-11,13.95522
2023-11-12,12.08955
2023-11-13,23.39552
2023-11-14,23.6194
2023-11-15,24.47761
2023-11-16,22.08955
2023-11-17,20.2985
2023-11-18,14.14179
2023-11-19,12.98507
2023-11-20,25.2985
2023-11-21,25.8582
2023-11-22,24.55223
2023-11-23,23.80597
2023-11-24,22.42537
2023-11-25,16.64179
2023-11-26,13.73134
2023-11-27,25.03731
2023-11-28,23.88059
2023-11-29,22.35074
2023-11-30,22.08955
2023-12-01,18.32089
2023-12-02,14.62686
2023-12-03,12.87313
2023-12-04,22.46268
2023-12-05,24.92537
2023-12-06,23.54477
2023-12-07,24.47761
2023-12-08,22.12686
2023-12-09,14.32835
2023-12-10,11.97761
2023-12-11,25.2985
2023-12-12,26.34328
2023-12-13,26.60447
2023-12-14,22.98507
2023-12-15,21.26865
2023-12-16,12.98507
2023-12-17,12.76119
2023-12-18,21.49253
2023-12-19,24.51492
2023-12-20,23.13432
2023-12-21,21.30597
2023-12-22,19.51492
2023-12-23,13.39552
2023-12-24,10.59701
2023-12-25,11.08208
2023-12-26,25.78358
2023-12-27,29.58955
2023-12-28,23.39552
2023-12-29,20.33582
2023-12-30,12.20149
2023-12-31,7.57462
2024-01-01,10.03731
2024-01-02,24.66417
2024-01-03,26.6791
2024-01-04,28.65671
2024-01-05,23.91791
2024-01-06,16.34328
2024-01-07,13.95522
2024-01-08,24.70149
2024-01-09,26.38059
2024-01-10,29.36567
2024-01-11,27.05223
2024-01-12,31.23134
2024-01-13,17.16417
2024-01-14,13.76865
2024-01-15,26.60447
2024-01-16,27.16417
2024-01-17,24.62686
2024-01-18,24.44029
2024-01-19,23.84328
2024-01-20,15.97014
2024-01-21,15.2985
2024-01-22,26.64179
2024-01-23,25.44776
2024-01-24,27.53731
2024-01-25,24.47761
2024-01-26,23.50746
2024-01-27,16.38059
2024-01-28,14.81343
2024-01-29,28.6194
2024-01-30,26.30597
2024-01-31,23.50746
2024-02-01,25.89552
2024-02-02,25.89552
2024-02-03,16.94029
2024-02-04,15.41044
2024-02-05,24.47761
2024-02-06,24.66417
2024-02-07,23.28358
2024-02-08,18.32089
2024-02-09,9.96268
2024-02-10,9.02985
2024-02-11,10.37313
2024-02-12,14.47761
2024-02-13,28.50746
2024-02-14,28.09701
2024-02-15,26.23134
2024-02-16,24.47761
2024-02-17,15.8582
2024-02-18,14.88805
2024-02-19,25.67164
2024-02-20,26.71641
2024-02-21,26.90298
2024-02-22,26.30597
2024-02-23,22.76119
2024-02-24,16.19402
2024-02-25,13.88059
2024-02-26,28.24626
2024-02-27,26.1194
2024-02-28,23.88059
2024-02-29,24.25373
2024-03-01,16.86567
2024-03-02,13.50746
2024-03-03,13.6194
2024-03-04,24.96268
2024-03-05,23.43283
2024-03-06,24.81343
2024-03-07,21.82835
2024-03-08,20.26119
2024-03-09,15.48507
2024-03-10,12.05223
2024-03-11,22.94776
2024-03-12,23.32089
2024-03-13,24.14179
2024-03-14,23.54477
2024-03-15,21.30597
2024-03-16,13.24626
2024-03-17,9.66417
2024-03-18,23.50746
2024-03-19,26.38059
2024-03-20,24.29104
