date,서민형ISA
2021-04-17,6.13496
2021-04-18,11.04294
2021-04-19,20.24539
2021-04-20,15.95092
2021-04-21,13.49693
2021-04-22,14.72392
2021-04-23,12.57668
2021-04-24,9.20245
2021-04-25,10.73619
2021-04-26,17.48466
2021-04-27,18.09815
2021-04-28,14.72392
2021-04-29,13.19018
2021-04-30,8.58895
2021-05-01,7.97546
2021-05-02,6.13496
2021-05-03,11.04294
2021-05-04,11.04294
2021-05-05,5.52147
2021-05-06,7.66871
2021-05-07,10.12269
2021-05-08,8.2822
2021-05-09,7.97546
2021-05-10,10.12269
2021-05-11,9.5092
2021-05-12,9.81595
2021-05-13,8.8957
2021-05-14,10.73619
2021-05-15,2.45398
2021-05-16,4.90797
2021-05-17,5.21472
2021-05-18,5.52147
2021-05-19,2.45398
2021-05-20,8.8957
2021-05-21,5.52147
2021-05-22,1.53374
2021-05-24,3.68098
2021-05-25,5.21472
2021-05-26,3.68098
2021-05-28,2.45398
2021-05-30,2.14723
2021-05-31,1.84049
2021-06-01,4.90797
2021-06-02,3.06748
2021-06-03,7.97546
2021-06-04,5.21472
2021-06-05,2.14723
2021-06-06,1.53374
2021-06-07,6.74846
2021-06-08,5.21472
2021-06-09,5.21472
2021-06-10,6.74846
2021-06-11,4.29447
2021-06-15,4.29447
2021-06-16,4.60122
2021-06-17,4.29447
2021-06-18,2.76073
2021-06-21,2.45398
2021-06-22,1.84049
2021-06-23,5.21472
2021-06-24,3.37423
2021-06-25,4.90797
2021-06-28,3.98773
2021-06-29,8.58895
2021-06-30,5.21472
2021-07-01,5.82822
2021-07-02,3.06748
2021-07-03,1.53374
2021-07-04,3.06748
2021-07-05,4.90797
2021-07-06,3.98773
2021-07-07,3.37423
2021-07-08,2.14723
2021-07-09,1.84049
2021-07-12,3.68098
2021-07-13,4.29447
2021-07-14,5.52147
2021-07-15,4.90797
2021-07-16,1.84049
2021-07-19,3.37423
2021-07-21,3.37423
2021-07-22,5.21472
2021-07-23,4.29447
2021-07-24,1.53374
2021-07-25,1.53374
2021-07-26,6.74846
2021-07-27,13.80368
2021-07-28,9.81595
2021-07-29,9.20245
2021-07-30,4.90797
2021-07-31,2.14723
2021-08-01,6.44171
2021-08-02,4.60122
2021-08-03,6.74846
2021-08-04,4.29447
2021-08-05,9.5092
2021-08-06,1.84049
2021-08-07,2.45398
2021-08-08,3.37423
2021-08-09,8.8957
2021-08-10,6.44171
2021-08-11,5.52147
2021-08-12,6.13496
2021-08-13,4.90797
2021-08-15,1.53374
2021-08-17,3.06748
2021-08-18,7.66871
2021-08-19,4.90797
2021-08-20,3.68098
2021-08-21,3.06748
2021-08-22,3.98773
2021-08-23,6.74846
2021-08-24,1.53374
2021-08-25,4.29447
2021-08-26,4.90797
2021-08-27,8.58895
2021-08-28,2.76073
2021-08-29,3.37423
2021-08-30,9.81595
2021-08-31,9.81595
2021-09-01,8.8957
2021-09-02,6.44171
2021-09-03,7.97546
2021-09-04,2.76073
2021-09-05,5.82822
2021-09-06,6.13496
2021-09-07,7.66871
2021-09-08,7.05521
2021-09-09,7.97546
2021-09-10,7.97546
2021-09-11,3.68098
2021-09-12,3.06748
2021-09-13,8.8957
2021-09-14,7.05521
2021-09-15,4.90797
2021-09-16,18.4049
2021-09-17,7.36196
2021-09-18,3.37423
2021-09-19,1.84049
2021-09-20,6.13496
2021-09-21,5.82822
2021-09-22,10.42944
2021-09-23,10.73619
2021-09-24,10.42944
2021-09-26,5.82822
2021-09-27,7.66871
2021-09-28,9.5092
2021-09-29,9.81595
2021-09-30,4.90797
2021-10-01,6.44171
2021-10-03,3.68098
2021-10-04,2.45398
2021-10-05,5.21472
2021-10-06,1.84049
2021-10-07,2.45398
2021-10-08,4.29447
2021-10-12,2.14723
2021-10-14,3.06748
2021-10-15,3.68098
2021-10-18,1.53374
2021-10-19,3.06748
2021-10-20,2.14723
2021-10-21,2.14723
2021-10-24,3.98773
2021-10-25,7.36196
2021-10-26,4.60122
2021-10-28,1.84049
2021-10-29,2.45398
2021-10-31,3.68098
2021-11-01,4.29447
2021-11-02,4.90797
2021-11-03,3.98773
2021-11-04,1.53374
2021-11-05,4.60122
2021-11-08,3.37423
2021-11-09,3.37423
2021-11-10,2.14723
2021-11-11,2.76073
2021-11-12,4.29447
2021-11-15,4.60122
2021-11-16,1.53374
2021-11-17,3.68098
2021-11-18,2.45398
2021-11-19,1.53374
2021-11-20,3.37423
2021-11-22,6.74846
2021-11-23,3.06748
2021-11-24,4.90797
2021-11-25,5.21472
2021-11-28,1.53374
2021-11-29,5.52147
2021-11-30,9.20245
2021-12-01,1.84049
2021-12-02,3.06748
2021-12-03,2.45398
2021-12-05,2.45398
2021-12-06,4.29447
2021-12-07,3.37423
2021-12-08,4.29447
2021-12-09,7.05521
2021-12-10,3.37423
2021-12-11,1.53374
2021-12-12,4.60122
2021-12-13,7.36196
2021-12-14,8.8957
2021-12-15,4.90797
2021-12-16,6.74846
2021-12-17,4.90797
2021-12-18,1.53374
2021-12-20,2.76073
2021-12-21,7.05521
2021-12-22,9.20245
2021-12-23,7.66871
2021-12-24,16.56441
2021-12-26,7.05521
2021-12-27,13.80368
2021-12-28,20.85889
2021-12-29,22.39263
2021-12-30,18.4049
2021-12-31,26.99386
2022-01-01,1.84049
2022-01-02,2.76073
2022-01-03,7.36196
2022-01-04,8.58895
2022-01-05,3.98773
2022-01-06,5.52147
2022-01-07,5.21472
2022-01-08,1.84049
2022-01-09,4.90797
2022-01-10,5.21472
2022-01-11,9.5092
2022-01-12,6.13496
2022-01-13,5.82822
2022-01-14,4.29447
2022-01-15,3.06748
2022-01-16,2.14723
2022-01-17,9.20245
2022-01-18,6.13496
2022-01-19,3.98773
2022-01-20,6.13496
2022-01-21,5.82822
2022-01-22,5.52147
2022-01-23,5.21472
2022-01-24,5.82822
2022-01-25,5.21472
2022-01-26,2.76073
2022-01-27,5.52147
2022-01-28,7.36196
2022-01-29,1.84049
2022-01-30,2.14723
2022-02-01,16.56441
2022-02-02,7.05521
2022-02-03,5.21472
2022-02-04,1.53374
2022-02-06,4.90797
2022-02-07,7.66871
2022-02-08,7.05521
2022-02-09,9.20245
2022-02-10,8.58895
2022-02-11,12.57668
2022-02-12,3.68098
2022-02-13,3.06748
2022-02-14,4.29447
2022-02-15,8.8957
2022-02-16,11.34969
2022-02-17,7.66871
2022-02-18,7.97546
2022-02-19,3.68098
2022-02-20,4.29447
2022-02-21,7.36196
2022-02-22,4.29447
2022-02-23,10.12269
2022-02-24,7.36196
2022-02-25,6.13496
2022-02-26,1.53374
2022-02-27,1.53374
2022-02-28,5.21472
2022-03-01,1.84049
2022-03-02,5.21472
2022-03-03,6.44171
2022-03-04,4.29447
2022-03-05,1.84049
2022-03-06,2.14723
2022-03-07,3.98773
2022-03-08,2.14723
2022-03-09,2.14723
2022-03-10,3.37423
2022-03-11,16.56441
2022-03-12,1.84049
2022-03-14,59.5092
2022-03-15,22.39263
2022-03-16,20.85889
2022-03-17,42.33128
2022-03-18,30.36809
2022-03-19,2.14723
2022-03-20,5.21472
2022-03-21,7.36196
2022-03-22,8.58895
2022-03-23,10.12269
2022-03-24,14.72392
2022-03-25,20.24539
2022-03-26,3.98773
2022-03-27,2.45398
2022-03-28,10.42944
2022-03-29,32.20858
2022-03-30,50.30674
2022-03-31,32.20858
2022-04-01,16.87116
2022-04-02,14.41717
2022-04-03,11.34969
2022-04-04,12.88343
2022-04-05,8.8957
2022-04-06,8.8957
2022-04-07,6.74846
2022-04-08,4.60122
2022-04-10,2.76073
2022-04-11,5.21472
2022-04-12,5.82822
2022-04-13,2.45398
2022-04-14,3.68098
2022-04-15,3.98773
2022-04-16,1.53374
2022-04-17,1.84049
2022-04-18,3.37423
2022-04-19,1.53374
2022-04-21,1.84049
2022-04-23,1.84049
2022-04-24,4.90797
2022-04-25,4.29447
2022-04-27,3.98773
2022-04-28,4.29447
2022-05-04,1.53374
2022-05-09,2.45398
2022-05-10,1.84049
2022-05-12,1.53374
2022-05-16,1.84049
2022-05-17,2.14723
2022-05-23,1.84049
2022-05-27,2.14723
2022-05-29,2.14723
2022-06-01,1.84049
2022-06-02,1.53374
2022-06-03,1.53374
2022-06-08,1.53374
2022-06-16,2.14723
2022-06-17,1.53374
2022-06-21,1.53374
2022-06-22,1.84049
2022-06-24,2.14723
2022-06-27,1.53374
2022-06-28,1.53374
2022-06-29,1.53374
2022-06-30,1.84049
2022-07-18,1.53374
2022-07-22,1.53374
2022-07-26,1.84049
2022-08-01,2.14723
2022-08-04,1.53374
2022-08-07,1.53374
2022-08-10,1.53374
2022-08-12,3.98773
2022-08-13,2.45398
2022-08-14,1.53374
2022-08-15,3.68098
2022-08-18,2.14723
2022-08-21,1.84049
2022-08-22,1.53374
2022-08-23,1.53374
2022-08-25,2.76073
2022-08-26,2.14723
2022-09-01,1.84049
2022-09-07,1.53374
2022-09-13,1.53374
2022-09-14,1.53374
2022-09-16,2.76073
2022-09-19,3.68098
2022-09-21,1.53374
2022-09-22,1.53374
2022-09-23,1.53374
2022-09-26,1.53374
2022-09-27,14.41717
2022-09-28,4.60122
2022-09-29,4.60122
2022-09-30,2.14723
2022-10-01,1.53374
2022-10-04,1.53374
2022-10-05,3.68098
2022-10-06,1.53374
2022-10-10,1.53374
2022-10-12,3.68098
2022-10-17,1.84049
2022-10-18,1.84049
2022-10-20,1.84049
2022-10-23,1.53374
2022-10-25,3.98773
2022-10-26,2.14723
2022-10-27,1.53374
2022-10-28,2.76073
2022-10-30,1.53374
2022-10-31,3.68098
2022-11-03,4.29447
2022-11-04,4.29447
2022-11-06,2.45398
2022-11-07,3.37423
2022-11-08,2.14723
2022-11-09,4.60122
2022-11-10,1.53374
2022-11-11,3.37423
2022-11-13,2.14723
2022-11-14,3.68098
2022-11-15,4.90797
2022-11-16,3.06748
2022-11-17,2.76073
2022-11-18,1.53374
2022-11-21,6.44171
2022-11-22,5.52147
2022-11-23,4.60122
2022-11-24,2.14723
2022-11-25,5.52147
2022-11-27,1.53374
2022-11-28,1.53374
2022-11-29,8.2822
2022-11-30,4.60122
2022-12-01,6.44171
2022-12-02,2.14723
2022-12-03,2.76073
2022-12-04,2.76073
2022-12-05,3.68098
2022-12-06,4.29447
2022-12-07,3.98773
2022-12-08,6.74846
2022-12-09,5.82822
2022-12-10,2.14723
2022-12-11,2.76073
2022-12-12,11.34969
2022-12-13,1.53374
2022-12-14,7.05521
2022-12-15,5.21472
2022-12-16,6.44171
2022-12-17,2.14723
2022-12-19,3.98773
2022-12-20,9.5092
2022-12-21,10.73619
2022-12-22,10.73619
2022-12-23,7.66871
2022-12-25,2.76073
2022-12-26,10.12269
2022-12-27,12.57668
2022-12-28,13.19018
2022-12-29,13.80368
2022-12-30,7.97546
2023-01-02,4.29447
2023-01-03,3.06748
2023-01-04,3.68098
2023-01-05,2.45398
2023-01-06,2.45398
2023-01-07,1.53374
2023-01-08,3.06748
2023-01-09,6.74846
2023-01-10,1.84049
2023-01-11,4.29447
2023-01-12,2.14723
2023-01-14,2.14723
2023-01-15,1.84049
2023-01-16,7.66871
2023-01-18,2.76073
2023-01-19,5.21472
2023-01-20,3.68098
2023-01-21,1.84049
2023-01-22,2.14723
2023-01-24,2.76073
2023-01-25,7.36196
2023-01-26,9.81595
2023-01-27,3.98773
2023-01-28,3.98773
2023-01-29,1.84049
2023-01-30,7.05521
2023-01-31,3.37423
2023-02-01,7.36196
2023-02-02,3.68098
2023-02-03,8.58895
2023-02-04,3.98773
2023-02-05,2.14723
2023-02-06,5.82822
2023-02-07,2.76073
2023-02-08,5.52147
2023-02-09,7.05521
2023-02-10,5.21472
2023-02-11,2.76073
2023-02-12,1.53374
2023-02-13,5.52147
2023-02-14,3.37423
2023-02-15,5.82822
2023-02-16,7.97546
2023-02-17,2.76073
2023-02-18,4.60122
2023-02-19,2.76073
2023-02-20,5.82822
2023-02-21,8.2822
2023-02-22,2.76073
2023-02-23,3.37423
2023-02-24,3.68098
2023-02-25,1.53374
2023-02-26,1.84049
2023-02-27,5.82822
2023-02-28,2.45398
2023-03-01,4.90797
2023-03-02,4.90797
2023-03-03,4.60122
2023-03-04,1.53374
2023-03-05,1.53374
2023-03-06,10.73619
2023-03-07,4.90797
2023-03-08,3.37423
2023-03-09,7.05521
2023-03-10,3.98773
2023-03-11,1.53374
2023-03-12,2.45398
2023-03-13,3.06748
2023-03-14,30.67484
2023-03-15,17.17791
2023-03-16,12.26993
2023-03-17,5.82822
2023-03-18,2.76073
2023-03-19,2.45398
2023-03-20,6.13496
2023-03-21,8.2822
2023-03-22,6.44171
2023-03-23,7.97546
2023-03-24,7.05521
2023-03-25,3.06748
2023-03-26,2.14723
2023-03-27,10.12269
2023-03-28,3.68098
2023-03-29,5.52147
2023-03-30,4.29447
2023-03-31,4.60122
2023-04-01,2.76073
2023-04-02,3.06748
2023-04-03,6.74846
2023-04-04,5.21472
2023-04-05,6.13496
2023-04-06,7.36196
2023-04-07,5.52147
2023-04-08,1.53374
2023-04-09,3.37423
2023-04-10,5.82822
2023-04-11,5.82822
2023-04-12,6.74846
2023-04-13,3.98773
2023-04-14,6.74846
2023-04-15,3.37423
2023-04-16,3.06748
2023-04-17,7.66871
2023-04-18,3.37423
2023-04-19,2.45398
2023-04-20,5.52147
2023-04-21,2.14723
2023-04-22,2.76073
2023-04-23,4.60122
2023-04-24,4.90797
2023-04-25,5.21472
2023-04-26,6.44171
2023-04-27,4.29447
2023-04-28,5.82822
2023-04-29,1.84049
2023-04-30,3.06748
2023-05-01,5.52147
2023-05-02,4.90797
2023-05-03,5.82822
2023-05-04,3.68098
2023-05-05,3.37423
2023-05-06,2.76073
2023-05-07,5.82822
2023-05-08,6.74846
2023-05-09,7.05521
2023-05-10,6.13496
2023-05-11,9.5092
2023-05-12,4.90797
2023-05-13,1.84049
2023-05-14,5.52147
2023-05-15,8.2822
2023-05-16,7.05521
2023-05-17,8.2822
2023-05-18,4.90797
2023-05-19,3.98773
2023-05-20,2.14723
2023-05-21,3.98773
2023-05-22,3.37423
2023-05-23,5.82822
2023-05-24,6.74846
2023-05-25,7.66871
2023-05-26,6.74846
2023-05-27,4.60122
2023-05-28,5.82822
2023-05-29,6.74846
2023-05-30,10.12269
2023-05-31,7.36196
2023-06-01,5.21472
2023-06-02,3.98773
2023-06-03,2.76073
2023-06-04,2.76073
2023-06-05,6.44171
2023-06-06,6.13496
2023-06-07,9.20245
2023-06-08,6.44171
2023-06-09,7.36196
2023-06-10,3.98773
2023-06-11,1.84049
2023-06-12,5.52147
2023-06-13,3.68098
2023-06-14,4.90797
2023-06-15,11.04294
2023-06-16,12.57668
2023-06-17,7.66871
2023-06-18,9.81595
2023-06-19,10.12269
2023-06-20,8.2822
2023-06-21,9.20245
2023-06-22,7.36196
2023-06-23,7.97546
2023-06-24,3.98773
2023-06-25,4.29447
2023-06-26,5.52147
2023-06-27,10.73619
2023-06-28,5.82822
2023-06-29,9.81595
2023-06-30,7.97546
2023-07-01,5.82822
2023-07-02,6.44171
2023-07-03,7.97546
2023-07-04,7.66871
2023-07-05,7.66871
2023-07-06,7.66871
2023-07-07,4.29447
2023-07-08,3.06748
2023-07-09,3.37423
2023-07-10,6.13496
2023-07-11,8.2822
2023-07-12,8.58895
2023-07-13,6.74846
2023-07-14,9.81595
2023-07-15,3.37423
2023-07-16,4.90797
2023-07-17,6.74846
2023-07-18,11.04294
2023-07-19,8.58895
2023-07-20,8.8957
2023-07-21,5.52147
2023-07-22,4.90797
2023-07-23,3.68098
2023-07-24,10.42944
2023-07-25,9.5092
2023-07-26,7.66871
2023-07-27,9.20245
2023-07-28,5.52147
2023-07-29,2.14723
2023-07-30,5.21472
2023-07-31,7.05521
2023-08-01,5.52147
2023-08-02,9.5092
2023-08-03,7.36196
2023-08-04,9.5092
2023-08-05,4.60122
2023-08-06,3.37423
2023-08-07,6.13496
2023-08-08,8.58895
2023-08-09,6.74846
2023-08-10,7.66871
2023-08-11,5.82822
2023-08-12,3.68098
2023-08-13,10.42944
2023-08-14,8.8957
2023-08-15,9.20245
2023-08-16,6.74846
2023-08-17,8.2822
2023-08-18,3.68098
2023-08-19,2.76073
2023-08-20,3.68098
2023-08-21,12.26993
2023-08-22,7.36196
2023-08-23,8.58895
2023-08-24,12.57668
2023-08-25,10.12269
2023-08-26,11.65644
2023-08-27,15.64417
2023-08-28,14.11042
2023-08-29,18.71165
2023-08-30,17.48466
2023-08-31,15.03067
2023-09-01,11.04294
2023-09-02,7.36196
2023-09-03,6.13496
2023-09-04,9.20245
2023-09-05,10.12269
2023-09-06,14.72392
2023-09-07,7.36196
2023-09-08,8.2822
2023-09-09,6.13496
2023-09-10,8.8957
2023-09-11,8.58895
2023-09-12,7.66871
2023-09-13,7.36196
2023-09-14,5.52147
2023-09-15,4.90797
2023-09-16,4.60122
2023-09-17,3.37423
2023-09-18,6.44171
2023-09-19,4.90797
2023-09-20,7.66871
2023-09-21,3.98773
2023-09-22,8.2822
2023-09-23,3.37423
2023-09-24,3.37423
2023-09-25,3.68098
2023-09-26,7.66871
2023-09-27,3.06748
2023-09-28,1.84049
2023-09-29,1.84049
2023-09-30,2.14723
2023-10-01,3.37423
2023-10-02,3.06748
2023-10-03,2.76073
2023-10-04,8.2822
2023-10-05,7.05521
2023-10-06,6.44171
2023-10-07,3.68098
2023-10-08,3.37423
2023-10-09,3.68098
2023-10-10,9.81595
2023-10-11,3.06748
2023-10-12,6.74846
2023-10-13,3.37423
2023-10-15,3.98773
2023-10-16,6.13496
2023-10-17,7.97546
2023-10-18,8.8957
2023-10-19,5.82822
2023-10-20,5.52147
2023-10-22,7.05521
2023-10-23,5.21472
2023-10-24,8.2822
2023-10-25,8.2822
2023-10-26,4.60122
2023-10-27,3.06748
2023-10-28,2.76073
2023-10-29,3.98773
2023-10-30,7.66871
2023-10-31,6.44171
2023-11-01,7.36196
2023-11-02,5.52147
2023-11-03,5.52147
2023-11-04,1.84049
2023-11-05,6.13496
2023-11-06,7.36196
2023-11-07,9.81595
2023-11-08,7.66871
2023-11-09,4.60122
2023-11-10,8.58895
2023-11-11,3.06748
2023-11-12,3.06748
2023-11-13,5.52147
2023-11-14,5.21472
2023-11-15,6.44171
2023-11-16,7.05521
2023-11-17,5.52147
2023-11-18,3.37423
2023-11-19,2.14723
2023-11-20,8.2822
2023-11-21,8.8957
2023-11-22,6.74846
2023-11-23,6.13496
2023-11-24,9.81595
2023-11-25,2.45398
2023-11-26,2.45398
2023-11-27,11.96319
2023-11-28,5.82822
2023-11-29,9.20245
2023-11-30,10.12269
2023-12-01,3.98773
2023-12-02,4.29447
2023-12-03,7.97546
2023-12-04,9.81595
2023-12-05,6.44171
2023-12-06,7.97546
2023-12-07,11.65644
2023-12-08,6.74846
2023-12-09,8.58895
2023-12-10,5.52147
2023-12-11,15.03067
2023-12-12,8.58895
2023-12-13,9.5092
2023-12-14,10.42944
2023-12-15,9.20245
2023-12-16,6.13496
2023-12-17,7.36196
2023-12-18,13.80368
2023-12-19,15.33742
2023-12-20,13.80368
2023-12-21,13.49693
2023-12-22,11.34969
2023-12-23,5.82822
2023-12-24,5.52147
2023-12-25,5.82822
2023-12-26,23.00613
2023-12-27,22.39263
2023-12-28,19.93865
2023-12-29,12.57668
2023-12-30,3.37423
2023-12-31,7.97546
2024-01-01,3.37423
2024-01-02,15.03067
2024-01-03,17.17791
2024-01-04,11.65644
2024-01-05,9.81595
2024-01-06,6.44171
2024-01-07,8.58895
2024-01-08,8.2822
2024-01-09,13.49693
2024-01-10,11.65644
2024-01-11,13.19018
2024-01-12,9.81595
2024-01-13,6.74846
2024-01-14,7.05521
2024-01-15,9.81595
2024-01-16,10.42944
2024-01-17,32.51533
2024-01-18,37.73006
2024-01-19,82.82208
2024-01-20,93.25153
2024-01-21,42.02453
2024-01-22,50.92024
2024-01-23,44.47852
2024-01-24,40.79754
2024-01-25,50.30674
2024-01-26,48.46625
2024-01-27,53.37423
2024-01-28,33.12883
2024-01-29,31.59509
2024-01-30,35.27607
2024-01-31,39.2638
2024-02-01,32.20858
2024-02-02,27.60736
2024-02-03,16.56441
2024-02-04,43.86503
2024-02-05,58.58895
2024-02-06,46.31901
2024-02-07,39.2638
2024-02-08,38.6503
2024-02-09,21.77914
2024-02-10,21.77914
2024-02-11,100.0
2024-02-12,41.41104
2024-02-13,59.20245
2024-02-14,44.78527
2024-02-15,40.49079
2024-02-16,34.04907
2024-02-17,26.38036
2024-02-18,33.74233
2024-02-19,40.18404
2024-02-20,38.95705
2024-02-21,37.42331
2024-02-22,48.773
2024-02-23,46.01226
2024-02-24,23.92638
2024-02-25,34.35582
2024-02-26,48.773
2024-02-27,39.8773
2024-02-28,44.17177
2024-02-29,40.18404
2024-03-01,45.09202
2024-03-02,54.90797
2024-03-03,34.04907
2024-03-04,74.53987
2024-03-05,51.22699
2024-03-06,49.3865
2024-03-07,30.06134
2024-03-08,38.0368
2024-03-09,24.23312
2024-03-10,23.61963
2024-03-11,35.88957
2024-03-12,25.15337
2024-03-13,30.06134
2024-03-14,25.76687
2024-03-15,27.91411
2024-03-16,24.84662
2024-03-17,23.00613
2024-03-18,34.35582
2024-03-19,34.66257
2024-03-20,33.43558
