date,미국달러환율
2020-06-13,11.98078
2020-06-14,10.42667
2020-06-15,25.79824
2020-06-16,28.45436
2020-06-17,25.91127
2020-06-18,25.20486
2020-06-19,22.04012
2020-06-20,10.37016
2020-06-21,7.88358
2020-06-22,22.94433
2020-06-23,20.76857
2020-06-24,24.5267
2020-06-25,24.15936
2020-06-26,23.76377
2020-06-27,10.65272
2020-06-28,9.80502
2020-06-29,24.69624
2020-06-30,25.03532
2020-07-01,24.01808
2020-07-02,24.49844
2020-07-03,23.31166
2020-07-04,10.48318
2020-07-05,6.86634
2020-07-06,24.58321
2020-07-07,28.22831
2020-07-08,25.6287
2020-07-09,26.19384
2020-07-10,25.28962
2020-07-11,9.74851
2020-07-12,9.38118
2020-07-13,23.4812
2020-07-14,23.53772
2020-07-15,21.10765
2020-07-16,22.04012
2020-07-17,20.17519
2020-07-18,8.87256
2020-07-19,8.25091
2020-07-20,20.2317
2020-07-21,22.85956
2020-07-22,25.88301
2020-07-23,23.62249
2020-07-24,22.97259
2020-07-25,10.73749
2020-07-26,8.13789
2020-07-27,23.25515
2020-07-28,26.75897
2020-07-29,26.44814
2020-07-30,25.03532
2020-07-31,26.73071
2020-08-01,11.44391
2020-08-02,9.72025
2020-08-03,25.00706
2020-08-04,22.43571
2020-08-05,26.36337
2020-08-06,25.09183
2020-08-07,20.42949
2020-08-08,10.22887
2020-08-09,7.62927
2020-08-10,21.30545
2020-08-11,19.41226
2020-08-12,20.51426
2020-08-13,22.23792
2020-08-14,19.77959
2020-08-15,9.77677
2020-08-16,6.92285
2020-08-17,10.87877
2020-08-18,20.06216
2020-08-19,20.96637
2020-08-20,25.93953
2020-08-21,24.24413
2020-08-22,11.35914
2020-08-23,8.10963
2020-08-24,22.32269
2020-08-25,19.97739
2020-08-26,22.04012
2020-08-27,21.24894
2020-08-28,20.31647
2020-08-29,10.03108
2020-08-30,9.4942
2020-08-31,20.40124
2020-09-01,23.59423
2020-09-02,22.97259
2020-09-03,23.11387
2020-09-04,24.75275
2020-09-05,11.92427
2020-09-06,7.26193
2020-09-07,19.32749
2020-09-08,19.10144
2020-09-09,21.16417
2020-09-10,20.6838
2020-09-11,20.09042
2020-09-12,9.38118
2020-09-13,8.02486
2020-09-14,14.38259
2020-09-15,18.81887
2020-09-16,25.12009
2020-09-17,23.679
2020-09-18,28.76518
2020-09-19,11.92427
2020-09-20,8.81604
2020-09-21,27.66318
2020-09-22,24.30064
2020-09-23,24.47018
2020-09-24,26.39163
2020-09-25,22.8313
2020-09-26,10.65272
2020-09-27,8.98558
2020-09-28,19.94913
2020-09-29,20.6838
2020-09-30,10.22887
2020-10-01,8.27917
2020-10-02,7.71404
2020-10-03,7.12065
2020-10-04,7.65753
2020-10-05,21.81407
2020-10-06,25.43091
2020-10-07,22.91607
2020-10-08,26.84374
2020-10-09,13.64792
2020-10-10,8.53348
2020-10-11,8.1944
2020-10-12,24.61147
2020-10-13,26.73071
2020-10-14,27.86097
2020-10-15,24.66798
2020-10-16,23.08561
2020-10-17,10.20062
2020-10-18,7.31845
2020-10-19,20.76857
2020-10-20,24.92229
2020-10-21,28.45436
2020-10-22,29.35857
2020-10-23,26.61768
2020-10-24,12.34812
2020-10-25,9.80502
2020-10-26,27.91749
2020-10-27,28.51087
2020-10-28,26.41989
2020-10-29,26.05255
2020-10-30,26.13732
2020-10-31,12.15032
2020-11-01,9.83328
2020-11-02,24.10285
2020-11-03,24.18762
2020-11-04,35.34896
2020-11-05,38.68324
2020-11-06,35.17942
2020-11-07,15.65413
2020-11-08,14.18479
2020-11-09,36.79005
2020-11-10,37.29867
2020-11-11,35.43373
2020-11-12,32.04294
2020-11-13,28.53913
2020-11-14,13.08279
2020-11-15,10.62447
2020-11-16,32.32551
2020-11-17,31.08222
2020-11-18,33.28623
2020-11-19,35.88584
2020-11-20,29.52811
2020-11-21,13.61966
2020-11-22,12.15032
2020-11-23,31.59084
2020-11-24,31.56258
2020-11-25,33.42752
2020-11-26,36.28143
2020-11-27,31.53433
2020-11-28,14.74992
2020-11-29,11.38739
2020-11-30,30.79966
2020-12-01,27.40887
2020-12-02,34.44475
2020-12-03,38.54196
2020-12-04,50.38146
2020-12-05,19.61005
2020-12-06,14.32608
2020-12-07,37.49646
2020-12-08,33.73834
2020-12-09,37.97682
2020-12-10,36.93133
2020-12-11,34.72732
2020-12-12,16.07798
2020-12-13,11.16134
2020-12-14,30.17801
2020-12-15,27.46538
2020-12-16,31.25176
2020-12-17,30.60186
2020-12-18,32.35377
2020-12-19,15.76716
2020-12-20,13.16756
2020-12-21,29.98022
2020-12-22,33.93614
2020-12-23,29.18903
2020-12-24,25.99604
2020-12-25,14.49562
2020-12-26,12.15032
2020-12-27,13.7892
2020-12-28,31.4213
2020-12-29,28.68041
2020-12-30,34.81209
2020-12-31,30.03673
2021-01-01,13.50664
2021-01-02,15.25854
2021-01-03,15.82367
2021-01-04,38.17462
2021-01-05,34.64255
2021-01-06,36.67702
2021-01-07,33.99265
2021-01-08,37.04436
2021-01-09,18.79061
2021-01-10,14.01525
2021-01-11,35.40548
2021-01-12,36.59225
2021-01-13,36.62051
2021-01-14,37.8638
2021-01-15,36.93133
2021-01-16,18.87538
2021-01-17,16.47358
2021-01-18,37.38344
2021-01-19,36.59225
2021-01-20,36.25317
2021-01-21,41.70669
2021-01-22,35.34896
2021-01-23,17.82989
2021-01-24,14.35433
2021-01-25,35.23594
2021-01-26,32.94716
2021-01-27,33.5688
2021-01-28,44.56061
2021-01-29,40.35038
2021-01-30,19.35575
2021-01-31,15.11726
2021-02-01,37.52472
2021-02-02,35.82933
2021-02-03,34.50127
2021-02-04,33.45577
2021-02-05,36.42271
2021-02-06,16.44532
2021-02-07,14.01525
2021-02-08,34.35998
2021-02-09,34.47301
2021-02-10,38.48544
2021-02-11,17.20825
2021-02-12,15.34331
2021-02-13,14.72167
2021-02-14,14.18479
2021-02-15,37.94857
2021-02-16,39.3614
2021-02-17,34.75558
2021-02-18,34.0209
2021-02-19,31.6191
2021-02-20,16.07798
2021-02-21,13.3371
2021-02-22,33.14495
2021-02-23,35.80107
2021-02-24,32.74936
2021-02-25,32.46679
2021-02-26,41.22633
2021-02-27,18.62107
2021-02-28,15.03249
2021-03-01,19.35575
2021-03-02,36.73354
2021-03-03,32.55156
2021-03-04,35.65979
2021-03-05,35.99886
2021-03-06,16.89742
2021-03-07,13.08279
2021-03-08,37.72252
2021-03-09,41.25459
2021-03-10,41.02853
2021-03-11,38.57021
2021-03-12,38.42893
2021-03-13,18.05594
2021-03-14,14.12828
2021-03-15,34.24696
2021-03-16,33.48403
2021-03-17,28.6239
2021-03-18,32.24074
2021-03-19,31.47781
2021-03-20,13.87397
2021-03-21,11.52868
2021-03-22,28.4261
2021-03-23,26.61768
2021-03-24,27.46538
2021-03-25,27.49364
2021-03-26,25.51568
2021-03-27,12.68719
2021-03-28,11.13308
2021-03-29,25.40265
2021-03-30,24.38541
2021-03-31,25.20486
2021-04-01,25.60045
2021-04-02,24.38541
2021-04-03,12.54591
2021-04-04,11.38739
2021-04-05,26.16558
2021-04-06,30.06499
2021-04-07,29.98022
2021-04-08,29.10426
2021-04-09,27.09805
2021-04-10,13.02627
2021-04-11,11.75473
2021-04-12,24.80926
2021-04-13,24.66798
2021-04-14,27.88923
2021-04-15,28.45436
2021-04-16,23.90505
2021-04-17,12.60243
2021-04-18,12.00904
2021-04-19,25.85476
2021-04-20,31.47781
2021-04-21,31.05397
2021-04-22,25.74173
2021-04-23,27.88923
2021-04-24,15.25854
2021-04-25,10.85052
2021-04-26,26.16558
2021-04-27,27.91749
2021-04-28,23.679
2021-04-29,27.55015
2021-04-30,25.65696
2021-05-01,13.16756
2021-05-02,10.62447
2021-05-03,26.19384
2021-05-04,28.59564
2021-05-05,15.65413
2021-05-06,25.71347
2021-05-07,23.84854
2021-05-08,12.88499
2021-05-09,11.52868
2021-05-10,30.14975
2021-05-11,29.41508
2021-05-12,29.58462
2021-05-13,36.73354
2021-05-14,32.86239
2021-05-15,13.64792
2021-05-16,11.95252
2021-05-17,32.7211
2021-05-18,29.61288
2021-05-19,16.67137
2021-05-20,33.03192
2021-05-21,27.49364
2021-05-22,12.88499
2021-05-23,10.794
2021-05-24,28.34133
2021-05-25,28.39785
2021-05-26,27.57841
2021-05-27,29.61288
2021-05-28,27.1263
2021-05-29,12.85673
2021-05-30,11.35914
2021-05-31,27.15456
2021-06-01,37.12913
2021-06-02,30.17801
2021-06-03,32.29725
2021-06-04,26.50466
2021-06-05,12.43289
2021-06-06,10.9918
2021-06-07,28.68041
2021-06-08,27.7762
2021-06-09,30.00847
2021-06-10,25.91127
2021-06-11,25.26137
2021-06-12,11.81124
2021-06-13,9.57897
2021-06-14,25.14834
2021-06-15,23.82028
2021-06-16,26.36337
2021-06-17,34.69906
2021-06-18,32.63633
2021-06-19,13.56315
2021-06-20,10.96354
2021-06-21,35.34896
2021-06-22,31.56258
2021-06-23,31.64735
2021-06-24,29.33031
2021-06-25,30.03673
2021-06-26,12.80022
2021-06-27,9.83328
2021-06-28,27.3241
2021-06-29,26.25035
2021-06-30,29.95196
2021-07-01,25.96778
2021-07-02,24.80926
2021-07-03,11.89601
2021-07-04,10.73749
2021-07-05,26.78722
2021-07-06,26.41989
2021-07-07,28.31308
2021-07-08,31.30827
2021-07-09,30.99745
2021-07-10,14.29782
2021-07-11,10.96354
2021-07-12,26.58943
2021-07-13,26.78722
2021-07-14,27.80446
2021-07-15,26.95676
2021-07-16,26.36337
2021-07-17,9.97456
2021-07-18,9.692
2021-07-19,27.57841
2021-07-20,31.19525
2021-07-21,28.87821
2021-07-22,27.63492
2021-07-23,25.20486
2021-07-24,11.44391
2021-07-25,10.31364
2021-07-26,27.21107
2021-07-27,27.55015
2021-07-28,25.57219
2021-07-29,29.89545
2021-07-30,26.73071
2021-07-31,11.55693
2021-08-01,10.20062
2021-08-02,25.20486
2021-08-03,22.69002
2021-08-04,23.79203
2021-08-05,25.51568
2021-08-06,25.26137
2021-08-07,12.20683
2021-08-08,11.41565
2021-08-09,24.9788
2021-08-10,25.85476
2021-08-11,31.19525
2021-08-12,35.29245
2021-08-13,37.89205
2021-08-14,15.39983
2021-08-15,12.17858
2021-08-16,19.89262
2021-08-17,46.99067
2021-08-18,41.53715
2021-08-19,43.20429
2021-08-20,40.49166
2021-08-21,17.09522
2021-08-22,14.46736
2021-08-23,36.73354
2021-08-24,37.666
2021-08-25,35.20768
2021-08-26,33.371
2021-08-27,29.61288
2021-08-28,14.18479
2021-08-29,11.78298
2021-08-30,28.70867
2021-08-31,33.54054
2021-09-01,30.7714
2021-09-02,29.35857
2021-09-03,27.86097
2021-09-04,13.3371
2021-09-05,11.89601
2021-09-06,29.61288
2021-09-07,27.80446
2021-09-08,29.13252
2021-09-09,31.56258
2021-09-10,30.09324
2021-09-11,9.63549
2021-09-12,6.07516
2021-09-13,23.73551
2021-09-14,24.72449
2021-09-15,23.82028
2021-09-16,22.74653
2021-09-17,22.60525
2021-09-18,8.58999
2021-09-19,4.83187
2021-09-20,8.02486
2021-09-21,10.56795
2021-09-22,11.10483
2021-09-23,37.83554
2021-09-24,31.78864
2021-09-25,14.01525
2021-09-26,11.58519
2021-09-27,30.5736
2021-09-28,35.82933
2021-09-29,41.33936
2021-09-30,37.46821
2021-10-01,38.62673
2021-10-02,15.03249
2021-10-03,12.91325
2021-10-04,19.35575
2021-10-05,38.03334
2021-10-06,39.84176
2021-10-07,39.47442
2021-10-08,36.90307
2021-10-09,14.72167
2021-10-10,14.01525
2021-10-11,17.54732
2021-10-12,44.67363
2021-10-13,37.15738
2021-10-14,35.85758
2021-10-15,32.9189
2021-10-16,14.60864
2021-10-17,12.23509
2021-10-18,29.98022
2021-10-19,32.7211
2021-10-20,31.64735
2021-10-21,30.17801
2021-10-22,24.72449
2021-10-23,11.27437
2021-10-24,9.32466
2021-10-25,29.86719
2021-10-26,32.41028
2021-10-27,31.4213
2021-10-28,27.63492
2021-10-29,28.70867
2021-10-30,14.58038
2021-10-31,11.75473
2021-11-01,34.13393
2021-11-02,33.03192
2021-11-03,32.29725
2021-11-04,36.42271
2021-11-05,33.11669
2021-11-06,14.91946
2021-11-07,11.27437
2021-11-08,32.35377
2021-11-09,84.65668
2021-11-10,37.94857
2021-11-11,41.39587
2021-11-12,34.4165
2021-11-13,14.86295
2021-11-14,12.00904
2021-11-15,33.31449
2021-11-16,34.72732
2021-11-17,36.11189
2021-11-18,32.21248
2021-11-19,33.20146
2021-11-20,17.06696
2021-11-21,13.39361
2021-11-22,36.28143
2021-11-23,36.45097
2021-11-24,34.0209
2021-11-25,35.65979
2021-11-26,38.99406
2021-11-27,18.5363
2021-11-28,15.06075
2021-11-29,38.34416
2021-11-30,38.62673
2021-12-01,40.09607
2021-12-02,37.72252
2021-12-03,35.99886
2021-12-04,16.55834
2021-12-05,11.75473
2021-12-06,33.11669
2021-12-07,33.17321
2021-12-08,35.88584
2021-12-09,34.84035
2021-12-10,30.7714
2021-12-11,14.29782
2021-12-12,11.58519
2021-12-13,29.86719
2021-12-14,30.85617
2021-12-15,33.34275
2021-12-16,35.12291
2021-12-17,31.78864
2021-12-18,14.21305
2021-12-19,11.95252
2021-12-20,34.58604
2021-12-21,38.85278
2021-12-22,35.57502
2021-12-23,33.73834
2021-12-24,29.07601
2021-12-25,13.73269
2021-12-26,12.80022
2021-12-27,30.5736
2021-12-28,31.36479
2021-12-29,30.43232
2021-12-30,33.39926
2021-12-31,28.28482
2022-01-01,13.61966
2022-01-02,12.71545
2022-01-03,36.90307
2022-01-04,41.961
2022-01-05,45.83215
2022-01-06,49.87284
2022-01-07,48.79909
2022-01-08,21.30545
2022-01-09,15.85193
2022-01-10,42.01751
2022-01-11,36.42271
2022-01-12,38.54196
2022-01-13,38.40067
2022-01-14,36.42271
2022-01-15,17.77338
2022-01-16,13.30884
2022-01-17,36.30969
2022-01-18,35.88584
2022-01-19,35.97061
2022-01-20,33.62531
2022-01-21,31.16699
2022-01-22,16.24752
2022-01-23,13.987
2022-01-24,36.95959
2022-01-25,42.8087
2022-01-26,37.38344
2022-01-27,45.12574
2022-01-28,42.69567
2022-01-29,19.01667
2022-01-30,13.70443
2022-01-31,14.12828
2022-02-01,20.42949
2022-02-02,21.22068
2022-02-03,44.24978
2022-02-04,40.20909
2022-02-05,18.39502
2022-02-06,14.10002
2022-02-07,37.29867
2022-02-08,34.52952
2022-02-09,32.38202
2022-02-10,33.45577
2022-02-11,31.76038
2022-02-12,17.54732
2022-02-13,13.42187
2022-02-14,34.30347
2022-02-15,36.45097
2022-02-16,33.59706
2022-02-17,32.38202
2022-02-18,32.04294
2022-02-19,14.89121
2022-02-20,12.80022
2022-02-21,32.0712
2022-02-22,36.93133
2022-02-23,35.9141
2022-02-24,52.21814
2022-02-25,48.03616
2022-02-26,19.12969
2022-02-27,14.91946
2022-02-28,40.12432
2022-03-01,24.75275
2022-03-02,46.9059
2022-03-03,44.67363
2022-03-04,56.85221
2022-03-05,22.23792
2022-03-06,15.14552
2022-03-07,61.7406
2022-03-08,63.6903
2022-03-09,24.69624
2022-03-10,48.34699
2022-03-11,45.21051
2022-03-12,19.94913
2022-03-13,18.05594
2022-03-14,50.07064
2022-03-15,49.13817
2022-03-16,50.24018
2022-03-17,57.58688
2022-03-18,47.32975
2022-03-19,20.31647
2022-03-20,15.00423
2022-03-21,41.25459
2022-03-22,43.37383
2022-03-23,39.13534
2022-03-24,38.76801
2022-03-25,35.32071
2022-03-26,16.69963
2022-03-27,14.83469
2022-03-28,40.0113
2022-03-29,38.88103
2022-03-30,38.23113
2022-03-31,36.81831
2022-04-01,32.49505
2022-04-02,15.62588
2022-04-03,12.23509
2022-04-04,34.38824
2022-04-05,32.57982
2022-04-06,34.0209
2022-04-07,31.39304
2022-04-08,31.76038
2022-04-09,13.70443
2022-04-10,12.4894
2022-04-11,42.6109
2022-04-12,42.72393
2022-04-13,37.49646
2022-04-14,35.88584
2022-04-15,31.08222
2022-04-16,14.52387
2022-04-17,11.58519
2022-04-18,34.50127
2022-04-19,36.81831
2022-04-20,39.61571
2022-04-21,34.35998
2022-04-22,37.18564
2022-04-23,17.68861
2022-04-24,13.7892
2022-04-25,44.3063
2022-04-26,42.13054
2022-04-27,50.26843
2022-04-28,48.31873
2022-04-29,43.96722
2022-04-30,19.5818
2022-05-01,16.30404
2022-05-02,41.79146
2022-05-03,40.09607
2022-05-04,38.76801
2022-05-05,24.89403
2022-05-06,43.68465
2022-05-07,16.84091
2022-05-08,14.77818
2022-05-09,44.02373
2022-05-10,42.04577
2022-05-11,40.80248
2022-05-12,50.15541
2022-05-13,46.76462
2022-05-14,18.81887
2022-05-15,14.94772
2022-05-16,40.83074
2022-05-17,39.07883
2022-05-18,38.82452
2022-05-19,42.46962
2022-05-20,37.83554
2022-05-21,16.92568
2022-05-22,16.16275
2022-05-23,38.06159
2022-05-24,37.63775
2022-05-25,35.23594
2022-05-26,37.0161
2022-05-27,33.79485
2022-05-28,14.97598
2022-05-29,13.11104
2022-05-30,39.89827
2022-05-31,39.78525
2022-06-01,22.43571
2022-06-02,38.45719
2022-06-03,37.04436
2022-06-04,17.01045
2022-06-05,13.81746
2022-06-06,17.91466
2022-06-07,37.52472
2022-06-08,36.84656
2022-06-09,33.79485
2022-06-10,34.10567
2022-06-11,20.31647
2022-06-12,15.39983
2022-06-13,48.34699
2022-06-14,53.85702
2022-06-15,46.7081
2022-06-16,46.53857
2022-06-17,44.56061
2022-06-18,19.15795
2022-06-19,16.84091
2022-06-20,39.47442
2022-06-21,36.11189
2022-06-22,45.69087
2022-06-23,47.24498
2022-06-24,42.30008
2022-06-25,18.87538
2022-06-26,16.53009
2022-06-27,42.41311
2022-06-28,36.25317
2022-06-29,39.3614
2022-06-30,39.55919
2022-07-01,37.18564
2022-07-02,15.56936
2022-07-03,13.47838
2022-07-04,36.19666
2022-07-05,42.8087
2022-07-06,51.653
2022-07-07,42.07403
2022-07-08,37.52472
2022-07-09,17.03871
2022-07-10,14.15654
2022-07-11,41.02853
2022-07-12,45.91692
2022-07-13,41.36761
2022-07-14,46.51031
2022-07-15,51.08787
2022-07-16,19.46877
2022-07-17,14.6369
2022-07-18,43.68465
2022-07-19,39.8135
2022-07-20,40.26561
2022-07-21,38.59847
2022-07-22,36.564
2022-07-23,15.20203
2022-07-24,13.11104
2022-07-25,35.9141
2022-07-26,34.78383
2022-07-27,33.5688
2022-07-28,40.83074
2022-07-29,41.02853
2022-07-30,16.69963
2022-07-31,12.63068
2022-08-01,34.35998
2022-08-02,35.57502
2022-08-03,36.93133
2022-08-04,34.10567
2022-08-05,35.54676
2022-08-06,17.01045
2022-08-07,14.52387
2022-08-08,35.88584
2022-08-09,33.5688
2022-08-10,35.74456
2022-08-11,38.90929
2022-08-12,35.49025
2022-08-13,15.82367
2022-08-14,12.77196
2022-08-15,18.282
2022-08-16,39.05057
2022-08-17,35.12291
2022-08-18,42.55439
2022-08-19,51.14439
2022-08-20,22.46397
2022-08-21,15.9367
2022-08-22,59.05623
2022-08-23,58.71715
2022-08-24,52.02034
2022-08-25,49.27945
2022-08-26,44.58886
2022-08-27,21.87058
2022-08-28,16.86917
2022-08-29,52.55721
2022-08-30,47.35801
2022-08-31,44.47584
2022-09-01,47.52755
2022-09-02,49.67504
2022-09-03,22.04012
2022-09-04,16.86917
2022-09-05,53.85702
2022-09-06,56.28708
2022-09-07,68.1831
2022-09-08,54.56343
2022-09-09,27.63492
2022-09-10,22.52048
2022-09-11,18.25374
2022-09-12,24.69624
2022-09-13,60.38428
2022-09-14,74.65385
2022-09-15,68.1831
2022-09-16,60.21474
2022-09-17,23.84854
2022-09-18,18.11246
2022-09-19,52.83978
2022-09-20,47.89488
2022-09-21,51.70952
2022-09-22,79.23142
2022-09-23,64.7358
2022-09-24,30.68663
2022-09-25,23.8768
2022-09-26,79.93783
2022-09-27,71.8282
2022-09-28,84.09155
2022-09-29,69.36987
2022-09-30,67.95705
2022-10-01,27.69143
2022-10-02,22.1814
2022-10-03,30.71489
2022-10-04,58.32155
2022-10-05,59.08448
2022-10-06,65.44221
2022-10-07,53.51794
2022-10-08,25.65696
2022-10-09,19.15795
2022-10-10,27.91749
2022-10-11,57.72817
2022-10-12,51.3987
2022-10-13,50.32495
2022-10-14,47.30149
2022-10-15,25.96778
2022-10-16,21.61627
2022-10-17,50.91833
2022-10-18,48.14919
2022-10-19,52.30291
2022-10-20,45.57784
2022-10-21,45.77564
2022-10-22,22.20966
2022-10-23,16.64311
2022-10-24,46.31251
2022-10-25,41.22633
2022-10-26,42.46962
2022-10-27,43.99547
2022-10-28,36.14015
2022-10-29,17.99943
2022-10-30,14.35433
2022-10-31,34.04916
2022-11-01,41.53715
2022-11-02,42.69567
2022-11-03,45.21051
2022-11-04,38.73975
2022-11-05,19.15795
2022-11-06,16.55834
2022-11-07,43.20429
2022-11-08,52.75501
2022-11-09,62.92738
2022-11-10,60.27126
2022-11-11,79.96609
2022-11-12,32.57982
2022-11-13,25.71347
2022-11-14,61.17547
2022-11-15,60.04521
2022-11-16,50.83356
2022-11-17,49.19468
2022-11-18,43.88245
2022-11-19,19.94913
2022-11-20,17.46256
2022-11-21,44.05199
2022-11-22,43.85419
2022-11-23,39.3614
2022-11-24,39.44617
2022-11-25,36.30969
2022-11-26,17.94292
2022-11-27,15.90844
2022-11-28,38.14636
2022-11-29,36.3662
2022-11-30,41.87623
2022-12-01,47.69708
2022-12-02,40.77423
2022-12-03,17.80163
2022-12-04,14.89121
2022-12-05,35.94235
2022-12-06,40.60469
2022-12-07,41.59367
2022-12-08,36.1684
2022-12-09,36.564
2022-12-10,17.32127
2022-12-11,13.67617
2022-12-12,34.61429
2022-12-13,38.23113
2022-12-14,41.42413
2022-12-15,41.39587
2022-12-16,41.22633
2022-12-17,16.7844
2022-12-18,15.99321
2022-12-19,36.25317
2022-12-20,40.18084
2022-12-21,41.36761
2022-12-22,38.08985
2022-12-23,36.76179
2022-12-24,15.65413
2022-12-25,14.6369
2022-12-26,32.66459
2022-12-27,35.68804
2022-12-28,37.97682
2022-12-29,33.17321
2022-12-30,30.51709
2022-12-31,15.62588
2023-01-01,14.94772
2023-01-02,39.1636
2023-01-03,40.54817
2023-01-04,39.38965
2023-01-05,38.37242
2023-01-06,34.8686
2023-01-07,17.49081
2023-01-08,14.86295
2023-01-09,42.07403
2023-01-10,39.87001
2023-01-11,36.28143
2023-01-12,35.99886
2023-01-13,35.49025
2023-01-14,17.26476
2023-01-15,14.35433
2023-01-16,33.65357
2023-01-17,33.00367
2023-01-18,34.4165
2023-01-19,35.32071
2023-01-20,30.60186
2023-01-21,15.76716
2023-01-22,12.65894
2023-01-23,16.7844
2023-01-24,19.41226
2023-01-25,34.64255
2023-01-26,33.39926
2023-01-27,31.67561
2023-01-28,16.72788
2023-01-29,15.11726
2023-01-30,30.91268
2023-01-31,33.25798
2023-02-01,31.78864
2023-02-02,39.64396
2023-02-03,34.84035
2023-02-04,21.58801
2023-02-05,17.12348
2023-02-06,42.13054
2023-02-07,41.14156
2023-02-08,37.72252
2023-02-09,36.62051
2023-02-10,35.23594
2023-02-11,21.78581
2023-02-12,16.86917
2023-02-13,37.15738
2023-02-14,40.29386
2023-02-15,43.51511
2023-02-16,43.03475
2023-02-17,51.05962
2023-02-18,23.79203
2023-02-19,17.85815
2023-02-20,41.48064
2023-02-21,39.30488
2023-02-22,43.74116
2023-02-23,39.84176
2023-02-24,40.74597
2023-02-25,23.11387
2023-02-26,15.79542
2023-02-27,46.7081
2023-02-28,42.44136
2023-03-01,26.81548
2023-03-02,42.27182
2023-03-03,37.27041
2023-03-04,19.15795
2023-03-05,14.04351
2023-03-06,34.10567
2023-03-07,36.59225
2023-03-08,46.96241
2023-03-09,43.71291
2023-03-10,40.23735
2023-03-11,18.36677
2023-03-12,15.7389
2023-03-13,48.06442
2023-03-14,44.3063
2023-03-15,40.49166
2023-03-16,40.23735
2023-03-17,38.34416
2023-03-18,18.56456
2023-03-19,14.49562
2023-03-20,38.20288
2023-03-21,39.38965
2023-03-22,36.45097
2023-03-23,52.44419
2023-03-24,41.79146
2023-03-25,18.79061
2023-03-26,12.91325
2023-03-27,35.88584
2023-03-28,35.23594
2023-03-29,33.34275
2023-03-30,34.75558
2023-03-31,33.73834
2023-04-01,16.72788
2023-04-02,14.26956
2023-04-03,38.06159
2023-04-04,40.77423
2023-04-05,39.05057
2023-04-06,37.49646
2023-04-07,32.94716
2023-04-08,14.97598
2023-04-09,13.67617
2023-04-10,34.75558
2023-04-11,38.59847
2023-04-12,36.70528
2023-04-13,39.07883
2023-04-14,37.92031
2023-04-15,16.84091
2023-04-16,13.87397
2023-04-17,37.89205
2023-04-18,34.52952
2023-04-19,35.57502
2023-04-20,35.80107
2023-04-21,33.34275
2023-04-22,16.75614
2023-04-23,13.90223
2023-04-24,35.15117
2023-04-25,35.49025
2023-04-26,37.80729
2023-04-27,38.37242
2023-04-28,35.82933
2023-04-29,17.82989
2023-04-30,13.64792
2023-05-01,21.87058
2023-05-02,35.60327
2023-05-03,36.28143
2023-05-04,38.76801
2023-05-05,22.52048
2023-05-06,22.85956
2023-05-07,14.86295
2023-05-08,38.57021
2023-05-09,34.84035
2023-05-10,31.95818
2023-05-11,31.33653
2023-05-12,31.2235
2023-05-13,17.74512
2023-05-14,14.49562
2023-05-15,34.47301
2023-05-16,34.0209
2023-05-17,29.89545
2023-05-18,33.08844
2023-05-19,32.35377
2023-05-20,16.10624
2023-05-21,13.02627
2023-05-22,34.19044
2023-05-23,34.64255
2023-05-24,34.52952
2023-05-25,35.82933
2023-05-26,30.65837
2023-05-27,15.90844
2023-05-28,14.26956
2023-05-29,18.9319
