date,월드메르디앙
2020-07-23,6.5239
2020-07-24,7.17131
2020-07-25,7.96812
2020-07-26,9.34594
2020-07-27,8.71513
2020-07-28,8.15073
2020-07-29,7.37051
2020-07-30,8.44953
2020-07-31,7.48671
2020-08-01,7.10491
2020-08-02,5.71049
2020-08-03,6.8725
2020-08-04,7.60292
2020-08-05,6.8725
2020-08-06,7.30411
2020-08-07,6.7895
2020-08-08,6.7397
2020-08-09,6.5239
2020-08-10,7.10491
2020-08-11,7.85192
2020-08-12,8.05112
2020-08-13,7.98472
2020-08-14,7.70252
2020-08-15,6.5239
2020-08-16,6.04249
2020-08-17,7.27091
2020-08-18,6.7563
2020-08-19,7.81872
2020-08-20,7.55312
2020-08-21,7.53652
2020-08-22,7.08831
2020-08-23,7.12151
2020-08-24,7.55312
2020-08-25,7.60292
2020-08-26,7.02191
2020-08-27,6.8061
2020-08-28,7.00531
2020-08-29,6.2915
2020-08-30,7.10491
2020-08-31,6.6733
2020-09-01,8.15073
2020-09-02,7.66932
2020-09-03,8.16733
2020-09-04,7.56972
2020-09-05,7.17131
2020-09-06,7.23771
2020-09-07,8.18393
2020-09-08,7.13811
2020-09-09,7.83532
2020-09-10,6.88911
2020-09-11,6.5073
2020-09-12,7.63612
2020-09-13,7.20451
2020-09-14,7.81872
2020-09-15,8.13413
2020-09-16,8.03452
2020-09-17,8.00132
2020-09-18,7.88512
2020-09-19,8.06772
2020-09-20,6.3247
2020-09-21,8.05112
2020-09-22,7.73572
2020-09-23,8.56573
2020-09-24,7.91832
2020-09-25,6.6069
2020-09-26,6.7231
2020-09-27,6.92231
2020-09-28,6.3745
2020-09-29,6.6401
2020-09-30,5.47808
2020-10-01,6.04249
2020-10-02,5.90969
2020-10-03,6.93891
2020-10-04,6.5073
2020-10-05,7.88512
2020-10-06,7.13811
2020-10-07,7.28751
2020-10-08,6.7563
2020-10-09,8.03452
2020-10-10,6.5239
2020-10-11,7.68592
2020-10-12,8.88114
2020-10-13,8.61553
2020-10-14,8.16733
2020-10-15,7.38711
2020-10-16,7.47011
2020-10-17,8.71513
2020-10-18,8.36653
2020-10-19,8.51593
2020-10-20,8.44953
2020-10-21,8.76494
2020-10-22,8.51593
2020-10-23,7.37051
2020-10-24,7.86852
2020-10-25,6.7563
2020-10-26,8.28353
2020-10-27,8.66533
2020-10-28,8.23373
2020-10-29,8.30013
2020-10-30,8.68193
2020-10-31,8.58233
2020-11-01,8.28353
2020-11-02,8.41633
2020-11-03,9.69455
2020-11-04,8.79814
2020-11-05,8.51593
2020-11-06,9.03054
2020-11-07,9.37915
2020-11-08,8.74833
2020-11-09,10.22576
2020-11-10,9.16334
2020-11-11,10.22576
2020-11-12,10.22576
2020-11-13,9.32934
2020-11-14,9.09694
2020-11-15,9.29614
2020-11-16,9.56175
2020-11-17,9.52855
2020-11-18,10.32536
2020-11-19,9.51195
2020-11-20,9.01394
2020-11-21,9.06374
2020-11-22,9.14674
2020-11-23,8.78154
2020-11-24,8.71513
2020-11-25,7.86852
2020-11-26,8.13413
2020-11-27,7.48671
2020-11-28,7.13811
2020-11-29,7.18791
2020-11-30,8.36653
2020-12-01,9.01394
2020-12-02,9.01394
2020-12-03,8.18393
2020-12-04,8.51593
2020-12-05,6.97211
2020-12-06,8.63213
2020-12-07,9.26294
2020-12-08,8.01792
2020-12-09,7.81872
2020-12-10,7.85192
2020-12-11,8.46613
2020-12-12,7.85192
2020-12-13,8.06772
2020-12-14,8.41633
2020-12-15,8.41633
2020-12-16,7.81872
2020-12-17,8.84794
2020-12-18,8.64873
2020-12-19,7.68592
2020-12-20,6.6069
2020-12-21,7.93492
2020-12-22,8.69853
2020-12-23,7.65272
2020-12-24,6.6235
2020-12-25,6.05909
2020-12-26,8.39973
2020-12-27,11.13877
2020-12-28,9.21314
2020-12-29,9.31274
2020-12-30,9.77755
2020-12-31,10.02656
2021-01-01,8.63213
2021-01-02,9.81075
2021-01-03,11.17197
2021-01-04,10.93957
2021-01-05,9.14674
2021-01-06,9.39575
2021-01-07,10.10956
2021-01-08,9.54515
2021-01-09,10.59096
2021-01-10,8.84794
2021-01-11,10.27556
2021-01-12,10.22576
2021-01-13,11.78618
2021-01-14,9.99335
2021-01-15,10.45816
2021-01-16,10.69057
2021-01-17,9.59495
2021-01-18,10.77357
2021-01-19,11.12217
2021-01-20,10.67397
2021-01-21,9.36254
2021-01-22,9.89375
2021-01-23,10.85657
2021-01-24,10.72377
2021-01-25,13.0644
2021-01-26,13.28021
2021-01-27,12.40039
2021-01-28,11.13877
2021-01-29,11.75298
2021-01-30,10.85657
2021-01-31,9.67795
2021-02-01,10.83997
2021-02-02,11.81938
2021-02-03,11.02257
2021-02-04,10.87317
2021-02-05,10.87317
2021-02-06,11.25498
2021-02-07,11.85258
2021-02-08,13.1142
2021-02-09,12.11819
2021-02-10,10.80677
2021-02-11,8.76494
2021-02-12,8.73173
2021-02-13,9.89375
2021-02-14,10.45816
2021-02-15,12.41699
2021-02-16,11.53718
2021-02-17,11.66998
2021-02-18,11.37118
2021-02-19,12.6826
2021-02-20,12.20119
2021-02-21,10.88977
2021-02-22,11.08897
2021-02-23,11.28818
2021-02-24,11.28818
2021-02-25,11.38778
2021-02-26,11.83598
2021-02-27,11.08897
2021-02-28,9.32934
2021-03-01,9.29614
2021-03-02,10.55776
2021-03-03,10.19256
2021-03-04,9.87715
2021-03-05,9.59495
2021-03-06,10.47476
2021-03-07,8.78154
2021-03-08,9.71115
2021-03-09,9.51195
2021-03-10,9.66135
2021-03-11,9.32934
2021-03-12,8.58233
2021-03-13,9.51195
2021-03-14,10.09296
2021-03-15,10.97277
2021-03-16,10.93957
2021-03-17,9.59495
2021-03-18,9.64475
2021-03-19,10.22576
2021-03-20,10.30876
2021-03-21,10.30876
2021-03-22,11.35458
2021-03-23,10.85657
2021-03-24,10.57436
2021-03-25,11.00597
2021-03-26,10.15936
2021-03-27,10.10956
2021-03-28,10.30876
2021-03-29,8.88114
2021-03-30,8.15073
2021-03-31,9.47875
2021-04-01,9.39575
2021-04-02,8.94754
2021-04-03,7.80212
2021-04-04,8.38313
2021-04-05,9.67795
2021-04-06,8.94754
2021-04-07,9.51195
2021-04-08,9.31274
2021-04-09,8.84794
2021-04-10,10.05976
2021-04-11,10.15936
2021-04-12,10.29216
2021-04-13,9.64475
2021-04-14,9.41235
2021-04-15,10.30876
2021-04-16,9.42895
2021-04-17,10.82337
2021-04-18,9.84395
2021-04-19,9.49535
2021-04-20,9.51195
2021-04-21,100.0
2021-04-22,51.51062
2021-04-23,19.67131
2021-04-24,16.23505
2021-04-25,12.7822
2021-04-26,13.61221
2021-04-27,11.83598
2021-04-28,10.75697
2021-04-29,12.6992
2021-04-30,11.65338
2021-05-01,12.832
2021-05-02,12.13479
2021-05-03,11.95219
2021-05-04,10.34196
2021-05-05,10.90637
2021-05-06,10.37516
2021-05-07,11.28818
2021-05-08,10.67397
2021-05-09,9.91035
2021-05-10,12.5332
2021-05-11,11.73638
2021-05-12,11.32138
2021-05-13,11.60358
2021-05-14,10.74037
2021-05-15,11.45418
2021-05-16,10.17596
2021-05-17,11.90239
2021-05-18,11.58698
2021-05-19,11.60358
2021-05-20,12.01859
2021-05-21,11.60358
2021-05-22,12.9482
2021-05-23,11.05577
2021-05-24,13.0146
2021-05-25,13.71181
2021-05-26,12.26759
2021-05-27,11.08897
2021-05-28,12.48339
2021-05-29,11.86918
2021-05-30,11.30478
2021-05-31,11.50398
2021-06-01,11.48738
2021-06-02,10.72377
2021-06-03,12.33399
2021-06-04,13.47941
2021-06-05,14.69123
2021-06-06,11.78618
2021-06-07,12.11819
2021-06-08,12.08499
2021-06-09,10.88977
2021-06-10,11.12217
2021-06-11,13.64541
2021-06-12,11.35458
2021-06-13,9.92695
2021-06-14,10.49136
2021-06-15,9.81075
2021-06-16,10.27556
2021-06-17,9.47875
2021-06-18,11.03917
2021-06-19,10.62416
2021-06-20,10.97277
2021-06-21,12.5996
2021-06-22,12.5166
2021-06-23,11.07237
2021-06-24,14.85723
2021-06-25,12.5996
2021-06-26,13.0478
2021-06-27,10.97277
2021-06-28,14.62483
2021-06-29,14.47543
2021-06-30,13.69521
2021-07-01,15.15604
2021-07-02,12.9814
2021-07-03,12.11819
2021-07-04,10.85657
2021-07-05,13.34661
2021-07-06,13.59561
2021-07-07,11.86918
2021-07-08,10.93957
2021-07-09,10.17596
2021-07-10,9.29614
2021-07-11,7.95152
2021-07-12,10.12616
2021-07-13,11.90239
2021-07-14,10.32536
2021-07-15,10.45816
2021-07-16,10.29216
2021-07-17,10.32536
2021-07-18,9.81075
2021-07-19,10.09296
2021-07-20,10.74037
2021-07-21,12.28419
2021-07-22,11.93559
2021-07-23,10.35856
2021-07-24,8.84794
2021-07-25,7.98472
2021-07-26,9.14674
2021-07-27,9.13014
2021-07-28,10.45816
2021-07-29,9.84395
2021-07-30,8.59893
2021-07-31,9.47875
2021-08-01,8.66533
2021-08-02,10.80677
2021-08-03,9.52855
2021-08-04,8.56573
2021-08-05,9.03054
2021-08-06,8.21713
2021-08-07,9.44555
2021-08-08,8.31673
2021-08-09,9.82735
2021-08-10,9.11354
2021-08-11,9.21314
2021-08-12,9.39575
2021-08-13,9.19654
2021-08-14,8.11752
2021-08-15,7.76892
2021-08-16,8.88114
2021-08-17,8.33333
2021-08-18,8.94754
2021-08-19,8.58233
2021-08-20,9.67795
2021-08-21,9.39575
2021-08-22,7.68592
2021-08-23,8.74833
2021-08-24,9.04714
2021-08-25,9.66135
2021-08-26,9.24634
2021-08-27,9.27954
2021-08-28,9.61155
2021-08-29,8.10092
2021-08-30,8.81474
2021-08-31,8.48273
2021-09-01,9.67795
2021-09-02,11.15537
2021-09-03,10.15936
2021-09-04,10.34196
2021-09-05,8.43293
2021-09-06,8.68193
2021-09-07,8.48273
2021-09-08,9.61155
2021-09-09,9.16334
2021-09-10,8.64873
2021-09-11,9.08034
2021-09-12,8.38313
2021-09-13,9.08034
2021-09-14,10.29216
2021-09-15,9.42895
2021-09-16,8.78154
2021-09-17,8.01792
2021-09-18,7.70252
2021-09-19,7.68592
2021-09-20,6.5405
2021-09-21,8.20053
2021-09-22,8.48273
2021-09-23,8.33333
2021-09-24,8.38313
2021-09-25,8.83134
2021-09-26,8.28353
2021-09-27,7.63612
2021-09-28,10.27556
2021-09-29,9.42895
2021-09-30,8.41633
2021-10-01,8.89774
2021-10-02,8.54913
2021-10-03,8.03452
2021-10-04,9.69455
2021-10-05,8.84794
2021-10-06,9.21314
2021-10-07,8.53253
2021-10-08,7.96812
2021-10-09,7.90172
2021-10-10,7.88512
2021-10-11,8.54913
2021-10-12,8.20053
2021-10-13,8.46613
2021-10-14,8.08432
2021-10-15,8.71513
2021-10-16,6.97211
2021-10-17,7.23771
2021-10-18,7.76892
2021-10-19,6.7895
2021-10-20,7.15471
2021-10-21,7.15471
2021-10-22,7.27091
2021-10-23,8.25033
2021-10-24,5.99269
2021-10-25,7.37051
2021-10-26,7.28751
2021-10-27,8.33333
2021-10-28,10.37516
2021-10-29,10.83997
2021-10-30,7.55312
2021-10-31,8.38313
2021-11-01,8.13413
2021-11-02,8.13413
2021-11-03,7.17131
2021-11-04,8.10092
2021-11-05,7.78552
2021-11-06,7.63612
2021-11-07,7.61952
2021-11-08,8.46613
2021-11-09,7.83532
2021-11-10,7.08831
2021-11-11,7.33731
2021-11-12,7.00531
2021-11-13,7.30411
2021-11-14,8.05112
2021-11-15,9.54515
2021-11-16,9.22974
2021-11-17,8.71513
2021-11-18,9.57835
2021-11-19,7.32071
2021-11-20,7.91832
2021-11-21,7.30411
2021-11-22,7.91832
2021-11-23,8.08432
2021-11-24,8.11752
2021-11-25,8.06772
2021-11-26,8.49933
2021-11-27,7.90172
2021-11-28,7.38711
2021-11-29,9.24634
2021-11-30,8.03452
2021-12-01,9.42895
2021-12-02,6.7563
2021-12-03,6.5405
2021-12-04,7.35391
2021-12-05,5.59428
2021-12-06,7.73572
2021-12-07,7.50332
2021-12-08,7.75232
2021-12-09,8.13413
2021-12-10,8.38313
2021-12-11,8.10092
2021-12-12,7.10491
2021-12-13,8.20053
2021-12-14,7.02191
2021-12-15,7.43691
2021-12-16,6.6069
2021-12-17,6.8227
2021-12-18,6.97211
2021-12-19,6.7895
2021-12-20,7.47011
2021-12-21,8.00132
2021-12-22,8.18393
2021-12-23,11.00597
2021-12-24,8.64873
2021-12-25,6.5737
2021-12-26,7.65272
2021-12-27,7.56972
2021-12-28,7.51992
2021-12-29,7.93492
2021-12-30,8.68193
2021-12-31,7.83532
2022-01-01,8.44953
2022-01-02,8.26693
2022-01-03,8.36653
2022-01-04,9.11354
2022-01-05,8.68193
2022-01-06,8.53253
2022-01-07,9.08034
2022-01-08,7.93492
2022-01-09,6.97211
2022-01-10,8.34993
2022-01-11,7.76892
2022-01-12,8.54913
2022-01-13,7.60292
2022-01-14,8.16733
2022-01-15,7.90172
2022-01-16,7.20451
2022-01-17,8.33333
2022-01-18,7.86852
2022-01-19,8.15073
2022-01-20,8.23373
2022-01-21,7.98472
2022-01-22,7.76892
2022-01-23,7.47011
2022-01-24,8.33333
2022-01-25,7.15471
2022-01-26,8.61553
2022-01-27,7.68592
2022-01-28,7.17131
2022-01-29,8.13413
2022-01-30,7.18791
2022-01-31,6.88911
2022-02-01,7.88512
2022-02-02,7.12151
2022-02-03,9.99335
2022-02-04,9.52855
2022-02-05,9.81075
2022-02-06,8.31673
2022-02-07,8.93094
2022-02-08,8.83134
2022-02-09,9.08034
2022-02-10,8.74833
2022-02-11,8.48273
2022-02-12,7.58632
2022-02-13,8.11752
2022-02-14,10.10956
2022-02-15,9.16334
2022-02-16,9.01394
2022-02-17,8.84794
2022-02-18,9.77755
2022-02-19,8.66533
2022-02-20,7.93492
2022-02-21,9.01394
2022-02-22,9.14674
2022-02-23,7.93492
2022-02-24,7.96812
2022-02-25,8.34993
2022-02-26,7.45351
2022-02-27,7.66932
2022-02-28,9.44555
2022-03-01,8.21713
2022-03-02,7.78552
2022-03-03,7.96812
2022-03-04,7.66932
2022-03-05,7.45351
2022-03-06,6.6567
2022-03-07,7.35391
2022-03-08,7.02191
2022-03-09,6.8227
2022-03-10,7.63612
2022-03-11,7.88512
2022-03-12,7.25431
2022-03-13,6.5239
2022-03-14,7.13811
2022-03-15,7.55312
2022-03-16,7.38711
2022-03-17,6.8559
2022-03-18,7.28751
2022-03-19,7.47011
2022-03-20,7.42031
2022-03-21,7.20451
2022-03-22,7.61952
2022-03-23,8.25033
2022-03-24,7.95152
2022-03-25,7.96812
2022-03-26,7.83532
2022-03-27,7.68592
2022-03-28,8.79814
2022-03-29,7.78552
2022-03-30,6.95551
2022-03-31,7.20451
2022-04-01,6.7563
2022-04-02,7.35391
2022-04-03,6.5073
2022-04-04,8.74833
2022-04-05,8.81474
2022-04-06,8.26693
2022-04-07,8.69853
2022-04-08,8.11752
2022-04-09,7.17131
2022-04-10,7.32071
2022-04-11,8.48273
2022-04-12,9.56175
2022-04-13,7.61952
2022-04-14,7.51992
2022-04-15,7.42031
2022-04-16,7.53652
2022-04-17,6.5239
2022-04-18,8.56573
2022-04-19,9.36254
2022-04-20,9.11354
2022-04-21,8.79814
2022-04-22,8.39973
2022-04-23,7.42031
2022-04-24,7.61952
2022-04-25,8.21713
2022-04-26,7.86852
2022-04-27,10.15936
2022-04-28,9.39575
2022-04-29,8.61553
2022-04-30,8.28353
2022-05-01,8.56573
2022-05-02,8.54913
2022-05-03,8.28353
2022-05-04,8.44953
2022-05-05,9.54515
2022-05-06,9.27954
2022-05-07,6.98871
2022-05-08,7.12151
2022-05-09,7.93492
2022-05-10,8.34993
2022-05-11,11.22177
2022-05-12,9.26294
2022-05-13,9.59495
2022-05-14,8.71513
2022-05-15,7.88512
2022-05-16,9.42895
2022-05-17,8.89774
2022-05-18,8.81474
2022-05-19,9.46215
2022-05-20,8.61553
2022-05-21,8.11752
2022-05-22,7.93492
2022-05-23,10.34196
2022-05-24,8.84794
2022-05-25,9.86055
2022-05-26,8.78154
2022-05-27,9.31274
2022-05-28,9.42895
2022-05-29,9.89375
2022-05-30,11.35458
2022-05-31,9.49535
2022-06-01,9.27954
2022-06-02,11.42098
2022-06-03,8.46613
2022-06-04,9.29614
2022-06-05,7.75232
2022-06-06,8.25033
2022-06-07,7.47011
2022-06-08,8.61553
2022-06-09,8.00132
2022-06-10,8.08432
2022-06-11,7.98472
2022-06-12,8.15073
2022-06-13,8.56573
2022-06-14,7.33731
2022-06-15,8.61553
2022-06-16,7.75232
2022-06-17,8.21713
2022-06-18,9.21314
2022-06-19,7.65272
2022-06-20,9.04714
2022-06-21,8.54913
2022-06-22,8.38313
2022-06-23,7.18791
2022-06-24,7.30411
2022-06-25,7.50332
2022-06-26,7.66932
2022-06-27,8.88114
2022-06-28,8.64873
2022-06-29,8.71513
2022-06-30,7.61952
2022-07-01,8.08432
2022-07-02,7.98472
2022-07-03,8.38313
2022-07-04,9.42895
2022-07-05,12.28419
2022-07-06,10.40836
2022-07-07,9.49535
2022-07-08,8.21713
2022-07-09,11.43758
2022-07-10,8.43293
2022-07-11,8.43293
2022-07-12,9.27954
2022-07-13,7.45351
2022-07-14,6.90571
2022-07-15,8.58233
2022-07-16,7.73572
2022-07-17,7.12151
2022-07-18,8.03452
2022-07-19,8.23373
2022-07-20,7.56972
2022-07-21,8.06772
2022-07-22,8.39973
2022-07-23,7.91832
2022-07-24,7.28751
2022-07-25,7.43691
2022-07-26,9.04714
2022-07-27,7.23771
2022-07-28,6.4243
2022-07-29,6.8725
2022-07-30,6.7397
2022-07-31,6.4907
2022-08-01,6.8559
2022-08-02,7.03851
2022-08-03,6.6069
2022-08-04,8.15073
2022-08-05,7.28751
2022-08-06,6.20849
2022-08-07,6.3911
2022-08-08,6.8725
2022-08-09,6.5571
2022-08-10,7.18791
2022-08-11,6.5073
2022-08-12,7.38711
2022-08-13,8.28353
2022-08-14,6.4243
2022-08-15,21.04913
2022-08-16,11.70318
2022-08-17,7.85192
2022-08-18,7.50332
2022-08-19,6.5405
2022-08-20,6.88911
2022-08-21,7.27091
2022-08-22,6.8725
2022-08-23,7.48671
2022-08-24,7.05511
2022-08-25,7.98472
2022-08-26,8.76494
2022-08-27,7.37051
2022-08-28,8.01792
2022-08-29,7.17131
2022-08-30,7.33731
2022-08-31,7.48671
2022-09-01,7.28751
2022-09-02,7.17131
2022-09-03,8.06772
2022-09-04,8.11752
2022-09-05,7.32071
2022-09-06,7.38711
2022-09-07,7.10491
2022-09-08,5.92629
2022-09-09,6.4243
2022-09-10,5.87649
2022-09-11,7.05511
2022-09-12,7.70252
2022-09-13,7.90172
2022-09-14,7.55312
2022-09-15,7.30411
2022-09-16,8.44953
2022-09-17,8.20053
2022-09-18,7.35391
2022-09-19,8.44953
2022-09-20,8.01792
2022-09-21,7.47011
2022-09-22,8.23373
2022-09-23,6.8393
2022-09-24,7.66932
2022-09-25,7.05511
2022-09-26,7.56972
2022-09-27,7.10491
2022-09-28,7.32071
2022-09-29,7.33731
2022-09-30,8.71513
2022-10-01,7.32071
2022-10-02,8.54913
2022-10-03,7.81872
2022-10-04,9.42895
2022-10-05,12.8984
2022-10-06,8.20053
2022-10-07,8.00132
2022-10-08,8.13413
2022-10-09,7.55312
2022-10-10,7.13811
2022-10-11,7.56972
2022-10-12,8.30013
2022-10-13,8.10092
2022-10-14,8.71513
2022-10-15,8.74833
2022-10-16,7.47011
2022-10-17,8.21713
2022-10-18,10.29216
2022-10-19,10.35856
2022-10-20,9.32934
2022-10-21,9.14674
2022-10-22,7.23771
2022-10-23,7.48671
2022-10-24,7.55312
2022-10-25,8.94754
2022-10-26,14.90703
2022-10-27,10.42496
2022-10-28,8.73173
2022-10-29,9.16334
2022-10-30,6.7563
2022-10-31,10.98937
2022-11-01,8.56573
2022-11-02,17.14807
2022-11-03,10.15936
2022-11-04,12.5498
2022-11-05,12.8984
2022-11-06,16.26826
2022-11-07,11.55378
2022-11-08,10.49136
2022-11-09,9.47875
2022-11-10,8.74833
2022-11-11,8.86454
2022-11-12,8.21713
2022-11-13,7.86852
2022-11-14,7.65272
2022-11-15,7.30411
2022-11-16,7.93492
2022-11-17,7.15471
2022-11-18,6.4907
2022-11-19,7.42031
2022-11-20,6.4077
2022-11-21,7.17131
2022-11-22,6.07569
2022-11-23,6.5405
2022-11-24,6.04249
2022-11-25,7.25431
2022-11-26,6.6401
2022-11-27,6.2749
2022-11-28,6.3413
2022-11-29,5.82669
2022-11-30,6.3247
2022-12-01,6.4409
2022-12-02,6.93891
2022-12-03,5.37848
2022-12-04,6.3579
2022-12-05,6.6401
2022-12-06,5.81009
2022-12-07,5.52788
2022-12-08,6.8061
2022-12-09,6.6899
2022-12-10,6.3247
2022-12-11,6.3413
2022-12-12,6.5903
2022-12-13,6.90571
2022-12-14,6.6733
2022-12-15,6.4741
2022-12-16,6.6401
2022-12-17,6.6733
2022-12-18,7.00531
2022-12-19,7.10491
2022-12-20,7.02191
2022-12-21,6.7895
2022-12-22,6.05909
2022-12-23,6.3413
2022-12-24,5.99269
2022-12-25,5.76029
2022-12-26,6.2749
2022-12-27,6.17529
2022-12-28,6.4077
2022-12-29,6.7065
2022-12-30,6.5571
2022-12-31,6.10889
2023-01-01,5.36188
2023-01-02,6.6069
2023-01-03,6.6567
2023-01-04,6.8061
2023-01-05,6.4907
2023-01-06,7.53652
2023-01-07,5.56108
2023-01-08,6.22509
2023-01-09,7.17131
2023-01-10,6.5405
2023-01-11,7.02191
2023-01-12,6.8393
2023-01-13,6.7065
2023-01-14,6.5737
2023-01-15,6.4741
2023-01-16,6.88911
2023-01-17,8.46613
2023-01-18,8.46613
2023-01-19,8.91434
2023-01-20,5.74369
2023-01-21,5.71049
2023-01-22,6.3247
2023-01-23,6.5903
2023-01-24,6.3579
2023-01-25,7.71912
2023-01-26,7.20451
2023-01-27,6.4243
2023-01-28,6.5571
2023-01-29,6.5239
2023-01-30,7.38711
2023-01-31,7.56972
2023-02-01,7.00531
2023-02-02,7.91832
2023-02-03,6.3413
2023-02-04,6.98871
2023-02-05,6.8393
2023-02-06,6.7231
2023-02-07,8.33333
2023-02-08,8.31673
2023-02-09,23.53917
2023-02-10,22.87516
2023-02-11,17.18127
2023-02-12,16.93227
2023-02-13,15.62084
2023-02-14,15.58764
2023-02-15,12.9648
2023-02-16,12.35059
2023-02-17,10.19256
2023-02-18,10.04316
2023-02-19,8.30013
2023-02-20,8.61553
2023-02-21,7.83532
2023-02-22,7.96812
2023-02-23,9.79415
2023-02-24,7.86852
2023-02-25,7.35391
2023-02-26,7.22111
2023-02-27,7.93492
2023-02-28,7.27091
2023-03-01,8.23373
2023-03-02,8.38313
2023-03-03,6.8227
2023-03-04,7.61952
2023-03-05,7.45351
2023-03-06,7.93492
2023-03-07,7.90172
2023-03-08,7.20451
2023-03-09,6.6401
2023-03-10,6.5405
2023-03-11,6.09229
2023-03-12,8.56573
2023-03-13,7.17131
2023-03-14,7.05511
2023-03-15,6.90571
2023-03-16,7.45351
2023-03-17,7.61952
2023-03-18,7.05511
2023-03-19,7.00531
2023-03-20,7.75232
2023-03-21,6.8227
2023-03-22,6.6733
2023-03-23,6.6899
2023-03-24,7.23771
2023-03-25,6.5073
2023-03-26,6.7895
2023-03-27,7.76892
2023-03-28,7.15471
2023-03-29,6.88911
2023-03-30,7.85192
2023-03-31,7.18791
2023-04-01,6.88911
2023-04-02,7.70252
2023-04-03,7.85192
2023-04-04,7.40371
2023-04-05,6.7729
2023-04-06,6.92231
2023-04-07,7.00531
2023-04-08,7.40371
2023-04-09,6.20849
2023-04-10,7.07171
2023-04-11,7.91832
2023-04-12,7.32071
2023-04-13,6.3413
2023-04-14,7.65272
2023-04-15,7.61952
2023-04-16,6.00929
2023-04-17,6.6899
2023-04-18,6.3413
2023-04-19,7.02191
2023-04-20,6.4243
2023-04-21,6.3413
2023-04-22,5.99269
2023-04-23,5.21248
2023-04-24,5.99269
2023-04-25,6.19189
2023-04-26,6.07569
2023-04-27,6.10889
2023-04-28,6.05909
2023-04-29,6.02589
2023-04-30,6.17529
2023-05-01,6.6069
2023-05-02,6.8559
2023-05-03,7.03851
2023-05-04,6.4907
2023-05-05,5.92629
2023-05-06,6.6235
2023-05-07,5.67729
2023-05-08,7.02191
2023-05-09,6.8061
2023-05-10,7.20451
2023-05-11,6.97211
2023-05-12,7.02191
2023-05-13,7.22111
2023-05-14,6.4741
2023-05-15,7.07171
2023-05-16,6.98871
2023-05-17,6.12549
2023-05-18,6.4575
2023-05-19,7.05511
2023-05-20,6.6899
2023-05-21,6.4409
2023-05-22,6.4575
2023-05-23,6.2915
2023-05-24,7.30411
2023-05-25,5.87649
2023-05-26,6.7729
2023-05-27,6.4575
2023-05-28,5.37848
