date,카드이벤트
2020-07-28,5.44217
2020-07-29,8.16326
2020-07-30,4.42176
2020-07-31,5.10204
2020-08-01,3.40136
2020-08-02,3.06122
2020-08-03,7.82312
2020-08-04,7.48299
2020-08-05,4.42176
2020-08-06,4.08163
2020-08-07,3.74149
2020-08-08,5.44217
2020-08-09,3.40136
2020-08-10,6.12244
2020-08-11,7.14285
2020-08-12,6.46258
2020-08-13,13.2653
2020-08-14,16.32653
2020-08-15,7.82312
2020-08-16,5.44217
2020-08-17,2.72108
2020-08-18,4.42176
2020-08-19,3.06122
2020-08-20,5.10204
2020-08-21,3.74149
2020-08-22,2.38095
2020-08-23,3.40136
2020-08-24,3.06122
2020-08-25,6.46258
2020-08-26,2.72108
2020-08-27,7.82312
2020-08-28,7.48299
2020-08-29,4.7619
2020-08-30,4.42176
2020-08-31,4.08163
2020-09-01,9.18367
2020-09-02,4.08163
2020-09-03,10.20408
2020-09-04,4.08163
2020-09-05,2.04081
2020-09-06,3.06122
2020-09-07,5.44217
2020-09-08,4.42176
2020-09-09,7.48299
2020-09-10,5.78231
2020-09-11,4.42176
2020-09-12,2.38095
2020-09-13,4.7619
2020-09-14,6.12244
2020-09-15,4.7619
2020-09-16,6.46258
2020-09-17,6.46258
2020-09-18,6.46258
2020-09-19,1.70068
2020-09-20,1.70068
2020-09-21,5.44217
2020-09-22,6.80272
2020-09-23,4.42176
2020-09-24,5.78231
2020-09-25,6.46258
2020-09-26,3.74149
2020-09-27,4.42176
2020-09-28,6.12244
2020-09-29,4.7619
2020-09-30,3.40136
2020-10-01,5.44217
2020-10-02,4.42176
2020-10-03,2.72108
2020-10-04,3.74149
2020-10-05,10.20408
2020-10-06,7.82312
2020-10-07,7.82312
2020-10-08,6.46258
2020-10-09,2.04081
2020-10-10,6.12244
2020-10-11,4.42176
2020-10-12,3.40136
2020-10-13,5.44217
2020-10-14,3.40136
2020-10-15,4.42176
2020-10-16,3.74149
2020-10-17,4.08163
2020-10-19,8.5034
2020-10-20,6.12244
2020-10-21,5.10204
2020-10-22,6.12244
2020-10-23,4.7619
2020-10-25,3.06122
2020-10-26,4.08163
2020-10-27,7.14285
2020-10-28,7.48299
2020-10-29,5.78231
2020-10-30,5.44217
2020-10-31,4.7619
2020-11-01,5.10204
2020-11-02,8.5034
2020-11-03,11.90476
2020-11-04,7.82312
2020-11-05,9.86394
2020-11-06,3.74149
2020-11-07,5.10204
2020-11-08,5.44217
2020-11-09,8.84353
2020-11-10,5.44217
2020-11-11,10.20408
2020-11-12,5.44217
2020-11-13,4.42176
2020-11-14,3.40136
2020-11-15,2.38095
2020-11-16,7.14285
2020-11-17,6.12244
2020-11-18,2.38095
2020-11-19,5.78231
2020-11-20,7.48299
2020-11-21,3.06122
2020-11-22,2.38095
2020-11-23,2.38095
2020-11-24,5.44217
2020-11-25,4.7619
2020-11-26,3.40136
2020-11-27,3.74149
2020-11-29,2.72108
2020-11-30,2.72108
2020-12-01,11.90476
2020-12-02,6.46258
2020-12-03,6.46258
2020-12-04,4.7619
2020-12-05,4.08163
2020-12-06,3.74149
2020-12-07,3.06122
2020-12-08,6.80272
2020-12-09,4.7619
2020-12-10,5.10204
2020-12-11,4.42176
2020-12-12,3.06122
2020-12-13,2.04081
2020-12-14,4.42176
2020-12-15,6.46258
2020-12-16,6.12244
2020-12-17,3.40136
2020-12-18,2.38095
2020-12-19,7.14285
2020-12-20,3.40136
2020-12-21,4.7619
2020-12-22,7.14285
2020-12-23,6.80272
2020-12-24,4.08163
2020-12-25,2.72108
2020-12-26,4.08163
2020-12-27,2.72108
2020-12-28,8.16326
2020-12-29,9.18367
2020-12-30,7.14285
2020-12-31,7.48299
2021-01-01,7.48299
2021-01-02,7.48299
2021-01-03,8.16326
2021-01-04,5.78231
2021-01-05,3.74149
2021-01-06,5.10204
2021-01-07,8.5034
2021-01-08,10.20408
2021-01-09,4.08163
2021-01-10,2.04081
2021-01-11,6.46258
2021-01-12,6.80272
2021-01-13,5.44217
2021-01-14,8.5034
2021-01-15,10.88435
2021-01-16,7.14285
2021-01-17,6.12244
2021-01-18,11.22448
2021-01-19,5.10204
2021-01-20,5.10204
2021-01-21,9.18367
2021-01-22,2.72108
2021-01-23,5.44217
2021-01-24,4.08163
2021-01-25,2.38095
2021-01-26,6.46258
2021-01-27,5.44217
2021-01-28,5.78231
2021-01-29,5.10204
2021-01-30,6.12244
2021-01-31,4.7619
2021-02-01,17.0068
2021-02-02,6.46258
2021-02-03,6.12244
2021-02-04,6.46258
2021-02-05,8.5034
2021-02-06,3.74149
2021-02-07,3.74149
2021-02-08,3.40136
2021-02-09,5.10204
2021-02-10,2.72108
2021-02-11,4.7619
2021-02-13,2.04081
2021-02-14,5.10204
2021-02-15,6.46258
2021-02-16,7.14285
2021-02-17,7.14285
2021-02-18,4.42176
2021-02-19,7.14285
2021-02-20,3.74149
2021-02-21,4.42176
2021-02-22,2.72108
2021-02-23,6.80272
2021-02-24,4.42176
2021-02-25,5.44217
2021-02-26,2.72108
2021-02-27,1.70068
2021-02-28,7.14285
2021-03-01,5.78231
2021-03-02,3.74149
2021-03-03,4.42176
2021-03-04,7.82312
2021-03-05,5.44217
2021-03-06,3.74149
2021-03-07,3.06122
2021-03-08,11.22448
2021-03-09,5.10204
2021-03-10,8.16326
2021-03-11,6.12244
2021-03-12,3.06122
2021-03-13,3.06122
2021-03-14,4.42176
2021-03-15,6.80272
2021-03-16,2.72108
2021-03-17,4.08163
2021-03-18,4.7619
2021-03-19,6.12244
2021-03-20,4.42176
2021-03-21,4.42176
2021-03-22,7.82312
2021-03-23,6.46258
2021-03-24,5.44217
2021-03-25,3.06122
2021-03-26,4.7619
2021-03-27,3.06122
2021-03-28,5.10204
2021-03-29,4.7619
2021-03-30,3.74149
2021-03-31,10.20408
2021-04-01,9.5238
2021-04-02,9.18367
2021-04-03,6.80272
2021-04-04,3.40136
2021-04-05,9.86394
2021-04-06,7.14285
2021-04-07,6.80272
2021-04-08,7.82312
2021-04-09,2.38095
2021-04-10,6.80272
2021-04-11,3.40136
2021-04-12,4.42176
2021-04-13,3.74149
2021-04-14,5.78231
2021-04-15,4.7619
2021-04-16,5.78231
2021-04-17,7.48299
2021-04-18,3.40136
2021-04-19,8.84353
2021-04-20,5.78231
2021-04-21,3.74149
2021-04-22,2.72108
2021-04-23,4.42176
2021-04-24,2.72108
2021-04-25,3.40136
2021-04-26,4.42176
2021-04-27,7.48299
2021-04-28,6.46258
2021-04-29,4.7619
2021-04-30,9.18367
2021-05-01,7.14285
2021-05-02,7.14285
2021-05-03,7.82312
2021-05-04,11.56462
2021-05-05,8.16326
2021-05-06,9.5238
2021-05-07,10.88435
2021-05-08,5.44217
2021-05-09,4.7619
2021-05-10,5.44217
2021-05-11,6.46258
2021-05-12,6.12244
2021-05-13,10.20408
2021-05-14,7.14285
2021-05-15,2.38095
2021-05-16,7.82312
2021-05-17,7.14285
2021-05-18,2.04081
2021-05-19,6.12244
2021-05-20,3.40136
2021-05-21,5.10204
2021-05-22,1.70068
2021-05-23,3.74149
2021-05-24,6.80272
2021-05-25,8.5034
2021-05-26,10.54421
2021-05-27,4.08163
2021-05-28,4.08163
2021-05-29,3.74149
2021-05-30,4.42176
2021-05-31,3.40136
2021-06-01,8.16326
2021-06-02,13.94557
2021-06-03,8.84353
2021-06-04,6.46258
2021-06-05,3.74149
2021-06-06,2.04081
2021-06-07,7.82312
2021-06-08,12.92517
2021-06-09,7.14285
2021-06-10,6.80272
2021-06-11,4.08163
2021-06-12,4.42176
2021-06-13,5.78231
2021-06-14,8.16326
2021-06-15,7.48299
2021-06-16,3.06122
2021-06-17,5.44217
2021-06-18,3.74149
2021-06-19,2.72108
2021-06-20,5.44217
2021-06-21,5.10204
2021-06-22,6.12244
2021-06-23,6.46258
2021-06-24,12.92517
2021-06-25,6.80272
2021-06-26,3.06122
2021-06-27,2.38095
2021-06-28,5.78231
2021-06-29,5.78231
2021-06-30,5.44217
2021-07-01,12.58503
2021-07-02,9.18367
2021-07-03,5.44217
2021-07-04,4.08163
2021-07-05,4.7619
2021-07-06,3.74149
2021-07-07,3.74149
2021-07-08,10.88435
2021-07-09,3.74149
2021-07-10,2.72108
2021-07-11,4.08163
2021-07-12,4.08163
2021-07-13,6.12244
2021-07-14,8.84353
2021-07-15,5.44217
2021-07-16,6.46258
2021-07-17,4.08163
2021-07-18,2.72108
2021-07-19,6.46258
2021-07-20,5.10204
2021-07-21,5.44217
2021-07-22,8.84353
2021-07-23,5.78231
2021-07-24,2.72108
2021-07-25,2.04081
2021-07-26,4.42176
2021-07-27,6.12244
2021-07-28,5.44217
2021-07-29,8.16326
2021-07-30,7.48299
2021-07-31,6.80272
2021-08-01,6.12244
2021-08-02,7.82312
2021-08-03,9.5238
2021-08-04,4.42176
2021-08-05,7.14285
2021-08-06,7.14285
2021-08-07,6.12244
2021-08-08,3.06122
2021-08-09,9.86394
2021-08-10,3.06122
2021-08-11,7.82312
2021-08-12,5.78231
2021-08-13,5.78231
2021-08-14,3.74149
2021-08-15,9.5238
2021-08-16,5.44217
2021-08-17,6.46258
2021-08-18,4.7619
2021-08-19,8.84353
2021-08-20,5.44217
2021-08-21,4.42176
2021-08-22,2.72108
2021-08-23,4.7619
2021-08-24,10.88435
2021-08-25,7.14285
2021-08-26,14.28571
2021-08-27,6.46258
2021-08-28,2.72108
2021-08-29,3.74149
2021-08-30,10.88435
2021-08-31,9.86394
2021-09-01,13.2653
2021-09-02,6.80272
2021-09-03,8.84353
2021-09-04,2.72108
2021-09-05,8.16326
2021-09-06,10.88435
2021-09-07,15.30612
2021-09-08,11.56462
2021-09-09,9.5238
2021-09-10,6.80272
2021-09-11,3.40136
2021-09-12,7.48299
2021-09-13,7.82312
2021-09-14,6.12244
2021-09-15,7.14285
2021-09-16,6.46258
2021-09-17,4.08163
2021-09-18,5.44217
2021-09-19,3.40136
2021-09-20,1.70068
2021-09-21,3.74149
2021-09-22,6.80272
2021-09-23,9.86394
2021-09-24,8.5034
2021-09-25,7.82312
2021-09-26,4.08163
2021-09-27,9.18367
2021-09-28,10.88435
2021-09-29,6.80272
2021-09-30,10.20408
2021-10-01,11.22448
2021-10-02,7.14285
2021-10-03,4.7619
2021-10-04,9.18367
2021-10-05,7.14285
2021-10-06,6.46258
2021-10-07,17.34693
2021-10-08,6.12244
2021-10-09,1.70068
2021-10-10,2.04081
2021-10-11,5.78231
2021-10-12,6.46258
2021-10-13,4.42176
2021-10-14,6.46258
2021-10-15,6.46258
2021-10-16,3.06122
2021-10-18,7.14285
2021-10-19,3.40136
2021-10-20,5.10204
2021-10-21,8.84353
2021-10-22,3.74149
2021-10-23,2.72108
2021-10-24,2.38095
2021-10-25,7.48299
2021-10-26,6.12244
2021-10-27,5.44217
2021-10-28,7.14285
2021-10-29,7.14285
2021-10-30,3.06122
2021-10-31,3.06122
2021-11-01,16.32653
2021-11-02,12.24489
2021-11-03,8.84353
2021-11-04,9.5238
2021-11-05,9.5238
2021-11-06,6.46258
2021-11-07,5.10204
2021-11-08,5.78231
2021-11-09,7.82312
2021-11-10,6.46258
2021-11-11,5.44217
2021-11-12,4.08163
2021-11-13,5.44217
2021-11-14,4.42176
2021-11-15,7.48299
2021-11-16,8.16326
2021-11-17,7.14285
2021-11-18,3.40136
2021-11-19,9.5238
2021-11-20,2.72108
2021-11-21,4.08163
2021-11-22,6.46258
2021-11-23,6.80272
2021-11-24,7.48299
2021-11-25,3.74149
2021-11-26,8.84353
2021-11-27,6.12244
2021-11-28,4.08163
2021-11-29,5.44217
2021-11-30,6.80272
2021-12-01,12.24489
2021-12-02,9.5238
2021-12-03,4.08163
2021-12-04,6.46258
2021-12-05,7.14285
2021-12-06,8.5034
2021-12-07,4.42176
2021-12-08,6.46258
2021-12-09,9.18367
2021-12-10,7.14285
2021-12-11,2.72108
2021-12-12,6.80272
2021-12-13,5.78231
2021-12-14,8.16326
2021-12-15,8.16326
2021-12-16,11.22448
2021-12-17,6.80272
2021-12-18,5.10204
2021-12-19,4.7619
2021-12-20,12.24489
2021-12-21,6.12244
2021-12-22,6.46258
2021-12-23,5.10204
2021-12-24,2.38095
2021-12-25,2.04081
2021-12-26,5.78231
2021-12-27,6.46258
2021-12-28,9.18367
2021-12-29,5.10204
2021-12-30,6.46258
2021-12-31,6.46258
2022-01-01,8.16326
2022-01-02,10.20408
2022-01-03,9.5238
2022-01-04,10.54421
2022-01-05,12.92517
2022-01-06,10.88435
2022-01-07,9.86394
2022-01-08,4.42176
2022-01-09,9.86394
2022-01-10,8.5034
2022-01-11,9.5238
2022-01-12,8.84353
2022-01-13,7.14285
2022-01-14,6.46258
2022-01-15,5.78231
2022-01-16,7.14285
2022-01-17,9.86394
2022-01-18,10.88435
2022-01-19,10.20408
2022-01-20,10.54421
2022-01-21,8.16326
2022-01-22,3.40136
2022-01-23,7.48299
2022-01-24,10.54421
2022-01-25,8.84353
2022-01-26,4.42176
2022-01-27,6.46258
2022-01-28,9.18367
2022-01-29,3.74149
2022-01-30,4.42176
2022-01-31,2.38095
2022-02-01,10.20408
2022-02-02,12.58503
2022-02-03,10.88435
2022-02-04,13.2653
2022-02-05,7.82312
2022-02-06,4.08163
2022-02-07,7.48299
2022-02-08,6.12244
2022-02-09,7.14285
2022-02-10,4.7619
2022-02-11,12.24489
2022-02-12,3.74149
2022-02-13,7.14285
2022-02-14,13.60544
2022-02-15,9.18367
2022-02-16,9.18367
2022-02-17,6.80272
2022-02-18,8.84353
2022-02-19,3.74149
2022-02-20,5.44217
2022-02-21,4.08163
2022-02-22,10.54421
2022-02-23,3.06122
2022-02-24,9.18367
2022-02-25,8.16326
2022-02-26,4.7619
2022-02-27,6.12244
2022-02-28,9.18367
2022-03-01,12.58503
2022-03-02,10.20408
2022-03-03,11.56462
2022-03-04,6.12244
2022-03-05,4.08163
2022-03-06,7.14285
2022-03-07,3.06122
2022-03-08,8.16326
2022-03-09,3.40136
2022-03-10,3.74149
2022-03-11,5.44217
2022-03-12,4.42176
2022-03-13,4.7619
2022-03-14,5.44217
2022-03-15,8.84353
2022-03-16,10.88435
2022-03-17,8.5034
2022-03-18,7.14285
2022-03-19,4.08163
2022-03-20,3.40136
2022-03-21,6.46258
2022-03-22,7.82312
2022-03-23,7.14285
2022-03-24,6.80272
2022-03-25,3.74149
2022-03-26,5.78231
2022-03-27,4.42176
2022-03-28,8.5034
2022-03-29,6.80272
2022-03-30,6.12244
2022-03-31,4.42176
2022-04-01,12.92517
2022-04-02,7.82312
2022-04-03,2.72108
2022-04-04,8.5034
2022-04-05,7.14285
2022-04-06,7.14285
2022-04-07,8.84353
2022-04-08,6.12244
2022-04-09,5.10204
2022-04-10,7.82312
2022-04-11,6.80272
2022-04-12,8.5034
2022-04-13,5.78231
2022-04-14,5.78231
2022-04-15,3.74149
2022-04-16,3.40136
2022-04-17,7.48299
2022-04-18,2.04081
2022-04-19,9.86394
2022-04-20,8.16326
2022-04-21,7.48299
2022-04-22,6.46258
2022-04-23,2.04081
2022-04-24,7.82312
2022-04-25,6.12244
2022-04-26,7.48299
2022-04-27,7.14285
2022-04-28,6.12244
2022-04-29,6.80272
2022-04-30,4.7619
2022-05-01,8.84353
2022-05-02,9.5238
2022-05-03,8.16326
2022-05-04,5.78231
2022-05-05,3.40136
2022-05-06,5.78231
2022-05-07,3.74149
2022-05-08,5.10204
2022-05-09,2.04081
2022-05-10,8.16326
2022-05-11,8.5034
2022-05-12,5.44217
2022-05-13,7.82312
2022-05-14,2.38095
2022-05-15,4.08163
2022-05-16,9.5238
2022-05-17,8.5034
2022-05-18,10.20408
2022-05-19,7.14285
2022-05-20,5.44217
2022-05-21,2.38095
2022-05-22,12.24489
2022-05-23,10.20408
2022-05-24,11.56462
2022-05-25,8.5034
2022-05-26,6.80272
2022-05-27,6.80272
2022-05-28,4.08163
2022-05-29,7.82312
2022-05-30,5.10204
2022-05-31,11.22448
2022-06-01,12.58503
2022-06-02,11.56462
2022-06-03,10.54421
2022-06-04,7.82312
2022-06-05,6.12244
2022-06-06,7.14285
2022-06-07,7.14285
2022-06-08,7.14285
2022-06-09,8.16326
2022-06-10,8.16326
2022-06-11,5.44217
2022-06-12,3.06122
2022-06-13,12.92517
2022-06-14,6.80272
2022-06-15,7.14285
2022-06-16,11.56462
2022-06-17,9.5238
2022-06-18,4.7619
2022-06-19,4.42176
2022-06-20,10.88435
2022-06-21,8.84353
2022-06-22,8.16326
2022-06-23,13.60544
2022-06-24,8.84353
2022-06-25,2.72108
2022-06-26,6.46258
2022-06-27,13.2653
2022-06-28,8.84353
2022-06-29,8.5034
2022-06-30,10.20408
2022-07-01,11.22448
2022-07-02,5.44217
2022-07-03,9.18367
2022-07-04,13.60544
2022-07-05,9.86394
2022-07-06,6.46258
2022-07-07,5.10204
2022-07-08,8.16326
2022-07-09,5.10204
2022-07-10,6.46258
2022-07-11,8.16326
2022-07-12,12.92517
2022-07-13,10.54421
2022-07-14,9.5238
2022-07-15,10.88435
2022-07-16,4.7619
2022-07-17,5.10204
2022-07-18,8.84353
2022-07-19,7.48299
2022-07-20,8.16326
2022-07-21,9.5238
2022-07-22,10.54421
2022-07-23,4.08163
2022-07-24,19.38775
2022-07-25,21.08843
2022-07-26,12.58503
2022-07-27,11.56462
2022-07-28,8.16326
2022-07-29,11.22448
2022-07-30,2.04081
2022-07-31,7.48299
2022-08-01,22.10884
2022-08-02,19.38775
2022-08-03,16.66666
2022-08-04,14.96598
2022-08-05,9.18367
2022-08-06,8.84353
2022-08-07,9.5238
2022-08-08,13.60544
2022-08-09,11.22448
2022-08-10,16.66666
2022-08-11,11.90476
2022-08-12,12.58503
2022-08-13,6.80272
2022-08-14,7.82312
2022-08-15,9.86394
2022-08-16,12.92517
2022-08-17,21.08843
2022-08-18,10.88435
2022-08-19,11.90476
2022-08-20,8.16326
2022-08-21,8.84353
2022-08-22,14.28571
2022-08-23,14.62585
2022-08-24,13.2653
2022-08-25,16.32653
2022-08-26,15.98639
2022-08-27,12.24489
2022-08-28,8.5034
2022-08-29,11.90476
2022-08-30,13.2653
2022-08-31,10.20408
2022-09-01,28.57142
2022-09-02,14.96598
2022-09-03,12.24489
2022-09-04,11.90476
2022-09-05,15.98639
2022-09-06,20.74829
2022-09-07,18.02721
2022-09-08,12.92517
2022-09-09,7.82312
2022-09-10,4.42176
2022-09-11,8.16326
2022-09-12,11.56462
2022-09-13,17.34693
2022-09-14,17.68707
2022-09-15,12.92517
2022-09-16,12.58503
2022-09-17,6.12244
2022-09-18,9.5238
2022-09-19,13.2653
2022-09-20,17.34693
2022-09-21,11.56462
2022-09-22,14.28571
2022-09-23,14.96598
2022-09-24,10.54421
2022-09-25,8.16326
2022-09-26,15.64625
2022-09-27,14.62585
2022-09-28,9.18367
2022-09-29,16.32653
2022-09-30,12.24489
2022-10-01,23.12925
2022-10-02,14.28571
2022-10-03,15.64625
2022-10-04,19.38775
2022-10-05,20.74829
2022-10-06,15.30612
2022-10-07,15.30612
2022-10-08,9.5238
2022-10-09,14.62585
2022-10-10,12.92517
2022-10-11,19.72789
2022-10-12,22.44897
2022-10-13,15.30612
2022-10-14,9.86394
2022-10-15,13.60544
2022-10-16,6.80272
2022-10-17,15.30612
2022-10-18,11.90476
2022-10-19,16.32653
2022-10-20,12.92517
2022-10-21,12.92517
2022-10-22,10.20408
2022-10-23,10.20408
2022-10-24,19.72789
2022-10-25,20.06802
2022-10-26,17.0068
2022-10-27,15.30612
2022-10-28,15.64625
2022-10-29,9.86394
2022-10-30,10.20408
2022-10-31,19.72789
2022-11-01,31.63265
2022-11-02,28.23129
2022-11-03,20.40816
2022-11-04,19.38775
2022-11-05,11.22448
2022-11-06,8.5034
2022-11-07,16.66666
2022-11-08,17.68707
2022-11-09,17.0068
2022-11-10,20.40816
2022-11-11,7.48299
2022-11-12,9.18367
2022-11-13,12.92517
2022-11-14,16.32653
2022-11-15,15.30612
2022-11-16,17.68707
2022-11-17,16.66666
2022-11-18,19.72789
2022-11-19,4.7619
2022-11-20,11.22448
2022-11-21,18.36734
2022-11-22,15.98639
2022-11-23,17.0068
2022-11-24,16.66666
2022-11-25,11.22448
2022-11-26,14.62585
2022-11-27,12.24489
2022-11-28,17.34693
2022-11-29,15.30612
2022-11-30,15.64625
2022-12-01,40.47619
2022-12-02,24.14965
2022-12-03,14.96598
2022-12-04,15.98639
2022-12-05,21.42857
2022-12-06,21.42857
2022-12-07,17.68707
2022-12-08,15.98639
2022-12-09,12.58503
2022-12-10,12.24489
2022-12-11,13.94557
2022-12-12,15.64625
2022-12-13,20.40816
2022-12-14,17.68707
2022-12-15,15.30612
2022-12-16,14.62585
2022-12-17,11.22448
2022-12-18,17.34693
2022-12-19,22.78911
2022-12-20,21.7687
2022-12-21,15.30612
2022-12-22,16.66666
2022-12-23,9.86394
2022-12-24,9.5238
2022-12-25,10.20408
2022-12-26,12.92517
2022-12-27,23.12925
2022-12-28,13.2653
2022-12-29,17.68707
2022-12-30,20.06802
2022-12-31,12.92517
2023-01-01,36.05442
2023-01-02,39.45578
2023-01-03,38.43537
2023-01-04,32.65306
2023-01-05,26.53061
2023-01-06,27.55102
2023-01-07,20.06802
2023-01-08,18.36734
2023-01-09,17.34693
2023-01-10,24.14965
2023-01-11,25.5102
2023-01-12,21.42857
2023-01-13,21.7687
2023-01-14,10.54421
2023-01-15,16.66666
2023-01-16,20.74829
2023-01-17,18.70748
2023-01-18,24.82993
2023-01-19,22.10884
2023-01-20,12.58503
2023-01-21,8.5034
2023-01-22,9.86394
2023-01-23,12.92517
2023-01-24,27.89115
2023-01-25,22.44897
2023-01-26,29.2517
2023-01-27,23.46938
2023-01-28,25.5102
2023-01-29,19.38775
2023-01-30,21.7687
2023-01-31,21.7687
2023-02-01,62.24489
2023-02-02,32.65306
2023-02-03,30.95238
2023-02-04,21.08843
2023-02-05,23.12925
2023-02-06,31.29251
2023-02-07,28.57142
2023-02-08,32.99319
2023-02-09,24.82993
2023-02-10,25.85034
2023-02-11,16.66666
2023-02-12,30.61224
2023-02-13,23.46938
2023-02-14,19.72789
2023-02-15,16.32653
2023-02-16,20.06802
2023-02-17,22.10884
2023-02-18,15.64625
2023-02-19,20.06802
2023-02-20,24.82993
2023-02-21,29.93197
2023-02-22,27.55102
2023-02-23,22.78911
2023-02-24,21.08843
2023-02-25,15.98639
2023-02-26,13.60544
2023-02-27,22.78911
2023-02-28,21.7687
2023-03-01,51.70068
2023-03-02,46.93877
2023-03-03,29.93197
2023-03-04,25.5102
2023-03-05,21.08843
2023-03-06,19.04761
2023-03-07,21.42857
2023-03-08,26.53061
2023-03-09,19.72789
2023-03-10,21.08843
2023-03-11,12.92517
2023-03-12,15.30612
2023-03-13,30.61224
2023-03-14,24.82993
2023-03-15,26.19047
2023-03-16,20.06802
2023-03-17,22.10884
2023-03-18,10.20408
2023-03-19,15.64625
2023-03-20,21.42857
2023-03-21,32.31292
2023-03-22,25.85034
2023-03-23,17.68707
2023-03-24,18.02721
2023-03-25,17.0068
2023-03-26,13.60544
2023-03-27,16.66666
2023-03-28,18.70748
2023-03-29,13.94557
2023-03-30,17.34693
2023-03-31,22.78911
2023-04-01,40.47619
2023-04-02,24.82993
2023-04-03,32.31292
2023-04-04,35.03401
2023-04-05,23.80952
2023-04-06,24.48979
2023-04-07,17.68707
2023-04-08,15.64625
2023-04-09,15.30612
2023-04-10,26.87074
2023-04-11,25.17006
2023-04-12,22.10884
2023-04-13,20.74829
2023-04-14,20.74829
2023-04-15,16.32653
2023-04-16,18.02721
2023-04-17,24.14965
2023-04-18,24.48979
2023-04-19,19.72789
2023-04-20,20.06802
2023-04-21,20.06802
2023-04-22,16.66666
2023-04-23,14.28571
2023-04-24,16.66666
2023-04-25,19.04761
2023-04-26,20.06802
2023-04-27,20.40816
2023-04-28,16.32653
2023-04-29,12.92517
2023-04-30,14.96598
2023-05-01,31.97278
2023-05-02,35.03401
2023-05-03,38.09523
2023-05-04,18.02721
2023-05-05,18.36734
2023-05-06,15.64625
2023-05-07,12.24489
2023-05-08,21.7687
2023-05-09,16.66666
2023-05-10,19.72789
2023-05-11,21.7687
2023-05-12,23.12925
2023-05-13,23.80952
2023-05-14,14.28571
2023-05-15,23.80952
2023-05-16,18.02721
2023-05-17,16.66666
2023-05-18,19.04761
2023-05-19,19.38775
2023-05-20,6.80272
2023-05-21,13.2653
2023-05-22,26.53061
2023-05-23,22.44897
2023-05-24,21.08843
2023-05-25,21.08843
2023-05-26,14.62585
2023-05-27,12.92517
2023-05-28,15.64625
2023-05-29,11.56462
2023-05-30,19.72789
2023-05-31,29.93197
2023-06-01,51.36054
2023-06-02,32.65306
2023-06-03,22.10884
2023-06-04,13.94557
2023-06-05,24.48979
2023-06-06,15.98639
2023-06-07,21.7687
2023-06-08,20.40816
2023-06-09,13.2653
2023-06-10,15.64625
2023-06-11,15.98639
2023-06-12,24.14965
2023-06-13,22.44897
2023-06-14,23.46938
2023-06-15,20.40816
2023-06-16,17.68707
2023-06-17,12.24489
2023-06-18,14.96598
2023-06-19,22.78911
2023-06-20,20.40816
2023-06-21,19.72789
2023-06-22,17.68707
2023-06-23,20.74829
2023-06-24,9.86394
2023-06-25,11.22448
2023-06-26,18.70748
