date,나스닥100선물
2020-09-10,3.49553
2020-09-11,3.18369
2020-09-12,0.64544
2020-09-13,0.17405
2020-09-14,2.22641
2020-09-15,2.25542
2020-09-16,2.26267
2020-09-17,3.73486
2020-09-18,3.07491
2020-09-19,0.74697
2020-09-20,0.21031
2020-09-21,3.23446
2020-09-22,3.56806
2020-09-23,3.38675
2020-09-24,4.48183
2020-09-25,3.29247
2020-09-26,0.57292
2020-09-27,0.07252
2020-09-28,2.03785
2020-09-29,1.92182
2020-09-30,1.6825
2020-10-01,0.95728
2020-10-02,4.12647
2020-10-03,0.87025
2020-10-04,0.20306
2020-10-05,2.97338
2020-10-06,2.39321
2020-10-07,2.60352
2020-10-08,1.84204
2020-10-09,1.06606
2020-10-10,0.3481
2020-10-11,0.11603
2020-10-12,2.28442
2020-10-13,2.48749
2020-10-14,2.57451
2020-10-15,3.45927
2020-10-16,2.55275
2020-10-17,0.50765
2020-10-18,0.07977
2020-10-19,2.1974
2020-10-20,2.78482
2020-10-21,2.55275
2020-10-22,2.42222
2020-10-23,2.32069
2020-10-24,0.44238
2020-10-25,0.13053
2020-10-26,1.79128
2020-10-27,2.7123
2020-10-28,2.28442
2020-10-29,3.34324
2020-10-30,3.31423
2020-10-31,0.59467
2020-11-01,0.13779
2020-11-02,3.08216
2020-11-03,2.16114
2020-11-04,3.44477
2020-11-05,3.24171
2020-11-06,2.96613
2020-11-07,0.52215
2020-11-08,0.20306
2020-11-09,2.63978
2020-11-10,2.74131
2020-11-11,2.66154
2020-11-12,2.34244
2020-11-13,1.98709
2020-11-14,0.3481
2020-11-15,0.05076
2020-11-16,1.62448
2020-11-17,2.0451
2020-11-18,1.87105
2020-11-19,1.95083
2020-11-20,1.57371
2020-11-21,0.29733
2020-11-22,0.06526
2020-11-23,1.49394
2020-11-24,1.60997
2020-11-25,1.8638
2020-11-26,1.20385
2020-11-27,1.0298
2020-11-28,0.29733
2020-11-29,0.16679
2020-11-30,1.60997
2020-12-01,1.16034
2020-12-02,1.57371
2020-12-03,1.42142
2020-12-04,1.13858
2020-12-05,0.26832
2020-12-07,1.1966
2020-12-08,1.40691
2020-12-09,1.08782
2020-12-10,1.50119
2020-12-11,1.20385
2020-12-12,0.3626
2020-12-13,0.07977
2020-12-14,1.10958
2020-12-15,1.22561
2020-12-16,1.06606
2020-12-17,0.99354
2020-12-18,0.94278
2020-12-19,0.23932
2020-12-20,0.05801
2020-12-21,1.43592
2020-12-22,1.3779
2020-12-23,1.34164
2020-12-24,0.91377
2020-12-25,0.1958
2020-12-26,0.06526
2020-12-27,0.05076
2020-12-28,0.94278
2020-12-29,0.74697
2020-12-30,0.70345
2020-12-31,0.31909
2021-01-01,0.11603
2021-01-03,0.05076
2021-01-04,0.72521
2021-01-05,1.0298
2021-01-06,1.83479
2021-01-07,0.97178
2021-01-08,0.83399
2021-01-09,0.26832
2021-01-10,0.13779
2021-01-11,0.99354
2021-01-12,1.1966
2021-01-13,0.89926
2021-01-14,1.10232
2021-01-15,0.89201
2021-01-16,0.1958
2021-01-17,0.10878
2021-01-18,1.00804
2021-01-19,1.25462
2021-01-20,1.10958
2021-01-21,1.03705
2021-01-22,0.87751
2021-01-23,0.25382
2021-01-24,0.09427
2021-01-25,0.8485
2021-01-26,1.42142
2021-01-27,1.57371
2021-01-28,2.50924
2021-01-29,2.28442
2021-01-30,0.6817
2021-01-31,0.18855
2021-02-01,2.61077
2021-02-02,1.75502
2021-02-03,1.66799
2021-02-04,1.3489
2021-02-05,0.97178
2021-02-06,0.23206
2021-02-07,0.06526
2021-02-08,1.00804
2021-02-09,1.13858
2021-02-10,0.99354
2021-02-11,0.73246
2021-02-12,0.82674
2021-02-13,0.31909
2021-02-14,0.08702
2021-02-15,0.73246
2021-02-16,1.1821
2021-02-17,1.78403
2021-02-18,1.98709
2021-02-19,1.8638
2021-02-20,0.41337
2021-02-21,0.10153
2021-02-22,2.28442
2021-02-23,3.67684
2021-02-24,3.96693
2021-02-25,2.95888
2021-02-26,5.11277
2021-02-27,0.8485
2021-02-28,0.24657
2021-03-01,2.59627
2021-03-02,4.02494
2021-03-03,3.74936
2021-03-04,5.41736
2021-03-05,5.3956
2021-03-06,1.27637
2021-03-07,0.39886
2021-03-08,6.7445
2021-03-09,6.72275
2021-03-10,7.54949
2021-03-11,5.51889
2021-03-12,7.2304
2021-03-13,1.22561
2021-03-14,0.40612
2021-03-15,5.01124
2021-03-16,3.86539
2021-03-17,4.26426
2021-03-18,5.46812
2021-03-19,5.9105
2021-03-20,1.10958
2021-03-21,0.42062
2021-03-22,4.75016
2021-03-23,4.97498
2021-03-24,4.22075
2021-03-25,4.69939
2021-03-26,4.16999
2021-03-27,0.65994
2021-03-28,0.20306
2021-03-29,4.11197
2021-03-30,4.51084
2021-03-31,4.47458
2021-04-01,3.98143
2021-04-02,2.96613
2021-04-03,0.62368
2021-04-04,0.15229
2021-04-05,3.28522
2021-04-06,3.50279
2021-04-07,3.09667
2021-04-08,2.85009
2021-04-09,3.00964
2021-04-10,0.44963
2021-04-11,0.15229
2021-04-12,2.73406
2021-04-13,2.61802
2021-04-14,2.58176
2021-04-15,2.92987
2021-04-16,2.63253
2021-04-17,0.30459
2021-04-18,0.1958
2021-04-19,2.63253
2021-04-20,2.64703
2021-04-21,3.44477
2021-04-22,2.22641
2021-04-23,2.19015
2021-04-24,0.40612
2021-04-25,0.09427
2021-04-26,2.05961
2021-04-27,1.83479
2021-04-28,2.58902
2021-04-29,2.56726
2021-04-30,2.44397
2021-05-01,0.36986
2021-05-02,0.08702
2021-05-03,2.35695
2021-05-04,2.57451
2021-05-05,3.61882
2021-05-06,2.63253
2021-05-07,2.32794
2021-05-08,0.39886
2021-05-09,0.13779
2021-05-10,2.44397
2021-05-11,4.53259
2021-05-12,4.51084
2021-05-13,6.86054
2021-05-14,3.88715
2021-05-15,0.88476
2021-05-16,0.23206
2021-05-17,3.56806
2021-05-18,3.09667
2021-05-19,3.91616
2021-05-20,4.75016
2021-05-21,4.2135
2021-05-22,0.60918
2021-05-23,0.24657
2021-05-24,2.93712
2021-05-25,3.52454
2021-05-26,3.22721
2021-05-27,3.07491
2021-05-28,2.42222
2021-05-29,0.47864
2021-05-30,0.23932
2021-05-31,2.21916
2021-06-01,2.60352
2021-06-02,2.21916
2021-06-03,3.14743
2021-06-04,2.98063
2021-06-05,0.60918
2021-06-06,0.20306
2021-06-07,3.14743
2021-06-08,3.40851
2021-06-09,2.70505
2021-06-10,3.00964
2021-06-11,2.56726
2021-06-12,0.49314
2021-06-13,0.11603
2021-06-14,2.35695
2021-06-15,2.51649
2021-06-16,2.52375
2021-06-17,3.08216
2021-06-18,2.60352
2021-06-19,0.71796
2021-06-20,0.26832
2021-06-21,3.32874
2021-06-22,2.81383
2021-06-23,2.90086
2021-06-24,2.62528
2021-06-25,2.68329
2021-06-26,0.47864
2021-06-27,0.17405
2021-06-28,2.27717
2021-06-29,2.63253
2021-06-30,2.63253
2021-07-01,2.55275
2021-07-02,2.45848
2021-07-03,0.29733
2021-07-04,0.1813
2021-07-05,1.61723
2021-07-06,1.74051
2021-07-07,1.89281
2021-07-08,3.32874
2021-07-09,2.98788
2021-07-10,0.53665
2021-07-11,0.13053
2021-07-12,2.37145
2021-07-13,2.87185
2021-07-14,2.77032
2021-07-15,2.83559
2021-07-16,2.61802
2021-07-17,0.3626
2021-07-18,0.11603
2021-07-19,2.90086
2021-07-20,3.59707
2021-07-21,2.89361
2021-07-22,2.70505
2021-07-23,2.63978
2021-07-24,0.71071
2021-07-25,0.23932
2021-07-26,3.94517
2021-07-27,3.35049
2021-07-28,3.69134
2021-07-29,3.27072
2021-07-30,4.15548
2021-07-31,0.5294
2021-08-01,0.15229
2021-08-02,2.49474
2021-08-03,2.43672
2021-08-04,2.48023
2021-08-05,2.5455
2021-08-06,2.66879
2021-08-07,0.47864
2021-08-08,0.23206
2021-08-09,2.73406
2021-08-10,2.62528
2021-08-11,2.70505
2021-08-12,2.56726
2021-08-13,2.37145
2021-08-14,0.41337
2021-08-15,0.15229
2021-08-16,1.79128
2021-08-17,3.0314
2021-08-18,2.97338
2021-08-19,3.97418
2021-08-20,3.10392
2021-08-21,0.61643
2021-08-22,0.26832
2021-08-23,2.5455
2021-08-24,2.84284
2021-08-25,2.97338
2021-08-26,3.03865
2021-08-27,2.88635
2021-08-28,0.57292
2021-08-29,0.26832
2021-08-30,2.27717
2021-08-31,2.55275
2021-09-01,2.76307
2021-09-02,2.43672
2021-09-03,2.49474
2021-09-04,0.44238
2021-09-05,0.16679
2021-09-06,2.68329
2021-09-07,2.85735
2021-09-08,2.57451
2021-09-09,2.77757
2021-09-10,2.8791
2021-09-11,0.65269
2021-09-12,0.10878
2021-09-13,2.98788
2021-09-14,2.38595
2021-09-15,1.90006
2021-09-16,2.65428
2021-09-17,2.25542
2021-09-18,0.64544
2021-09-19,0.23206
2021-09-20,2.11037
2021-09-21,3.77112
2021-09-22,3.03865
2021-09-23,3.43027
2021-09-24,3.43752
2021-09-25,0.72521
2021-09-26,0.18855
2021-09-27,3.22721
2021-09-28,5.2288
2021-09-29,5.84523
2021-09-30,3.77112
2021-10-01,4.53985
2021-10-02,0.60192
2021-10-03,0.21031
2021-10-04,4.14098
2021-10-05,6.48342
2021-10-06,7.50598
2021-10-07,6.04104
2021-10-08,5.12727
2021-10-09,0.97178
2021-10-10,0.28283
2021-10-11,4.48183
2021-10-12,5.13452
2021-10-13,5.25781
2021-10-14,4.3948
2021-10-15,3.75661
2021-10-16,0.95728
2021-10-17,0.32634
2021-10-18,4.12647
2021-10-19,3.77837
2021-10-20,4.42381
2021-10-21,4.08296
2021-10-22,3.61882
2021-10-23,0.71071
2021-10-24,0.21756
2021-10-25,3.99593
2021-10-26,4.14823
2021-10-27,4.0467
2021-10-28,3.23446
2021-10-29,4.228
2021-10-30,1.02255
2021-10-31,0.45688
2021-11-01,3.98868
2021-11-02,5.96127
2021-11-03,5.91776
2021-11-04,5.59866
2021-11-05,5.72195
2021-11-06,1.09507
2021-11-07,0.29733
2021-11-08,7.52048
2021-11-09,6.73
2021-11-10,8.79686
2021-11-11,9.15222
2021-11-12,6.64297
2021-11-13,1.41417
2021-11-14,0.49314
2021-11-15,6.70824
2021-11-16,7.08535
2021-11-17,5.64943
2021-11-18,6.96932
2021-11-19,6.31662
2021-11-20,1.13133
2021-11-21,0.53665
2021-11-22,6.01203
2021-11-23,9.08695
2021-11-24,8.7606
2021-11-25,7.23765
2021-11-26,14.59134
2021-11-27,2.70505
2021-11-28,1.17484
2021-11-29,21.39386
2021-11-30,27.63797
2021-12-01,17.86931
2021-12-02,21.93777
2021-12-03,14.77989
2021-12-04,3.47378
2021-12-05,1.46493
2021-12-06,21.29958
2021-12-07,16.94103
2021-12-08,16.73072
2021-12-09,14.16346
2021-12-10,13.37297
2021-12-11,2.82108
2021-12-12,0.81224
2021-12-13,13.17717
2021-12-14,17.80404
2021-12-15,15.99825
2021-12-16,15.37457
2021-12-17,16.70171
2021-12-18,3.40126
2021-12-19,0.79048
2021-12-20,24.46152
2021-12-21,22.82253
2021-12-22,22.11182
2021-12-23,16.73072
2021-12-24,7.30292
2021-12-25,1.09507
2021-12-26,0.78323
2021-12-27,13.18442
2021-12-28,15.12074
2021-12-29,13.67756
2021-12-30,11.74124
2021-12-31,7.35368
2022-01-01,1.45768
2022-01-02,0.80498
2022-01-03,12.02407
2022-01-04,13.26419
2022-01-05,16.28834
2022-01-06,27.754
2022-01-07,19.63884
2022-01-08,3.35774
2022-01-09,1.15309
2022-01-10,26.0715
2022-01-11,23.67104
2022-01-12,20.0087
2022-01-13,18.39147
2022-01-14,21.0095
2022-01-15,4.09021
2022-01-16,1.02255
2022-01-17,15.44709
2022-01-18,34.27369
2022-01-19,37.43563
2022-01-20,29.47276
2022-01-21,37.29059
2022-01-22,7.31742
2022-01-23,2.09587
2022-01-24,63.2243
2022-01-25,61.12118
2022-01-26,52.36057
2022-01-27,62.49909
2022-01-28,40.96743
2022-01-29,7.52773
2022-01-30,2.37145
2022-01-31,25.88295
2022-02-01,27.80477
2022-02-02,33.40343
2022-02-03,56.52331
2022-02-04,44.23816
2022-02-05,9.1087
2022-02-06,3.365
2022-02-07,37.14555
2022-02-08,33.70077
2022-02-09,30.02393
2022-02-10,37.0005
2022-02-11,37.70396
2022-02-12,7.78881
2022-02-13,2.91536
2022-02-14,54.47095
2022-02-15,52.92624
2022-02-16,42.52665
2022-02-17,53.20182
2022-02-18,44.32518
2022-02-19,8.33272
2022-02-20,2.22641
2022-02-21,36.44209
2022-02-22,66.37174
2022-02-23,48.32112
2022-02-24,70.607
2022-02-25,55.10914
2022-02-26,8.81137
2022-02-27,3.10392
2022-02-28,51.04793
2022-03-01,35.05692
2022-03-02,39.87961
2022-03-03,35.77489
2022-03-04,39.37196
2022-03-05,6.5777
2022-03-06,2.0451
2022-03-07,45.0649
2022-03-08,46.99398
2022-03-09,33.29465
2022-03-10,43.12132
2022-03-11,37.71121
2022-03-12,6.83153
2022-03-13,2.28442
2022-03-14,43.15033
2022-03-15,43.57096
2022-03-16,41.70715
2022-03-17,42.01174
2022-03-18,36.14475
2022-03-19,5.99753
2022-03-20,2.2119
2022-03-21,36.39857
2022-03-22,34.01987
2022-03-23,31.90949
2022-03-24,32.01102
2022-03-25,29.23344
2022-03-26,4.77917
2022-03-27,1.39241
2022-03-28,30.22699
2022-03-29,30.05294
2022-03-30,29.99492
2022-03-31,30.18347
2022-04-01,26.08601
2022-04-02,4.77917
2022-04-03,1.42867
2022-04-04,26.52114
2022-04-05,26.70969
2022-04-06,35.41953
2022-04-07,41.22126
2022-04-08,32.54043
2022-04-09,4.96772
2022-04-10,1.32714
2022-04-11,34.00536
2022-04-12,37.11654
2022-04-13,35.9707
2022-04-14,29.33497
2022-04-15,14.65661
2022-04-16,1.46493
2022-04-17,1.24737
2022-04-18,34.14315
2022-04-19,31.14801
2022-04-20,32.43164
2022-04-21,27.13757
2022-04-22,29.61055
2022-04-23,4.82993
2022-04-24,1.72601
2022-04-25,41.06896
2022-04-26,35.04967
2022-04-27,48.54594
2022-04-28,43.91906
2022-04-29,39.87961
2022-04-30,5.78722
2022-05-01,2.46573
2022-05-02,41.20675
2022-05-03,36.06497
2022-05-04,30.74189
2022-05-05,29.7701
2022-05-06,45.96417
2022-05-07,7.05634
2022-05-08,2.31343
2022-05-09,51.42504
2022-05-10,62.00594
2022-05-11,60.11313
2022-05-12,65.16063
2022-05-13,46.13097
2022-05-14,7.564
2022-05-15,2.63978
2022-05-16,54.07933
2022-05-17,44.72405
2022-05-18,45.42026
2022-05-19,62.40481
2022-05-20,43.11407
2022-05-21,8.2457
2022-05-22,2.0306
2022-05-23,46.10196
2022-05-24,56.61759
2022-05-25,49.98912
2022-05-26,50.21393
2022-05-27,41.09072
2022-05-28,6.14257
2022-05-29,1.78403
2022-05-30,38.35666
2022-05-31,54.34041
2022-06-01,35.6371
2022-06-02,42.89651
2022-06-03,39.03836
2022-06-04,6.46167
2022-06-05,2.16839
2022-06-06,35.81115
2022-06-07,44.3832
2022-06-08,44.86184
2022-06-09,45.09391
2022-06-10,49.11886
2022-06-11,7.77431
2022-06-12,2.42222
2022-06-13,73.38458
2022-06-14,87.97592
2022-06-15,69.86728
2022-06-16,100.0
2022-06-17,77.13394
2022-06-18,10.15302
2022-06-19,3.53905
2022-06-20,58.32185
2022-06-21,64.02929
2022-06-22,77.06867
2022-06-23,78.20726
2022-06-24,57.41533
2022-06-25,9.03618
2022-06-26,3.42301
2022-06-27,75.73428
2022-06-28,70.44745
2022-06-29,70.33142
2022-06-30,71.38298
2022-07-01,67.45956
2022-07-02,8.38349
2022-07-03,2.50199
2022-07-04,49.36543
2022-07-05,69.01153
2022-07-06,69.4249
2022-07-07,55.92138
2022-07-08,56.87141
2022-07-09,7.93386
2022-07-10,2.6978
2022-07-11,56.34201
2022-07-12,63.2243
2022-07-13,69.96881
2022-07-14,66.02364
2022-07-15,55.97215
2022-07-16,6.86054
2022-07-17,2.74131
2022-07-18,53.67321
2022-07-19,55.68931
2022-07-20,59.11958
2022-07-21,60.8601
2022-07-22,54.39118
2022-07-23,6.94031
2022-07-24,2.33519
2022-07-25,50.62005
2022-07-26,44.82558
2022-07-27,54.28239
2022-07-28,56.04467
2022-07-29,50.46776
2022-07-30,7.9266
2022-07-31,2.50924
2022-08-01,48.79976
2022-08-02,51.81666
2022-08-03,48.31387
2022-08-04,48.37189
2022-08-05,45.66683
2022-08-06,7.70179
2022-08-07,2.13938
2022-08-08,45.28247
2022-08-09,46.83443
2022-08-10,53.03502
2022-08-11,47.70469
2022-08-12,39.16165
2022-08-13,6.33838
2022-08-14,1.91456
2022-08-15,35.49931
2022-08-16,43.37515
2022-08-17,46.42831
2022-08-18,44.89085
2022-08-19,43.79577
2022-08-20,6.46167
2022-08-21,2.32794
2022-08-22,50.38799
2022-08-23,63.68844
2022-08-24,51.49757
2022-08-25,46.39205
2022-08-26,45.70309
2022-08-27,8.93465
2022-08-28,2.8791
2022-08-29,67.20574
2022-08-30,56.4943
2022-08-31,54.28965
2022-09-01,57.71266
2022-09-02,54.37667
2022-09-03,8.19493
2022-09-04,1.93632
2022-09-05,43.7015
2022-09-06,51.35252
2022-09-07,52.83196
2022-09-08,40.45253
2022-09-09,27.0868
2022-09-10,7.10711
2022-09-11,2.85735
2022-09-12,34.28094
2022-09-13,62.11472
2022-09-14,68.03248
2022-09-15,53.52092
2022-09-16,51.70063
2022-09-17,9.18848
2022-09-18,2.55275
2022-09-19,60.66429
2022-09-20,56.32025
2022-09-21,62.55711
2022-09-22,67.17673
2022-09-23,64.47893
2022-09-24,8.61556
2022-09-25,2.68329
2022-09-26,82.61657
2022-09-27,75.05257
2022-09-28,89.82522
2022-09-29,82.97918
2022-09-30,71.33947
2022-10-01,9.97896
2022-10-02,2.73406
2022-10-03,59.55471
2022-10-04,67.64812
2022-10-05,78.20001
2022-10-06,74.806
2022-10-07,65.42896
2022-10-08,10.37058
2022-10-09,3.16194
2022-10-10,62.05671
2022-10-11,82.97918
2022-10-12,78.04046
2022-10-13,93.24824
2022-10-14,79.79548
2022-10-15,12.01682
2022-10-16,3.5318
2022-10-17,71.36848
2022-10-18,77.76488
2022-10-19,86.25716
2022-10-20,83.00819
2022-10-21,67.96722
2022-10-22,9.78316
2022-10-23,2.85009
2022-10-24,79.73747
2022-10-25,71.34672
2022-10-26,90.58669
2022-10-27,74.70447
2022-10-28,66.37899
2022-10-29,10.08775
2022-10-30,3.00964
2022-10-31,67.5756
2022-11-01,61.85365
2022-11-02,61.32424
2022-11-03,72.42729
2022-11-04,60.06962
2022-11-05,10.24004
2022-11-06,2.83559
2022-11-07,66.85038
2022-11-08,63.67394
2022-11-09,65.99463
2022-11-10,73.90673
2022-11-11,73.72543
2022-11-12,11.75574
2022-11-13,3.05315
2022-11-14,61.83914
2022-11-15,64.0583
2022-11-16,68.71419
2022-11-17,69.27986
2022-11-18,62.14373
2022-11-19,9.68163
2022-11-20,2.31343
2022-11-21,53.34687
2022-11-22,57.32105
2022-11-23,50.00362
2022-11-24,42.15679
2022-11-25,40.48154
2022-11-26,7.40445
2022-11-27,2.13938
2022-11-28,48.80702
2022-11-29,48.64747
2022-11-30,44.59351
2022-12-01,52.86097
2022-12-02,46.81267
2022-12-03,9.02168
2022-12-04,2.28442
2022-12-05,40.11893
2022-12-06,50.14866
2022-12-07,52.66516
2022-12-08,49.88759
2022-12-09,45.78287
2022-12-10,8.85488
2022-12-11,2.07411
2022-12-12,45.16643
2022-12-13,58.56842
2022-12-14,53.28885
2022-12-15,61.22271
2022-12-16,56.9947
2022-12-17,10.15302
2022-12-18,2.25542
2022-12-19,46.74015
2022-12-20,67.98172
2022-12-21,57.3283
2022-12-22,53.93429
2022-12-23,60.15664
2022-12-24,9.23924
2022-12-25,2.34244
2022-12-26,18.23192
2022-12-27,47.58865
2022-12-28,48.37189
2022-12-29,44.87635
2022-12-30,40.8659
2022-12-31,8.49227
2023-01-01,2.34969
2023-01-02,19.53006
2023-01-03,57.20501
2023-01-04,52.45485
2023-01-05,57.41533
2023-01-06,51.18572
2023-01-07,10.47936
2023-01-08,2.24091
2023-01-09,49.2639
2023-01-10,59.13409
2023-01-11,55.28319
2023-01-12,63.13003
2023-01-13,52.77395
2023-01-14,10.49387
2023-01-15,2.19015
2023-01-16,38.59598
2023-01-17,56.33475
2023-01-18,55.51526
2023-01-19,55.07288
2023-01-20,44.3977
2023-01-21,10.39234
2023-01-22,3.03865
2023-01-23,23.06186
2023-01-24,26.78221
2023-01-25,37.1528
2023-01-26,26.99978
2023-01-27,21.16179
2023-01-28,5.25781
2023-01-29,1.89281
2023-01-30,26.36159
2023-01-31,24.5413
2023-02-01,21.79998
2023-02-02,27.36964
2023-02-03,30.22699
2023-02-04,4.80818
2023-02-05,1.53745
2023-02-06,26.97077
2023-02-07,23.91761
2023-02-08,22.56146
2023-02-09,23.41721
2023-02-10,22.30763
2023-02-11,3.6986
2023-02-12,1.15309
2023-02-13,20.40031
2023-02-14,29.6033
2023-02-15,30.87243
2023-02-16,30.16172
2023-02-17,29.98041
2023-02-18,5.83073
2023-02-19,1.43592
2023-02-20,22.30038
2023-02-21,33.08434
2023-02-22,38.21161
2023-02-23,33.36717
2023-02-24,31.09725
2023-02-25,6.0773
2023-02-26,1.91456
2023-02-27,31.6194
2023-02-28,26.81847
2023-03-01,23.7073
2023-03-02,33.38168
2023-03-03,26.63717
2023-03-04,5.35209
2023-03-05,1.59547
2023-03-06,27.71774
2023-03-07,28.55174
2023-03-08,30.72739
2023-03-09,28.51548
2023-03-10,33.99086
2023-03-11,6.98382
2023-03-12,2.15389
2023-03-13,57.4951
2023-03-14,47.55239
2023-03-15,49.66277
2023-03-16,44.45572
2023-03-17,34.94089
2023-03-18,6.20059
2023-03-19,1.73326
2023-03-20,43.75951
2023-03-21,34.47675
2023-03-22,34.61454
2023-03-23,41.75792
2023-03-24,34.67981
2023-03-25,6.25135
2023-03-26,1.42867
2023-03-27,32.26484
2023-03-28,32.86677
2023-03-29,31.21328
2023-03-30,30.06744
2023-03-31,26.94176
2023-04-01,4.50358
2023-04-02,1.5302
2023-04-03,31.84422
2023-04-04,29.9369
2023-04-05,29.24069
2023-04-06,35.73138
2023-04-07,23.48248
2023-04-08,4.27152
2023-04-09,1.68975
2023-04-10,26.94176
2023-04-11,28.28341
2023-04-12,31.86598
2023-04-13,27.91355
2023-04-14,23.68554
2023-04-15,3.8944
2023-04-16,1.05881
2023-04-17,23.77982
2023-04-18,25.71615
2023-04-19,28.60976
2023-04-20,31.05373
2023-04-21,25.223
2023-04-22,3.82913
2023-04-23,1.30538
2023-04-24,23.8886
2023-04-25,26.51388
2023-04-26,34.8176
2023-04-27,30.09645
2023-04-28,21.19805
2023-04-29,4.00319
2023-04-30,1.05881
2023-05-01,17.25288
2023-05-02,22.43817
2023-05-03,23.85234
2023-05-04,22.67749
2023-05-05,15.05547
2023-05-06,4.5471
2023-05-07,1.39241
2023-05-08,21.17629
2023-05-09,22.2061
2023-05-10,26.52839
2023-05-11,24.49778
2023-05-12,20.13198
2023-05-13,3.86539
2023-05-14,0.91377
2023-05-15,20.61063
2023-05-16,20.97323
2023-05-17,21.08202
2023-05-18,22.84429
2023-05-19,20.91522
2023-05-20,3.66959
2023-05-21,1.28363
2023-05-22,21.06751
2023-05-23,22.73551
2023-05-24,23.32293
2023-05-25,33.14235
2023-05-26,22.41641
2023-05-27,4.96772
2023-05-28,1.90006
2023-05-29,19.05141
2023-05-30,30.99572
