date,개인사업자정책자금
2023-04-02,0.31658
2023-04-03,0.78092
2023-04-04,0.69649
2023-04-05,0.65428
2023-04-06,0.63317
2023-04-07,0.31658
2023-04-08,0.63317
2023-04-09,0.33769
2023-04-10,0.86534
2023-04-11,0.40101
2023-04-12,0.54875
2023-04-13,0.44322
2023-04-14,0.46433
2023-04-15,0.18995
2023-04-16,0.33769
2023-04-17,0.52764
2023-04-18,0.27437
2023-04-19,0.65428
2023-04-20,0.40101
2023-04-21,0.44322
2023-04-22,0.3799
2023-04-23,0.21105
2023-04-24,0.42211
2023-04-25,0.63317
2023-04-26,0.50654
2023-04-28,0.25327
2023-04-29,0.21105
2023-04-30,0.14774
2023-05-01,0.33769
2023-05-02,0.42211
2023-05-03,0.31658
2023-05-04,0.10552
2023-05-05,0.21105
2023-05-06,0.23216
2023-05-07,0.21105
2023-05-08,0.40101
2023-05-09,0.3799
2023-05-10,0.3799
2023-05-11,0.7387
2023-05-12,0.54875
2023-05-13,0.23216
2023-05-14,0.23216
2023-05-15,0.44322
2023-05-16,0.7176
2023-05-17,0.27437
2023-05-18,0.61207
2023-05-19,0.23216
2023-05-20,0.31658
2023-05-22,0.54875
2023-05-23,0.46433
2023-05-24,0.23216
2023-05-25,0.42211
2023-05-26,0.29548
2023-05-27,0.27437
2023-05-29,0.3588
2023-05-30,0.50654
2023-05-31,0.52764
2023-06-01,0.29548
2023-06-02,0.27437
2023-06-03,0.12663
2023-06-04,0.25327
2023-06-05,0.3799
2023-06-06,0.14774
2023-06-07,0.59096
2023-06-08,8.10468
2023-06-09,24.16631
2023-06-10,11.46053
2023-06-11,11.50274
2023-06-12,28.70409
2023-06-13,29.084
2023-06-14,27.88096
2023-06-15,25.47488
2023-06-16,20.89489
2023-06-17,8.82228
2023-06-18,8.29463
2023-06-19,21.48585
2023-06-20,23.63866
2023-06-21,19.22752
2023-06-22,18.36217
2023-06-23,19.18531
2023-06-24,9.75094
2023-06-25,9.32883
2023-06-26,22.3723
2023-06-27,22.94216
2023-06-28,23.15322
2023-06-29,19.81848
2023-06-30,17.53904
2023-07-01,9.53989
2023-07-02,11.22836
2023-07-03,25.60151
2023-07-04,24.82059
2023-07-05,21.78134
2023-07-06,25.26382
2023-07-07,41.91642
2023-07-08,13.4867
2023-07-09,11.54495
2023-07-10,27.96538
2023-07-11,25.09497
2023-07-12,25.24271
2023-07-13,22.81553
2023-07-14,23.15322
2023-07-15,10.25749
2023-07-16,8.97002
2023-07-17,24.56732
2023-07-18,22.83663
2023-07-19,24.75728
2023-07-20,23.44871
2023-07-21,17.49683
2023-07-22,9.72984
2023-07-23,10.42634
2023-07-24,24.75728
2023-07-25,23.72308
2023-07-26,23.04769
2023-07-27,22.64668
2023-07-28,19.48079
2023-07-29,9.962
2023-07-30,10.19417
2023-07-31,23.72308
2023-08-01,23.4276
2023-08-02,19.48079
2023-08-03,19.83959
2023-08-04,17.15913
2023-08-05,7.70367
2023-08-06,9.68763
2023-08-07,19.98733
2023-08-08,22.49894
2023-08-09,22.22456
2023-08-10,19.05867
2023-08-11,17.49683
2023-08-12,8.59012
2023-08-13,10.48965
2023-08-14,18.42549
2023-08-15,12.15702
2023-08-16,23.04769
2023-08-17,23.36428
2023-08-18,18.31996
2023-08-19,8.97002
2023-08-20,9.962
2023-08-21,24.27184
2023-08-22,21.80244
2023-08-23,21.80244
2023-08-24,20.19839
2023-08-25,17.62346
2023-08-26,8.75897
2023-08-27,10.86956
2023-08-28,22.30899
2023-08-29,24.86281
2023-08-30,21.86576
2023-08-31,23.17433
2023-09-01,22.85774
2023-09-02,8.69565
2023-09-03,10.76403
2023-09-04,40.71338
2023-09-05,25.32714
2023-09-06,22.79442
2023-09-07,23.19544
2023-09-08,26.10806
2023-09-09,11.27057
2023-09-10,10.48965
2023-09-11,23.61756
2023-09-12,23.63866
2023-09-13,22.64668
2023-09-14,23.02659
2023-09-15,17.94005
2023-09-16,9.05445
2023-09-17,8.56901
2023-09-18,22.56226
2023-09-19,20.40945
2023-09-20,19.83959
2023-09-21,19.31194
2023-09-22,18.55213
2023-09-23,7.74588
2023-09-24,7.91473
2023-09-25,19.05867
2023-09-26,16.37821
2023-09-27,12.62135
2023-09-28,6.0574
2023-09-29,5.80413
2023-09-30,5.97298
2023-10-01,7.40818
2023-10-02,9.6032
2023-10-03,11.65048
2023-10-04,40.7978
2023-10-05,21.46475
2023-10-06,18.31996
2023-10-07,7.38708
2023-10-08,6.92275
2023-10-09,9.962
2023-10-10,23.17433
2023-10-11,22.11903
2023-10-12,23.17433
2023-10-13,13.86661
2023-10-14,7.4715
2023-10-15,8.168
2023-10-16,18.84761
2023-10-17,18.21443
2023-10-18,20.30392
2023-10-19,18.99535
2023-10-20,19.73406
2023-10-21,11.27057
2023-10-22,10.38412
2023-10-23,27.3322
2023-10-24,27.16336
2023-10-25,27.07893
2023-10-26,24.37737
2023-10-27,19.24862
2023-10-28,9.64542
2023-10-29,12.00928
2023-10-30,29.14731
2023-10-31,24.82059
2023-11-01,27.37441
2023-11-02,25.41156
2023-11-03,23.7653
2023-11-04,12.38919
2023-11-05,14.79527
2023-11-06,28.57745
2023-11-07,27.47994
2023-11-08,26.15027
2023-11-09,24.82059
2023-11-10,19.90291
2023-11-11,9.11777
2023-11-12,10.38412
2023-11-13,23.65977
2023-11-14,27.03672
2023-11-15,23.82861
2023-11-16,20.72604
2023-11-17,18.61544
2023-11-18,11.08062
2023-11-19,12.41029
2023-11-20,32.22878
2023-11-21,28.40861
2023-11-22,25.62262
2023-11-23,24.1452
2023-11-24,20.13507
2023-11-25,9.20219
2023-11-26,11.88265
2023-11-27,25.64373
2023-11-28,25.81257
2023-11-29,27.58547
2023-11-30,26.23469
2023-12-01,21.82355
2023-12-02,13.10679
2023-12-03,13.5078
2023-12-04,29.33727
2023-12-05,26.2558
2023-12-06,24.77838
2023-12-07,28.57745
2023-12-08,25.11608
2023-12-09,13.02237
2023-12-10,16.54706
2023-12-11,29.084
2023-12-12,32.77754
2023-12-13,31.2157
2023-12-14,27.18446
2023-12-15,27.28999
2023-12-16,10.67961
2023-12-17,13.80329
2023-12-18,33.11523
2023-12-19,27.52216
2023-12-20,27.07893
2023-12-21,33.76952
2023-12-22,27.18446
2023-12-23,13.46559
2023-12-24,10.25749
2023-12-25,15.68172
2023-12-26,35.52131
2023-12-27,36.11228
2023-12-28,31.55339
2023-12-29,24.50401
2023-12-30,12.81131
2023-12-31,12.47361
2024-01-01,24.18742
2024-01-02,71.27479
2024-01-03,54.66441
2024-01-04,70.09286
2024-01-05,58.90671
2024-01-06,22.87885
2024-01-07,26.78345
2024-01-08,100.0
2024-01-09,99.17686
2024-01-10,72.92106
2024-01-11,69.43858
2024-01-12,53.2081
2024-01-13,21.97129
2024-01-14,29.04178
2024-01-15,59.2444
2024-01-16,73.19544
2024-01-17,52.36386
2024-01-18,51.20303
2024-01-19,39.65808
2024-01-20,22.87885
2024-01-21,24.50401
2024-01-22,48.56479
2024-01-23,50.94976
2024-01-24,45.01899
2024-01-25,54.05234
2024-01-26,38.6872
2024-01-27,20.13507
2024-01-28,21.12705
2024-01-29,73.70198
2024-01-30,59.81426
2024-01-31,46.41198
2024-02-01,56.50063
2024-02-02,43.49936
2024-02-03,21.92908
2024-02-04,22.96327
2024-02-05,50.31658
2024-02-06,59.5821
2024-02-07,38.34951
2024-02-08,35.18362
2024-02-09,18.99535
2024-02-10,12.91684
2024-02-11,15.47066
2024-02-12,21.21148
2024-02-13,48.607
2024-02-14,52.38497
2024-02-15,49.47235
2024-02-16,42.38075
2024-02-17,22.73111
2024-02-18,23.25875
2024-02-19,50.94976
2024-02-20,48.77585
2024-02-21,47.50949
2024-02-22,45.67327
2024-02-23,40.77669
2024-02-24,21.86576
2024-02-25,20.11397
2024-02-26,86.04896
2024-02-27,59.03334
2024-02-28,37.27311
2024-02-29,31.08906
2024-03-01,15.63951
2024-03-02,13.78218
2024-03-03,15.30181
2024-03-04,39.25707
2024-03-05,36.38666
2024-03-06,38.05403
2024-03-07,34.52933
2024-03-08,30.54031
2024-03-09,14.01435
2024-03-10,15.19628
2024-03-11,36.93541
2024-03-12,34.61376
2024-03-13,38.58168
2024-03-14,34.7826
2024-03-15,27.43773
2024-03-16,12.15702
2024-03-17,13.149
2024-03-18,33.07302
2024-03-19,34.52933
2024-03-20,33.79062
