date,어른이보험
2020-07-30,11.10254
2020-07-31,7.55589
2020-08-01,5.08866
2020-08-02,4.47185
2020-08-03,9.86892
2020-08-04,9.32922
2020-08-05,11.25674
2020-08-06,12.33616
2020-08-07,14.10948
2020-08-08,8.3269
2020-08-09,6.86198
2020-08-10,12.95296
2020-08-11,17.42482
2020-08-12,12.79876
2020-08-13,11.79645
2020-08-14,12.10485
2020-08-15,6.01387
2020-08-16,6.47648
2020-08-17,9.40632
2020-08-18,13.64687
2020-08-19,15.26599
2020-08-20,17.42482
2020-08-21,11.48804
2020-08-22,5.47417
2020-08-23,6.24518
2020-08-24,10.33153
2020-08-25,11.87355
2020-08-26,11.87355
2020-08-27,16.037
2020-08-28,13.72397
2020-08-29,4.24055
2020-08-30,7.01619
2020-08-31,11.71935
2020-09-01,11.64225
2020-09-02,16.34541
2020-09-03,14.57208
2020-09-04,13.33847
2020-09-05,5.93677
2020-09-06,6.32228
2020-09-07,11.02544
2020-09-08,10.33153
2020-09-09,14.18658
2020-09-10,13.80107
2020-09-11,10.02313
2020-09-12,6.24518
2020-09-13,6.32228
2020-09-14,9.56052
2020-09-15,13.87818
2020-09-16,12.18195
2020-09-17,15.8828
2020-09-18,14.03238
2020-09-19,5.70547
2020-09-20,5.24286
2020-09-21,14.72629
2020-09-22,14.03238
2020-09-23,13.95528
2020-09-24,11.87355
2020-09-25,13.41557
2020-09-26,9.71472
2020-09-27,7.09329
2020-09-28,12.41326
2020-09-29,12.18195
2020-09-30,7.17039
2020-10-01,5.24286
2020-10-02,5.24286
2020-10-03,4.08635
2020-10-04,6.09097
2020-10-05,11.33384
2020-10-06,12.49036
2020-10-07,8.3269
2020-10-08,9.86892
2020-10-09,9.48342
2020-10-10,6.47648
2020-10-11,7.40169
2020-10-12,13.18427
2020-10-13,13.80107
2020-10-14,16.88511
2020-10-15,14.03238
2020-10-16,12.41326
2020-10-17,7.55589
2020-10-18,8.3269
2020-10-19,14.03238
2020-10-20,16.26831
2020-10-21,16.80801
2020-10-22,15.5744
2020-10-23,11.33384
2020-10-24,8.78951
2020-10-25,4.78026
2020-10-26,11.17964
2020-10-27,10.17733
2020-10-28,12.87586
2020-10-29,17.57902
2020-10-30,10.87124
2020-10-31,10.02313
2020-11-01,5.16576
2020-11-02,8.71241
2020-11-03,19.35235
2020-11-04,15.34309
2020-11-05,12.87586
2020-11-06,13.10717
2020-11-07,7.32459
2020-11-08,5.08866
2020-11-09,14.72629
2020-11-10,14.80339
2020-11-11,10.63993
2020-11-12,11.25674
2020-11-13,10.63993
2020-11-14,6.93909
2020-11-15,5.31996
2020-11-16,11.64225
2020-11-17,14.18658
2020-11-18,14.34078
2020-11-19,17.03932
2020-11-20,11.71935
2020-11-21,5.55127
2020-11-22,5.70547
2020-11-23,15.34309
2020-11-24,17.03932
2020-11-25,13.64687
2020-11-26,10.87124
2020-11-27,11.79645
2020-11-28,7.09329
2020-11-29,8.0956
2020-11-30,10.17733
2020-12-01,14.03238
2020-12-02,14.49498
2020-12-03,16.65381
2020-12-04,16.42251
2020-12-05,7.8643
2020-12-06,9.25212
2020-12-07,13.33847
2020-12-08,15.26599
2020-12-09,19.89205
2020-12-10,21.20277
2020-12-11,19.50655
2020-12-12,9.48342
2020-12-13,8.71241
2020-12-14,19.19814
2020-12-15,14.49498
2020-12-16,20.66306
2020-12-17,19.50655
2020-12-18,14.41788
2020-12-19,13.41557
2020-12-20,9.48342
2020-12-21,16.73091
2020-12-22,21.12567
2020-12-23,18.35003
2020-12-24,17.27062
2020-12-25,9.09791
2020-12-26,9.02081
2020-12-27,9.25212
2020-12-28,32.22821
2020-12-29,23.8242
2020-12-30,36.77717
2020-12-31,14.95759
2021-01-01,7.9414
2021-01-02,6.09097
2021-01-03,6.70778
2021-01-04,11.95065
2021-01-05,13.10717
2021-01-06,15.4973
2021-01-07,17.96453
2021-01-08,16.1141
2021-01-09,15.11179
2021-01-10,8.2498
2021-01-11,14.80339
2021-01-12,15.7286
2021-01-13,19.12104
2021-01-14,14.57208
2021-01-15,22.20508
2021-01-16,9.79182
2021-01-17,9.56052
2021-01-18,17.27062
2021-01-19,16.65381
2021-01-20,21.04857
2021-01-21,23.67
2021-01-22,14.72629
2021-01-23,23.67
2021-01-24,11.25674
2021-01-25,15.4973
2021-01-26,14.41788
2021-01-27,14.57208
2021-01-28,15.34309
2021-01-29,13.72397
2021-01-30,8.48111
2021-01-31,7.40169
2021-02-01,17.81033
2021-02-02,16.037
2021-02-03,15.6515
2021-02-04,11.79645
2021-02-05,22.43639
2021-02-06,8.94371
2021-02-07,6.47648
2021-02-08,10.71703
2021-02-09,10.40863
2021-02-10,10.17733
2021-02-11,13.18427
2021-02-12,6.63068
2021-02-13,10.63993
2021-02-14,7.01619
2021-02-15,15.6515
2021-02-16,15.03469
2021-02-17,15.5744
2021-02-18,21.12567
2021-02-19,22.74479
2021-02-20,15.8828
2021-02-21,11.87355
2021-02-22,15.5744
2021-02-23,18.35003
2021-02-24,16.26831
2021-02-25,15.5744
2021-02-26,13.41557
2021-02-27,9.94602
2021-02-28,7.47879
2021-03-01,26.75404
2021-03-02,17.11642
2021-03-03,17.57902
2021-03-04,19.89205
2021-03-05,17.19352
2021-03-06,11.71935
2021-03-07,15.5744
2021-03-08,19.50655
2021-03-09,20.74016
2021-03-10,22.12798
2021-03-11,17.11642
2021-03-12,22.12798
2021-03-13,9.71472
2021-03-14,10.10023
2021-03-15,23.67
2021-03-16,24.98072
2021-03-17,21.43407
2021-03-18,19.66075
2021-03-19,17.19352
2021-03-20,9.25212
2021-03-21,11.48804
2021-03-22,23.90131
2021-03-23,20.04626
2021-03-24,19.58365
2021-03-25,17.65612
2021-03-26,15.4973
2021-03-27,9.79182
2021-03-28,11.56515
2021-03-29,18.50424
2021-03-30,18.81264
2021-03-31,16.49961
2021-04-01,12.41326
2021-04-02,10.17733
2021-04-03,12.79876
2021-04-04,7.9414
2021-04-05,9.86892
2021-04-06,14.26368
2021-04-07,12.33616
2021-04-08,14.26368
2021-04-09,10.56283
2021-04-10,4.85736
2021-04-11,5.39707
2021-04-12,11.48804
2021-04-13,17.19352
2021-04-14,10.94834
2021-04-15,9.71472
2021-04-16,11.79645
2021-04-17,6.63068
2021-04-18,7.55589
2021-04-19,10.63993
2021-04-20,19.66075
2021-04-21,11.17964
2021-04-22,12.41326
2021-04-23,11.71935
2021-04-24,8.63531
2021-04-25,6.47648
2021-04-26,14.57208
2021-04-27,13.41557
2021-04-28,11.64225
2021-04-29,17.42482
2021-04-30,10.94834
2021-05-01,7.32459
2021-05-02,6.47648
2021-05-03,9.94602
2021-05-04,10.10023
2021-05-05,7.9414
2021-05-06,14.03238
2021-05-07,14.18658
2021-05-08,7.63299
2021-05-09,6.55358
2021-05-10,12.41326
2021-05-11,15.03469
2021-05-12,13.33847
2021-05-13,10.17733
2021-05-14,10.48573
2021-05-15,7.40169
2021-05-16,9.40632
2021-05-17,13.95528
2021-05-18,14.72629
2021-05-19,9.86892
2021-05-20,16.34541
2021-05-21,11.17964
2021-05-22,8.404
2021-05-23,9.94602
2021-05-24,12.64456
2021-05-25,14.49498
2021-05-26,13.10717
2021-05-27,13.33847
2021-05-28,10.02313
2021-05-29,7.7101
2021-05-30,6.63068
2021-05-31,12.95296
2021-06-01,13.87818
2021-06-02,14.64919
2021-06-03,20.12336
2021-06-04,13.18427
2021-06-05,11.02544
2021-06-06,6.32228
2021-06-07,14.34078
2021-06-08,14.80339
2021-06-09,11.33384
2021-06-10,10.40863
2021-06-11,10.02313
2021-06-12,7.47879
2021-06-13,7.24749
2021-06-14,9.86892
2021-06-15,12.02775
2021-06-16,12.10485
2021-06-17,11.48804
2021-06-18,13.10717
2021-06-19,7.63299
2021-06-20,6.09097
2021-06-21,15.6515
2021-06-22,15.4202
2021-06-23,13.33847
2021-06-24,13.41557
2021-06-25,10.25443
2021-06-26,4.70316
2021-06-27,7.01619
2021-06-28,10.94834
2021-06-29,14.34078
2021-06-30,12.72166
2021-07-01,7.8643
2021-07-02,6.78488
2021-07-03,2.46723
2021-07-04,4.54895
2021-07-05,8.94371
2021-07-06,10.17733
2021-07-07,9.79182
2021-07-08,8.71241
2021-07-09,6.47648
2021-07-10,3.54664
2021-07-11,4.31765
2021-07-12,9.40632
2021-07-13,8.2498
2021-07-14,7.47879
2021-07-15,6.78488
2021-07-16,8.0185
2021-07-17,4.70316
2021-07-18,3.08404
2021-07-19,7.7101
2021-07-20,4.54895
2021-07-21,5.62837
2021-07-22,5.08866
2021-07-23,7.17039
2021-07-24,4.16345
2021-07-25,3.62374
2021-07-26,7.63299
2021-07-27,7.7101
2021-07-28,9.32922
2021-07-29,8.86661
2021-07-30,8.71241
2021-07-31,5.47417
2021-08-01,5.01156
2021-08-02,8.48111
2021-08-03,7.7101
2021-08-04,7.17039
2021-08-05,9.56052
2021-08-06,7.55589
2021-08-07,4.78026
2021-08-08,5.55127
2021-08-09,8.55821
2021-08-10,10.10023
2021-08-11,11.79645
2021-08-12,10.71703
2021-08-13,7.24749
2021-08-14,3.77794
2021-08-15,4.16345
2021-08-16,5.08866
2021-08-17,7.8643
2021-08-18,8.71241
2021-08-19,7.24749
2021-08-20,8.48111
2021-08-21,4.85736
2021-08-22,5.31996
2021-08-23,8.48111
2021-08-24,7.09329
2021-08-25,7.9414
2021-08-26,9.48342
2021-08-27,9.48342
2021-08-28,3.00693
2021-08-29,4.31765
2021-08-30,6.01387
2021-08-31,5.78257
2021-09-01,7.55589
2021-09-02,5.24286
2021-09-03,6.32228
2021-09-04,2.39013
2021-09-05,2.69853
2021-09-06,7.9414
2021-09-07,7.9414
2021-09-08,7.55589
2021-09-09,6.55358
2021-09-10,5.01156
2021-09-11,2.85273
2021-09-12,1.69622
2021-09-13,5.78257
2021-09-14,6.16808
2021-09-15,5.78257
2021-09-16,6.47648
2021-09-17,7.09329
2021-09-18,1.54202
2021-09-19,3.39244
2021-09-20,2.08172
2021-09-21,2.39013
2021-09-22,3.39244
2021-09-23,6.01387
2021-09-24,10.10023
2021-09-25,3.93215
2021-09-26,4.85736
2021-09-27,7.7101
2021-09-28,5.85967
2021-09-29,7.7872
2021-09-30,7.7101
2021-10-01,6.70778
2021-10-02,2.54433
2021-10-03,3.16114
2021-10-04,2.69853
2021-10-05,6.39938
2021-10-06,7.24749
2021-10-07,7.7872
2021-10-08,6.47648
2021-10-09,2.23592
2021-10-10,3.00693
2021-10-11,4.00925
2021-10-12,5.93677
2021-10-13,7.24749
2021-10-14,6.93909
2021-10-15,4.70316
2021-10-16,2.77563
2021-10-17,2.54433
2021-10-18,5.70547
2021-10-19,6.63068
2021-10-20,5.85967
2021-10-21,6.78488
2021-10-22,8.0185
2021-10-23,3.08404
2021-10-24,2.85273
2021-10-25,5.78257
2021-10-26,6.24518
2021-10-27,6.32228
2021-10-28,5.85967
2021-10-29,5.78257
2021-10-30,2.77563
2021-10-31,3.08404
2021-11-01,5.16576
2021-11-02,7.24749
2021-11-03,7.24749
2021-11-04,6.24518
2021-11-05,5.31996
2021-11-06,1.85042
2021-11-07,1.85042
2021-11-08,7.01619
2021-11-09,7.63299
2021-11-10,7.47879
2021-11-11,5.70547
2021-11-12,4.70316
2021-11-13,3.00693
2021-11-14,3.16114
2021-11-15,7.17039
2021-11-16,8.1727
2021-11-17,7.17039
2021-11-18,7.7101
2021-11-19,4.47185
2021-11-20,2.39013
2021-11-21,2.62143
2021-11-22,5.31996
2021-11-23,6.55358
2021-11-24,5.85967
2021-11-25,8.2498
2021-11-26,5.39707
2021-11-27,1.69622
2021-11-28,3.23824
2021-11-29,6.39938
2021-11-30,5.70547
2021-12-01,6.09097
2021-12-02,5.62837
2021-12-03,4.24055
2021-12-04,2.77563
2021-12-05,2.92983
2021-12-06,5.62837
2021-12-07,6.32228
2021-12-08,6.70778
2021-12-09,6.93909
2021-12-10,7.63299
2021-12-11,3.23824
2021-12-12,4.24055
2021-12-13,7.17039
2021-12-14,6.39938
2021-12-15,6.24518
2021-12-16,6.09097
2021-12-17,5.78257
2021-12-18,2.31303
2021-12-19,2.39013
2021-12-20,8.0956
2021-12-21,7.01619
2021-12-22,6.39938
2021-12-23,4.31765
2021-12-24,4.70316
2021-12-25,2.54433
2021-12-26,2.23592
2021-12-27,9.86892
2021-12-28,8.94371
2021-12-29,7.7101
2021-12-30,6.86198
2021-12-31,4.54895
2022-01-01,2.46723
2022-01-02,3.08404
2022-01-03,6.55358
2022-01-04,6.55358
2022-01-05,7.47879
2022-01-06,7.17039
2022-01-07,5.01156
2022-01-08,5.24286
2022-01-09,4.00925
2022-01-10,7.01619
2022-01-11,6.47648
2022-01-12,6.70778
2022-01-13,5.47417
2022-01-14,4.39475
2022-01-15,4.31765
2022-01-16,3.16114
2022-01-17,5.93677
2022-01-18,5.24286
2022-01-19,7.01619
2022-01-20,5.39707
2022-01-21,5.39707
2022-01-22,3.54664
2022-01-23,3.85505
2022-01-24,7.9414
2022-01-25,6.01387
2022-01-26,7.55589
2022-01-27,4.93446
2022-01-28,5.62837
2022-01-29,3.62374
2022-01-30,2.00462
2022-01-31,2.31303
2022-02-01,1.92752
2022-02-02,2.92983
2022-02-03,6.86198
2022-02-04,6.93909
2022-02-05,3.62374
2022-02-06,4.24055
2022-02-07,6.55358
2022-02-08,8.1727
2022-02-09,7.09329
2022-02-10,7.17039
2022-02-11,4.62606
2022-02-12,3.23824
2022-02-13,2.77563
2022-02-14,5.70547
2022-02-15,6.39938
2022-02-16,5.47417
2022-02-17,8.3269
2022-02-18,5.47417
2022-02-19,4.08635
2022-02-20,4.85736
2022-02-21,11.17964
2022-02-22,7.9414
2022-02-23,7.40169
2022-02-24,5.70547
2022-02-25,5.31996
2022-02-26,3.46954
2022-02-27,3.39244
2022-02-28,5.24286
2022-03-01,3.08404
2022-03-02,6.32228
2022-03-03,9.17501
2022-03-04,6.55358
2022-03-05,4.08635
2022-03-06,3.08404
2022-03-07,6.70778
2022-03-08,8.1727
2022-03-09,2.77563
2022-03-10,4.16345
2022-03-11,5.31996
2022-03-12,2.69853
2022-03-13,2.31303
2022-03-14,6.70778
2022-03-15,7.63299
2022-03-16,6.70778
2022-03-17,6.70778
2022-03-18,4.62606
2022-03-19,3.31534
2022-03-20,4.31765
2022-03-21,5.78257
2022-03-22,7.24749
2022-03-23,7.24749
2022-03-24,7.7101
2022-03-25,6.86198
2022-03-26,6.16808
2022-03-27,3.70084
2022-03-28,8.0956
2022-03-29,7.47879
2022-03-30,8.404
2022-03-31,6.70778
2022-04-01,4.24055
2022-04-02,2.69853
2022-04-03,1.77332
2022-04-04,3.54664
2022-04-05,4.47185
2022-04-06,5.39707
2022-04-07,5.78257
2022-04-08,3.85505
2022-04-09,2.15882
2022-04-10,1.92752
2022-04-11,5.01156
2022-04-12,5.55127
2022-04-13,5.93677
2022-04-14,3.93215
2022-04-15,4.62606
2022-04-16,3.77794
2022-04-17,1.77332
2022-04-18,3.31534
2022-04-19,4.85736
2022-04-20,4.93446
2022-04-21,6.70778
2022-04-22,3.93215
2022-04-23,1.23361
2022-04-24,2.23592
2022-04-25,4.24055
2022-04-26,4.85736
2022-04-27,3.70084
2022-04-28,6.63068
2022-04-29,9.63762
2022-04-30,2.31303
2022-05-01,3.46954
2022-05-02,5.85967
2022-05-03,6.39938
2022-05-04,5.62837
2022-05-05,3.31534
2022-05-06,4.85736
2022-05-07,1.31071
2022-05-08,2.77563
2022-05-09,4.70316
2022-05-10,5.24286
2022-05-11,5.55127
2022-05-12,6.93909
2022-05-13,6.47648
2022-05-14,3.16114
2022-05-15,1.38781
2022-05-16,8.2498
2022-05-17,9.25212
2022-05-18,7.7872
2022-05-19,6.09097
2022-05-20,6.86198
2022-05-21,1.38781
2022-05-22,2.77563
2022-05-23,7.24749
2022-05-24,6.78488
2022-05-25,7.01619
2022-05-26,6.32228
2022-05-27,5.93677
2022-05-28,1.77332
2022-05-29,2.85273
2022-05-30,6.01387
2022-05-31,5.24286
2022-06-01,3.23824
2022-06-02,3.54664
2022-06-03,3.93215
2022-06-04,1.61912
2022-06-05,2.15882
2022-06-06,2.85273
2022-06-07,5.93677
2022-06-08,3.39244
2022-06-09,4.00925
2022-06-10,3.93215
2022-06-11,1.92752
2022-06-12,3.00693
2022-06-13,5.24286
2022-06-14,4.62606
2022-06-15,4.08635
2022-06-16,5.62837
2022-06-17,3.62374
2022-06-18,3.39244
2022-06-19,1.92752
2022-06-20,3.39244
2022-06-21,8.48111
2022-06-22,5.31996
2022-06-23,4.24055
2022-06-24,4.00925
2022-06-25,2.31303
2022-06-26,1.54202
2022-06-27,4.62606
2022-06-28,7.47879
2022-06-29,8.48111
2022-06-30,11.10254
2022-07-01,10.48573
2022-07-02,8.404
2022-07-03,7.47879
2022-07-04,9.86892
2022-07-05,8.71241
2022-07-06,4.62606
2022-07-07,6.01387
2022-07-08,3.70084
2022-07-09,2.00462
2022-07-10,2.39013
2022-07-11,6.55358
2022-07-12,4.62606
2022-07-13,4.24055
2022-07-14,4.39475
2022-07-15,4.00925
2022-07-16,3.39244
2022-07-17,3.39244
2022-07-18,5.55127
2022-07-19,6.32228
2022-07-20,5.24286
2022-07-21,4.54895
2022-07-22,4.54895
2022-07-23,2.08172
2022-07-24,3.00693
2022-07-25,5.93677
2022-07-26,6.39938
2022-07-27,8.71241
2022-07-28,7.7101
2022-07-29,6.55358
2022-07-30,3.39244
2022-07-31,3.00693
2022-08-01,6.09097
2022-08-02,5.39707
2022-08-03,4.54895
2022-08-04,6.09097
2022-08-05,5.39707
2022-08-06,2.85273
2022-08-07,3.46954
2022-08-08,4.93446
2022-08-09,4.85736
2022-08-10,5.93677
2022-08-11,5.55127
2022-08-12,5.85967
2022-08-13,3.16114
2022-08-14,3.00693
2022-08-15,3.46954
2022-08-16,4.85736
2022-08-17,5.55127
2022-08-18,6.24518
2022-08-19,7.40169
2022-08-20,2.00462
2022-08-21,2.69853
2022-08-22,17.73323
2022-08-23,5.93677
2022-08-24,7.17039
2022-08-25,6.32228
2022-08-26,5.93677
2022-08-27,5.31996
2022-08-28,2.85273
2022-08-29,7.01619
2022-08-30,7.9414
2022-08-31,7.09329
2022-09-01,4.16345
2022-09-02,5.24286
2022-09-03,2.92983
2022-09-04,3.23824
2022-09-05,4.24055
2022-09-06,4.31765
2022-09-07,4.85736
2022-09-08,4.39475
2022-09-09,2.23592
2022-09-10,1.77332
2022-09-11,3.08404
2022-09-12,2.08172
2022-09-13,5.78257
2022-09-14,5.01156
2022-09-15,7.55589
2022-09-16,5.01156
2022-09-17,2.15882
2022-09-18,2.85273
2022-09-19,4.78026
2022-09-20,5.62837
2022-09-21,5.70547
2022-09-22,6.55358
2022-09-23,4.08635
2022-09-24,2.54433
2022-09-25,3.00693
2022-09-26,8.2498
2022-09-27,8.55821
2022-09-28,6.47648
2022-09-29,6.09097
2022-09-30,5.70547
2022-10-01,2.08172
2022-10-02,2.62143
2022-10-03,3.23824
2022-10-04,5.55127
2022-10-05,5.24286
2022-10-06,5.16576
2022-10-07,4.78026
2022-10-08,2.62143
2022-10-09,1.85042
2022-10-10,3.00693
2022-10-11,6.86198
2022-10-12,5.93677
2022-10-13,5.70547
2022-10-14,5.70547
2022-10-15,3.08404
2022-10-16,3.23824
2022-10-17,5.55127
2022-10-18,6.32228
2022-10-19,7.40169
2022-10-20,8.2498
2022-10-21,6.24518
2022-10-22,3.23824
2022-10-23,1.92752
2022-10-24,5.24286
2022-10-25,5.93677
2022-10-26,5.85967
2022-10-27,7.01619
2022-10-28,3.77794
2022-10-29,3.08404
2022-10-30,2.15882
2022-10-31,4.31765
2022-11-01,4.93446
2022-11-02,6.63068
2022-11-03,7.63299
2022-11-04,5.55127
2022-11-05,3.77794
2022-11-06,2.92983
2022-11-07,7.17039
2022-11-08,7.24749
2022-11-09,6.16808
2022-11-10,8.2498
2022-11-11,7.32459
2022-11-12,5.62837
2022-11-13,4.62606
2022-11-14,7.7872
2022-11-15,8.1727
2022-11-16,7.24749
2022-11-17,9.56052
2022-11-18,6.63068
2022-11-19,2.92983
2022-11-20,3.31534
2022-11-21,6.47648
2022-11-22,6.47648
2022-11-23,8.78951
2022-11-24,5.70547
2022-11-25,5.78257
2022-11-26,3.77794
2022-11-27,4.85736
2022-11-28,4.70316
2022-11-29,4.70316
2022-11-30,5.70547
2022-12-01,4.00925
2022-12-02,4.70316
2022-12-03,2.69853
2022-12-04,2.85273
2022-12-05,4.62606
2022-12-06,6.86198
2022-12-07,5.70547
2022-12-08,5.39707
2022-12-09,5.47417
2022-12-10,4.31765
2022-12-11,4.31765
2022-12-12,8.94371
2022-12-13,8.1727
2022-12-14,7.7872
2022-12-15,6.01387
2022-12-16,3.77794
2022-12-17,2.39013
2022-12-18,3.46954
2022-12-19,4.70316
2022-12-20,6.70778
2022-12-21,4.93446
2022-12-22,5.47417
2022-12-23,4.62606
2022-12-24,1.54202
2022-12-25,2.39013
2022-12-26,6.24518
2022-12-27,7.47879
2022-12-28,6.09097
2022-12-29,4.70316
2022-12-30,3.77794
2022-12-31,2.46723
2023-01-01,3.39244
2023-01-02,4.70316
2023-01-03,4.39475
2023-01-04,7.40169
2023-01-05,7.17039
2023-01-06,5.31996
2023-01-07,3.39244
2023-01-08,3.70084
2023-01-09,4.16345
2023-01-10,7.47879
2023-01-11,5.55127
2023-01-12,5.08866
2023-01-13,3.62374
2023-01-14,3.31534
2023-01-15,2.31303
2023-01-16,6.16808
2023-01-17,6.63068
2023-01-18,5.39707
2023-01-19,5.70547
2023-01-20,5.08866
2023-01-21,3.39244
2023-01-22,2.69853
2023-01-23,5.93677
2023-01-24,5.01156
2023-01-25,9.48342
2023-01-26,10.25443
2023-01-27,10.33153
2023-01-28,6.55358
2023-01-29,6.32228
2023-01-30,11.79645
2023-01-31,10.33153
2023-02-01,9.56052
2023-02-02,8.71241
2023-02-03,9.86892
2023-02-04,5.08866
2023-02-05,5.78257
2023-02-06,7.55589
2023-02-07,9.56052
2023-02-08,9.94602
2023-02-09,12.79876
2023-02-10,9.48342
2023-02-11,9.94602
2023-02-12,9.79182
2023-02-13,12.10485
2023-02-14,11.33384
2023-02-15,12.02775
2023-02-16,10.02313
2023-02-17,12.56746
2023-02-18,7.8643
2023-02-19,6.39938
2023-02-20,11.71935
2023-02-21,8.0185
2023-02-22,10.48573
2023-02-23,9.09791
2023-02-24,8.71241
2023-02-25,5.16576
2023-02-26,4.93446
2023-02-27,8.404
2023-02-28,8.86661
2023-03-01,5.70547
2023-03-02,9.79182
2023-03-03,9.25212
2023-03-04,4.24055
2023-03-05,4.70316
2023-03-06,8.71241
2023-03-07,13.10717
2023-03-08,14.03238
2023-03-09,12.41326
2023-03-10,10.56283
2023-03-11,4.16345
2023-03-12,4.00925
2023-03-13,11.17964
2023-03-14,7.24749
2023-03-15,8.0956
2023-03-16,10.10023
2023-03-17,7.47879
2023-03-18,5.85967
2023-03-19,6.63068
2023-03-20,10.87124
2023-03-21,9.40632
2023-03-22,9.86892
2023-03-23,7.7872
2023-03-24,7.63299
2023-03-25,4.47185
2023-03-26,5.24286
2023-03-27,9.94602
2023-03-28,9.63762
2023-03-29,7.55589
2023-03-30,7.8643
2023-03-31,6.24518
2023-04-01,5.47417
2023-04-02,5.16576
2023-04-03,8.63531
2023-04-04,7.7872
2023-04-05,10.79414
2023-04-06,10.63993
2023-04-07,12.02775
2023-04-08,6.16808
2023-04-09,5.85967
2023-04-10,11.25674
2023-04-11,11.02544
2023-04-12,11.02544
2023-04-13,10.33153
2023-04-14,8.0185
2023-04-15,6.47648
2023-04-16,7.09329
2023-04-17,10.63993
2023-04-18,13.95528
2023-04-19,11.17964
2023-04-20,10.02313
2023-04-21,8.48111
2023-04-22,4.39475
2023-04-23,3.70084
2023-04-24,10.25443
2023-04-25,12.64456
2023-04-26,11.87355
2023-04-27,12.64456
2023-04-28,12.72166
2023-04-29,6.16808
2023-04-30,6.70778
2023-05-01,8.94371
2023-05-02,12.49036
2023-05-03,10.94834
2023-05-04,9.56052
2023-05-05,7.9414
2023-05-06,5.01156
2023-05-07,5.24286
2023-05-08,12.64456
2023-05-09,14.41788
2023-05-10,22.82189
2023-05-11,21.20277
2023-05-12,12.33616
2023-05-13,8.404
2023-05-14,11.02544
2023-05-15,64.45643
2023-05-16,27.60215
2023-05-17,24.20971
2023-05-18,27.75636
2023-05-19,22.05088
2023-05-20,20.43176
2023-05-21,16.65381
2023-05-22,24.13261
2023-05-23,22.97609
2023-05-24,29.45258
2023-05-25,27.67925
2023-05-26,29.91518
2023-05-27,22.89899
2023-05-28,27.83346
2023-05-29,24.36391
