date,연금저축연말정산
2021-01-23,28.31632
2021-01-24,24.48979
2021-01-25,55.22959
2021-01-26,51.91326
2021-01-27,40.05102
2021-01-28,32.39795
2021-01-29,23.59693
2021-01-30,8.16326
2021-01-31,9.56632
2021-02-01,17.85714
2021-02-02,20.91836
2021-02-03,19.7704
2021-02-04,21.68367
2021-02-05,15.94387
2021-02-06,9.31122
2021-02-07,8.16326
2021-02-08,19.13265
2021-02-09,22.44897
2021-02-10,14.66836
2021-02-11,5.35714
2021-02-12,1.78571
2021-02-13,7.0153
2021-02-14,3.69897
2021-02-15,21.04591
2021-02-16,22.83163
2021-02-17,20.79081
2021-02-18,17.47448
2021-02-19,15.81632
2021-02-20,6.7602
2021-02-21,7.65306
2021-02-22,16.07142
2021-02-23,13.77551
2021-02-24,14.15816
2021-02-25,16.07142
2021-02-26,11.22448
2021-02-27,4.71938
2021-02-28,4.71938
2021-03-01,6.25
2021-03-02,7.52551
2021-03-03,8.41836
2021-03-04,7.39795
2021-03-05,7.52551
2021-03-06,4.33673
2021-03-07,2.93367
2021-03-08,6.37755
2021-03-09,8.67346
2021-03-10,9.05612
2021-03-11,7.0153
2021-03-12,6.5051
2021-03-13,3.31632
2021-03-14,3.31632
2021-03-15,6.5051
2021-03-16,6.7602
2021-03-17,6.5051
2021-03-18,5.48469
2021-03-19,3.18877
2021-03-20,2.55102
2021-03-21,2.55102
2021-03-22,6.5051
2021-03-23,4.84693
2021-03-24,4.84693
2021-03-25,6.25
2021-03-26,5.10204
2021-03-27,3.06122
2021-03-28,2.55102
2021-03-29,3.18877
2021-03-30,4.20918
2021-03-31,4.71938
2021-04-01,5.48469
2021-04-02,3.31632
2021-04-03,1.0204
2021-04-04,2.04081
2021-04-05,4.46428
2021-04-06,4.46428
2021-04-07,5.22959
2021-04-08,3.31632
2021-04-09,2.93367
2021-04-10,1.78571
2021-04-11,2.04081
2021-04-12,4.59183
2021-04-13,3.69897
2021-04-14,2.67857
2021-04-15,3.31632
2021-04-16,3.18877
2021-04-17,3.57142
2021-04-18,2.55102
2021-04-19,2.93367
2021-04-20,3.44387
2021-04-21,3.82653
2021-04-22,3.69897
2021-04-23,3.06122
2021-04-24,1.78571
2021-04-25,2.29591
2021-04-26,3.31632
2021-04-27,2.93367
2021-04-28,3.18877
2021-04-29,3.06122
2021-04-30,1.40306
2021-05-01,1.78571
2021-05-02,2.93367
2021-05-03,4.08163
2021-05-04,4.08163
2021-05-05,1.78571
2021-05-06,3.06122
2021-05-07,3.57142
2021-05-08,1.53061
2021-05-09,1.14795
2021-05-10,2.80612
2021-05-11,4.33673
2021-05-12,2.93367
2021-05-13,3.57142
2021-05-14,3.44387
2021-05-15,0.89285
2021-05-16,2.55102
2021-05-17,2.93367
2021-05-18,4.08163
2021-05-19,2.29591
2021-05-20,1.65816
2021-05-21,3.82653
2021-05-22,1.40306
2021-05-23,2.42346
2021-05-24,3.18877
2021-05-25,5.22959
2021-05-26,3.44387
2021-05-27,3.44387
2021-05-28,2.29591
2021-05-29,1.0204
2021-05-30,1.27551
2021-05-31,3.44387
2021-06-01,2.16836
2021-06-02,3.18877
2021-06-03,1.91326
2021-06-04,2.29591
2021-06-05,0.89285
2021-06-06,0.89285
2021-06-07,4.08163
2021-06-08,2.55102
2021-06-09,3.31632
2021-06-10,2.16836
2021-06-11,3.31632
2021-06-12,0.7653
2021-06-13,0.63775
2021-06-14,1.53061
2021-06-15,2.29591
2021-06-16,2.29591
2021-06-17,1.65816
2021-06-18,2.42346
2021-06-19,1.27551
2021-06-20,1.14795
2021-06-21,4.20918
2021-06-22,2.93367
2021-06-23,2.42346
2021-06-24,2.67857
2021-06-25,2.55102
2021-06-27,1.65816
2021-06-28,1.78571
2021-06-29,4.71938
2021-06-30,2.42346
2021-07-01,3.18877
2021-07-02,2.80612
2021-07-03,1.40306
2021-07-04,1.0204
2021-07-05,3.44387
2021-07-06,2.16836
2021-07-07,2.67857
2021-07-08,2.67857
2021-07-09,2.04081
2021-07-10,1.14795
2021-07-11,1.40306
2021-07-12,3.44387
2021-07-13,3.06122
2021-07-14,2.67857
2021-07-15,2.55102
2021-07-16,2.67857
2021-07-17,0.7653
2021-07-18,1.91326
2021-07-19,0.89285
2021-07-20,2.42346
2021-07-21,3.18877
2021-07-22,2.93367
2021-07-23,2.55102
2021-07-24,0.7653
2021-07-25,1.78571
2021-07-26,3.31632
2021-07-27,1.91326
2021-07-28,3.31632
2021-07-29,3.69897
2021-07-30,2.67857
2021-07-31,0.63775
2021-08-01,1.27551
2021-08-02,2.42346
2021-08-03,3.57142
2021-08-04,3.57142
2021-08-05,4.33673
2021-08-06,2.80612
2021-08-07,1.0204
2021-08-08,1.27551
2021-08-09,2.42346
2021-08-10,2.04081
2021-08-11,3.82653
2021-08-12,2.04081
2021-08-13,3.06122
2021-08-14,1.65816
2021-08-15,0.7653
2021-08-16,2.55102
2021-08-17,2.42346
2021-08-18,3.57142
2021-08-19,3.95408
2021-08-20,2.42346
2021-08-21,1.53061
2021-08-22,1.14795
2021-08-23,3.57142
2021-08-24,3.57142
2021-08-25,4.97448
2021-08-26,3.57142
2021-08-27,2.55102
2021-08-28,1.65816
2021-08-29,1.40306
2021-08-30,3.18877
2021-08-31,3.06122
2021-09-01,2.16836
2021-09-02,2.93367
2021-09-03,2.55102
2021-09-04,1.14795
2021-09-05,1.91326
2021-09-06,3.44387
2021-09-07,2.80612
2021-09-08,4.20918
2021-09-09,3.44387
2021-09-10,3.18877
2021-09-11,1.91326
2021-09-12,0.89285
2021-09-13,2.67857
2021-09-14,1.91326
2021-09-15,2.55102
2021-09-16,3.31632
2021-09-17,3.69897
2021-09-18,1.65816
2021-09-19,1.40306
2021-09-20,2.29591
2021-09-21,1.14795
2021-09-22,3.18877
2021-09-23,2.67857
2021-09-24,4.20918
2021-09-25,1.27551
2021-09-26,2.55102
2021-09-27,3.95408
2021-09-28,3.44387
2021-09-29,4.71938
2021-09-30,4.46428
2021-10-01,2.55102
2021-10-02,1.14795
2021-10-03,1.0204
2021-10-04,1.91326
2021-10-05,3.82653
2021-10-06,3.18877
2021-10-07,3.95408
2021-10-08,3.69897
2021-10-09,1.0204
2021-10-10,1.27551
2021-10-11,2.55102
2021-10-12,3.69897
2021-10-13,4.08163
2021-10-14,4.20918
2021-10-15,3.57142
2021-10-16,1.14795
2021-10-17,2.16836
2021-10-18,3.82653
2021-10-19,3.69897
2021-10-20,4.46428
2021-10-21,3.57142
2021-10-22,2.93367
2021-10-23,1.27551
2021-10-24,1.53061
2021-10-25,4.33673
2021-10-26,6.12244
2021-10-27,4.59183
2021-10-28,3.57142
2021-10-29,5.48469
2021-10-30,2.80612
2021-10-31,2.16836
2021-11-01,7.0153
2021-11-02,5.99489
2021-11-03,6.25
2021-11-04,5.73979
2021-11-05,7.14285
2021-11-06,2.29591
2021-11-07,4.33673
2021-11-08,5.99489
2021-11-09,6.25
2021-11-10,6.5051
2021-11-11,4.97448
2021-11-12,6.25
2021-11-13,4.46428
2021-11-14,3.18877
2021-11-15,5.86734
2021-11-16,5.86734
2021-11-17,6.7602
2021-11-18,5.99489
2021-11-19,5.86734
2021-11-20,3.69897
2021-11-21,3.95408
2021-11-22,6.88775
2021-11-23,5.73979
2021-11-24,7.14285
2021-11-25,8.54591
2021-11-26,6.7602
2021-11-27,3.44387
2021-11-28,5.10204
2021-11-29,7.65306
2021-11-30,7.0153
2021-12-01,7.78061
2021-12-02,7.78061
2021-12-03,5.86734
2021-12-04,3.31632
2021-12-05,6.63265
2021-12-06,11.86224
2021-12-07,11.98979
2021-12-08,8.92857
2021-12-09,12.24489
2021-12-10,12.37244
2021-12-11,7.52551
2021-12-12,11.98979
2021-12-13,15.30612
2021-12-14,12.5
2021-12-15,11.73469
2021-12-16,13.77551
2021-12-17,12.24489
2021-12-18,6.25
2021-12-19,7.78061
2021-12-20,16.32653
2021-12-21,18.62244
2021-12-22,17.60204
2021-12-23,13.2653
2021-12-24,16.45408
2021-12-25,9.94897
2021-12-26,10.71428
2021-12-27,24.61734
2021-12-28,26.0204
2021-12-29,28.57142
2021-12-30,32.39795
2021-12-31,30.22959
2022-01-01,3.82653
2022-01-02,5.61224
2022-01-03,6.88775
2022-01-04,6.25
2022-01-05,8.16326
2022-01-06,7.14285
2022-01-07,5.10204
2022-01-08,2.29591
2022-01-09,3.82653
2022-01-10,8.03571
2022-01-11,9.43877
2022-01-12,10.96938
2022-01-13,11.09693
2022-01-14,9.05612
2022-01-15,14.54081
2022-01-16,12.5
2022-01-17,52.04081
2022-01-18,62.24489
2022-01-19,49.23469
2022-01-20,55.10204
2022-01-21,57.65306
2022-01-22,25.2551
2022-01-23,21.30102
2022-01-24,65.05102
2022-01-25,54.71938
2022-01-26,44.2602
2022-01-27,33.80102
2022-01-28,25.89285
2022-01-29,9.31122
2022-01-30,7.78061
2022-01-31,6.25
2022-02-01,7.90816
2022-02-02,8.54591
2022-02-03,27.93367
2022-02-04,24.74489
2022-02-05,10.45918
2022-02-06,6.5051
2022-02-07,20.02551
2022-02-08,22.44897
2022-02-09,21.17346
2022-02-10,20.28061
2022-02-11,19.2602
2022-02-12,5.99489
2022-02-13,3.57142
2022-02-14,21.93877
2022-02-15,21.42857
2022-02-16,22.70408
2022-02-17,22.70408
2022-02-18,21.55612
2022-02-19,8.03571
2022-02-20,7.0153
2022-02-21,21.30102
2022-02-22,19.0051
2022-02-23,19.5153
2022-02-24,14.79591
2022-02-25,18.11224
2022-02-26,10.58673
2022-02-27,5.73979
2022-02-28,13.77551
2022-03-01,5.10204
2022-03-02,10.58673
2022-03-03,5.99489
2022-03-04,10.71428
2022-03-05,5.48469
2022-03-06,4.46428
2022-03-07,8.03571
2022-03-08,6.37755
2022-03-09,2.16836
2022-03-10,9.31122
2022-03-11,5.48469
2022-03-12,3.44387
2022-03-13,3.06122
2022-03-14,4.59183
2022-03-15,4.84693
2022-03-16,6.25
2022-03-17,5.99489
2022-03-18,3.06122
2022-03-19,3.44387
2022-03-20,3.57142
2022-03-21,6.25
2022-03-22,4.97448
2022-03-23,5.10204
2022-03-24,5.35714
2022-03-25,6.7602
2022-03-26,3.82653
2022-03-27,2.80612
2022-03-28,4.97448
2022-03-29,3.44387
2022-03-30,4.20918
2022-03-31,4.59183
2022-04-01,4.97448
2022-04-02,1.78571
2022-04-03,2.04081
2022-04-04,2.67857
2022-04-05,3.57142
2022-04-06,2.67857
2022-04-07,4.33673
2022-04-08,2.80612
2022-04-09,1.0204
2022-04-10,1.65816
2022-04-11,2.55102
2022-04-12,4.20918
2022-04-13,2.67857
2022-04-14,3.06122
2022-04-15,2.93367
2022-04-16,1.40306
2022-04-17,2.04081
2022-04-18,3.57142
2022-04-19,4.33673
2022-04-20,2.29591
2022-04-21,3.44387
2022-04-22,3.44387
2022-04-23,1.27551
2022-04-24,2.16836
2022-04-25,5.22959
2022-04-26,3.18877
2022-04-27,4.46428
2022-04-28,2.55102
2022-04-29,2.80612
2022-04-30,2.04081
2022-05-01,1.40306
2022-05-02,3.69897
2022-05-03,3.69897
2022-05-04,2.67857
2022-05-05,1.14795
2022-05-06,2.80612
2022-05-07,1.91326
2022-05-08,2.67857
2022-05-09,4.08163
2022-05-10,3.44387
2022-05-11,3.69897
2022-05-12,5.22959
2022-05-14,1.65816
2022-05-15,2.42346
2022-05-16,2.93367
2022-05-17,3.44387
2022-05-18,1.40306
2022-05-19,3.44387
2022-05-20,3.69897
2022-05-21,0.63775
2022-05-23,2.29591
2022-05-24,1.78571
2022-05-25,2.55102
2022-05-26,2.80612
2022-05-27,2.16836
2022-05-28,2.55102
2022-05-29,0.89285
2022-05-30,3.82653
2022-05-31,3.18877
2022-06-01,2.04081
2022-06-02,2.16836
2022-06-03,3.06122
2022-06-04,0.7653
2022-06-05,1.53061
2022-06-06,1.53061
2022-06-07,3.18877
2022-06-08,2.04081
2022-06-09,3.44387
2022-06-10,2.55102
2022-06-11,1.14795
2022-06-12,1.0204
2022-06-13,1.65816
2022-06-14,1.53061
2022-06-15,2.55102
2022-06-16,2.04081
2022-06-17,3.82653
2022-06-18,1.14795
2022-06-19,1.27551
2022-06-20,2.29591
2022-06-21,2.29591
2022-06-22,0.89285
2022-06-23,1.78571
2022-06-24,2.67857
2022-06-25,1.65816
2022-06-26,0.89285
2022-06-27,2.42346
2022-06-28,3.31632
2022-06-29,2.55102
2022-06-30,2.16836
2022-07-01,2.16836
2022-07-02,1.40306
2022-07-03,2.04081
2022-07-04,2.55102
2022-07-05,3.69897
2022-07-06,2.42346
2022-07-07,2.04081
2022-07-08,2.29591
2022-07-09,0.89285
2022-07-10,1.91326
2022-07-11,0.89285
2022-07-12,0.7653
2022-07-13,1.78571
2022-07-14,2.42346
2022-07-15,1.65816
2022-07-16,1.0204
2022-07-17,1.14795
2022-07-18,2.04081
2022-07-19,1.40306
2022-07-20,3.44387
2022-07-21,2.93367
2022-07-22,3.57142
2022-07-23,0.89285
2022-07-24,4.08163
2022-07-25,2.29591
2022-07-26,1.91326
2022-07-27,2.55102
2022-07-28,3.44387
2022-07-29,2.29591
2022-07-30,1.40306
2022-07-31,1.40306
2022-08-01,3.06122
2022-08-02,2.42346
2022-08-03,0.89285
2022-08-04,3.69897
2022-08-05,2.55102
2022-08-06,1.53061
2022-08-07,1.40306
2022-08-08,2.16836
2022-08-09,2.80612
2022-08-10,3.95408
2022-08-11,3.06122
2022-08-12,1.91326
2022-08-14,1.14795
2022-08-15,1.27551
2022-08-16,2.80612
2022-08-17,2.80612
2022-08-18,3.31632
2022-08-19,2.93367
2022-08-20,1.91326
2022-08-21,2.16836
2022-08-22,2.93367
2022-08-23,4.33673
2022-08-24,1.14795
2022-08-25,4.84693
2022-08-26,3.06122
2022-08-27,0.89285
2022-08-28,1.14795
2022-08-29,2.67857
2022-08-30,3.44387
2022-08-31,2.93367
2022-09-01,2.67857
2022-09-02,2.16836
2022-09-03,1.65816
2022-09-04,1.65816
2022-09-05,2.04081
2022-09-06,3.44387
2022-09-07,0.89285
2022-09-08,2.16836
2022-09-09,1.40306
2022-09-10,1.27551
2022-09-11,2.42346
2022-09-12,1.78571
2022-09-13,3.69897
2022-09-14,3.69897
2022-09-15,3.69897
2022-09-16,2.80612
2022-09-17,1.27551
2022-09-18,1.40306
2022-09-19,3.31632
2022-09-20,2.80612
2022-09-21,3.18877
2022-09-22,2.67857
2022-09-23,3.95408
2022-09-24,2.80612
2022-09-25,1.91326
2022-09-26,2.42346
2022-09-27,3.18877
2022-09-28,2.93367
2022-09-29,3.69897
2022-09-30,2.80612
2022-10-01,2.55102
2022-10-02,0.63775
2022-10-03,2.67857
2022-10-04,5.61224
2022-10-05,2.42346
2022-10-06,2.55102
2022-10-07,1.14795
2022-10-08,1.53061
2022-10-10,2.80612
2022-10-11,3.57142
2022-10-12,3.06122
2022-10-13,4.20918
2022-10-14,3.06122
2022-10-15,2.04081
2022-10-16,1.78571
2022-10-17,3.44387
2022-10-18,3.82653
2022-10-19,3.57142
2022-10-20,3.06122
2022-10-21,4.33673
2022-10-23,1.91326
2022-10-24,3.31632
2022-10-25,5.73979
2022-10-26,4.33673
2022-10-27,6.5051
2022-10-28,3.95408
2022-10-29,2.42346
2022-10-30,1.53061
2022-10-31,4.46428
2022-11-01,4.46428
2022-11-02,5.73979
2022-11-03,5.22959
2022-11-04,2.93367
2022-11-05,6.12244
2022-11-06,3.18877
2022-11-07,7.78061
2022-11-08,5.22959
2022-11-09,3.31632
2022-11-10,7.2704
2022-11-11,3.57142
2022-11-12,3.06122
2022-11-13,2.29591
2022-11-14,5.99489
2022-11-15,5.48469
2022-11-16,6.7602
2022-11-17,5.22959
2022-11-18,6.25
2022-11-19,3.18877
2022-11-20,6.37755
2022-11-21,9.05612
2022-11-22,5.22959
2022-11-23,7.52551
2022-11-24,4.97448
2022-11-25,8.16326
2022-11-26,5.48469
2022-11-27,5.99489
2022-11-28,7.2704
2022-11-29,7.14285
2022-11-30,10.20408
2022-12-01,10.96938
2022-12-02,9.31122
2022-12-03,4.71938
2022-12-04,4.97448
2022-12-05,14.41326
2022-12-06,12.37244
2022-12-07,11.09693
2022-12-08,11.09693
2022-12-09,13.39285
2022-12-10,7.14285
2022-12-11,14.92346
2022-12-12,25.63775
2022-12-13,18.87755
2022-12-14,11.98979
2022-12-15,12.62755
2022-12-16,9.18367
2022-12-17,7.78061
2022-12-18,10.84183
2022-12-19,15.43367
2022-12-20,19.13265
2022-12-21,20.02551
2022-12-22,16.70918
2022-12-23,17.09183
2022-12-24,7.90816
2022-12-25,10.84183
2022-12-26,25.89285
2022-12-27,23.59693
2022-12-28,26.53061
2022-12-29,30.61224
2022-12-30,34.18367
2022-12-31,14.79591
2023-01-01,4.46428
2023-01-02,8.80102
2023-01-03,7.90816
2023-01-04,9.31122
2023-01-05,7.39795
2023-01-06,7.2704
2023-01-07,2.93367
2023-01-08,3.57142
2023-01-09,8.67346
2023-01-10,8.92857
2023-01-11,9.05612
2023-01-12,10.71428
2023-01-13,9.82142
2023-01-14,4.71938
2023-01-15,18.75
2023-01-16,46.68367
2023-01-17,54.08163
2023-01-18,67.21938
2023-01-19,51.0204
2023-01-20,46.17346
2023-01-21,16.19897
2023-01-22,15.68877
2023-01-23,17.34693
2023-01-24,20.91836
2023-01-25,76.0204
2023-01-26,71.81122
2023-01-27,53.95408
2023-01-28,20.28061
2023-01-29,18.36734
2023-01-30,46.93877
2023-01-31,36.73469
2023-02-01,33.92857
2023-02-02,31.5051
2023-02-03,24.36224
2023-02-04,11.09693
2023-02-05,11.35204
2023-02-06,25.12755
2023-02-07,20.15306
2023-02-08,22.83163
2023-02-09,27.04081
2023-02-10,24.23469
2023-02-11,9.43877
2023-02-12,8.92857
2023-02-13,25.63775
2023-02-14,26.0204
2023-02-15,25.2551
2023-02-16,23.21428
2023-02-17,23.72448
2023-02-18,8.80102
2023-02-19,8.67346
2023-02-20,20.28061
2023-02-21,20.28061
2023-02-22,20.40816
2023-02-23,21.68367
2023-02-24,20.79081
2023-02-25,8.29081
2023-02-26,5.86734
2023-02-27,13.90306
2023-02-28,13.77551
2023-03-01,7.52551
2023-03-02,12.62755
2023-03-03,9.69387
2023-03-04,5.61224
2023-03-05,3.95408
2023-03-06,7.14285
2023-03-07,10.84183
2023-03-08,9.56632
2023-03-09,6.7602
2023-03-10,7.90816
2023-03-11,3.44387
2023-03-12,4.20918
2023-03-13,6.5051
2023-03-14,7.0153
2023-03-15,6.88775
2023-03-16,6.12244
2023-03-17,5.10204
2023-03-18,2.80612
2023-03-19,2.80612
2023-03-20,5.35714
2023-03-21,6.88775
2023-03-22,7.52551
2023-03-23,5.86734
2023-03-24,4.20918
2023-03-25,1.27551
2023-03-26,2.80612
2023-03-27,3.82653
2023-03-28,4.08163
2023-03-29,3.82653
2023-03-30,3.95408
2023-03-31,4.33673
2023-04-01,2.04081
2023-04-02,2.55102
2023-04-03,4.84693
2023-04-04,3.18877
2023-04-05,7.65306
2023-04-06,5.10204
2023-04-07,3.18877
2023-04-08,2.04081
2023-04-09,1.65816
2023-04-10,3.95408
2023-04-11,4.33673
2023-04-12,5.22959
2023-04-13,3.18877
2023-04-14,4.59183
2023-04-15,1.91326
2023-04-16,1.53061
2023-04-17,4.46428
2023-04-18,4.08163
2023-04-19,3.69897
2023-04-20,4.71938
2023-04-21,3.18877
2023-04-22,2.29591
2023-04-23,2.16836
2023-04-24,3.69897
2023-04-25,4.59183
2023-04-26,3.95408
2023-04-27,2.04081
2023-04-28,3.57142
2023-04-29,1.27551
2023-04-30,0.63775
2023-05-01,4.08163
2023-05-02,3.82653
2023-05-03,3.57142
2023-05-04,5.35714
2023-05-05,1.78571
2023-05-06,1.14795
2023-05-07,2.55102
2023-05-08,4.20918
2023-05-09,4.59183
2023-05-10,5.22959
2023-05-11,4.20918
2023-05-12,2.55102
2023-05-13,1.65816
2023-05-14,2.16836
2023-05-15,3.06122
2023-05-16,3.57142
2023-05-17,4.20918
2023-05-18,4.20918
2023-05-19,4.59183
2023-05-20,2.42346
2023-05-21,2.55102
2023-05-22,4.20918
2023-05-23,4.46428
2023-05-24,3.82653
2023-05-25,5.73979
2023-05-26,3.18877
2023-05-27,4.84693
2023-05-28,2.16836
2023-05-29,3.18877
2023-05-30,4.97448
2023-05-31,5.48469
2023-06-01,4.84693
2023-06-02,4.97448
2023-06-03,2.55102
2023-06-04,1.91326
2023-06-05,3.69897
2023-06-06,2.29591
2023-06-07,3.69897
2023-06-08,3.57142
2023-06-09,2.42346
2023-06-10,1.40306
