date,금1돈중량
2023-05-29,7.75217
2023-05-30,8.93524
2023-05-31,7.40971
2023-06-01,9.4645
2023-06-02,8.21917
2023-06-03,9.15317
2023-06-04,7.09838
2023-06-05,7.72104
2023-06-06,8.8107
2023-06-07,7.68991
2023-06-08,6.07098
2023-06-09,8.09464
2023-06-10,9.02864
2023-06-11,10.36737
2023-06-12,8.34371
2023-06-13,8.28144
2023-06-14,10.24283
2023-06-15,8.09464
2023-06-16,8.28144
2023-06-17,9.8381
2023-06-18,8.46824
2023-06-19,8.28144
2023-06-20,7.87671
2023-06-21,7.34744
2023-06-22,7.00498
2023-06-23,6.91158
2023-06-24,10.05603
2023-06-25,6.00871
2023-06-26,7.81444
2023-06-27,8.31257
2023-06-28,7.28518
2023-06-29,8.25031
2023-06-30,6.41344
2023-07-01,9.5579
2023-07-02,7.34744
2023-07-03,7.03611
2023-07-04,9.05977
2023-07-05,6.53798
2023-07-06,6.88044
2023-07-07,7.81444
2023-07-08,6.66251
2023-07-09,7.34744
2023-07-10,7.00498
2023-07-11,8.00124
2023-07-12,6.84931
2023-07-13,7.81444
2023-07-14,6.63138
2023-07-15,8.9041
2023-07-16,5.97758
2023-07-17,7.00498
2023-07-18,7.00498
2023-07-19,8.09464
2023-07-20,6.28891
2023-07-21,6.88044
2023-07-22,8.53051
2023-07-23,9.4645
2023-07-24,7.22291
2023-07-25,8.9975
2023-07-26,6.13325
2023-07-27,6.50684
2023-07-28,6.35118
2023-07-29,8.87297
2023-07-30,6.28891
2023-07-31,6.91158
2023-08-01,5.91531
2023-08-02,5.60398
2023-08-03,6.91158
2023-08-04,6.28891
2023-08-05,8.31257
2023-08-06,6.50684
2023-08-07,8.65504
2023-08-08,6.63138
2023-08-09,6.66251
2023-08-10,7.75217
2023-08-11,6.91158
2023-08-12,6.78704
2023-08-13,6.97384
2023-08-14,6.47571
2023-08-15,9.02864
2023-08-16,8.84184
2023-08-17,7.28518
2023-08-18,6.94271
2023-08-19,8.25031
2023-08-20,6.00871
2023-08-21,7.22291
2023-08-22,7.00498
2023-08-23,7.09838
2023-08-24,7.68991
2023-08-25,6.69364
2023-08-26,8.03237
2023-08-27,8.09464
2023-08-28,7.06724
2023-08-29,6.91158
2023-08-30,8.34371
2023-08-31,6.78704
2023-09-01,7.97011
2023-09-02,10.24283
2023-09-03,8.31257
2023-09-04,8.25031
2023-09-05,9.52677
2023-09-06,7.65877
2023-09-07,7.34744
2023-09-08,8.28144
2023-09-09,8.8107
2023-09-10,7.44084
2023-09-11,10.24283
2023-09-12,7.31631
2023-09-13,8.9975
2023-09-14,7.09838
2023-09-15,7.37858
2023-09-16,7.34744
2023-09-17,5.97758
2023-09-18,6.19551
2023-09-19,7.34744
2023-09-20,6.28891
2023-09-21,5.88418
2023-09-22,6.16438
2023-09-23,5.66625
2023-09-24,5.44831
2023-09-25,6.35118
2023-09-26,5.94645
2023-09-27,5.91531
2023-09-28,9.2777
2023-09-29,7.47198
2023-09-30,9.71357
2023-10-01,8.84184
2023-10-02,7.28518
2023-10-03,11.36363
2023-10-04,10.36737
2023-10-05,7.12951
2023-10-06,7.62764
2023-10-07,7.19178
2023-10-08,6.66251
2023-10-09,7.37858
2023-10-10,8.37484
2023-10-11,7.90784
2023-10-12,7.62764
2023-10-13,6.53798
2023-10-14,5.79078
2023-10-15,5.91531
2023-10-16,6.72478
2023-10-17,6.10211
2023-10-18,6.47571
2023-10-19,8.65504
2023-10-20,7.59651
2023-10-21,6.35118
2023-10-22,5.75965
2023-10-23,6.19551
2023-10-24,6.19551
2023-10-25,6.10211
2023-10-26,6.07098
2023-10-27,6.07098
2023-10-28,6.25778
2023-10-29,6.22665
2023-10-30,8.74844
2023-10-31,8.8107
2023-11-01,7.68991
2023-11-02,7.12951
2023-11-03,7.40971
2023-11-04,6.32004
2023-11-05,6.50684
2023-11-06,6.91158
2023-11-07,6.50684
2023-11-08,6.84931
2023-11-09,5.72851
2023-11-10,5.97758
2023-11-11,6.28891
2023-11-12,5.82191
2023-11-13,5.60398
2023-11-14,6.16438
2023-11-15,5.41718
2023-11-16,4.38978
2023-11-17,6.10211
2023-11-18,7.22291
2023-11-19,5.35491
2023-11-20,6.22665
2023-11-21,7.16064
2023-11-22,5.69738
2023-11-23,7.03611
2023-11-24,6.72478
2023-11-25,6.53798
2023-11-26,5.29265
2023-11-27,6.53798
2023-11-28,8.06351
2023-11-29,7.50311
2023-11-30,7.53424
2023-12-01,6.84931
2023-12-02,8.87297
2023-12-03,9.86924
2023-12-04,10.9589
2023-12-05,12.0797
2023-12-06,8.77957
2023-12-07,9.58904
2023-12-08,7.25404
2023-12-09,11.86176
2023-12-10,8.31257
2023-12-11,9.9315
2023-12-12,8.9975
2023-12-13,8.84184
2023-12-14,8.68617
2023-12-15,9.9315
2023-12-16,8.9041
2023-12-17,8.46824
2023-12-18,9.43337
2023-12-19,8.25031
2023-12-20,7.56537
2023-12-21,8.21917
2023-12-22,8.93524
2023-12-23,8.31257
2023-12-24,7.81444
2023-12-25,10.27397
2023-12-26,9.05977
2023-12-27,9.6513
2023-12-28,10.33623
2023-12-29,10.4919
2023-12-30,10.2117
2023-12-31,8.40597
2024-01-01,20.45454
2024-01-02,11.3325
2024-01-03,10.3985
2024-01-04,11.8929
2024-01-05,11.48816
2024-01-06,14.94396
2024-01-07,13.23163
2024-01-08,9.9315
2024-01-09,8.68617
2024-01-10,10.3985
2024-01-11,11.0523
2024-01-12,10.8655
2024-01-13,10.9589
2024-01-14,9.43337
2024-01-15,10.2117
2024-01-16,10.55417
2024-01-17,8.93524
2024-01-18,9.5579
2024-01-19,9.58904
2024-01-20,10.08717
2024-01-21,11.58156
2024-01-22,35.33623
2024-01-23,9.77584
2024-01-24,10.2117
2024-01-25,8.49937
2024-01-26,9.62017
2024-01-27,10.3051
2024-01-28,9.77584
2024-01-29,20.54794
2024-01-30,23.16313
2024-01-31,8.03237
2024-02-01,9.86924
2024-02-02,11.73723
2024-02-03,9.15317
2024-02-04,11.39476
2024-02-05,9.7447
2024-02-06,9.21544
2024-02-07,8.65504
2024-02-08,8.37484
2024-02-09,8.68617
2024-02-10,11.30136
2024-02-11,10.3985
2024-02-12,10.55417
2024-02-13,9.68244
2024-02-14,12.42216
2024-02-15,10.36737
2024-02-16,8.74844
2024-02-17,9.3711
2024-02-18,11.0523
2024-02-19,9.7447
2024-02-20,8.93524
2024-02-21,8.8107
2024-02-22,8.77957
2024-02-23,9.62017
2024-02-24,13.91656
2024-02-25,10.08717
2024-02-26,8.56164
2024-02-27,8.74844
2024-02-28,8.03237
2024-02-29,10.92777
2024-03-01,11.02117
2024-03-02,9.15317
2024-03-03,9.4645
2024-03-04,13.51183
2024-03-05,28.39352
2024-03-06,16.53175
2024-03-07,11.8929
2024-03-08,10.89663
2024-03-09,17.96388
2024-03-10,12.01743
2024-03-11,8.31257
2024-03-12,10.64757
2024-03-13,11.48816
2024-03-14,10.36737
2024-03-15,10.42963
2024-03-16,9.58904
2024-03-17,13.01369
2024-03-18,8.43711
2024-03-19,9.1843
2024-03-20,8.74844
