date,프랜차이즈창업
2020-09-03,21.53209
2020-09-04,16.97722
2020-09-05,9.10973
2020-09-06,12.62939
2020-09-07,21.32505
2020-09-08,17.80538
2020-09-09,23.1884
2020-09-10,20.08281
2020-09-11,15.73498
2020-09-12,6.41821
2020-09-13,10.559
2020-09-14,19.66873
2020-09-15,21.53209
2020-09-16,18.84057
2020-09-17,18.4265
2020-09-18,16.77018
2020-09-19,9.73084
2020-09-20,10.35196
2020-09-21,17.59834
2020-09-22,18.4265
2020-09-23,19.46169
2020-09-24,17.59834
2020-09-25,17.18426
2020-09-26,9.93788
2020-09-27,10.97308
2020-09-28,18.63354
2020-09-29,15.73498
2020-09-30,8.90269
2020-10-01,7.66045
2020-10-02,9.73084
2020-10-03,10.97308
2020-10-04,14.69979
2020-10-05,23.60248
2020-10-06,22.98136
2020-10-07,22.1532
2020-10-08,20.28985
2020-10-09,9.5238
2020-10-10,10.76604
2020-10-11,14.90683
2020-10-12,24.84472
2020-10-13,17.80538
2020-10-14,25.87991
2020-10-15,28.77846
2020-10-16,22.1532
2020-10-17,8.48861
2020-10-18,14.07867
2020-10-19,17.3913
2020-10-20,24.01656
2020-10-21,20.08281
2020-10-22,25.87991
2020-10-23,18.01242
2020-10-24,8.48861
2020-10-25,15.73498
2020-10-26,24.63768
2020-10-27,24.01656
2020-10-28,19.25465
2020-10-29,23.80952
2020-10-30,20.91097
2020-10-31,12.62939
2020-11-01,16.77018
2020-11-02,16.77018
2020-11-03,22.56728
2020-11-04,28.15734
2020-11-05,24.43064
2020-11-06,20.08281
2020-11-07,11.80124
2020-11-08,12.62939
2020-11-09,19.87577
2020-11-10,21.73913
2020-11-11,19.04761
2020-11-12,22.77432
2020-11-13,20.70393
2020-11-14,8.28157
2020-11-15,19.66873
2020-11-16,19.46169
2020-11-17,18.63354
2020-11-18,21.94616
2020-11-19,25.67287
2020-11-20,16.3561
2020-11-21,10.559
2020-11-22,9.31677
2020-11-23,18.01242
2020-11-24,23.39544
2020-11-25,18.01242
2020-11-26,18.63354
2020-11-27,15.52795
2020-11-28,9.31677
2020-11-29,10.559
2020-11-30,25.67287
2020-12-01,15.52795
2020-12-02,15.32091
2020-12-03,17.18426
2020-12-04,18.01242
2020-12-05,10.97308
2020-12-06,14.49275
2020-12-07,23.80952
2020-12-08,20.49689
2020-12-09,16.3561
2020-12-10,20.49689
2020-12-11,20.70393
2020-12-12,10.559
2020-12-13,7.03933
2020-12-14,16.77018
2020-12-15,21.53209
2020-12-16,25.46583
2020-12-17,18.01242
2020-12-18,16.77018
2020-12-19,10.97308
2020-12-20,9.93788
2020-12-21,17.59834
2020-12-22,20.91097
2020-12-23,17.80538
2020-12-24,12.83643
2020-12-25,8.07453
2020-12-26,13.04347
2020-12-27,10.559
2020-12-28,17.59834
2020-12-29,16.3561
2020-12-30,15.94202
2020-12-31,11.80124
2021-01-01,8.90269
2021-01-02,15.11387
2021-01-03,13.66459
2021-01-04,26.91511
2021-01-05,23.1884
2021-01-06,21.53209
2021-01-07,21.94616
2021-01-08,24.43064
2021-01-09,10.97308
2021-01-10,13.45755
2021-01-11,22.36024
2021-01-12,17.80538
2021-01-13,29.81366
2021-01-14,24.84472
2021-01-15,20.70393
2021-01-16,12.83643
2021-01-17,14.28571
2021-01-18,22.98136
2021-01-19,24.01656
2021-01-20,24.63768
2021-01-21,26.70807
2021-01-22,19.87577
2021-01-23,16.77018
2021-01-24,19.46169
2021-01-25,27.53623
2021-01-26,20.70393
2021-01-27,22.98136
2021-01-28,22.98136
2021-01-29,18.21946
2021-01-30,15.11387
2021-01-31,16.3561
2021-02-01,28.15734
2021-02-02,30.43478
2021-02-03,28.77846
2021-02-04,23.39544
2021-02-05,22.98136
2021-02-06,14.90683
2021-02-07,7.66045
2021-02-08,21.94616
2021-02-09,14.07867
2021-02-10,13.25051
2021-02-11,11.5942
2021-02-12,6.83229
2021-02-13,8.48861
2021-02-14,13.04347
2021-02-15,28.57142
2021-02-16,26.08695
2021-02-17,20.91097
2021-02-18,24.63768
2021-02-19,16.14906
2021-02-20,9.31677
2021-02-21,16.14906
2021-02-22,26.50103
2021-02-23,19.46169
2021-02-24,24.43064
2021-02-25,19.66873
2021-02-26,15.32091
2021-02-27,12.83643
2021-02-28,11.5942
2021-03-01,14.49275
2021-03-02,23.1884
2021-03-03,17.18426
2021-03-04,19.87577
2021-03-05,17.59834
2021-03-06,19.25465
2021-03-07,12.62939
2021-03-08,26.70807
2021-03-09,23.39544
2021-03-10,25.46583
2021-03-11,18.63354
2021-03-12,19.04761
2021-03-13,13.87163
2021-03-14,12.00828
2021-03-15,32.29813
2021-03-16,26.91511
2021-03-17,27.53623
2021-03-18,33.33333
2021-03-19,27.53623
2021-03-20,16.3561
2021-03-21,17.18426
2021-03-22,34.57556
2021-03-23,30.22774
2021-03-24,36.853
2021-03-25,31.88405
2021-03-26,25.67287
2021-03-27,14.07867
2021-03-28,18.4265
2021-03-29,34.36853
2021-03-30,26.50103
2021-03-31,31.67701
2021-04-01,26.08695
2021-04-02,21.94616
2021-04-03,18.63354
2021-04-04,21.94616
2021-04-05,37.68115
2021-04-06,33.95445
2021-04-07,31.67701
2021-04-08,31.67701
2021-04-09,28.57142
2021-04-10,18.63354
2021-04-11,22.36024
2021-04-12,39.13043
2021-04-13,36.853
2021-04-14,34.7826
2021-04-15,36.43892
2021-04-16,35.8178
2021-04-17,24.2236
2021-04-18,20.28985
2021-04-19,40.16563
2021-04-20,39.95859
2021-04-21,36.43892
2021-04-22,30.43478
2021-04-23,28.57142
2021-04-24,18.84057
2021-04-25,21.11801
2021-04-26,34.57556
2021-04-27,35.61076
2021-04-28,37.68115
2021-04-29,36.02484
2021-04-30,28.36438
2021-05-01,18.84057
2021-05-02,20.91097
2021-05-03,36.43892
2021-05-04,26.29399
2021-05-05,21.73913
2021-05-06,30.0207
2021-05-07,37.88819
2021-05-08,17.59834
2021-05-09,24.84472
2021-05-10,37.47412
2021-05-11,40.16563
2021-05-12,45.34161
2021-05-13,41.82194
2021-05-14,32.91925
2021-05-15,21.32505
2021-05-16,25.25879
2021-05-17,36.02484
2021-05-18,29.60662
2021-05-19,27.74327
2021-05-20,45.13457
2021-05-21,40.78674
2021-05-22,25.05175
2021-05-23,24.2236
2021-05-24,49.27536
2021-05-25,43.89233
2021-05-26,42.23602
2021-05-27,40.78674
2021-05-28,31.67701
2021-05-29,19.04761
2021-05-30,25.05175
2021-05-31,39.95859
2021-06-01,36.02484
2021-06-02,34.16149
2021-06-03,36.853
2021-06-04,32.09109
2021-06-05,20.91097
2021-06-06,17.3913
2021-06-07,25.46583
2021-06-08,37.06004
2021-06-09,40.16563
2021-06-10,33.12629
2021-06-11,38.71635
2021-06-12,16.77018
2021-06-13,18.63354
2021-06-14,26.70807
2021-06-15,33.33333
2021-06-16,33.54037
2021-06-17,32.29813
2021-06-18,23.39544
2021-06-19,14.07867
2021-06-20,14.69979
2021-06-21,32.71221
2021-06-22,31.88405
2021-06-23,34.16149
2021-06-24,26.29399
2021-06-25,26.91511
2021-06-26,13.04347
2021-06-27,13.87163
2021-06-28,27.32919
2021-06-29,32.91925
2021-06-30,25.25879
2021-07-01,20.49689
2021-07-02,22.1532
2021-07-03,17.80538
2021-07-04,15.52795
2021-07-05,28.57142
2021-07-06,34.7826
2021-07-07,28.15734
2021-07-08,25.67287
2021-07-09,20.08281
2021-07-10,15.32091
2021-07-11,15.11387
2021-07-12,29.81366
2021-07-13,30.22774
2021-07-14,30.84886
2021-07-15,29.39958
2021-07-16,30.0207
2021-07-17,11.80124
2021-07-18,12.83643
2021-07-19,27.95031
2021-07-20,26.08695
2021-07-21,26.91511
2021-07-22,31.46997
2021-07-23,30.43478
2021-07-24,10.14492
2021-07-25,10.14492
2021-07-26,26.50103
2021-07-27,37.47412
2021-07-28,34.36853
2021-07-29,29.60662
2021-07-30,34.7826
2021-07-31,24.63768
2021-08-01,21.11801
2021-08-02,33.74741
2021-08-03,37.68115
2021-08-04,34.7826
2021-08-05,46.79089
2021-08-06,31.46997
2021-08-07,22.56728
2021-08-08,22.77432
2021-08-09,43.6853
2021-08-10,34.98964
2021-08-11,42.85714
2021-08-12,38.09523
2021-08-13,36.02484
2021-08-14,16.14906
2021-08-15,15.32091
2021-08-16,25.25879
2021-08-17,31.67701
2021-08-18,42.85714
2021-08-19,35.8178
2021-08-20,39.33747
2021-08-21,20.28985
2021-08-22,19.66873
2021-08-23,38.30227
2021-08-24,43.06418
2021-08-25,33.74741
2021-08-26,37.47412
2021-08-27,29.39958
2021-08-28,16.14906
2021-08-29,19.66873
2021-08-30,35.40372
2021-08-31,37.06004
2021-09-01,34.36853
2021-09-02,33.33333
2021-09-03,30.22774
2021-09-04,17.3913
2021-09-05,16.77018
2021-09-06,39.75155
2021-09-07,35.8178
2021-09-08,34.7826
2021-09-09,38.30227
2021-09-10,28.15734
2021-09-11,14.69979
2021-09-12,21.53209
2021-09-13,34.36853
2021-09-14,34.16149
2021-09-15,32.71221
2021-09-16,28.15734
2021-09-17,25.46583
2021-09-18,15.11387
2021-09-19,13.45755
2021-09-20,13.25051
2021-09-21,20.70393
2021-09-22,21.94616
2021-09-23,36.853
2021-09-24,30.43478
2021-09-25,21.94616
2021-09-26,25.05175
2021-09-27,42.85714
2021-09-28,40.37267
2021-09-29,39.95859
2021-09-30,32.91925
2021-10-01,31.26293
2021-10-02,18.01242
2021-10-03,15.52795
2021-10-04,28.9855
2021-10-05,28.36438
2021-10-06,36.853
2021-10-07,26.91511
2021-10-08,31.46997
2021-10-09,20.28985
2021-10-10,19.87577
2021-10-11,25.87991
2021-10-12,32.91925
2021-10-13,33.74741
2021-10-14,37.68115
2021-10-15,29.39958
2021-10-16,20.08281
2021-10-17,21.73913
2021-10-18,37.68115
2021-10-19,31.26293
2021-10-20,34.7826
2021-10-21,30.64182
2021-10-22,30.22774
2021-10-23,20.70393
2021-10-24,23.39544
2021-10-25,39.75155
2021-10-26,43.6853
2021-10-27,34.98964
2021-10-28,35.40372
2021-10-29,34.16149
2021-10-30,23.80952
2021-10-31,19.87577
2021-11-01,45.34161
2021-11-02,40.57971
2021-11-03,40.37267
2021-11-04,37.06004
2021-11-05,36.853
2021-11-06,20.91097
2021-11-07,23.1884
2021-11-08,40.37267
2021-11-09,38.71635
2021-11-10,44.09937
2021-11-11,40.57971
2021-11-12,32.29813
2021-11-13,24.63768
2021-11-14,24.84472
2021-11-15,43.06418
2021-11-16,42.44306
2021-11-17,38.09523
2021-11-18,39.54451
2021-11-19,31.67701
2021-11-20,22.77432
2021-11-21,17.18426
2021-11-22,36.853
2021-11-23,40.16563
2021-11-24,40.78674
2021-11-25,33.54037
2021-11-26,36.23188
2021-11-27,21.11801
2021-11-28,23.1884
2021-11-29,42.6501
2021-11-30,37.26708
2021-12-01,35.8178
2021-12-02,39.54451
2021-12-03,29.60662
2021-12-04,21.73913
2021-12-05,26.08695
2021-12-06,46.58385
2021-12-07,44.51345
2021-12-08,39.33747
2021-12-09,45.75569
2021-12-10,31.26293
2021-12-11,21.94616
2021-12-12,21.53209
2021-12-13,36.853
2021-12-14,43.27122
2021-12-15,43.6853
2021-12-16,35.61076
2021-12-17,33.12629
2021-12-18,13.45755
2021-12-19,19.46169
2021-12-20,34.16149
2021-12-21,37.68115
2021-12-22,34.36853
2021-12-23,38.92339
2021-12-24,24.63768
2021-12-25,18.84057
2021-12-26,19.66873
2021-12-27,32.09109
2021-12-28,34.7826
2021-12-29,42.23602
2021-12-30,36.02484
2021-12-31,30.84886
2022-01-01,21.73913
2022-01-02,24.01656
2022-01-03,40.57971
2022-01-04,43.27122
2022-01-05,39.13043
2022-01-06,39.33747
2022-01-07,31.67701
2022-01-08,23.1884
2022-01-09,33.33333
2022-01-10,46.79089
2022-01-11,50.51759
2022-01-12,39.54451
2022-01-13,42.6501
2022-01-14,49.89648
2022-01-15,22.56728
2022-01-16,26.70807
2022-01-17,46.16977
2022-01-18,44.51345
2022-01-19,44.30641
2022-01-20,45.96273
2022-01-21,43.47826
2022-01-22,27.95031
2022-01-23,22.77432
2022-01-24,43.89233
2022-01-25,44.09937
2022-01-26,45.75569
2022-01-27,42.6501
2022-01-28,28.9855
2022-01-29,22.1532
2022-01-30,21.32505
2022-01-31,22.1532
2022-02-01,19.87577
2022-02-02,34.7826
2022-02-03,45.54865
2022-02-04,43.6853
2022-02-05,26.29399
2022-02-06,37.47412
2022-02-07,47.20496
2022-02-08,42.85714
2022-02-09,54.2443
2022-02-10,51.13871
2022-02-11,38.92339
2022-02-12,27.32919
2022-02-13,27.32919
2022-02-14,47.82608
2022-02-15,53.83022
2022-02-16,42.44306
2022-02-17,37.68115
2022-02-18,36.64596
2022-02-19,24.2236
2022-02-20,32.71221
2022-02-21,46.37681
2022-02-22,48.65424
2022-02-23,45.75569
2022-02-24,33.74741
2022-02-25,39.75155
2022-02-26,24.63768
2022-02-27,22.77432
2022-02-28,37.68115
2022-03-01,24.84472
2022-03-02,44.09937
2022-03-03,42.6501
2022-03-04,38.30227
2022-03-05,19.87577
2022-03-06,29.60662
2022-03-07,41.82194
2022-03-08,41.20082
2022-03-09,26.91511
2022-03-10,41.20082
2022-03-11,39.75155
2022-03-12,23.80952
2022-03-13,21.73913
2022-03-14,45.54865
2022-03-15,57.34989
2022-03-16,53.2091
2022-03-17,43.6853
2022-03-18,36.853
2022-03-19,30.43478
2022-03-20,32.09109
2022-03-21,47.412
2022-03-22,52.58799
2022-03-23,50.72463
2022-03-24,50.10351
2022-03-25,39.54451
2022-03-26,26.70807
2022-03-27,30.0207
2022-03-28,53.83022
2022-03-29,47.412
2022-03-30,48.24016
2022-03-31,46.99792
2022-04-01,45.54865
2022-04-02,100.0
2022-04-03,22.77432
2022-04-04,42.44306
2022-04-05,47.20496
2022-04-06,44.09937
2022-04-07,51.75983
2022-04-08,40.78674
2022-04-09,29.19254
2022-04-10,27.95031
2022-04-11,53.62318
2022-04-12,55.48654
2022-04-13,50.31055
2022-04-14,55.2795
2022-04-15,44.51345
2022-04-16,25.46583
2022-04-17,34.57556
2022-04-18,60.66252
2022-04-19,54.2443
2022-04-20,48.65424
2022-04-21,50.72463
2022-04-22,46.16977
2022-04-23,26.08695
2022-04-24,25.05175
2022-04-25,55.07246
2022-04-26,48.4472
2022-04-27,55.2795
2022-04-28,42.6501
2022-04-29,40.37267
2022-04-30,19.25465
2022-05-01,31.46997
2022-05-02,50.72463
2022-05-03,59.83436
2022-05-04,54.86542
2022-05-05,27.12215
2022-05-06,39.75155
2022-05-07,30.84886
2022-05-08,34.16149
2022-05-09,50.93167
2022-05-10,49.27536
2022-05-11,51.13871
2022-05-12,57.14285
2022-05-13,50.93167
2022-05-14,31.46997
2022-05-15,34.16149
2022-05-16,53.2091
2022-05-17,52.58799
2022-05-18,60.86956
2022-05-19,53.62318
2022-05-20,56.10766
2022-05-21,27.53623
2022-05-22,35.19668
2022-05-23,49.89648
2022-05-24,56.93581
2022-05-25,61.69772
2022-05-26,53.62318
2022-05-27,42.02898
2022-05-28,30.43478
2022-05-29,33.95445
2022-05-30,62.1118
2022-05-31,49.68944
2022-06-01,35.61076
2022-06-02,52.38095
2022-06-03,41.82194
2022-06-04,31.0559
2022-06-05,29.60662
2022-06-06,40.16563
2022-06-07,68.73706
2022-06-08,70.18633
2022-06-09,61.28364
2022-06-10,47.412
2022-06-11,24.2236
2022-06-12,31.67701
2022-06-13,55.07246
2022-06-14,64.38923
2022-06-15,55.07246
2022-06-16,56.10766
2022-06-17,50.93167
2022-06-18,26.08695
2022-06-19,29.39958
2022-06-20,50.10351
2022-06-21,59.62732
2022-06-22,61.90476
2022-06-23,42.85714
2022-06-24,44.92753
2022-06-25,29.81366
2022-06-26,27.12215
2022-06-27,49.89648
2022-06-28,53.00207
2022-06-29,53.00207
2022-06-30,47.20496
2022-07-01,40.16563
2022-07-02,22.77432
2022-07-03,25.46583
2022-07-04,48.4472
2022-07-05,50.51759
2022-07-06,41.40786
2022-07-07,48.65424
2022-07-08,38.50931
2022-07-09,33.74741
2022-07-10,26.29399
2022-07-11,42.23602
2022-07-12,42.23602
2022-07-13,48.24016
2022-07-14,45.96273
2022-07-15,45.96273
2022-07-16,27.95031
2022-07-17,26.70807
2022-07-18,50.51759
2022-07-19,40.57971
2022-07-20,45.34161
2022-07-21,42.23602
2022-07-22,36.64596
2022-07-23,21.94616
2022-07-24,22.36024
2022-07-25,41.40786
2022-07-26,44.92753
2022-07-27,37.68115
2022-07-28,48.65424
2022-07-29,34.16149
2022-07-30,14.49275
2022-07-31,24.63768
2022-08-01,35.40372
2022-08-02,37.06004
2022-08-03,40.57971
2022-08-04,45.96273
2022-08-05,35.61076
2022-08-06,27.12215
2022-08-07,27.95031
2022-08-08,40.37267
2022-08-09,31.67701
2022-08-10,39.33747
2022-08-11,42.44306
2022-08-12,33.12629
2022-08-13,20.08281
2022-08-14,25.46583
2022-08-15,31.26293
2022-08-16,51.13871
2022-08-17,51.96687
2022-08-18,45.54865
2022-08-19,38.30227
2022-08-20,37.06004
2022-08-21,34.16149
2022-08-22,48.03312
2022-08-23,53.00207
2022-08-24,52.58799
2022-08-25,43.6853
2022-08-26,44.92753
2022-08-27,21.11801
2022-08-28,22.56728
2022-08-29,48.4472
2022-08-30,39.75155
2022-08-31,42.6501
2022-09-01,46.58385
2022-09-02,39.54451
2022-09-03,23.80952
2022-09-04,19.04761
2022-09-05,40.16563
2022-09-06,39.33747
2022-09-07,40.37267
2022-09-08,30.64182
2022-09-09,16.56314
2022-09-10,18.63354
2022-09-11,20.70393
2022-09-12,31.67701
2022-09-13,59.62732
2022-09-14,50.51759
2022-09-15,51.75983
2022-09-16,45.13457
2022-09-17,27.95031
2022-09-18,29.19254
2022-09-19,59.21325
2022-09-20,60.86956
2022-09-21,56.93581
2022-09-22,50.93167
2022-09-23,41.40786
2022-09-24,33.33333
2022-09-25,34.7826
2022-09-26,63.76811
2022-09-27,53.41614
2022-09-28,44.09937
2022-09-29,57.55693
2022-09-30,43.27122
2022-10-01,30.22774
2022-10-02,21.53209
2022-10-03,36.64596
2022-10-04,42.85714
2022-10-05,52.17391
2022-10-06,47.20496
2022-10-07,39.75155
2022-10-08,28.77846
2022-10-09,27.95031
2022-10-10,31.26293
2022-10-11,46.58385
2022-10-12,46.58385
2022-10-13,49.4824
2022-10-14,43.89233
2022-10-15,26.50103
2022-10-16,26.70807
2022-10-17,54.86542
2022-10-18,60.86956
2022-10-19,55.90062
2022-10-20,46.37681
2022-10-21,44.92753
2022-10-22,26.70807
2022-10-23,27.53623
2022-10-24,55.07246
2022-10-25,51.96687
2022-10-26,55.2795
2022-10-27,51.55279
2022-10-28,42.02898
2022-10-29,26.50103
2022-10-30,23.60248
2022-10-31,44.51345
2022-11-01,45.13457
2022-11-02,55.07246
2022-11-03,46.79089
2022-11-04,38.50931
2022-11-05,26.50103
2022-11-06,21.32505
2022-11-07,47.61904
2022-11-08,45.34161
2022-11-09,55.69358
2022-11-10,48.03312
2022-11-11,39.54451
2022-11-12,24.2236
2022-11-13,31.67701
2022-11-14,52.79503
2022-11-15,54.03726
2022-11-16,46.16977
2022-11-17,42.02898
2022-11-18,38.50931
2022-11-19,21.11801
2022-11-20,26.70807
2022-11-21,46.37681
2022-11-22,53.41614
2022-11-23,44.30641
2022-11-24,49.4824
2022-11-25,39.95859
2022-11-26,20.08281
2022-11-27,26.91511
2022-11-28,40.57971
2022-11-29,48.03312
2022-11-30,51.13871
2022-12-01,43.6853
2022-12-02,30.43478
2022-12-03,18.4265
2022-12-04,23.80952
2022-12-05,48.4472
2022-12-06,46.58385
2022-12-07,34.57556
2022-12-08,43.47826
2022-12-09,36.43892
2022-12-10,30.22774
2022-12-11,22.36024
2022-12-12,46.99792
2022-12-13,47.412
2022-12-14,40.99378
2022-12-15,48.03312
2022-12-16,38.71635
2022-12-17,20.49689
2022-12-18,22.56728
2022-12-19,41.6149
2022-12-20,46.99792
2022-12-21,45.34161
2022-12-22,46.79089
2022-12-23,36.853
2022-12-24,21.94616
2022-12-25,20.70393
2022-12-26,46.79089
2022-12-27,41.6149
2022-12-28,50.10351
2022-12-29,47.82608
2022-12-30,33.33333
2022-12-31,21.53209
2023-01-01,26.91511
2023-01-02,52.38095
2023-01-03,50.10351
2023-01-04,43.6853
2023-01-05,51.13871
2023-01-06,48.4472
2023-01-07,27.74327
2023-01-08,37.26708
2023-01-09,48.65424
2023-01-10,50.51759
2023-01-11,53.00207
2023-01-12,49.27536
2023-01-13,45.75569
2023-01-14,26.70807
2023-01-15,29.81366
2023-01-16,51.13871
2023-01-17,49.68944
2023-01-18,42.02898
2023-01-19,42.85714
2023-01-20,36.64596
2023-01-21,18.4265
2023-01-22,18.63354
2023-01-23,25.46583
2023-01-24,30.22774
2023-01-25,49.68944
2023-01-26,49.68944
2023-01-27,48.03312
2023-01-28,32.50517
2023-01-29,36.23188
2023-01-30,58.59213
2023-01-31,46.37681
2023-02-01,50.51759
2023-02-02,54.45134
2023-02-03,46.37681
2023-02-04,27.95031
2023-02-05,34.98964
2023-02-06,52.79503
2023-02-07,50.93167
2023-02-08,50.72463
2023-02-09,47.82608
2023-02-10,45.75569
2023-02-11,31.88405
2023-02-12,38.92339
2023-02-13,56.72877
2023-02-14,61.28364
2023-02-15,60.0414
2023-02-16,62.73291
2023-02-17,49.06832
2023-02-18,33.33333
2023-02-19,38.09523
2023-02-20,54.2443
2023-02-21,54.65838
2023-02-22,61.69772
2023-02-23,60.66252
2023-02-24,50.51759
2023-02-25,37.26708
2023-02-26,35.61076
2023-02-27,56.93581
2023-02-28,47.61904
2023-03-01,38.30227
2023-03-02,56.72877
2023-03-03,41.20082
2023-03-04,34.57556
2023-03-05,40.78674
2023-03-06,53.00207
2023-03-07,54.2443
2023-03-08,55.69358
2023-03-09,67.49482
2023-03-10,45.34161
2023-03-11,27.53623
2023-03-12,34.57556
2023-03-13,61.28364
2023-03-14,58.59213
2023-03-15,59.21325
2023-03-16,64.59627
2023-03-17,63.97515
2023-03-18,40.37267
2023-03-19,39.75155
2023-03-20,66.66666
2023-03-21,66.25258
2023-03-22,60.66252
2023-03-23,67.49482
2023-03-24,56.52173
2023-03-25,42.6501
2023-03-26,48.86128
2023-03-27,74.12008
2023-03-28,59.83436
2023-03-29,59.00621
2023-03-30,61.0766
2023-03-31,55.2795
2023-04-01,39.54451
2023-04-02,40.78674
2023-04-03,57.55693
2023-04-04,54.65838
2023-04-05,59.62732
2023-04-06,55.48654
2023-04-07,45.96273
2023-04-08,36.64596
2023-04-09,41.6149
2023-04-10,57.55693
2023-04-11,71.84265
2023-04-12,62.31884
2023-04-13,53.41614
2023-04-14,57.55693
2023-04-15,42.6501
2023-04-16,46.99792
2023-04-17,68.73706
2023-04-18,68.32298
2023-04-19,61.90476
2023-04-20,57.14285
2023-04-21,44.72049
2023-04-22,37.68115
2023-04-23,38.92339
2023-04-24,73.49896
2023-04-25,65.63146
2023-04-26,67.70186
2023-04-27,61.49068
2023-04-28,50.31055
2023-04-29,45.13457
2023-04-30,36.64596
2023-05-01,47.82608
2023-05-02,67.08074
2023-05-03,56.10766
2023-05-04,57.97101
2023-05-05,39.75155
2023-05-06,42.23602
2023-05-07,39.13043
2023-05-08,60.45548
2023-05-09,73.08488
2023-05-10,61.0766
2023-05-11,66.45962
2023-05-12,47.82608
2023-05-13,36.43892
2023-05-14,34.7826
2023-05-15,63.35403
2023-05-16,62.1118
2023-05-17,68.94409
2023-05-18,59.83436
2023-05-19,56.31469
2023-05-20,31.46997
2023-05-21,37.26708
2023-05-22,58.79917
2023-05-23,62.52587
2023-05-24,63.97515
2023-05-25,54.86542
2023-05-26,47.20496
2023-05-27,31.46997
2023-05-28,36.64596
2023-05-29,50.72463
