date,연금저축펀드ETF
2023-05-29,17.14285
2023-05-30,22.85714
2023-05-31,19.22077
2023-06-01,17.40259
2023-06-02,21.81818
2023-06-03,12.46753
2023-06-04,9.87012
2023-06-05,22.07792
2023-06-06,14.28571
2023-06-07,19.22077
2023-06-08,19.48051
2023-06-09,16.62337
2023-06-10,10.64935
2023-06-11,11.42857
2023-06-12,15.32467
2023-06-13,20.77922
2023-06-14,22.33766
2023-06-15,26.23376
2023-06-16,24.67532
2023-06-17,12.98701
2023-06-18,10.90909
2023-06-19,15.84415
2023-06-20,15.58441
2023-06-21,26.4935
2023-06-22,24.41558
2023-06-23,18.18181
2023-06-24,16.36363
2023-06-25,14.54545
2023-06-26,20.0
2023-06-27,23.63636
2023-06-28,17.14285
2023-06-29,20.77922
2023-06-30,21.55844
2023-07-01,10.90909
2023-07-02,15.58441
2023-07-03,20.25974
2023-07-04,20.77922
2023-07-05,20.51948
2023-07-06,23.37662
2023-07-07,20.0
2023-07-08,11.42857
2023-07-09,15.06493
2023-07-10,18.96103
2023-07-11,21.03896
2023-07-12,24.41558
2023-07-13,25.97402
2023-07-14,23.63636
2023-07-15,12.98701
2023-07-16,13.24675
2023-07-17,22.07792
2023-07-18,24.67532
2023-07-19,26.23376
2023-07-20,21.03896
2023-07-21,18.96103
2023-07-22,16.36363
2023-07-23,14.80519
2023-07-24,22.5974
2023-07-25,23.8961
2023-07-26,21.55844
2023-07-27,25.97402
2023-07-28,21.2987
2023-07-29,12.98701
2023-07-30,21.03896
2023-07-31,24.67532
2023-08-01,24.67532
2023-08-02,26.4935
2023-08-03,24.93506
2023-08-04,15.32467
2023-08-05,12.72727
2023-08-06,18.18181
2023-08-07,22.85714
2023-08-08,24.41558
2023-08-09,27.53246
2023-08-10,30.90909
2023-08-11,26.75324
2023-08-12,13.50649
2023-08-13,20.0
2023-08-14,30.12987
2023-08-15,26.75324
2023-08-16,24.41558
2023-08-17,23.11688
2023-08-18,28.31168
2023-08-19,16.62337
2023-08-20,15.84415
2023-08-21,25.97402
2023-08-22,27.53246
2023-08-23,27.7922
2023-08-24,26.23376
2023-08-25,20.77922
2023-08-26,23.37662
2023-08-27,19.74025
2023-08-28,28.57142
2023-08-29,34.02597
2023-08-30,29.87012
2023-08-31,24.41558
2023-09-01,21.55844
2023-09-02,9.87012
2023-09-03,19.48051
2023-09-04,22.07792
2023-09-05,22.33766
2023-09-06,18.96103
2023-09-07,21.81818
2023-09-08,15.06493
2023-09-09,13.76623
2023-09-10,16.10389
2023-09-11,22.85714
2023-09-12,20.25974
2023-09-13,20.0
2023-09-14,19.74025
2023-09-15,20.51948
2023-09-16,13.24675
2023-09-17,17.40259
2023-09-18,20.0
2023-09-19,18.44155
2023-09-20,20.0
2023-09-21,20.0
2023-09-22,17.40259
2023-09-23,10.38961
2023-09-24,12.72727
2023-09-25,17.66233
2023-09-26,21.03896
2023-09-27,18.70129
2023-09-28,12.98701
2023-09-29,10.64935
2023-09-30,9.61038
2023-10-01,14.28571
2023-10-02,16.62337
2023-10-03,18.96103
2023-10-04,15.06493
2023-10-05,23.37662
2023-10-06,12.98701
2023-10-07,14.28571
2023-10-08,13.24675
2023-10-09,16.36363
2023-10-10,16.10389
2023-10-11,26.75324
2023-10-12,23.8961
2023-10-13,21.03896
2023-10-14,12.72727
2023-10-15,14.54545
2023-10-16,22.5974
2023-10-17,25.97402
2023-10-18,18.18181
2023-10-19,22.85714
2023-10-20,15.32467
2023-10-21,6.4935
2023-10-22,12.46753
2023-10-23,22.5974
2023-10-24,19.74025
2023-10-25,18.96103
2023-10-26,21.2987
2023-10-27,19.22077
2023-10-28,9.35064
2023-10-29,16.10389
2023-10-30,25.97402
2023-10-31,26.23376
2023-11-01,22.5974
2023-11-02,22.5974
2023-11-03,22.5974
2023-11-04,18.44155
2023-11-05,17.40259
2023-11-06,14.54545
2023-11-07,23.8961
2023-11-08,17.92207
2023-11-09,20.51948
2023-11-10,16.88311
2023-11-11,9.0909
2023-11-12,12.20779
2023-11-13,23.11688
2023-11-14,22.5974
2023-11-15,23.63636
2023-11-16,25.1948
2023-11-17,19.74025
2023-11-18,15.32467
2023-11-19,20.77922
2023-11-20,25.1948
2023-11-21,25.45454
2023-11-22,25.71428
2023-11-23,28.57142
2023-11-24,22.85714
2023-11-25,20.51948
2023-11-26,20.0
2023-11-27,26.23376
2023-11-28,29.0909
2023-11-29,29.87012
2023-11-30,29.35064
2023-12-01,34.02597
2023-12-02,22.5974
2023-12-03,26.4935
2023-12-04,29.61038
2023-12-05,35.32467
2023-12-06,39.22077
2023-12-07,36.88311
2023-12-08,35.06493
2023-12-09,24.67532
2023-12-10,28.31168
2023-12-11,43.37662
2023-12-12,49.61038
2023-12-13,41.81818
2023-12-14,46.23376
2023-12-15,37.40259
2023-12-16,27.53246
2023-12-17,31.94805
2023-12-18,45.45454
2023-12-19,45.71428
2023-12-20,45.97402
2023-12-21,38.70129
2023-12-22,48.57142
2023-12-23,30.64935
2023-12-24,28.57142
2023-12-25,42.85714
2023-12-26,64.67532
2023-12-27,67.7922
2023-12-28,67.53246
2023-12-29,45.45454
2023-12-30,31.94805
2023-12-31,29.61038
2024-01-01,28.05194
2024-01-02,40.0
2024-01-03,42.07792
2024-01-04,35.32467
2024-01-05,38.44155
2024-01-06,29.61038
2024-01-07,25.45454
2024-01-08,29.87012
2024-01-09,38.18181
2024-01-10,36.36363
2024-01-11,37.14285
2024-01-12,25.1948
2024-01-13,16.88311
2024-01-14,25.71428
2024-01-15,47.7922
2024-01-16,40.0
2024-01-17,42.07792
2024-01-18,38.44155
2024-01-19,40.77922
2024-01-20,23.8961
2024-01-21,36.62337
2024-01-22,49.87012
2024-01-23,50.90909
2024-01-24,54.54545
2024-01-25,49.61038
2024-01-26,45.97402
2024-01-27,34.28571
2024-01-28,34.02597
2024-01-29,54.80519
2024-01-30,47.27272
2024-01-31,37.66233
2024-02-01,37.40259
2024-02-02,36.10389
2024-02-03,20.77922
2024-02-04,27.27272
2024-02-05,41.03896
2024-02-06,40.0
2024-02-07,37.40259
2024-02-08,32.72727
2024-02-09,26.4935
2024-02-10,24.67532
2024-02-11,24.67532
2024-02-12,32.46753
2024-02-13,43.63636
2024-02-14,45.97402
2024-02-15,43.63636
2024-02-16,42.33766
2024-02-17,29.61038
2024-02-18,30.90909
2024-02-19,36.10389
2024-02-20,40.51948
2024-02-21,41.03896
2024-02-22,48.31168
2024-02-23,43.37662
2024-02-24,26.4935
2024-02-25,31.68831
2024-02-26,57.40259
2024-02-27,48.31168
2024-02-28,43.63636
2024-02-29,43.63636
2024-03-01,25.45454
2024-03-02,22.33766
2024-03-03,27.01298
2024-03-04,38.96103
2024-03-05,40.51948
2024-03-06,42.07792
2024-03-07,37.66233
2024-03-08,35.58441
2024-03-09,25.1948
2024-03-10,22.5974
2024-03-11,27.27272
2024-03-12,37.66233
2024-03-13,34.28571
2024-03-14,24.15584
2024-03-15,26.4935
2024-03-16,16.88311
2024-03-17,20.0
2024-03-18,27.53246
2024-03-19,31.68831
2024-03-20,36.62337
