date,ISA계좌개설이벤트
2022-01-17,5.15463
2022-01-19,3.09278
2022-01-20,3.60824
2022-01-21,13.40206
2022-01-22,3.09278
2022-01-23,5.6701
2022-01-24,4.63917
2022-01-25,9.27835
2022-01-26,8.76288
2022-01-28,3.60824
2022-01-29,4.63917
2022-01-31,3.09278
2022-02-02,4.12371
2022-02-03,3.09278
2022-02-04,6.70103
2022-02-06,5.6701
2022-02-07,4.12371
2022-02-10,2.57731
2022-02-13,4.12371
2022-02-14,7.21649
2022-02-15,8.76288
2022-02-16,3.60824
2022-02-17,5.6701
2022-02-18,2.57731
2022-02-21,3.09278
2022-02-22,9.27835
2022-02-23,5.15463
2022-02-24,8.24742
2022-02-25,3.60824
2022-02-28,4.63917
2022-03-02,3.60824
2022-03-03,8.76288
2022-03-04,6.18556
2022-03-05,4.63917
2022-03-06,4.12371
2022-03-07,7.21649
2022-03-08,3.09278
2022-03-10,3.09278
2022-03-12,2.57731
2022-03-13,2.57731
2022-03-14,4.12371
2022-03-18,2.57731
2022-03-21,3.09278
2022-03-28,2.57731
2022-03-30,3.09278
2022-04-01,3.09278
2022-04-03,3.60824
2022-04-04,5.6701
2022-04-05,2.57731
2022-04-08,2.57731
2022-04-14,3.09278
2022-04-15,3.09278
2022-04-17,2.57731
2022-04-18,7.21649
2022-04-26,2.57731
2022-05-02,2.57731
2022-05-03,3.09278
2022-05-17,7.21649
2022-05-23,2.57731
2022-05-25,2.57731
2022-05-27,2.57731
2022-06-01,2.57731
2022-06-06,2.57731
2022-06-08,3.09278
2022-06-14,3.09278
2022-07-17,3.09278
2022-07-19,3.09278
2022-07-21,2.57731
2022-08-01,3.60824
2022-08-10,7.21649
2022-08-21,2.57731
2022-08-23,3.60824
2022-08-27,3.60824
2022-10-05,2.57731
2022-10-21,2.57731
2022-10-24,2.57731
2022-10-30,3.09278
2022-11-01,2.57731
2022-11-04,2.57731
2022-11-09,2.57731
2022-11-10,2.57731
2022-11-15,3.09278
2022-11-17,3.60824
2022-11-21,3.60824
2022-11-23,3.09278
2022-11-28,2.57731
2022-12-12,3.60824
2022-12-19,3.09278
2022-12-21,2.57731
2022-12-23,3.09278
2022-12-26,2.57731
2022-12-27,8.24742
2022-12-28,3.60824
2022-12-29,10.82474
2022-12-30,8.24742
2022-12-31,3.09278
2023-01-03,2.57731
2023-01-09,2.57731
2023-01-10,3.09278
2023-01-19,3.60824
2023-02-12,3.09278
2023-02-15,2.57731
2023-02-28,2.57731
2023-03-01,3.09278
2023-03-07,3.09278
2023-03-08,4.63917
2023-03-17,3.09278
2023-03-28,2.57731
2023-04-03,2.57731
2023-04-05,6.18556
2023-04-10,2.57731
2023-04-12,3.60824
2023-04-15,2.57731
2023-04-16,6.18556
2023-05-07,2.57731
2023-05-08,6.18556
2023-05-11,2.57731
2023-05-15,2.57731
2023-05-16,3.09278
2023-05-19,3.60824
2023-05-28,2.57731
2023-05-31,3.09278
2023-06-02,4.12371
2023-06-04,2.57731
2023-06-08,2.57731
2023-06-10,3.09278
2023-06-13,6.18556
2023-06-15,2.57731
2023-06-16,3.60824
2023-06-19,7.21649
2023-06-20,4.63917
2023-06-21,2.57731
2023-06-23,2.57731
2023-06-25,4.12371
2023-06-27,3.60824
2023-06-29,4.12371
2023-06-30,3.09278
2023-07-02,2.57731
2023-07-03,4.12371
2023-07-05,7.21649
2023-07-06,3.09278
2023-07-08,2.57731
2023-07-10,3.60824
2023-07-13,2.57731
2023-07-14,2.57731
2023-07-20,2.57731
2023-08-01,2.57731
2023-08-03,4.12371
2023-08-10,2.57731
2023-08-12,4.12371
2023-08-13,2.57731
2023-08-15,2.57731
2023-08-17,3.60824
2023-08-20,3.60824
2023-08-21,2.57731
2023-08-23,3.60824
2023-08-24,2.57731
2023-08-28,5.6701
2023-08-30,3.09278
2023-09-02,3.09278
2023-09-04,5.15463
2023-09-05,6.18556
2023-09-06,7.21649
2023-09-07,7.21649
2023-09-11,5.6701
2023-09-12,3.09278
2023-09-13,3.60824
2023-09-15,6.18556
2023-09-16,2.57731
2023-09-17,3.60824
2023-09-18,3.09278
2023-09-22,4.12371
2023-09-25,6.18556
2023-09-26,3.09278
2023-10-01,2.57731
2023-10-02,4.63917
2023-10-04,4.63917
2023-10-05,3.09278
2023-10-06,6.18556
2023-10-07,3.09278
2023-10-08,3.60824
2023-10-09,3.60824
2023-10-11,3.60824
2023-10-13,2.57731
2023-10-14,2.57731
2023-10-16,3.09278
2023-10-18,3.09278
2023-10-19,4.63917
2023-10-20,8.76288
2023-10-25,6.70103
2023-10-26,2.57731
2023-10-30,3.60824
2023-11-07,2.57731
2023-11-08,8.76288
2023-11-09,2.57731
2023-11-12,4.12371
2023-11-13,2.57731
2023-11-14,2.57731
2023-11-16,3.09278
2023-11-19,6.70103
2023-11-20,4.12371
2023-11-21,9.27835
2023-11-22,4.12371
2023-11-23,8.24742
2023-11-24,7.73195
2023-11-25,4.12371
2023-11-26,3.09278
2023-11-27,3.09278
2023-11-29,8.76288
2023-11-30,8.76288
2023-12-01,3.60824
2023-12-02,2.57731
2023-12-03,4.12371
2023-12-04,8.24742
2023-12-05,7.73195
2023-12-06,4.63917
2023-12-07,8.24742
2023-12-08,6.70103
2023-12-10,9.79381
2023-12-11,7.73195
2023-12-12,5.6701
2023-12-13,3.09278
2023-12-14,3.09278
2023-12-15,5.15463
2023-12-17,4.12371
2023-12-18,7.73195
2023-12-19,15.97938
2023-12-20,12.37113
2023-12-21,9.79381
2023-12-22,7.73195
2023-12-23,2.57731
2023-12-24,5.15463
2023-12-25,5.6701
2023-12-26,16.49484
2023-12-27,15.46391
2023-12-28,15.97938
2023-12-29,18.04123
2023-12-30,5.6701
2023-12-31,6.18556
2024-01-01,2.57731
2024-01-02,13.91752
2024-01-03,4.12371
2024-01-04,9.79381
2024-01-05,5.15463
2024-01-06,5.15463
2024-01-07,4.12371
2024-01-08,6.70103
2024-01-09,7.73195
2024-01-10,10.30927
2024-01-11,8.76288
2024-01-12,7.73195
2024-01-14,4.12371
2024-01-15,10.82474
2024-01-16,8.76288
2024-01-17,24.2268
2024-01-18,31.44329
2024-01-19,24.2268
2024-01-20,15.46391
2024-01-21,22.16494
2024-01-22,22.16494
2024-01-23,23.19587
2024-01-24,23.71134
2024-01-25,16.49484
2024-01-26,25.77319
2024-01-27,22.16494
2024-01-28,15.46391
2024-01-29,13.91752
2024-01-30,26.80412
2024-01-31,24.2268
2024-02-01,27.83505
2024-02-02,24.74226
2024-02-03,12.88659
2024-02-04,58.76288
2024-02-05,74.74226
2024-02-06,45.36082
2024-02-07,47.42268
2024-02-08,50.51546
2024-02-09,36.59793
2024-02-10,26.28865
2024-02-11,100.0
2024-02-12,64.94845
2024-02-13,83.50515
2024-02-14,66.49484
2024-02-15,54.12371
2024-02-16,42.7835
2024-02-17,33.50515
2024-02-18,40.72164
2024-02-19,44.84536
2024-02-20,44.32989
2024-02-21,57.73195
2024-02-22,38.65979
2024-02-23,46.39175
2024-02-24,26.80412
2024-02-25,52.06185
2024-02-26,64.43298
2024-02-27,52.57731
2024-02-28,53.09278
2024-02-29,48.4536
2024-03-01,32.98969
2024-03-02,35.05154
2024-03-03,40.20618
2024-03-04,66.49484
2024-03-05,62.88659
2024-03-06,44.84536
2024-03-07,36.59793
2024-03-08,32.47422
2024-03-09,19.58762
2024-03-10,28.86597
2024-03-11,31.44329
2024-03-12,38.14432
2024-03-13,34.02061
2024-03-14,33.50515
2024-03-15,34.02061
2024-03-16,16.49484
2024-03-17,28.86597
2024-03-18,43.81443
2024-03-19,35.56701
2024-03-20,29.38144
