date,유언장
2020-07-09,0.51496
2020-07-10,100.0
2020-07-11,1.25673
2020-07-12,0.50162
2020-07-13,0.47227
2020-07-14,0.30684
2020-07-15,0.21879
2020-07-16,0.28283
2020-07-17,0.26148
2020-07-18,0.16009
2020-07-19,0.19744
2020-07-20,0.21345
2020-07-21,0.1841
2020-07-22,0.16809
2020-07-23,0.20011
2020-07-24,0.17877
2020-07-25,0.18944
2020-07-26,0.15742
2020-07-27,0.17877
2020-07-28,0.17877
2020-07-29,0.23747
2020-07-30,0.20011
2020-07-31,0.14675
2020-08-01,0.13607
2020-08-02,0.13874
2020-08-03,0.14141
2020-08-04,0.18944
2020-08-05,0.21079
2020-08-06,0.19478
2020-08-07,0.17877
2020-08-08,0.17076
2020-08-09,0.1254
2020-08-10,0.21345
2020-08-11,0.19478
2020-08-12,0.20278
2020-08-13,0.17076
2020-08-14,0.15208
2020-08-15,0.12007
2020-08-16,0.16276
2020-08-17,0.14141
2020-08-18,0.13341
2020-08-19,0.13074
2020-08-20,0.16009
2020-08-21,0.12273
2020-08-22,0.10939
2020-08-23,0.10406
2020-08-24,0.13341
2020-08-25,0.17343
2020-08-26,0.15208
2020-08-27,0.17076
2020-08-28,0.17343
2020-08-29,0.13341
2020-08-30,0.15742
2020-08-31,0.19211
2020-09-01,0.22146
2020-09-02,0.21079
2020-09-03,0.19744
2020-09-04,0.16809
2020-09-05,0.17877
2020-09-06,0.12273
2020-09-07,0.17076
2020-09-08,0.17343
2020-09-09,0.20812
2020-09-10,0.1841
2020-09-11,0.16009
2020-09-12,0.18944
2020-09-13,0.1761
2020-09-14,0.24547
2020-09-15,0.38422
2020-09-16,0.35754
2020-09-17,0.33086
2020-09-18,0.25348
2020-09-19,0.1841
2020-09-20,0.21612
2020-09-21,0.28283
2020-09-22,0.20011
2020-09-23,0.26415
2020-09-24,0.39756
2020-09-25,0.19478
2020-09-26,0.18143
2020-09-27,0.14942
2020-09-28,0.25081
2020-09-29,0.22146
2020-09-30,0.21079
2020-10-01,0.1841
2020-10-02,0.17076
2020-10-03,0.17877
2020-10-04,0.18944
2020-10-05,0.23747
2020-10-06,0.26148
2020-10-07,0.22146
2020-10-08,0.2855
2020-10-09,0.19744
2020-10-10,0.17343
2020-10-11,0.24547
2020-10-12,0.23213
2020-10-13,0.22413
2020-10-14,0.1841
2020-10-15,0.17877
2020-10-16,0.1841
2020-10-17,0.15208
2020-10-18,0.15475
2020-10-19,0.16276
2020-10-20,0.1761
2020-10-21,0.22413
2020-10-22,0.16276
2020-10-23,0.16809
2020-10-24,0.14675
2020-10-25,0.30684
2020-10-26,0.48828
2020-10-27,0.28283
2020-10-28,0.47761
2020-10-29,0.34953
2020-10-30,0.28016
2020-10-31,0.1841
2020-11-01,0.30684
2020-11-02,0.42958
2020-11-03,0.35754
2020-11-04,0.27482
2020-11-05,0.22679
2020-11-06,0.19744
2020-11-07,0.13074
2020-11-08,0.20011
2020-11-09,0.31751
2020-11-10,0.21345
2020-11-11,0.33619
2020-11-12,0.23747
2020-11-13,0.18677
2020-11-14,0.14408
2020-11-15,0.19478
2020-11-16,0.33886
2020-11-17,0.24547
2020-11-18,0.36554
2020-11-19,0.25881
2020-11-20,0.1761
2020-11-21,0.2428
2020-11-22,0.30417
2020-11-23,0.29617
2020-11-24,0.3522
2020-11-25,0.34687
2020-11-26,0.25881
2020-11-27,0.32552
2020-11-28,0.21079
2020-11-29,0.23213
2020-11-30,0.32552
2020-12-01,0.33086
2020-12-02,0.37888
2020-12-03,0.33086
2020-12-04,0.27482
2020-12-05,0.21612
2020-12-06,0.2428
2020-12-07,0.28283
2020-12-08,0.30417
2020-12-09,0.31751
2020-12-10,0.22679
2020-12-11,0.24014
2020-12-12,0.26148
2020-12-13,0.33886
2020-12-14,0.24814
2020-12-15,0.25881
2020-12-16,0.21345
2020-12-17,0.21079
2020-12-18,0.25081
2020-12-19,0.10672
2020-12-20,0.18677
2020-12-21,0.2855
2020-12-22,0.25081
2020-12-23,0.21079
2020-12-24,0.31485
2020-12-25,0.14141
2020-12-26,0.14942
2020-12-27,0.18677
2020-12-28,0.20812
2020-12-29,0.19744
2020-12-30,0.27215
2020-12-31,0.2348
2021-01-01,0.17877
2021-01-02,0.22146
2021-01-03,0.20545
2021-01-04,0.21612
2021-01-05,0.30151
2021-01-06,0.21879
2021-01-07,0.19744
2021-01-08,0.16543
2021-01-09,0.14408
2021-01-10,0.15742
2021-01-11,0.17877
2021-01-12,0.17877
2021-01-13,0.22413
2021-01-14,0.25081
2021-01-15,0.26682
2021-01-16,0.20545
2021-01-17,0.23747
2021-01-18,0.21879
2021-01-19,0.24014
2021-01-20,0.28283
2021-01-21,0.24014
2021-01-22,0.28283
2021-01-23,0.20812
2021-01-24,0.16543
2021-01-25,0.22679
2021-01-26,0.21345
2021-01-27,0.21079
2021-01-28,0.18677
2021-01-29,0.25881
2021-01-30,0.22146
2021-01-31,0.13341
2021-02-01,0.30151
2021-02-02,0.21612
2021-02-03,0.20011
2021-02-04,0.20812
2021-02-05,0.18143
2021-02-06,0.14141
2021-02-07,0.15475
2021-02-08,0.19478
2021-02-09,0.20545
2021-02-10,0.18143
2021-02-11,0.19744
2021-02-12,0.20011
2021-02-13,0.41357
2021-02-14,0.25081
2021-02-15,0.26682
2021-02-16,0.19744
2021-02-17,0.20011
2021-02-18,0.23213
2021-02-19,0.22413
2021-02-20,0.22679
2021-02-21,0.19211
2021-02-22,0.25615
2021-02-23,0.19478
2021-02-24,0.20812
2021-02-25,0.21612
2021-02-26,0.19211
2021-02-27,0.17877
2021-02-28,0.18677
2021-03-01,0.19744
2021-03-02,0.15742
2021-03-03,0.20278
2021-03-04,0.20812
2021-03-05,0.14942
2021-03-06,0.12273
2021-03-07,0.18677
2021-03-08,0.21612
2021-03-09,0.16809
2021-03-10,0.16009
2021-03-11,0.15208
2021-03-12,0.16809
2021-03-13,0.16276
2021-03-14,0.16809
2021-03-15,0.18143
2021-03-16,0.25081
2021-03-17,0.21079
2021-03-18,0.25615
2021-03-19,0.21079
2021-03-20,0.13607
2021-03-21,0.15475
2021-03-22,0.25615
2021-03-23,0.25081
2021-03-24,0.18944
2021-03-25,0.28016
2021-03-26,0.23213
2021-03-27,0.20545
2021-03-28,0.27482
2021-03-29,0.21879
2021-03-30,0.20812
2021-03-31,0.2935
2021-04-01,0.28816
2021-04-02,0.2428
2021-04-03,0.22679
2021-04-04,0.14141
2021-04-05,0.2428
2021-04-06,0.23213
2021-04-07,0.26949
2021-04-08,0.28816
2021-04-09,0.17343
2021-04-10,0.20011
2021-04-11,0.1841
2021-04-12,0.20011
2021-04-13,0.24814
2021-04-14,0.17877
2021-04-15,0.14942
2021-04-16,0.16276
2021-04-17,0.18143
2021-04-18,0.19744
2021-04-19,0.28816
2021-04-20,0.20812
2021-04-21,0.22146
2021-04-22,0.1841
2021-04-23,0.19744
2021-04-24,0.19744
2021-04-25,0.22146
2021-04-26,0.29617
2021-04-27,0.31218
2021-04-28,0.41357
2021-04-29,0.31485
2021-04-30,0.21879
2021-05-01,0.21079
2021-05-02,0.22413
2021-05-03,0.27482
2021-05-04,0.31751
2021-05-05,0.20278
2021-05-06,0.28283
2021-05-07,0.32018
2021-05-08,0.24014
2021-05-09,0.28016
2021-05-10,0.30684
2021-05-11,0.27482
2021-05-12,0.26682
2021-05-13,0.45093
2021-05-14,0.26949
2021-05-15,0.21879
2021-05-16,0.22146
2021-05-17,0.27749
2021-05-18,0.24814
2021-05-19,0.25615
2021-05-20,0.32552
2021-05-21,0.33086
2021-05-22,0.28016
2021-05-23,0.23747
2021-05-24,0.37088
2021-05-25,0.28283
2021-05-26,0.26949
2021-05-27,0.30417
2021-05-28,0.29083
2021-05-29,0.30684
2021-05-30,0.40557
2021-05-31,0.31218
2021-06-01,0.26415
2021-06-02,0.30151
2021-06-03,0.26148
2021-06-04,0.24014
2021-06-05,0.25081
2021-06-06,0.27482
2021-06-07,0.28283
2021-06-08,0.26949
2021-06-09,0.24547
2021-06-10,0.2428
2021-06-11,0.26682
2021-06-12,0.29083
2021-06-13,0.30951
2021-06-14,0.36821
2021-06-15,0.35754
2021-06-16,0.2855
2021-06-17,0.33352
2021-06-18,0.34687
2021-06-19,0.2855
2021-06-20,0.20545
2021-06-21,0.32285
2021-06-22,0.20812
2021-06-23,0.18944
2021-06-24,0.22413
2021-06-25,0.18143
2021-06-26,0.16009
2021-06-27,0.14675
2021-06-28,0.20812
2021-06-29,0.16543
2021-06-30,0.15475
2021-07-01,0.21879
2021-07-02,0.1761
2021-07-03,0.13074
2021-07-04,0.21345
2021-07-05,0.22946
2021-07-06,0.20812
2021-07-07,0.15208
2021-07-08,0.22413
2021-07-09,0.29083
2021-07-10,0.1841
2021-07-11,0.22413
2021-07-12,0.30951
2021-07-13,0.24014
2021-07-14,0.26682
2021-07-15,0.26949
2021-07-16,0.17343
2021-07-17,0.1841
2021-07-18,0.17877
2021-07-19,0.21612
2021-07-20,0.19478
2021-07-21,0.17343
2021-07-22,0.20545
2021-07-23,0.20278
2021-07-24,0.18143
2021-07-25,0.13874
2021-07-26,0.13874
2021-07-27,0.2428
2021-07-28,0.3522
2021-07-29,0.25348
2021-07-30,0.20812
2021-07-31,0.19478
2021-08-01,0.21612
2021-08-02,0.25615
2021-08-03,0.24014
2021-08-04,0.24547
2021-08-05,0.26949
2021-08-06,0.28016
2021-08-07,0.25348
2021-08-08,0.22946
2021-08-09,0.26148
2021-08-10,0.34687
2021-08-11,0.3442
2021-08-12,0.39489
2021-08-13,0.36554
2021-08-14,0.27482
2021-08-15,0.34153
2021-08-16,0.25615
2021-08-17,0.30417
2021-08-18,0.30151
2021-08-19,0.32552
2021-08-20,0.25615
2021-08-21,0.23213
2021-08-22,0.21345
2021-08-23,0.23213
2021-08-24,0.24814
2021-08-25,0.28816
2021-08-26,0.26148
2021-08-27,0.33352
2021-08-28,0.24814
2021-08-29,0.21079
2021-08-30,0.31218
2021-08-31,0.24814
2021-09-01,0.23213
2021-09-02,0.32552
2021-09-03,0.2935
2021-09-04,0.23747
2021-09-05,0.31485
2021-09-06,0.34153
2021-09-07,0.42958
2021-09-08,0.34687
2021-09-09,0.36821
2021-09-10,0.34687
2021-09-11,0.3442
2021-09-12,0.32819
2021-09-13,0.39756
2021-09-14,0.5123
2021-09-15,0.37088
2021-09-16,0.33619
2021-09-17,0.31218
2021-09-18,0.25615
2021-09-19,0.27482
2021-09-20,0.22146
2021-09-21,0.26949
2021-09-22,0.35487
2021-09-23,0.43759
2021-09-24,0.32819
2021-09-25,0.33086
2021-09-26,0.3442
2021-09-27,0.46427
2021-09-28,0.4029
2021-09-29,0.4109
2021-09-30,0.31751
2021-10-01,0.30417
2021-10-02,0.27215
2021-10-03,0.23213
2021-10-04,0.32552
2021-10-05,0.36021
2021-10-06,0.33352
2021-10-07,0.26682
2021-10-08,0.37622
2021-10-09,0.24547
2021-10-10,0.32018
2021-10-11,0.31751
2021-10-12,0.4109
2021-10-13,0.36287
2021-10-14,0.23213
2021-10-15,0.32018
2021-10-16,0.29617
2021-10-17,0.36287
2021-10-18,0.27482
2021-10-19,0.30417
2021-10-20,0.31218
2021-10-21,0.33352
2021-10-22,0.25348
2021-10-23,0.1841
2021-10-24,0.30951
2021-10-25,0.32819
2021-10-26,0.37088
2021-10-27,0.30417
2021-10-28,0.32018
2021-10-29,0.30684
2021-10-30,0.20545
2021-10-31,0.21079
2021-11-01,0.2855
2021-11-02,0.30684
2021-11-03,0.32285
2021-11-04,0.2935
2021-11-05,0.21345
2021-11-06,0.30151
2021-11-07,0.37888
2021-11-08,0.31485
2021-11-09,0.36287
2021-11-10,0.44559
2021-11-11,0.38422
2021-11-12,0.30951
2021-11-13,0.31751
2021-11-14,0.30417
2021-11-15,0.34153
2021-11-16,0.27749
2021-11-17,0.29617
2021-11-18,0.30151
2021-11-19,0.34953
2021-11-20,0.2855
2021-11-21,0.4029
2021-11-22,0.36821
2021-11-23,0.35487
2021-11-24,0.39489
2021-11-25,0.36821
2021-11-26,0.3522
2021-11-27,0.20545
2021-11-28,0.37088
2021-11-29,0.41891
2021-11-30,0.35754
2021-12-01,0.35487
2021-12-02,0.29884
2021-12-03,0.32018
2021-12-04,0.24814
2021-12-05,0.30151
2021-12-06,0.37622
2021-12-07,0.33352
2021-12-08,0.34687
2021-12-09,0.40823
2021-12-10,0.41891
2021-12-11,0.33886
2021-12-12,0.32819
2021-12-13,0.30151
2021-12-14,0.27482
2021-12-15,0.31218
2021-12-16,0.27215
2021-12-17,0.22146
2021-12-18,0.19211
2021-12-19,0.20011
2021-12-20,0.26415
2021-12-21,0.33086
2021-12-22,0.24014
2021-12-23,0.38956
2021-12-24,0.24547
2021-12-25,0.30951
2021-12-26,0.34953
2021-12-27,0.2855
2021-12-28,0.28283
2021-12-29,0.20278
2021-12-30,0.30417
2021-12-31,0.21079
2022-01-01,0.13607
2022-01-02,0.29083
2022-01-03,0.30151
2022-01-04,0.26949
2022-01-05,0.26682
2022-01-06,0.20812
2022-01-07,0.22946
2022-01-08,0.23213
2022-01-09,0.2348
2022-01-10,0.2348
2022-01-11,0.23213
2022-01-12,0.2428
2022-01-13,0.25348
2022-01-14,0.24814
2022-01-15,0.16009
2022-01-16,0.21079
2022-01-17,0.22146
2022-01-18,0.22946
2022-01-19,0.30684
2022-01-20,0.22413
2022-01-21,0.32552
2022-01-22,0.24014
2022-01-23,0.33352
2022-01-24,0.24014
2022-01-25,0.24014
2022-01-26,0.28283
2022-01-27,0.26949
2022-01-28,0.25081
2022-01-29,0.24814
2022-01-30,0.19211
2022-01-31,0.26415
2022-02-01,0.30151
2022-02-02,0.37622
2022-02-03,0.33086
2022-02-04,0.25881
2022-02-05,0.27482
2022-02-06,0.26682
2022-02-07,0.2855
2022-02-08,0.26148
2022-02-09,0.20278
2022-02-10,0.2935
2022-02-11,0.23213
2022-02-12,0.23747
2022-02-13,0.25348
2022-02-14,0.42424
2022-02-15,0.30151
2022-02-16,0.25615
2022-02-17,0.25081
2022-02-18,0.26148
2022-02-19,0.34153
2022-02-20,0.2935
2022-02-21,0.24014
2022-02-22,0.2428
2022-02-23,0.27482
2022-02-24,0.29884
2022-02-25,0.28816
2022-02-26,0.18677
2022-02-27,0.26415
2022-02-28,0.25081
2022-03-01,0.27215
2022-03-02,0.24814
2022-03-03,0.20812
2022-03-04,0.20545
2022-03-05,0.19211
2022-03-06,0.28283
2022-03-07,0.2855
2022-03-08,0.21612
2022-03-09,0.2428
2022-03-10,0.28283
2022-03-11,0.22413
2022-03-12,0.21612
2022-03-13,0.21879
2022-03-14,0.25081
2022-03-15,0.28016
2022-03-16,0.26148
2022-03-17,0.32285
2022-03-18,0.29617
2022-03-19,0.23747
2022-03-20,0.27215
2022-03-21,0.3442
2022-03-22,0.33619
2022-03-23,0.37355
2022-03-24,0.31485
2022-03-25,0.27215
2022-03-26,0.2428
2022-03-27,0.3522
2022-03-28,0.30684
2022-03-29,0.30417
2022-03-30,0.34153
2022-03-31,0.48294
2022-04-01,0.33086
2022-04-02,0.24547
2022-04-03,0.26148
2022-04-04,0.37888
2022-04-05,0.37888
2022-04-06,0.39756
2022-04-07,0.37622
2022-04-08,0.33886
2022-04-09,0.25081
2022-04-10,0.20545
2022-04-11,0.34687
2022-04-12,0.32819
2022-04-13,0.24814
2022-04-14,0.29884
2022-04-15,0.30151
2022-04-16,0.26148
2022-04-17,0.25081
2022-04-18,0.3522
2022-04-19,0.32285
2022-04-20,0.31751
2022-04-21,0.21079
2022-04-22,0.22413
2022-04-23,0.26415
2022-04-24,0.26148
2022-04-25,0.33086
2022-04-26,0.30951
2022-04-27,0.25881
2022-04-28,0.28816
2022-04-29,0.27749
2022-04-30,0.25348
2022-05-01,0.34153
2022-05-02,0.36287
2022-05-03,0.4029
2022-05-04,0.28283
2022-05-05,0.25615
2022-05-06,0.28016
2022-05-07,0.26148
2022-05-08,0.39223
2022-05-09,0.41624
2022-05-10,0.32285
2022-05-11,0.35754
2022-05-12,0.2855
2022-05-13,0.39756
2022-05-14,0.32018
2022-05-15,0.30951
2022-05-16,0.30951
2022-05-17,0.39489
2022-05-18,0.35754
2022-05-19,0.37622
2022-05-20,0.31485
2022-05-21,0.30951
2022-05-22,0.42158
2022-05-23,0.38155
2022-05-24,0.4109
2022-05-25,0.37088
2022-05-26,0.34687
2022-05-27,0.33086
2022-05-28,0.21079
2022-05-29,0.34153
2022-05-30,0.3442
2022-05-31,0.29617
2022-06-01,0.25615
2022-06-02,0.29884
2022-06-03,0.30951
2022-06-04,0.2935
2022-06-05,0.31751
2022-06-06,0.36821
2022-06-07,0.44826
2022-06-08,0.33352
2022-06-09,0.34953
2022-06-10,0.29884
2022-06-11,0.40557
2022-06-12,0.52297
2022-06-13,0.33352
2022-06-14,0.50963
2022-06-15,0.48294
2022-06-16,0.42958
2022-06-17,0.34687
2022-06-18,0.26949
2022-06-19,0.41624
2022-06-20,0.37355
2022-06-21,0.25348
2022-06-22,0.29083
2022-06-23,0.30151
2022-06-24,0.22146
2022-06-25,0.26148
2022-06-26,0.22679
2022-06-27,0.26148
2022-06-28,0.28816
2022-06-29,0.2428
2022-06-30,0.28016
2022-07-01,0.20812
2022-07-02,0.16009
2022-07-03,0.16009
2022-07-04,0.2348
2022-07-05,0.37355
2022-07-06,0.30951
2022-07-07,0.33619
2022-07-08,0.37355
2022-07-09,0.23213
2022-07-10,0.26148
2022-07-11,0.3442
2022-07-12,0.3442
2022-07-13,0.3442
2022-07-14,0.2935
2022-07-15,0.19744
2022-07-16,0.16543
2022-07-17,0.2935
2022-07-18,0.31218
2022-07-19,0.28016
2022-07-20,0.18677
2022-07-21,0.25081
2022-07-22,0.22146
2022-07-23,0.2348
2022-07-24,0.25615
2022-07-25,0.26415
2022-07-26,0.24547
2022-07-27,0.1841
2022-07-28,0.26415
2022-07-29,0.25081
2022-07-30,0.18677
2022-07-31,0.22146
2022-08-01,0.24814
2022-08-02,0.28016
2022-08-03,0.28283
2022-08-04,0.25881
2022-08-05,0.18143
2022-08-06,0.18143
2022-08-07,0.16809
2022-08-08,0.26682
2022-08-09,0.2428
2022-08-10,0.26949
2022-08-11,0.22413
2022-08-12,0.2428
2022-08-13,0.18677
2022-08-14,0.14675
2022-08-15,0.14675
2022-08-16,0.21879
2022-08-17,0.20278
2022-08-18,0.24014
2022-08-19,0.21345
2022-08-20,0.15208
2022-08-21,0.19478
2022-08-22,0.28016
2022-08-23,0.27215
2022-08-24,0.31751
2022-08-25,0.21879
2022-08-26,0.21079
2022-08-27,0.14942
2022-08-28,0.21612
2022-08-29,0.2348
2022-08-30,0.26148
2022-08-31,0.33619
2022-09-01,0.33086
2022-09-02,0.24547
2022-09-03,0.20545
2022-09-04,0.20812
2022-09-05,0.21079
2022-09-06,0.25348
2022-09-07,0.27482
2022-09-08,0.26415
2022-09-09,0.19478
2022-09-10,0.23747
2022-09-11,0.24547
2022-09-12,0.32552
2022-09-13,0.32018
2022-09-14,0.30417
2022-09-15,0.26415
2022-09-16,0.26415
2022-09-17,0.17343
2022-09-18,0.30951
2022-09-19,0.29884
2022-09-20,0.21345
2022-09-21,0.36287
2022-09-22,0.28283
2022-09-23,0.30684
2022-09-24,0.19211
2022-09-25,0.24014
2022-09-26,0.27215
2022-09-27,0.26415
2022-09-28,0.19478
2022-09-29,0.25081
2022-09-30,0.26148
2022-10-01,0.20011
2022-10-02,0.22146
2022-10-03,0.22679
2022-10-04,0.27749
2022-10-05,0.21079
2022-10-06,0.32819
2022-10-07,0.20545
2022-10-08,0.20011
2022-10-09,0.21612
2022-10-10,0.22413
2022-10-11,0.29083
2022-10-12,0.21345
2022-10-13,0.19211
2022-10-14,0.20011
2022-10-15,0.13074
2022-10-16,0.21345
2022-10-17,0.25081
2022-10-18,0.22146
2022-10-19,0.22413
2022-10-20,0.25615
2022-10-21,0.20545
2022-10-22,0.18143
2022-10-23,0.28816
2022-10-24,0.29617
2022-10-25,0.19744
2022-10-26,0.21879
2022-10-27,0.18677
2022-10-28,0.19478
2022-10-29,0.18677
2022-10-30,0.18677
2022-10-31,0.25881
2022-11-01,0.35487
2022-11-02,0.18944
2022-11-03,0.22413
2022-11-04,0.14942
2022-11-05,0.23213
2022-11-06,0.34953
2022-11-07,0.31218
2022-11-08,0.33619
2022-11-09,0.31218
2022-11-10,0.32552
2022-11-11,0.35487
2022-11-12,0.23747
2022-11-13,0.32018
2022-11-14,0.3522
2022-11-15,0.31218
2022-11-16,0.32285
2022-11-17,0.28283
2022-11-18,0.27215
2022-11-19,0.18143
2022-11-20,0.36021
2022-11-21,0.25615
2022-11-22,0.27749
2022-11-23,0.27482
2022-11-24,0.23213
2022-11-25,0.25081
2022-11-26,0.21612
2022-11-27,0.31218
2022-11-28,0.28816
2022-11-29,0.34153
2022-11-30,0.30951
2022-12-01,0.27215
2022-12-02,0.2348
2022-12-03,0.14942
2022-12-04,0.31751
2022-12-05,0.24814
2022-12-06,0.31218
2022-12-07,0.27482
2022-12-08,0.28816
2022-12-09,0.20278
2022-12-10,0.12807
2022-12-11,0.25881
2022-12-12,0.22413
2022-12-13,0.26415
2022-12-14,0.16276
2022-12-15,0.23213
2022-12-16,0.19211
2022-12-17,0.39223
2022-12-18,0.66438
2022-12-19,0.33086
2022-12-20,0.25615
2022-12-21,0.21079
2022-12-22,0.2855
2022-12-23,0.20812
2022-12-24,0.1761
2022-12-25,0.24547
2022-12-26,0.22679
2022-12-27,0.26682
2022-12-28,0.19744
2022-12-29,0.21612
2022-12-30,0.22946
2022-12-31,0.14942
2023-01-01,0.18677
2023-01-02,0.2855
2023-01-03,0.20278
2023-01-04,0.27482
2023-01-05,0.15742
2023-01-06,0.21079
2023-01-07,0.19211
2023-01-08,0.22146
2023-01-09,0.29617
2023-01-10,0.21079
2023-01-11,0.22679
2023-01-12,0.20011
2023-01-13,0.20278
2023-01-14,0.16276
2023-01-15,0.16276
2023-01-16,0.19478
2023-01-17,0.1841
2023-01-18,0.16543
2023-01-19,0.20011
2023-01-20,0.17343
2023-01-21,0.16809
2023-01-22,0.21079
2023-01-23,0.27482
2023-01-24,0.26949
2023-01-25,0.25881
2023-01-26,0.2348
2023-01-27,0.22946
2023-01-28,0.19211
2023-01-29,0.16543
2023-01-30,0.18143
2023-01-31,0.17076
2023-02-01,0.19211
2023-02-02,0.20278
2023-02-03,0.1761
2023-02-04,0.16009
2023-02-05,0.20011
2023-02-06,0.22413
2023-02-07,0.26415
2023-02-08,0.25081
2023-02-09,0.21612
2023-02-10,0.21879
2023-02-11,0.20812
2023-02-12,0.23213
2023-02-13,0.28283
2023-02-14,0.18944
2023-02-15,0.22679
2023-02-16,0.19211
2023-02-17,0.17076
2023-02-18,0.17877
2023-02-19,0.23747
2023-02-20,0.21079
2023-02-21,0.15475
2023-02-22,0.22146
2023-02-23,0.21079
2023-02-24,0.19478
2023-02-25,0.15742
2023-02-26,0.15742
2023-02-27,0.20278
2023-02-28,0.17343
2023-03-01,0.20545
2023-03-02,0.21079
2023-03-03,0.16276
2023-03-04,0.19478
2023-03-05,0.19478
2023-03-06,0.1761
2023-03-07,0.17343
2023-03-08,0.25881
2023-03-09,0.19478
2023-03-10,0.33352
2023-03-11,0.27749
2023-03-12,0.2428
2023-03-13,0.32018
2023-03-14,0.21079
2023-03-15,0.20812
2023-03-16,0.26682
2023-03-17,0.20812
2023-03-18,0.17343
2023-03-19,0.15475
2023-03-20,0.24547
2023-03-21,0.21079
2023-03-22,0.14942
2023-03-23,0.15208
2023-03-24,0.17343
2023-03-25,0.18944
2023-03-26,0.17877
2023-03-27,0.22146
2023-03-28,0.2428
2023-03-29,0.25881
2023-03-30,0.16543
2023-03-31,0.25081
2023-04-01,0.20545
2023-04-02,0.24014
2023-04-03,0.19744
2023-04-04,0.25615
2023-04-05,0.30951
2023-04-06,0.24814
2023-04-07,0.21879
2023-04-08,0.16543
2023-04-09,0.23213
2023-04-10,0.26949
2023-04-11,0.25615
2023-04-12,0.24547
2023-04-13,0.28283
2023-04-14,0.20011
2023-04-15,0.25615
2023-04-16,0.25081
2023-04-17,0.3442
2023-04-18,0.26415
2023-04-19,0.23213
2023-04-20,0.26682
2023-04-21,0.30684
2023-04-22,0.41624
2023-04-23,0.58434
2023-04-24,0.4696
2023-04-25,0.48028
2023-04-26,0.44559
2023-04-27,0.3442
2023-04-28,0.27749
2023-04-29,0.23213
2023-04-30,0.27215
2023-05-01,0.28283
2023-05-02,0.26148
2023-05-03,0.27482
2023-05-04,0.22413
2023-05-05,0.23213
2023-05-06,0.25081
2023-05-07,0.25881
2023-05-08,0.31485
2023-05-09,0.2428
2023-05-10,0.24814
2023-05-11,0.27482
2023-05-12,0.24014
2023-05-13,0.20278
2023-05-14,0.20278
2023-05-15,0.25348
2023-05-16,0.34153
2023-05-17,0.31485
2023-05-18,0.32018
2023-05-19,0.23747
2023-05-20,0.20812
2023-05-21,0.35487
2023-05-22,0.48828
2023-05-23,0.30417
2023-05-24,0.31751
2023-05-25,0.30417
2023-05-26,0.26148
2023-05-27,0.17877
2023-05-28,0.22679
