date,록히드마틴
2020-07-23,5.91704
2020-07-24,3.65637
2020-07-25,2.96835
2020-07-26,2.77177
2020-07-27,3.16493
2020-07-28,3.69569
2020-07-29,4.59996
2020-07-30,3.34185
2020-07-31,2.96835
2020-08-01,2.06408
2020-08-02,2.26066
2020-08-03,3.02732
2020-08-04,2.83074
2020-08-05,3.51877
2020-08-06,3.08629
2020-08-07,3.34185
2020-08-08,2.57519
2020-08-09,1.94613
2020-08-10,3.04698
2020-08-11,3.81364
2020-08-12,4.30509
2020-08-13,3.32219
2020-08-14,3.67603
2020-08-15,3.45979
2020-08-16,2.81108
2020-08-17,2.88971
2020-08-18,3.30253
2020-08-19,3.73501
2020-08-20,4.24611
2020-08-21,5.36662
2020-08-22,4.2068
2020-08-23,4.59996
2020-08-24,6.56575
2020-08-25,6.13328
2020-08-26,5.01277
2020-08-27,4.81619
2020-08-28,4.56064
2020-08-29,3.5974
2020-08-30,3.71535
2020-08-31,4.42303
2020-09-01,5.11106
2020-09-02,4.83585
2020-09-03,6.54609
2020-09-04,5.52388
2020-09-05,3.67603
2020-09-06,3.65637
2020-09-07,4.16748
2020-09-08,4.26577
2020-09-09,6.4478
2020-09-10,5.36662
2020-09-11,4.73756
2020-09-12,4.14782
2020-09-13,3.34185
2020-09-14,4.2068
2020-09-15,5.03243
2020-09-16,4.93414
2020-09-17,4.75722
2020-09-18,5.20935
2020-09-19,3.67603
2020-09-20,3.32219
2020-09-21,5.30764
2020-09-22,5.05209
2020-09-23,4.18714
2020-09-24,5.50422
2020-09-25,4.28543
2020-09-26,3.51877
2020-09-27,3.45979
2020-09-28,4.61961
2020-09-29,5.22901
2020-09-30,5.48456
2020-10-01,5.77943
2020-10-02,5.60251
2020-10-03,4.65893
2020-10-04,3.65637
2020-10-05,4.16748
2020-10-06,5.24867
2020-10-07,5.20935
2020-10-08,4.75722
2020-10-09,3.9709
2020-10-10,3.45979
2020-10-11,3.87261
2020-10-12,4.14782
2020-10-13,4.91448
2020-10-14,4.93414
2020-10-15,4.83585
2020-10-16,4.73756
2020-10-17,2.988
2020-10-18,2.8504
2020-10-19,3.5974
2020-10-20,5.13072
2020-10-21,9.71102
2020-10-22,7.35207
2020-10-23,7.72557
2020-10-24,6.25122
2020-10-25,4.69825
2020-10-26,8.0401
2020-10-27,8.72813
2020-10-28,8.0401
2020-10-29,6.32986
2020-10-30,6.09396
2020-10-31,4.12816
2020-11-01,3.99056
2020-11-02,4.56064
2020-11-03,5.97601
2020-11-04,10.55632
2020-11-05,7.68625
2020-11-06,5.60251
2020-11-07,4.2068
2020-11-08,2.92903
2020-11-09,6.95891
2020-11-10,9.1606
2020-11-11,6.29054
2020-11-12,6.11362
2020-11-13,4.54098
2020-11-14,3.57774
2020-11-15,2.77177
2020-11-16,6.64438
2020-11-17,6.60507
2020-11-18,6.21191
2020-11-19,5.85806
2020-11-20,4.5803
2020-11-21,3.3615
2020-11-22,2.75211
2020-11-23,4.48201
2020-11-24,5.13072
2020-11-25,4.9538
2020-11-26,4.61961
2020-11-27,3.71535
2020-11-28,4.22645
2020-11-29,3.18458
2020-11-30,3.95124
2020-12-01,6.46746
2020-12-02,6.19225
2020-12-03,7.60762
2020-12-04,7.19481
2020-12-05,5.24867
2020-12-06,6.09396
2020-12-07,7.27344
2020-12-08,9.08197
2020-12-09,14.09475
2020-12-10,9.77
2020-12-11,9.3965
2020-12-12,8.0401
2020-12-13,5.07175
2020-12-14,6.64438
2020-12-15,9.10163
2020-12-16,10.49734
2020-12-17,10.79221
2020-12-18,9.63239
2020-12-19,8.0401
2020-12-20,4.63927
2020-12-21,11.85374
2020-12-22,13.76056
2020-12-23,11.99135
2020-12-24,9.14094
2020-12-25,7.0572
2020-12-26,4.26577
2020-12-27,4.04953
2020-12-28,6.89994
2020-12-29,7.8042
2020-12-30,8.61018
2020-12-31,7.09652
2021-01-01,5.81875
2021-01-02,4.52132
2021-01-03,4.56064
2021-01-04,6.8213
2021-01-05,15.35286
2021-01-06,10.59563
2021-01-07,11.73579
2021-01-08,15.92294
2021-01-09,20.93571
2021-01-10,13.6033
2021-01-11,17.55455
2021-01-12,20.69982
2021-01-13,19.79555
2021-01-14,19.59897
2021-01-15,21.23058
2021-01-16,14.1144
2021-01-17,12.28621
2021-01-18,12.06998
2021-01-19,13.72125
2021-01-20,18.73402
2021-01-21,20.46392
2021-01-22,21.15195
2021-01-23,14.99901
2021-01-24,13.79988
2021-01-25,21.58443
2021-01-26,22.6263
2021-01-27,32.08177
2021-01-28,19.55966
2021-01-29,19.40239
2021-01-30,14.38962
2021-01-31,11.40161
2021-02-01,15.56909
2021-02-02,21.89895
2021-02-03,25.1032
2021-02-04,21.46648
2021-02-05,21.17161
2021-02-06,14.9597
2021-02-07,13.9768
2021-02-08,18.16394
2021-02-09,19.44171
2021-02-10,20.22803
2021-02-11,16.19815
2021-02-12,16.86652
2021-02-13,17.61352
2021-02-14,27.73736
2021-02-15,34.97149
2021-02-16,35.93473
2021-02-17,42.04835
2021-02-18,33.79201
2021-02-19,25.90918
2021-02-20,21.74169
2021-02-21,13.70159
2021-02-22,21.01435
2021-02-23,31.74759
2021-02-24,27.01002
2021-02-25,28.3271
2021-02-26,23.19638
2021-02-27,21.15195
2021-02-28,12.67937
2021-03-01,16.86652
2021-03-02,23.25535
2021-03-03,20.69982
2021-03-04,19.99213
2021-03-05,18.14428
2021-03-06,15.11696
2021-03-07,15.74601
2021-03-08,16.72891
2021-03-09,20.20837
2021-03-10,21.89895
2021-03-11,19.38274
2021-03-12,20.12974
2021-03-13,19.34342
2021-03-14,12.42382
2021-03-15,19.71692
2021-03-16,28.11087
2021-03-17,20.26734
2021-03-18,23.07843
2021-03-19,25.26046
2021-03-20,14.42893
2021-03-21,12.64006
2021-03-22,15.52978
2021-03-23,15.17593
2021-03-24,17.47591
2021-03-25,18.38018
2021-03-26,17.33831
2021-03-27,12.69903
2021-03-28,10.02555
2021-03-29,15.80499
2021-03-30,26.0861
2021-03-31,16.41438
2021-04-01,13.99646
2021-04-02,12.54177
2021-04-03,8.23668
2021-04-04,5.81875
2021-04-05,10.22213
2021-04-06,14.03577
2021-04-07,12.91527
2021-04-08,12.011
2021-04-09,17.31865
2021-04-10,12.06998
2021-04-11,8.1777
2021-04-12,10.10418
2021-04-13,13.89817
2021-04-14,13.50501
2021-04-15,13.32809
2021-04-16,14.19304
2021-04-17,10.30076
2021-04-18,13.66227
2021-04-19,16.39473
2021-04-20,16.35541
2021-04-21,14.94004
2021-04-22,12.91527
2021-04-23,15.52978
2021-04-24,11.73579
2021-04-25,7.45036
2021-04-26,13.52467
2021-04-27,18.53744
2021-04-28,13.11185
2021-04-29,11.77511
2021-04-30,10.92982
2021-05-01,6.78199
2021-05-02,4.3444
2021-05-03,5.5632
2021-05-04,9.45547
2021-05-05,9.25889
2021-05-06,8.25633
2021-05-07,8.96402
2021-05-08,6.88028
2021-05-09,6.80165
2021-05-10,7.90249
2021-05-11,11.95203
2021-05-12,9.5341
2021-05-13,9.84863
2021-05-14,9.37684
2021-05-15,7.2931
2021-05-16,5.75977
2021-05-17,6.4478
2021-05-18,8.82642
2021-05-19,6.48712
2021-05-20,7.15549
2021-05-21,7.94181
2021-05-22,5.15038
2021-05-23,3.9709
2021-05-24,5.87772
2021-05-25,8.31531
2021-05-26,7.72557
2021-05-27,8.27599
2021-05-28,8.5512
2021-05-29,6.40849
2021-05-30,6.84096
2021-05-31,7.6666
2021-06-01,7.27344
2021-06-02,8.33497
2021-06-03,6.88028
2021-06-04,7.13583
2021-06-05,5.9367
2021-06-06,4.02988
2021-06-07,6.95891
2021-06-08,6.95891
2021-06-09,6.42815
2021-06-10,6.70336
2021-06-11,6.05464
2021-06-12,4.46235
2021-06-13,3.44014
2021-06-14,4.65893
2021-06-15,6.17259
2021-06-16,5.95635
2021-06-17,6.01533
2021-06-18,10.24179
2021-06-19,11.61784
2021-06-20,6.46746
2021-06-21,6.56575
2021-06-22,6.89994
2021-06-23,6.86062
2021-06-24,8.51189
2021-06-25,7.74523
2021-06-26,6.17259
2021-06-27,5.01277
2021-06-28,7.78454
2021-06-29,7.94181
2021-06-30,10.75289
2021-07-01,6.58541
2021-07-02,5.89738
2021-07-03,4.69825
2021-07-04,3.91193
2021-07-05,5.13072
2021-07-06,6.56575
2021-07-07,6.66404
2021-07-08,5.7008
2021-07-09,5.34696
2021-07-10,3.5974
2021-07-11,3.18458
2021-07-12,4.50167
2021-07-13,6.84096
2021-07-14,6.76233
2021-07-15,17.77078
2021-07-16,10.32042
2021-07-17,5.38627
2021-07-18,4.59996
2021-07-19,6.42815
2021-07-20,7.64694
2021-07-21,6.40849
2021-07-22,5.79909
2021-07-23,4.56064
2021-07-24,3.93159
2021-07-25,3.00766
2021-07-26,9.82897
2021-07-27,13.46569
2021-07-28,7.13583
2021-07-29,6.05464
2021-07-30,5.38627
2021-07-31,4.16748
2021-08-01,3.20424
2021-08-02,4.14782
2021-08-03,6.42815
2021-08-04,8.31531
2021-08-05,12.26656
2021-08-06,9.51444
2021-08-07,5.18969
2021-08-08,5.79909
2021-08-09,7.48967
2021-08-10,10.08452
2021-08-11,8.90505
2021-08-12,8.07941
2021-08-13,8.92471
2021-08-14,7.03754
2021-08-15,5.85806
2021-08-16,9.02299
2021-08-17,11.59819
2021-08-18,9.65205
2021-08-19,10.18281
2021-08-20,8.43326
2021-08-21,5.50422
2021-08-22,4.46235
2021-08-23,6.6837
2021-08-24,8.51189
2021-08-25,8.53155
2021-08-26,8.88539
2021-08-27,26.28268
2021-08-28,13.01356
2021-08-29,7.33241
2021-08-30,9.23923
2021-08-31,10.35974
2021-09-01,9.29821
2021-09-02,8.4136
2021-09-03,8.27599
2021-09-04,5.72046
2021-09-05,4.52132
2021-09-06,5.91704
2021-09-07,9.61273
2021-09-08,15.92294
2021-09-09,9.33752
2021-09-10,9.77
2021-09-11,7.72557
2021-09-12,5.0914
2021-09-13,7.76489
2021-09-14,9.78965
2021-09-15,8.72813
2021-09-16,8.29565
2021-09-17,11.73579
2021-09-18,6.64438
2021-09-19,5.07175
2021-09-20,6.27088
2021-09-21,8.47257
2021-09-22,9.12128
2021-09-23,8.5512
2021-09-24,12.42382
2021-09-25,8.39394
2021-09-26,5.05209
2021-09-27,8.61018
2021-09-28,8.5512
2021-09-29,7.2931
2021-09-30,6.99823
2021-10-01,6.40849
2021-10-02,4.56064
2021-10-03,4.14782
2021-10-04,4.79654
2021-10-05,7.0572
2021-10-06,5.95635
2021-10-07,4.91448
2021-10-08,4.83585
2021-10-09,4.14782
2021-10-10,3.02732
2021-10-11,3.99056
2021-10-12,6.05464
2021-10-13,5.91704
2021-10-14,5.72046
2021-10-15,5.77943
2021-10-16,4.87517
2021-10-17,3.47945
2021-10-18,5.26833
2021-10-19,5.91704
2021-10-20,6.19225
2021-10-21,6.56575
2021-10-22,6.91959
2021-10-23,5.26833
2021-10-24,2.53587
2021-10-25,5.68114
2021-10-26,74.56261
2021-10-27,100.0
2021-10-28,29.89974
2021-10-29,24.02201
2021-10-30,12.34519
2021-10-31,8.35462
2021-11-01,13.3674
2021-11-02,17.47591
2021-11-03,20.03145
2021-11-04,17.31865
2021-11-05,13.54432
2021-11-06,8.27599
2021-11-07,6.09396
2021-11-08,8.94436
2021-11-09,11.32298
2021-11-10,9.02299
2021-11-11,7.98112
2021-11-12,8.4136
2021-11-13,6.05464
2021-11-14,4.04953
2021-11-15,6.74267
2021-11-16,12.8563
2021-11-17,10.22213
2021-11-18,9.98623
2021-11-19,13.6033
2021-11-20,7.52899
2021-11-21,4.75722
2021-11-22,7.76489
2021-11-23,11.83408
2021-11-24,11.22469
2021-11-25,8.0401
2021-11-26,4.91448
2021-11-27,6.50678
2021-11-28,6.88028
2021-11-29,8.13839
2021-11-30,8.57086
2021-12-01,9.67171
2021-12-02,9.77
2021-12-03,6.74267
2021-12-04,7.64694
2021-12-05,7.86318
2021-12-06,6.91959
2021-12-07,7.98112
2021-12-08,7.54865
2021-12-09,7.37173
2021-12-10,7.23412
2021-12-11,6.29054
2021-12-12,4.93414
2021-12-13,5.91704
2021-12-14,6.27088
2021-12-15,6.72301
2021-12-16,8.29565
2021-12-17,6.91959
2021-12-18,6.09396
2021-12-19,4.10851
2021-12-20,5.30764
2021-12-21,7.25378
2021-12-22,6.17259
2021-12-23,6.76233
2021-12-24,5.46491
2021-12-25,3.79398
2021-12-26,3.93159
2021-12-27,6.36917
2021-12-28,7.35207
2021-12-29,6.36917
2021-12-30,5.05209
2021-12-31,5.03243
2022-01-01,3.63672
2022-01-02,3.73501
2022-01-03,3.87261
2022-01-04,9.23923
2022-01-05,9.65205
2022-01-06,7.09652
2022-01-07,5.97601
2022-01-08,4.79654
2022-01-09,4.5803
2022-01-10,6.50678
2022-01-11,9.21957
2022-01-12,6.50678
2022-01-13,6.29054
2022-01-14,7.4307
2022-01-15,6.09396
2022-01-16,3.87261
2022-01-17,4.26577
2022-01-18,5.77943
2022-01-19,10.30076
2022-01-20,8.64949
2022-01-21,8.61018
2022-01-22,7.58796
2022-01-23,4.97346
2022-01-24,12.32553
2022-01-25,27.83565
2022-01-26,27.54079
2022-01-27,18.16394
2022-01-28,11.91271
2022-01-29,9.27855
2022-01-30,4.79654
2022-01-31,5.58285
2022-02-01,8.1777
2022-02-02,8.05976
2022-02-03,10.57597
2022-02-04,8.86573
2022-02-05,5.87772
2022-02-06,3.51877
2022-02-07,5.9367
2022-02-08,9.96658
2022-02-09,8.19736
2022-02-10,7.37173
2022-02-11,9.80931
2022-02-12,43.77825
2022-02-13,16.61096
2022-02-14,25.00491
2022-02-15,24.08099
2022-02-16,13.79988
2022-02-17,14.84175
2022-02-18,18.91094
2022-02-19,13.26911
2022-02-20,7.86318
2022-02-21,9.63239
2022-02-22,24.06133
2022-02-23,16.15883
2022-02-24,75.38824
2022-02-25,41.34067
2022-02-26,20.18871
2022-02-27,11.264
2022-02-28,23.45193
2022-03-01,40.57401
2022-03-02,53.1551
2022-03-03,35.16807
2022-03-04,28.64163
2022-03-05,23.39296
2022-03-06,10.55632
2022-03-07,19.1665
2022-03-08,34.1262
2022-03-09,17.69215
2022-03-10,15.94259
2022-03-11,14.5862
2022-03-12,12.2469
2022-03-13,6.74267
2022-03-14,12.3845
2022-03-15,22.03656
2022-03-16,19.14684
2022-03-17,26.71515
2022-03-18,22.05622
2022-03-19,17.67249
2022-03-20,9.59308
2022-03-21,12.52211
2022-03-22,20.75879
2022-03-23,17.84942
2022-03-24,15.98191
2022-03-25,14.97935
2022-03-26,14.21269
2022-03-27,9.57342
2022-03-28,12.8563
2022-03-29,20.85708
2022-03-30,21.52545
2022-03-31,16.25712
2022-04-01,12.05032
2022-04-02,8.7871
2022-04-03,5.89738
2022-04-04,6.89994
2022-04-05,11.00845
2022-04-06,13.34774
2022-04-07,15.3332
2022-04-08,13.40672
2022-04-09,8.29565
2022-04-10,4.87517
2022-04-11,7.64694
2022-04-12,14.56654
2022-04-13,12.44348
2022-04-14,12.20758
2022-04-15,10.26145
2022-04-16,5.36662
2022-04-17,5.05209
2022-04-18,6.13328
2022-04-19,13.28877
2022-04-20,14.52722
2022-04-21,13.68193
2022-04-22,11.1264
2022-04-23,10.30076
2022-04-24,6.11362
2022-04-25,17.0631
2022-04-26,15.56909
2022-04-27,20.6605
2022-04-28,14.60585
2022-04-29,11.16571
2022-04-30,10.6546
2022-05-01,5.97601
2022-05-02,7.62728
2022-05-03,10.98879
2022-05-04,13.56398
2022-05-05,11.55887
2022-05-06,16.65028
2022-05-07,9.67171
2022-05-08,4.87517
2022-05-09,9.82897
2022-05-10,15.94259
2022-05-11,11.42126
2022-05-12,16.4537
2022-05-13,11.10674
2022-05-14,6.34951
2022-05-15,3.91193
2022-05-16,5.07175
2022-05-17,10.04521
2022-05-18,8.21702
2022-05-19,10.81187
2022-05-20,7.82386
2022-05-21,5.60251
2022-05-22,3.24356
2022-05-23,4.65893
2022-05-24,11.44092
2022-05-25,11.10674
2022-05-26,8.98368
2022-05-27,7.96147
2022-05-28,5.60251
2022-05-29,3.04698
2022-05-30,4.63927
2022-05-31,6.29054
2022-06-01,6.91959
2022-06-02,5.75977
2022-06-03,6.78199
2022-06-04,5.22901
2022-06-05,2.988
2022-06-06,4.44269
2022-06-07,7.03754
2022-06-08,8.37428
2022-06-09,8.57086
2022-06-10,8.62984
2022-06-11,6.86062
2022-06-12,8.21702
2022-06-13,9.78965
2022-06-14,11.48024
2022-06-15,7.8042
2022-06-16,10.20247
2022-06-17,9.47513
2022-06-18,4.99311
2022-06-19,3.61706
2022-06-20,3.67603
2022-06-21,5.24867
2022-06-22,7.47002
2022-06-23,6.19225
2022-06-24,6.13328
2022-06-25,5.68114
2022-06-26,4.93414
2022-06-27,6.23157
2022-06-28,7.60762
2022-06-29,7.96147
2022-06-30,7.82386
2022-07-01,10.00589
2022-07-02,7.54865
2022-07-03,4.54098
2022-07-04,5.79909
2022-07-05,6.62472
2022-07-06,11.14605
2022-07-07,8.31531
2022-07-08,7.27344
2022-07-09,5.26833
2022-07-10,4.75722
2022-07-11,5.52388
2022-07-12,7.45036
2022-07-13,7.8042
2022-07-14,7.58796
2022-07-15,5.79909
2022-07-16,5.22901
2022-07-17,3.63672
2022-07-18,6.13328
2022-07-19,13.54432
2022-07-20,10.22213
2022-07-21,10.10418
2022-07-22,10.00589
2022-07-23,5.62217
2022-07-24,4.16748
2022-07-25,5.3273
2022-07-26,7.27344
2022-07-27,7.15549
2022-07-28,6.8213
2022-07-29,16.78789
2022-07-30,10.61529
2022-07-31,8.84607
2022-08-01,11.95203
2022-08-02,16.88618
2022-08-03,18.12463
2022-08-04,13.32809
2022-08-05,11.34263
2022-08-06,6.50678
2022-08-07,8.92471
2022-08-08,7.60762
2022-08-09,8.70847
2022-08-10,9.47513
2022-08-11,10.04521
2022-08-12,11.91271
2022-08-13,7.48967
2022-08-14,5.60251
2022-08-15,5.68114
2022-08-16,8.92471
2022-08-17,9.21957
2022-08-18,9.49479
2022-08-19,7.07686
2022-08-20,6.50678
2022-08-21,3.95124
2022-08-22,5.72046
2022-08-23,10.77255
2022-08-24,9.1606
2022-08-25,7.72557
2022-08-26,10.30076
2022-08-27,10.49734
2022-08-28,4.81619
2022-08-29,6.6837
2022-08-30,9.80931
2022-08-31,7.94181
2022-09-01,7.47002
2022-09-02,7.90249
2022-09-03,5.20935
2022-09-04,3.32219
2022-09-05,3.73501
2022-09-06,4.99311
2022-09-07,6.58541
2022-09-08,12.10929
2022-09-09,5.97601
2022-09-10,4.69825
2022-09-11,4.81619
2022-09-12,5.72046
2022-09-13,10.57597
2022-09-14,14.84175
2022-09-15,9.10163
2022-09-16,6.6837
2022-09-17,5.11106
2022-09-18,2.49655
2022-09-19,6.21191
2022-09-20,6.95891
2022-09-21,12.91527
2022-09-22,19.95282
2022-09-23,13.24945
2022-09-24,7.33241
2022-09-25,3.87261
2022-09-26,14.66483
2022-09-27,25.92883
2022-09-28,15.35286
2022-09-29,14.1144
2022-09-30,10.16316
2022-10-01,6.15293
2022-10-02,9.9076
2022-10-03,6.95891
2022-10-04,11.61784
2022-10-05,12.54177
2022-10-06,8.88539
2022-10-07,8.39394
2022-10-08,10.00589
2022-10-09,4.3444
2022-10-10,11.75545
2022-10-11,20.71948
2022-10-12,12.2469
2022-10-13,11.44092
2022-10-14,11.89306
2022-10-15,8.62984
2022-10-16,3.93159
2022-10-17,6.64438
2022-10-18,12.48279
2022-10-19,34.44073
2022-10-20,18.20326
2022-10-21,12.36485
2022-10-22,9.57342
2022-10-23,4.85551
2022-10-24,8.37428
2022-10-25,13.30843
2022-10-26,12.2469
2022-10-27,12.81698
2022-10-28,13.9768
2022-10-29,11.22469
2022-10-30,3.91193
2022-10-31,8.76744
2022-11-01,14.60585
2022-11-02,15.27422
2022-11-03,16.27678
2022-11-04,14.5862
2022-11-05,8.23668
2022-11-06,3.93159
2022-11-07,6.32986
2022-11-08,10.37939
2022-11-09,11.04776
2022-11-10,11.89306
2022-11-11,12.89561
2022-11-12,14.62551
2022-11-13,6.95891
2022-11-14,8.49223
2022-11-15,12.93493
2022-11-16,14.99901
2022-11-17,10.34008
2022-11-18,9.9076
2022-11-19,6.50678
2022-11-20,3.20424
2022-11-21,5.26833
2022-11-22,9.69137
2022-11-23,8.05976
2022-11-24,6.36917
2022-11-25,3.93159
2022-11-26,4.06919
2022-11-27,3.2239
2022-11-28,4.30509
2022-11-29,6.95891
2022-11-30,5.7008
2022-12-01,7.15549
2022-12-02,6.38883
2022-12-03,6.64438
2022-12-04,5.44525
2022-12-05,5.77943
2022-12-06,7.54865
2022-12-07,10.63495
2022-12-08,13.50501
2022-12-09,9.88794
2022-12-10,5.99567
2022-12-11,3.57774
2022-12-12,5.30764
2022-12-13,8.11873
2022-12-14,8.51189
2022-12-15,7.45036
2022-12-16,11.16571
2022-12-17,11.22469
2022-12-18,3.69569
2022-12-19,5.36662
2022-12-20,9.43581
2022-12-21,7.96147
2022-12-22,7.84352
2022-12-23,7.50933
2022-12-24,6.0743
2022-12-25,3.61706
2022-12-26,4.87517
2022-12-27,5.83841
2022-12-28,10.10418
2022-12-29,8.13839
2022-12-30,6.40849
2022-12-31,4.85551
2023-01-01,4.02988
2023-01-02,5.24867
2023-01-03,5.66149
2023-01-04,7.11617
2023-01-05,7.17515
2023-01-06,7.74523
2023-01-07,8.5512
2023-01-08,4.7179
2023-01-09,5.17004
2023-01-10,10.61529
2023-01-11,8.15804
2023-01-12,7.0572
2023-01-13,9.21957
2023-01-14,6.3102
2023-01-15,4.02988
2023-01-16,4.56064
2023-01-17,4.75722
2023-01-18,6.97857
2023-01-19,7.90249
2023-01-20,6.38883
2023-01-21,4.59996
2023-01-22,2.92903
2023-01-23,3.51877
2023-01-24,6.95891
2023-01-25,8.61018
2023-01-26,10.02555
2023-01-27,11.91271
2023-01-28,5.68114
2023-01-29,3.85295
2023-01-30,4.75722
2023-01-31,7.48967
2023-02-01,7.6666
2023-02-02,7.52899
2023-02-03,8.51189
2023-02-04,5.46491
2023-02-05,2.75211
2023-02-06,4.02988
2023-02-07,7.86318
2023-02-08,7.35207
2023-02-09,7.41104
2023-02-10,6.3102
2023-02-11,5.81875
2023-02-12,3.24356
2023-02-13,4.46235
2023-02-14,7.23412
2023-02-15,6.66404
2023-02-16,6.91959
2023-02-17,8.29565
2023-02-18,4.08885
2023-02-19,2.96835
2023-02-20,4.44269
2023-02-21,6.09396
2023-02-22,10.34008
2023-02-23,6.38883
2023-02-24,6.50678
2023-02-25,5.20935
2023-02-26,2.55553
2023-02-27,3.85295
2023-02-28,8.13839
2023-03-01,5.72046
2023-03-02,9.00334
2023-03-03,7.03754
2023-03-04,5.0914
2023-03-05,3.91193
2023-03-06,3.8333
2023-03-07,5.36662
2023-03-08,6.97857
2023-03-09,5.99567
2023-03-10,5.77943
2023-03-11,4.24611
2023-03-12,2.90937
2023-03-13,3.8333
2023-03-14,5.50422
2023-03-15,6.36917
2023-03-16,5.87772
2023-03-17,5.36662
2023-03-18,3.9709
2023-03-19,2.59484
2023-03-20,3.65637
2023-03-21,6.21191
2023-03-22,6.03499
2023-03-23,6.23157
2023-03-24,5.03243
2023-03-25,4.22645
2023-03-26,2.71279
2023-03-27,3.42048
2023-03-28,6.05464
2023-03-29,5.75977
2023-03-30,5.66149
2023-03-31,5.20935
2023-04-01,4.10851
2023-04-02,3.14527
2023-04-03,4.36406
2023-04-04,8.70847
2023-04-05,7.01788
2023-04-06,7.21446
2023-04-07,7.23412
2023-04-08,3.04698
2023-04-09,2.16237
2023-04-10,5.24867
2023-04-11,8.70847
2023-04-12,7.72557
2023-04-13,7.96147
2023-04-14,6.3102
2023-04-15,3.8333
2023-04-16,2.69313
2023-04-17,4.14782
2023-04-18,9.18026
2023-04-19,13.52467
2023-04-20,9.02299
2023-04-21,8.35462
2023-04-22,5.17004
2023-04-23,4.36406
2023-04-24,7.35207
2023-04-25,9.29821
2023-04-26,10.02555
2023-04-27,49.3218
2023-04-28,18.69471
2023-04-29,7.21446
2023-04-30,4.48201
2023-05-01,5.99567
2023-05-02,7.6666
2023-05-03,8.27599
2023-05-04,6.95891
2023-05-05,4.75722
2023-05-06,5.60251
2023-05-07,3.40082
2023-05-08,5.91704
2023-05-09,9.41615
2023-05-10,7.60762
2023-05-11,7.19481
2023-05-12,6.70336
2023-05-13,3.81364
2023-05-14,3.02732
2023-05-15,5.13072
2023-05-16,6.48712
2023-05-17,6.29054
2023-05-18,6.58541
2023-05-19,6.80165
2023-05-20,4.7179
2023-05-21,3.87261
2023-05-22,8.98368
2023-05-23,10.87084
2023-05-24,8.43326
2023-05-25,8.1777
2023-05-26,7.31275
2023-05-27,4.63927
2023-05-28,3.53843
2023-05-29,4.40338
