date,골드바100G
2023-05-30,15.15923
2023-05-31,14.20382
2023-06-01,16.75159
2023-06-02,15.73248
2023-06-03,12.35668
2023-06-04,10.38216
2023-06-05,14.84076
2023-06-06,18.02547
2023-06-07,15.60509
2023-06-08,12.99363
2023-06-09,13.12101
2023-06-10,14.33121
2023-06-11,17.00636
2023-06-12,15.92356
2023-06-13,15.92356
2023-06-14,19.36305
2023-06-15,20.38216
2023-06-16,17.19745
2023-06-17,15.85987
2023-06-18,16.87898
2023-06-19,15.60509
2023-06-20,15.4777
2023-06-21,17.45222
2023-06-22,14.90445
2023-06-23,14.33121
2023-06-24,12.67515
2023-06-25,12.29299
2023-06-26,14.58598
2023-06-27,14.07643
2023-06-28,14.26751
2023-06-29,13.82165
2023-06-30,11.27388
2023-07-01,14.64968
2023-07-02,14.26751
2023-07-03,14.26751
2023-07-04,18.21656
2023-07-05,16.75159
2023-07-06,14.07643
2023-07-07,13.82165
2023-07-08,15.5414
2023-07-09,13.2484
2023-07-10,12.99363
2023-07-11,14.71337
2023-07-12,12.54777
2023-07-13,19.36305
2023-07-14,15.03184
2023-07-15,16.81528
2023-07-16,12.54777
2023-07-17,13.18471
2023-07-18,19.04458
2023-07-19,14.77707
2023-07-20,12.80254
2023-07-21,13.05732
2023-07-22,12.67515
2023-07-23,13.18471
2023-07-24,13.75796
2023-07-25,14.64968
2023-07-26,11.0191
2023-07-27,12.67515
2023-07-28,15.4777
2023-07-29,17.38853
2023-07-30,16.24203
2023-07-31,13.3121
2023-08-01,17.13375
2023-08-02,17.07006
2023-08-03,14.01273
2023-08-04,16.49681
2023-08-05,23.2484
2023-08-06,18.8535
2023-08-07,17.7707
2023-08-08,16.05095
2023-08-09,17.89808
2023-08-10,15.03184
2023-08-11,15.92356
2023-08-12,18.34394
2023-08-13,20.76433
2023-08-14,14.45859
2023-08-15,22.73885
2023-08-16,16.5605
2023-08-17,16.24203
2023-08-18,16.17834
2023-08-19,18.28025
2023-08-20,12.92993
2023-08-21,15.41401
2023-08-22,15.98726
2023-08-23,17.07006
2023-08-24,18.98089
2023-08-25,14.26751
2023-08-26,13.56687
2023-08-27,16.05095
2023-08-28,12.86624
2023-08-29,12.99363
2023-08-30,13.3121
2023-08-31,14.84076
2023-09-01,12.67515
2023-09-02,21.33757
2023-09-03,16.17834
2023-09-04,17.26114
2023-09-05,16.5605
2023-09-06,17.13375
2023-09-07,13.63057
2023-09-08,25.79617
2023-09-09,18.02547
2023-09-10,18.02547
2023-09-11,17.38853
2023-09-12,15.98726
2023-09-13,15.4777
2023-09-14,15.60509
2023-09-15,14.07643
2023-09-16,13.3121
2023-09-17,15.15923
2023-09-18,13.05732
2023-09-19,15.73248
2023-09-20,15.4777
2023-09-21,14.64968
2023-09-22,15.09554
2023-09-23,12.99363
2023-09-24,13.2484
2023-09-25,19.29936
2023-09-26,18.34394
2023-09-27,15.09554
2023-09-28,20.57324
2023-09-29,19.29936
2023-09-30,27.45222
2023-10-01,25.4777
2023-10-02,26.43312
2023-10-03,28.59872
2023-10-04,27.19745
2023-10-05,20.95541
2023-10-06,22.86624
2023-10-07,19.87261
2023-10-08,17.89808
2023-10-09,21.40127
2023-10-10,21.52866
2023-10-11,21.84713
2023-10-12,19.87261
2023-10-13,19.42675
2023-10-14,20.19108
2023-10-15,16.81528
2023-10-16,18.15286
2023-10-17,18.91719
2023-10-18,18.66242
2023-10-19,23.82165
2023-10-20,21.21019
2023-10-21,20.19108
2023-10-22,78.02547
2023-10-23,25.5414
2023-10-24,19.23566
2023-10-25,16.5605
2023-10-26,21.46496
2023-10-27,18.53503
2023-10-28,19.68152
2023-10-29,20.0
2023-10-30,29.36305
2023-10-31,36.94267
2023-11-01,28.21656
2023-11-02,21.65605
2023-11-03,18.91719
2023-11-04,19.42675
2023-11-05,20.44585
2023-11-06,20.06369
2023-11-07,19.74522
2023-11-08,16.94267
2023-11-09,18.40764
2023-11-10,18.66242
2023-11-11,15.60509
2023-11-12,17.64331
2023-11-13,17.64331
2023-11-14,16.17834
2023-11-15,16.36942
2023-11-16,16.43312
2023-11-17,21.21019
2023-11-18,24.45859
2023-11-19,18.53503
2023-11-20,20.12738
2023-11-21,19.29936
2023-11-22,18.47133
2023-11-23,18.08917
2023-11-24,16.87898
2023-11-25,16.94267
2023-11-26,20.31847
2023-11-27,21.33757
2023-11-28,21.33757
2023-11-29,23.43949
2023-11-30,23.37579
2023-12-01,18.91719
2023-12-02,21.84713
2023-12-03,24.84076
2023-12-04,31.0828
2023-12-05,32.10191
2023-12-06,24.84076
2023-12-07,33.18471
2023-12-08,21.91082
2023-12-09,26.17834
2023-12-10,23.94904
2023-12-11,26.94267
2023-12-12,24.84076
2023-12-13,21.0828
2023-12-14,19.61783
2023-12-15,24.77707
2023-12-16,27.83439
2023-12-17,25.09554
2023-12-18,22.03821
2023-12-19,22.54777
2023-12-20,19.9363
2023-12-21,20.76433
2023-12-22,20.76433
2023-12-23,22.03821
2023-12-24,21.0828
2023-12-25,25.4777
2023-12-26,22.03821
2023-12-27,23.05732
2023-12-28,21.84713
2023-12-29,23.05732
2023-12-30,23.75796
2023-12-31,23.50318
2024-01-01,70.25477
2024-01-02,29.55414
2024-01-03,25.41401
2024-01-04,37.7707
2024-01-05,31.97452
2024-01-06,30.44585
2024-01-07,35.4777
2024-01-08,27.96178
2024-01-09,22.35668
2024-01-10,23.75796
2024-01-11,22.73885
2024-01-12,25.79617
2024-01-13,22.73885
2024-01-14,23.37579
2024-01-15,23.05732
2024-01-16,24.52229
2024-01-17,24.84076
2024-01-18,22.1656
2024-01-19,24.96815
2024-01-20,22.48407
2024-01-21,23.94904
2024-01-22,19.87261
2024-01-23,21.84713
2024-01-24,21.52866
2024-01-25,20.57324
2024-01-26,23.50318
2024-01-27,21.71974
2024-01-28,24.33121
2024-01-29,21.97452
2024-01-30,21.97452
2024-01-31,21.21019
2024-02-01,21.46496
2024-02-02,22.48407
2024-02-03,18.21656
2024-02-04,22.22929
2024-02-05,20.95541
2024-02-06,20.12738
2024-02-07,22.03821
2024-02-08,18.53503
2024-02-09,20.63694
2024-02-10,22.29299
2024-02-11,19.49044
2024-02-12,27.13375
2024-02-13,23.75796
2024-02-14,25.41401
2024-02-15,23.69426
2024-02-16,20.19108
2024-02-17,18.40764
2024-02-18,22.03821
2024-02-19,20.70063
2024-02-20,17.96178
2024-02-21,21.27388
2024-02-22,16.68789
2024-02-23,15.4777
2024-02-24,17.83439
2024-02-25,18.21656
2024-02-26,14.90445
2024-02-27,14.26751
2024-02-28,15.66878
2024-02-29,14.33121
2024-03-01,16.24203
2024-03-02,16.17834
2024-03-03,16.49681
2024-03-04,18.28025
2024-03-05,32.86624
2024-03-06,31.91082
2024-03-07,27.26114
2024-03-08,26.6242
2024-03-09,28.34394
2024-03-10,30.44585
2024-03-11,28.40764
2024-03-12,26.17834
2024-03-13,22.54777
2024-03-14,23.43949
2024-03-15,23.05732
2024-03-16,18.34394
2024-03-17,26.68789
2024-03-18,22.67515
2024-03-19,21.78343
2024-03-20,19.49044
