date,KODEX미국배당프리미엄액티브
2023-01-29,25.10288
2023-01-30,45.67901
2023-01-31,35.39094
2023-02-01,57.20164
2023-02-02,72.01646
2023-02-03,60.0823
2023-02-04,37.86008
2023-02-05,29.2181
2023-02-06,51.85185
2023-02-07,50.20576
2023-02-08,37.44855
2023-02-09,34.97942
2023-02-10,44.85596
2023-02-11,16.04938
2023-02-12,14.81481
2023-02-13,49.38271
2023-02-14,48.97119
2023-02-15,39.50617
2023-02-16,45.67901
2023-02-17,32.51028
2023-02-18,17.28395
2023-02-19,21.81069
2023-02-20,35.39094
2023-02-21,38.2716
2023-02-22,36.62551
2023-02-23,39.50617
2023-02-24,41.15226
2023-02-25,15.22633
2023-02-26,17.28395
2023-02-27,43.20987
2023-02-28,59.25925
2023-03-01,33.33333
2023-03-02,63.786
2023-03-03,70.37037
2023-03-04,29.2181
2023-03-05,32.09876
2023-03-06,46.91358
2023-03-07,44.03292
2023-03-08,49.38271
2023-03-09,47.3251
2023-03-10,39.50617
2023-03-11,15.22633
2023-03-12,14.81481
2023-03-13,37.86008
2023-03-14,48.97119
2023-03-15,47.73662
2023-03-16,44.03292
2023-03-17,40.74074
2023-03-18,22.63374
2023-03-19,13.99176
2023-03-20,30.86419
2023-03-21,41.9753
2023-03-22,40.74074
2023-03-23,45.67901
2023-03-24,34.5679
2023-03-25,17.69547
2023-03-26,13.58024
2023-03-27,40.74074
2023-03-28,51.44032
2023-03-29,81.06995
2023-03-30,59.67078
2023-03-31,47.73662
2023-04-01,27.57201
2023-04-02,31.27572
2023-04-03,67.07818
2023-04-04,81.893
2023-04-05,59.25925
2023-04-06,52.26337
2023-04-07,43.62139
2023-04-08,24.69135
2023-04-09,18.10699
2023-04-10,36.62551
2023-04-11,43.20987
2023-04-12,41.56378
2023-04-13,45.67901
2023-04-14,40.74074
2023-04-15,16.04938
2023-04-16,23.86831
2023-04-17,61.31687
2023-04-18,47.3251
2023-04-19,48.97119
2023-04-20,35.39094
2023-04-21,46.50205
2023-04-22,61.31687
2023-04-23,28.39506
2023-04-24,47.73662
2023-04-25,61.31687
2023-04-26,62.13991
2023-04-27,58.43621
2023-04-28,54.32098
2023-04-29,37.86008
2023-04-30,20.57613
2023-05-01,27.57201
2023-05-02,56.79012
2023-05-03,78.1893
2023-05-04,65.02057
2023-05-05,24.69135
2023-05-06,25.92592
2023-05-07,23.04526
2023-05-08,42.79835
2023-05-09,39.91769
2023-05-10,43.62139
2023-05-11,49.38271
2023-05-12,56.3786
2023-05-13,33.74485
2023-05-14,32.51028
2023-05-15,50.61728
2023-05-16,42.38683
2023-05-17,51.85185
2023-05-18,44.03292
2023-05-19,58.02469
2023-05-20,21.81069
2023-05-21,36.21399
2023-05-22,58.43621
2023-05-23,67.90123
2023-05-24,60.49382
2023-05-25,57.20164
2023-05-26,56.3786
2023-05-27,27.16049
2023-05-28,25.10288
2023-05-29,29.2181
2023-05-30,77.36625
2023-05-31,75.72016
2023-06-01,94.23868
2023-06-02,100.0
2023-06-03,76.13168
2023-06-04,53.90946
2023-06-05,67.07818
2023-06-06,33.74485
2023-06-07,71.19341
2023-06-08,46.09053
2023-06-09,57.20164
2023-06-10,30.04115
2023-06-11,37.44855
2023-06-12,63.786
2023-06-13,73.25102
2023-06-14,49.79423
2023-06-15,38.2716
2023-06-16,44.44444
2023-06-17,16.87242
2023-06-18,19.75308
2023-06-19,43.20987
2023-06-20,55.55555
2023-06-21,36.21399
2023-06-22,44.03292
2023-06-23,39.50617
2023-06-24,24.27983
2023-06-25,13.99176
2023-06-26,42.79835
2023-06-27,39.50617
2023-06-28,55.55555
2023-06-29,52.26337
2023-06-30,49.79423
2023-07-01,18.51851
2023-07-02,23.04526
2023-07-03,51.85185
2023-07-04,65.02057
2023-07-05,47.3251
2023-07-06,44.44444
2023-07-07,33.74485
2023-07-08,23.04526
2023-07-09,18.51851
2023-07-10,46.91358
2023-07-11,41.9753
2023-07-12,34.15637
2023-07-13,47.3251
2023-07-14,47.3251
2023-07-15,19.75308
2023-07-16,29.62962
2023-07-17,35.80246
2023-07-18,38.2716
2023-07-19,30.04115
2023-07-20,37.86008
2023-07-21,42.79835
2023-07-22,13.58024
2023-07-23,17.28395
2023-07-24,29.62962
2023-07-25,27.57201
2023-07-26,32.51028
2023-07-27,32.09876
2023-07-28,33.33333
2023-07-29,11.11111
2023-07-30,13.58024
2023-07-31,32.92181
2023-08-01,35.39094
2023-08-02,34.5679
2023-08-03,39.50617
2023-08-04,28.80658
2023-08-05,16.4609
2023-08-06,14.40329
2023-08-07,26.33744
2023-08-08,26.33744
2023-08-09,32.51028
2023-08-10,36.62551
2023-08-11,36.21399
2023-08-12,6.58436
2023-08-13,11.52263
2023-08-14,27.98353
2023-08-15,10.28806
2023-08-16,32.09876
2023-08-17,32.09876
2023-08-18,32.92181
2023-08-19,11.93415
2023-08-20,17.69547
2023-08-21,35.39094
2023-08-22,35.39094
2023-08-23,37.44855
2023-08-24,36.62551
2023-08-25,30.86419
2023-08-26,10.69958
2023-08-27,11.93415
2023-08-28,35.39094
2023-08-29,41.56378
2023-08-30,38.2716
2023-08-31,27.98353
2023-09-01,27.57201
2023-09-02,15.63786
2023-09-03,11.93415
2023-09-04,39.50617
2023-09-05,34.15637
2023-09-06,35.39094
2023-09-07,33.74485
2023-09-08,38.2716
2023-09-09,13.58024
2023-09-10,13.99176
2023-09-11,37.03703
2023-09-12,25.5144
2023-09-13,29.2181
2023-09-14,25.5144
2023-09-15,27.57201
2023-09-16,8.64197
2023-09-17,8.64197
2023-09-18,23.45679
2023-09-19,23.45679
2023-09-20,23.45679
2023-09-21,18.93004
2023-09-22,31.68724
2023-09-23,13.99176
2023-09-24,8.23045
2023-09-25,28.39506
2023-09-26,22.63374
2023-09-27,21.39917
2023-09-28,4.93827
2023-09-29,8.64197
2023-09-30,7.4074
2023-10-01,4.52674
2023-10-02,7.81893
2023-10-03,10.28806
2023-10-04,39.50617
2023-10-05,42.38683
2023-10-06,33.74485
2023-10-07,7.81893
2023-10-08,10.28806
2023-10-09,9.87654
2023-10-10,24.69135
2023-10-11,23.86831
2023-10-12,28.39506
2023-10-13,43.20987
2023-10-14,25.10288
2023-10-15,18.93004
2023-10-16,33.33333
2023-10-17,46.50205
2023-10-18,39.09465
2023-10-19,33.33333
2023-10-20,27.57201
2023-10-21,13.16872
2023-10-22,15.63786
2023-10-23,24.27983
2023-10-24,25.92592
2023-10-25,23.86831
2023-10-26,24.69135
2023-10-27,32.92181
2023-10-28,6.58436
2023-10-29,15.63786
2023-10-30,40.32921
2023-10-31,34.97942
2023-11-01,26.33744
2023-11-02,34.5679
2023-11-03,33.33333
2023-11-04,13.58024
2023-11-05,10.69958
2023-11-06,39.09465
2023-11-07,37.44855
2023-11-08,32.92181
2023-11-09,32.51028
2023-11-10,32.09876
2023-11-11,11.52263
2023-11-12,11.93415
2023-11-13,25.92592
2023-11-14,33.74485
2023-11-15,55.55555
2023-11-16,39.91769
2023-11-17,34.5679
2023-11-18,15.22633
2023-11-19,19.75308
2023-11-20,34.15637
2023-11-21,45.26748
2023-11-22,34.15637
2023-11-23,34.97942
2023-11-24,30.04115
2023-11-25,12.34567
2023-11-26,17.28395
2023-11-27,44.44444
2023-11-28,46.91358
2023-11-29,36.21399
2023-11-30,40.74074
2023-12-01,40.74074
2023-12-02,16.04938
2023-12-03,13.58024
2023-12-04,36.21399
2023-12-05,37.03703
2023-12-06,36.62551
2023-12-07,30.45267
2023-12-08,44.03292
2023-12-09,24.27983
2023-12-10,22.22222
2023-12-11,39.91769
2023-12-12,59.67078
2023-12-13,42.38683
2023-12-14,48.97119
2023-12-15,41.56378
2023-12-16,29.2181
2023-12-17,22.22222
2023-12-18,46.91358
2023-12-19,40.74074
2023-12-20,39.91769
2023-12-21,45.26748
2023-12-22,44.03292
2023-12-23,15.22633
2023-12-24,13.16872
2023-12-25,23.45679
2023-12-26,53.49794
2023-12-27,51.44032
2023-12-28,49.79423
2023-12-29,23.86831
2023-12-30,16.87242
2023-12-31,16.04938
2024-01-01,18.10699
2024-01-02,47.73662
2024-01-03,58.43621
2024-01-04,41.9753
2024-01-05,35.80246
2024-01-06,19.34156
2024-01-07,25.5144
2024-01-08,60.90534
2024-01-09,44.44444
2024-01-10,40.74074
2024-01-11,53.49794
2024-01-12,34.97942
2024-01-13,22.63374
2024-01-14,18.10699
2024-01-15,38.68312
2024-01-16,32.51028
2024-01-17,42.38683
2024-01-18,43.20987
2024-01-19,34.5679
2024-01-20,20.57613
2024-01-21,17.69547
2024-01-22,40.74074
2024-01-23,41.15226
2024-01-24,45.67901
2024-01-25,39.50617
2024-01-26,32.92181
2024-01-27,16.04938
2024-01-28,27.16049
2024-01-29,30.04115
2024-01-30,44.03292
2024-01-31,46.09053
2024-02-01,44.44444
2024-02-02,48.14814
2024-02-03,19.75308
2024-02-04,25.92592
2024-02-05,45.26748
2024-02-06,50.20576
2024-02-07,48.14814
2024-02-08,41.9753
2024-02-09,24.69135
2024-02-10,12.34567
2024-02-11,20.1646
2024-02-12,20.98765
2024-02-13,50.20576
2024-02-14,44.44444
2024-02-15,46.91358
2024-02-16,40.74074
2024-02-17,21.39917
2024-02-18,24.27983
2024-02-19,42.38683
2024-02-20,47.3251
2024-02-21,43.62139
2024-02-22,44.03292
2024-02-23,51.44032
2024-02-24,20.1646
2024-02-25,26.74897
2024-02-26,55.55555
2024-02-27,38.68312
2024-02-28,57.20164
2024-02-29,39.09465
2024-03-01,29.62962
2024-03-02,30.86419
2024-03-03,35.80246
2024-03-04,46.50205
2024-03-05,64.60905
2024-03-06,59.25925
2024-03-07,51.0288
2024-03-08,48.55967
2024-03-09,20.1646
2024-03-10,31.68724
2024-03-11,72.8395
2024-03-12,42.38683
2024-03-13,51.85185
2024-03-14,43.62139
2024-03-15,70.78189
2024-03-16,23.86831
2024-03-17,22.63374
2024-03-18,54.73251
2024-03-19,54.73251
2024-03-20,60.0823
