date,해외주식프리마켓
2020-10-23,2.8409
2020-10-26,3.97727
2020-10-27,4.54545
2020-10-28,3.40909
2020-10-29,4.54545
2020-10-30,5.68181
2020-11-02,5.11363
2020-11-04,7.95454
2020-11-05,10.79545
2020-11-06,8.52272
2020-11-09,34.0909
2020-11-10,31.25
2020-11-11,7.95454
2020-11-12,5.11363
2020-11-13,3.40909
2020-11-16,6.25
2020-11-17,43.18181
2020-11-18,3.97727
2020-11-19,5.11363
2020-11-20,3.97727
2020-11-23,14.77272
2020-11-24,15.3409
2020-11-25,15.90909
2020-11-26,5.11363
2020-11-27,5.11363
2020-11-30,13.06818
2020-12-01,15.3409
2020-12-02,12.5
2020-12-03,5.68181
2020-12-04,3.40909
2020-12-07,3.97727
2020-12-08,3.40909
2020-12-09,10.79545
2020-12-10,10.22727
2020-12-11,13.06818
2020-12-14,7.38636
2020-12-15,3.40909
2020-12-17,6.81818
2020-12-18,8.52272
2020-12-19,3.97727
2020-12-20,5.68181
2020-12-21,75.0
2020-12-22,14.20454
2020-12-23,11.36363
2020-12-24,5.68181
2020-12-28,14.77272
2020-12-29,8.52272
2020-12-30,8.52272
2020-12-31,6.25
2021-01-04,17.61363
2021-01-05,20.45454
2021-01-06,24.43181
2021-01-07,18.18181
2021-01-08,35.22727
2021-01-09,3.97727
2021-01-10,3.97727
2021-01-11,61.93181
2021-01-12,18.18181
2021-01-13,27.8409
2021-01-14,15.3409
2021-01-15,11.93181
2021-01-18,5.11363
2021-01-19,22.72727
2021-01-20,25.0
2021-01-21,21.02272
2021-01-22,10.79545
2021-01-23,2.8409
2021-01-25,39.77272
2021-01-26,15.90909
2021-01-27,31.81818
2021-01-28,40.3409
2021-01-29,28.40909
2021-01-30,4.54545
2021-02-01,16.47727
2021-02-02,9.0909
2021-02-03,10.22727
2021-02-04,5.68181
2021-02-05,14.20454
2021-02-06,3.40909
2021-02-08,28.40909
2021-02-09,32.38636
2021-02-10,38.06818
2021-02-11,38.63636
2021-02-12,37.5
2021-02-13,5.11363
2021-02-14,3.40909
2021-02-15,12.5
2021-02-16,24.43181
2021-02-17,13.63636
2021-02-18,5.68181
2021-02-19,11.36363
2021-02-22,14.77272
2021-02-23,15.90909
2021-02-24,9.65909
2021-02-25,13.63636
2021-02-26,3.40909
2021-03-01,6.81818
2021-03-02,9.65909
2021-03-03,5.11363
2021-03-04,6.81818
2021-03-05,6.25
2021-03-08,9.0909
2021-03-09,6.81818
2021-03-10,9.65909
2021-03-11,22.72727
2021-03-12,27.27272
2021-03-14,2.8409
2021-03-15,45.45454
2021-03-16,14.20454
2021-03-17,11.93181
2021-03-18,9.0909
2021-03-19,13.06818
2021-03-20,2.8409
2021-03-22,11.36363
2021-03-23,9.65909
2021-03-24,11.36363
2021-03-25,13.63636
2021-03-26,6.25
2021-03-29,5.11363
2021-03-30,5.68181
2021-03-31,7.95454
2021-04-01,3.97727
2021-04-05,13.06818
2021-04-06,10.79545
2021-04-07,4.54545
2021-04-08,11.93181
2021-04-09,3.40909
2021-04-12,3.40909
2021-04-13,5.68181
2021-04-14,15.3409
2021-04-15,30.68181
2021-04-16,35.79545
2021-04-17,6.81818
2021-04-19,38.06818
2021-04-20,48.29545
2021-04-21,40.3409
2021-04-22,42.61363
2021-04-23,3.40909
2021-04-26,3.97727
2021-04-27,3.40909
2021-04-28,8.52272
2021-04-29,4.54545
2021-04-30,2.8409
2021-05-03,6.25
2021-05-04,5.68181
2021-05-05,3.40909
2021-05-06,2.8409
2021-05-07,3.40909
2021-05-10,3.97727
2021-05-11,7.38636
2021-05-12,2.8409
2021-05-13,3.40909
2021-05-17,3.97727
2021-05-18,4.54545
2021-05-20,4.54545
2021-05-21,2.8409
2021-05-24,13.06818
2021-05-25,6.81818
2021-05-26,4.54545
2021-05-27,5.68181
2021-05-31,4.54545
2021-06-01,7.38636
2021-06-03,13.63636
2021-06-04,5.68181
2021-06-07,4.54545
2021-06-08,10.22727
2021-06-10,5.11363
2021-06-11,2.8409
2021-06-14,6.81818
2021-06-16,3.97727
2021-06-21,3.97727
2021-06-22,2.8409
2021-06-23,2.8409
2021-06-25,2.8409
2021-06-28,3.40909
2021-07-01,2.8409
2021-07-07,2.8409
2021-07-08,5.68181
2021-07-09,5.11363
2021-07-12,4.54545
2021-07-13,2.8409
2021-07-14,5.68181
2021-07-15,4.54545
2021-07-16,5.11363
2021-07-20,5.11363
2021-07-22,3.40909
2021-07-23,4.54545
2021-07-28,4.54545
2021-07-29,2.8409
2021-07-30,7.38636
2021-08-03,5.68181
2021-08-05,5.11363
2021-08-06,5.11363
2021-08-09,5.68181
2021-08-10,3.97727
2021-08-11,4.54545
2021-08-12,5.11363
2021-08-13,4.54545
2021-08-17,6.25
2021-08-19,2.8409
2021-08-20,2.8409
2021-08-23,3.97727
2021-08-24,3.40909
2021-08-30,5.11363
2021-08-31,4.54545
2021-09-01,7.95454
2021-09-02,2.8409
2021-09-03,3.40909
2021-09-06,2.8409
2021-09-10,5.11363
2021-09-13,3.40909
2021-09-15,3.40909
2021-09-16,3.97727
2021-09-23,3.97727
2021-09-24,4.54545
2021-09-27,3.97727
2021-09-28,6.81818
2021-09-29,3.40909
2021-09-30,3.97727
2021-10-01,5.11363
2021-10-05,3.97727
2021-10-07,3.40909
2021-10-08,3.97727
2021-10-11,3.40909
2021-10-12,5.11363
2021-10-13,3.40909
2021-10-14,5.11363
2021-10-18,3.97727
2021-10-19,4.54545
2021-10-20,4.54545
2021-10-22,3.40909
2021-10-26,5.11363
2021-10-27,6.25
2021-10-28,3.97727
2021-10-29,3.97727
2021-11-01,9.65909
2021-11-02,7.38636
2021-11-03,7.38636
2021-11-04,5.11363
2021-11-05,3.40909
2021-11-08,17.04545
2021-11-09,100.0
2021-11-10,18.18181
2021-11-11,14.77272
2021-11-12,12.5
2021-11-15,13.63636
2021-11-16,17.61363
2021-11-17,27.27272
2021-11-18,13.63636
2021-11-19,10.22727
2021-11-22,11.36363
2021-11-23,7.38636
2021-11-24,3.40909
2021-11-25,3.40909
2021-11-26,3.40909
2021-11-29,4.54545
2021-11-30,6.81818
2021-12-01,7.38636
2021-12-02,8.52272
2021-12-03,7.95454
2021-12-06,9.65909
2021-12-07,7.95454
2021-12-08,6.25
2021-12-09,5.11363
2021-12-10,25.0
2021-12-11,4.54545
2021-12-13,34.0909
2021-12-14,25.56818
2021-12-15,15.90909
2021-12-16,21.5909
2021-12-17,26.70454
2021-12-20,22.72727
2021-12-21,14.77272
2021-12-22,15.90909
2021-12-23,11.93181
2021-12-24,13.06818
2021-12-27,15.90909
2021-12-28,30.11363
2021-12-29,2.8409
2021-12-30,3.40909
2022-01-03,9.65909
2022-01-04,7.38636
2022-01-05,2.8409
2022-01-06,9.65909
2022-01-07,6.25
2022-01-10,3.40909
2022-01-11,2.8409
2022-01-12,7.38636
2022-01-13,3.40909
2022-01-18,2.8409
2022-01-19,6.25
2022-01-20,8.52272
2022-01-21,3.97727
2022-01-24,5.11363
2022-01-25,5.68181
2022-01-26,3.40909
2022-01-27,7.38636
2022-01-28,8.52272
2022-01-29,5.11363
2022-01-31,40.90909
2022-02-01,35.79545
2022-02-02,65.3409
2022-02-03,19.31818
2022-02-04,9.65909
2022-02-05,2.8409
2022-02-07,10.79545
2022-02-08,9.0909
2022-02-09,6.25
2022-02-10,3.97727
2022-02-11,4.54545
2022-02-14,5.11363
2022-02-15,5.68181
2022-02-16,6.25
2022-02-17,3.40909
2022-02-18,5.68181
2022-02-22,6.81818
2022-02-23,2.8409
2022-02-24,9.0909
2022-02-25,6.25
2022-02-28,3.40909
2022-03-01,6.81818
2022-03-07,3.40909
2022-03-08,3.97727
2022-03-09,3.40909
2022-03-10,5.68181
2022-03-11,3.40909
2022-03-14,4.54545
2022-03-15,8.52272
2022-03-16,6.25
2022-03-17,3.40909
2022-03-18,8.52272
2022-03-21,9.65909
2022-03-22,5.68181
2022-03-23,8.52272
2022-03-25,3.40909
2022-03-28,13.06818
2022-03-29,6.81818
2022-03-30,3.97727
2022-04-01,6.25
2022-04-05,2.8409
2022-04-06,3.97727
2022-04-07,6.81818
2022-04-08,3.97727
2022-04-11,2.8409
2022-04-12,3.40909
2022-04-19,3.97727
2022-04-20,3.97727
2022-04-21,4.54545
2022-04-22,3.97727
2022-04-27,2.8409
2022-04-28,4.54545
2022-04-29,7.95454
2022-05-02,3.40909
2022-05-04,5.11363
2022-05-05,6.25
2022-05-09,9.0909
2022-05-10,7.95454
2022-05-11,3.40909
2022-05-12,11.93181
2022-05-13,3.40909
2022-05-16,8.52272
2022-05-17,25.56818
2022-05-18,19.31818
2022-05-19,27.8409
2022-05-20,20.45454
2022-05-22,3.40909
2022-05-23,21.02272
2022-05-24,17.04545
2022-05-25,18.75
2022-05-26,19.88636
2022-05-27,25.0
2022-05-28,6.81818
2022-05-29,4.54545
2022-05-30,15.90909
2022-05-31,27.27272
2022-06-01,19.31818
2022-06-02,13.63636
2022-06-03,30.11363
2022-06-06,24.43181
2022-06-07,3.40909
2022-06-09,5.11363
2022-06-10,6.25
2022-06-13,9.0909
2022-06-14,5.11363
2022-06-16,6.25
2022-06-17,6.81818
2022-06-20,3.40909
2022-06-21,3.40909
2022-06-22,6.25
2022-06-23,10.79545
2022-06-24,6.81818
2022-06-27,11.36363
2022-06-28,5.68181
2022-06-29,6.25
2022-06-30,7.38636
2022-07-01,3.97727
2022-07-05,5.11363
2022-07-06,2.8409
2022-07-07,8.52272
2022-07-08,9.0909
2022-07-09,2.8409
2022-07-11,5.68181
2022-07-12,11.36363
2022-07-13,10.79545
2022-07-14,6.25
2022-07-15,6.81818
2022-07-18,15.3409
2022-07-19,7.38636
2022-07-20,10.79545
2022-07-21,13.63636
2022-07-22,9.0909
2022-07-25,10.22727
2022-07-26,5.68181
2022-07-27,4.54545
2022-07-28,11.93181
2022-07-29,7.38636
2022-08-01,8.52272
2022-08-02,10.22727
2022-08-03,14.20454
2022-08-04,10.79545
2022-08-05,7.38636
2022-08-06,3.40909
2022-08-08,15.90909
2022-08-09,17.04545
2022-08-10,16.47727
2022-08-11,14.20454
2022-08-12,3.97727
2022-08-15,3.97727
2022-08-16,7.95454
2022-08-17,6.25
2022-08-18,11.36363
2022-08-19,10.79545
2022-08-23,6.81818
2022-08-24,2.8409
2022-08-25,7.95454
2022-08-29,7.95454
2022-08-30,2.8409
2022-08-31,3.97727
2022-09-13,4.54545
2022-09-14,5.68181
2022-09-15,5.68181
2022-09-16,3.40909
2022-09-19,3.40909
2022-09-22,3.40909
2022-09-23,2.8409
2022-09-26,2.8409
2022-09-27,2.8409
2022-09-29,3.97727
2022-10-04,6.81818
2022-10-05,2.8409
2022-10-07,3.40909
2022-10-13,2.8409
2022-10-17,5.68181
2022-10-18,4.54545
2022-10-19,4.54545
2022-10-24,2.8409
2022-10-26,3.97727
2022-10-31,2.8409
2022-11-01,2.8409
2022-11-02,2.8409
2022-11-03,3.40909
2022-11-07,5.68181
2022-11-09,3.40909
2022-11-10,3.97727
2022-11-11,10.22727
2022-11-14,9.0909
2022-11-15,9.0909
2022-11-16,2.8409
2022-11-17,3.97727
2022-11-18,2.8409
2022-11-22,4.54545
2022-11-25,2.8409
2022-11-26,2.8409
2022-11-28,3.97727
2022-11-29,5.68181
2022-11-30,3.40909
2022-12-01,3.40909
2022-12-02,3.40909
2022-12-06,9.65909
2022-12-07,3.40909
2022-12-08,2.8409
2022-12-09,5.11363
2022-12-13,3.97727
2022-12-14,7.38636
2022-12-15,7.38636
2022-12-16,3.97727
2022-12-19,6.25
2022-12-20,6.81818
2022-12-21,4.54545
2022-12-22,3.97727
2022-12-23,5.68181
2022-12-27,6.81818
2022-12-28,10.79545
2022-12-29,10.22727
2022-12-30,8.52272
2023-01-03,15.3409
2023-01-04,10.79545
2023-01-05,6.81818
2023-01-06,10.79545
2023-01-07,3.40909
2023-01-09,8.52272
2023-01-10,7.38636
2023-01-11,8.52272
2023-01-12,8.52272
2023-01-13,14.20454
2023-01-14,3.97727
2023-01-16,3.97727
2023-01-17,10.22727
2023-01-18,18.75
2023-01-19,6.81818
2023-01-20,6.81818
2023-01-23,11.36363
2023-01-24,11.36363
2023-01-25,11.93181
2023-01-26,26.70454
2023-01-27,19.88636
2023-01-28,3.40909
2023-01-29,2.8409
2023-01-30,39.20454
2023-01-31,17.61363
2023-02-01,19.31818
2023-02-02,36.36363
2023-02-03,42.04545
2023-02-04,5.11363
2023-02-06,36.36363
2023-02-07,22.15909
2023-02-08,19.31818
2023-02-09,26.13636
2023-02-10,26.70454
2023-02-13,9.0909
2023-02-14,14.20454
2023-02-15,21.5909
2023-02-16,16.47727
2023-02-17,13.63636
2023-02-20,5.11363
2023-02-21,11.93181
2023-02-22,6.25
2023-02-23,10.79545
2023-02-24,5.11363
2023-02-27,11.36363
2023-02-28,5.68181
2023-03-01,8.52272
2023-03-02,4.54545
2023-03-03,7.38636
2023-03-06,10.22727
2023-03-07,5.68181
2023-03-08,5.11363
2023-03-10,6.81818
2023-03-13,7.95454
2023-03-14,10.22727
2023-03-15,15.3409
2023-03-16,13.63636
2023-03-17,15.90909
2023-03-18,3.40909
2023-03-20,12.5
2023-03-21,10.22727
2023-03-22,19.88636
2023-03-23,7.38636
2023-03-24,13.06818
2023-03-27,10.22727
2023-03-28,9.0909
2023-03-29,7.38636
2023-03-30,7.38636
2023-03-31,11.93181
2023-04-03,9.0909
2023-04-04,15.90909
2023-04-05,8.52272
2023-04-06,15.3409
2023-04-10,11.36363
2023-04-11,11.36363
2023-04-12,6.81818
2023-04-13,13.06818
2023-04-14,13.06818
2023-04-15,5.11363
2023-04-17,4.54545
2023-04-18,11.36363
2023-04-19,8.52272
2023-04-20,8.52272
2023-04-21,6.25
2023-04-24,2.8409
2023-04-25,5.11363
2023-04-26,6.25
2023-04-27,3.97727
2023-04-28,8.52272
2023-05-01,11.93181
2023-05-02,14.77272
2023-05-03,10.79545
2023-05-04,11.36363
2023-05-05,7.38636
2023-05-08,9.65909
2023-05-09,11.93181
2023-05-10,7.95454
2023-05-11,10.79545
2023-05-12,8.52272
2023-05-15,7.38636
2023-05-16,6.81818
2023-05-17,2.8409
2023-05-18,3.97727
2023-05-19,8.52272
2023-05-20,2.8409
2023-05-22,3.40909
2023-05-23,9.65909
2023-05-24,7.95454
2023-05-25,18.18181
2023-05-26,8.52272
2023-05-27,4.54545
2023-05-29,3.40909
2023-05-30,15.3409
2023-05-31,10.22727
2023-06-01,5.68181
2023-06-02,10.79545
2023-06-05,6.81818
2023-06-06,5.11363
2023-06-07,3.97727
2023-06-08,7.95454
2023-06-09,19.31818
2023-06-10,3.40909
2023-06-12,21.02272
2023-06-13,17.04545
2023-06-14,22.72727
2023-06-15,17.61363
2023-06-16,14.77272
2023-06-17,3.40909
2023-06-19,3.97727
2023-06-20,10.79545
2023-06-21,9.65909
2023-06-22,7.38636
2023-06-23,11.93181
2023-06-26,8.52272
2023-06-27,10.79545
2023-06-28,11.36363
2023-06-29,18.75
2023-06-30,9.0909
2023-07-03,13.63636
2023-07-05,9.0909
2023-07-06,7.95454
2023-07-07,11.93181
2023-07-10,7.38636
2023-07-11,15.90909
2023-07-12,5.11363
2023-07-13,7.95454
2023-07-14,6.81818
2023-07-17,7.38636
2023-07-18,3.97727
2023-07-19,2.8409
2023-07-20,2.8409
2023-07-21,5.68181
2023-07-24,5.68181
2023-07-25,6.81818
2023-07-26,2.8409
2023-07-27,4.54545
2023-07-28,3.40909
2023-07-31,9.0909
2023-08-01,13.06818
2023-08-02,6.25
2023-08-03,3.97727
2023-08-04,4.54545
2023-08-07,5.68181
2023-08-08,5.68181
2023-08-09,2.8409
2023-08-10,3.40909
2023-08-11,5.11363
2023-08-14,14.20454
2023-08-15,5.68181
2023-08-16,4.54545
2023-08-17,5.11363
2023-08-18,7.38636
2023-08-21,7.38636
2023-08-22,10.22727
2023-08-23,7.38636
2023-08-24,12.5
2023-08-25,10.22727
2023-08-28,11.93181
2023-08-29,9.65909
2023-08-30,5.68181
2023-08-31,11.36363
2023-09-01,10.22727
2023-09-02,2.8409
2023-09-04,8.52272
2023-09-05,9.65909
2023-09-06,9.0909
2023-09-07,9.65909
2023-09-08,6.81818
2023-09-11,10.22727
2023-09-12,9.0909
2023-09-13,3.40909
2023-09-14,5.11363
2023-09-15,5.11363
2023-09-18,2.8409
2023-09-19,3.97727
2023-09-20,5.11363
2023-09-21,10.22727
2023-09-22,5.11363
2023-09-25,6.25
2023-09-26,8.52272
2023-09-27,4.54545
2023-09-28,3.97727
2023-09-29,9.0909
2023-10-02,4.54545
2023-10-03,6.81818
2023-10-04,4.54545
2023-10-05,5.11363
2023-10-06,6.25
2023-10-09,9.65909
2023-10-10,6.81818
2023-10-11,4.54545
2023-10-12,11.36363
2023-10-13,6.81818
2023-10-16,3.40909
2023-10-17,3.97727
2023-10-18,4.54545
2023-10-19,7.95454
2023-10-20,3.97727
2023-10-24,3.97727
2023-10-25,6.25
2023-10-26,3.97727
2023-10-27,3.97727
2023-10-30,2.8409
2023-11-01,5.11363
2023-11-02,14.20454
2023-11-03,4.54545
2023-11-06,13.06818
2023-11-07,12.5
2023-11-08,10.22727
2023-11-09,17.04545
2023-11-10,6.25
2023-11-13,11.36363
2023-11-14,22.15909
2023-11-15,12.5
2023-11-16,13.06818
2023-11-17,11.36363
2023-11-20,12.5
2023-11-21,9.65909
2023-11-22,9.65909
2023-11-23,3.40909
2023-11-24,6.81818
2023-11-27,3.97727
2023-11-28,7.95454
2023-11-29,3.97727
2023-11-30,5.68181
2023-12-01,9.65909
2023-12-04,14.20454
2023-12-05,6.81818
2023-12-06,6.81818
2023-12-07,6.81818
2023-12-08,6.81818
2023-12-11,4.54545
2023-12-12,3.97727
2023-12-13,6.81818
2023-12-14,17.04545
2023-12-15,19.31818
2023-12-18,10.79545
2023-12-19,11.93181
2023-12-20,10.22727
2023-12-21,8.52272
2023-12-22,7.95454
2023-12-26,4.54545
2023-12-27,9.0909
2023-12-28,8.52272
2023-12-29,11.93181
2024-01-02,15.3409
2024-01-03,15.3409
2024-01-04,14.77272
2024-01-05,6.81818
2024-01-08,13.63636
2024-01-09,20.45454
2024-01-10,11.36363
2024-01-11,12.5
2024-01-12,11.93181
2024-01-13,2.8409
2024-01-15,4.54545
2024-01-16,6.25
2024-01-17,19.31818
2024-01-18,11.36363
2024-01-19,16.47727
2024-01-21,2.8409
2024-01-22,22.15909
2024-01-23,13.63636
2024-01-24,19.31818
2024-01-25,22.15909
2024-01-26,22.72727
2024-01-27,2.8409
2024-01-28,2.8409
2024-01-29,9.0909
2024-01-30,21.02272
2024-01-31,13.06818
2024-02-01,10.22727
2024-02-02,15.90909
2024-02-04,2.8409
2024-02-05,10.79545
2024-02-06,17.61363
2024-02-07,7.38636
2024-02-08,10.79545
2024-02-09,11.36363
2024-02-10,2.8409
2024-02-12,14.20454
2024-02-13,17.04545
2024-02-14,16.47727
2024-02-15,19.31818
2024-02-16,19.88636
2024-02-17,5.11363
2024-02-19,9.0909
2024-02-20,20.45454
2024-02-21,23.86363
2024-02-22,36.36363
2024-02-23,31.81818
2024-02-26,14.20454
2024-02-27,10.79545
2024-02-28,9.0909
2024-02-29,11.36363
2024-03-01,6.25
2024-03-04,9.65909
2024-03-05,12.5
2024-03-06,14.77272
2024-03-07,6.25
2024-03-08,13.63636
2024-03-09,2.8409
2024-03-11,16.47727
2024-03-12,7.38636
2024-03-13,9.0909
2024-03-15,6.81818
2024-03-18,23.29545
2024-03-19,13.06818
2024-03-20,3.97727
