date,중개형ISA
2021-12-09,8.6784
2021-12-10,8.30647
2021-12-11,4.90949
2021-12-12,5.75254
2021-12-13,8.38085
2021-12-14,10.15373
2021-12-15,9.59583
2021-12-16,7.63699
2021-12-17,6.64517
2021-12-18,4.61195
2021-12-19,8.87676
2021-12-20,11.96379
2021-12-21,10.2777
2021-12-22,9.57103
2021-12-23,17.98909
2021-12-24,100.0
2021-12-25,18.58418
2021-12-26,17.79072
2021-12-27,31.88693
2021-12-28,32.99032
2021-12-29,28.61393
2021-12-30,29.2958
2021-12-31,33.06471
2022-01-01,5.9385
2022-01-02,5.9385
2022-01-03,8.02132
2022-01-04,8.05851
2022-01-05,7.41383
2022-01-06,8.08331
2022-01-07,8.15769
2022-01-08,5.12025
2022-01-09,5.98809
2022-01-10,7.38904
2022-01-11,7.22787
2022-01-12,8.64121
2022-01-13,8.62881
2022-01-14,8.56682
2022-01-15,5.66575
2022-01-16,8.91395
2022-01-17,19.81155
2022-01-18,21.00173
2022-01-19,13.20357
2022-01-20,9.40986
2022-01-21,8.23208
2022-01-22,4.28961
2022-01-23,4.43838
2022-01-24,5.81453
2022-01-25,6.53359
2022-01-26,5.09546
2022-01-27,6.28564
2022-01-28,6.68237
2022-01-29,3.42177
2022-01-30,3.27299
2022-01-31,3.37217
2022-02-01,4.21522
2022-02-02,5.00867
2022-02-03,6.75675
2022-02-04,5.82692
2022-02-05,3.99206
2022-02-06,4.35159
2022-02-07,6.38482
2022-02-08,5.3806
2022-02-09,5.46739
2022-02-10,5.54178
2022-02-11,4.93429
2022-02-12,2.7027
2022-02-13,3.2358
2022-02-14,5.60376
2022-02-15,5.02107
2022-02-16,4.61195
2022-02-17,4.69873
2022-02-18,4.11604
2022-02-19,2.96305
2022-02-20,3.88048
2022-02-21,5.02107
2022-02-22,5.61616
2022-02-23,4.3392
2022-02-24,4.46317
2022-02-25,4.95908
2022-02-26,2.73989
2022-02-27,3.14902
2022-02-28,4.97148
2022-03-01,3.39697
2022-03-02,4.28961
2022-03-03,4.02925
2022-03-04,3.11182
2022-03-05,2.45474
2022-03-06,3.18621
2022-03-07,3.91767
2022-03-08,4.17803
2022-03-09,2.23158
2022-03-10,3.70691
2022-03-11,3.73171
2022-03-12,2.21919
2022-03-13,2.54153
2022-03-14,5.19464
2022-03-15,4.06645
2022-03-16,3.62013
2022-03-17,3.68212
2022-03-18,3.31019
2022-03-19,2.60352
2022-03-20,2.80188
2022-03-21,3.68212
2022-03-22,3.2358
2022-03-23,3.84329
2022-03-24,3.38457
2022-03-25,3.53334
2022-03-26,1.92164
2022-03-27,1.94644
2022-03-28,3.59533
2022-03-29,3.43416
2022-03-30,4.20282
2022-03-31,3.63253
2022-04-01,3.07463
2022-04-02,1.94644
2022-04-03,2.03322
2022-04-04,2.72749
2022-04-05,3.74411
2022-04-06,3.54574
2022-04-07,3.31019
2022-04-08,3.02504
2022-04-09,1.63649
2022-04-10,1.97123
2022-04-11,3.211
2022-04-12,3.2606
2022-04-13,3.45896
2022-04-14,3.18621
2022-04-15,3.12422
2022-04-16,1.67369
2022-04-17,2.36796
2022-04-18,3.42177
2022-04-19,4.54996
2022-04-20,4.63674
2022-04-21,3.59533
2022-04-22,2.7027
2022-04-23,1.63649
2022-04-24,1.63649
2022-04-25,3.33498
2022-04-26,2.83907
2022-04-27,3.14902
2022-04-28,3.42177
2022-04-29,2.98785
2022-04-30,1.74807
2022-05-01,2.29357
2022-05-02,3.45896
2022-05-03,2.86387
2022-05-04,2.55393
2022-05-05,1.99603
2022-05-06,2.64071
2022-05-07,1.57451
2022-05-08,1.64889
2022-05-09,3.2482
2022-05-10,2.87627
2022-05-11,3.39697
2022-05-12,2.26878
2022-05-13,2.60352
2022-05-14,1.43813
2022-05-15,1.09099
2022-05-16,2.19439
2022-05-17,2.77708
2022-05-18,2.54153
2022-05-19,3.03744
2022-05-20,4.02925
2022-05-21,1.40094
2022-05-22,1.66129
2022-05-23,3.18621
2022-05-24,2.76469
2022-05-25,2.39275
2022-05-26,2.12
2022-05-27,2.20679
2022-05-28,1.14059
2022-05-29,1.46293
2022-05-30,2.54153
2022-05-31,2.56632
2022-06-01,1.76047
2022-06-02,2.10761
2022-06-03,2.1324
2022-06-04,1.25216
2022-06-05,1.77287
2022-06-06,1.5869
2022-06-07,2.33077
2022-06-08,2.54153
2022-06-09,2.54153
2022-06-10,2.36796
2022-06-11,0.92982
2022-06-12,1.10339
2022-06-13,2.31837
2022-06-14,2.39275
2022-06-15,2.54153
2022-06-16,2.54153
2022-06-17,2.20679
2022-06-18,1.17778
2022-06-19,2.03322
2022-06-20,2.60352
2022-06-21,2.25638
2022-06-22,2.38036
2022-06-23,2.24398
2022-06-24,2.39275
2022-06-25,1.68608
2022-06-26,1.73568
2022-06-27,2.25638
2022-06-28,2.60352
2022-06-29,1.87205
2022-06-30,2.20679
2022-07-01,2.05802
2022-07-02,0.92982
2022-07-03,1.0538
2022-07-04,1.90924
2022-07-05,2.28118
2022-07-06,2.07041
2022-07-07,2.08281
2022-07-08,1.69848
2022-07-09,1.01661
2022-07-10,1.12819
2022-07-11,1.5869
2022-07-12,1.52491
2022-07-13,1.83486
2022-07-14,1.97123
2022-07-15,1.42573
2022-07-16,0.92982
2022-07-17,0.97941
2022-07-18,1.81006
2022-07-19,1.93404
2022-07-20,1.78527
2022-07-21,1.79766
2022-07-22,1.90924
2022-07-23,1.43813
2022-07-24,1.25216
2022-07-25,1.89685
2022-07-26,14.43094
2022-07-27,1.68608
2022-07-28,1.6241
2022-07-29,1.72328
2022-07-30,1.15298
2022-07-31,0.99181
2022-08-01,1.57451
2022-08-02,2.1572
2022-08-03,2.1324
2022-08-04,2.1448
2022-08-05,1.71088
2022-08-06,0.96702
2022-08-07,1.10339
2022-08-08,1.90924
2022-08-09,2.42995
2022-08-10,2.39275
2022-08-11,2.04562
2022-08-12,2.80188
2022-08-13,1.35135
2022-08-14,1.01661
2022-08-15,1.31415
2022-08-16,2.49194
2022-08-17,2.6655
2022-08-18,2.6779
2022-08-19,1.83486
2022-08-20,1.10339
2022-08-21,0.99181
2022-08-22,1.77287
2022-08-23,2.20679
2022-08-24,2.04562
2022-08-25,2.05802
2022-08-26,1.56211
2022-08-27,1.28936
2022-08-28,0.92982
2022-08-29,1.73568
2022-08-30,1.90924
2022-08-31,2.00843
2022-09-01,1.78527
2022-09-02,1.52491
2022-09-03,1.0786
2022-09-04,1.10339
2022-09-05,1.36374
2022-09-06,1.66129
2022-09-07,1.47532
2022-09-08,1.56211
2022-09-09,0.86784
2022-09-10,0.97941
2022-09-11,1.09099
2022-09-12,1.19018
2022-09-13,2.35556
2022-09-14,1.76047
2022-09-15,1.73568
2022-09-16,1.84726
2022-09-17,1.22737
2022-09-18,1.02901
2022-09-19,1.45053
2022-09-20,1.51252
2022-09-21,1.67369
2022-09-22,1.67369
2022-09-23,1.79766
2022-09-24,0.69427
2022-09-25,0.89263
2022-09-26,1.45053
2022-09-27,1.56211
2022-09-28,1.78527
2022-09-29,1.90924
2022-09-30,1.45053
2022-10-01,0.60748
2022-10-02,0.55789
2022-10-03,0.95462
2022-10-04,1.74807
2022-10-05,2.02082
2022-10-06,2.07041
2022-10-07,1.6241
2022-10-08,0.64468
2022-10-09,0.70666
2022-10-10,0.71906
2022-10-11,1.42573
2022-10-12,1.45053
2022-10-13,1.36374
2022-10-14,1.54971
2022-10-15,0.71906
2022-10-16,1.09099
2022-10-17,2.1448
2022-10-18,2.1696
2022-10-19,1.97123
2022-10-20,1.83486
2022-10-21,1.31415
2022-10-22,1.0414
2022-10-23,1.0538
2022-10-24,1.28936
2022-10-25,1.97123
2022-10-26,1.94644
2022-10-27,1.5869
2022-10-28,1.40094
2022-10-29,0.97941
2022-10-30,1.00421
2022-10-31,1.68608
2022-11-01,2.18199
2022-11-02,1.93404
2022-11-03,1.87205
2022-11-04,1.78527
2022-11-05,1.0662
2022-11-06,1.25216
2022-11-07,2.73989
2022-11-08,2.61591
2022-11-09,2.1696
2022-11-10,1.71088
2022-11-11,2.30597
2022-11-12,1.22737
2022-11-13,1.81006
2022-11-14,2.86387
2022-11-15,2.42995
2022-11-16,2.78948
2022-11-17,2.34316
2022-11-18,1.72328
2022-11-19,0.89263
2022-11-20,1.78527
2022-11-21,2.64071
2022-11-22,2.28118
2022-11-23,2.28118
2022-11-24,1.79766
2022-11-25,2.18199
2022-11-26,1.10339
2022-11-27,1.45053
2022-11-28,1.71088
2022-11-29,1.89685
2022-11-30,1.82246
2022-12-01,2.1324
2022-12-02,2.07041
2022-12-03,0.84304
2022-12-04,1.26456
2022-12-05,1.5869
2022-12-06,1.97123
2022-12-07,1.92164
2022-12-08,1.93404
2022-12-09,2.05802
2022-12-10,1.11579
2022-12-11,1.38854
2022-12-12,2.73989
2022-12-13,1.92164
2022-12-14,2.09521
2022-12-15,1.66129
2022-12-16,1.73568
2022-12-17,1.02901
2022-12-18,1.33895
2022-12-19,1.84726
2022-12-20,1.94644
2022-12-21,2.73989
2022-12-22,2.36796
2022-12-23,1.74807
2022-12-24,1.10339
2022-12-25,1.32655
2022-12-26,2.08281
2022-12-27,3.04983
2022-12-28,2.34316
2022-12-29,3.06223
2022-12-30,3.00024
2022-12-31,1.11579
2023-01-01,0.99181
2023-01-02,2.03322
2023-01-03,1.6241
2023-01-04,1.47532
2023-01-05,1.56211
2023-01-06,1.63649
2023-01-07,1.15298
2023-01-08,1.31415
2023-01-09,1.74807
2023-01-10,1.52491
2023-01-11,2.02082
2023-01-12,1.73568
2023-01-13,1.37614
2023-01-14,0.94222
2023-01-15,1.14059
2023-01-16,1.84726
2023-01-17,2.1696
2023-01-18,1.76047
2023-01-19,1.56211
2023-01-20,1.51252
2023-01-21,1.10339
2023-01-22,0.99181
2023-01-23,1.17778
2023-01-24,1.43813
2023-01-25,3.06223
2023-01-26,2.55393
2023-01-27,2.82667
2023-01-28,1.76047
2023-01-29,1.68608
2023-01-30,2.49194
2023-01-31,2.33077
2023-02-01,2.65311
2023-02-02,2.61591
2023-02-03,1.97123
2023-02-04,1.42573
2023-02-05,1.66129
2023-02-06,2.25638
2023-02-07,2.26878
2023-02-08,2.85147
2023-02-09,2.44235
2023-02-10,2.47954
2023-02-11,1.46293
2023-02-12,1.37614
2023-02-13,1.94644
2023-02-14,2.21919
2023-02-15,2.07041
2023-02-16,2.1696
2023-02-17,1.81006
2023-02-18,1.74807
2023-02-19,2.33077
2023-02-20,3.66972
2023-02-21,3.13662
2023-02-22,2.10761
2023-02-23,1.99603
2023-02-24,1.98363
2023-02-25,1.14059
2023-02-26,1.63649
2023-02-27,3.33498
2023-02-28,3.03744
2023-03-01,3.43416
2023-03-02,3.84329
2023-03-03,4.04165
2023-03-04,2.55393
2023-03-05,3.47136
2023-03-06,3.71931
2023-03-07,2.41755
2023-03-08,2.65311
2023-03-09,2.65311
2023-03-10,2.07041
2023-03-11,1.37614
2023-03-12,1.31415
2023-03-13,2.39275
2023-03-14,2.28118
2023-03-15,2.30597
2023-03-16,2.50433
2023-03-17,2.33077
2023-03-18,1.32655
2023-03-19,1.52491
2023-03-20,2.76469
2023-03-21,2.38036
2023-03-22,2.50433
2023-03-23,2.03322
2023-03-24,2.1448
2023-03-25,1.16538
2023-03-26,1.40094
2023-03-27,1.94644
2023-03-28,2.02082
2023-03-29,2.1572
2023-03-30,2.55393
2023-03-31,1.85965
2023-04-01,1.47532
2023-04-02,1.48772
2023-04-03,2.64071
2023-04-04,2.60352
2023-04-05,2.77708
2023-04-06,2.42995
2023-04-07,2.1572
2023-04-08,1.57451
2023-04-09,1.50012
2023-04-10,2.57872
2023-04-11,2.55393
2023-04-12,2.33077
2023-04-13,2.23158
2023-04-14,1.97123
2023-04-15,1.31415
2023-04-16,1.43813
2023-04-17,2.7151
2023-04-18,2.61591
2023-04-19,2.6903
2023-04-20,2.36796
2023-04-21,1.97123
2023-04-22,1.10339
2023-04-23,1.26456
2023-04-24,1.93404
2023-04-25,2.18199
2023-04-26,1.84726
2023-04-27,1.87205
2023-04-28,1.72328
2023-04-29,1.09099
2023-04-30,1.16538
2023-05-01,1.46293
2023-05-02,2.10761
2023-05-03,1.89685
2023-05-04,1.85965
2023-05-05,1.40094
2023-05-06,1.50012
2023-05-07,1.47532
2023-05-08,2.28118
2023-05-09,2.93825
2023-05-10,2.45474
2023-05-11,1.95883
2023-05-12,2.1696
2023-05-13,1.12819
2023-05-14,1.31415
2023-05-15,2.1696
2023-05-16,2.39275
2023-05-17,2.18199
2023-05-18,2.00843
2023-05-19,1.82246
2023-05-20,1.43813
2023-05-21,1.50012
2023-05-22,2.28118
2023-05-23,2.34316
2023-05-24,2.33077
2023-05-25,2.49194
2023-05-26,2.36796
2023-05-27,1.76047
2023-05-28,1.78527
2023-05-29,1.94644
2023-05-30,3.211
2023-05-31,3.68212
2023-06-01,2.97545
2023-06-02,2.77708
2023-06-03,1.20257
2023-06-04,1.89685
2023-06-05,2.20679
2023-06-06,2.46714
2023-06-07,2.41755
2023-06-08,2.24398
2023-06-09,2.25638
2023-06-10,1.76047
2023-06-11,1.76047
2023-06-12,2.34316
2023-06-13,3.13662
2023-06-14,2.90106
2023-06-15,2.21919
2023-06-16,2.7027
2023-06-17,1.50012
2023-06-18,2.1448
2023-06-19,2.64071
2023-06-20,2.61591
2023-06-21,2.7151
2023-06-22,2.24398
2023-06-23,2.24398
2023-06-24,1.40094
2023-06-25,1.45053
2023-06-26,2.38036
2023-06-27,2.39275
2023-06-28,2.1696
2023-06-29,2.44235
2023-06-30,3.34738
2023-07-01,1.5869
2023-07-02,1.85965
2023-07-03,3.14902
2023-07-04,4.10364
2023-07-05,5.28142
2023-07-06,4.79791
2023-07-07,2.10761
2023-07-08,1.01661
2023-07-09,1.17778
2023-07-10,2.62831
2023-07-11,2.82667
2023-07-12,2.19439
2023-07-13,2.45474
2023-07-14,2.59112
2023-07-15,1.54971
2023-07-16,2.36796
2023-07-17,3.53334
2023-07-18,3.35978
2023-07-19,4.48797
2023-07-20,2.76469
2023-07-21,2.46714
2023-07-22,1.6241
2023-07-23,1.32655
2023-07-24,3.211
2023-07-25,3.03744
2023-07-26,2.81428
2023-07-27,2.34316
2023-07-28,2.20679
2023-07-29,1.48772
2023-07-30,1.33895
2023-07-31,3.37217
2023-08-01,2.47954
2023-08-02,1.99603
2023-08-03,1.76047
2023-08-04,1.95883
2023-08-05,1.10339
2023-08-06,1.22737
2023-08-07,1.69848
2023-08-08,2.02082
2023-08-09,1.87205
2023-08-10,2.29357
2023-08-11,1.78527
2023-08-12,1.20257
2023-08-13,1.21497
2023-08-14,2.05802
2023-08-15,1.53731
2023-08-16,2.38036
2023-08-17,2.1324
2023-08-18,2.42995
2023-08-19,1.40094
2023-08-20,1.93404
2023-08-21,2.12
2023-08-22,1.99603
2023-08-23,2.26878
2023-08-24,2.81428
2023-08-25,2.59112
2023-08-26,1.42573
2023-08-27,1.92164
2023-08-28,2.95065
2023-08-29,2.96305
2023-08-30,3.03744
2023-08-31,3.47136
2023-09-01,2.19439
2023-09-02,1.51252
2023-09-03,1.87205
2023-09-04,2.47954
2023-09-05,2.83907
2023-09-06,2.80188
2023-09-07,2.45474
2023-09-08,2.07041
2023-09-09,1.47532
2023-09-10,1.46293
2023-09-11,2.45474
2023-09-12,2.26878
2023-09-13,2.35556
2023-09-14,2.35556
2023-09-15,2.26878
2023-09-16,1.35135
2023-09-17,1.6117
2023-09-18,2.24398
2023-09-19,2.73989
2023-09-20,3.55814
2023-09-21,2.7151
2023-09-22,2.47954
2023-09-23,0.96702
2023-09-24,1.28936
2023-09-25,1.93404
2023-09-26,1.83486
2023-09-27,1.85965
2023-09-28,0.70666
2023-09-29,0.86784
2023-09-30,0.76865
2023-10-01,1.19018
2023-10-02,1.64889
2023-10-03,1.73568
2023-10-04,2.25638
2023-10-05,2.40515
2023-10-06,1.88445
2023-10-07,0.86784
2023-10-08,1.21497
2023-10-09,1.10339
2023-10-10,2.40515
2023-10-11,2.31837
2023-10-12,1.74807
2023-10-13,1.52491
2023-10-14,1.15298
2023-10-15,1.31415
2023-10-16,1.78527
2023-10-17,2.36796
2023-10-18,2.00843
2023-10-19,1.97123
2023-10-20,1.5993
2023-10-21,1.17778
2023-10-22,0.94222
2023-10-23,1.79766
2023-10-24,1.81006
2023-10-25,1.83486
2023-10-26,1.81006
2023-10-27,1.79766
2023-10-28,0.85544
2023-10-29,1.02901
2023-10-30,1.74807
2023-10-31,1.94644
2023-11-01,1.82246
2023-11-02,1.71088
2023-11-03,1.36374
2023-11-04,1.0786
2023-11-05,1.47532
2023-11-06,2.25638
2023-11-07,2.30597
2023-11-08,1.89685
2023-11-09,1.71088
2023-11-10,1.23977
2023-11-11,0.68187
2023-11-12,0.70666
2023-11-13,1.37614
2023-11-14,1.63649
2023-11-15,2.09521
2023-11-16,1.89685
2023-11-17,1.46293
2023-11-18,0.69427
2023-11-19,1.26456
2023-11-20,2.10761
2023-11-21,1.89685
2023-11-22,1.79766
2023-11-23,1.79766
2023-11-24,1.37614
2023-11-25,1.17778
2023-11-26,1.52491
2023-11-27,2.05802
2023-11-28,1.92164
2023-11-29,2.1572
2023-11-30,2.24398
2023-12-01,6.39722
2023-12-02,1.15298
2023-12-03,1.68608
2023-12-04,2.40515
2023-12-05,2.28118
2023-12-06,2.65311
2023-12-07,2.12
2023-12-08,2.6779
2023-12-09,1.52491
2023-12-10,1.6241
2023-12-11,2.44235
2023-12-12,2.85147
2023-12-13,2.62831
2023-12-14,3.09942
2023-12-15,2.52913
2023-12-16,1.42573
2023-12-17,2.1448
2023-12-18,2.39275
2023-12-19,2.88866
2023-12-20,2.87627
2023-12-21,2.98785
2023-12-22,2.92586
2023-12-23,1.78527
2023-12-24,1.36374
2023-12-25,1.99603
2023-12-26,3.85569
2023-12-27,3.80609
2023-12-28,4.43838
2023-12-29,3.07463
2023-12-30,1.93404
2023-12-31,2.10761
2024-01-01,2.07041
2024-01-02,2.92586
2024-01-03,2.7027
2024-01-04,2.50433
2024-01-05,2.39275
2024-01-06,1.76047
2024-01-07,2.1324
2024-01-08,2.34316
2024-01-09,2.49194
2024-01-10,2.61591
2024-01-11,2.38036
2024-01-12,1.97123
2024-01-13,1.20257
2024-01-14,1.42573
2024-01-15,2.56632
2024-01-16,3.13662
2024-01-17,4.53756
2024-01-18,4.8599
2024-01-19,3.7813
2024-01-20,2.46714
2024-01-21,2.45474
2024-01-22,4.8847
2024-01-23,4.38879
2024-01-24,3.95487
2024-01-25,3.88048
2024-01-26,3.58294
2024-01-27,2.82667
2024-01-28,3.06223
2024-01-29,4.11604
2024-01-30,4.28961
2024-01-31,4.17803
2024-02-01,4.61195
2024-02-02,4.05405
2024-02-03,2.72749
2024-02-04,4.97148
2024-02-05,6.34763
2024-02-06,5.50458
2024-02-07,4.97148
2024-02-08,4.56236
2024-02-09,2.59112
2024-02-10,2.33077
2024-02-11,5.02107
2024-02-12,4.59955
2024-02-13,8.33126
2024-02-14,7.0295
2024-02-15,5.59137
2024-02-16,4.38879
2024-02-17,3.69452
2024-02-18,3.44656
2024-02-19,4.42598
2024-02-20,4.14083
2024-02-21,4.48797
2024-02-22,5.23183
2024-02-23,3.69452
2024-02-24,2.1696
2024-02-25,2.92586
2024-02-26,3.94247
2024-02-27,3.52095
2024-02-28,4.00446
2024-02-29,3.2482
2024-03-01,2.1448
2024-03-02,2.03322
2024-03-03,2.23158
2024-03-04,4.11604
2024-03-05,3.7937
2024-03-06,3.64492
2024-03-07,3.55814
2024-03-08,3.55814
2024-03-09,2.00843
2024-03-10,1.90924
2024-03-11,3.08703
2024-03-12,3.01264
2024-03-13,2.7027
2024-03-14,2.96305
2024-03-15,2.78948
2024-03-16,1.46293
2024-03-17,1.26456
2024-03-18,2.57872
2024-03-19,2.52913
2024-03-20,3.13662
