date,ISA계좌수수료
2021-04-06,4.70347
2021-04-07,4.08997
2021-04-08,2.45398
2021-04-09,3.68098
2021-04-10,2.04498
2021-04-11,3.06748
2021-04-12,4.29447
2021-04-13,4.90797
2021-04-14,3.47648
2021-04-15,3.06748
2021-04-16,3.88548
2021-04-17,2.65848
2021-04-18,2.24948
2021-04-19,3.06748
2021-04-20,4.49897
2021-04-21,3.47648
2021-04-22,6.13496
2021-04-23,2.65848
2021-04-24,1.84049
2021-04-25,3.68098
2021-04-26,2.65848
2021-04-27,2.86298
2021-04-28,3.06748
2021-04-29,4.49897
2021-04-30,2.65848
2021-05-01,2.45398
2021-05-02,1.02249
2021-05-03,2.65848
2021-05-05,2.45398
2021-05-06,3.88548
2021-05-07,2.65848
2021-05-08,2.04498
2021-05-09,1.84049
2021-05-10,1.63599
2021-05-11,2.24948
2021-05-12,1.22699
2021-05-13,1.22699
2021-05-14,2.45398
2021-05-16,1.02249
2021-05-17,1.43149
2021-05-20,4.49897
2021-05-25,1.02249
2021-05-27,2.24948
2021-05-31,3.27198
2021-06-01,1.63599
2021-06-02,2.24948
2021-06-03,1.02249
2021-06-04,1.22699
2021-06-05,1.63599
2021-06-07,3.06748
2021-06-08,1.84049
2021-06-10,1.02249
2021-06-11,1.02249
2021-06-15,2.65848
2021-06-16,1.63599
2021-06-17,1.84049
2021-06-18,1.02249
2021-06-19,1.22699
2021-06-21,2.86298
2021-06-22,1.02249
2021-06-23,3.88548
2021-06-28,2.86298
2021-06-29,2.45398
2021-06-30,1.02249
2021-07-01,1.22699
2021-07-02,1.22699
2021-07-03,1.22699
2021-07-05,1.43149
2021-07-06,1.02249
2021-07-08,1.43149
2021-07-10,1.02249
2021-07-12,1.02249
2021-07-13,1.22699
2021-07-15,2.65848
2021-07-21,1.02249
2021-07-23,1.22699
2021-07-25,1.02249
2021-07-26,7.97546
2021-07-27,16.35991
2021-07-28,10.02044
2021-07-29,5.11247
2021-07-30,5.11247
2021-07-31,3.47648
2021-08-01,5.93047
2021-08-02,2.86298
2021-08-03,6.33946
2021-08-04,3.68098
2021-08-05,7.97546
2021-08-06,4.90797
2021-08-07,2.86298
2021-08-08,2.86298
2021-08-09,5.31697
2021-08-10,7.77096
2021-08-11,10.22494
2021-08-12,6.95296
2021-08-13,4.70347
2021-08-14,4.49897
2021-08-15,2.04498
2021-08-16,5.93047
2021-08-17,5.93047
2021-08-18,5.52147
2021-08-19,6.33946
2021-08-20,3.06748
2021-08-21,3.68098
2021-08-22,3.06748
2021-08-23,4.70347
2021-08-24,4.90797
2021-08-25,4.49897
2021-08-26,3.06748
2021-08-27,6.13496
2021-08-28,6.54396
2021-08-29,4.08997
2021-08-30,6.54396
2021-08-31,6.54396
2021-09-01,6.13496
2021-09-02,7.15746
2021-09-03,7.77096
2021-09-04,5.52147
2021-09-05,6.33946
2021-09-06,6.95296
2021-09-07,5.93047
2021-09-08,6.54396
2021-09-09,6.74846
2021-09-10,6.54396
2021-09-11,2.65848
2021-09-12,2.86298
2021-09-13,4.08997
2021-09-14,5.52147
2021-09-15,6.74846
2021-09-16,7.56646
2021-09-17,4.90797
2021-09-18,1.63599
2021-09-21,1.22699
2021-09-22,3.27198
2021-09-23,4.90797
2021-09-24,5.11247
2021-09-25,2.65848
2021-09-26,3.06748
2021-09-27,6.74846
2021-09-28,5.72597
2021-09-29,2.45398
2021-09-30,4.08997
2021-10-01,3.06748
2021-10-02,2.24948
2021-10-03,2.04498
2021-10-04,2.86298
2021-10-05,1.02249
2021-10-06,2.86298
2021-10-07,2.24948
2021-10-08,3.47648
2021-10-09,1.02249
2021-10-10,1.84049
2021-10-11,1.22699
2021-10-12,2.86298
2021-10-13,2.24948
2021-10-14,2.45398
2021-10-15,3.27198
2021-10-16,2.45398
2021-10-17,1.43149
2021-10-18,1.02249
2021-10-19,2.86298
2021-10-20,3.06748
2021-10-21,4.29447
2021-10-22,2.24948
2021-10-23,1.02249
2021-10-24,3.47648
2021-10-25,3.47648
2021-10-26,1.63599
2021-10-27,3.47648
2021-10-28,2.24948
2021-10-29,3.88548
2021-10-30,2.45398
2021-10-31,3.06748
2021-11-01,4.90797
2021-11-02,4.08997
2021-11-03,3.27198
2021-11-04,3.68098
2021-11-05,2.65848
2021-11-06,1.02249
2021-11-07,1.02249
2021-11-08,3.68098
2021-11-09,2.86298
2021-11-10,4.08997
2021-11-12,1.43149
2021-11-13,1.43149
2021-11-14,1.43149
2021-11-15,3.88548
2021-11-16,4.49897
2021-11-17,3.27198
2021-11-18,4.70347
2021-11-19,1.43149
2021-11-20,3.27198
2021-11-21,2.04498
2021-11-22,3.27198
2021-11-23,1.63599
2021-11-24,2.65848
2021-11-25,2.65848
2021-11-26,1.63599
2021-11-27,1.22699
2021-11-28,1.43149
2021-11-29,5.31697
2021-11-30,5.11247
2021-12-01,2.86298
2021-12-02,4.90797
2021-12-03,4.29447
2021-12-04,2.24948
2021-12-05,1.84049
2021-12-06,1.02249
2021-12-07,4.70347
2021-12-08,5.31697
2021-12-09,4.08997
2021-12-10,2.65848
2021-12-11,3.27198
2021-12-12,2.04498
2021-12-13,3.47648
2021-12-14,2.86298
2021-12-15,4.29447
2021-12-16,4.49897
2021-12-17,2.65848
2021-12-18,1.22699
2021-12-19,4.90797
2021-12-20,6.33946
2021-12-21,7.36196
2021-12-22,6.13496
2021-12-23,9.81595
2021-12-24,16.97341
2021-12-25,8.99795
2021-12-26,11.04294
2021-12-27,14.31492
2021-12-28,15.95092
2021-12-29,9.81595
2021-12-30,11.65644
2021-12-31,13.70143
2022-01-01,1.63599
2022-01-02,1.84049
2022-01-03,2.65848
2022-01-04,3.47648
2022-01-05,4.08997
2022-01-06,5.72597
2022-01-07,3.68098
2022-01-08,1.22699
2022-01-11,2.04498
2022-01-12,2.24948
2022-01-13,1.63599
2022-01-14,4.08997
2022-01-16,1.43149
2022-01-17,1.63599
2022-01-18,2.65848
2022-01-19,2.04498
2022-01-21,1.84049
2022-01-22,1.02249
2022-01-24,1.02249
2022-01-26,1.63599
2022-01-27,1.43149
2022-01-28,2.24948
2022-01-30,1.02249
2022-01-31,1.63599
2022-02-01,2.04498
2022-02-03,2.24948
2022-02-04,1.22699
2022-02-07,1.22699
2022-02-08,2.45398
2022-02-09,1.22699
2022-02-10,1.22699
2022-02-11,1.02249
2022-02-14,1.43149
2022-02-15,1.22699
2022-02-16,1.02249
2022-02-17,1.22699
2022-02-18,1.02249
2022-02-20,1.22699
2022-02-21,1.63599
2022-02-22,1.63599
2022-02-23,3.27198
2022-02-24,2.65848
2022-02-26,1.02249
2022-02-27,1.22699
2022-03-01,1.02249
2022-03-02,1.22699
2022-03-03,1.43149
2022-03-04,2.65848
2022-03-06,1.22699
2022-03-07,1.84049
2022-03-08,1.02249
2022-03-10,1.43149
2022-03-13,1.02249
2022-03-16,1.63599
2022-03-17,1.02249
2022-03-18,1.02249
2022-03-21,1.63599
2022-03-22,1.84049
2022-03-23,2.04498
2022-03-24,3.47648
2022-03-27,1.02249
2022-03-28,2.04498
2022-03-29,1.43149
2022-03-30,3.47648
2022-03-31,2.45398
2022-04-01,1.02249
2022-04-02,1.22699
2022-04-03,1.22699
2022-04-04,2.45398
2022-04-05,3.68098
2022-04-06,2.24948
2022-04-07,1.63599
2022-04-08,3.88548
2022-04-09,1.63599
2022-04-10,1.02249
2022-04-11,2.24948
2022-04-12,1.02249
2022-04-13,1.43149
2022-04-14,1.43149
2022-04-15,3.47648
2022-04-17,1.02249
2022-04-18,1.02249
2022-04-19,4.08997
2022-04-20,2.86298
2022-04-21,1.22699
2022-04-22,1.02249
2022-04-23,1.22699
2022-04-24,2.04498
2022-04-25,2.65848
2022-04-26,1.43149
2022-04-27,1.02249
2022-04-28,3.06748
2022-04-29,1.63599
2022-04-30,1.02249
2022-05-03,2.86298
2022-05-04,2.24948
2022-05-05,2.04498
2022-05-06,2.65848
2022-05-09,1.02249
2022-05-10,2.04498
2022-05-12,2.65848
2022-05-13,2.04498
2022-05-15,1.02249
2022-05-16,3.47648
2022-05-17,1.43149
2022-05-18,1.43149
2022-05-19,1.02249
2022-05-27,1.22699
2022-05-29,1.84049
2022-06-02,1.63599
2022-06-03,1.02249
2022-06-07,1.43149
2022-06-10,1.22699
2022-06-15,1.02249
2022-06-16,1.02249
2022-06-17,1.02249
2022-06-28,1.22699
2022-06-29,1.22699
2022-07-22,1.22699
2022-07-23,1.22699
2022-07-24,2.24948
2022-07-28,1.02249
2022-08-02,1.43149
2022-08-03,1.63599
2022-08-05,1.02249
2022-08-08,1.43149
2022-08-16,1.02249
2022-08-17,2.45398
2022-08-18,1.22699
2022-08-21,1.43149
2022-08-22,1.02249
2022-08-24,1.84049
2022-08-26,1.22699
2022-08-29,1.22699
2022-08-30,3.47648
2022-08-31,2.45398
2022-09-01,1.43149
2022-09-02,1.43149
2022-09-03,1.02249
2022-09-07,1.02249
2022-09-13,2.24948
2022-09-14,1.02249
2022-09-15,1.43149
2022-09-19,1.84049
2022-09-23,1.02249
2022-09-25,1.02249
2022-09-30,1.84049
2022-10-06,1.22699
2022-10-12,1.02249
2022-10-17,1.84049
2022-10-19,1.22699
2022-10-20,2.45398
2022-10-27,1.02249
2022-10-28,1.43149
2022-10-29,1.22699
2022-10-31,1.22699
2022-11-02,1.84049
2022-11-06,1.02249
2022-11-08,1.02249
2022-11-09,2.65848
2022-11-11,1.02249
2022-11-15,1.43149
2022-11-22,1.02249
2022-11-27,1.84049
2022-11-28,1.43149
2022-11-29,1.02249
2022-11-30,1.22699
2022-12-01,1.02249
2022-12-02,2.04498
2022-12-05,1.22699
2022-12-08,1.02249
2022-12-10,1.02249
2022-12-13,1.22699
2022-12-14,1.02249
2022-12-16,1.02249
2022-12-19,2.04498
2022-12-20,1.63599
2022-12-21,2.04498
2022-12-22,1.22699
2022-12-25,2.45398
2022-12-26,1.63599
2022-12-27,1.84049
2022-12-28,1.02249
2022-12-29,4.29447
2022-12-30,1.63599
2023-01-01,1.22699
2023-01-04,1.84049
2023-01-09,1.22699
2023-01-12,2.24948
2023-01-19,2.04498
2023-01-21,1.43149
2023-01-25,1.63599
2023-01-26,2.04498
2023-01-30,1.02249
2023-01-31,1.63599
2023-02-01,1.84049
2023-02-02,2.24948
2023-02-06,2.04498
2023-02-07,2.04498
2023-02-09,1.22699
2023-02-10,1.22699
2023-02-12,1.22699
2023-02-13,2.45398
2023-02-14,1.22699
2023-02-15,1.43149
2023-02-16,1.02249
2023-02-19,2.04498
2023-02-20,1.43149
2023-02-21,1.22699
2023-02-22,1.02249
2023-02-24,2.04498
2023-02-26,1.02249
2023-02-27,1.84049
2023-03-02,2.65848
2023-03-03,1.02249
2023-03-05,1.02249
2023-03-06,1.43149
2023-03-07,2.45398
2023-03-08,1.84049
2023-03-10,1.43149
2023-03-11,1.43149
2023-03-14,1.43149
2023-03-15,1.84049
2023-03-17,1.22699
2023-03-20,1.22699
2023-03-22,1.43149
2023-03-23,1.02249
2023-03-26,1.22699
2023-03-27,3.27198
2023-03-29,2.04498
2023-03-30,1.02249
2023-03-31,2.04498
2023-04-03,1.22699
2023-04-05,1.02249
2023-04-06,1.63599
2023-04-07,3.47648
2023-04-08,1.22699
2023-04-09,2.04498
2023-04-10,4.08997
2023-04-11,1.43149
2023-04-12,2.65848
2023-04-14,2.45398
2023-04-16,2.65848
2023-04-17,2.45398
2023-04-18,2.65848
2023-04-19,2.04498
2023-04-20,3.27198
2023-04-22,1.43149
2023-04-24,1.22699
2023-04-25,1.43149
2023-04-26,1.63599
2023-04-27,1.63599
2023-04-28,1.02249
2023-05-01,1.22699
2023-05-02,1.02249
2023-05-03,3.27198
2023-05-04,2.24948
2023-05-05,1.43149
2023-05-06,1.02249
2023-05-09,2.24948
2023-05-10,2.45398
2023-05-11,3.68098
2023-05-12,1.02249
2023-05-13,1.43149
2023-05-14,1.02249
2023-05-15,4.49897
2023-05-16,1.02249
2023-05-18,3.06748
2023-05-19,1.63599
2023-05-20,1.02249
2023-05-21,1.43149
2023-05-22,1.43149
2023-05-24,1.63599
2023-05-25,2.65848
2023-05-26,1.63599
2023-05-27,1.43149
2023-05-29,3.27198
2023-05-30,4.29447
2023-05-31,4.70347
2023-06-01,3.68098
2023-06-02,2.45398
2023-06-04,1.02249
2023-06-05,1.22699
2023-06-06,2.24948
2023-06-07,2.45398
2023-06-08,3.06748
2023-06-09,2.24948
2023-06-11,2.04498
2023-06-12,2.65848
2023-06-13,1.63599
2023-06-14,3.47648
2023-06-16,1.02249
2023-06-17,1.84049
2023-06-18,1.22699
2023-06-19,3.47648
2023-06-20,4.29447
2023-06-21,5.31697
2023-06-22,2.86298
2023-06-23,1.84049
2023-06-24,1.22699
2023-06-25,1.22699
2023-06-26,3.47648
2023-06-27,2.04498
2023-06-28,3.06748
2023-06-29,3.47648
2023-06-30,2.04498
2023-07-01,1.22699
2023-07-02,1.84049
2023-07-03,2.86298
2023-07-04,1.84049
2023-07-05,1.22699
2023-07-07,2.24948
2023-07-08,3.06748
2023-07-09,2.24948
2023-07-10,3.88548
2023-07-11,3.06748
2023-07-12,3.06748
2023-07-13,2.04498
2023-07-14,2.04498
2023-07-17,3.27198
2023-07-18,2.45398
2023-07-19,1.22699
2023-07-20,1.02249
2023-07-21,1.84049
2023-07-22,1.43149
2023-07-23,2.86298
2023-07-25,1.22699
2023-07-26,3.68098
2023-07-27,3.47648
2023-07-28,1.02249
2023-07-29,1.22699
2023-07-30,2.04498
2023-07-31,1.22699
2023-08-01,3.68098
2023-08-02,1.63599
2023-08-03,1.02249
2023-08-04,1.22699
2023-08-07,2.65848
2023-08-08,1.22699
2023-08-10,2.45398
2023-08-11,1.63599
2023-08-14,1.02249
2023-08-15,2.65848
2023-08-16,2.86298
2023-08-17,2.86298
2023-08-18,1.63599
2023-08-19,1.22699
2023-08-20,1.22699
2023-08-21,2.45398
2023-08-23,2.45398
2023-08-24,1.43149
2023-08-25,1.22699
2023-08-26,1.43149
2023-08-27,1.02249
2023-08-28,2.45398
2023-08-29,3.68098
2023-08-30,2.04498
2023-08-31,2.86298
2023-09-01,3.06748
2023-09-02,3.06748
2023-09-03,3.68098
2023-09-04,4.90797
2023-09-05,4.90797
2023-09-06,4.49897
2023-09-07,3.68098
2023-09-08,1.43149
2023-09-09,2.04498
2023-09-10,2.45398
2023-09-11,5.11247
2023-09-12,2.45398
2023-09-13,4.29447
2023-09-14,3.47648
2023-09-15,5.52147
2023-09-16,3.27198
2023-09-17,2.86298
2023-09-18,1.43149
2023-09-19,2.45398
2023-09-20,1.84049
2023-09-22,1.02249
2023-09-23,1.22699
2023-09-24,1.22699
2023-09-25,1.84049
2023-09-26,1.84049
2023-09-27,3.47648
2023-09-28,1.22699
2023-09-29,1.02249
2023-10-01,1.43149
2023-10-02,2.24948
2023-10-03,2.04498
2023-10-04,3.88548
2023-10-06,2.65848
2023-10-09,1.43149
2023-10-10,3.68098
2023-10-11,3.47648
2023-10-12,1.43149
2023-10-13,3.27198
2023-10-14,1.22699
2023-10-16,2.86298
2023-10-18,2.86298
2023-10-19,3.47648
2023-10-20,2.65848
2023-10-21,1.22699
2023-10-22,2.45398
2023-10-23,4.49897
2023-10-24,2.24948
2023-10-25,2.86298
2023-10-26,2.04498
2023-10-27,3.68098
2023-10-28,2.45398
2023-10-29,2.04498
2023-10-30,4.49897
2023-10-31,3.68098
2023-11-01,2.86298
2023-11-02,3.27198
2023-11-03,4.08997
2023-11-04,1.43149
2023-11-05,3.47648
2023-11-06,4.49897
2023-11-07,5.52147
2023-11-08,3.06748
2023-11-09,4.90797
2023-11-10,3.88548
2023-11-11,1.22699
2023-11-12,2.86298
2023-11-13,3.27198
2023-11-14,2.86298
2023-11-15,4.90797
2023-11-16,2.24948
2023-11-17,1.84049
2023-11-18,2.24948
2023-11-19,2.24948
2023-11-20,4.08997
2023-11-21,4.90797
2023-11-22,1.22699
2023-11-23,4.29447
2023-11-24,2.65848
2023-11-25,1.22699
2023-11-26,1.84049
2023-11-27,3.06748
2023-11-28,4.08997
2023-11-29,3.68098
2023-11-30,4.08997
2023-12-01,3.47648
2023-12-02,2.04498
2023-12-03,3.06748
2023-12-04,3.88548
2023-12-05,1.02249
2023-12-06,4.49897
2023-12-07,5.52147
2023-12-08,3.68098
2023-12-09,1.63599
2023-12-10,3.88548
2023-12-11,7.15746
2023-12-12,6.95296
2023-12-13,5.72597
2023-12-14,4.29447
2023-12-15,8.38445
2023-12-16,6.13496
2023-12-17,3.27198
2023-12-18,7.97546
2023-12-19,8.99795
2023-12-20,7.56646
2023-12-21,6.33946
2023-12-22,5.93047
2023-12-23,2.45398
2023-12-24,4.49897
2023-12-25,8.17995
2023-12-26,8.58895
2023-12-27,10.63394
2023-12-28,13.49693
2023-12-29,9.81595
2023-12-30,7.36196
2023-12-31,3.47648
2024-01-01,7.97546
2024-01-02,7.36196
2024-01-03,6.95296
2024-01-04,7.15746
2024-01-05,4.90797
2024-01-06,2.24948
2024-01-07,3.88548
2024-01-08,5.72597
2024-01-09,6.33946
2024-01-10,8.99795
2024-01-11,6.95296
2024-01-12,7.15746
2024-01-13,4.49897
2024-01-14,4.90797
2024-01-15,5.72597
2024-01-16,6.13496
2024-01-17,16.35991
2024-01-18,21.88139
2024-01-19,16.56441
2024-01-20,10.42944
2024-01-21,10.02044
2024-01-22,12.67893
2024-01-23,7.36196
2024-01-24,11.86094
2024-01-25,8.58895
2024-01-26,9.20245
2024-01-27,7.56646
2024-01-28,10.02044
2024-01-29,13.70143
2024-01-30,20.85889
2024-01-31,20.24539
2024-02-01,23.92638
2024-02-02,14.11042
2024-02-03,14.11042
2024-02-04,25.15337
2024-02-05,37.01431
2024-02-06,25.56237
2024-02-07,19.8364
2024-02-08,19.6319
2024-02-09,12.67893
2024-02-10,9.81595
2024-02-11,20.85889
2024-02-12,20.24539
2024-02-13,20.65439
2024-02-14,19.2229
2024-02-15,16.76891
2024-02-16,14.92842
2024-02-17,12.88343
2024-02-18,18.4049
2024-02-19,21.06339
2024-02-20,20.44989
2024-02-21,22.08588
2024-02-22,21.26789
2024-02-23,16.76891
2024-02-24,11.45194
2024-02-25,18.4049
2024-02-26,58.4867
2024-02-27,38.4458
2024-02-28,44.98977
2024-02-29,100.0
2024-03-01,53.57873
2024-03-02,26.17586
2024-03-03,26.99386
2024-03-04,21.67689
2024-03-05,15.33742
2024-03-06,12.06543
2024-03-07,10.63394
2024-03-08,10.83844
2024-03-09,10.22494
2024-03-10,7.56646
2024-03-11,9.81595
2024-03-12,9.40695
2024-03-13,8.79345
2024-03-14,11.04294
2024-03-15,5.72597
2024-03-16,2.86298
2024-03-17,6.54396
2024-03-18,6.33946
2024-03-19,7.97546
2024-03-20,11.24744
